Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Big Ten,,Wisconsin,7,1,245,116,12,1,380,157,8,0,4,1,W9,2,1,2,1,2006
Big Ten,,Michigan,7,1,213,104,11,2,380,207,7,1,4,1,L2,3,2,3,2,2006
Big Ten,,Penn State,5,3,135,117,9,4,290,187,7,1,2,3,W3,1,4,1,4,2006
Big Ten,,Purdue,5,3,165,179,8,6,364,374,5,2,3,4,L2,0,3,0,4,2006
Big Ten,,Minnesota,3,5,202,243,6,7,376,338,4,3,2,4,L1,0,5,0,5,2006
Big Ten,,Indiana,3,5,179,302,5,7,277,394,3,4,2,3,-,0,3,0,3,2006
Big Ten,,Iowa,2,6,174,192,6,7,310,269,4,4,2,3,L4,0,4,0,4,2006
Big Ten,,Northwestern,2,6,125,240,4,8,198,314,2,4,2,4,-,0,4,0,4,2006
Big Ten,,Michigan State,1,7,148,241,4,8,302,341,2,5,2,3,-,0,4,0,4,2006
Big Ten,,Illinois,1,7,155,220,2,10,235,321,1,6,1,4,-,0,4,0,4,2006
Conference USA,East,Southern Mississippi,6,3,233,166,9,5,356,260,6,1,3,4,W1,0,2,0,2,2006
Conference USA,East,East Carolina,5,3,188,154,7,6,280,270,4,3,3,3,L1,0,1,0,1,2006
Conference USA,East,Marshall,4,4,233,222,5,7,311,351,4,1,1,6,-,0,2,0,2,2006
Conference USA,East,UCF,3,5,173,211,4,8,232,345,2,5,2,3,-,0,1,0,1,2006
Conference USA,East,UAB,2,6,177,220,3,9,225,297,3,3,0,6,-,0,2,0,1,2006
Conference USA,East,Memphis,1,7,193,256,2,10,281,365,1,6,1,4,-,0,1,0,1,2006
Conference USA,West,Houston,8,1,309,193,10,4,462,329,7,1,3,3,L1,0,0,0,0,2006
Conference USA,West,Rice,6,2,255,244,7,6,350,432,3,2,4,4,L1,0,1,0,1,2006
Conference USA,West,Tulsa,5,3,226,155,8,5,360,262,5,1,3,4,L1,0,1,0,1,2006
Conference USA,West,SMU,4,4,216,212,6,6,325,294,5,1,1,5,-,0,0,0,0,2006
Conference USA,West,UTEP,3,5,202,246,5,7,328,375,3,3,2,4,-,0,0,0,0,2006
Conference USA,West,Tulane,2,6,130,256,4,8,224,400,3,2,1,6,-,0,2,0,2,2006
FBS Independents,,Navy,,-,--,--,9,4,367,261,4,3,5,1,L1,0,3,0,3,2006
FBS Independents,,Army,,-,--,--,3,9,232,335,2,3,1,6,-,0,2,0,2,2006
FBS Independents,,Notre Dame,,-,--,--,10,3,403,310,6,1,4,2,L2,1,3,1,3,2006
FBS Independents,,Temple,,-,--,--,1,11,131,496,1,4,0,7,-,0,2,0,2,2006
Mid-American,East,Ohio,7,2,207,150,9,5,276,253,4,2,5,3,L2,0,1,0,1,2006
Mid-American,East,Kent State,5,4,186,157,6,6,214,241,3,2,3,4,-,0,1,0,1,2006
Mid-American,East,Akron,3,5,153,187,5,7,236,271,4,1,1,6,-,0,1,0,1,2006
Mid-American,East,Bowling Green,3,5,166,214,4,8,234,340,2,3,2,5,-,0,2,0,2,2006
Mid-American,East,Miami (OH),2,6,164,187,2,10,222,304,0,5,2,5,-,0,0,0,0,2006
Mid-American,East,Buffalo,1,7,201,314,2,10,220,431,2,3,0,7,-,0,3,0,3,2006
Mid-American,West,Central Michigan,8,1,266,155,10,4,416,312,5,1,5,3,W3,0,2,0,2,2006
Mid-American,West,Western Michigan,6,2,177,148,8,5,299,259,5,0,3,5,L1,0,0,0,0,2006
Mid-American,West,Northern Illinois,5,3,207,144,7,6,328,268,4,2,3,4,L1,0,2,0,2,2006
Mid-American,West,Ball State,5,3,225,184,5,7,326,309,2,4,3,3,-,0,1,0,1,2006
Mid-American,West,Toledo,3,5,157,204,5,7,281,332,4,2,1,5,-,0,0,0,0,2006
Mid-American,West,Eastern Michigan,1,7,106,174,1,11,167,322,1,4,0,7,-,0,0,0,0,2006
Mountain West,,BYU,8,0,317,113,11,2,478,191,6,0,5,2,W10,1,1,1,1,2006
Mountain West,,TCU,6,2,237,113,11,2,380,160,6,1,5,1,W8,0,1,0,1,2006
Mountain West,,Utah,5,3,232,171,8,5,363,258,5,2,3,3,W1,1,2,1,2,2006
Mountain West,,Wyoming,5,3,164,187,6,6,258,264,4,2,2,4,-,0,3,0,3,2006
Mountain West,,New Mexico,4,4,189,207,6,7,284,312,3,4,3,3,L1,0,2,0,2,2006
Mountain West,,Air Force,3,5,172,201,4,8,279,302,2,4,2,4,-,0,4,0,4,2006
Mountain West,,San Diego State,3,5,119,230,3,9,170,325,3,3,0,6,-,0,3,0,3,2006
Mountain West,,Colorado State,1,7,113,196,4,8,202,263,3,3,1,5,-,0,2,0,2,2006
Mountain West,,UNLV,1,7,158,283,2,10,238,382,2,4,0,6,-,0,2,0,3,2006
Pac-12,,USC,7,2,242,131,11,2,396,197,6,0,5,2,W1,4,1,4,1,2006
Pac-12,,California,7,2,280,173,10,3,427,251,8,0,2,3,W2,1,2,1,2,2006
Pac-12,,Oregon State,6,3,207,182,10,4,389,311,5,2,5,2,W4,1,2,2,2,2006
Pac-12,,UCLA,5,4,198,169,7,6,299,259,6,2,1,4,L1,2,2,2,2,2006
Pac-12,,Arizona State,5,5,251,261,7,6,348,326,4,2,3,4,L1,0,3,0,4,2006
Pac-12,,Oregon,5,5,286,262,7,6,383,345,5,2,2,4,L4,1,4,1,4,2006
Pac-12,,Arizona,4,5,152,167,6,6,199,235,3,4,3,2,-,2,3,2,3,2006
Pac-12,,Washington State,4,5,208,212,6,6,295,277,3,4,3,2,-,1,3,1,3,2006
Pac-12,,Washington,3,6,186,225,5,7,262,311,3,3,2,4,-,0,4,0,4,2006
Pac-12,,Stanford,1,8,74,274,1,11,127,377,0,5,1,6,-,0,4,0,4,2006
Southeastern,East,Florida,7,1,178,126,13,1,416,189,8,0,5,1,W7,5,1,4,1,2006
Southeastern,East,Tennessee,5,3,212,172,9,4,362,254,5,2,4,2,L1,2,4,1,4,2006
Southeastern,East,Georgia,4,4,185,168,9,4,327,229,5,3,4,1,W3,2,2,2,2,2006
Southeastern,East,Kentucky,4,4,163,207,8,5,347,369,7,1,1,4,W1,1,4,0,4,2006
Southeastern,East,South Carolina,3,5,147,146,8,5,346,243,4,4,4,1,W3,0,5,0,4,2006
Southeastern,East,Vanderbilt,1,7,131,206,4,8,264,284,2,4,2,4,-,1,4,0,4,2006
Southeastern,West,Arkansas,7,1,221,134,10,4,404,256,5,2,5,2,L3,2,4,2,4,2006
Southeastern,West,Auburn,6,2,162,133,11,2,322,181,6,2,5,0,W2,2,2,2,1,2006
Southeastern,West,LSU,6,2,220,131,11,2,438,164,9,0,2,2,W7,3,2,3,2,2006
Southeastern,West,Alabama,2,6,133,175,6,7,298,250,6,3,0,4,L4,0,5,1,5,2006
Southeastern,West,Ole Miss,2,6,123,182,4,8,188,275,4,3,0,5,-,0,5,0,4,2006
Southeastern,West,Mississippi State,1,7,127,222,3,9,221,309,1,6,2,3,-,0,5,0,4,2006
Sun Belt,,Troy,6,1,177,136,8,5,296,289,5,1,3,4,W3,0,0,0,0,2006
Sun Belt,,Middle Tennessee,6,1,204,92,7,6,296,302,3,2,4,4,L3,0,2,0,2,2006
Sun Belt,,Arkansas State,4,3,126,143,6,6,182,289,3,2,3,4,-,0,1,0,1,2006
Sun Belt,,Florida Atlantic,4,3,129,100,5,7,181,299,3,2,2,5,-,0,0,0,0,2006
Sun Belt,,Louisiana,3,4,126,151,6,6,248,296,3,3,3,3,-,0,1,0,1,2006
Sun Belt,,Louisiana Monroe,3,4,162,113,4,8,262,267,2,3,2,5,-,0,1,0,1,2006
Sun Belt,,North Texas,2,5,76,147,3,9,154,304,2,3,1,6,-,0,1,0,1,2006
Sun Belt,,Florida Intl,0,7,54,172,0,12,115,313,0,5,0,7,-,0,0,0,0,2006
Western Athletic,,Boise State,8,0,333,160,13,0,516,229,6,0,7,0,W13,2,0,3,0,2006
Western Athletic,,Hawai'i,7,1,438,196,11,3,656,337,8,1,3,2,W1,0,2,0,2,2006
Western Athletic,,San Jose State,5,3,192,172,9,4,324,270,7,1,2,3,W3,0,1,0,2,2006
Western Athletic,,Nevada,5,3,260,142,8,5,391,249,5,2,3,3,L2,0,1,0,2,2006
Western Athletic,,Fresno State,4,5,227,245,4,8,276,339,3,3,1,5,-,0,2,0,3,2006
Western Athletic,,Idaho,3,5,149,272,4,8,203,417,2,3,2,5,-,0,2,0,3,2006
Western Athletic,,New Mexico State,2,6,230,262,4,8,374,369,3,4,1,4,-,0,1,0,2,2006
Western Athletic,,Louisiana Tech,1,7,153,345,3,10,242,542,2,3,1,7,-,0,1,0,2,2006
Western Athletic,,Utah State,1,7,123,318,1,11,130,462,1,4,0,7,-,0,3,0,4,2006
