Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Mid-American,East,Buffalo,0,8,134,303,1,11,214,416,0,6,1,5,-,0,1,0,1,2002
Mid-American,West,Toledo,7,1,303,173,9,5,495,378,5,2,4,3,L2,0,2,0,2,2002
Mid-American,West,Northern Illinois,7,1,280,167,8,4,375,298,4,2,4,2,-,0,0,0,0,2002
Mid-American,West,Bowling Green,6,2,352,224,9,3,490,304,6,0,3,3,-,0,0,0,0,2002
Mid-American,West,Ball State,4,4,218,220,6,6,278,333,4,1,2,5,-,0,1,0,1,2002
Mid-American,West,Western Michigan,3,5,219,220,4,8,303,330,2,4,2,4,-,0,2,0,2,2002
Mid-American,West,Central Michigan,2,6,172,272,4,8,267,384,2,4,2,4,-,0,1,0,1,2002
Mid-American,West,Eastern Michigan,1,7,193,388,3,9,286,566,3,3,0,6,-,0,1,0,1,2002
Mountain West,,Colorado State,6,1,244,149,10,4,418,332,4,2,6,2,L2,2,1,2,1,2002
Mountain West,,New Mexico,5,2,196,155,7,7,341,358,5,2,2,5,L1,0,1,0,1,2002
Mountain West,,Air Force,4,3,241,201,8,5,440,303,4,3,4,2,L2,0,2,0,2,2002
Mountain West,,San Diego State,4,3,168,190,4,9,309,411,2,3,2,6,-,0,1,0,1,2002
Mountain West,,UNLV,3,4,195,217,5,7,292,366,3,3,2,4,-,0,0,0,0,2002
Mountain West,,Utah,3,4,162,177,5,6,249,226,3,2,2,4,-,0,1,0,1,2002
Mountain West,,BYU,2,5,113,187,5,7,272,333,4,2,1,5,-,0,0,0,0,2002
Mountain West,,Wyoming,1,6,207,250,2,10,288,432,2,3,0,7,-,0,1,0,1,2002
Pac-12,,USC,7,1,299,163,11,2,465,240,7,0,4,2,W8,4,2,4,2,2002
Pac-12,,Washington State,7,1,285,188,10,3,431,296,6,2,4,1,L1,1,2,1,2,2002
Pac-12,,Arizona State,5,3,257,244,8,6,452,407,5,3,3,3,L1,0,3,0,3,2002
Pac-12,,Oregon State,4,4,211,180,8,5,414,267,6,2,2,3,L1,0,2,0,2,2002
Pac-12,,UCLA,4,4,232,232,8,5,387,326,2,4,6,1,W1,0,3,0,3,2002
Pac-12,,California,4,4,256,238,7,5,427,318,4,3,3,2,-,0,2,0,2,2002
Pac-12,,Washington,4,4,232,233,7,6,398,342,5,3,2,3,L1,1,2,1,2,2002
Pac-12,,Oregon,3,5,237,266,7,6,417,362,5,3,2,3,L4,0,2,0,2,2002
Pac-12,,Arizona,1,7,143,250,4,8,227,310,3,4,1,4,-,0,1,0,1,2002
Pac-12,,Stanford,1,7,128,286,2,9,225,377,2,3,0,6,-,0,3,0,3,2002
Southeastern,East,Georgia,7,1,226,144,13,1,450,212,7,1,6,0,W5,3,0,2,1,2002
Southeastern,East,Florida,6,2,191,160,8,5,336,279,5,3,3,2,L2,2,3,2,3,2002
Southeastern,East,Tennessee,5,3,182,147,8,5,296,227,5,4,3,1,L1,0,4,0,4,2002
Southeastern,East,Kentucky,3,5,215,228,7,5,385,301,4,3,3,2,-,0,1,0,2,2002
Southeastern,East,South Carolina,3,5,108,156,5,7,225,262,3,3,2,4,-,0,2,0,3,2002
Southeastern,East,Vanderbilt,0,8,121,260,2,10,221,368,2,5,0,5,-,0,3,0,3,2002
Southeastern,West,Alabama,6,2,227,99,10,3,367,200,5,2,5,1,-,0,3,0,3,2002
Southeastern,West,Arkansas,5,3,223,184,9,5,370,277,6,3,3,2,L2,2,2,2,1,2002
Southeastern,West,Auburn,5,3,213,150,9,4,388,231,6,2,3,2,W2,2,2,1,3,2002
Southeastern,West,LSU,5,3,179,160,8,5,323,238,6,2,2,3,L2,0,4,1,3,2002
Southeastern,West,Ole Miss,3,5,175,230,7,6,351,331,7,1,0,5,W2,0,3,1,2,2002
Southeastern,West,Mississippi State,0,8,123,265,3,9,227,339,2,4,1,5,-,0,2,0,1,2002
Sun Belt,,North Texas,6,0,159,59,8,5,249,192,4,1,4,4,W7,0,3,0,2,2002
Sun Belt,,New Mexico State,5,1,177,160,7,5,327,328,5,0,2,5,-,0,1,0,1,2002
Sun Belt,,Arkansas State,3,3,125,109,6,7,259,361,4,3,2,4,-,0,1,0,1,2002
Sun Belt,,Middle Tennessee,2,4,158,151,4,8,297,332,3,2,1,6,-,0,1,0,0,2002
Sun Belt,,Louisiana Monroe,2,4,140,176,3,9,236,451,3,3,0,6,-,0,2,0,2,2002
Sun Belt,,Louisiana,2,4,117,178,3,9,203,352,3,2,0,7,-,0,0,0,0,2002
Sun Belt,,Idaho,1,5,123,166,2,10,285,428,2,3,0,7,-,0,2,0,2,2002
Sun Belt,,Utah State,0,0,0,0,4,7,305,432,3,2,1,5,-,0,2,0,2,2002
Western Athletic,,Boise State,8,0,409,111,12,1,593,240,7,0,5,1,W12,0,0,0,0,2002
Western Athletic,,Hawai'i,7,1,304,202,10,4,502,389,7,2,3,2,L1,0,2,0,1,2002
Western Athletic,,Fresno State,6,2,236,204,9,5,378,379,6,1,3,4,W5,0,1,0,1,2002
Western Athletic,,San Jose State,4,4,262,271,6,7,376,467,2,2,4,5,-,0,2,0,2,2002
Western Athletic,,Nevada,4,4,248,259,5,7,331,371,4,2,1,5,-,0,2,0,2,2002
Western Athletic,,Louisiana Tech,3,5,248,277,4,8,320,426,4,1,0,7,-,0,2,0,2,2002
Western Athletic,,Rice,3,5,216,235,4,7,253,296,2,3,2,4,-,0,1,0,1,2002
Western Athletic,,SMU,3,5,164,247,3,9,207,378,2,4,1,5,-,0,1,0,1,2002
Western Athletic,,UTEP,1,7,147,305,2,10,220,511,2,3,0,7,-,0,2,0,2,2002
Western Athletic,,Tulsa,1,7,156,279,1,11,233,417,1,5,0,6,-,0,2,0,2,2002
