Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Mid-American,East,Akron,6,2,237,217,6,5,271,347,3,2,3,3,L1,0,1,0,1,2004
Mid-American,East,Marshall,6,2,238,180,6,6,291,266,4,1,2,5,L1,0,2,0,2,2004
Mid-American,East,Kent State,4,4,269,186,5,6,335,264,3,2,2,4,W4,0,1,0,1,2004
Mid-American,East,Ohio,2,6,148,217,4,7,221,271,2,3,2,4,L1,0,1,0,0,2004
Mid-American,East,Buffalo,2,6,167,247,2,9,197,351,2,3,0,6,L1,0,0,0,0,2004
Mid-American,East,UCF,0,8,136,246,0,11,175,362,0,5,0,6,L11,0,1,0,1,2004
Mid-American,West,Northern Illinois,7,1,303,190,9,3,421,304,5,1,4,2,W2,0,0,0,0,2004
Mid-American,West,Toledo,7,1,307,195,9,4,432,404,5,0,4,4,L1,0,0,0,0,2004
Mid-American,West,Bowling Green,6,2,337,181,9,3,532,282,5,0,4,3,W1,0,1,0,1,2004
Mid-American,West,Eastern Michigan,4,4,249,333,4,7,328,458,2,4,2,3,L2,0,0,0,1,2004
Mid-American,West,Central Michigan,3,5,199,286,4,7,260,378,4,1,0,6,W1,0,0,0,0,2004
Mid-American,West,Ball State,2,6,207,279,2,9,225,405,2,3,0,6,L1,0,1,0,1,2004
Mid-American,West,Western Michigan,0,8,179,343,1,10,248,436,1,4,0,6,L10,0,1,0,1,2004
Mountain West,,Utah,7,0,351,178,12,0,544,234,7,0,5,0,W12,1,0,0,0,2004
Mountain West,,New Mexico,5,2,136,125,7,5,244,224,3,2,4,3,L1,1,2,1,2,2004
Mountain West,,BYU,4,3,200,171,5,6,267,295,3,3,2,3,L2,0,3,0,3,2004
Mountain West,,Wyoming,3,4,173,196,7,5,318,297,5,1,2,4,W1,0,1,0,1,2004
Mountain West,,Air Force,3,4,218,220,5,6,326,342,3,4,2,2,W1,0,3,0,3,2004
Mountain West,,Colorado State,3,4,182,201,4,7,261,325,3,3,1,4,L1,0,2,0,2,2004
Mountain West,,San Diego State,2,5,138,194,4,7,234,282,3,2,1,5,W2,0,2,0,2,2004
Mountain West,,UNLV,1,6,140,253,2,9,229,357,1,4,1,5,L5,0,3,0,3,2004
Pac-12,,USC,8,0,285,117,13,0,496,169,6,0,7,0,W13,4,0,4,0,2004
Pac-12,,California,7,1,287,103,10,2,441,192,5,1,5,1,L1,1,2,1,2,2004
Pac-12,,Arizona State,5,3,216,234,9,3,358,294,6,0,3,3,W1,1,2,1,2,2004
Pac-12,,Oregon State,5,3,210,191,7,5,320,294,4,2,3,3,W3,0,5,0,5,2004
Pac-12,,UCLA,4,4,252,227,6,6,361,309,3,4,3,2,L2,0,3,0,3,2004
Pac-12,,Oregon,4,4,203,211,5,6,282,282,3,3,2,3,L3,0,3,0,3,2004
Pac-12,,Washington State,3,5,193,262,5,6,275,307,1,4,4,2,W1,0,2,0,2,2004
Pac-12,,Stanford,2,6,147,197,4,7,242,233,3,3,1,4,L5,0,3,0,3,2004
Pac-12,,Arizona,2,6,130,240,3,8,164,275,2,5,1,3,W1,1,4,1,4,2004
Pac-12,,Washington,0,8,114,255,1,10,154,334,1,5,0,5,L6,0,3,0,3,2004
Southeastern,East,Tennessee,7,1,215,199,10,3,378,295,5,3,5,0,W1,1,2,2,2,2004
Southeastern,East,Georgia,6,2,231,133,10,2,335,198,6,1,4,1,W2,2,2,3,2,2004
Southeastern,East,Florida,4,4,251,187,7,5,382,253,5,2,2,3,L1,1,4,1,4,2004
Southeastern,East,South Carolina,4,4,185,190,6,5,243,229,3,3,3,2,L2,0,2,0,3,2004
Southeastern,East,Kentucky,1,7,106,253,2,9,173,341,2,4,0,5,L1,0,4,0,5,2004
Southeastern,East,Vanderbilt,1,7,133,213,2,9,212,286,2,4,0,5,L4,0,4,0,5,2004
Southeastern,West,Auburn,8,0,247,96,13,0,417,147,8,0,5,0,W13,5,0,5,0,2004
Southeastern,West,LSU,6,2,220,131,9,3,344,205,7,0,2,3,L1,0,3,1,3,2004
Southeastern,West,Alabama,3,5,152,149,6,6,295,189,5,2,1,4,L3,0,3,0,3,2004
Southeastern,West,Arkansas,3,5,196,215,5,6,328,270,3,3,2,3,L1,0,4,0,5,2004
Southeastern,West,Ole Miss,3,5,142,200,4,7,215,278,3,3,1,4,W1,0,3,0,3,2004
Southeastern,West,Mississippi State,2,6,125,237,3,8,173,280,3,4,0,4,L3,0,2,1,2,2004
Sun Belt,,North Texas,7,0,251,153,7,5,309,358,4,2,3,3,L1,0,1,0,1,2004
Sun Belt,,Troy,4,2,173,90,7,5,286,200,5,0,2,5,L1,0,1,0,1,2004
Sun Belt,,New Mexico State,3,2,152,130,5,6,273,355,4,1,1,5,L1,0,1,0,1,2004
Sun Belt,,Middle Tennessee,4,4,202,190,5,6,269,293,4,1,1,5,L1,0,0,0,1,2004
Sun Belt,,Louisiana Monroe,3,3,136,159,5,6,211,303,3,2,2,4,W1,0,1,0,1,2004
Sun Belt,,Arkansas State,3,4,136,185,3,8,215,365,2,2,1,6,L1,0,1,0,1,2004
Sun Belt,,Louisiana,2,5,145,167,4,7,242,272,3,2,1,5,L3,0,0,0,0,2004
Sun Belt,,Idaho,2,5,154,218,3,9,245,473,2,2,1,7,L2,0,1,0,1,2004
Sun Belt,,Utah State,2,5,124,181,3,8,184,333,2,2,1,6,W1,0,1,0,1,2004
Western Athletic,,Boise State,8,0,401,196,11,1,587,308,7,0,4,1,L1,1,1,1,1,2004
Western Athletic,,UTEP,6,2,315,227,8,4,429,301,5,2,3,2,L2,1,2,1,2,2004
Western Athletic,,Fresno State,5,3,338,158,9,3,482,246,5,1,4,2,W6,1,1,1,1,2004
Western Athletic,,Louisiana Tech,4,3,222,199,6,6,308,382,4,1,2,5,W1,1,4,1,4,2004
Western Athletic,,Hawai'i,4,4,238,324,8,5,467,499,7,1,1,4,W4,0,2,0,2,2004
Western Athletic,,Tulsa,3,4,251,265,4,8,345,398,4,2,0,6,W2,0,2,0,2,2004
Western Athletic,,Nevada,3,5,236,318,5,7,356,413,5,1,0,6,L3,0,2,0,2,2004
Western Athletic,,SMU,3,5,182,290,3,8,202,420,3,2,0,6,L1,0,3,0,3,2004
Western Athletic,,Rice,2,6,236,321,3,8,272,377,3,2,0,6,L6,0,3,0,3,2004
Western Athletic,,San Jose State,1,7,256,377,2,9,312,469,2,3,0,6,L7,0,2,0,2,2004
