Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Mountain West,West,Hawai'i,3,5,173,221,4,9,272,349,3,4,1,5,L1,0,0,0,0,2014
Mountain West,West,San Jose State,2,6,139,219,3,9,232,353,2,3,1,6,L6,0,1,0,1,2014
Mountain West,West,UNLV,1,7,188,293,2,11,285,500,2,4,0,7,L6,0,1,0,1,2014
Pac-12,North,Oregon,8,1,395,225,13,2,681,354,6,1,5,0,L1,5,2,5,2,2014
Pac-12,North,Stanford,5,4,214,175,8,5,353,213,4,2,3,3,W3,1,4,1,3,2014
Pac-12,North,Washington,4,5,236,216,8,6,423,347,4,3,4,2,L1,0,4,0,4,2014
Pac-12,North,California,3,6,338,397,5,7,459,477,2,5,3,2,L3,0,4,0,3,2014
Pac-12,North,Washington State,2,7,272,377,3,9,382,463,1,6,2,3,L2,1,4,1,3,2014
Pac-12,North,Oregon State,2,7,213,328,5,7,308,379,3,4,2,3,L2,1,3,1,2,2014
Pac-12,South,Arizona,7,2,321,242,10,4,483,395,6,1,4,1,L2,3,4,3,3,2014
Pac-12,South,UCLA,6,3,305,258,10,3,435,365,3,3,5,0,W1,4,2,3,2,2014
Pac-12,South,Arizona State,6,3,286,264,10,3,480,363,5,1,4,2,W1,2,2,1,2,2014
Pac-12,South,USC,6,3,289,221,9,4,466,327,5,1,3,3,W2,2,3,2,3,2014
Pac-12,South,Utah,5,4,221,263,9,4,407,324,3,3,5,1,W2,2,3,1,3,2014
Pac-12,South,Colorado,0,9,263,387,2,10,342,468,1,5,1,4,L8,0,6,0,5,2014
Southeastern,East,Missouri,7,1,191,153,11,3,389,295,5,2,5,0,W1,0,2,0,2,2014
Southeastern,East,Georgia,6,2,310,195,10,3,537,269,6,1,3,1,W1,4,1,4,1,2014
Southeastern,East,Florida,4,4,199,206,7,5,363,253,3,3,2,2,W1,1,4,1,4,2014
Southeastern,East,Tennessee,3,5,204,217,7,6,376,315,4,3,2,3,W2,0,4,0,5,2014
Southeastern,East,South Carolina,3,5,272,294,7,6,424,395,4,3,2,3,W1,1,3,1,3,2014
Southeastern,East,Kentucky,2,6,183,300,5,7,350,375,5,2,0,5,L6,0,5,0,5,2014
Southeastern,East,Vanderbilt,0,8,102,283,3,9,206,399,3,5,0,4,L3,0,4,0,4,2014
Southeastern,West,Alabama,7,1,266,154,12,2,517,258,7,0,3,1,L1,4,2,4,2,2014
Southeastern,West,Mississippi State,6,2,270,180,10,3,480,282,7,0,3,2,L2,2,3,2,3,2014
Southeastern,West,Ole Miss,5,3,202,135,9,4,368,208,6,1,2,2,L1,3,3,3,3,2014
Southeastern,West,Auburn,4,4,275,262,8,5,461,347,6,1,2,3,L2,3,4,3,4,2014
Southeastern,West,LSU,4,4,153,166,8,5,359,228,5,2,2,2,L1,2,3,2,3,2014
Southeastern,West,Texas A&M;,3,5,223,293,8,5,458,365,3,3,3,2,W1,1,5,1,5,2014
Southeastern,West,Arkansas,2,6,165,177,7,6,415,250,5,2,1,3,W1,2,5,2,5,2014
Sun Belt,,Georgia Southern,8,0,306,154,9,3,469,281,5,0,4,3,W1,0,1,0,1,2014
Sun Belt,,Louisiana,7,1,278,191,9,4,383,338,4,2,4,2,W2,0,2,0,2,2014
Sun Belt,,Appalachian State,6,2,280,200,7,5,428,328,4,2,3,3,W6,0,0,0,0,2014
Sun Belt,,Texas State,5,3,248,221,7,5,406,332,3,3,4,2,W2,0,0,0,0,2014
Sun Belt,,Arkansas State,5,3,336,234,7,6,477,396,5,1,2,4,L1,0,0,0,0,2014
Sun Belt,,South Alabama,5,3,187,183,6,7,293,343,3,3,3,3,L3,0,1,0,1,2014
Sun Belt,,Louisiana Monroe,3,5,194,205,4,8,241,315,3,2,1,6,L1,0,1,0,1,2014
Sun Belt,,Troy,3,5,200,248,3,9,262,434,2,4,1,5,L1,0,1,0,1,2014
Sun Belt,,Idaho,1,7,197,294,1,10,275,410,1,4,0,6,L4,0,0,0,0,2014
Sun Belt,,New Mexico State,1,7,200,316,2,10,294,469,1,5,1,5,L10,0,1,0,1,2014
Sun Belt,,Georgia State,0,8,182,362,1,11,272,520,1,5,0,6,L11,0,1,0,1,2014
