Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Mountain West,,San Diego State,4,4,206,184,5,7,323,325,3,3,2,4,-,0,3,0,3,2005
Mountain West,,Air Force,3,5,262,278,4,7,330,349,3,3,1,4,-,0,1,0,1,2005
Mountain West,,Wyoming,2,6,195,251,4,7,271,297,2,3,2,4,-,0,2,0,2,2005
Mountain West,,UNLV,1,7,135,297,2,9,207,381,2,3,0,6,-,0,1,0,1,2005
Pac-12,,USC,8,0,383,149,12,1,638,297,6,0,6,1,L1,4,1,4,1,2005
Pac-12,,Oregon,7,1,278,189,10,2,414,278,5,1,5,1,L1,1,2,1,2,2005
Pac-12,,UCLA,6,2,271,306,10,2,469,410,7,0,3,2,W1,2,1,2,1,2005
Pac-12,,California,4,4,243,190,8,4,395,254,5,2,3,2,W2,0,3,0,3,2005
Pac-12,,Arizona State,4,4,251,247,7,5,442,359,4,3,3,2,W2,0,4,0,4,2005
Pac-12,,Stanford,4,4,180,241,5,6,269,337,1,5,4,1,-,0,5,0,5,2005
Pac-12,,Oregon State,3,5,195,261,5,6,293,365,3,3,2,3,-,1,3,1,3,2005
Pac-12,,Arizona,2,6,173,220,3,8,252,290,2,4,1,4,-,1,3,1,3,2005
Pac-12,,Washington State,1,7,227,292,4,7,368,346,2,4,2,3,-,0,4,0,4,2005
Pac-12,,Washington,1,7,169,275,2,9,237,337,1,5,1,4,-,0,5,0,5,2005
Southeastern,East,Georgia,6,2,209,134,10,3,384,213,5,2,5,1,L1,1,3,1,3,2005
Southeastern,East,Florida,5,3,205,178,9,3,343,226,8,0,1,3,W2,2,2,2,2,2005
Southeastern,East,South Carolina,5,3,175,193,7,5,284,279,5,2,2,3,L2,1,4,1,4,2005
Southeastern,East,Tennessee,3,5,147,138,5,6,205,205,3,3,2,3,-,1,4,1,4,2005
Southeastern,East,Vanderbilt,3,5,223,271,5,6,299,321,2,4,3,2,-,0,3,0,3,2005
Southeastern,East,Kentucky,2,6,160,277,3,8,239,375,2,4,1,4,-,0,4,0,4,2005
Southeastern,West,LSU,7,1,214,114,11,2,383,185,6,2,5,0,W1,4,1,4,1,2005
Southeastern,West,Auburn,7,1,262,122,9,3,386,186,6,2,3,1,L1,2,2,2,2,2005
Southeastern,West,Alabama,6,2,159,87,10,2,263,128,7,1,3,1,W1,2,2,2,2,2005
Southeastern,West,Arkansas,2,6,173,169,4,7,283,271,3,3,1,4,-,0,5,0,5,2005
Southeastern,West,Mississippi State,1,7,78,211,3,8,153,259,2,4,1,4,-,0,5,0,5,2005
Southeastern,West,Ole Miss,1,7,97,208,3,8,148,245,2,4,1,4,-,0,3,0,3,2005
Sun Belt,,Louisiana,5,2,203,161,6,5,286,304,3,2,3,3,-,0,1,0,1,2005
Sun Belt,,Louisiana Monroe,5,2,194,186,5,6,239,339,2,3,3,3,-,0,1,0,1,2005
Sun Belt,,Arkansas State,5,2,182,163,6,6,294,303,5,2,1,4,L1,0,0,0,0,2005
Sun Belt,,Florida Intl,3,4,172,191,5,6,257,323,3,1,2,5,-,0,1,0,1,2005
Sun Belt,,Middle Tennessee,3,4,176,124,4,7,210,206,1,4,3,3,-,0,1,0,1,2005
Sun Belt,,Troy,3,4,100,121,4,7,175,255,3,2,1,5,-,0,0,0,0,2005
Sun Belt,,Florida Atlantic,2,5,109,179,2,9,148,339,1,4,1,5,-,0,1,0,1,2005
Sun Belt,,North Texas,2,5,131,142,2,9,157,346,0,5,2,4,-,0,1,0,1,2005
Western Athletic,,Boise State,7,1,339,178,9,4,469,317,6,0,3,4,L1,0,2,0,2,2005
Western Athletic,,Nevada,7,1,297,224,9,3,410,383,5,1,4,2,W5,0,0,0,0,2005
Western Athletic,,Fresno State,6,2,292,143,8,5,491,292,5,1,3,4,L4,0,2,0,2,2005
Western Athletic,,Louisiana Tech,6,2,259,192,7,4,316,281,4,1,3,3,-,0,1,0,1,2005
Western Athletic,,Hawai'i,4,4,264,244,5,7,368,428,3,4,2,3,-,0,2,0,2,2005
Western Athletic,,San Jose State,2,6,173,241,3,8,248,357,3,2,0,6,-,0,0,0,0,2005
Western Athletic,,Utah State,2,6,167,270,3,8,208,360,2,3,1,5,-,0,1,0,1,2005
Western Athletic,,Idaho,2,6,180,313,2,9,243,419,1,3,1,6,-,0,0,0,0,2005
Western Athletic,,New Mexico State,0,8,147,313,0,12,198,465,0,6,0,6,-,0,1,0,1,2005
