Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Mid-American,East,Miami (OH),6,2,199,168,6,7,297,309,3,3,3,3,L1,0,1,0,1,2016
Mid-American,East,Bowling Green,3,5,237,239,4,8,298,460,3,3,1,5,W3,0,1,0,1,2016
Mid-American,East,Akron,3,5,169,242,5,7,329,403,2,4,3,3,L4,0,2,0,2,2016
Mid-American,East,Kent State,2,6,171,217,3,9,247,344,1,5,2,4,L3,0,3,0,3,2016
Mid-American,East,Buffalo,1,7,142,273,2,10,198,388,2,4,0,6,L4,0,1,0,1,2016
Mid-American,West,Western Michigan,8,0,362,147,13,1,582,277,6,0,6,0,L1,0,1,0,1,2016
Mid-American,West,Toledo,6,2,285,218,9,4,494,334,5,1,3,2,L2,0,1,0,1,2016
Mid-American,West,Northern Illinois,5,3,264,206,5,7,366,364,2,3,3,3,W2,0,1,0,1,2016
Mid-American,West,Eastern Michigan,4,4,219,246,7,6,385,388,3,3,4,2,L1,0,1,0,1,2016
Mid-American,West,Central Michigan,3,5,174,239,6,7,342,394,4,2,2,4,L2,1,1,1,1,2016
Mid-American,West,Ball State,1,7,201,269,4,8,324,361,1,4,3,4,L5,0,1,0,1,2016
Mountain West,Mountain,Boise State,6,2,285,183,10,3,439,303,6,0,4,2,L2,1,0,1,0,2016
Mountain West,Mountain,New Mexico,6,2,288,282,9,4,477,409,5,1,2,3,W2,0,1,0,1,2016
Mountain West,Mountain,Wyoming,6,2,332,291,8,6,503,477,6,1,2,4,L3,0,1,0,1,2016
Mountain West,Mountain,Air Force,5,3,268,259,10,3,457,341,5,1,4,1,W6,1,0,1,0,2016
Mountain West,Mountain,Colorado State,5,3,308,224,7,6,459,395,5,1,2,3,L1,0,1,0,1,2016
Mountain West,Mountain,Utah State,1,7,191,253,3,9,287,352,3,3,0,6,L5,0,2,0,2,2016
Mountain West,West,San Diego State,6,2,290,139,11,3,493,283,5,1,5,2,W2,,-,,-,2016
Mountain West,West,Hawai'i,4,4,195,250,7,7,396,522,3,3,3,3,W3,0,1,0,1,2016
Mountain West,West,San Jose State,3,5,190,258,4,8,293,416,3,3,1,5,W1,0,2,0,2,2016
Mountain West,West,Nevada,3,5,213,244,5,7,305,348,4,2,1,5,W2,0,1,0,1,2016
Mountain West,West,UNLV,3,5,244,309,4,8,379,441,3,3,1,5,L2,0,1,0,1,2016
Mountain West,West,Fresno State,0,8,113,225,1,11,212,371,1,5,0,6,L10,0,1,0,1,2016
Pac-12,North,Washington,8,1,389,184,12,2,585,248,6,1,5,0,L1,2,2,3,2,2016
Pac-12,North,Washington State,7,2,358,244,8,5,496,343,5,2,3,2,L3,1,2,1,2,2016
Pac-12,North,Stanford,6,3,233,202,10,3,342,265,4,2,5,1,W6,1,2,1,2,2016
Pac-12,North,Oregon State,3,6,230,291,4,8,314,366,4,3,0,5,W2,0,5,0,5,2016
Pac-12,North,California,3,6,304,392,5,7,445,511,4,2,0,5,W1,1,3,1,3,2016
Pac-12,North,Oregon,2,7,296,408,4,8,425,497,3,3,1,5,L1,1,5,1,5,2016
Pac-12,South,Colorado,8,1,289,166,10,4,435,304,6,0,3,2,L2,1,4,2,4,2016
Pac-12,South,USC,7,2,299,180,10,3,447,315,6,0,3,2,W9,3,2,3,3,2016
Pac-12,South,Utah,5,4,284,251,9,4,388,311,4,2,4,2,W1,1,2,1,2,2016
Pac-12,South,Arizona State,2,7,256,382,5,7,400,478,4,2,1,5,L6,0,5,0,5,2016
Pac-12,South,UCLA,2,7,216,264,4,8,299,330,3,3,1,5,L2,0,5,0,5,2016
Pac-12,South,Arizona,1,8,203,393,3,9,297,460,3,4,0,4,W1,0,5,0,5,2016
Southeastern,East,Florida,6,2,196,123,9,4,311,218,5,0,2,3,W1,2,2,2,2,2016
Southeastern,East,Tennessee,4,4,287,295,9,4,473,375,6,1,1,3,W1,3,1,3,1,2016
Southeastern,East,Georgia,4,4,167,192,8,5,319,312,3,3,3,1,W1,1,1,1,1,2016
Southeastern,East,Kentucky,4,4,185,237,7,6,390,407,5,2,2,3,L1,1,2,1,2,2016
Southeastern,East,South Carolina,3,5,126,168,6,7,270,344,5,2,1,4,L2,0,3,0,3,2016
Southeastern,East,Vanderbilt,3,5,162,162,6,7,299,312,4,2,2,4,L1,0,2,0,2,2016
Southeastern,East,Missouri,2,6,181,280,4,8,377,378,4,3,0,5,W1,0,4,0,3,2016
Southeastern,West,Alabama,8,0,304,118,14,1,582,195,7,0,4,0,L1,5,1,5,1,2016
Southeastern,West,Auburn,5,3,210,147,8,5,406,222,6,2,2,2,L2,1,3,1,3,2016
Southeastern,West,LSU,5,3,218,141,8,4,340,189,5,2,2,1,W2,1,4,1,4,2016
Southeastern,West,Texas A&M;,4,4,252,242,8,5,453,319,5,2,2,2,L2,1,2,1,2,2016
Southeastern,West,Arkansas,3,5,214,298,7,6,394,404,5,2,2,2,L2,1,4,1,4,2016
Southeastern,West,Mississippi State,3,5,234,272,6,7,395,413,3,3,2,4,W2,0,3,0,3,2016
Southeastern,West,Ole Miss,2,6,234,295,5,7,391,408,4,3,1,3,L2,1,4,1,3,2016
Sun Belt,,Appalachian State,7,1,250,94,10,3,380,232,5,1,4,2,W3,0,1,0,1,2016
Sun Belt,,Arkansas State,7,1,257,122,8,5,355,279,4,2,4,3,W2,0,1,0,1,2016
Sun Belt,,Troy,6,2,240,155,10,3,438,287,5,1,4,2,W1,0,1,0,1,2016
Sun Belt,,Idaho,6,2,266,195,9,4,400,407,4,1,4,3,W5,0,1,0,1,2016
Sun Belt,,Louisiana,5,3,186,158,6,7,307,329,3,3,3,3,L1,0,1,0,1,2016
Sun Belt,,Georgia Southern,4,4,183,197,5,7,319,318,3,2,2,5,W1,0,1,0,1,2016
Sun Belt,,Louisiana Monroe,3,5,201,272,4,8,280,469,3,2,1,6,L2,0,2,0,2,2016
Sun Belt,,South Alabama,2,6,174,215,6,7,330,351,5,2,1,4,L1,1,1,1,0,2016
Sun Belt,,Georgia State,2,6,156,211,3,9,239,319,3,3,0,6,L1,0,1,0,1,2016
Sun Belt,,New Mexico State,2,6,192,283,3,9,298,466,3,2,0,7,L2,0,1,0,1,2016
Sun Belt,,Texas State,0,8,113,316,2,10,223,493,1,5,1,5,L8,0,1,0,1,2016
