School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code,year,Power5,ConferenceAbbrev
Illinois,Big Ten,,5,6,0.0,-0.67,3.96,3.28,27.42,8.89,,,,,,,27.0,1971,True,B1G
Washington St.,Pac-8,,4,7,0.0,5.49,-2.23,3.25,32.6,14.65,,,,,,,106.0,1971,True,Pac-12
Temple,Ind,,6,2,1.0,1.67,0.94,2.61,31.32,11.43,,,,,,,10.0,1971,False,AAC
Ohio,MAC,,5,5,0.0,3.11,-0.85,2.26,29.81,11.87,,,,,,,80.0,1971,False,MAC
Long Beach State,PCAA,,8,4,0.0,5.95,-3.75,2.2,32.01,15.94,,,,,,,,1971,,
Minnesota,Big Ten,,4,7,0.0,4.04,-1.92,2.12,31.24,12.36,,,,,,,33.0,1971,True,B1G
UCLA,Pac-8,,2,7,1.0,0.51,1.58,2.09,28.24,10.45,,,,,,,102.0,1971,True,Pac-12
Tampa,Ind,,6,5,0.0,1.19,0.61,1.8,34.35,10.93,,,,,,,,1971,,
Wisconsin,Big Ten,,4,6,1.0,5.12,-3.33,1.79,32.81,14.41,,,,,,,40.0,1971,True,B1G
Syracuse,Ind,,5,5,1.0,-3.92,5.61,1.69,24.15,6.21,,,,,,,23.0,1971,True,ACC
Western Michigan,MAC,,7,3,0.0,-1.52,3.07,1.54,26.68,8.95,,,,,,,82.0,1971,False,MAC
Southern Miss,Ind,,6,5,0.0,-2.04,3.56,1.52,26.79,9.14,,,,,,,60.0,1971,False,C-USA
San Jose St.,PCAA,,5,6,1.0,0.69,0.48,1.17,29.87,13.28,,,,,,,91.0,1971,False,MWC
Vanderbilt,SEC,,4,6,1.0,-2.76,3.83,1.07,23.7,8.62,,,,,,,120.0,1971,True,SEC
Tulane,Ind,,3,8,0.0,-1.68,2.62,0.94,26.23,8.89,,,,,,,11.0,1971,False,AAC
San Diego St.,PCAA,,6,5,0.0,2.11,-1.51,0.6,28.58,15.27,,,,,,,90.0,1971,False,MWC
Miami (FL),Ind,,4,7,0.0,0.06,0.49,0.54,27.01,11.7,,,,,,,19.0,1971,True,ACC
Clemson,ACC,,5,6,0.0,-1.98,2.39,0.42,24.17,9.54,,,,,,,14.0,1971,True,ACC
Army,Ind,,6,4,0.0,-2.25,2.65,0.39,23.01,12.62,,,,,,,65.0,1971,False,IND (FBS)
Louisville,MVC,,6,3,1.0,-3.6,3.97,0.37,22.88,7.13,,,,,,,18.0,1971,True,ACC
Texas Tech,SWC,,4,7,0.0,-6.1,6.32,0.22,20.9,4.46,,,,,,,49.0,1971,True,Big 12
Miami (OH),MAC,,7,3,0.0,-6.17,6.29,0.13,25.04,7.95,,,,,,,78.0,1971,False,MAC
TCU,SWC,,6,4,1.0,1.7,-1.59,0.11,29.46,16.92,,,,,,,47.0,1971,True,Big 12
Rice,SWC,,3,7,1.0,-1.46,1.51,0.05,25.61,10.32,,,,,,,59.0,1971,False,C-USA
BYU,WAC,,5,6,0.0,-2.45,2.27,-0.18,25.09,10.02,,,,,,,66.0,1971,False,IND (FBS)
Cincinnati,Ind,,7,4,0.0,-0.98,0.55,-0.43,26.18,13.15,,,,,,,2.0,1971,False,AAC
Wake Forest,ACC,,6,5,0.0,-2.03,1.28,-0.75,25.0,10.53,,,,,,,26.0,1971,True,ACC
Arizona,WAC,,5,6,0.0,-2.76,1.82,-0.94,24.16,11.16,,,,,,,95.0,1971,True,Pac-12
Texas A&M,SWC,,5,6,0.0,-3.81,2.8,-1.01,23.82,10.07,,,,,,,119.0,1971,True,SEC
Villanova,Ind,,6,4,1.0,-3.61,2.59,-1.02,25.21,9.08,,,,,,,162.0,1971,False,CAA
Mississippi St.,SEC,,2,9,0.0,-1.7,0.06,-1.65,24.99,14.22,,,,,,,114.0,1971,True,SEC
Kentucky,SEC,,3,8,0.0,-1.6,-0.23,-1.83,25.33,13.45,,,,,,,112.0,1971,True,SEC
Wyoming,WAC,,5,6,0.0,1.58,-3.59,-2.01,27.82,18.89,,,,,,,94.0,1971,False,MWC
SMU,SWC,,4,7,0.0,-2.4,-0.02,-2.42,24.03,12.02,,,,,,,8.0,1971,False,AAC
Hawaii,Ind,,7,4,0.0,-0.93,-1.67,-2.6,26.82,15.61,,,,,,,87.0,1971,False,MWC
Bowling Green,MAC,,6,4,0.0,4.49,-7.11,-2.63,29.87,18.99,,,,,,,73.0,1971,False,MAC
Utah,WAC,,3,8,0.0,3.44,-6.18,-2.74,29.82,18.37,,,,,,,104.0,1971,True,Pac-12
Missouri,Big 8,,1,10,0.0,-5.46,2.67,-2.79,21.41,9.05,,,,,,,115.0,1971,True,SEC
Virginia Tech,Ind,,4,7,0.0,2.72,-5.78,-3.06,30.1,18.59,,,,,,,25.0,1971,True,ACC
Pittsburgh,Ind,,3,8,0.0,5.69,-8.89,-3.2,31.9,22.85,,,,,,,22.0,1971,True,ACC
Idaho,Ind,,8,3,0.0,-4.23,0.8,-3.43,23.61,13.03,,,,,,,133.0,1971,False,Big Sky
William & Mary,Southern,,5,6,0.0,2.75,-6.23,-3.47,29.44,17.26,,,,,,,163.0,1971,False,CAA
Columbia,Ivy,,6,3,0.0,-2.27,-1.23,-3.5,22.06,12.99,,,,,,,166.0,1971,False,Ivy
Navy,Ind,,3,8,0.0,-0.17,-4.14,-4.31,25.36,19.85,,,,,,,7.0,1971,False,AAC
Drake,MVC,,7,4,0.0,-1.56,-2.89,-4.45,25.95,15.51,,,,,,,220.0,1971,False,Pioneer
Indiana,Big Ten,,3,8,0.0,-3.61,-1.01,-4.62,24.11,14.6,,,,,,,28.0,1971,True,B1G
Princeton,Ivy,,4,5,0.0,-3.24,-1.94,-5.18,25.01,14.84,,,,,,,171.0,1971,False,Ivy
Harvard,Ivy,,5,4,0.0,-1.51,-3.95,-5.46,23.82,16.29,,,,,,,169.0,1971,False,Ivy
UTEP,WAC,,5,6,0.0,-7.0,1.22,-5.78,19.65,12.7,,,,,,,62.0,1971,False,C-USA
Pacific,PCAA,,3,8,0.0,-3.4,-2.72,-6.11,21.96,13.37,,,,,,,376.0,1971,False,
Citadel,Southern,,8,3,0.0,7.09,-13.39,-6.31,33.37,25.67,,,,,,,228.0,1971,False,SoCon
New Mexico State,Ind,,5,5,1.0,-2.97,-3.38,-6.35,22.77,16.89,,,,,,,69.0,1971,False,IND (FBS)
Fresno St.,PCAA,,6,5,0.0,-5.6,-0.77,-6.37,21.65,12.45,,,,,,,86.0,1971,False,MWC
Maryland,ACC,,2,9,0.0,1.2,-7.69,-6.49,29.4,19.82,,,,,,,30.0,1971,True,B1G
Northern Illinois,Ind,,5,5,1.0,-3.19,-3.59,-6.78,22.26,16.71,,,,,,,79.0,1971,False,MAC
Tulsa,MVC,,4,7,0.0,-2.05,-4.92,-6.97,24.57,20.24,,,,,,,12.0,1971,False,AAC
Virginia,ACC,,3,8,0.0,-4.85,-2.53,-7.37,20.73,17.09,,,,,,,24.0,1971,True,ACC
Yale,Ivy,,4,5,0.0,-6.77,-1.75,-8.52,19.76,13.76,,,,,,,172.0,1971,False,Ivy
Richmond,Southern,,5,6,0.0,-9.62,1.05,-8.57,16.47,11.4,,,,,,,159.0,1971,False,CAA
Colorado St.,WAC,,3,8,0.0,-4.63,-4.25,-8.87,21.74,19.74,,,,,,,85.0,1971,False,MWC
Colgate,Ind,,6,4,0.0,2.91,-11.89,-8.99,30.47,24.72,,,,,,,211.0,1971,False,Patriot
Iowa,Big Ten,,1,10,0.0,-4.94,-4.73,-9.67,23.0,20.92,,,,,,,29.0,1971,True,B1G
Dayton,Ind,,5,6,0.0,-5.61,-4.15,-9.75,20.62,17.3,,,,,,,219.0,1971,False,Pioneer
Holy Cross,Ind,,4,6,0.0,-3.57,-6.79,-10.36,22.74,20.7,,,,,,,214.0,1971,False,Patriot
California-Santa Barbara,PCAA,,3,8,0.0,-6.78,-3.74,-10.52,19.98,21.88,,,,,,,,1971,,
NC State,ACC,,3,8,0.0,-5.74,-5.06,-10.79,20.73,17.71,,,,,,,20.0,1971,True,ACC
Rutgers,Ind,,4,7,0.0,-5.92,-5.9,-11.82,19.64,19.24,,,,,,,39.0,1971,True,B1G
Kent State,MAC,,3,8,0.0,-4.32,-8.21,-12.53,21.5,22.24,,,,,,,77.0,1971,False,MAC
East Carolina,Southern,,4,6,0.0,-4.98,-8.19,-13.16,21.59,23.81,,,,,,,4.0,1971,False,AAC
Chattanooga,Ind,,2,9,0.0,-3.7,-9.54,-13.24,22.85,24.55,,,,,,,227.0,1971,False,SoCon
Baylor,SWC,,1,9,0.0,-9.77,-3.86,-13.64,17.14,16.19,,,,,,,41.0,1971,True,Big 12
Furman,Southern,,5,5,1.0,-9.34,-4.86,-14.2,17.75,17.6,,,,,,,230.0,1971,False,SoCon
North Texas,MVC,,3,8,0.0,-6.66,-7.72,-14.38,19.73,24.28,,,,,,,57.0,1971,False,C-USA
Penn,Ivy,,2,7,0.0,-8.57,-7.07,-15.64,17.64,20.33,,,,,,,170.0,1971,False,Ivy
Xavier,Ind,,1,9,0.0,-8.46,-8.15,-16.61,17.41,21.2,,,,,,,,1971,,
Brown,Ivy,,0,9,0.0,-7.35,-10.47,-17.82,19.55,22.84,,,,,,,165.0,1971,False,Ivy
Wichita State,MVC,,3,8,0.0,-8.93,-9.48,-18.4,15.97,22.97,,,,,,,,1971,,
West Texas A&M,MVC,,2,9,0.0,-9.66,-9.54,-19.2,16.31,23.46,,,,,,,416.0,1971,False,
VMI,Southern,,1,10,0.0,-17.34,-3.04,-20.39,9.66,18.35,,,,,,,233.0,1971,False,SoCon
Marshall,Ind,,2,8,0.0,-14.98,-5.48,-20.46,10.73,25.28,,,,,,,55.0,1971,False,C-USA
Texas-Arlington,Ind,,2,9,0.0,-14.8,-6.83,-21.63,10.88,21.56,,,,,,,,1971,,
Cal State Los Angeles,PCAA,,2,8,0.0,-14.57,-9.79,-24.35,10.53,24.96,,,,,,,,1971,,
Davidson,Southern,,1,9,0.0,-12.47,-13.08,-25.55,13.91,27.79,,,,,,,218.0,1971,False,Pioneer
USC,Pac-8,1.0,12,0,0.0,16.77,13.56,30.33,50.05,-0.53,,,,,,,103.0,1972,True,Pac-12
Oklahoma,Big 8,2.0,11,1,0.0,8.47,18.27,26.74,45.51,-7.71,,,,,,,45.0,1972,True,Big 12
Alabama,SEC,7.0,10,2,0.0,16.2,9.41,25.6,49.03,2.37,,,,,,,107.0,1972,True,SEC
Nebraska,Big 8,4.0,9,2,1.0,9.1,16.47,25.57,52.89,-5.74,,,,,,,34.0,1972,True,B1G
Texas,SWC,3.0,10,1,0.0,9.36,14.36,23.72,38.99,-3.06,,,,,,,48.0,1972,True,Big 12
Michigan,Big Ten,6.0,10,1,0.0,4.19,16.77,20.96,33.93,-4.17,,,,,,,31.0,1972,True,B1G
Tennessee,SEC,8.0,10,2,0.0,6.16,14.37,20.53,36.2,-2.18,,,,,,,118.0,1972,True,SEC
Auburn,SEC,5.0,10,1,0.0,6.95,12.21,19.16,33.84,-0.23,,,,,,,109.0,1972,True,SEC
LSU,SEC,11.0,9,2,1.0,7.95,11.18,19.14,34.98,1.03,,,,,,,113.0,1972,True,SEC
Notre Dame,Ind,14.0,8,3,0.0,10.56,6.32,16.88,38.8,4.8,,,,,,,70.0,1972,True,IND (FBS)
Florida,SEC,,5,5,1.0,5.14,11.72,16.86,34.66,-0.34,,,,,,,110.0,1972,True,SEC
Penn State,Ind,10.0,10,2,0.0,9.66,7.06,16.72,38.36,5.14,,,,,,,37.0,1972,True,B1G
Ohio St.,Big Ten,9.0,9,2,0.0,8.74,7.72,16.46,35.64,5.36,,,,,,,36.0,1972,True,B1G
UCLA,Pac-8,15.0,8,3,0.0,14.32,2.02,16.34,43.94,9.17,,,,,,,102.0,1972,True,Pac-12
NC State,ACC,17.0,8,3,1.0,14.81,0.0,14.81,42.47,12.94,,,,,,,20.0,1972,True,ACC
Georgia,SEC,,7,4,0.0,4.32,10.26,14.58,31.06,1.36,,,,,,,111.0,1972,True,SEC
North Carolina,ACC,12.0,11,1,0.0,11.54,2.85,14.38,36.63,10.47,,,,,,,21.0,1972,True,ACC
Colorado,Big 8,16.0,8,4,0.0,7.3,5.93,13.23,37.25,4.09,,,,,,,98.0,1972,True,Pac-12
Oklahoma St.,Big 8,,6,5,0.0,7.5,4.85,12.35,36.26,4.81,,,,,,,46.0,1972,True,Big 12
Georgia Tech,Ind,20.0,7,4,1.0,9.33,2.73,12.06,37.11,10.44,,,,,,,17.0,1972,True,ACC
Baylor,SWC,,5,6,0.0,1.92,10.12,12.04,30.68,2.03,,,,,,,41.0,1972,True,Big 12
Purdue,Big Ten,,6,5,0.0,4.29,7.49,11.78,32.76,4.58,,,,,,,38.0,1972,True,B1G
SMU,SWC,,7,4,0.0,3.68,8.08,11.76,34.36,4.36,,,,,,,8.0,1972,False,AAC
Texas Tech,SWC,,8,4,0.0,4.83,6.89,11.72,32.82,5.72,,,,,,,49.0,1972,True,Big 12
Ole Miss,SEC,,5,5,0.0,4.29,6.68,10.97,32.65,4.44,,,,,,,116.0,1972,True,SEC
Arizona St.,WAC,13.0,10,2,0.0,17.58,-6.74,10.84,49.62,19.7,,,,,,,96.0,1972,True,Pac-12
Michigan St.,Big Ten,,5,5,1.0,-0.85,11.6,10.76,26.43,2.18,,,,,,,32.0,1972,True,B1G
Stanford,Pac-8,,6,5,0.0,4.59,5.8,10.39,32.71,5.89,,,,,,,101.0,1972,True,Pac-12
Miami (FL),Ind,,5,6,0.0,2.85,7.04,9.89,31.46,4.48,,,,,,,19.0,1972,True,ACC
Washington,Pac-8,,8,3,0.0,4.04,5.7,9.73,29.94,7.16,,,,,,,105.0,1972,True,Pac-12
Washington St.,Pac-8,19.0,7,4,0.0,6.37,3.24,9.61,32.61,11.1,,,,,,,106.0,1972,True,Pac-12
Iowa St.,Big 8,,5,6,1.0,6.57,2.71,9.27,35.73,7.18,,,,,,,42.0,1972,True,Big 12
Yale,Ivy,,7,2,0.0,7.49,1.69,9.18,36.58,10.81,,,,,,,172.0,1972,False,Ivy
Arkansas,SWC,,6,5,0.0,6.43,2.2,8.63,32.95,9.17,,,,,,,108.0,1972,True,SEC
Rice,SWC,,5,5,1.0,5.23,3.16,8.39,31.48,9.68,,,,,,,59.0,1972,False,C-USA
Missouri,Big 8,,6,6,0.0,4.74,3.19,7.93,30.93,9.27,,,,,,,115.0,1972,True,SEC
Tulane,Ind,,6,5,0.0,-0.43,8.04,7.6,28.69,5.14,,,,,,,11.0,1972,False,AAC
West Virginia,Ind,,8,4,0.0,12.88,-5.34,7.55,41.52,19.14,,,,,,,50.0,1972,True,Big 12
Florida St.,Ind,,7,4,0.0,7.0,0.51,7.51,34.41,11.76,,,,,,,16.0,1972,True,ACC
San Diego St.,PCAA,,10,1,0.0,2.09,5.26,7.35,28.82,9.65,,,,,,,90.0,1972,False,MWC
Dartmouth,Ivy,,7,1,1.0,6.65,0.66,7.3,35.33,12.61,,,,,,,168.0,1972,False,Ivy
Virginia Tech,Ind,,6,4,1.0,7.63,-1.64,5.99,35.5,14.28,,,,,,,25.0,1972,True,ACC
Houston,Ind,,6,4,1.0,4.22,1.76,5.98,33.86,10.2,,,,,,,5.0,1972,False,AAC
Louisville,MVC,18.0,9,1,0.0,2.15,3.76,5.91,33.25,9.92,,,,,,,18.0,1972,True,ACC
Oregon,Pac-8,,4,7,0.0,1.94,3.79,5.73,29.11,13.34,,,,,,,99.0,1972,True,Pac-12
TCU,SWC,,5,6,0.0,4.05,1.51,5.56,31.23,12.22,,,,,,,47.0,1972,True,Big 12
Tampa,Ind,,10,2,0.0,1.03,3.93,4.95,29.95,8.7,,,,,,,,1972,,
Utah St.,Ind,,8,3,0.0,5.0,-0.24,4.75,33.03,15.35,,,,,,,93.0,1972,False,MWC
Mississippi St.,SEC,,4,7,0.0,2.08,2.34,4.43,30.49,12.2,,,,,,,114.0,1972,True,SEC
Duke,ACC,,5,6,0.0,-5.14,9.09,3.96,20.63,3.2,,,,,,,15.0,1972,True,ACC
Texas A&M,SWC,,3,8,0.0,2.08,1.8,3.89,28.75,9.81,,,,,,,119.0,1972,True,SEC
Cornell,Ivy,,6,3,0.0,3.59,0.21,3.79,31.39,12.04,,,,,,,167.0,1972,False,Ivy
California,Pac-8,,3,8,0.0,6.02,-2.34,3.69,32.35,15.85,,,,,,,97.0,1972,True,Pac-12
Air Force,Ind,,6,4,0.0,0.54,3.12,3.66,32.51,9.71,,,,,,,83.0,1972,False,MWC
Kentucky,SEC,,3,8,0.0,-1.16,4.19,3.03,25.39,9.92,,,,,,,112.0,1972,True,SEC
Illinois,Big Ten,,3,8,0.0,4.19,-1.48,2.71,31.29,14.43,,,,,,,27.0,1972,True,B1G
Maryland,ACC,,5,5,1.0,3.66,-1.2,2.45,29.78,14.81,,,,,,,30.0,1972,True,B1G
Penn,Ivy,,6,3,0.0,6.86,-4.5,2.36,35.32,16.48,,,,,,,170.0,1972,False,Ivy
Minnesota,Big Ten,,4,7,0.0,3.12,-0.99,2.13,30.21,16.65,,,,,,,33.0,1972,True,B1G
Kansas,Big 8,,4,7,0.0,2.42,-0.89,1.53,30.77,13.33,,,,,,,43.0,1972,True,Big 12
Indiana,Big Ten,,5,6,0.0,3.46,-2.4,1.06,28.94,17.43,,,,,,,28.0,1972,True,B1G
Rutgers,Ind,,7,4,0.0,1.91,-1.23,0.68,30.16,13.6,,,,,,,39.0,1972,True,B1G
Pacific,PCAA,,8,3,0.0,-0.46,0.94,0.47,24.55,13.24,,,,,,,376.0,1972,False,
East Carolina,Southern,,9,2,0.0,1.69,-1.47,0.23,27.93,15.31,,,,,,,4.0,1972,False,AAC
Utah,WAC,,6,5,0.0,8.15,-8.44,-0.29,35.0,23.72,,,,,,,104.0,1972,True,Pac-12
Bowling Green,MAC,,6,3,1.0,-3.75,3.12,-0.63,22.85,10.56,,,,,,,73.0,1972,False,MAC
Army,Ind,,6,4,0.0,0.57,-1.34,-0.77,26.88,18.85,,,,,,,65.0,1972,False,IND (FBS)
Harvard,Ivy,,4,4,1.0,1.26,-2.1,-0.84,27.8,13.75,,,,,,,169.0,1972,False,Ivy
Iowa,Big Ten,,3,7,1.0,-4.79,3.6,-1.2,20.71,9.74,,,,,,,29.0,1972,True,B1G
Wisconsin,Big Ten,,4,7,0.0,-1.65,0.39,-1.26,24.01,14.04,,,,,,,40.0,1972,True,B1G
Miami (OH),MAC,,7,3,0.0,-2.41,1.1,-1.31,23.6,13.36,,,,,,,78.0,1972,False,MAC
Columbia,Ivy,,3,5,1.0,-8.13,6.81,-1.33,21.51,5.09,,,,,,,166.0,1972,False,Ivy
Navy,Ind,,4,7,0.0,0.54,-2.17,-1.63,26.79,14.21,,,,,,,7.0,1972,False,AAC
South Carolina,Ind,,4,7,0.0,-2.24,0.36,-1.88,25.52,12.57,,,,,,,117.0,1972,True,SEC
Oregon St.,Pac-8,,2,9,0.0,-4.46,2.5,-1.96,21.82,13.65,,,,,,,100.0,1972,True,Pac-12
Clemson,ACC,,4,7,0.0,-4.34,2.08,-2.25,22.4,13.08,,,,,,,14.0,1972,True,ACC
Fresno St.,PCAA,,6,4,1.0,-3.22,0.68,-2.55,22.49,12.98,,,,,,,86.0,1972,False,MWC
Memphis,MVC,,5,5,1.0,1.95,-4.9,-2.95,29.87,18.66,,,,,,,6.0,1972,False,AAC
Northwestern,Big Ten,,2,9,0.0,-2.32,-1.18,-3.5,24.19,17.03,,,,,,,35.0,1972,True,B1G
Kansas St.,Big 8,,3,8,0.0,0.17,-3.85,-3.68,28.04,21.83,,,,,,,44.0,1972,True,Big 12
Princeton,Ivy,,3,5,1.0,-7.35,3.64,-3.71,18.96,8.22,,,,,,,171.0,1972,False,Ivy
Boston College,Ind,,4,7,0.0,1.14,-4.94,-3.8,29.18,18.27,,,,,,,13.0,1972,True,ACC
William & Mary,Southern,,5,6,0.0,-2.24,-1.65,-3.89,25.71,14.42,,,,,,,163.0,1972,False,CAA
Syracuse,Ind,,5,6,0.0,-8.26,4.25,-4.0,17.58,10.98,,,,,,,23.0,1972,True,ACC
Vanderbilt,SEC,,3,8,0.0,-2.62,-1.67,-4.28,23.97,13.1,,,,,,,120.0,1972,True,SEC
BYU,WAC,,7,4,0.0,-3.62,-0.73,-4.35,21.67,15.13,,,,,,,66.0,1972,False,IND (FBS)
Richmond,Southern,,6,4,0.0,-7.33,2.69,-4.64,19.4,11.16,,,,,,,159.0,1972,False,CAA
Southern Miss,Ind,,3,7,1.0,-3.56,-1.29,-4.84,23.0,14.23,,,,,,,60.0,1972,False,C-USA
Arizona,WAC,,4,7,0.0,-2.09,-3.45,-5.54,22.69,16.3,,,,,,,95.0,1972,True,Pac-12
Virginia,ACC,,4,7,0.0,-2.12,-3.65,-5.77,24.02,17.44,,,,,,,24.0,1972,True,ACC
Holy Cross,Ind,,5,4,1.0,-5.63,-0.38,-6.01,20.33,13.6,,,,,,,214.0,1972,False,Patriot
Western Michigan,MAC,,7,3,1.0,-2.83,-3.27,-6.1,22.63,18.83,,,,,,,82.0,1972,False,MAC
Northern Illinois,Ind,,7,4,0.0,-6.49,0.31,-6.18,18.45,13.72,,,,,,,79.0,1972,False,MAC
Kent State,MAC,,6,5,1.0,-5.24,-1.21,-6.45,19.28,14.82,,,,,,,77.0,1972,False,MAC
Drake,MVC,,7,5,0.0,-3.73,-2.79,-6.52,23.74,15.4,,,,,,,220.0,1972,False,Pioneer
Tulsa,MVC,,4,7,0.0,-1.62,-4.93,-6.55,22.91,17.17,,,,,,,12.0,1972,False,AAC
San Jose St.,PCAA,,4,7,0.0,-3.28,-3.97,-7.25,22.28,18.94,,,,,,,91.0,1972,False,MWC
Pittsburgh,Ind,,1,10,0.0,-0.41,-7.29,-7.7,26.63,20.06,,,,,,,22.0,1972,True,ACC
Colgate,Ind,,5,4,1.0,0.47,-8.72,-8.25,26.75,23.7,,,,,,,211.0,1972,False,Patriot
Toledo,MAC,,6,5,0.0,-4.23,-5.18,-9.42,21.11,19.4,,,,,,,81.0,1972,False,MAC
Temple,Ind,,5,4,0.0,-4.09,-5.37,-9.46,20.17,18.17,,,,,,,10.0,1972,False,AAC
Long Beach State,PCAA,,5,6,0.0,-0.84,-9.54,-10.38,23.37,23.68,,,,,,,,1972,,
West Texas A&M,MVC,,5,5,0.0,-5.05,-5.4,-10.46,21.71,20.83,,,,,,,416.0,1972,False,
Wyoming,WAC,,4,7,0.0,-3.32,-7.46,-10.78,21.12,21.57,,,,,,,94.0,1972,False,MWC
New Mexico,WAC,,3,8,0.0,-7.88,-3.47,-11.35,20.89,22.15,,,,,,,89.0,1972,False,MWC
Appalachian St.,Southern,,5,5,1.0,-5.02,-6.51,-11.53,21.69,20.76,,,,,,,121.0,1972,False,Sun Belt
Citadel,Southern,,5,6,0.0,-8.43,-3.26,-11.69,18.04,16.52,,,,,,,228.0,1972,False,SoCon
Wake Forest,ACC,,2,9,0.0,-9.42,-2.81,-12.23,16.48,21.64,,,,,,,26.0,1972,True,ACC
Dayton,Ind,,4,6,1.0,-8.21,-4.32,-12.53,17.76,17.14,,,,,,,219.0,1972,False,Pioneer
Wichita State,MVC,,6,5,0.0,-9.53,-3.48,-13.01,14.44,19.83,,,,,,,,1972,,
Brown,Ivy,,1,8,0.0,-0.41,-12.89,-13.3,27.1,26.48,,,,,,,165.0,1972,False,Ivy
Texas-Arlington,Ind,,5,6,0.0,-8.57,-4.81,-13.38,16.39,17.83,,,,,,,,1972,,
Idaho,Ind,,4,7,0.0,-7.24,-6.98,-14.22,17.07,22.76,,,,,,,133.0,1972,False,Big Sky
Villanova,Ind,,2,9,0.0,-10.94,-3.65,-14.6,14.78,16.58,,,,,,,162.0,1972,False,CAA
Southern Illinois,Ind,,1,8,1.0,-16.74,-0.34,-17.07,9.1,14.83,,,,,,,189.0,1972,False,MVC
Chattanooga,Ind,,2,9,0.0,-13.68,-3.46,-17.14,12.1,17.09,,,,,,,227.0,1972,False,SoCon
Davidson,Southern,,3,7,1.0,-4.78,-12.75,-17.53,19.96,31.17,,,,,,,218.0,1972,False,Pioneer
Ohio,MAC,,3,8,0.0,-5.31,-12.45,-17.76,19.84,28.13,,,,,,,80.0,1972,False,MAC
VMI,Southern,,2,9,0.0,-10.09,-8.84,-18.93,15.83,24.91,,,,,,,233.0,1972,False,SoCon
UTEP,WAC,,2,8,0.0,-7.87,-12.41,-20.27,15.93,30.0,,,,,,,62.0,1972,False,C-USA
Cincinnati,Ind,,2,9,0.0,-10.19,-10.37,-20.56,15.16,26.74,,,,,,,2.0,1972,False,AAC
Colorado St.,WAC,,1,10,0.0,-10.66,-10.48,-21.14,15.61,30.17,,,,,,,85.0,1972,False,MWC
New Mexico State,MVC,,2,9,0.0,-5.55,-15.6,-21.16,19.18,35.22,,,,,,,69.0,1972,False,IND (FBS)
North Texas,MVC,,1,10,0.0,-9.82,-11.43,-21.24,15.23,28.63,,,,,,,57.0,1972,False,C-USA
Furman,Southern,,2,9,0.0,-9.94,-11.31,-21.25,15.04,27.5,,,,,,,230.0,1972,False,SoCon
Marshall,Ind,,2,8,0.0,-13.61,-8.17,-21.78,11.48,26.11,,,,,,,55.0,1972,False,C-USA
Xavier,Ind,,2,8,0.0,-13.05,-9.92,-22.98,12.57,26.99,,,,,,,,1972,,
Oklahoma,Big 8,3.0,10,0,1.0,18.37,14.5,32.87,52.39,-3.49,,,,,,,45.0,1973,True,Big 12
Ohio St.,Big Ten,2.0,10,0,1.0,11.82,17.84,29.66,50.25,-5.51,,,,,,,36.0,1973,True,B1G
Michigan,Big Ten,6.0,10,0,1.0,11.54,16.54,28.08,43.49,-5.33,,,,,,,31.0,1973,True,B1G
Alabama,SEC,4.0,11,1,0.0,12.34,13.76,26.1,51.36,-1.82,,,,,,,107.0,1973,True,SEC
Nebraska,Big 8,7.0,9,2,1.0,10.74,15.15,25.89,40.98,-5.8,,,,,,,34.0,1973,True,B1G
Notre Dame,Ind,1.0,11,0,0.0,11.44,14.23,25.67,47.14,-2.08,,,,,,,70.0,1973,True,IND (FBS)
Penn State,Ind,5.0,12,0,0.0,11.63,11.15,22.78,46.23,1.25,,,,,,,37.0,1973,True,B1G
Texas,SWC,14.0,8,3,0.0,11.21,9.26,20.47,46.61,3.64,,,,,,,48.0,1973,True,Big 12
USC,Pac-8,8.0,9,2,1.0,11.52,8.12,19.64,40.18,1.33,,,,,,,103.0,1973,True,Pac-12
UCLA,Pac-8,12.0,9,2,0.0,13.84,5.62,19.45,53.11,6.38,,,,,,,102.0,1973,True,Pac-12
Arizona St.,WAC,9.0,11,1,0.0,12.66,5.76,18.42,49.62,6.53,,,,,,,96.0,1973,True,Pac-12
LSU,SEC,13.0,9,3,0.0,7.07,10.79,17.86,35.78,-0.04,,,,,,,113.0,1973,True,SEC
Texas Tech,SWC,11.0,11,1,0.0,9.62,8.11,17.73,38.96,3.0,,,,,,,49.0,1973,True,Big 12
Missouri,Big 8,17.0,8,4,0.0,4.58,12.51,17.1,32.55,-1.96,,,,,,,115.0,1973,True,SEC
Houston,Ind,9.0,11,1,0.0,8.2,8.79,16.98,37.42,4.16,,,,,,,5.0,1973,False,AAC
NC State,ACC,16.0,9,3,0.0,14.39,1.89,16.29,44.72,9.93,,,,,,,20.0,1973,True,ACC
Kansas,Big 8,18.0,7,4,1.0,7.45,8.27,15.73,35.18,2.22,,,,,,,43.0,1973,True,Big 12
Oklahoma St.,Big 8,,5,4,2.0,6.65,8.14,14.79,41.75,3.69,,,,,,,46.0,1973,True,Big 12
Georgia,SEC,,7,4,1.0,4.33,9.35,13.68,31.79,1.42,,,,,,,111.0,1973,True,SEC
