School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
Houston,2007-09-01,1,@,Oregon,L,3,27,-21,9,15,60.0,134,2,49,339,6.9,4,0,0,0
Idaho,2007-09-01,1,@,Southern California,L,1,10,-28,22,34,64.7,206,3,43,214,5.0,2,1,2,3
Illinois,2007-09-01,1,N,Missouri,L,5,34,-6,37,54,68.5,359,3,33,70,2.1,0,2,0,2
Indiana,2007-09-01,1,,Indiana State,W,7,55,48,20,36,55.6,130,0,29,46,1.6,1,1,2,3
Iowa,2007-09-01,1,@,Northern Illinois,W,2,16,13,26,42,61.9,214,0,21,21,1.0,0,0,3,3
Kansas,2007-09-01,1,,Central Michigan,W,7,52,45,20,38,52.6,180,1,28,114,4.1,0,1,0,1
Kansas State,2007-09-01,1,@,Auburn,L,1,13,-10,17,30,56.7,229,1,37,62,1.7,0,0,2,2
Kentucky,2007-09-01,1,,Eastern Kentucky,W,7,50,40,16,31,51.6,72,1,30,130,4.3,0,0,2,2
Louisiana,2007-09-01,1,@,South Carolina,L,2,14,-14,21,29,72.4,238,2,41,195,4.8,2,0,1,1
Louisiana Tech,2007-09-01,1,,Central Arkansas,W,4,28,21,30,52,57.7,276,1,42,110,2.6,0,1,5,6
Marshall,2007-09-01,1,@,Miami (FL),L,0,3,-28,9,21,42.9,81,1,40,260,6.5,3,0,1,1
Maryland,2007-09-01,1,,Villanova,W,4,31,17,17,28,60.7,176,1,22,11,0.5,0,0,1,1
Memphis,2007-09-01,1,,Mississippi,L,3,21,-2,19,30,63.3,201,1,29,74,2.6,0,3,0,3
Miami (FL),2007-09-01,1,,Marshall,W,4,31,28,19,35,54.3,183,0,32,51,1.6,0,0,4,4
Michigan,2007-09-01,1,,Appalachian State,L,4,32,-2,17,23,73.9,227,3,44,160,3.6,1,1,2,3
Michigan State,2007-09-01,1,,Alabama-Birmingham,W,7,55,37,21,39,53.8,214,1,32,12,0.4,0,0,1,1
Middle Tennessee State,2007-09-01,1,@,Florida Atlantic,L,2,14,-13,12,27,44.4,195,2,42,216,5.1,1,1,0,1
Minnesota,2007-09-01,1,,Bowling Green State,L,4,31,-1,35,53,66.0,412,3,22,100,4.5,1,0,0,0
Missouri,2007-09-01,1,N,Illinois,W,5,40,6,23,40,57.5,316,1,34,119,3.5,3,3,2,5
Nebraska,2007-09-01,1,,Nevada,W,7,52,42,9,27,33.3,108,0,24,77,3.2,0,0,1,1
Nevada,2007-09-01,1,@,Nebraska,L,1,10,-42,15,26,57.7,212,1,70,413,5.9,6,0,1,1
New Mexico,2007-09-01,1,@,Texas-El Paso,L,0,6,-4,8,25,32.0,81,0,25,114,4.6,1,0,1,1
North Carolina,2007-09-01,1,,James Madison,W,5,37,23,14,22,63.6,100,1,44,150,3.4,1,1,2,3
North Carolina State,2007-09-01,1,,Central Florida,L,3,23,-2,12,24,50.0,93,0,43,206,4.8,2,0,0,0
North Texas,2007-09-01,1,@,Oklahoma,L,1,10,-69,25,28,89.3,403,3,45,265,5.9,7,2,0,2
Northern Illinois,2007-09-01,1,,Iowa,L,0,3,-13,12,29,41.4,133,1,46,250,5.4,1,0,0,0
Northwestern,2007-09-01,1,,Northeastern,W,3,27,27,19,32,59.4,151,0,24,109,4.5,0,0,0,0
Notre Dame,2007-09-01,1,,Georgia Tech,L,0,3,-30,11,24,45.8,121,0,43,259,6.0,3,0,0,0
Ohio,2007-09-01,1,,Gardner-Webb,W,4,36,22,27,47,57.4,264,2,24,67,2.8,0,0,2,2
Ohio State,2007-09-01,1,,Youngstown State,W,5,38,32,11,19,57.9,91,0,34,85,2.5,0,0,0,0
Oklahoma,2007-09-01,1,,North Texas,W,11,79,69,19,38,50.0,232,1,31,15,0.5,0,0,3,3
Oklahoma State,2007-09-01,1,@,Georgia,L,2,14,-21,18,24,75.0,234,2,47,142,3.0,3,0,0,0
Ole Miss,2007-09-01,1,@,Memphis,W,3,23,2,41,61,67.2,343,1,35,124,3.5,2,1,4,5
Oregon,2007-09-01,1,,Houston,W,6,48,21,22,39,56.4,230,1,49,315,6.4,2,2,2,4
Penn State,2007-09-01,1,,Florida International,W,8,59,59,12,26,46.2,117,0,31,-3,-0.1,0,5,0,5
Pitt,2007-09-01,1,,Eastern Michigan,W,3,27,24,16,29,55.2,106,0,23,39,1.7,0,0,1,1
Purdue,2007-09-01,1,@,Toledo,W,7,52,28,20,42,47.6,154,0,43,172,4.0,3,0,2,2
Rice,2007-09-01,1,,Nicholls State,L,2,14,-2,3,7,42.9,87,1,55,194,3.5,0,2,0,2
San Jose State,2007-09-01,1,@,Arizona State,L,0,3,-42,23,32,71.9,270,3,53,250,4.7,3,1,0,1
South Carolina,2007-09-01,1,,Louisiana,W,4,28,14,12,19,63.2,63,0,47,252,5.4,2,0,0,0
South Florida,2007-09-01,1,,Elon,W,4,28,15,34,55,61.8,226,1,30,33,1.1,0,1,1,2
Southern Mississippi,2007-09-01,1,,Tennessee-Martin,W,5,35,22,18,31,58.1,185,0,24,72,3.0,1,0,1,1
Stanford,2007-09-01,1,,UCLA,L,2,17,-28,16,29,55.2,286,5,50,338,6.8,1,0,0,0
Tennessee,2007-09-01,1,@,California,L,4,31,-14,19,28,67.9,241,2,37,230,6.2,2,1,0,1
Texas,2007-09-01,1,,Arkansas State,W,3,21,8,24,37,64.9,272,0,34,125,3.7,1,0,1,1
Texas A&M,2007-09-01,1,,Montana State,W,5,38,31,26,48,54.2,304,1,37,99,2.7,0,1,1,2
Texas Christian,2007-09-01,1,,Baylor,W,3,27,27,26,55,47.3,231,0,25,51,2.0,0,0,4,4
Toledo,2007-09-01,1,,Purdue,L,3,24,-28,14,32,43.8,244,4,34,244,7.2,2,2,1,3
Troy,2007-09-01,1,@,Arkansas,L,3,26,-20,13,22,59.1,157,1,50,350,7.0,3,2,0,2
UAB,2007-09-01,1,@,Michigan State,L,1,18,-37,22,30,73.3,295,2,48,298,6.2,5,0,0,0
UCF,2007-09-01,1,@,North Carolina State,W,2,25,2,24,38,63.2,272,2,32,85,2.7,1,0,2,2
UCLA,2007-09-01,1,@,Stanford,W,6,45,28,27,59,45.8,346,2,26,52,2.0,0,1,0,1
USC,2007-09-01,1,,Idaho,W,5,38,28,16,35,45.7,155,0,32,98,3.1,1,1,0,1
UTEP,2007-09-01,1,,New Mexico,W,1,10,4,25,40,62.5,190,0,51,193,3.8,0,0,0,0
Vanderbilt,2007-09-01,1,,Richmond,W,5,41,24,18,30,60.0,161,0,35,149,4.3,1,0,3,3
Virginia,2007-09-01,1,@,Wyoming,L,0,3,-20,25,34,73.5,253,1,55,199,3.6,1,1,1,2
Virginia Tech,2007-09-01,1,,East Carolina,W,2,17,10,16,31,51.6,119,0,35,142,4.1,1,0,1,1
Wake Forest,2007-09-01,1,@,Boston College,L,4,28,-10,32,52,61.5,408,5,27,54,2.0,0,1,2,3
Washington State,2007-09-01,1,@,Wisconsin,L,3,21,-21,20,30,66.7,304,3,46,182,4.0,3,1,0,1
West Virginia,2007-09-01,1,,Western Michigan,W,9,62,38,26,43,60.5,245,2,32,32,1.0,1,1,2,3
Western Kentucky,2007-09-01,1,@,Florida,L,0,3,-46,16,21,76.2,325,3,33,185,5.6,4,0,0,0
Western Michigan,2007-09-01,1,@,West Virginia,L,3,24,-38,13,22,59.1,226,2,45,316,7.0,7,2,0,2
Wisconsin,2007-09-01,1,,Washington State,W,6,42,21,17,28,60.7,171,1,32,157,4.9,2,0,1,1
Wyoming,2007-09-01,1,,Virginia,W,2,23,20,14,29,48.3,103,0,18,-3,-0.2,0,0,2,2
Clemson,2007-09-03,1,,Florida State,W,3,24,6,17,35,48.6,142,1,28,114,4.1,1,1,0,1
Florida State,2007-09-03,1,@,Clemson,L,2,18,-6,14,24,58.3,160,2,42,132,3.1,1,1,0,1
SMU,2007-09-03,1,,Texas Tech,L,0,9,-40,50,66,75.8,473,4,18,80,4.4,3,0,0,0
Texas Tech,2007-09-03,1,@,Southern Methodist,W,7,49,40,16,34,47.1,155,0,31,115,3.7,0,1,2,3
Cincinnati,2007-09-06,2,,Oregon State,W,4,34,31,32,54,59.3,274,0,21,36,1.7,0,1,6,7
Louisville,2007-09-06,2,,Middle Tennessee State,W,7,58,16,14,26,53.8,290,2,29,265,9.1,4,2,2,4
Middle Tennessee State,2007-09-06,2,@,Louisville,L,6,42,-16,25,39,64.1,401,5,53,328,6.2,2,1,0,1
Oregon State,2007-09-06,2,@,Cincinnati,L,0,3,-31,15,23,65.2,199,2,33,30,0.9,1,2,0,2
Navy,2007-09-07,2,@,Rutgers,L,3,24,-17,14,19,73.7,266,3,43,210,4.9,2,0,1,1
Rutgers,2007-09-07,2,,Navy,W,5,41,17,5,12,41.7,35,1,54,254,4.7,2,0,3,3
Air Force,2007-09-08,2,@,Utah,W,2,20,8,20,39,51.3,240,1,33,73,2.2,0,0,2,2
Akron,2007-09-08,2,@,Ohio State,L,0,2,-18,20,31,64.5,167,2,41,196,4.8,0,3,2,5
Alabama,2007-09-08,2,@,Vanderbilt,W,2,24,14,18,41,43.9,175,1,26,57,2.2,0,0,1,1
Arizona,2007-09-08,2,,Northern Arizona,W,6,45,21,22,41,53.7,187,0,28,56,2.0,3,0,0,0
Arizona State,2007-09-08,2,,Colorado,W,5,33,19,17,47,36.2,172,1,26,32,1.2,0,1,1,2
Army,2007-09-08,2,,Rhode Island,W,2,14,7,11,13,84.6,145,0,60,158,2.6,1,2,0,2
Auburn,2007-09-08,2,,South Florida,L,2,23,-3,18,27,66.7,184,1,52,135,2.6,2,0,0,0
Ball State,2007-09-08,2,@,Eastern Michigan,W,5,38,22,16,26,61.5,155,1,28,107,3.8,0,0,1,1
Baylor,2007-09-08,2,,Rice,W,6,42,25,23,30,76.7,239,0,38,110,2.9,2,0,1,1
Boise State,2007-09-08,2,@,Washington,L,1,10,-14,14,26,53.8,209,2,40,133,3.3,1,1,1,2
Boston College,2007-09-08,2,,North Carolina State,W,5,37,20,29,54,53.7,351,1,24,56,2.3,1,2,5,7
Bowling Green State,2007-09-08,2,@,Michigan State,L,2,17,-11,17,29,58.6,250,2,41,142,3.5,2,1,2,3
Brigham Young,2007-09-08,2,@,UCLA,L,2,17,-10,13,28,46.4,126,0,37,110,3.0,2,0,1,1
Buffalo,2007-09-08,2,@,Temple,W,6,42,35,15,27,55.6,177,0,25,-36,-1.4,1,1,2,3
California,2007-09-08,2,@,Colorado State,W,4,34,6,21,30,70.0,301,1,42,157,3.7,3,1,2,3
Central Michigan,2007-09-08,2,,Toledo,W,7,52,21,26,42,61.9,381,3,36,101,2.8,1,1,0,1
Clemson,2007-09-08,2,,Louisiana-Monroe,W,7,49,23,13,30,43.3,148,1,53,271,5.1,2,0,0,0
Colorado,2007-09-08,2,@,Arizona State,L,2,14,-19,19,37,51.4,269,3,44,138,3.1,1,2,1,3
Colorado State,2007-09-08,2,,California,L,4,28,-6,19,29,65.5,146,0,31,245,7.9,4,0,0,0
Connecticut,2007-09-08,2,,Maine,W,5,38,38,15,26,57.7,88,0,31,64,2.1,0,0,2,2
Duke,2007-09-08,2,@,Virginia,L,1,13,-11,22,32,68.8,191,2,34,133,3.9,1,2,0,2
East Carolina,2007-09-08,2,,North Carolina,W,4,34,3,20,32,62.5,344,3,30,79,2.6,0,1,1,2
Eastern Michigan,2007-09-08,2,,Ball State,L,2,16,-22,19,39,48.7,306,4,42,153,3.6,1,0,0,0
Florida,2007-09-08,2,,Troy,W,8,59,28,29,52,55.8,283,2,26,53,2.0,2,1,1,2
Florida Atlantic,2007-09-08,2,@,Oklahoma State,L,0,6,-36,16,25,64.0,255,3,39,233,6.0,2,1,1,2
Florida International,2007-09-08,2,,Maryland,L,1,10,-16,18,25,72.0,135,0,41,135,3.3,3,0,0,0
Florida State,2007-09-08,2,,Alabama-Birmingham,W,4,34,10,17,36,47.2,226,1,28,119,4.3,1,2,0,2
Fresno State,2007-09-08,2,@,Texas A&M,L,6,45,-2,13,24,54.2,79,1,63,318,5.0,4,1,0,1
Georgia,2007-09-08,2,,South Carolina,L,0,12,-4,20,31,64.5,174,0,34,140,4.1,1,0,0,0
Georgia Tech,2007-09-08,2,,Samford,W,9,69,55,15,29,51.7,156,1,28,84,3.0,1,2,0,2
Hawaii,2007-09-08,2,@,Louisiana Tech,W,6,45,1,23,36,63.9,187,2,49,223,4.6,4,0,0,0
Idaho,2007-09-08,2,,Cal Poly,W,2,20,7,10,24,41.7,175,1,51,171,3.4,0,4,0,4
Illinois,2007-09-08,2,,Western Illinois,W,3,21,21,11,21,52.4,71,0,34,81,2.4,0,0,1,1
Indiana,2007-09-08,2,@,Western Michigan,W,4,37,10,29,54,53.7,354,3,30,30,1.0,0,3,2,5
Iowa,2007-09-08,2,,Syracuse,W,5,35,35,7,20,35.0,79,0,30,24,0.8,0,0,1,1
Iowa State,2007-09-08,2,,Northern Iowa,L,2,13,-11,23,29,79.3,180,2,41,147,3.6,1,0,0,0
Kansas,2007-09-08,2,,Southeastern Louisiana,W,8,62,62,22,34,64.7,106,0,29,-31,-1.1,0,0,0,0
Kansas State,2007-09-08,2,,San Jose State,W,4,34,20,28,41,68.3,220,2,31,73,2.4,0,0,0,0
Kent State,2007-09-08,2,@,Kentucky,L,3,20,-36,15,22,68.2,218,2,39,266,6.8,6,0,0,0
Kentucky,2007-09-08,2,,Kent State,W,8,56,36,12,29,41.4,129,1,59,324,5.5,2,2,2,4
Louisiana,2007-09-08,2,,Ohio,L,3,23,-8,17,28,60.7,264,1,44,152,3.5,3,0,1,1
Louisiana Tech,2007-09-08,2,,Hawaii,L,6,44,-1,43,61,70.5,548,4,20,45,2.3,2,2,1,3
Louisiana-Monroe,2007-09-08,2,@,Clemson,L,3,26,-23,26,34,76.5,319,5,28,184,6.6,2,0,0,0
LSU,2007-09-08,2,,Virginia Tech,W,6,48,41,9,29,31.0,78,0,28,71,2.5,1,0,1,1
Marshall,2007-09-08,2,,West Virginia,L,2,23,-25,13,18,72.2,149,2,51,362,7.1,5,0,0,0
Maryland,2007-09-08,2,@,Florida International,W,3,26,16,8,23,34.8,81,1,27,82,3.0,0,1,2,3
Miami (FL),2007-09-08,2,@,Oklahoma,L,1,13,-38,22,28,78.6,295,6,45,116,2.6,0,2,0,2
Miami (OH),2007-09-08,2,@,Minnesota,L,4,35,-6,26,40,65.0,271,4,53,306,5.8,2,1,1,2
Michigan,2007-09-08,2,,Oregon,L,1,7,-32,17,26,65.4,293,3,51,331,6.5,2,1,0,1
Michigan State,2007-09-08,2,,Bowling Green State,W,4,28,11,32,51,62.7,295,1,25,47,1.9,1,1,2,3
Minnesota,2007-09-08,2,,Miami (OH),W,6,41,6,30,54,55.6,418,3,34,159,4.7,1,1,2,3
Mississippi State,2007-09-08,2,@,Tulane,W,5,38,21,16,29,55.2,199,1,17,44,2.6,1,2,1,3
Missouri,2007-09-08,2,@,Mississippi,W,5,38,13,23,41,56.1,305,3,38,229,6.0,1,1,1,2
Nebraska,2007-09-08,2,@,Wake Forest,W,2,20,3,12,24,50.0,140,0,53,236,4.5,2,0,2,2
Nevada,2007-09-08,2,@,Northwestern,L,4,31,-5,20,45,44.4,227,3,26,204,7.8,1,0,0,0
New Mexico,2007-09-08,2,,New Mexico State,W,5,44,10,47,64,73.4,473,4,28,108,3.9,0,0,2,2
New Mexico State,2007-09-08,2,@,New Mexico,L,4,34,-10,17,24,70.8,342,2,39,154,3.9,3,1,0,1
North Carolina,2007-09-08,2,@,East Carolina,L,4,31,-3,31,42,73.8,406,3,33,64,1.9,1,0,0,0
North Carolina State,2007-09-08,2,@,Boston College,L,2,17,-20,15,34,44.1,142,1,39,231,5.9,3,0,1,1
North Texas,2007-09-08,2,@,Southern Methodist,L,4,31,-14,30,42,71.4,353,2,32,181,5.7,3,1,1,2
Northern Illinois,2007-09-08,2,,Southern Illinois,L,4,31,-3,21,33,63.6,238,3,37,102,2.8,0,1,0,1
Northwestern,2007-09-08,2,,Nevada,W,4,36,5,22,36,61.1,337,2,51,192,3.8,2,1,1,2
Notre Dame,2007-09-08,2,@,Penn State,L,1,10,-21,12,22,54.5,131,1,46,164,3.6,2,2,1,3
Ohio,2007-09-08,2,@,Louisiana,W,4,31,8,17,28,60.7,257,3,51,277,5.4,0,2,0,2
Ohio State,2007-09-08,2,,Akron,W,2,20,18,17,32,53.1,66,0,19,3,0.2,0,1,0,1
Oklahoma,2007-09-08,2,,Miami (FL),W,7,51,38,11,24,45.8,87,1,35,52,1.5,0,1,0,1
Oklahoma State,2007-09-08,2,,Florida Atlantic,W,6,42,36,19,32,59.4,175,0,34,28,0.8,0,0,2,2
Ole Miss,2007-09-08,2,,Missouri,L,4,25,-13,31,43,72.1,330,5,37,218,5.9,0,0,0,0
Oregon,2007-09-08,2,@,Michigan,W,5,39,32,18,40,45.0,221,1,44,144,3.3,0,2,2,4
Penn State,2007-09-08,2,,Notre Dame,W,4,31,21,17,32,53.1,144,0,26,0,0.0,0,0,1,1
Pitt,2007-09-08,2,,Grambling State,W,4,34,24,19,40,47.5,155,1,31,84,2.7,0,0,3,3
Purdue,2007-09-08,2,,Eastern Illinois,W,7,52,46,19,38,50.0,153,0,22,83,3.8,0,1,0,1
Rice,2007-09-08,2,@,Baylor,L,2,17,-25,30,51,58.8,423,6,26,98,3.8,0,1,0,1
San Diego State,2007-09-08,1,@,Washington State,L,2,17,-28,38,47,80.9,469,5,35,185,5.3,1,0,1,1
San Jose State,2007-09-08,2,@,Kansas State,L,2,14,-20,25,36,69.4,272,1,27,153,5.7,3,0,2,2
SMU,2007-09-08,2,,North Texas,W,6,45,14,46,64,71.9,601,3,21,12,0.6,1,1,3,4
South Carolina,2007-09-08,2,@,Georgia,W,1,16,4,19,45,42.2,213,0,31,128,4.1,0,0,1,1
South Florida,2007-09-08,2,@,Auburn,W,3,26,3,16,35,45.7,165,1,35,125,3.6,1,3,2,5
Southern Mississippi,2007-09-08,2,@,Tennessee,L,1,19,-20,23,36,63.9,276,2,39,193,4.9,2,2,0,2
Syracuse,2007-09-08,2,@,Iowa,L,0,0,-35,24,37,64.9,290,4,41,118,2.9,1,1,2,3
Temple,2007-09-08,2,,Buffalo,L,1,7,-35,20,22,90.9,190,2,45,224,5.0,3,2,1,3
Tennessee,2007-09-08,2,,Southern Mississippi,W,4,39,20,21,41,51.2,264,1,32,90,2.8,0,2,1,3
Texas,2007-09-08,2,,Texas Christian,W,4,34,21,23,37,62.2,208,0,32,43,1.3,0,3,1,4
Texas A&M,2007-09-08,2,,Fresno State,W,5,47,2,21,31,67.7,260,3,48,139,2.9,3,2,1,3
Texas Christian,2007-09-08,2,@,Texas,L,1,13,-21,25,38,65.8,239,1,36,176,4.9,2,0,2,2
Texas Tech,2007-09-08,2,,Texas-El Paso,W,6,45,14,14,28,50.0,216,2,46,215,4.7,2,1,0,1
Toledo,2007-09-08,2,@,Central Michigan,L,4,31,-21,22,32,68.8,244,2,42,218,5.2,5,0,0,0
Troy,2007-09-08,2,@,Florida,L,4,31,-28,18,25,72.0,236,3,46,264,5.7,5,2,0,2
Tulane,2007-09-08,1,,Mississippi State,L,2,17,-21,20,31,64.5,223,1,54,266,4.9,3,1,1,2
UAB,2007-09-08,2,@,Florida State,L,3,24,-10,22,35,62.9,332,3,46,188,4.1,1,2,1,3
UCLA,2007-09-08,2,,Brigham Young,W,3,27,10,30,53,56.6,391,2,25,44,1.8,0,2,1,3
UNLV,2007-09-08,2,,Wisconsin,L,1,13,-7,14,26,53.8,138,1,41,210,5.1,1,0,0,0
Utah,2007-09-08,2,,Air Force,L,1,12,-8,8,14,57.1,56,0,63,334,5.3,2,1,0,1
Utah State,2007-09-08,2,@,Wyoming,L,2,18,-14,19,32,59.4,180,1,42,189,4.5,3,0,2,2
UTEP,2007-09-08,2,@,Texas Tech,L,4,31,-14,48,64,75.0,484,4,21,77,3.7,2,2,1,3
Vanderbilt,2007-09-08,2,,Alabama,L,1,10,-14,14,28,50.0,150,0,48,221,4.6,2,0,1,1
Virginia,2007-09-08,2,,Duke,W,3,24,11,15,35,42.9,145,1,34,84,2.5,0,0,1,1
Virginia Tech,2007-09-08,2,@,Louisiana State,L,1,7,-41,22,32,68.8,301,2,41,297,7.2,4,0,0,0
Wake Forest,2007-09-08,2,,Nebraska,L,2,17,-3,24,41,58.5,258,1,34,115,3.4,1,1,2,3
Washington,2007-09-08,2,,Boise State,W,3,24,14,29,47,61.7,285,0,32,103,3.2,1,1,3,4
Washington State,2007-09-08,2,,San Diego State,W,6,45,28,30,47,63.8,285,1,23,114,5.0,1,0,1,1
West Virginia,2007-09-08,2,@,Marshall,W,7,48,25,20,32,62.5,266,2,32,121,3.8,0,1,0,1
Western Kentucky,2007-09-08,2,,West Virginia Tech,W,12,87,87,5,13,38.5,42,0,34,-27,-0.8,0,4,3,7
Western Michigan,2007-09-08,2,,Indiana,L,4,27,-10,20,40,50.0,221,3,53,221,4.2,0,0,1,1
Wisconsin,2007-09-08,2,@,Nevada-Las Vegas,W,2,20,7,23,36,63.9,258,1,27,48,1.8,0,0,1,1
Wyoming,2007-09-08,2,,Utah State,W,4,32,14,17,25,68.0,147,1,42,133,3.2,0,1,0,1
Air Force,2007-09-13,3,,Texas Christian,W,2,20,3,29,45,64.4,320,2,32,89,2.8,0,1,2,3
Maryland,2007-09-13,3,,West Virginia,L,2,14,-17,8,13,61.5,95,0,48,353,7.4,4,2,0,2
Texas Christian,2007-09-13,3,@,Air Force,L,2,17,-3,17,28,60.7,193,1,42,146,3.5,1,0,1,1
