School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
USC,2013-08-29,1,@,Hawaii,W,15,29,51.7,172,1,45,192,4.3,1,9,7,1,1,2
Utah,2013-08-29,1,,Utah State,W,17,28,60.7,302,2,44,148,3.4,1,6,2,1,0,1
Utah State,2013-08-29,1,@,Utah,L,31,40,77.5,314,2,39,173,4.4,1,5,3,1,0,1
Vanderbilt,2013-08-29,1,,Mississippi,L,21,36,58.3,300,2,33,126,3.8,3,4,4,0,2,2
Wake Forest,2013-08-29,1,,Presbyterian,W,14,26,53.8,219,1,54,189,3.5,2,3,1,2,0,2
Arizona,2013-08-30,1,,Northern Arizona,W,9,13,69.2,87,1,34,306,9.0,3,11,3,0,0,0
Army,2013-08-30,1,,Morgan State,W,4,8,50.0,101,1,42,295,7.0,3,5,3,0,0,0
Florida Atlantic,2013-08-30,1,@,Miami (FL),L,16,32,50.0,117,0,43,133,3.1,0,4,1,1,0,1
Georgia State,2013-08-30,1,,Samford,L,28,51,54.9,391,3,25,72,2.9,0,4,1,0,2,2
Houston,2013-08-30,1,,Southern,W,26,38,68.4,255,4,50,372,7.4,4,1,0,0,0,0
Kansas State,2013-08-30,1,,North Dakota State,L,21,29,72.4,280,2,23,41,1.8,1,10,3,0,2,2
Miami (FL),2013-08-30,1,,Florida Atlantic,W,18,31,58.1,200,1,38,303,8.0,3,7,5,0,1,1
Michigan State,2013-08-30,1,,Western Michigan,W,17,37,45.9,116,0,42,181,4.3,1,9,5,1,0,1
SMU,2013-08-30,1,,Texas Tech,L,41,62,66.1,388,0,31,102,3.3,2,11,4,0,0,0
Texas Tech,2013-08-30,1,@,Southern Methodist,W,43,60,71.7,413,4,27,48,1.8,1,9,4,0,0,0
Western Michigan,2013-08-30,1,@,Michigan State,L,18,48,37.5,193,2,27,11,0.4,0,4,1,1,3,4
Air Force,2013-08-31,1,,Colgate,W,7,11,63.6,72,0,64,409,6.4,5,2,0,0,0,0
Alabama,2013-08-31,1,N,Virginia Tech,W,10,24,41.7,110,1,38,96,2.5,1,4,1,0,1,1
Arkansas,2013-08-31,1,,Louisiana,W,15,23,65.2,230,3,51,292,5.7,1,5,4,1,0,1
Arkansas State,2013-08-31,1,,Arkansas-Pine Bluff,W,10,13,76.9,163,1,57,509,8.9,8,15,6,2,0,2
Auburn,2013-08-31,1,,Washington State,W,10,20,50.0,99,0,45,297,6.6,2,6,2,1,0,1
Baylor,2013-08-31,1,,Wofford,W,23,28,82.1,411,3,44,281,6.4,5,15,3,2,0,2
Boise State,2013-08-31,1,@,Washington,L,29,46,63.0,175,0,42,171,4.1,0,6,1,0,1,1
Boston College,2013-08-31,1,,Villanova,W,23,30,76.7,285,2,40,128,3.2,1,11,4,1,0,1
Brigham Young,2013-08-31,1,@,Virginia,L,13,40,32.5,175,1,53,187,3.5,1,7,0,0,1,1
Buffalo,2013-08-31,1,@,Ohio State,L,19,32,59.4,185,2,35,73,2.1,0,9,4,0,1,1
California,2013-08-31,1,,Northwestern,L,40,65,61.5,460,3,34,89,2.6,0,6,1,0,3,3
Central Michigan,2013-08-31,1,@,Michigan,L,13,28,46.4,144,0,29,66,2.3,0,6,1,1,1,2
Cincinnati,2013-08-31,1,,Purdue,W,17,25,68.0,204,1,47,221,4.7,4,5,1,1,2,3
Clemson,2013-08-31,1,,Georgia,W,18,30,60.0,270,3,46,197,4.3,2,5,4,1,0,1
Duke,2013-08-31,1,,North Carolina Central,W,21,28,75.0,231,2,49,257,5.2,3,6,2,0,1,1
East Carolina,2013-08-31,1,,Old Dominion,W,46,54,85.2,447,5,22,34,1.5,1,3,2,0,0,0
Eastern Michigan,2013-08-31,1,,Howard,W,19,26,73.1,210,2,42,170,4.0,3,6,3,0,1,1
Florida,2013-08-31,1,,Toledo,W,17,22,77.3,153,1,48,262,5.5,2,5,2,1,0,1
Florida International,2013-08-31,1,@,Maryland,L,10,22,45.5,80,0,40,91,2.3,1,8,2,1,1,2
Georgia,2013-08-31,1,@,Clemson,L,20,29,69.0,323,0,41,222,5.4,5,6,1,1,1,2
Georgia Tech,2013-08-31,1,,Elon,W,7,11,63.6,189,2,50,368,7.4,6,6,1,0,0,0
Idaho,2013-08-31,1,@,North Texas,L,19,28,67.9,230,1,36,139,3.9,0,9,1,3,0,3
Illinois,2013-08-31,1,,Southern Illinois,W,29,37,78.4,415,2,30,49,1.6,2,4,0,1,1,2
Iowa,2013-08-31,1,,Northern Illinois,L,21,37,56.8,256,1,43,202,4.7,1,6,0,1,2,3
Iowa State,2013-08-31,1,,Northern Iowa,L,22,32,68.8,242,2,44,168,3.8,0,2,1,0,0,0
Kentucky,2013-08-31,1,N,Western Kentucky,L,18,28,64.3,203,1,32,216,6.8,2,3,1,1,0,1
Louisiana,2013-08-31,1,@,Arkansas,L,17,31,54.8,189,1,32,85,2.7,1,2,1,1,1,2
Louisiana Tech,2013-08-31,1,@,North Carolina State,L,15,27,55.6,178,0,33,143,4.3,2,9,1,4,0,4
Louisiana-Monroe,2013-08-31,1,@,Oklahoma,L,20,39,51.3,128,0,22,38,1.7,0,3,2,0,1,1
LSU,2013-08-31,1,N,Texas Christian,W,16,32,50.0,251,1,48,197,4.1,3,4,1,1,0,1
Marshall,2013-08-31,1,,Miami (OH),W,24,37,64.9,287,5,57,304,5.3,1,7,1,0,1,1
Maryland,2013-08-31,1,,Florida International,W,25,29,86.2,325,3,42,251,6.0,2,9,5,2,0,2
Massachusetts,2013-08-31,1,@,Wisconsin,L,14,30,46.7,112,0,29,100,3.4,0,2,0,1,1,2
Miami (OH),2013-08-31,1,@,Marshall,L,10,23,43.5,165,1,34,74,2.2,1,7,1,0,1,1
Michigan,2013-08-31,1,,Central Michigan,W,14,21,66.7,221,1,47,242,5.1,6,9,4,0,3,3
Mississippi State,2013-08-31,1,N,Oklahoma State,L,17,33,51.5,222,0,37,111,3.0,0,8,0,0,2,2
Missouri,2013-08-31,1,,Murray State,W,28,42,66.7,336,3,45,358,8.0,5,10,3,1,0,1
Nebraska,2013-08-31,1,,Wyoming,W,17,22,77.3,155,3,63,375,6.0,2,1,0,1,1,2
Nevada,2013-08-31,1,@,UCLA,L,21,35,60.0,182,0,51,171,3.4,2,4,1,0,0,0
New Mexico,2013-08-31,1,,Texas-San Antonio,L,6,17,35.3,84,1,42,193,4.6,0,6,3,0,0,0
New Mexico State,2013-08-31,1,@,Texas,L,32,46,69.6,242,1,38,104,2.7,0,2,0,2,1,3
North Carolina State,2013-08-31,1,,Louisiana Tech,W,18,31,58.1,305,0,56,237,4.2,4,11,2,0,1,1
North Texas,2013-08-31,1,,Idaho,W,28,34,82.4,404,2,45,187,4.2,4,8,5,1,1,2
Northern Illinois,2013-08-31,1,@,Iowa,W,25,41,61.0,275,3,42,163,3.9,0,0,0,1,0,1
Northwestern,2013-08-31,1,@,California,W,19,30,63.3,299,1,40,209,5.2,2,9,4,1,2,3
Notre Dame,2013-08-31,1,,Temple,W,17,27,63.0,355,3,35,188,5.4,1,2,1,0,0,0
Ohio State,2013-08-31,1,,Buffalo,W,16,23,69.6,199,3,45,261,5.8,2,5,1,1,1,2
Oklahoma,2013-08-31,1,,Louisiana-Monroe,W,14,33,42.4,124,3,50,305,6.1,1,4,1,0,1,1
Oklahoma State,2013-08-31,1,N,Mississippi State,W,21,33,63.6,146,0,40,286,7.2,3,10,3,0,0,0
Oregon,2013-08-31,1,,Nicholls State,W,15,26,57.7,272,2,45,500,11.1,7,8,6,0,0,0
Oregon State,2013-08-31,1,,Eastern Washington,L,37,44,84.1,422,3,24,105,4.4,3,5,3,0,0,0
Penn State,2013-08-31,1,N,Syracuse,W,23,32,71.9,296,2,38,57,1.5,0,8,2,2,2,4
Purdue,2013-08-31,1,@,Cincinnati,L,18,35,51.4,161,0,22,65,3.0,1,4,1,2,2,4
Rice,2013-08-31,1,@,Texas A&M,L,21,37,56.8,203,2,51,306,6.0,2,3,2,0,2,2
San Diego State,2013-08-31,1,,Eastern Illinois,L,27,64,42.2,318,0,35,122,3.5,1,3,0,1,4,5
South Florida,2013-08-31,1,,McNeese State,L,19,40,47.5,209,2,21,133,6.3,1,6,0,1,2,3
Southern Mississippi,2013-08-31,1,,Texas State,L,28,53,52.8,377,1,24,23,1.0,0,11,1,4,2,6
Syracuse,2013-08-31,1,N,Penn State,L,16,37,43.2,189,0,37,71,1.9,2,7,2,1,2,3
Temple,2013-08-31,1,@,Notre Dame,L,23,47,48.9,228,0,29,134,4.6,1,5,1,1,0,1
Tennessee,2013-08-31,1,,Austin Peay,W,15,21,71.4,132,3,52,315,6.1,3,7,2,1,0,1
Texas,2013-08-31,1,,New Mexico State,W,22,30,73.3,356,4,42,359,8.5,4,6,2,1,2,3
Texas A&M,2013-08-31,1,,Rice,W,20,27,74.1,284,4,39,202,5.2,3,9,2,1,0,1
Texas Christian,2013-08-31,1,N,Louisiana State,L,15,28,53.6,145,0,26,114,4.4,2,6,2,1,1,2
Texas State,2013-08-31,1,@,Southern Mississippi,W,14,22,63.6,134,1,40,81,2.0,1,8,3,1,0,1
Toledo,2013-08-31,1,@,Florida,L,17,38,44.7,155,0,16,50,3.1,0,6,2,0,1,1
Troy,2013-08-31,1,,Alabama-Birmingham,W,30,33,90.9,319,1,39,178,4.6,3,6,1,2,0,2
UAB,2013-08-31,1,@,Troy,L,21,35,60.0,339,3,31,114,3.7,0,7,1,0,0,0
UCLA,2013-08-31,1,,Nevada,W,24,35,68.6,302,2,47,345,7.3,5,11,2,1,0,1
UTSA,2013-08-31,1,@,New Mexico,W,21,34,61.8,237,2,33,157,4.8,1,4,2,1,0,1
Virginia,2013-08-31,1,,Brigham Young,W,18,32,56.3,114,1,42,109,2.6,1,6,3,1,1,2
Virginia Tech,2013-08-31,1,N,Alabama,L,5,26,19.2,59,0,33,153,4.6,1,12,4,0,1,1
Washington,2013-08-31,1,,Boise State,W,23,31,74.2,324,2,54,268,5.0,3,2,0,0,1,1
Washington State,2013-08-31,1,@,Auburn,L,35,65,53.8,344,1,23,120,5.2,2,5,1,0,3,3
West Virginia,2013-08-31,1,,William & Mary,W,19,27,70.4,237,1,44,172,3.9,2,3,1,1,0,1
Western Kentucky,2013-08-31,1,N,Kentucky,W,27,34,79.4,271,1,41,216,5.3,4,10,3,2,0,2
Wisconsin,2013-08-31,1,,Massachusetts,W,10,18,55.6,205,2,44,393,8.9,4,0,0,0,1,1
Wyoming,2013-08-31,1,@,Nebraska,L,29,44,65.9,383,4,30,219,7.3,1,8,0,0,2,2
Colorado,2013-09-01,1,N,Colorado State,W,33,46,71.7,400,3,37,109,2.9,0,5,2,0,0,0
Colorado State,2013-09-01,1,N,Colorado,L,22,39,56.4,201,0,28,94,3.4,2,6,1,2,0,2
Louisville,2013-09-01,1,,Ohio,W,25,31,80.6,416,6,40,199,5.0,1,6,1,0,1,1
Ohio,2013-09-01,1,@,Louisville,L,15,31,48.4,192,0,28,81,2.9,1,6,1,0,1,1
Florida State,2013-09-02,1,@,Pittsburgh,W,27,29,93.1,377,4,34,156,4.6,1,6,3,0,0,0
Pitt,2013-09-02,1,,Florida State,L,15,28,53.6,201,1,27,96,3.6,0,6,2,0,2,2
Arizona State,2013-09-05,1,,Sacramento State,W,27,36,75.0,365,5,44,158,3.6,2,4,1,0,0,0
East Carolina,2013-09-05,2,,Florida Atlantic,W,20,30,66.7,202,2,34,110,3.2,2,10,6,2,0,2
Florida Atlantic,2013-09-05,2,@,East Carolina,L,23,40,57.5,178,1,34,104,3.1,0,4,3,1,2,3
Boston College,2013-09-06,2,,Wake Forest,W,7,14,50.0,123,2,46,191,4.2,1,8,2,0,1,1
Florida International,2013-09-06,2,,Central Florida,L,19,28,67.9,142,0,29,31,1.1,0,6,1,1,0,1
UCF,2013-09-06,2,@,Florida International,W,14,21,66.7,225,1,38,165,4.3,4,7,2,0,0,0
Wake Forest,2013-09-06,2,@,Boston College,L,18,30,60.0,191,1,39,55,1.4,0,5,3,2,1,3
Air Force,2013-09-07,2,,Utah State,L,6,18,33.3,108,1,49,162,3.3,1,3,1,1,0,1
Akron,2013-09-07,1,,James Madison,W,20,32,62.5,287,4,25,69,2.8,1,14,4,0,1,1
Arizona,2013-09-07,2,@,Nevada-Las Vegas,W,8,21,38.1,81,0,69,397,5.8,5,5,1,1,0,1
Arkansas,2013-09-07,1,,Samford,W,9,17,52.9,125,2,53,333,6.3,2,6,2,2,0,2
Arkansas State,2013-09-07,2,@,Auburn,L,30,42,71.4,284,0,38,138,3.6,0,5,0,1,0,1
Army,2013-09-07,2,@,Ball State,L,7,20,35.0,76,0,64,363,5.7,2,4,0,2,1,3
Auburn,2013-09-07,2,,Arkansas State,W,11,19,57.9,167,2,50,301,6.0,3,13,2,1,0,1
Ball State,2013-09-07,2,,Army,W,23,37,62.2,325,2,34,115,3.4,2,6,2,1,0,1
Baylor,2013-09-07,2,,Buffalo,W,19,25,76.0,452,3,55,329,6.0,6,11,2,0,0,0
Boise State,2013-09-07,1,,Tennessee-Martin,W,20,32,62.5,252,5,49,220,4.5,3,6,1,1,0,1
Bowling Green State,2013-09-07,2,@,Kent State,W,19,25,76.0,357,2,46,219,4.8,3,6,2,0,0,0
Brigham Young,2013-09-07,2,,Texas,W,9,27,33.3,129,0,72,550,7.6,4,8,4,1,1,2
Buffalo,2013-09-07,2,@,Baylor,L,15,26,57.7,280,1,49,83,1.7,1,4,2,1,1,2
California,2013-09-07,1,,Portland State,W,33,51,64.7,485,2,44,131,3.0,2,5,2,1,0,1
Central Michigan,2013-09-07,1,,New Hampshire,W,21,37,56.8,333,3,28,104,3.7,0,13,4,0,1,1
Cincinnati,2013-09-07,2,@,Illinois,L,23,42,54.8,308,1,32,148,4.6,1,7,0,0,1,1
Clemson,2013-09-07,1,,South Carolina State,W,36,51,70.6,329,3,44,183,4.2,2,12,3,1,0,1
Colorado,2013-09-07,1,,Central Arkansas,W,23,36,63.9,341,3,34,84,2.5,0,5,1,2,2,4
Colorado State,2013-09-07,2,@,Tulsa,L,12,29,41.4,108,2,36,167,4.6,1,4,0,1,2,3
Duke,2013-09-07,2,@,Memphis,W,25,37,67.6,297,2,45,173,3.8,2,6,0,2,1,3
Eastern Michigan,2013-09-07,2,@,Penn State,L,18,28,64.3,122,0,35,61,1.7,0,4,4,0,0,0
Florida,2013-09-07,2,@,Miami (FL),L,22,33,66.7,291,1,44,122,2.8,1,9,1,3,2,5
Fresno State,2013-09-07,1,,Cal Poly,W,23,34,67.6,208,3,40,162,4.1,0,11,1,1,0,1
Georgia,2013-09-07,2,,South Carolina,W,17,23,73.9,309,4,53,227,4.3,1,4,2,0,0,0
Georgia State,2013-09-07,0,,Chattanooga,L,17,35,48.6,273,2,17,30,1.8,0,4,0,0,0,0
Hawaii,2013-09-07,2,@,Oregon State,L,18,32,56.3,170,1,25,69,2.8,0,7,2,0,1,1
Houston,2013-09-07,2,@,Temple,W,29,48,60.4,305,0,48,219,4.6,1,4,3,2,0,2
Idaho,2013-09-07,2,@,Wyoming,L,23,33,69.7,205,0,46,139,3.0,1,5,3,2,0,2
Illinois,2013-09-07,2,,Cincinnati,W,26,37,70.3,312,4,39,210,5.4,2,4,2,0,0,0
Indiana,2013-09-07,2,,Navy,L,31,43,72.1,363,4,26,118,4.5,1,3,1,0,1,1
Iowa,2013-09-07,1,,Missouri State,W,19,28,67.9,193,0,57,298,5.2,4,4,1,0,1,1
Kansas,2013-09-07,1,,South Dakota,W,10,20,50.0,110,1,50,280,5.6,3,5,2,1,0,1
Kansas State,2013-09-07,2,,Louisiana,W,23,34,67.6,305,0,37,149,4.0,4,4,2,0,2,2
Kent State,2013-09-07,2,,Bowling Green State,L,15,28,53.6,164,2,28,138,4.9,1,7,3,1,0,1
Kentucky,2013-09-07,2,,Miami (OH),W,25,35,71.4,413,3,39,262,6.7,2,7,5,1,0,1
Louisiana,2013-09-07,2,@,Kansas State,L,18,31,58.1,193,1,40,177,4.4,1,6,0,0,1,1
Louisiana Tech,2013-09-07,1,,Lamar,W,22,32,68.8,166,2,38,273,7.2,1,7,5,0,0,0
Louisiana-Monroe,2013-09-07,1,,Grambling State,W,16,30,53.3,204,3,38,367,9.7,2,7,2,2,1,3
Louisville,2013-09-07,1,,Eastern Kentucky,W,23,34,67.6,397,4,28,78,2.8,1,11,6,0,0,0
LSU,2013-09-07,2,,Alabama-Birmingham,W,17,20,85.0,293,5,34,152,4.5,2,5,3,1,0,1
Marshall,2013-09-07,1,,Gardner-Webb,W,22,35,62.9,285,2,39,224,5.7,4,9,5,0,1,1
Maryland,2013-09-07,1,,Old Dominion,W,14,23,60.9,275,2,46,312,6.8,4,9,4,0,1,1
Massachusetts,2013-09-07,1,,Maine,L,20,42,47.6,201,2,22,64,2.9,0,1,0,1,1,2
Memphis,2013-09-07,1,,Duke,L,14,24,58.3,148,0,33,89,2.7,1,9,1,2,0,2
Miami (FL),2013-09-07,2,,Florida,W,12,25,48.0,162,2,28,50,1.8,1,5,2,0,1,1
Miami (OH),2013-09-07,2,@,Kentucky,L,4,14,28.6,23,0,43,99,2.3,0,2,0,0,0,0
Michigan,2013-09-07,2,,Notre Dame,W,21,33,63.6,294,4,39,166,4.3,1,4,1,0,1,1
Michigan State,2013-09-07,2,,South Florida,W,12,24,50.0,94,0,38,171,4.5,1,6,3,2,0,2
Middle Tennessee State,2013-09-07,2,@,North Carolina,L,24,42,57.1,243,1,41,159,3.9,1,5,2,0,3,3
Minnesota,2013-09-07,2,@,New Mexico State,W,8,15,53.3,127,0,43,342,8.0,3,10,2,0,1,1
Mississippi State,2013-09-07,1,,Alcorn State,W,20,33,60.6,279,2,54,277,5.1,5,8,1,0,1,1
Missouri,2013-09-07,2,,Toledo,W,16,25,64.0,212,1,47,172,3.7,3,5,0,0,1,1
Navy,2013-09-07,1,@,Indiana,W,2,5,40.0,71,0,70,444,6.3,5,0,0,0,0,0
Nebraska,2013-09-07,2,,Southern Mississippi,W,19,28,67.9,194,3,46,285,6.2,3,12,1,1,0,1
Nevada,2013-09-07,1,,California-Davis,W,21,27,77.8,268,2,64,267,4.2,3,6,1,1,0,1
New Mexico,2013-09-07,2,@,Texas-El Paso,W,4,7,57.1,88,0,57,395,6.9,6,2,1,1,0,1
New Mexico State,2013-09-07,2,,Minnesota,L,29,40,72.5,253,0,41,103,2.5,3,3,1,1,0,1
North Carolina,2013-09-07,2,,Middle Tennessee State,W,25,36,69.4,377,2,41,134,3.3,3,7,4,1,1,2
North Carolina State,2013-09-07,1,,Richmond,W,27,35,77.1,256,1,41,188,4.6,1,4,2,2,2,4
North Texas,2013-09-07,2,@,Ohio,L,19,29,65.5,195,2,38,104,2.7,1,2,0,2,2,4
Northwestern,2013-09-07,2,,Syracuse,W,30,37,81.1,375,4,44,206,4.7,2,4,1,0,0,0
Notre Dame,2013-09-07,2,@,Michigan,L,29,53,54.7,314,2,19,96,5.1,0,8,1,0,2,2
Ohio,2013-09-07,2,,North Texas,W,19,30,63.3,239,2,40,203,5.1,0,7,2,1,2,3
Ohio State,2013-09-07,2,,San Diego State,W,21,30,70.0,182,2,40,263,6.6,4,3,1,0,1,1
Oklahoma,2013-09-07,2,,West Virginia,W,10,21,47.6,119,1,57,316,5.5,0,3,1,2,2,4
Oklahoma State,2013-09-07,2,@,Texas-San Antonio,W,35,43,81.4,518,6,32,87,2.7,2,6,2,0,0,0
Ole Miss,2013-09-07,1,,Southeast Missouri State,W,14,32,43.8,260,2,50,272,5.4,2,6,1,2,1,3
Oregon,2013-09-07,2,@,Virginia,W,15,29,51.7,207,2,40,350,8.8,6,7,3,0,0,0
Oregon State,2013-09-07,2,,Hawaii,W,35,50,70.0,451,4,33,57,1.7,0,5,2,0,1,1
Penn State,2013-09-07,2,,Eastern Michigan,W,25,35,71.4,323,1,39,251,6.4,5,6,3,1,1,2
Purdue,2013-09-07,1,,Indiana State,W,15,24,62.5,150,0,46,134,2.9,1,6,5,0,0,0
Rutgers,2013-09-07,1,,Norfolk State,W,12,22,54.5,150,1,56,273,4.9,4,8,2,0,1,1
San Diego State,2013-09-07,2,@,Ohio State,L,22,41,53.7,216,1,27,64,2.4,0,3,1,2,2,4
San Jose State,2013-09-07,2,@,Stanford,L,29,44,65.9,216,1,23,35,1.5,0,2,0,0,1,1
SMU,2013-09-07,1,,Montana State,W,35,48,72.9,317,1,26,144,5.5,1,7,2,2,0,2
South Alabama,2013-09-07,2,@,Tulane,W,20,33,60.6,297,2,44,168,3.8,2,7,3,1,2,3
South Carolina,2013-09-07,2,@,Georgia,L,16,25,64.0,228,2,36,226,6.3,2,8,2,1,0,1
South Florida,2013-09-07,2,@,Michigan State,L,6,26,23.1,66,0,35,89,2.5,0,5,1,1,1,2
Southern Mississippi,2013-09-07,2,@,Nebraska,L,21,37,56.8,222,1,27,62,2.3,0,3,0,0,4,4
Stanford,2013-09-07,1,,San Jose State,W,17,27,63.0,207,2,41,197,4.8,2,7,4,1,0,1
Syracuse,2013-09-07,2,@,Northwestern,L,29,45,64.4,301,1,34,133,3.9,3,8,3,0,4,4
Temple,2013-09-07,2,,Houston,L,20,39,51.3,200,0,39,100,2.6,2,9,2,1,2,3
Tennessee,2013-09-07,2,,Western Kentucky,W,11,19,57.9,142,1,45,240,5.3,4,8,2,0,1,1
Texas,2013-09-07,2,@,Brigham Young,L,24,44,54.5,313,2,39,132,3.4,1,2,0,0,0,0
Texas A&M,2013-09-07,1,,Sam Houston State,W,34,48,70.8,500,4,39,214,5.5,4,9,1,0,1,1
Texas Christian,2013-09-07,1,,Southeastern Louisiana,W,17,28,60.7,233,2,38,169,4.4,3,8,2,0,0,0
Texas State,2013-09-07,1,,Prairie View A&M,W,17,27,63.0,166,0,43,242,5.6,4,5,1,0,0,0
Texas Tech,2013-09-07,1,,Stephen F. Austin,W,32,47,68.1,494,4,37,237,6.4,4,9,1,2,2,4
Toledo,2013-09-07,2,@,Missouri,L,26,41,63.4,262,1,23,125,5.4,1,5,4,0,3,3
Troy,2013-09-07,1,,Savannah State,W,28,32,87.5,280,6,40,251,6.3,2,11,6,0,0,0
Tulane,2013-09-07,2,,South Alabama,L,29,47,61.7,327,3,27,45,1.7,2,7,2,1,1,2
Tulsa,2013-09-07,2,,Colorado State,W,21,39,53.8,212,3,44,215,4.9,0,5,1,2,1,3
UAB,2013-09-07,2,@,Louisiana State,L,9,25,36.0,136,1,43,160,3.7,1,1,0,1,0,1
UNLV,2013-09-07,2,,Arizona,L,9,28,32.1,125,1,35,157,4.5,1,7,2,1,2,3
USC,2013-09-07,2,,Washington State,L,11,21,52.4,54,0,42,139,3.3,1,8,4,0,2,2
Utah,2013-09-07,1,,Weber State,W,17,24,70.8,290,3,38,338,8.9,6,11,7,0,0,0
Utah State,2013-09-07,2,@,Air Force,W,32,40,80.0,360,5,46,217,4.7,2,4,0,1,1,2
UTEP,2013-09-07,1,,New Mexico,L,15,20,75.0,119,1,46,280,6.1,4,2,1,0,0,0
UTSA,2013-09-07,2,,Oklahoma State,L,30,50,60.0,369,4,32,135,4.2,1,6,2,0,2,2
Vanderbilt,2013-09-07,1,,Austin Peay,W,19,29,65.5,273,1,35,169,4.8,4,12,4,0,1,1
Virginia,2013-09-07,2,,Oregon,L,31,47,66.0,174,0,39,124,3.2,1,8,0,1,3,4
Virginia Tech,2013-09-07,1,,Western Carolina,W,20,35,57.1,225,1,34,237,7.0,4,6,1,1,2,3
Washington State,2013-09-07,2,@,Southern California,W,26,38,68.4,215,0,22,7,0.3,0,6,1,1,2,3
West Virginia,2013-09-07,2,@,Oklahoma,L,21,41,51.2,218,0,24,169,7.0,1,10,2,3,1,4
Western Kentucky,2013-09-07,2,@,Tennessee,L,17,36,47.2,222,1,34,171,5.0,1,2,1,2,5,7
Western Michigan,2013-09-07,1,,Nicholls State,L,24,43,55.8,254,0,44,231,5.3,3,3,0,0,2,2
Wisconsin,2013-09-07,1,,Tennessee Tech,W,24,29,82.8,219,3,51,387,7.6,4,5,0,0,1,1
Wyoming,2013-09-07,2,,Idaho,W,23,39,59.0,302,4,39,262,6.7,2,8,7,0,1,1
Arkansas State,2013-09-12,3,,Troy,W,21,35,60.0,311,1,43,228,5.3,5,9,2,0,0,0
Louisiana Tech,2013-09-12,3,,Tulane,L,16,44,36.4,165,1,31,124,4.0,0,11,5,1,1,2
Texas Christian,2013-09-12,3,@,Texas Tech,L,23,38,60.5,194,0,44,207,4.7,1,10,4,0,2,2
Texas Tech,2013-09-12,3,,Texas Christian,W,24,45,53.3,293,2,26,43,1.7,0,2,0,0,3,3
Troy,2013-09-12,3,@,Arkansas State,L,36,58,62.1,504,3,37,110,3.0,2,5,2,1,3,4
Tulane,2013-09-12,3,@,Louisiana Tech,W,20,36,55.6,235,2,44,129,2.9,1,7,3,3,1,4
Air Force,2013-09-13,3,@,Boise State,L,4,10,40.0,99,0,52,188,3.6,2,2,0,0,1,1
Boise State,2013-09-13,3,,Air Force,W,29,31,93.5,304,1,41,229,5.6,5,3,0,1,1,2
Akron,2013-09-14,3,@,Michigan,L,25,49,51.0,311,2,30,107,3.6,0,8,1,0,2,2
Alabama,2013-09-14,2,@,Texas A&M,W,20,29,69.0,334,4,37,234,6.3,2,3,1,1,0,1
