School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Penn State,2001-09-01,1,,Miami (FL),L,3,33
Pitt,2001-09-01,1,,East Tennessee State,W,0,0
Rice,2001-09-01,1,@,Houston,W,2,14
San Jose State,2001-09-01,1,@,Southern California,L,3,21
SMU,2001-09-01,1,@,Louisiana Tech,L,4,36
South Carolina,2001-09-01,1,,Boise State,W,2,13
Southern Mississippi,2001-09-01,1,,Oklahoma State,W,0,9
Syracuse,2001-09-01,2,@,Tennessee,L,4,33
Tennessee,2001-09-01,1,,Syracuse,W,1,9
Texas,2001-09-01,1,,New Mexico State,W,1,7
Texas A&M,2001-09-01,1,,McNeese State,W,3,24
Texas Christian,2001-09-01,2,@,North Texas,W,0,5
Troy,2001-09-01,1,@,Nebraska,L,6,42
Tulane,2001-09-01,2,@,Louisiana State,L,6,48
UCF,2001-09-01,1,@,Clemson,L,3,21
UCLA,2001-09-01,1,@,Alabama,W,2,17
USC,2001-09-01,1,,San Jose State,W,1,10
Utah,2001-09-01,1,,Utah State,W,2,19
Utah State,2001-09-01,1,@,Utah,L,2,23
UTEP,2001-09-01,1,@,New Mexico,L,2,26
Virginia,2001-09-01,2,,Richmond,W,2,16
Virginia Tech,2001-09-01,1,,Connecticut,W,1,10
Wake Forest,2001-09-01,1,@,East Carolina,W,3,19
West Virginia,2001-09-01,1,@,Boston College,L,4,34
Wisconsin,2001-09-01,2,@,Oregon,L,4,31
Wyoming,2001-09-01,1,,Furman,W,2,14
Cincinnati,2001-09-02,1,,Purdue,L,2,19
Fresno State,2001-09-02,2,,Oregon State,W,3,24
Oregon State,2001-09-02,1,@,Fresno State,L,5,44
Purdue,2001-09-02,1,@,Cincinnati,W,2,14
Memphis,2001-09-03,1,@,Mississippi State,L,4,30
Mississippi State,2001-09-03,1,,Memphis,W,1,10
Indiana,2001-09-06,1,@,North Carolina State,L,5,35
North Carolina State,2001-09-06,1,,Indiana,W,2,14
Texas A&M,2001-09-06,2,@,Wyoming,W,2,20
Wyoming,2001-09-06,2,,Texas A&M,L,4,28
Northwestern,2001-09-07,1,@,Nevada-Las Vegas,W,4,28
UNLV,2001-09-07,2,,Northwestern,L,5,37
Air Force,2001-09-08,2,,Tennessee Tech,W,0,0
Akron,2001-09-08,2,@,Ohio State,L,4,28
Alabama,2001-09-08,2,@,Vanderbilt,W,0,9
Arizona,2001-09-08,2,,Idaho,W,4,29
Arizona State,2001-09-08,1,,San Diego State,W,1,7
Arkansas,2001-09-08,2,,Tennessee,L,1,13
Arkansas State,2001-09-08,2,@,Baylor,L,3,24
Army,2001-09-08,1,,Cincinnati,L,3,24
Auburn,2001-09-08,2,,Mississippi,W,3,21
Ball State,2001-09-08,2,@,Kentucky,L,4,28
Baylor,2001-09-08,1,,Arkansas State,W,0,3
Boise State,2001-09-08,2,,Washington State,L,6,41
Boston College,2001-09-08,2,@,Stanford,L,5,38
Bowling Green State,2001-09-08,2,,Buffalo,W,0,0
Brigham Young,2001-09-08,3,@,California,W,2,16
Buffalo,2001-09-08,2,@,Bowling Green State,L,5,35
California,2001-09-08,2,,Brigham Young,L,6,44
Central Michigan,2001-09-08,2,@,Michigan State,L,5,35
Cincinnati,2001-09-08,2,@,Army,W,3,21
Clemson,2001-09-08,2,,Wofford,W,2,14
Colorado,2001-09-08,3,,San Jose State,W,2,15
Colorado State,2001-09-08,2,,Nevada,W,2,18
Connecticut,2001-09-08,2,,Eastern Washington,L,5,35
Duke,2001-09-08,2,@,Rice,L,2,15
East Carolina,2001-09-08,2,@,Tulane,W,3,24
Eastern Michigan,2001-09-08,2,@,Maryland,L,7,50
Florida,2001-09-08,2,,Louisiana-Monroe,W,1,6
Florida State,2001-09-08,2,,Alabama-Birmingham,W,1,7
Fresno State,2001-09-08,3,@,Wisconsin,W,2,20
Georgia,2001-09-08,2,,South Carolina,L,2,14
Georgia Tech,2001-09-08,3,@,Navy,W,1,7
Hawaii,2001-09-08,1,,Montana,W,1,12
Idaho,2001-09-08,2,@,Arizona,L,5,36
Illinois,2001-09-08,2,,Northern Illinois,W,1,12
Iowa,2001-09-08,2,,Miami (OH),W,3,19
Iowa State,2001-09-08,1,,Northern Iowa,W,0,0
Kansas,2001-09-08,2,,UCLA,L,5,41
Kansas State,2001-09-08,1,@,Southern California,W,1,6
Kent State,2001-09-08,2,,Bucknell,W,2,17
Kentucky,2001-09-08,2,,Ball State,W,2,20
Louisiana,2001-09-08,2,@,Minnesota,L,5,44
Louisiana Tech,2001-09-08,2,@,Oklahoma State,L,3,30
Louisiana-Monroe,2001-09-08,2,@,Florida,L,7,55
Louisville,2001-09-08,3,,Western Carolina,W,1,7
LSU,2001-09-08,2,,Utah State,W,2,14
Marshall,2001-09-08,2,,Massachusetts,W,3,20
Maryland,2001-09-08,2,,Eastern Michigan,W,0,3
Memphis,2001-09-08,2,,Chattanooga,W,1,10
Miami (FL),2001-09-08,2,,Rutgers,W,0,0
Miami (OH),2001-09-08,2,@,Iowa,L,6,44
Michigan,2001-09-08,2,@,Washington,L,2,23
Michigan State,2001-09-08,1,,Central Michigan,W,3,21
Middle Tennessee State,2001-09-08,2,,Troy,W,2,17
Minnesota,2001-09-08,2,,Louisiana,W,2,14
Missouri,2001-09-08,2,,,W,1,6
Navy,2001-09-08,2,,Georgia Tech,L,10,70
Nebraska,2001-09-08,3,,Notre Dame,W,1,10
Nevada,2001-09-08,2,@,Colorado State,L,5,35
New Mexico,2001-09-08,2,@,Texas Tech,L,5,42
New Mexico State,2001-09-08,3,,Oregon State,L,3,27
North Carolina,2001-09-08,3,@,Texas,L,5,44
North Texas,2001-09-08,2,@,Oklahoma,L,5,37
Northern Illinois,2001-09-08,2,@,Illinois,L,2,17
Notre Dame,2001-09-08,1,@,Nebraska,L,3,27
Ohio,2001-09-08,2,@,West Virginia,L,2,20
Ohio State,2001-09-08,1,,Akron,W,2,14
Oklahoma,2001-09-08,3,,North Texas,W,1,10
Oklahoma State,2001-09-08,2,,Louisiana Tech,W,2,23
Ole Miss,2001-09-08,2,@,Auburn,L,3,27
Oregon,2001-09-08,2,,Utah,W,1,10
Oregon State,2001-09-08,2,@,New Mexico State,W,3,22
Pitt,2001-09-08,2,,South Florida,L,5,35
Rice,2001-09-08,2,,Duke,W,2,13
Rutgers,2001-09-08,2,@,Miami (FL),L,8,61
San Diego State,2001-09-08,2,@,Arizona State,L,5,38
San Jose State,2001-09-08,2,@,Colorado,L,7,51
SMU,2001-09-08,2,,Texas Christian,L,5,38
South Carolina,2001-09-08,2,@,Georgia,W,0,9
South Florida,2001-09-08,2,@,Pittsburgh,W,4,26
Stanford,2001-09-08,1,,Boston College,W,3,22
Syracuse,2001-09-08,3,,Central Florida,W,1,10
Temple,2001-09-08,2,,Toledo,L,4,33
Tennessee,2001-09-08,2,@,Arkansas,W,0,3
Texas,2001-09-08,2,,North Carolina,W,2,14
Texas Christian,2001-09-08,3,@,Southern Methodist,W,1,10
Texas Tech,2001-09-08,1,,New Mexico,W,4,30
Toledo,2001-09-08,2,@,Temple,W,1,7
Troy,2001-09-08,2,@,Middle Tennessee State,L,8,54
Tulane,2001-09-08,3,,East Carolina,L,6,51
UAB,2001-09-08,2,@,Florida State,L,3,29
UCF,2001-09-08,2,@,Syracuse,L,3,21
UCLA,2001-09-08,2,@,Kansas,W,2,17
USC,2001-09-08,2,,Kansas State,L,1,10
Utah,2001-09-08,2,@,Oregon,L,3,24
Utah State,2001-09-08,2,@,Louisiana State,L,4,31
UTEP,2001-09-08,2,,Texas Southern,W,1,6
Vanderbilt,2001-09-08,2,,Alabama,L,0,12
Virginia Tech,2001-09-08,2,,Western Michigan,W,0,0
Wake Forest,2001-09-08,2,,Appalachian State,W,1,10
Washington,2001-09-08,1,,Michigan,W,2,18
Washington State,2001-09-08,2,@,Boise State,W,3,20
West Virginia,2001-09-08,2,,Ohio,W,0,3
Western Michigan,2001-09-08,2,@,Virginia Tech,L,4,31
Wisconsin,2001-09-08,3,,Fresno State,L,3,32
Mississippi State,2001-09-20,2,,South Carolina,L,1,16
Nebraska,2001-09-20,4,,Rice,W,0,3
Rice,2001-09-20,3,@,Nebraska,L,7,48
South Carolina,2001-09-20,3,@,Mississippi State,W,2,14
Akron,2001-09-22,3,@,Purdue,L,4,33
Alabama,2001-09-22,3,,Arkansas,W,1,10
Arizona,2001-09-22,3,,Nevada-Las Vegas,W,3,21
Arizona State,2001-09-22,2,@,Stanford,L,7,51
Arkansas,2001-09-22,3,@,Alabama,L,4,31
Arkansas State,2001-09-22,3,,Jacksonville State,L,4,31
Army,2001-09-22,2,@,Alabama-Birmingham,L,7,55
Auburn,2001-09-22,3,@,Syracuse,L,4,31
Ball State,2001-09-22,3,,Northern Iowa,L,5,42
Baylor,2001-09-22,2,,New Mexico,W,1,13
Boise State,2001-09-22,3,,Texas-El Paso,W,2,17
Boston College,2001-09-22,3,@,Navy,W,3,21
Bowling Green State,2001-09-22,3,,Temple,W,3,23
Buffalo,2001-09-22,3,@,Connecticut,W,2,20
California,2001-09-22,3,@,Washington State,L,6,51
Central Michigan,2001-09-22,3,,Toledo,L,7,52
Cincinnati,2001-09-22,3,@,Miami (OH),L,3,21
Clemson,2001-09-22,3,,Virginia,L,3,26
Colorado,2001-09-22,4,,Kansas,W,1,16
Colorado State,2001-09-22,3,,San Diego State,L,2,14
Connecticut,2001-09-22,3,,Buffalo,L,4,37
Duke,2001-09-22,3,,Northwestern,L,5,44
East Carolina,2001-09-22,3,,William & Mary,W,3,23
Eastern Michigan,2001-09-22,3,,Indiana State,L,3,21
Florida,2001-09-22,3,@,Kentucky,W,1,10
Florida State,2001-09-22,3,@,North Carolina,L,5,41
Fresno State,2001-09-22,4,@,Tulsa,W,2,18
Hawaii,2001-09-22,2,@,Nevada,L,3,28
Houston,2001-09-22,2,,Texas,L,7,53
Idaho,2001-09-22,3,@,Washington,L,7,53
Illinois,2001-09-22,3,,Louisville,W,1,10
Indiana,2001-09-22,2,,Utah,L,4,28
Iowa State,2001-09-22,2,@,Ohio,W,4,28
Kansas,2001-09-22,3,@,Colorado,L,3,27
Kansas State,2001-09-22,2,,New Mexico State,W,0,0
Kent State,2001-09-22,3,@,West Virginia,L,4,34
Kentucky,2001-09-22,3,,Florida,L,6,44
Louisiana,2001-09-22,3,,Southern Mississippi,L,4,35
Louisiana-Monroe,2001-09-22,3,,Middle Tennessee State,L,5,38
Louisville,2001-09-22,4,@,Illinois,L,4,34
Maryland,2001-09-22,3,@,Wake Forest,W,2,20
Memphis,2001-09-22,3,,South Florida,W,1,9
Miami (OH),2001-09-22,3,,Cincinnati,W,2,14
Michigan,2001-09-22,3,,Western Michigan,W,3,21
Michigan State,2001-09-22,2,@,Notre Dame,W,1,10
Middle Tennessee State,2001-09-22,3,@,Louisiana-Monroe,W,3,20
Navy,2001-09-22,3,,Boston College,L,5,38
Nevada,2001-09-22,3,,Hawaii,W,2,20
New Mexico,2001-09-22,3,@,Baylor,L,1,16
New Mexico State,2001-09-22,4,@,Kansas State,L,9,64
North Carolina,2001-09-22,4,,Florida State,W,1,9
North Carolina State,2001-09-22,2,@,Southern Methodist,W,2,17
North Texas,2001-09-22,3,,Texas Tech,L,6,42
Northern Illinois,2001-09-22,3,,Sam Houston State,W,2,16
Northwestern,2001-09-22,2,@,Duke,W,1,7
Notre Dame,2001-09-22,2,,Michigan State,L,2,17
Ohio,2001-09-22,3,,Iowa State,L,4,31
Ohio State,2001-09-22,2,@,UCLA,L,1,13
Oklahoma State,2001-09-22,3,@,Texas A&M,L,3,21
Oregon,2001-09-22,3,,Southern California,W,2,22
Penn State,2001-09-22,2,,Wisconsin,L,2,18
Purdue,2001-09-22,2,,Akron,W,2,14
Rutgers,2001-09-22,3,,Virginia Tech,L,6,50
San Diego State,2001-09-22,3,@,Colorado State,W,1,7
SMU,2001-09-22,3,,North Carolina State,L,3,26
South Florida,2001-09-22,3,@,Memphis,L,2,17
Southern Mississippi,2001-09-22,2,@,Louisiana,W,1,10
Stanford,2001-09-22,2,,Arizona State,W,3,28
Syracuse,2001-09-22,4,,Auburn,W,2,14
Temple,2001-09-22,3,@,Bowling Green State,L,6,42
Texas,2001-09-22,3,@,Houston,W,4,26
Texas A&M,2001-09-22,3,,Oklahoma State,W,1,7
Texas Christian,2001-09-22,4,,Northwestern State,L,3,27
Texas Tech,2001-09-22,2,@,North Texas,W,2,14
Toledo,2001-09-22,3,@,Central Michigan,W,4,28
Troy,2001-09-22,3,,Nicholls State,W,0,0
Tulane,2001-09-22,4,,Central Florida,L,5,36
Tulsa,2001-09-22,2,,Fresno State,L,4,37
UAB,2001-09-22,3,,Army,W,0,3
UCF,2001-09-22,3,@,Tulane,W,3,29
UCLA,2001-09-22,3,,Ohio State,W,1,6
UNLV,2001-09-22,3,@,Arizona,L,5,38
USC,2001-09-22,3,@,Oregon,L,3,24
Utah,2001-09-22,3,@,Indiana,W,4,26
Utah State,2001-09-22,3,,Wyoming,L,4,43
UTEP,2001-09-22,3,@,Boise State,L,6,42
Vanderbilt,2001-09-22,3,,Richmond,W,3,22
Virginia,2001-09-22,3,@,Clemson,W,3,24
Virginia Tech,2001-09-22,3,@,Rutgers,W,0,0
Wake Forest,2001-09-22,3,,Maryland,L,3,27
Washington,2001-09-22,2,,Idaho,W,0,3
Washington State,2001-09-22,3,,California,W,2,20
West Virginia,2001-09-22,3,,Kent State,W,2,14
Western Michigan,2001-09-22,3,@,Michigan,L,5,38
Wisconsin,2001-09-22,4,@,Penn State,W,1,6
Wyoming,2001-09-22,3,@,Utah State,W,6,42
Miami (FL),2001-09-27,3,@,Pittsburgh,W,3,21
Pitt,2001-09-27,3,,Miami (FL),L,5,43
Air Force,2001-09-29,3,@,San Diego State,W,3,21
Akron,2001-09-29,4,,Kent State,W,1,10
Alabama,2001-09-29,4,@,South Carolina,L,5,37
Arizona,2001-09-29,4,,Washington State,L,6,48
Arizona State,2001-09-29,3,,San Jose State,W,2,15
Arkansas,2001-09-29,4,@,Georgia,L,4,34
Army,2001-09-29,3,@,Boston College,L,4,31
Auburn,2001-09-29,4,@,Vanderbilt,W,3,21
Ball State,2001-09-29,4,,Miami (OH),L,4,28
Baylor,2001-09-29,3,@,Iowa State,L,5,41
Boise State,2001-09-29,4,@,Idaho,W,2,13
Boston College,2001-09-29,4,,Army,W,1,10
Bowling Green State,2001-09-29,4,@,Marshall,L,5,37
Brigham Young,2001-09-29,4,@,Nevada-Las Vegas,W,4,31
Buffalo,2001-09-29,4,,Central Michigan,L,1,16
California,2001-09-29,4,,Washington,L,4,31
Central Michigan,2001-09-29,4,@,Buffalo,W,1,8
Clemson,2001-09-29,4,@,Georgia Tech,W,5,44
Colorado State,2001-09-29,4,@,Wyoming,W,2,14
Connecticut,2001-09-29,4,@,Rutgers,W,2,19
Duke,2001-09-29,4,@,Virginia,L,4,31
East Carolina,2001-09-29,4,@,Syracuse,L,6,44
Eastern Michigan,2001-09-29,4,,Western Michigan,L,4,31
Florida,2001-09-29,4,,Mississippi State,W,0,0
Florida State,2001-09-29,4,,Wake Forest,W,3,24
Fresno State,2001-09-29,5,,Louisiana Tech,W,4,28
Georgia,2001-09-29,3,,Arkansas,W,2,23
Georgia Tech,2001-09-29,4,,Clemson,L,7,47
Hawaii,2001-09-29,3,,Rice,L,3,27
Houston,2001-09-29,3,,Texas Christian,L,4,34
Idaho,2001-09-29,4,,Boise State,L,6,45
Illinois,2001-09-29,4,@,Michigan,L,6,45
Indiana,2001-09-29,3,,Ohio State,L,3,27
Iowa,2001-09-29,3,,Penn State,W,2,18
Iowa State,2001-09-29,3,,Baylor,W,0,0
Kansas State,2001-09-29,3,@,Oklahoma,L,5,38
Kent State,2001-09-29,4,@,Akron,L,2,14
Kentucky,2001-09-29,4,,Mississippi,L,6,42
Louisiana,2001-09-29,4,,Middle Tennessee State,L,4,26
Louisiana Tech,2001-09-29,3,@,Fresno State,L,5,38
Louisiana-Monroe,2001-09-29,4,,New Mexico State,L,4,31
Louisville,2001-09-29,5,,Memphis,W,3,21
LSU,2001-09-29,3,@,Tennessee,L,3,26
Marshall,2001-09-29,3,,Bowling Green State,W,4,31
Maryland,2001-09-29,4,,West Virginia,W,2,20
Memphis,2001-09-29,4,@,Louisville,L,5,38
Miami (OH),2001-09-29,4,@,Ball State,W,3,20
Michigan,2001-09-29,4,,Illinois,W,2,20
Michigan State,2001-09-29,3,@,Northwestern,L,3,27
Middle Tennessee State,2001-09-29,4,@,Louisiana,W,1,9
Minnesota,2001-09-29,3,,Purdue,L,4,35
Mississippi State,2001-09-29,3,@,Florida,L,7,52
Missouri,2001-09-29,3,,Nebraska,L,5,36
Nebraska,2001-09-29,5,@,Missouri,W,0,3
New Mexico,2001-09-29,4,@,Utah,L,5,37
New Mexico State,2001-09-29,5,@,Louisiana-Monroe,W,0,0
North Carolina,2001-09-29,5,@,North Carolina State,W,1,9
North Carolina State,2001-09-29,3,,North Carolina,L,2,17
North Texas,2001-09-29,4,@,South Florida,L,4,28
Northern Illinois,2001-09-29,4,@,Toledo,L,6,41
Northwestern,2001-09-29,3,,Michigan State,W,4,26
Notre Dame,2001-09-29,3,@,Texas A&M,L,3,24
Ohio State,2001-09-29,3,@,Indiana,W,2,14
Oklahoma,2001-09-29,4,,Kansas State,W,5,37
Oklahoma State,2001-09-29,4,,Northwestern State,W,0,0
Ole Miss,2001-09-29,3,@,Kentucky,W,4,31
Oregon,2001-09-29,4,@,Utah State,W,3,21
Oregon State,2001-09-29,3,,UCLA,L,5,38
Penn State,2001-09-29,3,@,Iowa,L,3,24
Purdue,2001-09-29,3,@,Minnesota,W,4,28
Rice,2001-09-29,4,@,Hawaii,W,3,24
Rutgers,2001-09-29,4,,Connecticut,L,2,20
San Diego State,2001-09-29,4,,Air Force,L,6,45
San Jose State,2001-09-29,3,@,Arizona State,L,7,53
South Carolina,2001-09-29,4,,Alabama,W,4,36
South Florida,2001-09-29,4,,North Texas,W,1,10
Southern Mississippi,2001-09-29,3,,Alabama-Birmingham,W,0,0
Stanford,2001-09-29,3,@,Southern California,W,2,16
Syracuse,2001-09-29,5,,East Carolina,W,4,30
Tennessee,2001-09-29,3,,Louisiana State,W,2,18
Texas,2001-09-29,4,,Texas Tech,W,1,7
Texas A&M,2001-09-29,4,,Notre Dame,W,0,3
Texas Christian,2001-09-29,5,@,Houston,W,2,17
Texas Tech,2001-09-29,3,@,Texas,L,6,42
Toledo,2001-09-29,4,,Northern Illinois,W,2,20
Tulane,2001-09-29,5,,Southern,W,1,7
Tulsa,2001-09-29,3,@,Texas-El Paso,L,3,26
UAB,2001-09-29,4,@,Southern Mississippi,L,0,3
UCF,2001-09-29,4,@,Virginia Tech,L,5,46
UCLA,2001-09-29,4,@,Oregon State,W,1,7
UNLV,2001-09-29,4,,Brigham Young,L,4,35
USC,2001-09-29,4,,Stanford,L,3,21
Utah,2001-09-29,4,,New Mexico,W,2,16
Utah State,2001-09-29,4,,Oregon,L,5,38
UTEP,2001-09-29,4,,Tulsa,W,1,10
Vanderbilt,2001-09-29,4,,Auburn,L,3,24
Virginia,2001-09-29,4,,Duke,W,1,10
Virginia Tech,2001-09-29,4,,Central Florida,W,2,14
Wake Forest,2001-09-29,4,@,Florida State,L,7,48
Washington,2001-09-29,3,@,California,W,4,28
Washington State,2001-09-29,4,@,Arizona,W,3,21
West Virginia,2001-09-29,4,@,Maryland,L,5,32
Western Michigan,2001-09-29,4,@,Eastern Michigan,W,1,10
Wisconsin,2001-09-29,5,,Western Kentucky,W,0,6
Wyoming,2001-09-29,4,,Colorado State,L,5,42
Colorado State,2001-10-04,5,@,Louisville,L,1,7
Louisville,2001-10-04,6,,Colorado State,W,0,2
Brigham Young,2001-10-05,5,,Utah State,W,5,34
Utah State,2001-10-05,5,@,Brigham Young,L,8,54
Air Force,2001-10-06,4,@,Navy,W,2,18
Akron,2001-10-06,5,@,Western Michigan,L,4,31
Alabama,2001-10-06,5,,Texas-El Paso,W,1,7
Arizona,2001-10-06,5,,Oregon,L,9,63
Arizona State,2001-10-06,4,,Louisiana,W,3,27
Arkansas,2001-10-06,5,,Weber State,W,3,19
Arkansas State,2001-10-06,4,,Mississippi,L,5,35
Army,2001-10-06,4,,Houston,W,2,14
Auburn,2001-10-06,5,,Mississippi State,W,1,14
Baylor,2001-10-06,4,@,Texas A&M,L,1,16
Boise State,2001-10-06,5,@,Rice,L,6,45
Boston College,2001-10-06,5,,Temple,W,1,10
Bowling Green State,2001-10-06,5,,Kent State,W,1,7
Buffalo,2001-10-06,5,@,Miami (OH),L,4,31
Cincinnati,2001-10-06,4,,Tulane,W,4,33
Colorado,2001-10-06,5,@,Kansas State,W,1,6
Connecticut,2001-10-06,5,,Eastern Michigan,W,0,0
Duke,2001-10-06,5,,Georgia Tech,L,4,37
East Carolina,2001-10-06,5,@,North Carolina,L,3,24
Eastern Michigan,2001-10-06,5,@,Connecticut,L,2,19
Florida,2001-10-06,5,@,Louisiana State,W,2,15
Georgia,2001-10-06,4,@,Tennessee,W,3,24
Georgia Tech,2001-10-06,5,@,Duke,W,1,10
Hawaii,2001-10-06,4,@,Southern Methodist,W,4,31
Houston,2001-10-06,4,@,Army,L,4,28
Idaho,2001-10-06,5,@,Middle Tennessee State,L,10,70
Illinois,2001-10-06,5,,Minnesota,W,2,14
Indiana,2001-10-06,4,@,Wisconsin,W,4,32
Iowa,2001-10-06,4,@,Purdue,L,2,23
Iowa State,2001-10-06,4,@,Nebraska,L,7,48
Kansas,2001-10-06,4,@,Texas Tech,W,4,31
Kansas State,2001-10-06,4,,Colorado,L,1,16
Kent State,2001-10-06,5,@,Bowling Green State,L,3,24
Kentucky,2001-10-06,5,@,South Carolina,L,6,42
Louisiana,2001-10-06,5,@,Arizona State,L,9,63
Louisiana Tech,2001-10-06,4,,San Jose State,W,2,20
Louisiana-Monroe,2001-10-06,5,,North Texas,W,2,17
LSU,2001-10-06,4,,Florida,L,6,44
Marshall,2001-10-06,4,@,Northern Illinois,W,2,15
Maryland,2001-10-06,5,,Virginia,W,3,21
Memphis,2001-10-06,5,,Southern Mississippi,W,2,17
Miami (FL),2001-10-06,4,,Troy,W,1,7
Miami (OH),2001-10-06,5,,Buffalo,W,2,14
Michigan,2001-10-06,5,@,Penn State,W,0,0
Middle Tennessee State,2001-10-06,5,,Idaho,W,8,58
Minnesota,2001-10-06,4,@,Illinois,L,2,25
Mississippi State,2001-10-06,4,@,Auburn,L,1,16
Missouri,2001-10-06,4,@,Oklahoma State,W,5,38
Navy,2001-10-06,4,,Air Force,L,3,24
Nebraska,2001-10-06,6,,Iowa State,W,2,14
Nevada,2001-10-06,4,,Nevada-Las Vegas,L,3,27
New Mexico,2001-10-06,5,@,Wyoming,W,3,29
New Mexico State,2001-10-06,6,@,Tulsa,W,1,7
North Carolina,2001-10-06,6,,East Carolina,W,2,21
North Carolina State,2001-10-06,4,@,Wake Forest,W,2,14
North Texas,2001-10-06,5,@,Louisiana-Monroe,L,3,19
