School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Pass Int,Turnovers
New Mexico State,2002-08-31,1,@,South Carolina,L,17,28,60.7,207,1,40,212,5.3,2,1,0,1
North Carolina,2002-08-31,1,,Miami (OH),L,28,46,60.9,353,2,28,94,3.4,1,6,3,9
North Carolina State,2002-08-31,2,,East Tennessee State,W,14,21,66.7,189,0,38,181,4.8,4,2,1,3
North Texas,2002-08-31,1,@,Texas,L,6,20,30.0,55,0,38,90,2.4,0,2,0,2
Northwestern,2002-08-31,1,@,Air Force,L,19,36,52.8,180,0,27,41,1.5,0,1,0,1
Notre Dame,2002-08-31,1,N,Maryland,W,17,27,63.0,226,0,45,130,2.9,0,0,0,0
Ohio,2002-08-31,1,@,Pittsburgh,L,9,23,39.1,79,0,48,204,4.3,2,1,5,6
Oklahoma State,2002-08-31,1,@,Louisiana Tech,L,22,41,53.7,204,3,30,158,5.3,2,0,0,0
Ole Miss,2002-08-31,1,,Louisiana-Monroe,W,18,33,54.5,198,1,35,180,5.1,3,1,1,2
Oregon,2002-08-31,1,,Mississippi State,W,14,28,50.0,166,3,53,205,3.9,1,1,0,1
Penn State,2002-08-31,1,,Central Florida,W,13,20,65.0,194,2,39,153,3.9,1,2,0,2
Pitt,2002-08-31,1,,Ohio,W,9,23,39.1,97,2,44,96,2.2,1,0,3,3
Purdue,2002-08-31,1,,Illinois State,W,17,34,50.0,283,4,49,273,5.6,3,1,0,1
Rice,2002-08-31,1,,Houston,L,8,27,29.6,84,0,37,188,5.1,1,2,0,2
Rutgers,2002-08-31,1,,Villanova,L,17,38,44.7,184,2,34,85,2.5,1,0,1,1
San Jose State,2002-08-31,1,@,Arkansas State,W,14,31,45.2,162,1,39,148,3.8,1,3,1,4
SMU,2002-08-31,1,,Navy,L,12,31,38.7,144,1,45,182,4.0,0,3,2,5
South Carolina,2002-08-31,1,,New Mexico State,W,10,19,52.6,172,1,46,229,5.0,3,1,0,1
Southern Mississippi,2002-08-31,1,,Jackson State,W,17,31,54.8,340,1,38,138,3.6,6,2,0,2
Tennessee,2002-08-31,1,,Wyoming,W,26,42,61.9,279,1,42,188,4.5,4,0,1,1
Texas,2002-08-31,1,,North Texas,W,17,29,58.6,187,1,34,27,0.8,2,0,0,0
Texas A&M,2002-08-31,1,,Louisiana,W,18,47,38.3,244,0,47,179,3.8,3,0,2,2
Troy,2002-08-31,1,@,Nebraska,L,11,29,37.9,192,0,41,155,3.8,2,1,2,3
Tulane,2002-08-31,1,,Southern,W,15,28,53.6,191,2,46,231,5.0,1,1,0,1
UAB,2002-08-31,1,@,Florida,L,11,31,35.5,90,0,37,150,4.1,0,1,0,1
UCF,2002-08-31,1,@,Penn State,L,32,46,69.6,345,1,31,65,2.1,1,1,1,2
UNLV,2002-08-31,1,,Wisconsin,L,12,26,46.2,138,0,31,167,5.4,1,3,2,5
Utah,2002-08-31,1,@,Utah State,W,16,30,53.3,165,1,53,282,5.3,2,0,0,0
Utah State,2002-08-31,1,,Utah,L,19,42,45.2,171,0,16,-9,-0.6,0,1,1,2
UTEP,2002-08-31,1,,,W,15,34,44.1,143,2,52,300,5.8,4,0,1,1
Vanderbilt,2002-08-31,1,@,Georgia Tech,L,13,28,46.4,116,0,31,109,3.5,0,0,2,2
Virginia,2002-08-31,2,@,Florida State,L,20,32,62.5,251,3,33,62,1.9,0,3,0,3
Washington,2002-08-31,1,@,Michigan,L,28,45,62.2,318,2,34,81,2.4,2,1,1,2
Washington State,2002-08-31,1,,Nevada,W,19,33,57.6,261,1,27,108,4.0,2,2,0,2
West Virginia,2002-08-31,1,,Chattanooga,W,17,29,58.6,228,4,56,332,5.9,4,1,1,2
Wisconsin,2002-08-31,2,@,Nevada-Las Vegas,W,14,26,53.8,191,2,37,158,4.3,1,0,0,0
Wyoming,2002-08-31,1,@,Tennessee,L,11,31,35.5,144,1,22,43,2.0,0,2,3,5
Kentucky,2002-09-01,1,@,Louisville,W,13,27,48.1,195,1,42,78,1.9,1,0,0,0
Louisville,2002-09-01,1,,Kentucky,L,14,39,35.9,193,1,24,55,2.3,0,2,1,3
LSU,2002-09-01,1,@,Virginia Tech,L,15,35,42.9,134,0,28,80,2.9,1,1,1,2
Virginia Tech,2002-09-01,2,,Louisiana State,W,7,14,50.0,65,0,51,166,3.3,3,1,0,1
Auburn,2002-09-02,1,@,Southern California,L,11,22,50.0,141,0,38,140,3.7,2,1,1,2
Cincinnati,2002-09-02,1,,Texas Christian,W,18,38,47.4,287,2,37,122,3.3,3,1,4,5
Texas Christian,2002-09-02,1,@,Cincinnati,L,20,31,64.5,253,1,35,97,2.8,0,1,2,3
USC,2002-09-02,1,,Auburn,W,23,32,71.9,302,1,37,84,2.3,2,1,2,3
Oregon State,2002-09-05,2,@,Temple,W,33,51,64.7,286,4,32,142,4.4,0,0,0,0
Temple,2002-09-05,2,,Oregon State,L,14,35,40.0,109,0,34,113,3.3,0,1,3,4
Brigham Young,2002-09-06,2,,Hawaii,W,21,48,43.8,226,1,48,168,3.5,4,0,0,0
Hawaii,2002-09-06,2,@,Brigham Young,L,22,55,40.0,284,2,30,171,5.7,2,0,4,4
Air Force,2002-09-07,2,,New Mexico,W,5,13,38.5,99,2,59,261,4.4,3,1,1,2
Akron,2002-09-07,2,@,Maryland,L,20,35,57.1,237,2,34,82,2.4,0,1,3,4
Alabama,2002-09-07,2,@,Oklahoma,L,17,35,48.6,192,0,45,96,2.1,2,2,1,3
Arizona State,2002-09-07,3,,Central Florida,W,9,17,52.9,120,3,53,141,2.7,1,3,0,3
Arkansas,2002-09-07,1,,Boise State,W,11,24,45.8,128,3,48,217,4.5,1,1,1,2
Arkansas State,2002-09-07,3,,Tulsa,W,7,15,46.7,51,0,51,295,5.8,3,3,0,3
Army,2002-09-07,1,,Holy Cross,L,24,41,58.5,206,0,39,258,6.6,3,5,0,5
Auburn,2002-09-07,2,,Western Carolina,W,21,30,70.0,276,2,49,345,7.0,6,1,0,1
Ball State,2002-09-07,1,@,Missouri,L,18,25,72.0,150,0,45,164,3.6,0,4,1,5
Baylor,2002-09-07,2,,Samford,W,14,25,56.0,266,2,44,280,6.4,5,1,0,1
Boise State,2002-09-07,2,@,Arkansas,L,25,39,64.1,331,2,26,27,1.0,0,4,3,7
Boston College,2002-09-07,2,,Stanford,W,22,36,61.1,260,1,39,139,3.6,3,1,3,4
Buffalo,2002-09-07,2,@,Rutgers,W,18,34,52.9,201,3,44,173,3.9,1,1,0,1
California,2002-09-07,2,,New Mexico State,W,19,32,59.4,180,2,31,120,3.9,2,1,0,1
Central Michigan,2002-09-07,2,,Wyoming,W,28,39,71.8,361,2,54,168,3.1,1,0,0,0
Clemson,2002-09-07,2,,Louisiana Tech,W,26,44,59.1,249,0,35,87,2.5,3,1,0,1
Colorado,2002-09-07,2,,San Diego State,W,9,22,40.9,136,2,46,265,5.8,2,0,1,1
Colorado State,2002-09-07,3,@,UCLA,L,14,31,45.2,98,1,43,179,4.2,1,1,1,2
Connecticut,2002-09-07,2,,Georgia Tech,L,15,32,46.9,185,2,34,64,1.9,0,1,1,2
Duke,2002-09-07,2,,Louisville,L,15,34,44.1,153,0,26,22,0.8,0,0,0,0
East Carolina,2002-09-07,2,@,Wake Forest,L,21,41,51.2,273,2,32,122,3.8,1,1,4,5
Eastern Michigan,2002-09-07,2,,Toledo,L,16,31,51.6,191,1,37,169,4.6,1,2,5,7
Florida,2002-09-07,2,,Miami (FL),L,19,45,42.2,191,0,36,163,4.5,1,0,2,2
Fresno State,2002-09-07,3,@,Oregon,L,16,37,43.2,201,2,29,109,3.8,1,0,2,2
Georgia Tech,2002-09-07,2,@,Connecticut,W,14,21,66.7,189,0,43,226,5.3,4,1,0,1
Houston,2002-09-07,2,,Tulane,L,19,39,48.7,181,0,47,206,4.4,1,4,3,7
Idaho,2002-09-07,2,@,Washington State,L,33,49,67.3,267,2,34,51,1.5,0,1,1,2
Illinois,2002-09-07,2,@,Southern Mississippi,L,13,33,39.4,163,0,42,171,4.1,0,0,2,2
Indiana,2002-09-07,2,@,Utah,L,21,47,44.7,276,2,19,79,4.2,0,1,3,4
Iowa,2002-09-07,2,@,Miami (OH),W,18,27,66.7,256,1,40,188,4.7,2,1,0,1
Iowa State,2002-09-07,3,,Tennessee Tech,W,14,22,63.6,253,4,43,223,5.2,1,0,1,1
Kansas,2002-09-07,2,@,Nevada-Las Vegas,L,22,42,52.4,225,1,34,69,2.0,1,0,0,0
Kansas State,2002-09-07,2,,Louisiana-Monroe,W,13,18,72.2,222,3,49,263,5.4,5,0,0,0
Kent State,2002-09-07,2,@,Ohio State,L,17,35,48.6,187,2,45,171,3.8,0,0,2,2
Kentucky,2002-09-07,2,,Texas-El Paso,W,12,19,63.2,227,5,44,364,8.3,6,1,0,1
Louisiana,2002-09-07,2,,Minnesota,L,12,27,44.4,98,0,25,35,1.4,0,1,2,3
Louisiana Tech,2002-09-07,2,@,Clemson,L,26,44,59.1,213,0,26,80,3.1,1,1,3,4
Louisiana-Monroe,2002-09-07,2,@,Kansas State,L,9,31,29.0,127,0,27,33,1.2,0,1,1,2
Louisville,2002-09-07,2,@,Duke,W,24,35,68.6,260,3,40,192,4.8,1,2,2,4
LSU,2002-09-07,2,,Citadel,W,10,22,45.5,107,0,40,293,7.3,4,2,1,3
Maryland,2002-09-07,2,,Akron,W,10,19,52.6,118,1,50,209,4.2,3,0,0,0
Memphis,2002-09-07,2,@,Mississippi,L,20,38,52.6,271,2,20,18,0.9,0,1,1,2
Miami (FL),2002-09-07,2,@,Florida,W,16,33,48.5,202,4,46,306,6.7,0,0,3,3
Miami (OH),2002-09-07,2,,Iowa,L,33,51,64.7,343,3,17,14,0.8,0,0,1,1
Michigan,2002-09-07,2,,Western Michigan,W,18,31,58.1,226,4,49,220,4.5,1,0,1,1
Michigan State,2002-09-07,2,,Rice,W,16,27,59.3,213,3,32,58,1.8,0,0,0,0
Middle Tennessee State,2002-09-07,2,@,Tennessee,L,13,23,56.5,109,0,38,100,2.6,0,3,0,3
Minnesota,2002-09-07,2,@,Louisiana,W,18,27,66.7,246,4,44,212,4.8,1,1,0,1
Missouri,2002-09-07,2,,Ball State,W,16,32,50.0,216,2,37,221,6.0,4,0,0,0
Navy,2002-09-07,2,,North Carolina State,L,2,9,22.2,33,0,54,243,4.5,3,3,0,3
Nebraska,2002-09-07,3,,Utah State,W,8,15,53.3,130,2,54,288,5.3,4,2,0,2
New Mexico,2002-09-07,3,@,Air Force,L,19,31,61.3,213,2,40,149,3.7,2,0,1,1
New Mexico State,2002-09-07,2,@,California,L,16,26,61.5,161,1,51,169,3.3,0,2,0,2
North Carolina,2002-09-07,2,@,Syracuse,W,19,36,52.8,284,2,42,152,3.6,1,1,0,1
North Carolina State,2002-09-07,3,@,Navy,W,11,18,61.1,328,5,40,171,4.3,2,0,0,0
North Texas,2002-09-07,2,,Nicholls State,W,3,7,42.9,43,0,42,232,5.5,3,0,0,0
Northern Illinois,2002-09-07,2,@,South Florida,L,12,30,40.0,196,1,42,73,1.7,0,2,1,3
Northwestern,2002-09-07,2,,Texas Christian,L,16,35,45.7,169,1,44,106,2.4,1,6,1,7
Notre Dame,2002-09-07,2,,Purdue,W,7,22,31.8,50,0,45,153,3.4,0,1,0,1
Ohio,2002-09-07,2,,Northeastern,L,9,17,52.9,81,0,38,60,1.6,0,3,2,5
Ohio State,2002-09-07,2,,Kent State,W,19,25,76.0,268,2,22,144,6.5,2,2,0,2
Oklahoma,2002-09-07,2,,Alabama,W,21,38,55.3,306,2,23,-23,-1.0,2,1,0,1
Oklahoma State,2002-09-07,2,,Northern Iowa,W,24,42,57.1,275,2,36,130,3.6,3,0,2,2
Ole Miss,2002-09-07,2,,Memphis,W,14,30,46.7,174,3,42,214,5.1,1,0,0,0
Oregon,2002-09-07,2,,Fresno State,W,19,34,55.9,303,1,48,104,2.2,2,1,1,2
Pitt,2002-09-07,2,,Texas A&M,L,21,33,63.6,176,1,39,56,1.4,1,1,1,2
Purdue,2002-09-07,2,@,Notre Dame,L,14,30,46.7,171,0,38,147,3.9,1,3,1,4
Rice,2002-09-07,2,@,Michigan State,L,4,11,36.4,27,0,53,216,4.1,1,2,2,4
Rutgers,2002-09-07,2,,Buffalo,L,16,38,42.1,166,1,34,55,1.6,0,0,3,3
San Diego State,2002-09-07,2,@,Colorado,L,39,59,66.1,359,0,23,42,1.8,2,2,0,2
San Jose State,2002-09-07,2,@,Washington,L,21,36,58.3,236,0,33,35,1.1,1,1,2,3
SMU,2002-09-07,2,,Texas Tech,L,10,23,43.5,144,1,49,227,4.6,1,0,2,2
South Carolina,2002-09-07,2,@,Virginia,L,12,21,57.1,119,1,38,142,3.7,1,6,1,7
South Florida,2002-09-07,2,,Northern Illinois,W,22,34,64.7,273,2,29,116,4.0,1,1,0,1
Southern Mississippi,2002-09-07,2,,Illinois,W,14,26,53.8,171,1,45,201,4.5,2,1,0,1
Stanford,2002-09-07,1,@,Boston College,L,17,27,63.0,244,1,37,65,1.8,1,2,1,3
Syracuse,2002-09-07,2,,North Carolina,L,4,11,36.4,71,0,43,183,4.3,3,1,1,2
Tennessee,2002-09-07,2,,Middle Tennessee State,W,24,29,82.8,263,1,31,137,4.4,1,2,1,3
Texas A&M,2002-09-07,2,@,Pittsburgh,W,14,31,45.2,199,0,32,82,2.6,2,1,0,1
Texas Christian,2002-09-07,2,@,Northwestern,W,14,25,56.0,267,1,49,174,3.6,4,1,0,1
Texas Tech,2002-09-07,2,@,Southern Methodist,W,33,52,63.5,374,3,26,114,4.4,0,0,2,2
Toledo,2002-09-07,2,@,Eastern Michigan,W,11,17,64.7,207,2,56,303,5.4,6,0,0,0
Troy,2002-09-07,2,@,Alabama-Birmingham,L,19,37,51.4,204,0,52,223,4.3,3,3,1,4
Tulane,2002-09-07,2,@,Houston,W,14,25,56.0,208,2,29,80,2.8,0,4,1,5
Tulsa,2002-09-07,2,@,Arkansas State,L,14,27,51.9,168,1,41,51,1.2,1,2,0,2
UAB,2002-09-07,2,,Troy,W,13,22,59.1,137,1,30,84,2.8,0,3,0,3
UCF,2002-09-07,2,@,Arizona State,L,8,28,28.6,157,1,23,33,1.4,0,2,3,5
UCLA,2002-09-07,1,,Colorado State,W,14,26,53.8,166,0,37,215,5.8,4,0,1,1
UNLV,2002-09-07,2,,Kansas,W,12,24,50.0,144,1,47,291,6.2,3,0,0,0
Utah,2002-09-07,2,,Indiana,W,15,28,53.6,104,2,57,386,6.8,2,2,0,2
Utah State,2002-09-07,2,@,Nebraska,L,19,44,43.2,251,1,30,70,2.3,0,0,3,3
UTEP,2002-09-07,2,@,Kentucky,L,12,26,46.2,151,2,41,220,5.4,0,2,0,2
Vanderbilt,2002-09-07,2,,Furman,W,12,16,75.0,213,2,42,344,8.2,5,1,1,2
Virginia,2002-09-07,3,,South Carolina,W,22,32,68.8,196,4,40,143,3.6,0,1,2,3
Wake Forest,2002-09-07,2,,East Carolina,W,16,29,55.2,216,1,52,181,3.5,2,1,0,1
Washington,2002-09-07,2,,San Jose State,W,22,35,62.9,347,3,37,152,4.1,0,2,1,3
Washington State,2002-09-07,2,,Idaho,W,16,22,72.7,277,3,33,240,7.3,4,1,1,2
West Virginia,2002-09-07,2,@,Wisconsin,L,17,36,47.2,219,0,39,180,4.6,2,1,0,1
Western Michigan,2002-09-07,2,@,Michigan,L,21,37,56.8,249,2,26,76,2.9,0,1,2,3
Wisconsin,2002-09-07,3,,West Virginia,W,18,28,64.3,291,2,45,156,3.5,3,0,0,0
Wyoming,2002-09-07,2,@,Central Michigan,L,20,36,55.6,290,3,24,64,2.7,0,1,0,1
Marshall,2002-09-12,2,@,Virginia Tech,L,36,56,64.3,442,3,16,34,2.1,0,2,1,3
Virginia Tech,2002-09-12,3,,Marshall,W,5,12,41.7,101,0,66,395,6.0,6,0,0,0
Akron,2002-09-14,3,,Central Michigan,L,23,33,69.7,287,2,30,87,2.9,0,0,1,1
Alabama,2002-09-14,3,,North Texas,W,14,19,73.7,198,0,58,336,5.8,4,1,2,3
Arizona,2002-09-14,2,,Utah,W,24,35,68.6,416,2,44,43,1.0,0,2,1,3
Arizona State,2002-09-14,4,@,San Diego State,W,14,32,43.8,258,4,30,107,3.6,0,2,0,2
Arkansas,2002-09-14,2,,South Florida,W,18,25,72.0,240,3,65,307,4.7,3,0,2,2
Arkansas State,2002-09-14,4,@,Illinois,L,14,32,43.8,195,1,36,118,3.3,0,0,0,0
Army,2002-09-14,2,@,Rutgers,L,13,30,43.3,125,0,34,116,3.4,0,1,3,4
Auburn,2002-09-14,3,,Vanderbilt,W,14,20,70.0,154,0,37,224,6.1,2,1,0,1
Ball State,2002-09-14,2,,Indiana State,W,20,27,74.1,150,0,45,185,4.1,3,0,0,0
Baylor,2002-09-14,3,@,New Mexico,L,12,28,42.9,62,0,29,45,1.6,0,3,0,3
Boise State,2002-09-14,3,@,Wyoming,W,20,29,69.0,204,0,46,227,4.9,4,2,0,2
Bowling Green State,2002-09-14,2,,Missouri,W,18,33,54.5,375,2,50,202,4.0,3,0,1,1
Brigham Young,2002-09-14,3,@,Nevada,L,19,37,51.4,192,2,30,164,5.5,2,0,1,1
Buffalo,2002-09-14,3,,Connecticut,L,11,31,35.5,123,0,25,45,1.8,0,0,1,1
California,2002-09-14,3,@,Michigan State,W,20,35,57.1,246,3,36,135,3.8,1,0,1,1
Central Michigan,2002-09-14,3,@,Akron,W,21,33,63.6,227,0,59,242,4.1,3,2,1,3
Cincinnati,2002-09-14,2,,West Virginia,L,20,32,62.5,275,2,37,137,3.7,2,2,0,2
Clemson,2002-09-14,3,,Georgia Tech,W,18,31,58.1,176,2,41,195,4.8,1,3,1,4
Colorado,2002-09-14,3,,Southern California,L,2,13,15.4,24,0,35,37,1.1,0,1,1,2
Colorado State,2002-09-14,4,,Louisville,W,16,31,51.6,264,0,45,205,4.6,3,2,2,4
Connecticut,2002-09-14,3,@,Buffalo,W,18,30,60.0,242,1,47,187,4.0,2,0,0,0
Duke,2002-09-14,3,@,Northwestern,L,13,28,46.4,188,2,47,240,5.1,1,2,2,4
East Carolina,2002-09-14,3,,Tulane,W,8,18,44.4,92,0,47,226,4.8,3,0,0,0
Eastern Michigan,2002-09-14,3,,Southeast Missouri State,W,25,38,65.8,254,4,29,153,5.3,1,0,0,0
Florida,2002-09-14,3,,Ohio,W,18,31,58.1,202,1,34,163,4.8,4,1,1,2
Florida State,2002-09-14,3,@,Maryland,W,14,27,51.9,266,2,43,169,3.9,2,2,0,2
Georgia,2002-09-14,2,@,South Carolina,W,11,22,50.0,169,0,38,128,3.4,0,2,0,2
Georgia Tech,2002-09-14,3,@,Clemson,L,17,31,54.8,201,1,32,102,3.2,2,1,1,2
Houston,2002-09-14,3,,Louisiana,W,11,27,40.7,182,2,43,199,4.6,2,2,0,2
Idaho,2002-09-14,3,@,Oregon,L,30,45,66.7,280,2,44,124,2.8,1,2,1,3
Illinois,2002-09-14,3,,Arkansas State,W,20,24,83.3,310,4,47,290,6.2,3,0,0,0
Indiana,2002-09-14,3,@,Kentucky,L,13,38,34.2,234,1,43,160,3.7,0,1,2,3
Iowa,2002-09-14,3,,Iowa State,L,12,21,57.1,178,2,42,222,5.3,2,3,0,3
