School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Georgia,2009-09-05,1,@,Oklahoma State,L,3,24
Georgia Tech,2009-09-05,1,,Jacksonville State,W,2,17
Houston,2009-09-05,1,,Northwestern State,W,1,7
Idaho,2009-09-05,1,@,New Mexico State,W,1,6
Illinois,2009-09-05,1,N,Missouri,L,4,37
Iowa,2009-09-05,1,,Northern Iowa,W,1,16
Kansas,2009-09-05,1,,Northern Colorado,W,0,3
Kansas State,2009-09-05,1,,Massachusetts,W,2,17
Kentucky,2009-09-05,1,N,Miami (OH),W,0,0
Louisiana,2009-09-05,1,,Southern,W,3,19
Louisiana Tech,2009-09-05,1,@,Auburn,L,4,37
Louisiana-Monroe,2009-09-05,1,@,Texas,L,8,59
Louisville,2009-09-05,1,,Indiana State,W,1,10
LSU,2009-09-05,1,@,Washington,W,2,23
Marshall,2009-09-05,1,,Southern Illinois,W,4,28
Maryland,2009-09-05,1,@,California,L,7,52
Miami (OH),2009-09-05,1,N,Kentucky,L,6,42
Michigan,2009-09-05,1,,Western Michigan,W,1,7
Michigan State,2009-09-05,1,,Montana State,W,0,3
Middle Tennessee State,2009-09-05,1,@,Clemson,L,4,37
Minnesota,2009-09-05,1,@,Syracuse,W,2,20
Mississippi State,2009-09-05,1,,Jackson State,W,1,7
Missouri,2009-09-05,1,N,Illinois,W,1,9
Navy,2009-09-05,1,@,Ohio State,L,3,31
Nebraska,2009-09-05,1,,Florida Atlantic,W,0,3
Nevada,2009-09-05,1,@,Notre Dame,L,5,35
New Mexico,2009-09-05,1,@,Texas A&M,L,5,41
New Mexico State,2009-09-05,1,,Idaho,L,3,21
North Carolina,2009-09-05,1,,Citadel,W,0,6
Northern Illinois,2009-09-05,1,@,Wisconsin,L,4,28
Northwestern,2009-09-05,1,,Towson,W,2,14
Notre Dame,2009-09-05,1,,Nevada,W,0,0
Ohio,2009-09-05,1,,Connecticut,L,3,23
Ohio State,2009-09-05,1,,Navy,W,4,27
Oklahoma,2009-09-05,1,N,Brigham Young,L,2,14
Oklahoma State,2009-09-05,1,,Georgia,W,1,10
Oregon State,2009-09-05,1,,Portland State,W,1,7
Penn State,2009-09-05,1,,Akron,W,1,7
Pitt,2009-09-05,1,,Youngstown State,W,0,3
Purdue,2009-09-05,1,,Toledo,W,4,31
Rice,2009-09-05,1,@,Alabama-Birmingham,L,6,44
San Diego State,2009-09-05,1,@,UCLA,L,4,33
San Jose State,2009-09-05,1,@,Southern California,L,8,56
SMU,2009-09-05,1,,Stephen F. Austin,W,2,23
South Florida,2009-09-05,1,,Wofford,W,1,7
Southern Mississippi,2009-09-05,1,,Alcorn State,W,0,0
Stanford,2009-09-05,1,@,Washington State,W,1,13
Syracuse,2009-09-05,1,,Minnesota,L,2,23
Tennessee,2009-09-05,1,,Western Kentucky,W,1,7
Texas,2009-09-05,1,,Louisiana-Monroe,W,2,20
Texas A&M,2009-09-05,1,,New Mexico,W,0,6
Texas Tech,2009-09-05,1,,North Dakota,W,1,13
Toledo,2009-09-05,1,@,Purdue,L,7,52
UAB,2009-09-05,1,,Rice,W,3,24
UCF,2009-09-05,1,,Samford,W,3,24
UCLA,2009-09-05,1,,San Diego State,W,2,14
UNLV,2009-09-05,1,,Sacramento State,W,0,3
USC,2009-09-05,1,,San Jose State,W,0,3
UTEP,2009-09-05,1,,Buffalo,L,3,23
Vanderbilt,2009-09-05,1,,Western Carolina,W,0,0
Virginia,2009-09-05,1,,William & Mary,L,2,26
Virginia Tech,2009-09-05,1,N,Alabama,L,3,34
Wake Forest,2009-09-05,1,,Baylor,L,3,24
Washington,2009-09-05,1,,Louisiana State,L,4,31
Washington State,2009-09-05,1,,Stanford,L,5,39
West Virginia,2009-09-05,1,,Liberty,W,2,20
Western Kentucky,2009-09-05,1,@,Tennessee,L,9,63
Western Michigan,2009-09-05,1,@,Michigan,L,4,31
Wisconsin,2009-09-05,1,,Northern Illinois,W,2,20
Wyoming,2009-09-05,1,,Weber State,W,3,22
Colorado,2009-09-06,1,,Colorado State,L,2,23
Colorado State,2009-09-06,1,@,Colorado,W,2,17
Memphis,2009-09-06,1,,Mississippi,L,6,45
Ole Miss,2009-09-06,1,@,Memphis,W,2,14
Cincinnati,2009-09-07,1,@,Rutgers,W,2,15
Florida State,2009-09-07,1,,Miami (FL),L,5,38
Miami (FL),2009-09-07,1,@,Florida State,W,4,34
Rutgers,2009-09-07,1,,Cincinnati,L,6,47
Clemson,2009-09-10,2,@,Georgia Tech,L,3,30
Georgia Tech,2009-09-10,2,,Clemson,W,3,27
Colorado,2009-09-11,2,@,Toledo,L,7,54
Toledo,2009-09-11,2,,Colorado,W,5,38
Air Force,2009-09-12,2,@,Minnesota,L,2,20
Akron,2009-09-12,2,,Morgan State,W,0,0
Alabama,2009-09-12,2,,Florida International,W,2,14
Arizona,2009-09-12,2,,Northern Arizona,W,2,17
Arkansas State,2009-09-12,2,@,Nebraska,L,5,38
Army,2009-09-12,2,,Duke,L,5,35
Auburn,2009-09-12,2,,Mississippi State,W,3,24
Ball State,2009-09-12,2,,New Hampshire,L,3,23
Boise State,2009-09-12,2,,Miami (OH),W,0,0
Boston College,2009-09-12,2,,Kent State,W,1,7
Bowling Green State,2009-09-12,2,@,Missouri,L,3,27
Brigham Young,2009-09-12,2,@,Tulane,W,0,3
Buffalo,2009-09-12,2,,Pittsburgh,L,8,54
California,2009-09-12,2,,Eastern Washington,W,1,7
Central Michigan,2009-09-12,2,@,Michigan State,W,3,27
Cincinnati,2009-09-12,2,,Southeast Missouri State,W,0,3
Colorado State,2009-09-12,2,,Weber State,W,3,23
Connecticut,2009-09-12,2,,North Carolina,L,1,12
Duke,2009-09-12,2,@,Army,W,2,19
East Carolina,2009-09-12,2,@,West Virginia,L,5,35
Eastern Michigan,2009-09-12,2,@,Northwestern,L,3,27
Florida,2009-09-12,2,,Troy,W,0,6
Florida International,2009-09-12,1,@,Alabama,L,5,40
Florida State,2009-09-12,2,,Jacksonville State,W,1,9
Fresno State,2009-09-12,2,@,Wisconsin,L,4,34
Georgia,2009-09-12,2,,South Carolina,W,3,37
Hawaii,2009-09-12,2,@,Washington State,W,2,20
Houston,2009-09-12,2,@,Oklahoma State,W,5,35
Idaho,2009-09-12,2,@,Washington,L,6,42
Illinois,2009-09-12,2,,Illinois State,W,2,17
Indiana,2009-09-12,2,,Western Michigan,W,2,19
Iowa,2009-09-12,2,@,Iowa State,W,0,3
Iowa State,2009-09-12,2,,Iowa,L,5,35
Kansas,2009-09-12,2,@,Texas-El Paso,W,1,7
Kansas State,2009-09-12,2,@,Louisiana,L,2,17
Kent State,2009-09-12,2,@,Boston College,L,4,34
Louisiana,2009-09-12,2,,Kansas State,W,2,15
Louisiana Tech,2009-09-12,2,@,Navy,L,4,32
Louisiana-Monroe,2009-09-12,2,,Texas Southern,W,0,0
LSU,2009-09-12,2,,Vanderbilt,W,1,9
Marshall,2009-09-12,2,@,Virginia Tech,L,7,52
Maryland,2009-09-12,2,,James Madison,W,5,35
Memphis,2009-09-12,2,@,Middle Tennessee State,L,4,31
Miami (OH),2009-09-12,2,@,Boise State,L,7,48
Michigan,2009-09-12,2,,Notre Dame,W,4,34
Michigan State,2009-09-12,2,,Central Michigan,L,3,29
Middle Tennessee State,2009-09-12,2,,Memphis,W,2,14
Minnesota,2009-09-12,2,,Air Force,W,1,13
Mississippi State,2009-09-12,2,@,Auburn,L,7,49
Missouri,2009-09-12,2,,Bowling Green State,W,2,20
Navy,2009-09-12,2,,Louisiana Tech,W,2,14
Nebraska,2009-09-12,2,,Arkansas State,W,1,9
New Mexico,2009-09-12,2,,Tulsa,L,6,44
New Mexico State,2009-09-12,2,,Prairie View A&M,W,2,18
North Carolina,2009-09-12,2,@,Connecticut,W,1,10
North Carolina State,2009-09-12,2,,Murray State,W,1,7
North Texas,2009-09-12,2,,Ohio,L,3,31
Northern Illinois,2009-09-12,2,,Western Illinois,W,1,7
Northwestern,2009-09-12,2,,Eastern Michigan,W,3,24
Notre Dame,2009-09-12,2,@,Michigan,L,5,38
Ohio,2009-09-12,2,@,North Texas,W,3,30
Ohio State,2009-09-12,2,,Southern California,L,2,18
Oklahoma,2009-09-12,2,,Idaho State,W,0,0
Oklahoma State,2009-09-12,2,,Houston,L,6,45
Oregon,2009-09-12,2,,Purdue,W,5,36
Oregon State,2009-09-12,2,@,Nevada-Las Vegas,W,3,21
Penn State,2009-09-12,2,,Syracuse,W,1,7
Pitt,2009-09-12,2,@,Buffalo,W,4,27
Purdue,2009-09-12,2,@,Oregon,L,5,38
Rice,2009-09-12,2,@,Texas Tech,L,8,55
Rutgers,2009-09-12,2,,Howard,W,1,7
San Diego State,2009-09-12,2,,Southern Utah,W,2,19
San Jose State,2009-09-12,2,,Utah,L,3,24
SMU,2009-09-12,2,@,Alabama-Birmingham,W,5,33
South Carolina,2009-09-12,2,@,Georgia,L,5,41
South Florida,2009-09-12,2,@,Western Kentucky,W,1,13
Southern Mississippi,2009-09-12,2,,Central Florida,W,2,19
Stanford,2009-09-12,2,@,Wake Forest,L,3,24
Syracuse,2009-09-12,2,@,Penn State,L,4,28
Tennessee,2009-09-12,2,,UCLA,L,1,19
Texas,2009-09-12,2,@,Wyoming,W,1,10
Texas Christian,2009-09-12,1,@,Virginia,W,2,14
Texas Tech,2009-09-12,2,,Rice,W,1,10
Troy,2009-09-12,2,@,Florida,L,8,56
Tulane,2009-09-12,2,,Brigham Young,L,7,54
Tulsa,2009-09-12,2,@,New Mexico,W,1,10
UAB,2009-09-12,2,,Southern Methodist,L,5,35
UCF,2009-09-12,2,@,Southern Mississippi,L,3,26
UCLA,2009-09-12,2,@,Tennessee,W,1,15
UNLV,2009-09-12,2,,Oregon State,L,3,23
USC,2009-09-12,2,@,Ohio State,W,1,15
Utah,2009-09-12,2,@,San Jose State,W,2,14
UTEP,2009-09-12,2,,Kansas,L,4,34
Vanderbilt,2009-09-12,2,@,Louisiana State,L,2,23
Virginia,2009-09-12,2,,Texas Christian,L,3,30
Virginia Tech,2009-09-12,2,,Marshall,W,1,10
Wake Forest,2009-09-12,2,,Stanford,W,2,17
Washington,2009-09-12,2,,Idaho,W,2,23
Washington State,2009-09-12,2,,Hawaii,L,5,38
West Virginia,2009-09-12,2,,East Carolina,W,2,20
Western Kentucky,2009-09-12,2,,South Florida,L,5,35
Western Michigan,2009-09-12,2,@,Indiana,L,2,23
Wisconsin,2009-09-12,2,,Fresno State,W,4,31
Wyoming,2009-09-12,2,,Texas,L,5,41
Georgia Tech,2009-09-17,3,@,Miami (FL),L,4,33
Miami (FL),2009-09-17,2,,Georgia Tech,W,2,17
Boise State,2009-09-18,3,@,Fresno State,W,4,34
Fresno State,2009-09-18,3,,Boise State,L,6,51
Air Force,2009-09-19,3,@,New Mexico,W,2,13
Akron,2009-09-19,3,,Indiana,L,5,38
Alabama,2009-09-19,3,,North Texas,W,1,7
Arizona,2009-09-19,3,@,Iowa,L,3,27
Arizona State,2009-09-19,2,,Louisiana-Monroe,W,2,14
Arkansas,2009-09-19,2,,Georgia,L,6,52
Army,2009-09-19,3,,Ball State,W,2,17
Auburn,2009-09-19,3,,West Virginia,W,4,30
Ball State,2009-09-19,3,@,Army,L,3,24
Baylor,2009-09-19,2,,Connecticut,L,3,30
Boston College,2009-09-19,3,@,Clemson,L,1,25
Bowling Green State,2009-09-19,3,@,Marshall,L,2,17
Brigham Young,2009-09-19,3,,Florida State,L,7,54
Buffalo,2009-09-19,3,@,Central Florida,L,2,23
California,2009-09-19,3,@,Minnesota,W,3,21
Central Michigan,2009-09-19,3,,Alcorn State,W,0,0
Cincinnati,2009-09-19,3,@,Oregon State,W,1,18
Clemson,2009-09-19,3,,Boston College,W,1,7
Colorado,2009-09-19,3,,Wyoming,W,0,0
Colorado State,2009-09-19,3,,Nevada,W,3,20
Connecticut,2009-09-19,3,@,Baylor,W,3,22
Duke,2009-09-19,3,@,Kansas,L,6,44
East Carolina,2009-09-19,3,@,North Carolina,L,4,31
Eastern Michigan,2009-09-19,3,@,Michigan,L,6,45
Florida,2009-09-19,3,,Tennessee,W,1,13
Florida Atlantic,2009-09-19,2,@,South Carolina,L,5,38
Florida International,2009-09-19,2,@,Rutgers,L,2,23
Florida State,2009-09-19,3,@,Brigham Young,W,4,28
Georgia,2009-09-19,3,@,Arkansas,W,5,41
Hawaii,2009-09-19,3,@,Nevada-Las Vegas,L,5,34
Idaho,2009-09-19,3,,San Diego State,W,2,20
Indiana,2009-09-19,3,@,Akron,W,3,21
Iowa,2009-09-19,3,,Arizona,W,2,17
Iowa State,2009-09-19,3,@,Kent State,W,2,14
Kansas,2009-09-19,3,,Duke,W,2,16
Kansas State,2009-09-19,3,@,UCLA,L,2,23
Kent State,2009-09-19,3,,Iowa State,L,4,34
Kentucky,2009-09-19,2,,Louisville,W,3,27
Louisiana,2009-09-19,3,@,Louisiana State,L,4,31
Louisiana Tech,2009-09-19,3,,Nicholls State,W,1,13
Louisiana-Monroe,2009-09-19,3,@,Arizona State,L,5,38
Louisville,2009-09-19,2,@,Kentucky,L,4,31
LSU,2009-09-19,3,,Louisiana,W,0,3
Marshall,2009-09-19,3,,Bowling Green State,W,1,10
Maryland,2009-09-19,3,,Middle Tennessee State,L,4,32
Memphis,2009-09-19,3,,Tennessee-Martin,W,2,14
Miami (OH),2009-09-19,3,@,Western Michigan,L,7,48
Michigan,2009-09-19,3,,Eastern Michigan,W,2,17
Michigan State,2009-09-19,3,@,Notre Dame,L,4,33
Middle Tennessee State,2009-09-19,3,@,Maryland,W,4,31
Minnesota,2009-09-19,3,,California,L,5,35
Mississippi State,2009-09-19,3,@,Vanderbilt,W,0,3
Missouri,2009-09-19,3,,Furman,W,2,12
Navy,2009-09-19,3,@,Pittsburgh,L,3,27
Nebraska,2009-09-19,3,@,Virginia Tech,L,2,16
Nevada,2009-09-19,2,@,Colorado State,L,5,35
New Mexico,2009-09-19,3,,Air Force,L,4,37
New Mexico State,2009-09-19,3,,Texas-El Paso,L,5,38
North Carolina,2009-09-19,3,,East Carolina,W,2,17
North Carolina State,2009-09-19,3,,Gardner-Webb,W,2,14
North Texas,2009-09-19,3,@,Alabama,L,7,53
Northern Illinois,2009-09-19,3,@,Purdue,W,3,21
Northwestern,2009-09-19,3,@,Syracuse,L,4,37
Notre Dame,2009-09-19,3,,Michigan State,W,4,30
Ohio,2009-09-19,3,,Cal Poly,W,1,10
Ohio State,2009-09-19,3,N,Toledo,W,0,0
Oklahoma,2009-09-19,3,,Tulsa,W,0,0
Oklahoma State,2009-09-19,3,,Rice,W,3,24
Ole Miss,2009-09-19,2,,Southeastern Louisiana,W,0,6
Oregon,2009-09-19,3,,Utah,W,3,24
Oregon State,2009-09-19,3,,Cincinnati,L,4,28
Penn State,2009-09-19,3,,Temple,W,0,6
Pitt,2009-09-19,3,,Navy,W,2,14
Purdue,2009-09-19,3,,Northern Illinois,L,4,28
Rice,2009-09-19,3,@,Oklahoma State,L,5,41
Rutgers,2009-09-19,3,,Florida International,W,2,15
San Diego State,2009-09-19,3,@,Idaho,L,4,34
San Jose State,2009-09-19,3,@,Stanford,L,6,42
SMU,2009-09-19,3,@,Washington State,L,4,30
South Carolina,2009-09-19,3,,Florida Atlantic,W,2,16
South Florida,2009-09-19,3,,Charleston Southern,W,0,0
Southern Mississippi,2009-09-19,3,,Virginia,W,4,34
Stanford,2009-09-19,3,,San Jose State,W,2,17
Syracuse,2009-09-19,3,,Northwestern,W,5,34
Temple,2009-09-19,2,@,Penn State,L,4,31
Tennessee,2009-09-19,3,@,Florida,L,2,23
Texas,2009-09-19,3,,Texas Tech,W,3,24
Texas A&M,2009-09-19,2,,Utah State,W,4,30
Texas Christian,2009-09-19,2,,Texas State,W,3,21
Texas Tech,2009-09-19,3,@,Texas,L,4,34
Toledo,2009-09-19,3,N,Ohio State,L,5,38
Troy,2009-09-19,3,,Alabama-Birmingham,W,1,14
Tulsa,2009-09-19,3,@,Oklahoma,L,6,45
UAB,2009-09-19,3,@,Troy,L,3,27
UCF,2009-09-19,3,,Buffalo,W,2,17
UCLA,2009-09-19,3,,Kansas State,W,1,9
UNLV,2009-09-19,3,,Hawaii,W,4,33
USC,2009-09-19,3,@,Washington,L,1,16
Utah,2009-09-19,3,@,Oregon,L,4,31
Utah State,2009-09-19,2,@,Texas A&M,L,5,38
UTEP,2009-09-19,3,@,New Mexico State,W,2,12
Vanderbilt,2009-09-19,3,,Mississippi State,L,1,15
Virginia,2009-09-19,3,@,Southern Mississippi,L,5,37
Virginia Tech,2009-09-19,3,,Nebraska,W,0,15
Wake Forest,2009-09-19,3,,Elon,W,1,7
Washington,2009-09-19,3,,Southern California,W,1,13
Washington State,2009-09-19,3,,Southern Methodist,W,3,27
West Virginia,2009-09-19,3,@,Auburn,L,5,41
Western Kentucky,2009-09-19,3,,Central Arkansas,L,4,28
Western Michigan,2009-09-19,3,,Miami (OH),W,4,26
Wisconsin,2009-09-19,3,,Wofford,W,2,14
Wyoming,2009-09-19,3,@,Colorado,L,3,24
Ole Miss,2009-09-24,3,@,South Carolina,L,1,16
South Carolina,2009-09-24,4,,Mississippi,W,1,10
Missouri,2009-09-25,4,@,Nevada,W,3,21
Nevada,2009-09-25,3,,Missouri,L,3,31
Air Force,2009-09-26,4,,San Diego State,W,2,14
Akron,2009-09-26,4,@,Central Michigan,L,7,48
Alabama,2009-09-26,4,,Arkansas,W,1,7
Arizona,2009-09-26,4,@,Oregon State,W,4,32
Arizona State,2009-09-26,3,@,Georgia,L,2,20
Arkansas,2009-09-26,3,@,Alabama,L,5,35
Arkansas State,2009-09-26,3,,Troy,L,3,30
Army,2009-09-26,4,@,Iowa State,L,4,31
Auburn,2009-09-26,4,,Ball State,W,3,30
Ball State,2009-09-26,4,@,Auburn,L,7,54
Baylor,2009-09-26,3,,Northwestern State,W,1,13
Boise State,2009-09-26,4,@,Bowling Green State,W,2,14
Boston College,2009-09-26,4,,Wake Forest,W,3,24
Bowling Green State,2009-09-26,4,,Boise State,L,7,49
Brigham Young,2009-09-26,4,,Colorado State,W,3,23
Buffalo,2009-09-26,4,@,Temple,L,4,37
California,2009-09-26,4,@,Oregon,L,5,42
Central Michigan,2009-09-26,4,,Akron,W,3,21
Cincinnati,2009-09-26,4,,Fresno State,W,2,20
Clemson,2009-09-26,4,,Texas Christian,L,2,14
Colorado State,2009-09-26,4,@,Brigham Young,L,6,42
Connecticut,2009-09-26,4,,Rhode Island,W,1,10
Duke,2009-09-26,4,,North Carolina Central,W,2,14
East Carolina,2009-09-26,4,,Central Florida,W,2,14
Florida,2009-09-26,4,@,Kentucky,W,1,7
Florida Atlantic,2009-09-26,3,,Louisiana-Monroe,L,3,27
Florida International,2009-09-26,3,,Toledo,L,5,41
Florida State,2009-09-26,4,,South Florida,L,2,17
Fresno State,2009-09-26,4,@,Cincinnati,L,4,28
Georgia,2009-09-26,4,,Arizona State,W,2,17
Georgia Tech,2009-09-26,4,,North Carolina,W,1,7
Houston,2009-09-26,3,,Texas Tech,W,4,28
Idaho,2009-09-26,4,@,Northern Illinois,W,3,31
Illinois,2009-09-26,3,@,Ohio State,L,3,30
Indiana,2009-09-26,4,@,Michigan,L,5,36
Iowa,2009-09-26,4,@,Penn State,W,1,10
Iowa State,2009-09-26,4,,Army,W,1,10
Kansas,2009-09-26,4,,Southern Mississippi,W,4,28
Kansas State,2009-09-26,4,,Tennessee Tech,W,1,7
Kent State,2009-09-26,4,,Miami (OH),W,2,19
Kentucky,2009-09-26,3,,Florida,L,5,41
Louisiana,2009-09-26,4,@,Nebraska,L,7,55
Louisiana-Monroe,2009-09-26,4,@,Florida Atlantic,W,3,25
Louisville,2009-09-26,3,@,Utah,L,3,30
LSU,2009-09-26,4,@,Mississippi State,W,3,26
Marshall,2009-09-26,4,@,Memphis,W,1,16
Maryland,2009-09-26,4,,Rutgers,L,4,34
Memphis,2009-09-26,4,,Marshall,L,3,27
Miami (FL),2009-09-26,3,@,Virginia Tech,L,4,31
Miami (OH),2009-09-26,4,@,Kent State,L,3,29
Michigan,2009-09-26,4,,Indiana,W,3,33
Michigan State,2009-09-26,4,@,Wisconsin,L,5,38
Middle Tennessee State,2009-09-26,4,@,North Texas,W,3,21
Minnesota,2009-09-26,4,@,Northwestern,W,3,24
Mississippi State,2009-09-26,4,,Louisiana State,L,4,30
Navy,2009-09-26,4,,Western Kentucky,W,3,22
Nebraska,2009-09-26,4,,Louisiana,W,0,0
New Mexico,2009-09-26,4,,New Mexico State,L,2,20
New Mexico State,2009-09-26,4,@,New Mexico,W,2,17
North Carolina,2009-09-26,4,@,Georgia Tech,L,3,24
North Carolina State,2009-09-26,4,,Pittsburgh,W,4,31
North Texas,2009-09-26,4,,Middle Tennessee State,L,4,37
Northern Illinois,2009-09-26,4,,Idaho,L,4,34
Northwestern,2009-09-26,4,,Minnesota,L,5,35
Notre Dame,2009-09-26,4,@,Purdue,W,3,21
Ohio,2009-09-26,4,@,Tennessee,L,4,34
Ohio State,2009-09-26,4,,Illinois,W,0,0
Oklahoma State,2009-09-26,4,,Grambling State,W,0,6
Oregon,2009-09-26,4,,California,W,0,3
Oregon State,2009-09-26,4,,Arizona,L,5,37
Penn State,2009-09-26,4,,Iowa,L,2,21
Pitt,2009-09-26,4,@,North Carolina State,L,5,38
Purdue,2009-09-26,4,,Notre Dame,L,3,24
Rice,2009-09-26,4,,Vanderbilt,L,4,36
Rutgers,2009-09-26,4,@,Maryland,W,1,13
San Diego State,2009-09-26,4,@,Air Force,L,2,26
San Jose State,2009-09-26,4,,Cal Poly,W,1,9
South Florida,2009-09-26,4,@,Florida State,W,1,7
Southern Mississippi,2009-09-26,4,@,Kansas,L,5,35
Stanford,2009-09-26,4,,Washington,W,2,14
Syracuse,2009-09-26,4,,Maine,W,3,24
Temple,2009-09-26,3,,Buffalo,W,1,13
Tennessee,2009-09-26,4,,Ohio,W,2,23
Texas,2009-09-26,4,,Texas-El Paso,W,1,7
Texas A&M,2009-09-26,3,,Alabama-Birmingham,W,2,19
Texas Christian,2009-09-26,3,@,Clemson,W,1,10
Texas Tech,2009-09-26,4,@,Houston,L,3,29
Toledo,2009-09-26,4,@,Florida International,W,4,31
Troy,2009-09-26,4,@,Arkansas State,W,3,27
Tulane,2009-09-26,3,,McNeese State,W,4,32
Tulsa,2009-09-26,4,,Sam Houston State,W,0,3
UAB,2009-09-26,4,@,Texas A&M,L,8,56
UCF,2009-09-26,4,@,East Carolina,L,2,19
UNLV,2009-09-26,4,@,Wyoming,L,3,30
USC,2009-09-26,4,,Washington State,W,1,6
Utah,2009-09-26,4,,Louisville,W,2,14
Utah State,2009-09-26,3,,Southern Utah,W,4,34
UTEP,2009-09-26,4,@,Texas,L,8,64
Vanderbilt,2009-09-26,4,@,Rice,W,2,17
Virginia Tech,2009-09-26,4,,Miami (FL),W,1,7
Wake Forest,2009-09-26,4,@,Boston College,L,3,27
Washington,2009-09-26,4,@,Stanford,L,4,34
Washington State,2009-09-26,4,@,Southern California,L,4,27
Western Kentucky,2009-09-26,4,@,Navy,L,5,38
Western Michigan,2009-09-26,4,,Hofstra,W,1,10
Wisconsin,2009-09-26,4,,Michigan State,W,4,30
Wyoming,2009-09-26,4,,Nevada-Las Vegas,W,3,27
Hawaii,2009-09-30,4,@,Louisiana Tech,L,3,27
Louisiana Tech,2009-09-30,4,,Hawaii,W,0,6
Colorado,2009-10-01,4,@,West Virginia,L,5,35
Southern Mississippi,2009-10-01,5,@,Alabama-Birmingham,L,3,30
UAB,2009-10-01,5,,Southern Mississippi,W,2,17
West Virginia,2009-10-01,4,,Colorado,W,3,24
Brigham Young,2009-10-02,5,,Utah State,W,2,17
Louisville,2009-10-02,4,,Pittsburgh,L,5,35
Pitt,2009-10-02,5,@,Louisville,W,1,10
Utah State,2009-10-02,4,@,Brigham Young,L,5,35
Air Force,2009-10-03,5,@,Navy,L,1,16
Alabama,2009-10-03,5,@,Kentucky,W,2,20
Arizona State,2009-10-03,4,,Oregon State,L,4,28
Arkansas,2009-10-03,4,N,Texas A&M,W,2,19
Arkansas State,2009-10-03,4,@,Iowa,L,3,24
Army,2009-10-03,5,,Tulane,L,2,17
Auburn,2009-10-03,5,@,Tennessee,W,3,22
Ball State,2009-10-03,5,,Toledo,L,5,37
Baylor,2009-10-03,4,,Kent State,W,2,15
Boise State,2009-10-03,5,,California-Davis,W,2,16
Boston College,2009-10-03,5,,Florida State,W,2,21
Bowling Green State,2009-10-03,5,,Ohio,L,6,44
Buffalo,2009-10-03,5,,Central Michigan,L,3,20
California,2009-10-03,5,,Southern California,L,3,30
Central Michigan,2009-10-03,5,@,Buffalo,W,1,13
Cincinnati,2009-10-03,5,@,Miami (OH),W,2,13
Clemson,2009-10-03,5,@,Maryland,L,3,24
Colorado State,2009-10-03,5,@,Idaho,L,4,31
Duke,2009-10-03,5,,Virginia Tech,L,4,34
East Carolina,2009-10-03,5,@,Marshall,W,2,17
Eastern Michigan,2009-10-03,4,,Temple,L,3,24
Florida Atlantic,2009-10-03,4,,Wyoming,L,4,30
Florida International,2009-10-03,4,@,Louisiana-Monroe,L,6,48
Florida State,2009-10-03,5,@,Boston College,L,4,28
Georgia,2009-10-03,5,,Louisiana State,L,2,20
Georgia Tech,2009-10-03,5,@,Mississippi State,W,4,31
Houston,2009-10-03,4,@,Texas-El Paso,L,8,58
Idaho,2009-10-03,5,,Colorado State,W,4,29
Illinois,2009-10-03,4,,Penn State,L,5,35
