School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Pitt,2012-09-01,1,,Youngstown State,L,4,31
Purdue,2012-09-01,1,,Eastern Kentucky,W,1,6
Rutgers,2012-09-01,1,@,Tulane,W,1,12
San Diego State,2012-09-01,1,@,Washington,L,3,21
South Alabama,2012-09-01,1,,Texas-San Antonio,L,3,33
South Florida,2012-09-01,1,,Chattanooga,W,1,13
Southern Mississippi,2012-09-01,1,@,Nebraska,L,7,49
Syracuse,2012-09-01,1,,Northwestern,L,6,42
Texas,2012-09-01,1,,Wyoming,W,2,17
Texas State,2012-09-01,1,@,Houston,W,1,13
Texas Tech,2012-09-01,1,,Northwestern State,W,0,6
Toledo,2012-09-01,1,@,Arizona,L,3,24
Troy,2012-09-01,1,@,Alabama-Birmingham,W,4,29
Tulane,2012-09-01,1,,Rutgers,L,3,24
Tulsa,2012-09-01,1,@,Iowa State,L,5,38
UAB,2012-09-01,1,,Troy,L,5,39
USC,2012-09-01,1,,Hawaii,W,1,10
UTEP,2012-09-01,1,,Oklahoma,L,3,24
UTSA,2012-09-01,1,@,South Alabama,W,4,31
Virginia,2012-09-01,1,,Richmond,W,3,19
Wake Forest,2012-09-01,1,,Liberty,W,2,17
Washington,2012-09-01,1,,San Diego State,W,2,12
West Virginia,2012-09-01,1,,Marshall,W,4,34
Western Kentucky,2012-09-01,1,,Austin Peay,W,1,10
Western Michigan,2012-09-01,1,@,Illinois,L,3,24
Wisconsin,2012-09-01,1,,Northern Iowa,W,3,21
Wyoming,2012-09-01,1,@,Texas,L,5,37
Baylor,2012-09-02,1,,Southern Methodist,W,3,24
Kentucky,2012-09-02,1,@,Louisville,L,4,32
Louisville,2012-09-02,1,,Kentucky,W,2,14
SMU,2012-09-02,1,@,Baylor,L,8,59
Georgia Tech,2012-09-03,1,@,Virginia Tech,L,2,20
Virginia Tech,2012-09-03,1,,Georgia Tech,W,2,17
Cincinnati,2012-09-06,1,,Pittsburgh,W,1,10
Pitt,2012-09-06,2,@,Cincinnati,L,4,34
Utah,2012-09-07,2,@,Utah State,L,4,27
Utah State,2012-09-07,2,,Utah,W,2,20
Air Force,2012-09-08,2,@,Michigan,L,4,31
Akron,2012-09-08,2,@,Florida International,L,5,41
Alabama,2012-09-08,2,,Western Kentucky,W,0,0
Arizona,2012-09-08,2,,Oklahoma State,W,5,38
Arizona State,2012-09-08,2,,Illinois,W,2,14
Arkansas,2012-09-08,2,,Louisiana-Monroe,L,5,34
Arkansas State,2012-09-08,2,,Memphis,W,4,28
Army,2012-09-08,1,@,San Diego State,L,6,42
Auburn,2012-09-08,2,@,Mississippi State,L,4,28
Ball State,2012-09-08,2,@,Clemson,L,7,52
Boston College,2012-09-08,2,,Maine,W,0,3
Bowling Green State,2012-09-08,2,,Idaho,W,1,13
Brigham Young,2012-09-08,2,,Weber State,W,2,13
Buffalo,2012-09-08,2,,Morgan State,W,4,34
California,2012-09-08,2,,Southern Utah,W,4,31
Central Michigan,2012-09-08,2,,Michigan State,L,5,41
Clemson,2012-09-08,2,,Ball State,W,3,27
Colorado,2012-09-08,2,,Sacramento State,L,3,30
Colorado State,2012-09-08,2,,North Dakota State,L,2,22
Connecticut,2012-09-08,2,,North Carolina State,L,1,10
Duke,2012-09-08,2,@,Stanford,L,6,50
East Carolina,2012-09-08,2,@,South Carolina,L,7,48
Eastern Michigan,2012-09-08,2,,Illinois State,L,4,31
Florida,2012-09-08,2,@,Texas A&M,W,2,17
Florida Atlantic,2012-09-08,2,@,Middle Tennessee State,L,4,31
Florida International,2012-09-08,2,,Akron,W,5,38
Florida State,2012-09-08,2,,Savannah State,W,0,0
Fresno State,2012-09-08,2,@,Oregon,L,6,42
Georgia,2012-09-08,2,@,Missouri,W,2,20
Georgia Tech,2012-09-08,2,,Presbyterian,W,0,3
Houston,2012-09-08,2,,Louisiana Tech,L,8,56
Idaho,2012-09-08,2,@,Bowling Green State,L,3,21
Illinois,2012-09-08,2,@,Arizona State,L,6,45
Indiana,2012-09-08,2,@,Massachusetts,W,1,6
Iowa,2012-09-08,2,,Iowa State,L,1,9
Iowa State,2012-09-08,2,@,Iowa,W,0,6
Kansas,2012-09-08,2,,Rice,L,2,25
Kansas State,2012-09-08,2,,Miami (FL),W,1,13
Kent State,2012-09-08,2,@,Kentucky,L,6,47
Kentucky,2012-09-08,2,,Kent State,W,2,14
Louisiana,2012-09-08,2,@,Troy,W,3,24
Louisiana Tech,2012-09-08,1,@,Houston,W,6,49
Louisiana-Monroe,2012-09-08,1,@,Arkansas,W,4,31
Louisville,2012-09-08,2,,Missouri State,W,1,7
LSU,2012-09-08,2,,Washington,W,0,3
Marshall,2012-09-08,2,,Western Carolina,W,3,24
Maryland,2012-09-08,2,@,Temple,W,3,27
Massachusetts,2012-09-08,2,,Indiana,L,6,45
Memphis,2012-09-08,2,@,Arkansas State,L,4,33
Miami (FL),2012-09-08,2,@,Kansas State,L,7,52
Miami (OH),2012-09-08,2,,Southern Illinois,W,2,14
Michigan,2012-09-08,2,,Air Force,W,3,25
Michigan State,2012-09-08,2,@,Central Michigan,W,1,7
Middle Tennessee State,2012-09-08,2,,Florida Atlantic,W,2,17
Minnesota,2012-09-08,2,,New Hampshire,W,1,7
Mississippi State,2012-09-08,2,,Auburn,W,1,10
Missouri,2012-09-08,2,,Georgia,L,5,41
Nebraska,2012-09-08,2,@,UCLA,L,4,36
Nevada,2012-09-08,2,,South Florida,L,5,32
New Mexico,2012-09-08,2,@,Texas,L,6,45
New Mexico State,2012-09-08,2,@,Ohio,L,6,51
North Carolina,2012-09-08,2,@,Wake Forest,L,4,28
North Carolina State,2012-09-08,2,@,Connecticut,W,1,7
North Texas,2012-09-08,2,,Texas Southern,W,1,7
Northern Illinois,2012-09-08,2,,Tennessee-Martin,W,1,7
Northwestern,2012-09-08,2,,Vanderbilt,W,1,13
Notre Dame,2012-09-08,2,,Purdue,W,2,17
Ohio,2012-09-08,2,,New Mexico State,W,3,24
Ohio State,2012-09-08,2,,Central Florida,W,2,16
Oklahoma,2012-09-08,2,,Florida A&M,W,1,13
Oklahoma State,2012-09-08,2,@,Arizona,L,7,59
Ole Miss,2012-09-08,2,,Texas-El Paso,W,1,10
Oregon,2012-09-08,2,,Fresno State,W,2,25
Oregon State,2012-09-08,1,,Wisconsin,W,1,7
Penn State,2012-09-08,2,@,Virginia,L,2,17
Purdue,2012-09-08,2,@,Notre Dame,L,2,20
Rice,2012-09-08,2,@,Kansas,W,3,24
Rutgers,2012-09-08,2,,Howard,W,0,0
San Diego State,2012-09-08,2,,Army,W,1,7
San Jose State,2012-09-08,2,,California-Davis,W,2,13
SMU,2012-09-08,2,,Stephen F. Austin,W,0,0
South Alabama,2012-09-08,2,,Nicholls State,W,0,3
South Carolina,2012-09-08,2,,East Carolina,W,1,10
South Florida,2012-09-08,2,@,Nevada,W,4,31
Stanford,2012-09-08,2,,Duke,W,1,13
Syracuse,2012-09-08,2,,Southern California,L,6,42
Temple,2012-09-08,2,,Maryland,L,4,36
Tennessee,2012-09-08,2,,Georgia State,W,1,13
Texas,2012-09-08,2,,New Mexico,W,0,0
Texas A&M,2012-09-08,1,,Florida,L,2,20
Texas Christian,2012-09-08,1,,Grambling State,W,0,0
Texas State,2012-09-08,2,,Texas Tech,L,7,58
Texas Tech,2012-09-08,2,@,Texas State,W,1,10
Toledo,2012-09-08,2,@,Wyoming,W,3,31
Troy,2012-09-08,2,,Louisiana,L,4,37
Tulane,2012-09-08,2,@,Tulsa,L,6,45
Tulsa,2012-09-08,2,,Tulane,W,1,10
UCF,2012-09-08,2,@,Ohio State,L,4,31
UCLA,2012-09-08,2,,Nebraska,W,3,30
UNLV,2012-09-08,2,,Northern Arizona,L,2,17
USC,2012-09-08,2,@,Syracuse,W,4,29
UTEP,2012-09-08,2,@,Mississippi,L,4,28
UTSA,2012-09-08,2,,Texas A&M-Commerce,W,2,16
Vanderbilt,2012-09-08,2,@,Northwestern,L,2,23
Virginia,2012-09-08,2,,Penn State,W,2,16
Virginia Tech,2012-09-08,2,,Austin Peay,W,1,7
Wake Forest,2012-09-08,2,,North Carolina,W,3,27
Washington,2012-09-08,2,@,Louisiana State,L,5,41
Washington State,2012-09-08,2,,Eastern Washington,W,3,20
Western Kentucky,2012-09-08,2,@,Alabama,L,5,35
Western Michigan,2012-09-08,2,,Eastern Illinois,W,3,21
Wisconsin,2012-09-08,2,@,Oregon State,L,1,10
Wyoming,2012-09-08,2,,Toledo,L,4,34
Rutgers,2012-09-13,3,@,South Florida,W,1,13
South Florida,2012-09-13,3,,Rutgers,L,2,23
UNLV,2012-09-14,3,,Washington State,L,5,35
Washington State,2012-09-14,3,@,Nevada-Las Vegas,W,3,27
Akron,2012-09-15,3,,Morgan State,W,0,6
Alabama,2012-09-15,3,@,Arkansas,W,0,0
Arizona,2012-09-15,3,,South Carolina State,W,0,0
Arizona State,2012-09-15,3,@,Missouri,L,3,24
Arkansas,2012-09-15,3,,Alabama,L,7,52
Arkansas State,2012-09-15,3,@,Nebraska,L,6,42
Army,2012-09-15,2,,Northern Illinois,L,6,41
Auburn,2012-09-15,3,,Louisiana-Monroe,W,4,28
Ball State,2012-09-15,3,@,Indiana,W,5,39
Baylor,2012-09-15,2,,Sam Houston State,W,2,23
Boise State,2012-09-15,2,,Miami (OH),W,1,12
Boston College,2012-09-15,3,@,Northwestern,L,1,22
Bowling Green State,2012-09-15,3,@,Toledo,L,3,27
Brigham Young,2012-09-15,3,@,Utah,L,3,24
California,2012-09-15,3,@,Ohio State,L,5,35
Cincinnati,2012-09-15,2,,Delaware State,W,1,7
Clemson,2012-09-15,3,,Furman,W,1,7
Colorado,2012-09-15,3,@,Fresno State,L,10,69
Colorado State,2012-09-15,3,@,San Jose State,L,5,40
Connecticut,2012-09-15,3,@,Maryland,W,3,21
Duke,2012-09-15,3,,North Carolina Central,W,2,17
East Carolina,2012-09-15,3,@,Southern Mississippi,W,2,14
Eastern Michigan,2012-09-15,3,@,Purdue,L,8,54
Florida,2012-09-15,3,@,Tennessee,W,3,20
Florida Atlantic,2012-09-15,3,@,Georgia,L,8,56
Florida International,2012-09-15,3,@,Central Florida,L,4,33
Florida State,2012-09-15,3,,Wake Forest,W,0,0
Fresno State,2012-09-15,3,,Colorado,W,2,14
Georgia,2012-09-15,3,,Florida Atlantic,W,3,20
Georgia Tech,2012-09-15,3,,Virginia,W,3,20
Hawaii,2012-09-15,2,,Lamar,W,0,2
Houston,2012-09-15,3,@,UCLA,L,4,37
Idaho,2012-09-15,3,@,Louisiana State,L,9,63
Illinois,2012-09-15,3,,Charleston Southern,W,0,0
Indiana,2012-09-15,3,,Ball State,L,5,41
Iowa,2012-09-15,3,,Northern Iowa,W,1,16
Iowa State,2012-09-15,3,,Western Illinois,W,0,3
Kansas,2012-09-15,3,,Texas Christian,L,2,20
Kansas State,2012-09-15,3,,North Texas,W,3,21
Kentucky,2012-09-15,3,,Western Kentucky,L,4,32
Louisiana,2012-09-15,3,@,Oklahoma State,L,8,65
Louisiana Tech,2012-09-15,2,,Rice,W,5,37
Louisiana-Monroe,2012-09-15,2,@,Auburn,L,4,31
Louisville,2012-09-15,3,,North Carolina,W,5,34
LSU,2012-09-15,3,,Idaho,W,2,14
Marshall,2012-09-15,3,,Ohio,L,3,27
Maryland,2012-09-15,3,,Connecticut,L,3,24
Massachusetts,2012-09-15,3,@,Michigan,L,9,63
Memphis,2012-09-15,3,,Middle Tennessee State,L,6,48
Miami (FL),2012-09-15,3,,Bethune-Cookman,W,1,10
Miami (OH),2012-09-15,3,@,Boise State,L,5,39
Michigan,2012-09-15,3,,Massachusetts,W,1,13
Michigan State,2012-09-15,3,,Notre Dame,L,2,20
Middle Tennessee State,2012-09-15,3,@,Memphis,W,4,30
Minnesota,2012-09-15,3,,Western Michigan,W,3,23
Mississippi State,2012-09-15,3,@,Troy,W,3,24
Missouri,2012-09-15,3,,Arizona State,W,3,20
Navy,2012-09-15,2,@,Penn State,L,5,34
Nebraska,2012-09-15,3,,Arkansas State,W,1,13
Nevada,2012-09-15,3,,Northwestern State,W,4,34
New Mexico,2012-09-15,3,@,Texas Tech,L,7,49
New Mexico State,2012-09-15,3,@,Texas-El Paso,L,6,41
North Carolina,2012-09-15,3,@,Louisville,L,5,39
North Carolina State,2012-09-15,3,,South Alabama,W,1,7
North Texas,2012-09-15,3,@,Kansas State,L,5,35
Northern Illinois,2012-09-15,3,@,Army,W,6,40
Northwestern,2012-09-15,3,,Boston College,W,1,13
Notre Dame,2012-09-15,3,@,Michigan State,W,0,3
Ohio,2012-09-15,3,@,Marshall,W,3,24
Ohio State,2012-09-15,3,,California,W,4,28
Oklahoma State,2012-09-15,3,,Louisiana,W,3,24
Ole Miss,2012-09-15,3,,Texas,L,9,66
Oregon,2012-09-15,3,,Tennessee Tech,W,2,14
Penn State,2012-09-15,3,,Navy,W,1,7
Pitt,2012-09-15,3,,Virginia Tech,W,2,17
Purdue,2012-09-15,3,,Eastern Michigan,W,2,16
Rice,2012-09-15,3,@,Louisiana Tech,L,8,56
San Diego State,2012-09-15,3,,North Dakota,W,5,41
San Jose State,2012-09-15,3,,Colorado State,W,3,20
SMU,2012-09-15,3,,Texas A&M,L,7,48
South Alabama,2012-09-15,3,@,North Carolina State,L,4,31
South Carolina,2012-09-15,3,,Alabama-Birmingham,W,0,6
Southern Mississippi,2012-09-15,2,,East Carolina,L,3,24
Stanford,2012-09-15,3,,Southern California,W,2,14
Syracuse,2012-09-15,3,,Stony Brook,W,2,17
Tennessee,2012-09-15,3,,Florida,L,4,37
Texas,2012-09-15,3,@,Mississippi,W,4,31
Texas A&M,2012-09-15,2,@,Southern Methodist,W,0,3
Texas Christian,2012-09-15,2,@,Kansas,W,0,6
Texas Tech,2012-09-15,3,,New Mexico,W,2,14
Toledo,2012-09-15,3,,Bowling Green State,W,2,15
Troy,2012-09-15,3,,Mississippi State,L,4,30
Tulsa,2012-09-15,3,,Nicholls State,W,2,16
UAB,2012-09-15,2,@,South Carolina,L,7,49
UCF,2012-09-15,3,,Florida International,W,3,20
UCLA,2012-09-15,3,,Houston,W,1,6
USC,2012-09-15,3,@,Stanford,L,3,21
Utah,2012-09-15,3,,Brigham Young,W,3,21
Utah State,2012-09-15,3,@,Wisconsin,L,2,16
UTEP,2012-09-15,3,,New Mexico State,W,4,28
UTSA,2012-09-15,3,@,Georgia State,W,2,14
Vanderbilt,2012-09-15,3,,Presbyterian,W,0,0
Virginia,2012-09-15,3,@,Georgia Tech,L,8,56
Virginia Tech,2012-09-15,3,@,Pittsburgh,L,5,35
Wake Forest,2012-09-15,3,@,Florida State,L,7,52
Washington,2012-09-15,3,,Portland State,W,2,13
West Virginia,2012-09-15,2,N,James Madison,W,1,12
Western Kentucky,2012-09-15,3,@,Kentucky,W,4,31
Western Michigan,2012-09-15,3,@,Minnesota,L,4,28
Wisconsin,2012-09-15,3,,Utah State,W,2,14
Wyoming,2012-09-15,3,,Cal Poly,L,3,24
Buffalo,2012-09-19,3,,Kent State,L,2,23
Kent State,2012-09-19,3,@,Buffalo,W,1,7
Boise State,2012-09-20,3,,Brigham Young,W,1,6
Brigham Young,2012-09-20,4,@,Boise State,L,1,7
Baylor,2012-09-21,3,@,Louisiana-Monroe,W,6,42
Louisiana-Monroe,2012-09-21,3,,Baylor,L,6,47
Air Force,2012-09-22,3,@,Nevada-Las Vegas,L,5,38
Akron,2012-09-22,4,@,Tennessee,L,5,47
Alabama,2012-09-22,4,,Florida Atlantic,W,1,7
Arizona,2012-09-22,4,@,Oregon,L,6,49
Arizona State,2012-09-22,4,,Utah,W,1,7
Arkansas,2012-09-22,4,,Rutgers,L,5,35
Arkansas State,2012-09-22,4,,Alcorn State,W,0,0
Army,2012-09-22,3,@,Wake Forest,L,7,49
Auburn,2012-09-22,4,,Louisiana State,L,1,12
Ball State,2012-09-22,4,,South Florida,W,3,27
Bowling Green State,2012-09-22,4,@,Virginia Tech,L,5,37
California,2012-09-22,4,@,Southern California,L,3,27
Central Michigan,2012-09-22,3,@,Iowa,W,4,31
Clemson,2012-09-22,4,@,Florida State,L,7,49
Colorado,2012-09-22,4,@,Washington State,W,4,34
Colorado State,2012-09-22,4,,Utah State,L,4,31
Connecticut,2012-09-22,4,@,Western Michigan,L,4,30
Duke,2012-09-22,4,,Memphis,W,2,14
East Carolina,2012-09-22,4,@,North Carolina,L,3,27
Eastern Michigan,2012-09-22,4,@,Michigan State,L,2,23
Florida,2012-09-22,4,,Kentucky,W,0,0
Florida Atlantic,2012-09-22,4,@,Alabama,L,4,40
Florida International,2012-09-22,4,,Louisville,L,4,28
Florida State,2012-09-22,4,,Clemson,W,5,37
Fresno State,2012-09-22,4,@,Tulsa,L,3,27
Georgia,2012-09-22,4,,Vanderbilt,W,0,3
Georgia Tech,2012-09-22,4,,Miami (FL),L,5,42
Hawaii,2012-09-22,3,,Nevada,L,10,69
Idaho,2012-09-22,4,,Wyoming,L,6,40
Illinois,2012-09-22,4,,Louisiana Tech,L,7,52
Iowa,2012-09-22,4,,Central Michigan,L,3,32
Kansas,2012-09-22,4,@,Northern Illinois,L,4,30
Kansas State,2012-09-22,4,@,Oklahoma,W,2,19
Kentucky,2012-09-22,4,@,Florida,L,5,38
Louisiana Tech,2012-09-22,3,@,Illinois,W,3,24
Louisville,2012-09-22,4,@,Florida International,W,3,21
LSU,2012-09-22,4,@,Auburn,W,1,10
Marshall,2012-09-22,4,@,Rice,W,6,51
Maryland,2012-09-22,4,@,West Virginia,L,4,31
Massachusetts,2012-09-22,4,@,Miami (OH),L,4,27
Memphis,2012-09-22,4,@,Duke,L,5,38
Miami (FL),2012-09-22,4,@,Georgia Tech,W,5,36
Miami (OH),2012-09-22,4,,Massachusetts,W,2,16
Michigan,2012-09-22,4,@,Notre Dame,L,1,13
Michigan State,2012-09-22,4,,Eastern Michigan,W,1,7
Minnesota,2012-09-22,4,,Syracuse,W,1,10
Mississippi State,2012-09-22,4,,South Alabama,W,1,10
Missouri,2012-09-22,4,@,South Carolina,L,4,31
Navy,2012-09-22,3,,Virginia Military Institute,W,0,3
Nebraska,2012-09-22,4,,Idaho State,W,1,7
Nevada,2012-09-22,4,@,Hawaii,W,3,24
New Mexico,2012-09-22,4,@,New Mexico State,W,2,14
New Mexico State,2012-09-22,4,,New Mexico,L,3,27
North Carolina,2012-09-22,4,,East Carolina,W,0,6
North Carolina State,2012-09-22,4,,Citadel,W,2,14
North Texas,2012-09-22,4,,Troy,L,2,14
Northern Illinois,2012-09-22,4,,Kansas,W,3,23
Northwestern,2012-09-22,4,,South Dakota,W,1,7
Notre Dame,2012-09-22,4,,Michigan,W,0,6
Ohio,2012-09-22,4,,Norfolk State,W,1,10
Ohio State,2012-09-22,4,,Alabama-Birmingham,W,1,15
Oklahoma,2012-09-22,3,,Kansas State,L,3,24
Ole Miss,2012-09-22,4,,Tulane,W,0,0
Oregon,2012-09-22,4,,Arizona,W,0,0
Oregon State,2012-09-22,2,@,UCLA,W,2,20
Penn State,2012-09-22,4,,Temple,W,1,13
Pitt,2012-09-22,4,,Gardner-Webb,W,1,10
Rice,2012-09-22,4,,Marshall,L,8,54
Rutgers,2012-09-22,4,@,Arkansas,W,3,26
San Diego State,2012-09-22,4,,San Jose State,L,5,38
San Jose State,2012-09-22,4,@,San Diego State,W,4,34
South Alabama,2012-09-22,4,@,Mississippi State,L,3,30
South Carolina,2012-09-22,4,,Missouri,W,1,10
South Florida,2012-09-22,4,@,Ball State,L,4,31
Southern Mississippi,2012-09-22,3,@,Western Kentucky,L,6,42
Syracuse,2012-09-22,4,@,Minnesota,L,2,17
Temple,2012-09-22,3,@,Penn State,L,3,24
Tennessee,2012-09-22,4,,Akron,W,2,26
Texas A&M,2012-09-22,3,,South Carolina State,W,2,14
Texas Christian,2012-09-22,3,,Virginia,W,1,7
Texas State,2012-09-22,3,,Stephen F. Austin,W,5,37
Toledo,2012-09-22,4,,Coastal Carolina,W,4,28
Troy,2012-09-22,4,@,North Texas,W,1,7
Tulane,2012-09-22,3,@,Mississippi,L,5,39
Tulsa,2012-09-22,4,,Fresno State,W,4,26
UAB,2012-09-22,3,@,Ohio State,L,4,29
UCLA,2012-09-22,4,,Oregon State,L,3,27
UNLV,2012-09-22,4,,Air Force,W,5,35
USC,2012-09-22,4,,California,W,0,9
Utah,2012-09-22,4,@,Arizona State,L,4,37
Utah State,2012-09-22,4,@,Colorado State,W,2,19
UTEP,2012-09-22,4,@,Wisconsin,L,5,37
UTSA,2012-09-22,4,,Northwestern Oklahoma State,W,0,3
Vanderbilt,2012-09-22,4,@,Georgia,L,7,48
Virginia,2012-09-22,4,@,Texas Christian,L,3,27
Virginia Tech,2012-09-22,4,,Bowling Green State,W,0,0
Wake Forest,2012-09-22,4,,Army,W,5,37
Washington State,2012-09-22,4,,Colorado,L,5,35
West Virginia,2012-09-22,3,,Maryland,W,3,21
Western Kentucky,2012-09-22,4,,Southern Mississippi,W,2,17
Western Michigan,2012-09-22,4,,Connecticut,W,3,24
Wisconsin,2012-09-22,4,,Texas-El Paso,W,3,26
Wyoming,2012-09-22,4,@,Idaho,W,4,37
Stanford,2012-09-27,4,@,Washington,L,2,17
Washington,2012-09-27,4,,Stanford,W,1,13
Brigham Young,2012-09-28,5,,Hawaii,W,0,0
Hawaii,2012-09-28,4,@,Brigham Young,L,7,47
Air Force,2012-09-29,4,,Colorado State,W,3,21
Akron,2012-09-29,5,,Miami (OH),L,7,56
Alabama,2012-09-29,5,,Mississippi,W,2,14
Arizona,2012-09-29,5,,Oregon State,L,5,38
Arizona State,2012-09-29,5,@,California,W,2,17
Arkansas,2012-09-29,5,N,Texas A&M,L,7,58
Arkansas State,2012-09-29,5,,Western Kentucky,L,3,26
Army,2012-09-29,4,,Stony Brook,L,2,23
Ball State,2012-09-29,5,@,Kent State,L,6,45
Baylor,2012-09-29,4,@,West Virginia,L,10,70
Boise State,2012-09-29,4,@,New Mexico,W,4,29
Boston College,2012-09-29,4,,Clemson,L,6,45
Bowling Green State,2012-09-29,5,,Rhode Island,W,1,8
Buffalo,2012-09-29,4,@,Connecticut,L,3,24
California,2012-09-29,5,,Arizona State,L,3,27
Central Michigan,2012-09-29,4,@,Northern Illinois,L,7,55
Cincinnati,2012-09-29,3,N,Virginia Tech,W,3,24
Clemson,2012-09-29,5,@,Boston College,W,4,31
Colorado,2012-09-29,5,,UCLA,L,6,42
Colorado State,2012-09-29,5,@,Air Force,L,6,42
Connecticut,2012-09-29,5,,Buffalo,W,2,17
Duke,2012-09-29,5,@,Wake Forest,W,3,27
East Carolina,2012-09-29,5,,Texas-El Paso,W,2,18
Florida Atlantic,2012-09-29,5,,North Texas,L,2,20
Florida International,2012-09-29,5,@,Louisiana,L,6,48
Florida State,2012-09-29,5,@,South Florida,W,2,17
Fresno State,2012-09-29,5,,San Diego State,W,6,40
Georgia,2012-09-29,5,,Tennessee,W,6,44
Georgia Tech,2012-09-29,5,,Middle Tennessee State,L,7,49
