School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
Air Force,2001-09-01,1,,Oklahoma,L,0,3,-41,14,31,45.2,161,2,35,237,6.8,2,2,1,3
Alabama,2001-09-01,1,,UCLA,L,2,17,-3,8,22,36.4,123,1,38,168,4.4,1,0,0,0
Arkansas State,2001-09-01,1,@,Georgia,L,2,17,-28,26,38,68.4,386,3,39,212,5.4,3,1,0,1
Auburn,2001-09-01,1,,Ball State,W,3,30,30,5,17,29.4,32,0,34,60,1.8,0,1,0,1
Ball State,2001-09-01,1,@,Auburn,L,0,0,-30,19,33,57.6,243,1,37,142,3.8,2,0,0,0
Boise State,2001-09-01,1,@,South Carolina,L,2,13,-19,18,26,69.2,220,1,41,172,4.2,2,1,0,1
Boston College,2001-09-01,1,,West Virginia,W,4,34,24,22,40,55.0,240,0,40,76,1.9,1,2,3,5
Bowling Green State,2001-09-01,1,@,Missouri,W,3,20,7,18,39,46.2,158,1,28,76,2.7,0,1,2,3
Brigham Young,2001-09-01,2,,Nevada,W,7,52,45,15,28,53.6,127,0,36,160,4.4,1,0,1,1
California,2001-09-01,1,,Illinois,L,2,17,-27,18,35,51.4,297,2,34,76,2.2,3,0,0,0
Clemson,2001-09-01,1,,Central Florida,W,3,21,8,29,47,61.7,297,0,22,35,1.6,2,1,0,1
Colorado,2001-09-01,2,N,Colorado State,W,5,41,27,18,40,45.0,186,2,29,108,3.7,0,0,4,4
Colorado State,2001-09-01,1,N,Colorado,L,2,14,-27,15,19,78.9,95,0,54,315,5.8,3,1,0,1
Connecticut,2001-09-01,1,@,Virginia Tech,L,1,10,-42,21,30,70.0,323,3,46,283,6.2,4,0,0,0
Duke,2001-09-01,1,,Florida State,L,2,13,-42,16,30,53.3,189,2,38,200,5.3,3,0,0,0
East Carolina,2001-09-01,1,,Wake Forest,L,3,19,-2,9,16,56.3,161,1,69,290,4.2,1,1,0,1
Eastern Michigan,2001-09-01,1,,Southeast Missouri State,W,1,16,4,17,35,48.6,222,1,39,105,2.7,0,0,1,1
Florida,2001-09-01,1,,Marshall,W,7,49,35,27,43,62.8,274,1,26,66,2.5,1,1,0,1
Florida State,2001-09-01,1,@,Duke,W,7,55,42,13,30,43.3,194,1,36,32,0.9,0,1,0,1
Georgia,2001-09-01,1,,Arkansas State,W,6,45,28,17,32,53.1,180,1,41,143,3.5,1,0,1,1
Georgia Tech,2001-09-01,2,,Citadel,W,5,35,28,15,26,57.7,132,0,34,70,2.1,1,1,0,1
Houston,2001-09-01,1,,Rice,L,2,14,-7,6,12,50.0,42,1,69,354,5.1,2,0,0,0
Illinois,2001-09-01,1,@,California,W,5,44,27,21,34,61.8,217,0,41,164,4.0,2,3,2,5
Iowa,2001-09-01,1,,Kent State,W,6,51,51,13,32,40.6,90,0,30,113,3.8,0,1,1,2
Kansas,2001-09-01,1,,Missouri State,W,3,24,14,15,32,46.9,185,0,44,58,1.3,1,1,1,2
Kent State,2001-09-01,1,@,Iowa,L,0,0,-51,15,22,68.2,236,0,49,331,6.8,6,1,0,1
Kentucky,2001-09-01,1,,Louisville,L,1,10,-26,21,34,61.8,368,3,35,118,3.4,2,1,0,1
Louisiana,2001-09-01,1,,Nicholls State,W,2,20,20,0,11,0.0,0,0,34,57,1.7,0,2,0,2
Louisiana Tech,2001-09-01,1,,Southern Methodist,W,4,36,30,25,54,46.3,216,0,32,70,2.2,0,2,1,3
Louisiana-Monroe,2001-09-01,1,,Sam Houston State,L,1,9,-11,17,31,54.8,188,1,33,77,2.3,1,0,0,0
Louisville,2001-09-01,2,@,Kentucky,W,5,36,26,15,37,40.5,155,0,28,58,2.1,0,2,2,4
LSU,2001-09-01,1,,Tulane,W,6,48,31,25,47,53.2,343,2,26,48,1.8,0,2,1,3
Marshall,2001-09-01,1,@,Florida,L,2,14,-35,25,38,65.8,430,4,28,111,4.0,3,0,1,1
Maryland,2001-09-01,1,,North Carolina,W,3,23,16,16,26,61.5,158,0,37,118,3.2,1,0,3,3
Miami (FL),2001-09-01,1,@,Penn State,W,3,33,26,13,31,41.9,241,1,33,82,2.5,0,1,2,3
Miami (OH),2001-09-01,1,@,Michigan,L,2,13,-18,20,34,58.8,214,1,47,189,4.0,3,1,0,1
Michigan,2001-09-01,1,,Miami (OH),W,4,31,18,22,44,50.0,223,2,29,127,4.4,0,0,3,3
Missouri,2001-09-01,1,,Bowling Green State,L,1,13,-7,15,24,62.5,148,1,45,194,4.3,2,0,1,1
Nebraska,2001-09-01,2,,Troy,W,6,42,28,15,36,41.7,190,1,35,-25,-0.7,1,1,2,3
Nevada,2001-09-01,1,@,Brigham Young,L,1,7,-45,25,40,62.5,389,2,38,209,5.5,5,0,0,0
New Mexico,2001-09-01,1,,Texas-El Paso,W,2,26,20,19,32,59.4,223,1,27,-53,-2.0,0,3,2,5
New Mexico State,2001-09-01,2,@,Texas,L,1,7,-34,21,38,55.3,228,2,45,171,3.8,2,0,0,0
North Carolina,2001-09-01,2,@,Maryland,L,1,7,-16,10,26,38.5,86,2,46,161,3.5,1,0,0,0
North Texas,2001-09-01,1,,Texas Christian,L,0,5,-14,10,16,62.5,92,1,46,106,2.3,0,1,1,2
Oklahoma,2001-09-01,2,@,Air Force,W,5,44,41,11,28,39.3,112,0,53,137,2.6,0,2,2,4
Oklahoma State,2001-09-01,1,@,Southern Mississippi,L,0,9,-8,22,36,61.1,277,1,40,57,1.4,1,0,0,0
Ole Miss,2001-09-01,1,,Murray State,W,7,49,35,14,30,46.7,126,0,30,126,4.2,2,0,2,2
Oregon,2001-09-01,1,,Wisconsin,W,4,31,3,16,32,50.0,231,2,32,157,4.9,2,1,1,2
Penn State,2001-09-01,1,,Miami (FL),L,1,7,-26,20,27,74.1,344,3,44,258,5.9,0,1,1,2
Pitt,2001-09-01,1,,East Tennessee State,W,4,31,31,8,18,44.4,101,0,49,79,1.6,0,1,1,2
Rice,2001-09-01,1,@,Houston,W,3,21,7,22,47,46.8,192,2,21,7,0.3,0,0,1,1
San Jose State,2001-09-01,1,@,Southern California,L,1,10,-11,21,28,75.0,213,0,33,165,5.0,3,0,1,1
SMU,2001-09-01,1,@,Louisiana Tech,L,0,6,-30,22,35,62.9,189,0,24,56,2.3,2,0,1,1
South Carolina,2001-09-01,1,,Boise State,W,4,32,19,18,32,56.3,162,1,26,91,3.5,1,0,1,1
Southern Mississippi,2001-09-01,1,,Oklahoma State,W,2,17,8,26,38,68.4,294,0,26,45,1.7,0,4,0,4
Syracuse,2001-09-01,2,@,Tennessee,L,1,9,-24,14,27,51.9,136,1,39,197,5.1,3,2,1,3
Tennessee,2001-09-01,1,,Syracuse,W,4,33,24,6,21,28.6,115,1,42,75,1.8,0,2,1,3
Texas,2001-09-01,1,,New Mexico State,W,5,41,34,8,16,50.0,63,0,34,169,5.0,1,2,0,2
Texas A&M,2001-09-01,1,,McNeese State,W,5,38,14,13,30,43.3,138,1,35,103,2.9,0,0,3,3
Texas Christian,2001-09-01,2,@,North Texas,W,1,19,14,3,12,25.0,23,0,34,106,3.1,0,1,0,1
Troy,2001-09-01,1,@,Nebraska,L,2,14,-28,9,16,56.3,127,0,60,330,5.5,5,2,1,3
Tulane,2001-09-01,2,@,Louisiana State,L,2,17,-31,21,31,67.7,262,2,50,232,4.6,4,2,0,2
UCF,2001-09-01,1,@,Clemson,L,2,13,-8,15,25,60.0,154,1,42,138,3.3,2,2,0,2
UCLA,2001-09-01,1,@,Alabama,W,2,20,3,15,25,60.0,299,2,46,159,3.5,0,1,1,2
USC,2001-09-01,1,,San Jose State,W,3,21,11,20,37,54.1,213,0,30,115,3.8,1,1,2,3
Utah,2001-09-01,1,,Utah State,W,2,23,4,23,43,53.5,231,1,21,70,3.3,0,2,3,5
Utah State,2001-09-01,1,@,Utah,L,2,19,-4,16,33,48.5,147,0,46,213,4.6,2,1,0,1
UTEP,2001-09-01,1,@,New Mexico,L,1,6,-20,6,30,20.0,52,0,46,271,5.9,2,0,2,2
Virginia,2001-09-01,2,,Richmond,W,2,17,1,9,19,47.4,129,0,39,197,5.1,2,1,1,2
Virginia Tech,2001-09-01,1,,Connecticut,W,7,52,42,10,29,34.5,110,0,27,74,2.7,1,0,1,1
Wake Forest,2001-09-01,1,@,East Carolina,W,2,21,2,18,35,51.4,231,1,25,63,2.5,2,1,2,3
West Virginia,2001-09-01,1,@,Boston College,L,1,10,-24,11,26,42.3,146,1,50,325,6.5,3,1,1,2
Wisconsin,2001-09-01,2,@,Oregon,L,4,28,-3,23,49,46.9,279,3,34,135,4.0,1,0,2,2
Wyoming,2001-09-01,1,,Furman,W,1,20,6,12,25,48.0,169,0,33,180,5.5,2,1,1,2
Cincinnati,2001-09-02,1,,Purdue,L,2,14,-5,14,25,56.0,117,0,38,153,4.0,2,1,0,1
Fresno State,2001-09-02,2,,Oregon State,W,5,44,20,21,36,58.3,296,2,30,27,0.9,1,0,1,1
Oregon State,2001-09-02,1,@,Fresno State,L,3,24,-20,21,34,61.8,340,4,34,122,3.6,1,0,0,0
Purdue,2001-09-02,1,@,Cincinnati,W,2,19,5,21,36,58.3,220,2,35,87,2.5,0,0,3,3
Memphis,2001-09-03,1,@,Mississippi State,L,1,10,-20,12,22,54.5,174,2,41,179,4.4,1,3,1,4
Mississippi State,2001-09-03,1,,Memphis,W,4,30,20,10,17,58.8,76,1,46,86,1.9,0,2,0,2
Indiana,2001-09-06,1,@,North Carolina State,L,2,14,-21,22,34,64.7,243,3,35,118,3.4,1,0,0,0
North Carolina State,2001-09-06,1,,Indiana,W,5,35,21,19,33,57.6,170,1,34,106,3.1,1,2,0,2
Texas A&M,2001-09-06,2,@,Wyoming,W,4,28,8,11,26,42.3,171,1,32,102,3.2,1,0,2,2
Wyoming,2001-09-06,2,,Texas A&M,L,2,20,-8,30,42,71.4,341,1,42,166,4.0,3,0,1,1
Northwestern,2001-09-07,1,@,Nevada-Las Vegas,W,5,37,9,18,39,46.2,304,2,41,149,3.6,2,1,1,2
UNLV,2001-09-07,2,,Northwestern,L,4,28,-9,24,49,49.0,224,2,49,187,3.8,3,1,0,1
Air Force,2001-09-08,2,,Tennessee Tech,W,6,42,42,15,27,55.6,206,0,35,62,1.8,0,0,1,1
Akron,2001-09-08,2,@,Ohio State,L,2,14,-14,17,29,58.6,289,2,56,236,4.2,2,2,1,3
Alabama,2001-09-08,2,@,Vanderbilt,W,0,12,3,17,35,48.6,253,0,35,143,4.1,0,1,0,1
Arizona,2001-09-08,2,,Idaho,W,5,36,7,30,49,61.2,366,4,37,113,3.1,0,1,1,2
Arizona State,2001-09-08,1,,San Diego State,W,5,38,31,10,29,34.5,102,0,35,88,2.5,1,1,1,2
Arkansas,2001-09-08,2,,Tennessee,L,0,3,-10,13,17,76.5,136,0,55,183,3.3,1,1,0,1
Arkansas State,2001-09-08,2,@,Baylor,L,0,3,-21,14,31,45.2,192,1,45,175,3.9,1,1,1,2
Army,2001-09-08,1,,Cincinnati,L,3,21,-3,32,44,72.7,333,3,43,138,3.2,0,1,0,1
Auburn,2001-09-08,2,,Mississippi,W,3,27,6,24,39,61.5,265,1,23,50,2.2,2,3,1,4
Ball State,2001-09-08,2,@,Kentucky,L,2,20,-8,15,22,68.2,215,2,28,146,5.2,2,1,0,1
Baylor,2001-09-08,1,,Arkansas State,W,3,24,21,12,29,41.4,106,0,40,66,1.7,0,4,1,5
Boise State,2001-09-08,2,,Washington State,L,3,20,-21,24,35,68.6,380,4,39,110,2.8,1,1,0,1
Boston College,2001-09-08,2,@,Stanford,L,3,22,-16,15,30,50.0,232,4,43,160,3.7,1,1,0,1
Bowling Green State,2001-09-08,2,,Buffalo,W,5,35,35,16,38,42.1,162,0,24,43,1.8,0,1,2,3
Brigham Young,2001-09-08,3,@,California,W,6,44,28,23,38,60.5,291,2,36,120,3.3,0,2,1,3
Buffalo,2001-09-08,2,@,Bowling Green State,L,0,0,-35,15,26,57.7,133,1,50,184,3.7,4,0,0,0
California,2001-09-08,2,,Brigham Young,L,2,16,-28,19,28,67.9,295,3,35,193,5.5,3,0,0,0
Central Michigan,2001-09-08,2,@,Michigan State,L,3,21,-14,18,29,62.1,290,3,49,196,4.0,2,2,1,3
Cincinnati,2001-09-08,2,@,Army,W,3,24,3,19,30,63.3,203,1,31,160,5.2,2,3,1,4
Clemson,2001-09-08,2,,Wofford,W,5,38,24,6,16,37.5,36,1,56,276,4.9,1,2,0,2
Colorado,2001-09-08,3,,San Jose State,W,7,51,36,22,41,53.7,180,1,27,125,4.6,1,0,2,2
Colorado State,2001-09-08,2,,Nevada,W,5,35,17,26,46,56.5,273,1,36,138,3.8,1,1,3,4
Connecticut,2001-09-08,2,,Eastern Washington,L,2,17,-18,28,42,66.7,384,4,30,146,4.9,1,0,1,1
Duke,2001-09-08,2,@,Rice,L,2,13,-2,11,18,61.1,116,0,57,154,2.7,2,1,0,1
East Carolina,2001-09-08,2,@,Tulane,W,6,51,27,29,53,54.7,288,3,38,141,3.7,0,2,2,4
Eastern Michigan,2001-09-08,2,@,Maryland,L,0,3,-47,16,25,64.0,196,1,52,280,5.4,6,1,0,1
Florida,2001-09-08,2,,Louisiana-Monroe,W,7,55,49,11,26,42.3,78,0,21,27,1.3,1,1,0,1
Florida State,2001-09-08,2,,Alabama-Birmingham,W,3,29,22,13,27,48.1,149,0,29,83,2.9,1,1,1,2
Fresno State,2001-09-08,3,@,Wisconsin,W,3,32,12,13,31,41.9,246,1,34,128,3.8,1,0,2,2
Georgia,2001-09-08,2,,South Carolina,L,0,9,-5,19,29,65.5,193,1,36,43,1.2,1,1,0,1
Georgia Tech,2001-09-08,3,@,Navy,W,10,70,63,11,26,42.3,111,0,40,106,2.7,1,3,2,5
Hawaii,2001-09-08,1,,Montana,W,4,30,18,24,47,51.1,232,1,35,165,4.7,0,2,1,3
Idaho,2001-09-08,2,@,Arizona,L,4,29,-7,21,35,60.0,310,2,36,181,5.0,3,1,0,1
Illinois,2001-09-08,2,,Northern Illinois,W,2,17,5,17,44,38.6,159,1,44,214,4.9,0,0,2,2
Iowa,2001-09-08,2,,Miami (OH),W,6,44,25,10,20,50.0,223,2,38,165,4.3,1,1,2,3
Iowa State,2001-09-08,1,,Northern Iowa,W,6,45,45,10,30,33.3,116,0,41,183,4.5,0,1,6,7
Kansas,2001-09-08,2,,UCLA,L,2,17,-24,13,19,68.4,183,1,61,292,4.8,3,3,0,3
Kansas State,2001-09-08,1,@,Southern California,W,1,10,4,16,36,44.4,197,0,30,100,3.3,1,1,0,1
Kent State,2001-09-08,2,,Bucknell,W,5,38,21,25,51,49.0,179,1,39,240,6.2,1,3,2,5
Kentucky,2001-09-08,2,,Ball State,W,4,28,8,19,35,54.3,170,2,51,257,5.0,0,0,0,0
Louisiana,2001-09-08,2,@,Minnesota,L,2,14,-30,15,28,53.6,202,2,61,331,5.4,3,1,1,2
Louisiana Tech,2001-09-08,2,@,Oklahoma State,L,2,23,-7,11,22,50.0,137,0,48,165,3.4,2,2,1,3
Louisiana-Monroe,2001-09-08,2,@,Florida,L,1,6,-49,33,49,67.3,432,4,31,168,5.4,3,2,1,3
Louisville,2001-09-08,3,,Western Carolina,W,4,31,24,12,22,54.5,104,0,52,173,3.3,1,1,1,2
LSU,2001-09-08,2,,Utah State,W,4,31,17,30,52,57.7,235,1,24,91,3.8,1,2,2,4
Marshall,2001-09-08,2,,Massachusetts,W,7,49,29,13,38,34.2,144,1,55,215,3.9,2,2,0,2
Maryland,2001-09-08,2,,Eastern Michigan,W,7,50,47,15,30,50.0,100,0,29,24,0.8,0,0,2,2
Memphis,2001-09-08,2,,Chattanooga,W,6,43,33,20,46,43.5,201,0,29,30,1.0,1,0,1,1
Miami (FL),2001-09-08,2,,Rutgers,W,8,61,61,9,22,40.9,62,0,40,64,1.6,0,5,1,6
Miami (OH),2001-09-08,2,@,Iowa,L,3,19,-25,22,32,68.8,270,4,40,141,3.5,1,0,1,1
Michigan,2001-09-08,2,@,Washington,L,2,18,-5,13,22,59.1,199,0,35,69,2.0,0,0,0,0
Michigan State,2001-09-08,1,,Central Michigan,W,5,35,14,18,36,50.0,122,1,40,165,4.1,0,1,2,3
Middle Tennessee State,2001-09-08,2,,Troy,W,8,54,37,25,42,59.5,268,2,27,61,2.3,0,0,2,2
Minnesota,2001-09-08,2,,Louisiana,W,5,44,30,18,35,51.4,126,1,26,30,1.2,0,1,0,1
Missouri,2001-09-08,2,,,W,5,40,34,8,12,66.7,93,0,34,23,0.7,1,1,1,2
Navy,2001-09-08,2,,Georgia Tech,L,1,7,-63,15,19,78.9,291,3,54,270,5.0,6,0,1,1
Nebraska,2001-09-08,3,,Notre Dame,W,3,27,17,16,32,50.0,119,0,30,43,1.4,1,2,2,4
Nevada,2001-09-08,2,@,Colorado State,L,2,18,-17,11,20,55.0,235,2,39,182,4.7,3,2,1,3
New Mexico,2001-09-08,2,@,Texas Tech,L,4,30,-12,30,49,61.2,364,3,28,62,2.2,0,0,2,2
New Mexico State,2001-09-08,3,,Oregon State,L,3,22,-5,16,27,59.3,207,0,46,217,4.7,3,0,1,1
North Carolina,2001-09-08,3,@,Texas,L,2,14,-30,17,37,45.9,167,0,35,159,4.5,3,2,0,2
North Texas,2001-09-08,2,@,Oklahoma,L,1,10,-27,29,42,69.0,353,2,29,190,6.6,3,2,1,3
Northern Illinois,2001-09-08,2,@,Illinois,L,1,12,-5,17,34,50.0,241,2,37,102,2.8,0,0,0,0
Notre Dame,2001-09-08,1,@,Nebraska,L,1,10,-17,6,9,66.7,88,1,52,182,3.5,2,2,0,2
Ohio,2001-09-08,2,@,West Virginia,L,0,3,-17,14,26,53.8,139,0,49,211,4.3,2,0,0,0
Ohio State,2001-09-08,1,,Akron,W,4,28,14,15,32,46.9,134,1,33,114,3.5,0,1,0,1
Oklahoma,2001-09-08,3,,North Texas,W,5,37,27,12,26,46.2,180,1,39,117,3.0,0,1,2,3
Oklahoma State,2001-09-08,2,,Louisiana Tech,W,3,30,7,29,54,53.7,286,1,26,13,0.5,0,1,2,3
Ole Miss,2001-09-08,2,@,Auburn,L,3,21,-6,15,19,78.9,142,0,52,194,3.7,3,1,1,2
Oregon,2001-09-08,2,,Utah,W,3,24,14,25,51,49.0,252,0,35,121,3.5,1,0,1,1
Oregon State,2001-09-08,2,@,New Mexico State,W,3,27,5,15,29,51.7,206,1,43,161,3.7,2,1,0,1
Pitt,2001-09-08,2,,South Florida,L,4,26,-9,37,65,56.9,343,4,32,100,3.1,1,1,1,2
Rice,2001-09-08,2,,Duke,W,2,15,2,15,26,57.7,189,1,42,139,3.3,1,2,1,3
Rutgers,2001-09-08,2,@,Miami (FL),L,0,0,-61,14,26,53.8,315,2,42,227,5.4,4,1,1,2
San Diego State,2001-09-08,2,@,Arizona State,L,1,7,-31,27,36,75.0,271,4,39,154,3.9,0,1,0,1
San Jose State,2001-09-08,2,@,Colorado,L,2,15,-36,19,31,61.3,297,2,55,263,4.8,4,0,0,0
SMU,2001-09-08,2,,Texas Christian,L,1,10,-28,13,21,61.9,119,0,47,171,3.6,3,1,2,3
South Carolina,2001-09-08,2,@,Georgia,W,2,14,5,21,35,60.0,169,0,39,113,2.9,0,0,2,2
South Florida,2001-09-08,2,@,Pittsburgh,W,5,35,9,30,51,58.8,371,3,29,12,0.4,1,2,1,3
Stanford,2001-09-08,1,,Boston College,W,5,38,16,17,41,41.5,202,3,36,130,3.6,0,0,2,2
Syracuse,2001-09-08,3,,Central Florida,W,3,21,11,13,34,38.2,253,1,30,100,3.3,0,1,2,3
Temple,2001-09-08,2,,Toledo,L,1,7,-26,17,28,60.7,231,2,49,179,3.7,2,0,3,3
Tennessee,2001-09-08,2,@,Arkansas,W,1,13,10,8,16,50.0,73,0,26,19,0.7,0,0,2,2
Texas,2001-09-08,2,,North Carolina,W,5,44,30,10,30,33.3,116,0,38,95,2.5,2,0,3,3
Texas Christian,2001-09-08,3,@,Southern Methodist,W,5,38,28,14,30,46.7,109,1,30,39,1.3,0,2,1,3
Texas Tech,2001-09-08,1,,New Mexico,W,5,42,12,11,24,45.8,122,1,47,210,4.5,3,1,0,1
Toledo,2001-09-08,2,@,Temple,W,4,33,26,13,31,41.9,166,1,22,-27,-1.2,0,2,3,5
Troy,2001-09-08,2,@,Middle Tennessee State,L,2,17,-37,20,28,71.4,328,2,55,313,5.7,6,1,1,2
Tulane,2001-09-08,3,,East Carolina,L,3,24,-27,11,22,50.0,220,1,45,319,7.1,4,0,0,0
UAB,2001-09-08,2,@,Florida State,L,1,7,-22,15,23,65.2,246,1,41,135,3.3,2,0,0,0
UCF,2001-09-08,2,@,Syracuse,L,1,10,-11,9,18,50.0,155,0,53,205,3.9,3,0,1,1
UCLA,2001-09-08,2,@,Kansas,W,5,41,24,12,33,36.4,156,0,36,86,2.4,2,1,2,3
USC,2001-09-08,2,,Kansas State,L,1,6,-4,7,16,43.8,26,0,57,340,6.0,1,1,1,2
Utah,2001-09-08,2,@,Oregon,L,1,10,-14,18,28,64.3,270,2,32,107,3.3,1,0,0,0
Utah State,2001-09-08,2,@,Louisiana State,L,2,14,-17,13,24,54.2,229,0,43,275,6.4,4,3,0,3
UTEP,2001-09-08,2,,Texas Southern,W,7,52,46,7,25,28.0,90,1,40,116,2.9,0,2,3,5
Vanderbilt,2001-09-08,2,,Alabama,L,0,9,-3,10,17,58.8,128,0,43,229,5.3,0,0,0,0
Virginia Tech,2001-09-08,2,,Western Michigan,W,4,31,31,15,31,48.4,132,0,23,34,1.5,0,0,1,1
Wake Forest,2001-09-08,2,,Appalachian State,W,2,20,10,15,25,60.0,125,0,33,157,4.8,1,1,2,3
Washington,2001-09-08,1,,Michigan,W,2,23,5,26,45,57.8,248,2,37,124,3.4,0,0,2,2
Washington State,2001-09-08,2,@,Boise State,W,6,41,21,18,38,47.4,316,3,31,54,1.7,0,0,3,3
West Virginia,2001-09-08,2,,Ohio,W,2,20,17,5,8,62.5,87,0,58,223,3.8,0,2,0,2
Western Michigan,2001-09-08,2,@,Virginia Tech,L,0,0,-31,14,26,53.8,156,1,58,271,4.7,3,2,0,2
Wisconsin,2001-09-08,3,,Fresno State,L,2,20,-12,22,38,57.9,240,2,46,174,3.8,0,0,1,1
Mississippi State,2001-09-20,2,,South Carolina,L,2,14,-2,7,16,43.8,60,0,46,238,5.2,1,0,0,0
Nebraska,2001-09-20,4,,Rice,W,7,48,45,8,25,32.0,169,0,47,196,4.2,0,0,2,2
Rice,2001-09-20,3,@,Nebraska,L,0,3,-45,12,15,80.0,205,3,53,292,5.5,4,0,0,0
South Carolina,2001-09-20,3,@,Mississippi State,W,1,16,2,27,46,58.7,261,1,34,119,3.5,1,1,1,2
Akron,2001-09-22,3,@,Purdue,L,2,14,-19,22,41,53.7,292,2,36,179,5.0,2,0,2,2
Alabama,2001-09-22,3,,Arkansas,W,4,31,21,22,40,55.0,209,0,46,106,2.3,1,2,2,4
Arizona,2001-09-22,3,,Nevada-Las Vegas,W,5,38,17,7,20,35.0,156,1,37,124,3.4,1,2,0,2
Arizona State,2001-09-22,2,@,Stanford,L,3,28,-23,22,33,66.7,325,4,44,223,5.1,3,0,0,0
