School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
San Jose State,2019-08-29,1,,Northern Colorado,W,21,31,67.7,224,2,33,158,4.8,3,9,4,1,0,1
Texas A&M,2019-08-29,1,,Texas State,W,23,36,63.9,232,3,36,246,6.8,2,9,3,1,1,2
Texas State,2019-08-29,1,@,Texas A&M,L,29,46,63.0,211,1,15,8,0.5,0,0,,0,4,4
Tulane,2019-08-29,1,,Florida International,W,15,19,78.9,195,2,49,350,7.1,4,4,2,1,0,1
UAB,2019-08-29,1,,Alabama State,W,8,20,40.0,114,1,46,176,3.8,1,0,,2,0,2
UCF,2019-08-29,1,,Florida A&M,W,23,38,60.5,356,6,56,338,6.0,2,11,2,0,0,0
UCLA,2019-08-29,1,@,Cincinnati,L,8,26,30.8,156,2,36,62,1.7,0,4,1,2,2,4
Utah,2019-08-29,1,@,Brigham Young,W,13,16,81.3,106,0,48,262,5.5,2,6,1,0,0,0
Western Kentucky,2019-08-29,1,,Central Arkansas,L,26,39,66.7,304,1,35,184,5.3,3,7,3,0,2,2
Army,2019-08-30,1,,Rice,W,3,8,37.5,53,1,56,231,4.1,1,3,,1,0,1
Colorado,2019-08-30,1,N,Colorado State,W,13,20,65.0,232,2,40,243,6.1,4,3,2,0,0,0
Colorado State,2019-08-30,1,N,Colorado,L,31,47,66.0,374,3,31,131,4.2,1,2,,2,2,4
Massachusetts,2019-08-30,1,@,Rutgers,L,22,37,59.5,121,1,34,183,5.4,2,2,1,0,2,2
Michigan State,2019-08-30,1,,Tulsa,W,22,38,57.9,195,1,40,108,2.7,0,13,6,0,0,0
Nevada,2019-08-30,1,,Purdue,W,30,52,57.7,295,3,25,109,4.4,1,7,1,0,0,0
Oklahoma State,2019-08-30,1,@,Oregon State,W,19,24,79.2,203,3,52,352,6.8,4,3,1,0,0,0
Oregon State,2019-08-30,1,,Oklahoma State,L,26,49,53.1,281,4,37,167,4.5,1,9,1,0,0,0
Purdue,2019-08-30,1,@,Nevada,L,34,52,65.4,423,4,29,96,3.3,0,6,1,3,2,5
Rice,2019-08-30,1,@,Army,L,7,14,50.0,62,0,30,181,6.0,1,4,,0,0,0
Rutgers,2019-08-30,1,,Massachusetts,W,22,32,68.8,348,2,43,206,4.8,4,6,2,0,3,3
South Florida,2019-08-30,1,,Wisconsin,L,16,33,48.5,131,0,23,26,1.1,0,11,3,1,2,3
Tulsa,2019-08-30,1,@,Michigan State,L,16,27,59.3,153,1,25,-73,-2.9,0,6,1,2,1,3
Utah State,2019-08-30,1,@,Wake Forest,L,33,48,68.8,416,3,31,180,5.8,2,10,3,0,3,3
Wake Forest,2019-08-30,1,,Utah State,W,34,47,72.3,401,3,58,178,3.1,2,3,1,1,0,1
Wisconsin,2019-08-30,1,@,South Florida,W,19,26,73.1,199,2,43,234,5.4,4,5,4,1,0,1
Air Force,2019-08-31,1,,Colgate,W,1,1,100.0,41,0,65,423,6.5,7,6,6,1,0,1
Akron,2019-08-31,1,@,Illinois,L,12,28,42.9,128,0,38,64,1.7,0,3,2,1,1,2
Alabama,2019-08-31,1,N,Duke,W,30,36,83.3,367,4,42,145,3.5,2,2,1,1,0,1
Appalachian State,2019-08-31,1,,East Tennessee State,W,17,25,68.0,167,3,41,277,6.8,3,10,2,0,0,0
Arkansas,2019-08-31,1,,Portland State,W,18,35,51.4,191,0,42,204,4.9,2,8,6,0,1,1
Arkansas State,2019-08-31,1,,Southern Methodist,L,32,50,64.0,324,4,24,90,3.8,0,5,1,2,1,3
Auburn,2019-08-31,1,N,Oregon,W,13,32,40.6,177,2,43,206,4.8,1,6,3,0,2,2
Ball State,2019-08-31,1,N,Indiana,L,26,41,63.4,298,2,40,100,2.5,1,2,,0,1,1
Baylor,2019-08-31,1,,Stephen F. Austin,W,26,37,70.3,250,4,37,268,7.2,4,8,3,1,0,1
Boise State,2019-08-31,1,@,Florida State,W,30,51,58.8,407,1,57,214,3.8,2,11,4,2,1,3
Boston College,2019-08-31,1,,Virginia Tech,W,15,27,55.6,275,2,48,157,3.3,3,8,2,0,1,1
California,2019-08-31,1,,California-Davis,W,16,28,57.1,238,2,51,233,4.6,1,5,2,3,1,4
Coastal Carolina,2019-08-31,1,,Eastern Michigan,L,29,43,67.4,304,2,30,74,2.5,0,6,1,0,4,4
Duke,2019-08-31,1,N,Alabama,L,12,22,54.5,97,0,32,107,3.3,0,4,1,1,2,3
East Carolina,2019-08-31,1,@,North Carolina State,L,26,45,57.8,228,0,29,41,1.4,0,3,,1,1,2
Eastern Michigan,2019-08-31,1,@,Coastal Carolina,W,20,22,90.9,188,3,35,103,2.9,1,5,1,1,0,1
Florida Atlantic,2019-08-31,1,@,Ohio State,L,26,40,65.0,206,1,33,22,0.7,1,5,2,0,1,1
Florida State,2019-08-31,1,,Boise State,L,23,34,67.6,327,3,28,99,3.5,1,8,6,2,0,2
Fresno State,2019-08-31,1,@,Southern California,L,19,39,48.7,256,2,40,206,5.2,0,3,1,2,1,3
Georgia,2019-08-31,1,@,Vanderbilt,W,15,23,65.2,156,1,40,323,8.1,2,2,2,1,0,1
Georgia Southern,2019-08-31,1,@,Louisiana State,L,4,11,36.4,24,0,39,74,1.9,0,7,,2,0,2
Georgia State,2019-08-31,1,@,Tennessee,W,11,24,45.8,139,2,53,213,4.0,3,6,4,1,0,1
Illinois,2019-08-31,1,,Akron,W,15,25,60.0,194,3,46,207,4.5,3,12,6,0,0,0
Indiana,2019-08-31,1,N,Ball State,W,24,41,58.5,326,1,33,148,4.5,2,7,3,0,2,2
Iowa,2019-08-31,1,,Miami (OH),W,21,30,70.0,252,3,41,213,5.2,2,2,1,1,0,1
Iowa State,2019-08-31,1,,Northern Iowa,W,30,41,73.2,278,2,45,185,4.1,1,10,3,1,0,1
Kansas,2019-08-31,1,,Indiana State,W,20,29,69.0,241,2,34,103,3.0,0,3,3,3,0,3
Kansas State,2019-08-31,1,,Nicholls State,W,16,22,72.7,212,1,58,361,6.2,5,2,,0,0,0
Kentucky,2019-08-31,1,,Toledo,W,19,26,73.1,246,2,39,176,4.5,3,7,4,2,0,2
Liberty,2019-08-31,1,,Syracuse,L,21,42,50.0,238,0,34,-4,-0.1,0,2,2,2,2,4
Louisiana,2019-08-31,1,N,Mississippi State,L,24,40,60.0,267,1,38,163,4.3,3,2,2,3,1,4
Louisiana Tech,2019-08-31,1,@,Texas,L,35,54,64.8,340,2,26,73,2.8,0,3,1,1,2,3
Louisiana-Monroe,2019-08-31,1,,Grambling State,W,20,28,71.4,186,1,39,315,8.1,3,4,,0,1,1
LSU,2019-08-31,1,,Georgia Southern,W,30,39,76.9,350,5,33,122,3.7,2,5,2,0,0,0
Marshall,2019-08-31,1,,Virginia Military Institute,W,24,36,66.7,340,5,46,280,6.1,2,8,4,1,1,2
Maryland,2019-08-31,1,,Howard,W,17,30,56.7,306,5,48,317,6.6,5,15,7,0,0,0
Memphis,2019-08-31,1,,Mississippi,W,23,31,74.2,172,0,51,192,3.8,2,10,3,0,1,1
Miami (OH),2019-08-31,1,@,Iowa,L,17,27,63.0,186,2,25,59,2.4,0,0,,0,1,1
Michigan,2019-08-31,1,,Middle Tennessee State,W,19,33,57.6,220,3,45,233,5.2,2,5,2,2,0,2
Middle Tennessee State,2019-08-31,1,@,Michigan,L,26,41,63.4,234,2,28,67,2.4,1,3,2,1,1,2
Mississippi State,2019-08-31,1,N,Louisiana,W,20,30,66.7,236,2,40,261,6.5,3,2,,2,0,2
Missouri,2019-08-31,1,@,Wyoming,L,31,48,64.6,423,2,42,114,2.7,2,2,,2,1,3
Navy,2019-08-31,1,,Holy Cross,W,6,9,66.7,103,0,67,428,6.4,6,7,3,2,0,2
Nebraska,2019-08-31,1,,South Alabama,W,13,22,59.1,178,0,44,98,2.2,2,9,4,2,1,3
New Mexico,2019-08-31,1,,Sam Houston State,W,18,40,45.0,340,0,32,145,4.5,4,5,3,0,0,0
New Mexico State,2019-08-31,1,@,Washington State,L,28,42,66.7,221,0,25,96,3.8,1,3,1,1,2,3
North Carolina,2019-08-31,1,N,South Carolina,W,15,24,62.5,245,2,52,238,4.6,0,7,3,1,0,1
North Carolina State,2019-08-31,1,,East Carolina,W,26,39,66.7,314,1,31,191,6.2,3,8,3,0,0,0
North Texas,2019-08-31,1,,Abilene Christian,W,28,38,73.7,383,4,34,192,5.6,1,5,2,0,1,1
Northern Illinois,2019-08-31,1,,Illinois State,W,20,33,60.6,299,2,35,90,2.6,0,8,1,0,1,1
Northwestern,2019-08-31,1,@,Stanford,L,12,27,44.4,117,0,33,93,2.8,1,2,1,2,2,4
Ohio,2019-08-31,1,,Rhode Island,W,16,23,69.6,188,2,38,278,7.3,3,3,,1,1,2
Ohio State,2019-08-31,1,,Florida Atlantic,W,19,26,73.1,232,4,48,237,4.9,2,12,4,2,0,2
Old Dominion,2019-08-31,1,,Norfolk State,W,17,24,70.8,158,0,39,134,3.4,3,7,2,0,2,2
Ole Miss,2019-08-31,1,@,Memphis,L,9,19,47.4,93,0,33,80,2.4,1,8,2,0,1,1
Oregon,2019-08-31,1,N,Auburn,L,28,37,75.7,242,1,33,90,2.7,2,7,1,1,0,1
Penn State,2019-08-31,1,,Idaho,W,25,37,67.6,342,3,45,331,7.4,7,11,7,1,0,1
Pitt,2019-08-31,1,,Virginia,L,21,41,51.2,185,1,30,78,2.6,1,6,3,0,2,2
San Diego State,2019-08-31,1,,Weber State,W,16,30,53.3,108,0,43,130,3.0,0,6,,1,0,1
SMU,2019-08-31,1,@,Arkansas State,W,30,49,61.2,360,0,45,148,3.3,3,7,2,0,1,1
South Alabama,2019-08-31,1,@,Nebraska,L,19,35,54.3,231,2,44,83,1.9,1,5,2,2,3,5
South Carolina,2019-08-31,1,N,North Carolina,L,16,30,53.3,142,1,31,128,4.1,1,6,3,0,2,2
Southern Mississippi,2019-08-31,1,,Alcorn State,W,18,28,64.3,293,1,31,96,3.1,1,8,5,1,1,2
Stanford,2019-08-31,1,,Northwestern,W,23,34,67.6,233,1,39,132,3.4,0,5,3,2,0,2
Syracuse,2019-08-31,1,@,Liberty,W,17,35,48.6,176,0,44,192,4.4,3,14,8,1,2,3
Temple,2019-08-31,1,,Bucknell,W,36,46,78.3,507,5,36,188,5.2,3,5,2,0,1,1
Tennessee,2019-08-31,1,,Georgia State,L,26,40,65.0,311,2,31,93,3.0,1,6,2,2,1,3
Texas,2019-08-31,1,,Louisiana Tech,W,31,43,72.1,301,4,30,153,5.1,2,5,1,1,0,1
Texas Christian,2019-08-31,1,,Arkansas-Pine Bluff,W,26,45,57.8,284,1,36,200,5.6,2,10,2,2,0,2
Texas Tech,2019-08-31,1,,Montana State,W,40,55,72.7,436,2,40,255,6.4,4,7,1,1,0,1
Toledo,2019-08-31,1,@,Kentucky,L,11,25,44.0,166,0,39,181,4.6,3,7,1,1,1,2
Troy,2019-08-31,1,,Campbell,W,18,29,62.1,282,2,37,245,6.6,3,8,5,1,0,1
UNLV,2019-08-31,1,,Southern Utah,W,18,28,64.3,203,1,45,331,7.4,7,9,4,1,0,1
USC,2019-08-31,1,,Fresno State,W,31,42,73.8,272,1,36,175,4.9,2,4,3,2,2,4
UTEP,2019-08-31,1,,Houston Baptist,W,10,20,50.0,268,1,46,240,5.2,3,4,3,1,1,2
UTSA,2019-08-31,1,,Incarnate Word,W,28,37,75.7,206,3,47,284,6.0,2,7,4,0,2,2
Vanderbilt,2019-08-31,1,,Georgia,L,16,32,50.0,109,0,30,116,3.9,0,2,,1,0,1
Virginia,2019-08-31,1,@,Pittsburgh,W,20,34,58.8,181,2,33,129,3.9,1,7,4,0,0,0
Virginia Tech,2019-08-31,1,@,Boston College,L,29,47,61.7,344,4,42,98,2.3,0,6,1,2,3,5
Washington,2019-08-31,1,,Eastern Washington,W,28,38,73.7,370,4,43,200,4.7,2,9,4,0,0,0
Washington State,2019-08-31,1,,New Mexico State,W,39,49,79.6,507,6,20,111,5.6,1,4,3,0,0,0
West Virginia,2019-08-31,1,,James Madison,W,27,42,64.3,260,2,24,34,1.4,0,6,4,0,0,0
Western Michigan,2019-08-31,1,,Monmouth,W,20,25,80.0,368,5,33,90,2.7,1,5,3,0,0,0
Wyoming,2019-08-31,1,,Missouri,W,6,16,37.5,92,0,42,297,7.1,3,5,2,0,0,0
Houston,2019-09-01,1,@,Oklahoma,L,14,27,51.9,167,2,42,241,5.7,2,5,,0,0,0
Oklahoma,2019-09-01,1,,Houston,W,20,24,83.3,332,3,37,354,9.6,4,8,3,2,0,2
Louisville,2019-09-02,1,,Notre Dame,L,12,28,42.9,134,0,46,258,5.6,2,5,2,3,0,3
Notre Dame,2019-09-02,1,@,Louisville,W,14,23,60.9,193,1,42,230,5.5,4,11,4,1,0,1
Arizona State,2019-09-06,2,,Sacramento State,W,17,27,63.0,304,1,39,91,2.3,0,5,3,1,0,1
Boise State,2019-09-06,2,,Marshall,W,22,34,64.7,282,1,47,155,3.3,1,6,3,1,1,2
Marshall,2019-09-06,2,@,Boise State,L,10,18,55.6,56,0,25,116,4.6,1,7,2,1,1,2
Rice,2019-09-06,2,,Wake Forest,L,22,35,62.9,254,1,37,67,1.8,2,6,,1,0,1
Virginia,2019-09-06,2,,William & Mary,W,25,36,69.4,295,2,35,216,6.2,3,12,7,1,3,4
Wake Forest,2019-09-06,2,@,Rice,W,21,27,77.8,312,3,35,201,5.7,2,8,4,0,0,0
Akron,2019-09-07,2,,Alabama-Birmingham,L,25,44,56.8,359,2,29,34,1.2,1,2,,2,0,2
Alabama,2019-09-07,2,,New Mexico State,W,21,33,63.6,285,4,32,318,9.9,4,7,3,0,0,0
Appalachian State,2019-09-07,2,,Charlotte,W,14,20,70.0,182,3,39,276,7.1,3,10,4,0,0,0
Arizona,2019-09-07,2,,Northern Arizona,W,23,28,82.1,289,5,46,431,9.4,4,5,1,0,0,0
Arkansas,2019-09-07,2,@,Mississippi,L,25,41,61.0,300,1,26,61,2.3,0,4,1,1,0,1
Arkansas State,2019-09-07,2,@,Nevada-Las Vegas,W,22,37,59.5,284,2,43,214,5.0,2,10,6,0,0,0
Army,2019-09-07,2,@,Michigan,L,2,5,40.0,43,0,61,200,3.3,3,5,4,2,1,3
Auburn,2019-09-07,2,,Tulane,W,19,37,51.4,207,1,45,172,3.8,2,5,,2,0,2
Ball State,2019-09-07,2,,Fordham,W,33,42,78.6,444,6,33,152,4.6,2,9,2,1,1,2
Baylor,2019-09-07,2,,Texas-San Antonio,W,16,23,69.6,178,3,39,368,9.4,5,5,3,0,0,0
Boston College,2019-09-07,2,,Richmond,W,9,16,56.3,172,3,50,346,6.9,3,12,1,0,0,0
Bowling Green State,2019-09-07,2,@,Kansas State,L,11,24,45.8,79,0,20,61,3.1,0,4,2,1,0,1
Brigham Young,2019-09-07,2,@,Tennessee,W,19,30,63.3,232,1,30,107,3.6,2,6,1,0,0,0
Buffalo,2019-09-07,2,@,Penn State,L,16,32,50.0,245,1,58,184,3.2,0,7,3,1,1,2
California,2019-09-07,2,@,Washington,W,11,18,61.1,111,0,38,192,5.1,2,7,4,0,0,0
Central Michigan,2019-09-07,2,@,Wisconsin,L,9,24,37.5,43,0,20,32,1.6,0,4,1,0,1,1
Charlotte,2019-09-07,2,@,Appalachian State,L,20,31,64.5,296,4,40,230,5.8,2,6,3,1,1,2
Cincinnati,2019-09-07,2,@,Ohio State,L,13,23,56.5,166,0,34,107,3.1,0,5,1,1,1,2
Clemson,2019-09-07,2,,Texas A&M,W,24,35,68.6,268,1,33,121,3.7,2,3,2,0,1,1
Coastal Carolina,2019-09-07,2,@,Kansas,W,8,14,57.1,119,1,49,172,3.5,1,0,2,0,0,0
Colorado,2019-09-07,2,,Nebraska,W,28,41,68.3,375,2,37,89,2.4,2,7,6,1,1,2
Colorado State,2019-09-07,2,,Western Illinois,W,26,33,78.8,396,4,36,189,5.3,1,10,7,2,0,2
Connecticut,2019-09-07,2,,Illinois,L,21,31,67.7,275,0,29,10,0.3,1,7,2,1,2,3
Duke,2019-09-07,2,,North Carolina A&T,W,31,44,70.5,364,4,46,210,4.6,2,7,2,1,1,2
East Carolina,2019-09-07,2,,Gardner-Webb,W,19,31,61.3,209,1,51,365,7.2,5,7,5,0,1,1
Eastern Michigan,2019-09-07,2,@,Kentucky,L,34,53,64.2,337,2,22,49,2.2,0,2,2,0,2,2
Florida,2019-09-07,2,,Tennessee-Martin,W,30,36,83.3,312,3,38,231,6.1,3,5,5,0,0,0
Florida Atlantic,2019-09-07,2,,Central Florida,L,18,40,45.0,177,0,47,137,2.9,1,5,1,0,1,1
Florida International,2019-09-07,2,,Western Kentucky,L,5,18,27.8,66,0,46,151,3.3,1,3,,0,0,0
Florida State,2019-09-07,2,,Louisiana-Monroe,W,30,40,75.0,282,3,50,219,4.4,3,2,1,1,2,3
Fresno State,2019-09-07,2,,Minnesota,L,24,35,68.6,288,3,27,57,2.1,1,8,4,0,2,2
Georgia,2019-09-07,2,,Murray State,W,20,25,80.0,292,3,40,269,6.7,5,11,6,1,1,2
Georgia Southern,2019-09-07,2,,Maine,W,4,9,44.4,63,0,52,395,7.6,2,4,2,1,0,1
Georgia State,2019-09-07,2,,Furman,W,29,37,78.4,362,5,39,204,5.2,1,4,3,0,0,0
Georgia Tech,2019-09-07,2,,South Florida,W,14,21,66.7,76,0,49,181,3.7,2,9,4,1,1,2
Hawaii,2019-09-07,2,,Oregon State,W,30,52,57.7,421,4,25,67,2.7,0,5,1,1,1,2
Houston,2019-09-07,2,,Prairie View A&M,W,16,27,59.3,144,1,42,236,5.6,3,10,3,1,1,2
Illinois,2019-09-07,2,@,Connecticut,W,24,35,68.6,227,4,33,133,4.0,0,12,5,2,1,3
Indiana,2019-09-07,2,,Eastern Illinois,W,30,41,73.2,441,4,34,114,3.4,3,8,3,0,0,0
Iowa,2019-09-07,2,,Rutgers,W,19,34,55.9,244,3,39,194,5.0,0,2,1,0,0,0
Kansas,2019-09-07,2,,Coastal Carolina,L,13,19,68.4,107,0,37,173,4.7,1,9,3,0,2,2
Kansas State,2019-09-07,2,,Bowling Green State,W,14,19,73.7,188,2,58,333,5.7,5,6,1,1,0,1
Kent State,2019-09-07,2,,Kennesaw State,W,17,23,73.9,192,1,36,145,4.0,1,6,2,2,0,2
Kentucky,2019-09-07,2,,Eastern Michigan,W,20,36,55.6,222,2,39,239,6.1,3,4,2,1,0,1
Liberty,2019-09-07,2,@,Louisiana,L,22,39,56.4,219,1,28,142,5.1,1,6,2,0,1,1
Louisiana,2019-09-07,2,,Liberty,W,16,25,64.0,186,2,46,407,8.8,3,4,3,1,1,2
Louisiana Tech,2019-09-07,2,,Grambling State,W,17,25,68.0,220,1,41,170,4.1,1,5,3,0,0,0
Louisiana-Monroe,2019-09-07,2,@,Florida State,L,23,38,60.5,241,2,41,178,4.3,3,9,2,1,0,1
Louisville,2019-09-07,2,,Eastern Kentucky,W,13,20,65.0,220,4,38,322,8.5,2,10,5,0,1,1
LSU,2019-09-07,2,@,Texas,W,31,39,79.5,471,1,29,102,3.5,0,7,5,0,1,1
Maryland,2019-09-07,2,,Syracuse,W,21,38,55.3,296,3,45,354,7.9,6,5,4,0,1,1
Massachusetts,2019-09-07,2,,Southern Illinois,L,15,27,55.6,198,1,47,123,2.6,2,9,1,0,2,2
Memphis,2019-09-07,2,,Southern,W,23,28,82.1,398,2,42,177,4.2,4,7,2,1,0,1
Miami (FL),2019-09-07,2,@,North Carolina,L,30,39,76.9,309,2,37,179,4.8,1,10,4,0,0,0
Miami (OH),2019-09-07,2,,Tennessee Tech,W,11,18,61.1,159,0,40,190,4.8,5,11,1,1,0,1
Michigan,2019-09-07,2,,Army,W,20,31,64.5,232,0,45,108,2.4,3,2,1,3,0,3
Michigan State,2019-09-07,2,,Western Michigan,W,24,33,72.7,331,3,34,251,7.4,3,6,3,1,1,2
Middle Tennessee State,2019-09-07,2,,Tennessee State,W,22,30,73.3,367,4,28,237,8.5,2,7,,1,1,2
Minnesota,2019-09-07,2,@,Fresno State,W,16,23,69.6,234,2,52,146,2.8,3,5,4,3,0,3
Mississippi State,2019-09-07,2,,Southern Mississippi,W,16,21,76.2,176,2,41,210,5.1,3,5,2,0,0,0
Missouri,2019-09-07,2,,West Virginia,W,17,28,60.7,150,3,50,232,4.6,1,15,3,0,0,0
Nebraska,2019-09-07,2,@,Colorado,L,16,26,61.5,290,2,46,179,3.9,2,10,3,2,1,3
Nevada,2019-09-07,2,@,Oregon,L,16,28,57.1,109,0,40,83,2.1,0,7,1,2,2,4
New Mexico State,2019-09-07,2,@,Alabama,L,21,36,58.3,161,1,33,101,3.1,0,3,,2,1,3
North Carolina,2019-09-07,2,,Miami (FL),W,17,25,68.0,292,2,36,97,2.7,1,8,4,0,0,0
North Carolina State,2019-09-07,2,,Western Carolina,W,22,33,66.7,231,1,53,309,5.8,4,4,4,0,0,0
North Texas,2019-09-07,2,@,Southern Methodist,L,22,38,57.9,185,2,42,211,5.0,1,6,1,0,1,1
Northern Illinois,2019-09-07,2,@,Utah,L,21,31,67.7,235,1,25,67,2.7,1,6,,0,1,1
Ohio,2019-09-07,2,@,Pittsburgh,L,15,27,55.6,177,0,29,35,1.2,1,6,1,0,0,0
Ohio State,2019-09-07,2,,Cincinnati,W,22,27,81.5,238,2,46,270,5.9,4,7,5,0,0,0
Oklahoma,2019-09-07,2,,South Dakota,W,24,30,80.0,423,6,39,310,7.9,3,8,2,0,0,0
Oklahoma State,2019-09-07,2,,McNeese State,W,23,32,71.9,413,5,44,167,3.8,2,6,2,2,0,2
Old Dominion,2019-09-07,2,@,Virginia Tech,L,16,30,53.3,122,0,42,203,4.8,2,7,1,0,0,0
Ole Miss,2019-09-07,2,,Arkansas,W,16,24,66.7,246,2,53,237,4.5,2,10,3,2,0,2
Oregon,2019-09-07,2,,Nevada,W,27,35,77.1,402,7,39,221,5.7,3,13,5,1,0,1
Oregon State,2019-09-07,2,@,Hawaii,L,15,33,45.5,169,1,43,263,6.1,3,5,3,0,0,0
Penn State,2019-09-07,2,,Buffalo,W,16,22,72.7,279,4,24,78,3.3,1,10,1,1,0,1
Pitt,2019-09-07,2,,Ohio,W,26,37,70.3,321,1,37,160,4.3,1,10,6,0,0,0
Purdue,2019-09-07,2,,Vanderbilt,W,34,52,65.4,509,5,17,34,2.0,1,5,3,0,1,1
Rutgers,2019-09-07,2,@,Iowa,L,9,26,34.6,41,0,23,84,3.7,0,6,1,1,2,3
San Diego State,2019-09-07,2,@,UCLA,W,23,31,74.2,293,1,47,80,1.7,1,10,3,0,0,0
San Jose State,2019-09-07,2,,Tulsa,L,21,37,56.8,233,1,31,115,3.7,1,5,,1,0,1
SMU,2019-09-07,2,,North Texas,W,21,31,67.7,292,3,39,211,5.4,4,7,5,1,0,1
South Alabama,2019-09-07,2,,Jackson State,W,12,19,63.2,125,1,60,413,6.9,4,7,1,1,2,3
South Carolina,2019-09-07,2,,Charleston Southern,W,25,31,80.6,282,2,38,493,13.0,8,8,1,1,1,2
South Florida,2019-09-07,2,@,Georgia Tech,L,16,25,64.0,169,1,30,93,3.1,0,13,2,2,0,2
Southern Mississippi,2019-09-07,2,@,Mississippi State,L,18,26,69.2,234,2,27,110,4.1,0,6,3,1,2,3
Stanford,2019-09-07,2,@,Southern California,L,22,36,61.1,237,1,30,98,3.3,1,5,1,0,1,1
Syracuse,2019-09-07,2,@,Maryland,L,28,41,68.3,330,3,29,70,2.4,0,5,1,1,1,2
Tennessee,2019-09-07,2,,Brigham Young,L,17,28,60.7,176,2,49,242,4.9,0,6,4,0,1,1
Texas,2019-09-07,2,,Louisiana State,L,32,48,66.7,409,4,37,121,3.3,0,6,4,0,0,0
Texas A&M,2019-09-07,2,@,Clemson,L,24,42,57.1,236,1,27,53,2.0,0,6,2,1,1,2
Texas State,2019-09-07,2,,Wyoming,L,33,54,61.1,394,1,22,50,2.3,1,4,1,1,2,3
Texas Tech,2019-09-07,2,,Texas-El Paso,W,31,47,66.0,264,3,29,149,5.1,2,7,3,0,1,1
Tulane,2019-09-07,2,@,Auburn,L,10,34,29.4,103,0,30,120,4.0,0,5,,0,1,1
Tulsa,2019-09-07,2,@,San Jose State,W,21,28,75.0,283,1,54,256,4.7,3,7,1,0,0,0
UAB,2019-09-07,2,@,Akron,W,15,24,62.5,319,4,34,83,2.4,0,13,5,0,1,1
UCF,2019-09-07,2,@,Florida Atlantic,W,8,20,40.0,262,2,47,312,6.6,5,16,5,0,0,0
UCLA,2019-09-07,2,,San Diego State,L,24,35,68.6,199,1,32,62,1.9,1,10,2,2,0,2
UNLV,2019-09-07,2,,Arkansas State,L,11,26,42.3,112,1,42,188,4.5,1,4,,0,1,1
USC,2019-09-07,2,,Stanford,W,28,33,84.8,377,3,28,115,4.1,3,10,3,1,0,1
Utah,2019-09-07,2,,Northern Illinois,W,14,19,73.7,214,1,37,193,5.2,4,6,4,0,0,0
Utah State,2019-09-07,2,,Stony Brook,W,35,45,77.8,392,3,42,325,7.7,4,1,,1,0,1
UTEP,2019-09-07,2,@,Texas Tech,L,7,19,36.8,54,0,38,77,2.0,0,3,1,0,0,0
UTSA,2019-09-07,2,@,Baylor,L,17,30,56.7,102,0,36,164,4.6,2,5,1,1,0,1
Vanderbilt,2019-09-07,2,@,Purdue,L,31,48,64.6,420,2,27,71,2.6,1,6,,0,1,1
Virginia Tech,2019-09-07,2,,Old Dominion,W,16,28,57.1,272,2,39,131,3.4,2,9,5,2,0,2
Washington,2019-09-07,2,,California,L,18,30,60.0,162,0,46,186,4.0,1,4,3,1,1,2
