School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
East Carolina,2005-09-03,1,,Duke,W,3,21
Florida,2005-09-03,1,,Wyoming,W,2,14
Florida Atlantic,2005-09-03,1,@,Kansas,L,3,30
Florida International,2005-09-03,1,@,Kansas State,L,4,35
Georgia,2005-09-03,1,,Boise State,W,2,13
Georgia Tech,2005-09-03,1,@,Auburn,W,2,14
Hawaii,2005-09-03,1,,Southern California,L,9,63
Illinois,2005-09-03,1,,Rutgers,W,3,30
Iowa,2005-09-03,1,,Ball State,W,0,0
Iowa State,2005-09-03,1,,Illinois State,W,3,21
Kansas,2005-09-03,1,,Florida Atlantic,W,3,19
Kansas State,2005-09-03,1,,Florida International,W,3,21
Kent State,2005-09-03,1,@,Michigan State,L,7,49
Louisiana,2005-09-03,1,@,Texas,L,9,60
Maryland,2005-09-03,1,N,Navy,W,3,20
Miami (OH),2005-09-03,1,@,Ohio State,L,4,34
Michigan,2005-09-03,1,,Northern Illinois,W,2,17
Michigan State,2005-09-03,1,,Kent State,W,2,14
Middle Tennessee State,2005-09-03,1,@,Alabama,L,3,26
Mississippi State,2005-09-03,1,,Murray State,W,1,6
Missouri,2005-09-03,1,,Arkansas State,W,2,17
Navy,2005-09-03,1,N,Maryland,L,2,23
Nebraska,2005-09-03,1,,Maine,W,1,7
New Mexico State,2005-09-03,1,,Texas-El Paso,L,4,34
Northern Illinois,2005-09-03,1,@,Michigan,L,4,33
Northwestern,2005-09-03,1,,Ohio,W,2,14
Notre Dame,2005-09-03,1,@,Pittsburgh,W,2,21
Ohio,2005-09-03,1,@,Northwestern,L,5,38
Ohio State,2005-09-03,1,,Miami (OH),W,2,14
Oklahoma,2005-09-03,1,,Texas Christian,L,2,17
Oklahoma State,2005-09-03,1,,Montana State,W,1,10
Oregon State,2005-09-03,1,,Portland State,W,2,14
Penn State,2005-09-03,1,,South Florida,W,2,13
Pitt,2005-09-03,1,,Notre Dame,L,6,42
Rutgers,2005-09-03,1,@,Illinois,L,4,33
San Diego State,2005-09-03,1,,UCLA,L,5,44
San Jose State,2005-09-03,1,,Eastern Washington,W,3,24
SMU,2005-09-03,1,,Baylor,L,3,28
South Florida,2005-09-03,1,@,Penn State,L,3,23
Tennessee,2005-09-03,1,,Alabama-Birmingham,W,1,10
Texas,2005-09-03,1,,Louisiana,W,0,3
Texas A&M,2005-09-03,1,@,Clemson,L,1,25
Texas Christian,2005-09-03,1,@,Oklahoma,W,1,10
Troy,2005-09-03,1,,Cal Poly,W,1,10
UAB,2005-09-03,1,@,Tennessee,L,2,17
UCLA,2005-09-03,1,@,San Diego State,W,3,21
USC,2005-09-03,1,@,Hawaii,W,2,17
UTEP,2005-09-03,1,@,New Mexico State,W,2,17
Virginia,2005-09-03,1,,Western Michigan,W,1,19
Washington,2005-09-03,1,,Air Force,L,2,20
Western Michigan,2005-09-03,1,@,Virginia,L,4,31
Wisconsin,2005-09-03,1,,Bowling Green State,W,6,42
Wyoming,2005-09-03,1,@,Florida,L,4,32
Kentucky,2005-09-04,1,,Louisville,L,4,31
Louisville,2005-09-04,1,@,Kentucky,W,3,24
North Carolina State,2005-09-04,1,,Virginia Tech,L,2,20
Syracuse,2005-09-04,1,,West Virginia,L,1,15
Virginia Tech,2005-09-04,1,@,North Carolina State,W,1,16
West Virginia,2005-09-04,1,@,Syracuse,W,1,7
Florida State,2005-09-05,1,,Miami (FL),W,1,7
Memphis,2005-09-05,1,,Mississippi,L,1,10
Miami (FL),2005-09-05,1,@,Florida State,L,1,10
New Mexico,2005-09-05,1,,Nevada-Las Vegas,W,3,22
Ole Miss,2005-09-05,1,@,Memphis,W,0,6
UNLV,2005-09-05,1,@,New Mexico,L,3,24
Florida Atlantic,2005-09-08,2,,Oklahoma State,L,2,23
Oklahoma State,2005-09-08,2,@,Florida Atlantic,W,0,3
Nevada,2005-09-09,1,,Washington State,L,7,55
Ohio,2005-09-09,2,,Pittsburgh,W,1,10
Pitt,2005-09-09,2,@,Ohio,L,2,16
Washington State,2005-09-09,2,@,Nevada,W,3,21
Air Force,2005-09-10,2,,San Diego State,W,3,29
Akron,2005-09-10,1,@,Purdue,L,7,49
Alabama,2005-09-10,2,,Southern Mississippi,W,3,21
Arizona,2005-09-10,2,,Northern Arizona,W,1,12
Arizona State,2005-09-10,2,,Louisiana State,L,5,35
Arkansas,2005-09-10,2,,Vanderbilt,L,3,28
Arkansas State,2005-09-10,2,,Tennessee-Martin,W,1,7
Army,2005-09-10,1,@,Boston College,L,6,44
Auburn,2005-09-10,2,,Mississippi State,W,0,0
Ball State,2005-09-10,2,,Bowling Green State,L,6,40
Baylor,2005-09-10,2,,Samford,W,2,14
Boise State,2005-09-10,2,@,Oregon State,L,3,30
Boston College,2005-09-10,2,,Army,W,1,7
Bowling Green State,2005-09-10,2,@,Ball State,W,4,31
Brigham Young,2005-09-10,2,,Eastern Illinois,W,1,10
Buffalo,2005-09-10,2,@,Syracuse,L,4,31
California,2005-09-10,2,@,Washington,W,2,17
Central Michigan,2005-09-10,2,@,Miami (OH),W,4,37
Cincinnati,2005-09-10,2,@,Penn State,L,6,42
Clemson,2005-09-10,2,@,Maryland,W,3,24
Colorado,2005-09-10,2,,New Mexico State,W,0,0
Colorado State,2005-09-10,2,@,Minnesota,L,8,56
Connecticut,2005-09-10,2,,Liberty,W,0,0
Duke,2005-09-10,2,,Virginia Tech,L,6,45
Eastern Michigan,2005-09-10,2,,Louisiana,W,1,10
Florida,2005-09-10,2,,Louisiana Tech,W,0,3
Florida International,2005-09-10,2,@,Texas Tech,L,8,56
Florida State,2005-09-10,2,,Citadel,W,1,10
Fresno State,2005-09-10,1,,Weber State,W,2,17
Georgia,2005-09-10,2,,South Carolina,W,2,15
Georgia Tech,2005-09-10,2,,North Carolina,W,3,21
Hawaii,2005-09-10,2,@,Michigan State,L,6,42
Houston,2005-09-10,2,,Sam Houston State,W,1,10
Idaho,2005-09-10,2,@,Nevada-Las Vegas,L,4,34
Illinois,2005-09-10,2,,San Jose State,W,2,19
Indiana,2005-09-10,2,,Nicholls State,W,4,31
Iowa,2005-09-10,2,@,Iowa State,L,3,23
Iowa State,2005-09-10,2,,Iowa,W,0,3
Kansas,2005-09-10,2,,Appalachian State,W,1,8
Kansas State,2005-09-10,2,@,Marshall,W,2,19
Kent State,2005-09-10,2,,Southeast Missouri State,W,1,12
Kentucky,2005-09-10,2,,Idaho State,W,3,29
Louisiana,2005-09-10,2,@,Eastern Michigan,L,4,31
Louisiana Tech,2005-09-10,1,@,Florida,L,6,41
Louisiana-Monroe,2005-09-10,2,@,Wyoming,L,5,38
LSU,2005-09-10,1,@,Arizona State,W,4,31
Marshall,2005-09-10,2,,Kansas State,L,3,21
Maryland,2005-09-10,2,,Clemson,L,4,28
Miami (OH),2005-09-10,2,,Central Michigan,L,5,38
Michigan,2005-09-10,2,,Notre Dame,L,2,17
Michigan State,2005-09-10,2,,Hawaii,W,2,14
Middle Tennessee State,2005-09-10,2,,North Texas,L,2,14
Minnesota,2005-09-10,2,,Colorado State,W,3,24
Mississippi State,2005-09-10,2,@,Auburn,L,4,28
Missouri,2005-09-10,2,,New Mexico,L,6,45
Navy,2005-09-10,2,,Stanford,L,5,41
Nebraska,2005-09-10,2,,Wake Forest,W,0,3
New Mexico,2005-09-10,2,@,Missouri,W,4,35
New Mexico State,2005-09-10,2,@,Colorado,L,4,39
North Carolina,2005-09-10,1,@,Georgia Tech,L,3,27
North Texas,2005-09-10,1,@,Middle Tennessee State,W,1,7
Northern Illinois,2005-09-10,2,@,Northwestern,L,5,38
Northwestern,2005-09-10,2,,Northern Illinois,W,5,37
Notre Dame,2005-09-10,2,@,Michigan,W,1,10
Ohio State,2005-09-10,2,,Texas,L,2,25
Oklahoma,2005-09-10,2,,Tulsa,W,1,15
Oregon,2005-09-10,2,,Montana,W,2,14
Oregon State,2005-09-10,2,,Boise State,W,3,27
Penn State,2005-09-10,2,,Cincinnati,W,3,24
Purdue,2005-09-10,1,,Akron,W,3,24
Rice,2005-09-10,1,@,UCLA,L,9,63
Rutgers,2005-09-10,2,,Villanova,W,1,6
San Diego State,2005-09-10,2,@,Air Force,L,6,41
San Jose State,2005-09-10,2,@,Illinois,L,4,40
SMU,2005-09-10,2,,Texas Christian,W,1,10
South Carolina,2005-09-10,2,@,Georgia,L,2,17
South Florida,2005-09-10,2,,Florida A&M,W,0,3
Southern Mississippi,2005-09-10,1,@,Alabama,L,4,30
Stanford,2005-09-10,1,@,Navy,W,5,38
Syracuse,2005-09-10,2,,Buffalo,W,0,0
Temple,2005-09-10,2,@,Wisconsin,L,9,65
Texas,2005-09-10,2,@,Ohio State,W,1,22
Texas Christian,2005-09-10,2,@,Southern Methodist,L,3,21
Texas Tech,2005-09-10,1,,Florida International,W,0,3
Toledo,2005-09-10,2,,Western Michigan,W,3,23
Troy,2005-09-10,2,,Alabama-Birmingham,L,3,27
Tulsa,2005-09-10,2,@,Oklahoma,L,4,31
UAB,2005-09-10,2,@,Troy,W,1,7
UCLA,2005-09-10,2,,Rice,W,3,21
UNLV,2005-09-10,2,,Idaho,W,4,31
Utah,2005-09-10,2,,Utah State,W,1,7
Utah State,2005-09-10,1,@,Utah,L,4,31
Vanderbilt,2005-09-10,2,@,Arkansas,W,3,24
Virginia Tech,2005-09-10,2,@,Duke,W,0,0
Wake Forest,2005-09-10,2,@,Nebraska,L,4,31
Washington,2005-09-10,2,,California,L,8,56
West Virginia,2005-09-10,2,,Wofford,W,1,7
Western Michigan,2005-09-10,2,@,Toledo,L,8,56
Wisconsin,2005-09-10,2,,Temple,W,0,0
Wyoming,2005-09-10,2,,Louisiana-Monroe,W,0,0
Texas Christian,2005-09-15,3,,Utah,W,2,20
Utah,2005-09-15,3,@,Texas Christian,L,3,23
Houston,2005-09-16,3,@,Texas-El Paso,L,4,44
UTEP,2005-09-16,2,,Houston,W,5,41
Air Force,2005-09-17,3,,Wyoming,L,3,29
Akron,2005-09-17,2,@,Middle Tennessee State,W,1,7
Alabama,2005-09-17,3,@,South Carolina,W,2,14
Arizona,2005-09-17,3,,Purdue,L,4,31
Arizona State,2005-09-17,3,,Northwestern,W,3,21
Arkansas,2005-09-17,3,@,Southern California,L,10,70
Arkansas State,2005-09-17,3,@,Oklahoma State,L,2,20
Army,2005-09-17,2,,Baylor,L,2,20
Auburn,2005-09-17,3,,Ball State,W,0,3
Ball State,2005-09-17,3,@,Auburn,L,9,63
Baylor,2005-09-17,3,@,Army,W,1,10
Boston College,2005-09-17,3,,Florida State,L,4,28
Buffalo,2005-09-17,3,,Rutgers,L,2,17
California,2005-09-17,3,,Illinois,W,2,20
Central Michigan,2005-09-17,3,@,Penn State,L,5,40
Cincinnati,2005-09-17,3,,Western Carolina,W,0,3
Clemson,2005-09-17,3,,Miami (FL),L,4,36
Connecticut,2005-09-17,3,@,Georgia Tech,L,4,28
Duke,2005-09-17,3,,Virginia Military Institute,W,2,14
East Carolina,2005-09-17,2,@,Wake Forest,L,5,44
Eastern Michigan,2005-09-17,3,@,Michigan,L,7,55
Florida,2005-09-17,3,,Tennessee,W,1,7
Florida Atlantic,2005-09-17,3,@,Minnesota,L,6,46
Florida State,2005-09-17,3,@,Boston College,W,2,17
Fresno State,2005-09-17,2,@,Oregon,L,5,37
Georgia,2005-09-17,3,,Louisiana-Monroe,W,1,7
Georgia Tech,2005-09-17,3,,Connecticut,W,1,13
Idaho,2005-09-17,3,@,Washington,L,4,34
Illinois,2005-09-17,3,@,California,L,5,35
Indiana,2005-09-17,3,,Kentucky,W,2,14
Iowa,2005-09-17,3,,Northern Iowa,W,3,21
Kansas,2005-09-17,3,,Louisiana Tech,W,2,14
Kent State,2005-09-17,3,,Miami (OH),L,3,27
Kentucky,2005-09-17,3,@,Indiana,L,5,38
Louisiana,2005-09-17,3,,Northwestern State,W,4,28
Louisiana Tech,2005-09-17,2,@,Kansas,L,4,34
Louisiana-Monroe,2005-09-17,3,@,Georgia,L,5,44
Louisville,2005-09-17,2,,Oregon State,W,3,27
Maryland,2005-09-17,3,,West Virginia,L,4,31
Memphis,2005-09-17,2,,Chattanooga,W,2,14
Miami (FL),2005-09-17,2,@,Clemson,W,3,30
Miami (OH),2005-09-17,3,@,Kent State,W,1,10
Michigan,2005-09-17,3,,Eastern Michigan,W,0,0
Michigan State,2005-09-17,3,@,Notre Dame,W,5,41
Middle Tennessee State,2005-09-17,3,,Akron,L,2,17
Minnesota,2005-09-17,3,,Florida Atlantic,W,1,7
Mississippi State,2005-09-17,3,N,Tulane,W,2,14
Missouri,2005-09-17,3,,Troy,W,3,21
Nebraska,2005-09-17,3,,Pittsburgh,W,0,6
Nevada,2005-09-17,2,,Nevada-Las Vegas,W,2,14
New Mexico,2005-09-17,3,,New Mexico State,W,3,21
New Mexico State,2005-09-17,3,@,New Mexico,L,5,38
North Carolina,2005-09-17,2,,Wisconsin,L,2,14
North Carolina State,2005-09-17,2,,Eastern Kentucky,W,1,10
North Texas,2005-09-17,2,,Tulsa,L,7,54
Northern Illinois,2005-09-17,3,,Tennessee Tech,W,0,3
Northwestern,2005-09-17,3,@,Arizona State,L,7,52
Notre Dame,2005-09-17,3,,Michigan State,L,6,44
Ohio,2005-09-17,3,@,Virginia Tech,L,6,45
Ohio State,2005-09-17,3,,San Diego State,W,1,6
Oklahoma,2005-09-17,3,@,UCLA,L,5,41
Oklahoma State,2005-09-17,3,,Arkansas State,W,1,10
Ole Miss,2005-09-17,2,@,Vanderbilt,L,4,31
Oregon,2005-09-17,3,,Fresno State,W,4,34
Oregon State,2005-09-17,3,@,Louisville,L,9,63
Penn State,2005-09-17,3,,Central Michigan,W,0,3
Pitt,2005-09-17,3,@,Nebraska,L,1,7
Purdue,2005-09-17,2,@,Arizona,W,3,24
Rice,2005-09-17,2,@,Texas,L,7,51
Rutgers,2005-09-17,3,@,Buffalo,W,0,3
San Diego State,2005-09-17,3,@,Ohio State,L,3,27
SMU,2005-09-17,3,@,Texas A&M,L,9,66
South Carolina,2005-09-17,3,,Alabama,L,4,37
South Florida,2005-09-17,3,,Central Florida,W,2,14
Southern Mississippi,2005-09-17,2,,McNeese State,W,2,20
Stanford,2005-09-17,2,,California-Davis,L,3,20
Syracuse,2005-09-17,3,,Virginia,L,3,27
Temple,2005-09-17,3,,Toledo,L,6,42
Tennessee,2005-09-17,2,@,Florida,L,1,16
Texas,2005-09-17,3,,Rice,W,1,10
Texas A&M,2005-09-17,2,,Southern Methodist,W,1,8
Texas Tech,2005-09-17,2,,Sam Houston State,W,3,21
Toledo,2005-09-17,3,@,Temple,W,2,17
Troy,2005-09-17,3,@,Missouri,L,6,52
Tulane,2005-09-17,1,N,Mississippi State,L,3,21
Tulsa,2005-09-17,3,@,North Texas,W,0,2
UAB,2005-09-17,3,,Jacksonville State,W,4,28
UCF,2005-09-17,2,@,South Florida,L,4,31
UCLA,2005-09-17,3,,Oklahoma,W,3,24
UNLV,2005-09-17,3,@,Nevada,L,2,22
USC,2005-09-17,2,,Arkansas,W,2,17
Vanderbilt,2005-09-17,3,,Mississippi,W,3,23
Virginia,2005-09-17,2,@,Syracuse,W,3,24
Virginia Tech,2005-09-17,3,,Ohio,W,0,0
Wake Forest,2005-09-17,3,,East Carolina,W,4,34
Washington,2005-09-17,3,,Idaho,W,0,6
Washington State,2005-09-17,3,,Grambling State,W,1,7
West Virginia,2005-09-17,3,@,Maryland,W,2,19
Western Michigan,2005-09-17,3,,Southern Illinois,W,4,28
Wisconsin,2005-09-17,3,@,North Carolina,W,0,5
Wyoming,2005-09-17,3,@,Air Force,W,4,28
Boise State,2005-09-21,3,,Bowling Green State,W,3,20
Bowling Green State,2005-09-21,3,@,Boise State,L,6,48
Air Force,2005-09-22,4,@,Utah,L,5,38
Florida Atlantic,2005-09-22,4,,Louisiana-Monroe,L,4,28
Louisiana-Monroe,2005-09-22,4,@,Florida Atlantic,W,3,21
Texas A&M,2005-09-22,3,,Texas State,W,4,31
Utah,2005-09-22,4,,Air Force,W,5,35
Army,2005-09-23,3,,Iowa State,L,4,28
California,2005-09-23,4,@,New Mexico State,W,1,13
Iowa State,2005-09-23,3,@,Army,W,3,21
New Mexico State,2005-09-23,4,,California,L,6,41
Akron,2005-09-24,3,,Northern Illinois,W,6,42
Alabama,2005-09-24,4,,Arkansas,W,1,13
Arizona State,2005-09-24,4,@,Oregon State,W,3,24
Arkansas,2005-09-24,4,@,Alabama,L,3,24
Arkansas State,2005-09-24,4,,Florida International,W,3,24
Auburn,2005-09-24,4,,Western Kentucky,W,2,14
Boston College,2005-09-24,4,@,Clemson,W,1,13
Brigham Young,2005-09-24,3,,Texas Christian,L,6,51
Central Michigan,2005-09-24,4,,Eastern Michigan,L,2,23
Clemson,2005-09-24,4,,Boston College,L,2,16
Colorado,2005-09-24,3,@,Miami (FL),L,2,23
Colorado State,2005-09-24,3,,Nevada,W,3,21
Duke,2005-09-24,4,@,Virginia,L,5,38
East Carolina,2005-09-24,3,@,West Virginia,L,3,20
Eastern Michigan,2005-09-24,4,@,Central Michigan,W,2,20
Florida,2005-09-24,4,@,Kentucky,W,4,28
Florida International,2005-09-24,3,@,Arkansas State,L,9,66
Georgia,2005-09-24,4,@,Mississippi State,W,1,10
Georgia Tech,2005-09-24,4,@,Virginia Tech,L,6,51
Hawaii,2005-09-24,3,@,Idaho,W,0,0
Idaho,2005-09-24,4,,Hawaii,L,3,24
Illinois,2005-09-24,4,,Michigan State,L,8,61
Iowa,2005-09-24,4,@,Ohio State,L,4,31
Kansas State,2005-09-24,3,,North Texas,W,1,7
Kent State,2005-09-24,4,@,Ohio,L,5,35
Kentucky,2005-09-24,4,,Florida,L,7,49
Louisville,2005-09-24,3,@,South Florida,L,6,45
Marshall,2005-09-24,3,@,Central Florida,L,2,23
Maryland,2005-09-24,4,@,Wake Forest,W,1,12
Memphis,2005-09-24,3,@,Tulsa,L,5,37
Miami (FL),2005-09-24,3,,Colorado,W,0,3
Michigan,2005-09-24,4,@,Wisconsin,L,2,23
Michigan State,2005-09-24,4,@,Illinois,W,2,14
Minnesota,2005-09-24,4,,Purdue,W,5,35
Mississippi State,2005-09-24,4,,Georgia,L,2,23
Nevada,2005-09-24,3,@,Colorado State,L,6,42
New Mexico,2005-09-24,4,@,Texas-El Paso,L,3,21
North Carolina,2005-09-24,3,@,North Carolina State,W,3,24
North Carolina State,2005-09-24,3,,North Carolina,L,4,31
North Texas,2005-09-24,3,@,Kansas State,L,7,54
Northern Illinois,2005-09-24,4,@,Akron,L,6,48
Northwestern,2005-09-24,4,,Penn State,L,4,34
Notre Dame,2005-09-24,4,@,Washington,W,2,17
Ohio,2005-09-24,4,,Kent State,W,4,32
Ohio State,2005-09-24,4,,Iowa,W,0,6
Ole Miss,2005-09-24,3,,Wyoming,L,3,24
Oregon,2005-09-24,4,,Southern California,L,6,45
Oregon State,2005-09-24,4,,Arizona State,L,6,42
Penn State,2005-09-24,4,@,Northwestern,W,2,29
Pitt,2005-09-24,4,,Youngstown State,W,0,0
Purdue,2005-09-24,3,@,Minnesota,L,5,42
San Diego State,2005-09-24,4,,San Jose State,W,3,21
San Jose State,2005-09-24,3,@,San Diego State,L,7,52
SMU,2005-09-24,4,,Tulane,L,4,31
South Carolina,2005-09-24,4,,Troy,W,2,20
South Florida,2005-09-24,4,,Louisville,W,2,14
Temple,2005-09-24,4,,Western Michigan,L,2,19
Texas Christian,2005-09-24,4,@,Brigham Young,W,6,50
Texas Tech,2005-09-24,3,,Indiana State,W,1,7
Troy,2005-09-24,4,@,South Carolina,L,6,45
Tulane,2005-09-24,2,@,Southern Methodist,W,1,10
Tulsa,2005-09-24,4,,Memphis,W,4,31
UCF,2005-09-24,3,,Marshall,W,2,13
UNLV,2005-09-24,4,@,Utah State,L,4,31
USC,2005-09-24,3,@,Oregon,W,1,13
Utah State,2005-09-24,2,,Nevada-Las Vegas,W,3,24
UTEP,2005-09-24,3,,New Mexico,W,1,13
Vanderbilt,2005-09-24,4,,Richmond,W,1,13
Virginia,2005-09-24,3,,Duke,W,1,7
Virginia Tech,2005-09-24,4,,Georgia Tech,W,1,7
Wake Forest,2005-09-24,4,,Maryland,L,2,22
Washington,2005-09-24,4,,Notre Dame,L,4,36
West Virginia,2005-09-24,4,,East Carolina,W,1,15
Western Michigan,2005-09-24,4,@,Temple,W,2,16
Wisconsin,2005-09-24,4,,Michigan,W,2,20
Wyoming,2005-09-24,4,@,Mississippi,W,2,14
LSU,2005-09-26,2,,Tennessee,L,4,30
Tennessee,2005-09-26,3,@,Louisiana State,W,3,27
Fresno State,2005-09-27,3,,Toledo,W,2,14
Toledo,2005-09-27,4,@,Fresno State,L,6,44
Cincinnati,2005-09-28,4,@,Miami (OH),L,5,44
Miami (OH),2005-09-28,4,,Cincinnati,W,2,16
Air Force,2005-09-29,5,@,Colorado State,L,6,41
Colorado State,2005-09-29,4,,Air Force,W,2,23
Pitt,2005-09-30,5,@,Rutgers,L,4,37
Rutgers,2005-09-30,4,,Pittsburgh,W,4,29
Akron,2005-10-01,4,,Central Michigan,L,4,31
Alabama,2005-10-01,5,,Florida,W,0,3
Arizona,2005-10-01,4,@,California,L,4,28
Arizona State,2005-10-01,5,,Southern California,L,5,38
Arkansas State,2005-10-01,5,@,Louisiana-Monroe,L,4,31
Army,2005-10-01,4,,Connecticut,L,6,47
Auburn,2005-10-01,5,,South Carolina,W,1,7
Ball State,2005-10-01,4,@,Boston College,L,5,38
Baylor,2005-10-01,4,@,Texas A&M,L,2,16
Boise State,2005-10-01,4,@,Hawaii,W,5,41
Boston College,2005-10-01,5,,Ball State,W,0,0
Bowling Green State,2005-10-01,4,,Temple,W,1,7
Brigham Young,2005-10-01,4,@,San Diego State,L,4,31
Buffalo,2005-10-01,4,@,Western Michigan,L,4,31
California,2005-10-01,5,,Arizona,W,0,0
Central Michigan,2005-10-01,5,@,Akron,W,2,17
Clemson,2005-10-01,5,@,Wake Forest,L,4,31
Colorado,2005-10-01,4,@,Oklahoma State,W,0,0
Connecticut,2005-10-01,4,@,Army,W,2,13
Duke,2005-10-01,5,,Navy,L,4,28
East Carolina,2005-10-01,4,,Southern Mississippi,L,3,33
Eastern Michigan,2005-10-01,5,,Kent State,W,3,20
Florida,2005-10-01,5,@,Alabama,L,4,31
Florida Atlantic,2005-10-01,5,@,Louisville,L,8,61
Florida International,2005-10-01,4,,Florida A&M,W,1,6
Florida State,2005-10-01,4,,Syracuse,W,2,14
Hawaii,2005-10-01,4,,Boise State,L,6,44
Houston,2005-10-01,4,@,Tulsa,W,3,23
Idaho,2005-10-01,5,,Utah State,W,2,13
Illinois,2005-10-01,5,@,Iowa,L,5,35
Indiana,2005-10-01,4,@,Wisconsin,L,5,41
Iowa,2005-10-01,5,,Illinois,W,1,7
Iowa State,2005-10-01,4,@,Nebraska,L,3,27
Kansas,2005-10-01,4,@,Texas Tech,L,3,30
Kansas State,2005-10-01,4,@,Oklahoma,L,5,43
Kent State,2005-10-01,5,@,Eastern Michigan,L,3,27
Louisiana,2005-10-01,4,,Central Florida,L,3,24
Louisiana Tech,2005-10-01,3,,New Mexico State,W,2,14
Louisiana-Monroe,2005-10-01,5,,Arkansas State,W,3,27
Louisville,2005-10-01,4,,Florida Atlantic,W,1,10
LSU,2005-10-01,3,@,Mississippi State,W,1,7
Marshall,2005-10-01,4,,Southern Methodist,W,1,13
Maryland,2005-10-01,5,,Virginia,W,3,33
Memphis,2005-10-01,4,,Texas-El Paso,W,2,20
Miami (FL),2005-10-01,4,,South Florida,W,1,7
Michigan,2005-10-01,5,@,Michigan State,W,4,31
Michigan State,2005-10-01,5,,Michigan,L,4,34
Middle Tennessee State,2005-10-01,4,@,Vanderbilt,W,1,15
Minnesota,2005-10-01,5,@,Penn State,L,5,44
Mississippi State,2005-10-01,5,,Louisiana State,L,5,37
Missouri,2005-10-01,4,,Texas,L,7,51
Navy,2005-10-01,3,@,Duke,W,2,21
Nebraska,2005-10-01,4,,Iowa State,W,2,20
Nevada,2005-10-01,4,@,San Jose State,W,2,23
New Mexico,2005-10-01,5,@,Texas Christian,L,7,49
New Mexico State,2005-10-01,5,@,Louisiana Tech,L,4,34
North Carolina,2005-10-01,4,,Utah,W,2,17
Notre Dame,2005-10-01,5,@,Purdue,W,4,28
Oklahoma,2005-10-01,4,,Kansas State,W,3,21
Oklahoma State,2005-10-01,4,,Colorado,L,4,34
Ole Miss,2005-10-01,4,@,Tennessee,L,3,27
Oregon,2005-10-01,5,@,Stanford,W,2,20
Oregon State,2005-10-01,5,,Washington State,W,4,33
Penn State,2005-10-01,5,,Minnesota,W,2,14
Purdue,2005-10-01,4,,Notre Dame,L,7,49
Rice,2005-10-01,3,@,Alabama-Birmingham,L,6,45
San Diego State,2005-10-01,5,,Brigham Young,W,1,10
San Jose State,2005-10-01,4,,Nevada,L,4,30
SMU,2005-10-01,5,@,Marshall,L,2,16
South Carolina,2005-10-01,5,@,Auburn,L,6,48
South Florida,2005-10-01,5,@,Miami (FL),L,3,27
Southern Mississippi,2005-10-01,3,@,East Carolina,W,1,7
Stanford,2005-10-01,3,,Oregon,L,6,44
Syracuse,2005-10-01,4,@,Florida State,L,5,38
Temple,2005-10-01,5,@,Bowling Green State,L,10,70
Tennessee,2005-10-01,4,,Mississippi,W,1,10
Texas,2005-10-01,4,@,Missouri,W,3,20
Texas A&M,2005-10-01,4,,Baylor,W,1,13
Texas Christian,2005-10-01,5,,New Mexico,W,4,28
Texas Tech,2005-10-01,4,,Kansas,W,2,17
