School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
Wake Forest,2017-08-31,1,,Presbyterian,W,20,27,74.1,239,5,45,248,5.5,2,9,3,0,1,1
Army,2017-09-01,1,,Fordham,W,0,2,0.0,0,0,47,513,10.9,8,8,3,1,0,1
Boston College,2017-09-01,1,@,Northern Illinois,W,26,42,61.9,191,2,50,148,3.0,0,2,,0,1,1
Charlotte,2017-09-01,1,@,Eastern Michigan,L,12,29,41.4,114,1,35,166,4.7,0,5,1,0,3,3
Colorado,2017-09-01,1,,Colorado State,W,21,29,72.4,202,1,36,145,4.0,1,5,2,0,2,2
Colorado State,2017-09-01,2,@,Colorado,L,24,47,51.1,309,0,33,88,2.7,0,8,5,1,2,3
Eastern Michigan,2017-09-01,1,,Charlotte,W,22,31,71.0,267,0,41,126,3.1,2,7,2,1,1,2
Florida Atlantic,2017-09-01,1,,Navy,L,21,33,63.6,286,2,24,40,1.7,0,4,,0,2,2
Navy,2017-09-01,1,@,Florida Atlantic,W,3,10,30.0,110,1,68,416,6.1,5,8,2,1,1,2
Northern Illinois,2017-09-01,1,,Boston College,L,16,39,41.0,203,2,35,164,4.7,0,12,2,0,1,1
Rutgers,2017-09-01,1,,Washington,L,24,35,68.6,178,2,42,131,3.1,0,2,1,0,2,2
Syracuse,2017-09-01,1,,Central Connecticut State,W,37,52,71.2,431,3,41,155,3.8,3,6,1,2,0,2
Utah State,2017-09-01,1,@,Wisconsin,L,25,41,61.0,219,0,27,85,3.1,1,5,3,1,3,4
Washington,2017-09-01,1,@,Rutgers,W,17,30,56.7,284,2,24,84,3.5,0,6,1,0,0,0
Wisconsin,2017-09-01,1,,Utah State,W,15,23,65.2,244,3,45,234,5.2,4,8,1,2,0,2
Air Force,2017-09-02,1,,Virginia Military Institute,W,10,14,71.4,190,2,67,457,6.8,7,7,1,0,0,0
Akron,2017-09-02,1,@,Penn State,L,14,29,48.3,86,0,34,73,2.1,0,7,,0,1,1
Alabama,2017-09-02,1,@,Florida State,W,10,18,55.6,96,1,42,173,4.1,1,9,3,0,0,0
Appalachian State,2017-09-02,1,@,Georgia,L,21,32,65.6,148,0,32,136,4.3,1,6,1,0,0,0
Arizona,2017-09-02,1,,Northern Arizona,W,7,14,50.0,89,1,47,506,10.8,7,3,2,0,0,0
Arkansas State,2017-09-02,1,@,Nebraska,L,46,68,67.6,415,3,21,82,3.9,0,5,1,0,2,2
Auburn,2017-09-02,1,,Georgia Southern,W,15,26,57.7,184,2,53,351,6.6,3,12,5,2,1,3
Ball State,2017-09-02,1,@,Illinois,L,21,34,61.8,204,1,51,171,3.4,2,9,4,1,1,2
Baylor,2017-09-02,1,,Liberty,L,14,30,46.7,278,3,34,254,7.5,3,13,1,0,2,2
Boise State,2017-09-02,1,,Troy,W,19,32,59.4,210,1,44,147,3.3,1,9,4,1,1,2
Bowling Green State,2017-09-02,1,@,Michigan State,L,10,31,32.3,145,0,24,67,2.8,0,8,,0,1,1
Brigham Young,2017-09-02,2,,Louisiana State,L,12,24,50.0,102,0,14,-5,-0.4,0,4,,0,1,1
California,2017-09-02,1,@,North Carolina,W,24,38,63.2,363,4,35,106,3.0,1,4,2,0,2,2
Clemson,2017-09-02,1,,Kent State,W,25,34,73.5,312,2,42,366,8.7,6,5,,0,1,1
Coastal Carolina,2017-09-02,1,,Massachusetts,W,10,18,55.6,80,1,47,321,6.8,4,6,1,0,0,0
Duke,2017-09-02,1,,North Carolina Central,W,26,34,76.5,281,3,47,243,5.2,4,9,3,0,0,0
East Carolina,2017-09-02,1,,James Madison,L,28,53,52.8,292,0,28,75,2.7,2,3,1,1,3,4
Florida,2017-09-02,1,@,Michigan,L,14,26,53.8,181,0,27,11,0.4,0,11,5,3,0,3
Florida State,2017-09-02,1,,Alabama,L,19,33,57.6,210,1,27,40,1.5,0,4,2,1,2,3
Fresno State,2017-09-02,1,,Incarnate Word,W,23,37,62.2,414,4,40,199,5.0,4,9,2,0,0,0
Georgia,2017-09-02,1,,Appalachian State,W,11,20,55.0,147,1,44,221,5.0,3,7,1,0,2,2
Georgia Southern,2017-09-02,1,@,Auburn,L,4,9,44.4,8,0,47,70,1.5,0,8,3,0,1,1
Hawaii,2017-09-02,2,,Western Carolina,W,12,24,50.0,154,2,49,299,6.1,3,14,5,0,2,2
Illinois,2017-09-02,1,,Ball State,W,10,19,52.6,145,1,30,71,2.4,2,9,3,0,1,1
Iowa,2017-09-02,1,,Wyoming,W,8,15,53.3,125,3,41,138,3.4,0,7,3,3,1,4
Iowa State,2017-09-02,1,,Northern Iowa,W,27,36,75.0,271,2,35,134,3.8,2,6,2,0,1,1
Kansas,2017-09-02,1,,Southeast Missouri State,W,23,37,62.2,364,4,25,73,2.9,1,7,1,1,2,3
Kansas State,2017-09-02,1,,Central Arkansas,W,10,16,62.5,333,4,31,186,6.0,2,9,4,0,0,0
Kent State,2017-09-02,1,@,Clemson,L,1,5,20.0,1,0,44,119,2.7,0,4,,0,0,0
Kentucky,2017-09-02,1,@,Southern Mississippi,W,11,20,55.0,176,1,35,78,2.2,1,9,2,1,0,1
Louisiana,2017-09-02,1,,Southeastern Louisiana,W,12,23,52.2,162,1,36,201,5.6,4,3,1,0,0,0
Louisiana Tech,2017-09-02,1,,Northwestern State,W,18,35,51.4,276,2,37,221,6.0,3,9,3,3,0,3
Louisville,2017-09-02,1,@,Purdue,W,30,46,65.2,378,2,33,146,4.4,1,7,4,3,0,3
LSU,2017-09-02,1,@,Brigham Young,W,15,18,83.3,183,0,57,296,5.2,3,3,3,0,0,0
Marshall,2017-09-02,1,,Miami (OH),W,20,30,66.7,208,1,25,59,2.4,0,4,2,1,1,2
Maryland,2017-09-02,1,@,Texas,W,12,15,80.0,219,2,43,263,6.1,4,8,5,0,1,1
Massachusetts,2017-09-02,2,@,Coastal Carolina,L,27,45,60.0,362,1,26,79,3.0,3,2,,2,0,2
Miami (FL),2017-09-02,1,,Bethune-Cookman,W,18,31,58.1,233,3,34,317,9.3,2,7,1,0,0,0
Miami (OH),2017-09-02,1,@,Marshall,L,23,44,52.3,298,2,42,131,3.1,1,5,1,1,1,2
Michigan,2017-09-02,1,,Florida,W,12,26,46.2,218,1,49,215,4.4,1,11,6,0,2,2
Michigan State,2017-09-02,1,,Bowling Green State,W,22,36,61.1,250,3,46,215,4.7,1,3,1,3,0,3
Middle Tennessee State,2017-09-02,1,,Vanderbilt,L,18,31,58.1,166,1,26,64,2.5,0,5,1,0,1,1
Mississippi State,2017-09-02,1,,Charleston Southern,W,20,36,55.6,274,3,50,281,5.6,3,9,1,0,0,0
Missouri,2017-09-02,1,,Missouri State,W,21,34,61.8,521,7,41,294,7.2,3,12,4,1,1,2
Nebraska,2017-09-02,1,,Arkansas State,W,19,32,59.4,238,2,38,225,5.9,2,2,1,0,0,0
Nevada,2017-09-02,1,@,Northwestern,L,16,37,43.2,199,2,26,142,5.5,0,8,1,1,1,2
New Mexico,2017-09-02,1,,Abilene Christian,W,12,18,66.7,222,1,40,259,6.5,3,4,2,2,0,2
North Carolina,2017-09-02,1,,California,L,25,44,56.8,221,1,45,219,4.9,3,6,1,1,2,3
North Carolina State,2017-09-02,1,,South Carolina,L,45,64,70.3,415,2,35,89,2.5,2,7,2,2,0,2
North Texas,2017-09-02,1,,Lamar,W,17,24,70.8,232,3,59,438,7.4,5,5,2,1,0,1
Northwestern,2017-09-02,1,,Nevada,W,28,38,73.7,352,2,50,156,3.1,2,3,,1,1,2
Notre Dame,2017-09-02,1,,Temple,W,17,30,56.7,184,2,44,422,9.6,5,11,3,0,1,1
Ohio,2017-09-02,1,,Hampton,W,13,19,68.4,172,1,53,248,4.7,7,10,3,0,1,1
Oklahoma,2017-09-02,1,,Texas-El Paso,W,32,36,88.9,496,4,38,180,4.7,4,4,1,0,0,0
Old Dominion,2017-09-02,1,,Albany,W,18,26,69.2,187,1,31,98,3.2,3,12,7,1,2,3
Ole Miss,2017-09-02,1,,South Alabama,W,28,35,80.0,429,4,29,102,3.5,1,6,1,1,0,1
Oregon,2017-09-02,1,,Southern Utah,W,23,27,85.2,355,1,52,348,6.7,9,7,5,2,0,2
Oregon State,2017-09-02,2,,Portland State,W,18,25,72.0,235,1,32,154,4.8,3,6,,1,1,2
Penn State,2017-09-02,1,,Akron,W,21,31,67.7,322,2,34,247,7.3,4,14,3,0,1,1
Pitt,2017-09-02,1,,Youngstown State,W,17,24,70.8,140,1,53,208,3.9,3,4,1,1,0,1
Purdue,2017-09-02,1,,Louisville,L,33,57,57.9,293,4,21,51,2.4,0,1,,1,3,4
San Diego State,2017-09-02,1,,California-Davis,W,17,23,73.9,237,2,52,276,5.3,3,12,1,1,1,2
San Jose State,2017-09-02,2,,Cal Poly,W,15,26,57.7,211,3,52,271,5.2,1,8,,2,0,2
SMU,2017-09-02,1,,Stephen F. Austin,W,12,23,52.2,222,3,48,243,5.1,3,8,2,0,0,0
South Alabama,2017-09-02,1,@,Mississippi,L,19,31,61.3,204,1,37,170,4.6,2,3,2,0,0,0
South Carolina,2017-09-02,1,@,North Carolina State,W,17,29,58.6,215,3,21,31,1.5,1,11,4,0,1,1
South Florida,2017-09-02,2,,Stony Brook,W,19,32,59.4,186,2,49,153,3.1,2,12,5,0,1,1
Southern Mississippi,2017-09-02,1,,Kentucky,L,22,40,55.0,309,2,38,55,1.4,0,5,1,3,0,3
Temple,2017-09-02,1,@,Notre Dame,L,19,35,54.3,245,2,37,85,2.3,0,4,2,1,0,1
Texas,2017-09-02,1,,Maryland,L,34,53,64.2,375,2,31,98,3.2,1,2,1,1,1,2
Texas Christian,2017-09-02,1,,Jackson State,W,23,30,76.7,300,6,36,242,6.7,1,15,5,0,1,1
Texas State,2017-09-02,1,,Houston Baptist,W,18,28,64.3,135,0,41,155,3.8,2,9,5,1,1,2
Texas Tech,2017-09-02,1,,Eastern Washington,W,31,35,88.6,449,4,40,177,4.4,3,7,1,0,0,0
Troy,2017-09-02,1,@,Boise State,L,17,34,50.0,139,0,29,76,2.6,0,12,4,2,1,3
Tulane,2017-09-02,1,,Grambling State,W,10,15,66.7,185,3,51,296,5.8,3,8,3,0,0,0
UAB,2017-09-02,1,,Alabama A&M,W,12,22,54.5,165,2,58,259,4.5,2,11,3,1,0,1
UNLV,2017-09-02,1,,Howard,L,11,21,52.4,220,1,46,344,7.5,3,9,,3,0,3
USC,2017-09-02,1,,Western Michigan,W,23,33,69.7,289,0,34,232,6.8,6,4,1,0,2,2
UTEP,2017-09-02,1,@,Oklahoma,L,16,27,59.3,94,0,21,73,3.5,1,5,1,1,0,1
Vanderbilt,2017-09-02,1,@,Middle Tennessee State,W,20,28,71.4,296,3,35,76,2.2,1,10,5,0,0,0
Virginia,2017-09-02,1,,William & Mary,W,27,40,67.5,262,3,32,92,2.9,1,3,2,0,0,0
Washington State,2017-09-02,1,,Montana State,W,40,48,83.3,361,3,25,150,6.0,1,8,3,1,0,1
Western Kentucky,2017-09-02,1,,Eastern Kentucky,W,20,31,64.5,264,1,40,100,2.5,3,4,1,1,0,1
Western Michigan,2017-09-02,1,@,Southern California,L,12,23,52.2,94,1,48,263,5.5,2,3,2,0,1,1
Wyoming,2017-09-02,1,@,Iowa,L,23,40,57.5,174,0,30,59,2.0,0,6,2,0,2,2
Texas A&M,2017-09-03,1,@,UCLA,L,9,30,30.0,89,0,63,382,6.1,5,5,3,0,0,0
UCLA,2017-09-03,1,,Texas A&M,W,35,59,59.3,491,4,25,63,2.5,2,7,6,3,0,3
Virginia Tech,2017-09-03,1,,West Virginia,W,15,27,55.6,235,1,45,234,5.2,3,5,2,0,0,0
West Virginia,2017-09-03,1,@,Virginia Tech,L,31,54,57.4,371,3,35,221,6.3,0,8,1,0,1,1
Georgia Tech,2017-09-04,1,,Tennessee,L,5,10,50.0,120,0,86,535,6.2,6,1,,2,0,2
Tennessee,2017-09-04,1,@,Georgia Tech,W,20,37,54.1,221,2,22,148,6.7,4,1,,0,0,0
Utah State,2017-09-07,2,,Idaho State,W,27,32,84.4,341,2,49,255,5.2,3,2,2,1,1,2
Florida International,2017-09-08,2,,Alcorn State,W,21,33,63.6,328,0,40,137,3.4,2,7,1,1,0,1
Ohio,2017-09-08,2,@,Purdue,L,17,29,58.6,223,1,38,173,4.6,2,3,1,2,0,2
Oklahoma State,2017-09-08,2,@,South Alabama,W,26,41,63.4,342,3,37,163,4.4,1,9,4,0,0,0
Purdue,2017-09-08,2,,Ohio,W,16,24,66.7,295,4,44,263,6.0,1,3,1,0,0,0
South Alabama,2017-09-08,2,,Oklahoma State,L,14,24,58.3,134,1,27,41,1.5,0,2,1,1,1,2
Akron,2017-09-09,2,,Arkansas-Pine Bluff,W,17,26,65.4,197,1,44,267,6.1,5,10,4,0,0,0
Alabama,2017-09-09,2,,Fresno State,W,20,27,74.1,192,2,39,305,7.8,3,3,1,0,0,0
Appalachian State,2017-09-09,2,,Savannah State,W,16,22,72.7,345,5,47,274,5.8,2,11,3,2,0,2
Arizona,2017-09-09,2,,Houston,L,22,37,59.5,219,0,39,152,3.9,1,4,,1,1,2
Arizona State,2017-09-09,2,,San Diego State,L,20,33,60.6,298,2,31,44,1.4,1,10,4,1,0,1
Arkansas,2017-09-09,2,,Texas Christian,L,9,23,39.1,138,1,31,129,4.2,0,3,1,1,0,1
Army,2017-09-09,2,,Buffalo,W,2,8,25.0,17,0,66,322,4.9,3,3,2,0,0,0
Auburn,2017-09-09,2,@,Clemson,L,13,24,54.2,79,0,42,38,0.9,0,8,4,0,0,0
Ball State,2017-09-09,2,,Alabama-Birmingham,W,23,35,65.7,217,2,41,168,4.1,4,8,3,0,0,0
Baylor,2017-09-09,2,,Texas-San Antonio,L,11,27,40.7,137,1,31,137,4.4,0,6,3,0,1,1
Boise State,2017-09-09,2,@,Washington State,L,19,28,67.9,237,2,42,168,4.0,2,7,5,3,1,4
Boston College,2017-09-09,2,,Wake Forest,L,18,41,43.9,163,1,41,142,3.5,0,10,2,1,3,4
Bowling Green State,2017-09-09,2,,South Dakota,L,20,49,40.8,311,2,34,161,4.7,0,6,3,2,1,3
Brigham Young,2017-09-09,3,,Utah,L,21,39,53.8,170,1,24,63,2.6,1,3,,0,3,3
Buffalo,2017-09-09,2,@,Army,L,9,16,56.3,193,1,23,119,5.2,1,4,,2,0,2
California,2017-09-09,2,,Weber State,W,20,28,71.4,200,0,34,231,6.8,4,6,2,1,0,1
Central Michigan,2017-09-09,2,@,Kansas,W,28,37,75.7,467,5,35,123,3.5,1,5,2,1,0,1
Charlotte,2017-09-09,2,@,Kansas State,L,10,25,40.0,58,0,28,110,3.9,1,3,1,1,2,3
Cincinnati,2017-09-09,2,@,Michigan,L,15,40,37.5,132,1,30,68,2.3,1,5,1,0,2,2
Clemson,2017-09-09,2,,Auburn,W,20,31,64.5,185,0,36,96,2.7,2,14,11,2,0,2
Colorado,2017-09-09,2,,Texas State,W,23,36,63.9,339,1,39,94,2.4,2,9,6,0,0,0
Colorado State,2017-09-09,3,,Abilene Christian,W,25,40,62.5,342,3,38,273,7.2,2,9,1,1,1,2
Duke,2017-09-09,2,,Northwestern,W,29,45,64.4,305,2,59,233,3.9,3,4,4,1,1,2
East Carolina,2017-09-09,2,@,West Virginia,L,23,47,48.9,328,2,32,142,4.4,0,5,1,0,2,2
Eastern Michigan,2017-09-09,2,@,Rutgers,W,19,37,51.4,260,1,35,114,3.3,0,5,1,1,0,1
Florida Atlantic,2017-09-09,2,@,Wisconsin,L,9,19,47.4,142,1,35,106,3.0,1,2,,0,0,0
Fresno State,2017-09-09,2,@,Alabama,L,26,41,63.4,216,1,21,71,3.4,0,4,1,0,1,1
Georgia,2017-09-09,2,@,Notre Dame,W,16,29,55.2,141,1,43,185,4.3,1,9,3,1,1,2
Georgia Southern,2017-09-09,2,,New Hampshire,L,11,22,50.0,93,0,57,226,4.0,1,7,2,1,1,2
Georgia Tech,2017-09-09,2,,Jacksonville State,W,5,7,71.4,112,3,49,210,4.3,2,8,5,0,0,0
Hawaii,2017-09-09,3,@,UCLA,L,24,39,61.5,234,2,42,281,6.7,1,6,3,0,1,1
Houston,2017-09-09,1,@,Arizona,W,25,32,78.1,225,1,37,158,4.3,1,6,1,0,2,2
Idaho,2017-09-09,2,,Nevada-Las Vegas,L,22,34,64.7,261,1,36,123,3.4,1,2,1,0,1,1
Illinois,2017-09-09,2,,Western Kentucky,W,14,25,56.0,107,0,50,193,3.9,1,5,2,0,1,1
Indiana,2017-09-09,2,@,Virginia,W,19,30,63.3,197,2,41,111,2.7,1,5,1,0,1,1
Iowa,2017-09-09,2,@,Iowa State,W,27,41,65.9,333,5,41,164,4.0,1,3,1,0,0,0
Iowa State,2017-09-09,2,,Iowa,L,25,46,54.3,347,4,26,120,4.6,1,9,1,0,1,1
Kansas,2017-09-09,2,,Central Michigan,L,32,62,51.6,323,0,34,147,4.3,3,5,,0,2,2
Kansas State,2017-09-09,2,,Charlotte,W,17,23,73.9,189,0,51,304,6.0,5,3,,0,0,0
Kent State,2017-09-09,2,,Howard,W,8,16,50.0,105,2,53,294,5.5,3,6,2,2,0,2
Kentucky,2017-09-09,2,,Eastern Kentucky,W,16,24,66.7,229,1,39,207,5.3,2,3,1,0,0,0
Louisiana,2017-09-09,2,@,Tulsa,L,21,34,61.8,309,2,41,287,7.0,4,2,,0,2,2
Louisiana Tech,2017-09-09,2,,Mississippi State,L,13,30,43.3,163,1,50,152,3.0,1,4,,2,1,3
Louisville,2017-09-09,2,@,North Carolina,W,25,39,64.1,393,3,44,312,7.1,3,6,2,0,0,0
LSU,2017-09-09,2,,Chattanooga,W,9,18,50.0,232,1,46,222,4.8,4,8,5,0,0,0
Marshall,2017-09-09,2,@,North Carolina State,L,26,43,60.5,350,2,25,101,4.0,0,10,2,1,1,2
Maryland,2017-09-09,2,,Towson,W,14,18,77.8,167,2,36,367,10.2,6,12,4,0,0,0
Massachusetts,2017-09-09,3,,Old Dominion,L,22,37,59.5,253,1,36,79,2.2,0,3,1,0,0,0
Miami (OH),2017-09-09,2,,Austin Peay,W,11,22,50.0,145,3,49,150,3.1,1,5,1,3,0,3
Michigan,2017-09-09,2,,Cincinnati,W,17,29,58.6,221,2,37,193,5.2,0,7,4,2,0,2
Michigan State,2017-09-09,2,,Western Michigan,W,13,21,61.9,161,1,49,296,6.0,3,8,4,1,1,2
Middle Tennessee State,2017-09-09,2,@,Syracuse,W,22,36,61.1,269,3,33,94,2.8,1,12,6,2,1,3
Minnesota,2017-09-09,2,@,Oregon State,W,7,8,87.5,158,1,58,253,4.4,5,4,3,1,0,1
Mississippi State,2017-09-09,2,@,Louisiana Tech,W,13,20,65.0,132,3,40,327,8.2,3,6,4,0,1,1
Missouri,2017-09-09,2,,South Carolina,L,14,32,43.8,245,1,37,178,4.8,0,4,1,1,2,3
Navy,2017-09-09,2,,Tulane,W,4,12,33.3,132,1,52,194,3.7,1,5,1,1,1,2
Nebraska,2017-09-09,2,@,Oregon,L,19,41,46.3,252,3,29,109,3.8,2,3,,0,4,4
Nevada,2017-09-09,2,,Toledo,L,19,37,51.4,277,2,24,109,4.5,1,6,,1,1,2
New Mexico,2017-09-09,2,,New Mexico State,L,20,38,52.6,254,2,37,176,4.8,1,6,1,2,2,4
New Mexico State,2017-09-09,2,@,New Mexico,W,34,57,59.6,401,4,25,104,4.2,0,4,1,1,1,2
North Carolina,2017-09-09,2,,Louisville,L,29,38,76.3,384,3,23,17,0.7,1,7,2,0,0,0
North Carolina State,2017-09-09,2,,Marshall,W,29,36,80.6,341,3,33,144,4.4,2,4,1,0,0,0
North Texas,2017-09-09,2,@,Southern Methodist,L,32,47,68.1,424,3,27,69,2.6,1,7,3,1,2,3
Northern Illinois,2017-09-09,2,,Eastern Illinois,W,24,35,68.6,269,3,47,230,4.9,2,6,3,2,1,3
Northwestern,2017-09-09,2,@,Duke,L,14,33,42.4,169,1,21,22,1.0,1,1,1,1,2,3
Notre Dame,2017-09-09,2,,Georgia,L,20,40,50.0,210,0,37,55,1.5,1,6,2,2,0,2
Ohio State,2017-09-09,2,,Oklahoma,L,19,35,54.3,183,0,34,167,4.9,1,9,2,0,1,1
Oklahoma,2017-09-09,2,@,Ohio State,W,27,35,77.1,386,3,37,104,2.8,1,6,3,2,0,2
Old Dominion,2017-09-09,2,@,Massachusetts,W,13,29,44.8,169,1,48,197,4.1,1,12,8,0,0,0
Ole Miss,2017-09-09,2,,Tennessee-Martin,W,32,43,74.4,489,5,18,54,3.0,1,8,1,0,1,1
Oregon,2017-09-09,2,,Nebraska,W,25,33,75.8,365,3,44,201,4.6,3,7,3,1,1,2
Oregon State,2017-09-09,3,,Minnesota,L,17,29,58.6,145,1,26,80,3.1,1,2,,3,0,3
Penn State,2017-09-09,2,,Pittsburgh,W,15,28,53.6,164,3,24,148,6.2,1,9,5,0,1,1
Pitt,2017-09-09,2,@,Penn State,L,24,41,58.5,187,0,45,155,3.4,1,6,1,1,2,3
Rice,2017-09-09,2,@,Texas-El Paso,W,10,18,55.6,131,1,49,306,6.2,3,8,4,1,0,1
Rutgers,2017-09-09,2,,Eastern Michigan,L,17,38,44.7,198,0,30,128,4.3,1,3,1,0,2,2
San Diego State,2017-09-09,2,@,Arizona State,W,9,18,50.0,73,1,43,279,6.5,1,9,5,0,0,0
San Jose State,2017-09-09,3,@,Texas,L,15,29,51.7,129,0,23,42,1.8,0,2,,1,1,2
SMU,2017-09-09,2,,North Texas,W,22,41,53.7,394,5,34,99,2.9,2,7,5,0,1,1
South Carolina,2017-09-09,2,@,Missouri,W,18,28,64.3,187,1,40,172,4.3,2,2,1,0,0,0
Southern Mississippi,2017-09-09,2,,Southern,W,20,32,62.5,280,2,44,197,4.5,2,5,3,2,0,2
Stanford,2017-09-09,2,@,Southern California,L,15,28,53.6,172,2,26,170,6.5,1,1,1,0,0,0
Syracuse,2017-09-09,2,,Middle Tennessee State,L,27,44,61.4,182,0,49,126,2.6,2,10,1,1,1,2
Temple,2017-09-09,2,,Villanova,W,20,34,58.8,274,0,27,79,2.9,1,9,3,0,0,0
Tennessee,2017-09-09,2,,Indiana State,W,17,30,56.7,235,3,37,160,4.3,2,11,1,1,1,2
Texas,2017-09-09,2,,San Jose State,W,16,29,55.2,217,1,59,406,6.9,6,3,1,0,0,0
Texas A&M,2017-09-09,2,,Nicholls State,W,24,36,66.7,198,1,47,195,4.1,2,4,2,0,0,0
Texas Christian,2017-09-09,2,@,Arkansas,W,21,31,67.7,166,0,42,195,4.6,4,6,3,1,1,2
Texas State,2017-09-09,2,@,Colorado,L,8,18,44.4,127,0,47,156,3.3,0,5,2,1,1,2
Toledo,2017-09-09,2,@,Nevada,W,19,27,70.4,232,2,60,194,3.2,2,3,1,0,0,0
Troy,2017-09-09,2,,Alabama State,W,33,42,78.6,354,0,35,251,7.2,5,9,3,0,1,1
Tulane,2017-09-09,2,@,Navy,L,8,13,61.5,71,0,46,191,4.2,2,8,3,0,0,0
Tulsa,2017-09-09,2,,Louisiana,W,14,20,70.0,243,1,72,424,5.9,8,4,1,1,0,1
UAB,2017-09-09,2,@,Ball State,L,15,24,62.5,168,0,49,336,6.9,4,5,,2,0,2
UCLA,2017-09-09,2,,Hawaii,W,24,29,82.8,373,5,26,132,5.1,2,7,1,0,0,0
UNLV,2017-09-09,2,@,Idaho,W,10,16,62.5,193,1,50,357,7.1,4,3,1,0,1,1
USC,2017-09-09,2,,Stanford,W,21,26,80.8,316,4,48,307,6.4,2,5,2,0,2,2
Utah,2017-09-09,2,@,Brigham Young,W,28,37,75.7,314,0,36,116,3.2,1,3,3,2,0,2
UTEP,2017-09-09,2,,Rice,L,18,33,54.5,203,1,24,26,1.1,1,3,2,1,0,1
UTSA,2017-09-09,1,@,Baylor,W,15,20,75.0,155,2,45,220,4.9,0,10,4,1,0,1
Vanderbilt,2017-09-09,2,,Alabama A&M,W,19,26,73.1,227,4,35,174,5.0,2,10,3,0,0,0
Virginia,2017-09-09,2,,Indiana,L,39,66,59.1,259,1,25,55,2.2,1,8,4,0,0,0
Virginia Tech,2017-09-09,2,,Delaware,W,16,28,57.1,222,2,27,81,3.0,0,8,4,1,0,1
