School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Arizona,2017-09-02,1,,Northern Arizona,W,3,24
Arkansas State,2017-09-02,1,@,Nebraska,L,5,43
Auburn,2017-09-02,1,,Georgia Southern,W,1,7
Ball State,2017-09-02,1,@,Illinois,L,3,24
Baylor,2017-09-02,1,,Liberty,L,5,48
Boise State,2017-09-02,1,,Troy,W,1,13
Bowling Green State,2017-09-02,1,@,Michigan State,L,5,35
Brigham Young,2017-09-02,2,,Louisiana State,L,3,27
California,2017-09-02,1,@,North Carolina,W,4,30
Clemson,2017-09-02,1,,Kent State,W,0,3
Coastal Carolina,2017-09-02,1,,Massachusetts,W,4,28
Duke,2017-09-02,1,,North Carolina Central,W,1,7
East Carolina,2017-09-02,1,,James Madison,L,5,34
Florida,2017-09-02,1,@,Michigan,L,3,33
Florida State,2017-09-02,1,,Alabama,L,2,24
Fresno State,2017-09-02,1,,Incarnate Word,W,0,0
Georgia,2017-09-02,1,,Appalachian State,W,1,10
Georgia Southern,2017-09-02,1,@,Auburn,L,5,41
Hawaii,2017-09-02,2,,Western Carolina,W,2,18
Illinois,2017-09-02,1,,Ball State,W,3,21
Iowa,2017-09-02,1,,Wyoming,W,0,3
Iowa State,2017-09-02,1,,Northern Iowa,W,3,24
Kansas,2017-09-02,1,,Southeast Missouri State,W,2,16
Kansas State,2017-09-02,1,,Central Arkansas,W,2,19
Kent State,2017-09-02,1,@,Clemson,L,8,56
Kentucky,2017-09-02,1,@,Southern Mississippi,W,2,17
Louisiana,2017-09-02,1,,Southeastern Louisiana,W,7,48
Louisiana Tech,2017-09-02,1,,Northwestern State,W,3,24
Louisville,2017-09-02,1,@,Purdue,W,4,28
LSU,2017-09-02,1,@,Brigham Young,W,0,0
Marshall,2017-09-02,1,,Miami (OH),W,3,26
Maryland,2017-09-02,1,@,Texas,W,6,41
Massachusetts,2017-09-02,2,@,Coastal Carolina,L,5,38
Miami (FL),2017-09-02,1,,Bethune-Cookman,W,1,13
Miami (OH),2017-09-02,1,@,Marshall,L,4,31
Michigan,2017-09-02,1,,Florida,W,2,17
Michigan State,2017-09-02,1,,Bowling Green State,W,1,10
Middle Tennessee State,2017-09-02,1,,Vanderbilt,L,4,28
Mississippi State,2017-09-02,1,,Charleston Southern,W,0,0
Missouri,2017-09-02,1,,Missouri State,W,6,43
Nebraska,2017-09-02,1,,Arkansas State,W,4,36
Nevada,2017-09-02,1,@,Northwestern,L,4,31
New Mexico,2017-09-02,1,,Abilene Christian,W,2,14
North Carolina,2017-09-02,1,,California,L,5,35
North Carolina State,2017-09-02,1,,South Carolina,L,5,35
North Texas,2017-09-02,1,,Lamar,W,2,14
Northwestern,2017-09-02,1,,Nevada,W,2,20
Notre Dame,2017-09-02,1,,Temple,W,2,16
Ohio,2017-09-02,1,,Hampton,W,0,0
Oklahoma,2017-09-02,1,,Texas-El Paso,W,1,7
Old Dominion,2017-09-02,1,,Albany,W,2,17
Ole Miss,2017-09-02,1,,South Alabama,W,3,27
Oregon,2017-09-02,1,,Southern Utah,W,3,21
Oregon State,2017-09-02,2,,Portland State,W,5,32
Penn State,2017-09-02,1,,Akron,W,0,0
Pitt,2017-09-02,1,,Youngstown State,W,3,21
Purdue,2017-09-02,1,,Louisville,L,4,35
San Diego State,2017-09-02,1,,California-Davis,W,2,17
San Jose State,2017-09-02,2,,Cal Poly,W,1,13
SMU,2017-09-02,1,,Stephen F. Austin,W,2,14
South Alabama,2017-09-02,1,@,Mississippi,L,6,47
South Carolina,2017-09-02,1,@,North Carolina State,W,4,28
South Florida,2017-09-02,2,,Stony Brook,W,2,17
Southern Mississippi,2017-09-02,1,,Kentucky,L,3,24
Temple,2017-09-02,1,@,Notre Dame,L,7,49
Texas,2017-09-02,1,,Maryland,L,7,51
Texas Christian,2017-09-02,1,,Jackson State,W,0,0
Texas State,2017-09-02,1,,Houston Baptist,W,1,11
Texas Tech,2017-09-02,1,,Eastern Washington,W,1,10
Troy,2017-09-02,1,@,Boise State,L,3,24
Tulane,2017-09-02,1,,Grambling State,W,2,14
UAB,2017-09-02,1,,Alabama A&M,W,1,7
UNLV,2017-09-02,1,,Howard,L,6,43
USC,2017-09-02,1,,Western Michigan,W,4,31
UTEP,2017-09-02,1,@,Oklahoma,L,8,56
Vanderbilt,2017-09-02,1,@,Middle Tennessee State,W,1,6
Virginia,2017-09-02,1,,William & Mary,W,1,10
Washington State,2017-09-02,1,,Montana State,W,0,0
Western Kentucky,2017-09-02,1,,Eastern Kentucky,W,2,17
Western Michigan,2017-09-02,1,@,Southern California,L,7,49
Wyoming,2017-09-02,1,@,Iowa,L,3,24
Texas A&M,2017-09-03,1,@,UCLA,L,6,45
UCLA,2017-09-03,1,,Texas A&M,W,5,44
Virginia Tech,2017-09-03,1,,West Virginia,W,3,24
West Virginia,2017-09-03,1,@,Virginia Tech,L,4,31
Georgia Tech,2017-09-04,1,,Tennessee,L,6,42
Tennessee,2017-09-04,1,@,Georgia Tech,W,6,41
Utah State,2017-09-07,2,,Idaho State,W,2,13
Florida International,2017-09-08,2,,Alcorn State,W,1,10
Ohio,2017-09-08,2,@,Purdue,L,5,44
Oklahoma State,2017-09-08,2,@,South Alabama,W,1,7
Purdue,2017-09-08,2,,Ohio,W,3,21
South Alabama,2017-09-08,2,,Oklahoma State,L,5,44
Akron,2017-09-09,2,,Arkansas-Pine Bluff,W,0,3
Alabama,2017-09-09,2,,Fresno State,W,1,10
Appalachian State,2017-09-09,2,,Savannah State,W,1,7
Arizona,2017-09-09,2,,Houston,L,2,19
Arizona State,2017-09-09,2,,San Diego State,L,3,30
Arkansas,2017-09-09,2,,Texas Christian,L,4,28
Army,2017-09-09,2,,Buffalo,W,2,17
Auburn,2017-09-09,2,@,Clemson,L,2,14
Ball State,2017-09-09,2,,Alabama-Birmingham,W,4,31
Baylor,2017-09-09,2,,Texas-San Antonio,L,2,17
Boise State,2017-09-09,2,@,Washington State,L,6,47
Boston College,2017-09-09,2,,Wake Forest,L,4,34
Bowling Green State,2017-09-09,2,,South Dakota,L,5,35
Brigham Young,2017-09-09,3,,Utah,L,1,19
Buffalo,2017-09-09,2,@,Army,L,3,21
California,2017-09-09,2,,Weber State,W,2,20
Central Michigan,2017-09-09,2,@,Kansas,W,3,27
Charlotte,2017-09-09,2,@,Kansas State,L,7,55
Cincinnati,2017-09-09,2,@,Michigan,L,4,36
Clemson,2017-09-09,2,,Auburn,W,0,6
Colorado,2017-09-09,2,,Texas State,W,0,3
Colorado State,2017-09-09,3,,Abilene Christian,W,1,10
Duke,2017-09-09,2,,Northwestern,W,2,17
East Carolina,2017-09-09,2,@,West Virginia,L,8,56
Eastern Michigan,2017-09-09,2,@,Rutgers,W,1,13
Florida Atlantic,2017-09-09,2,@,Wisconsin,L,4,31
Fresno State,2017-09-09,2,@,Alabama,L,5,41
Georgia,2017-09-09,2,@,Notre Dame,W,1,19
Georgia Southern,2017-09-09,2,,New Hampshire,L,3,22
Georgia Tech,2017-09-09,2,,Jacksonville State,W,1,10
Hawaii,2017-09-09,3,@,UCLA,L,8,56
Houston,2017-09-09,1,@,Arizona,W,1,16
Idaho,2017-09-09,2,,Nevada-Las Vegas,L,5,44
Illinois,2017-09-09,2,,Western Kentucky,W,1,7
Indiana,2017-09-09,2,@,Virginia,W,2,17
Iowa,2017-09-09,2,@,Iowa State,W,5,41
Iowa State,2017-09-09,2,,Iowa,L,6,44
Kansas,2017-09-09,2,,Central Michigan,L,6,45
Kansas State,2017-09-09,2,,Charlotte,W,1,7
Kent State,2017-09-09,2,,Howard,W,4,31
Kentucky,2017-09-09,2,,Eastern Kentucky,W,2,16
Louisiana,2017-09-09,2,@,Tulsa,L,9,66
Louisiana Tech,2017-09-09,2,,Mississippi State,L,8,57
Louisville,2017-09-09,2,@,North Carolina,W,5,35
LSU,2017-09-09,2,,Chattanooga,W,1,10
Marshall,2017-09-09,2,@,North Carolina State,L,5,37
Maryland,2017-09-09,2,,Towson,W,2,17
Massachusetts,2017-09-09,3,,Old Dominion,L,2,17
Miami (OH),2017-09-09,2,,Austin Peay,W,1,10
Michigan,2017-09-09,2,,Cincinnati,W,2,14
Michigan State,2017-09-09,2,,Western Michigan,W,2,14
Middle Tennessee State,2017-09-09,2,@,Syracuse,W,2,23
Minnesota,2017-09-09,2,@,Oregon State,W,2,14
Mississippi State,2017-09-09,2,@,Louisiana Tech,W,2,21
Missouri,2017-09-09,2,,South Carolina,L,4,31
Navy,2017-09-09,2,,Tulane,W,3,21
Nebraska,2017-09-09,2,@,Oregon,L,6,42
Nevada,2017-09-09,2,,Toledo,L,4,37
New Mexico,2017-09-09,2,,New Mexico State,L,4,30
New Mexico State,2017-09-09,2,@,New Mexico,W,3,28
North Carolina,2017-09-09,2,,Louisville,L,6,47
North Carolina State,2017-09-09,2,,Marshall,W,2,20
North Texas,2017-09-09,2,@,Southern Methodist,L,7,54
Northern Illinois,2017-09-09,2,,Eastern Illinois,W,1,10
Northwestern,2017-09-09,2,@,Duke,L,5,41
Notre Dame,2017-09-09,2,,Georgia,L,2,20
Ohio State,2017-09-09,2,,Oklahoma,L,4,31
Oklahoma,2017-09-09,2,@,Ohio State,W,1,16
Old Dominion,2017-09-09,2,@,Massachusetts,W,1,7
Ole Miss,2017-09-09,2,,Tennessee-Martin,W,3,23
Oregon,2017-09-09,2,,Nebraska,W,5,35
Oregon State,2017-09-09,3,,Minnesota,L,6,48
Penn State,2017-09-09,2,,Pittsburgh,W,1,14
Pitt,2017-09-09,2,@,Penn State,L,4,33
Rice,2017-09-09,2,@,Texas-El Paso,W,2,14
Rutgers,2017-09-09,2,,Eastern Michigan,L,1,16
San Diego State,2017-09-09,2,@,Arizona State,W,3,20
San Jose State,2017-09-09,3,@,Texas,L,8,56
SMU,2017-09-09,2,,North Texas,W,4,32
South Carolina,2017-09-09,2,@,Missouri,W,1,13
Southern Mississippi,2017-09-09,2,,Southern,W,0,0
Stanford,2017-09-09,2,@,Southern California,L,6,42
Syracuse,2017-09-09,2,,Middle Tennessee State,L,4,30
Temple,2017-09-09,2,,Villanova,W,1,13
Tennessee,2017-09-09,2,,Indiana State,W,1,7
Texas,2017-09-09,2,,San Jose State,W,0,0
Texas A&M,2017-09-09,2,,Nicholls State,W,1,14
Texas Christian,2017-09-09,2,@,Arkansas,W,1,7
Texas State,2017-09-09,2,@,Colorado,L,4,37
Toledo,2017-09-09,2,@,Nevada,W,3,24
Troy,2017-09-09,2,,Alabama State,W,1,7
Tulane,2017-09-09,2,@,Navy,L,3,23
Tulsa,2017-09-09,2,,Louisiana,W,6,42
UAB,2017-09-09,2,@,Ball State,L,7,51
UCLA,2017-09-09,2,,Hawaii,W,3,23
UNLV,2017-09-09,2,@,Idaho,W,2,16
USC,2017-09-09,2,,Stanford,W,3,24
Utah,2017-09-09,2,@,Brigham Young,W,2,13
UTEP,2017-09-09,2,,Rice,L,4,31
UTSA,2017-09-09,1,@,Baylor,W,1,10
Vanderbilt,2017-09-09,2,,Alabama A&M,W,0,0
Virginia,2017-09-09,2,,Indiana,L,4,34
Virginia Tech,2017-09-09,2,,Delaware,W,0,0
Wake Forest,2017-09-09,2,@,Boston College,W,1,10
Washington,2017-09-09,2,,Montana,W,1,7
Washington State,2017-09-09,2,,Boise State,W,5,44
West Virginia,2017-09-09,2,,East Carolina,W,2,20
Western Kentucky,2017-09-09,2,@,Illinois,L,2,20
Western Michigan,2017-09-09,2,@,Michigan State,L,4,28
Wisconsin,2017-09-09,2,,Florida Atlantic,W,2,14
Wyoming,2017-09-09,2,,Gardner-Webb,W,0,0
Boise State,2017-09-14,3,,New Mexico,W,2,14
New Mexico,2017-09-14,3,@,Boise State,L,4,28
Arizona,2017-09-15,3,@,Texas-El Paso,W,2,16
Illinois,2017-09-15,3,@,South Florida,L,6,47
Massachusetts,2017-09-15,4,@,Temple,L,3,29
South Florida,2017-09-15,3,,Illinois,W,3,23
Temple,2017-09-15,3,,Massachusetts,W,3,21
UTEP,2017-09-15,3,,Arizona,L,9,63
Air Force,2017-09-16,2,@,Michigan,L,2,29
Akron,2017-09-16,3,,Iowa State,L,5,41
Alabama,2017-09-16,3,,Colorado State,W,3,23
Appalachian State,2017-09-16,3,@,Texas State,W,1,13
Arizona State,2017-09-16,3,@,Texas Tech,L,7,52
Arkansas State,2017-09-16,2,,Arkansas-Pine Bluff,W,0,3
Army,2017-09-16,3,@,Ohio State,L,5,38
Auburn,2017-09-16,3,,Mercer,W,1,10
Ball State,2017-09-16,3,,Tennessee Tech,W,1,13
Baylor,2017-09-16,3,@,Duke,L,4,34
Boston College,2017-09-16,3,,Notre Dame,L,7,49
Bowling Green State,2017-09-16,3,@,Northwestern,L,7,49
Brigham Young,2017-09-16,4,,Wisconsin,L,5,40
Buffalo,2017-09-16,3,,Colgate,W,1,10
California,2017-09-16,3,,Mississippi,W,2,16
Central Michigan,2017-09-16,3,@,Syracuse,L,5,41
Charlotte,2017-09-16,3,,North Carolina A&T,L,5,35
Cincinnati,2017-09-16,3,@,Miami (OH),W,2,17
Clemson,2017-09-16,3,@,Louisville,W,3,21
Coastal Carolina,2017-09-16,2,@,Alabama-Birmingham,L,4,30
Colorado,2017-09-16,3,,Northern Colorado,W,3,21
Colorado State,2017-09-16,4,@,Alabama,L,5,41
Connecticut,2017-09-16,2,@,Virginia,L,5,38
Duke,2017-09-16,3,,Baylor,W,3,20
East Carolina,2017-09-16,3,,Virginia Tech,L,8,64
Florida,2017-09-16,2,,Tennessee,W,2,20
Florida Atlantic,2017-09-16,3,,Bethune-Cookman,W,0,0
Fresno State,2017-09-16,3,@,Washington,L,7,48
Georgia,2017-09-16,3,,Samford,W,2,14
Georgia State,2017-09-16,2,@,Penn State,L,8,56
Houston,2017-09-16,2,,Rice,W,0,3
Idaho,2017-09-16,3,@,Western Michigan,L,4,37
Iowa,2017-09-16,3,,North Texas,W,2,14
Iowa State,2017-09-16,3,@,Akron,W,2,14
Kansas,2017-09-16,3,@,Ohio,L,5,42
Kansas State,2017-09-16,3,@,Vanderbilt,L,2,14
Kent State,2017-09-16,3,@,Marshall,L,3,21
Kentucky,2017-09-16,3,@,South Carolina,W,2,13
Louisiana,2017-09-16,3,@,Texas A&M,L,6,45
Louisiana Tech,2017-09-16,3,@,Western Kentucky,W,3,22
Louisiana-Monroe,2017-09-16,2,,Southern Mississippi,L,4,28
Louisville,2017-09-16,3,,Clemson,L,6,47
LSU,2017-09-16,3,@,Mississippi State,L,4,37
Marshall,2017-09-16,3,,Kent State,W,0,0
Memphis,2017-09-16,2,,UCLA,W,6,45
Miami (OH),2017-09-16,3,,Cincinnati,L,2,21
Michigan,2017-09-16,3,,Air Force,W,1,13
Middle Tennessee State,2017-09-16,3,@,Minnesota,L,4,34
Minnesota,2017-09-16,3,,Middle Tennessee State,W,0,3
Mississippi State,2017-09-16,3,,Louisiana State,W,1,7
Missouri,2017-09-16,3,,Purdue,L,5,35
Nebraska,2017-09-16,3,,Northern Illinois,L,3,21
Nevada,2017-09-16,3,,Idaho State,L,3,30
New Mexico State,2017-09-16,3,,Troy,L,4,27
North Carolina,2017-09-16,3,@,Old Dominion,W,3,23
North Carolina State,2017-09-16,3,,Furman,W,1,16
North Texas,2017-09-16,3,@,Iowa,L,4,31
Northern Illinois,2017-09-16,3,@,Nebraska,W,2,17
Northwestern,2017-09-16,3,,Bowling Green State,W,1,7
Notre Dame,2017-09-16,3,@,Boston College,W,2,20
Ohio,2017-09-16,3,,Kansas,W,4,30
Ohio State,2017-09-16,3,,Army,W,1,7
Oklahoma,2017-09-16,3,,Tulane,W,2,14
Oklahoma State,2017-09-16,3,@,Pittsburgh,W,3,21
Old Dominion,2017-09-16,3,,North Carolina,L,7,53
Ole Miss,2017-09-16,3,@,California,L,3,27
Oregon,2017-09-16,3,@,Wyoming,W,1,13
Oregon State,2017-09-16,4,@,Washington State,L,7,52
Penn State,2017-09-16,3,,Georgia State,W,0,0
Pitt,2017-09-16,3,,Oklahoma State,L,8,59
Purdue,2017-09-16,3,@,Missouri,W,0,3
Rice,2017-09-16,3,@,Houston,L,5,38
Rutgers,2017-09-16,3,,Morgan State,W,0,0
San Diego State,2017-09-16,3,,Stanford,W,2,17
San Jose State,2017-09-16,4,@,Utah,L,6,54
SMU,2017-09-16,3,@,Texas Christian,L,8,56
South Alabama,2017-09-16,3,,Alabama A&M,W,0,0
South Carolina,2017-09-16,3,,Kentucky,L,2,23
Southern Mississippi,2017-09-16,3,@,Louisiana-Monroe,W,2,17
Stanford,2017-09-16,3,@,San Diego State,L,2,20
Syracuse,2017-09-16,3,,Central Michigan,W,2,17
Tennessee,2017-09-16,3,@,Florida,L,3,26
Texas,2017-09-16,3,@,Southern California,L,3,27
Texas A&M,2017-09-16,3,,Louisiana,W,3,21
Texas Christian,2017-09-16,3,,Southern Methodist,W,4,36
Texas State,2017-09-16,3,,Appalachian State,L,2,20
Texas Tech,2017-09-16,2,,Arizona State,W,6,45
Toledo,2017-09-16,3,,Tulsa,W,7,51
Troy,2017-09-16,3,@,New Mexico State,W,3,24
Tulane,2017-09-16,3,@,Oklahoma,L,8,56
Tulsa,2017-09-16,3,@,Toledo,L,7,54
UAB,2017-09-16,3,,Coastal Carolina,W,2,23
UCLA,2017-09-16,3,@,Memphis,L,7,48
USC,2017-09-16,3,,Texas,W,3,24
Utah,2017-09-16,3,,San Jose State,W,1,16
Utah State,2017-09-16,3,@,Wake Forest,L,5,46
UTSA,2017-09-16,2,,Southern,W,2,17
Vanderbilt,2017-09-16,3,,Kansas State,W,1,7
Virginia,2017-09-16,3,,Connecticut,W,3,18
Virginia Tech,2017-09-16,3,@,East Carolina,W,2,17
Wake Forest,2017-09-16,3,,Utah State,W,1,10
Washington,2017-09-16,3,,Fresno State,W,1,16
Washington State,2017-09-16,3,,Oregon State,W,3,23
West Virginia,2017-09-16,3,,Delaware State,W,2,16
Western Kentucky,2017-09-16,3,,Louisiana Tech,L,2,23
Western Michigan,2017-09-16,3,,Idaho,W,4,28
Wisconsin,2017-09-16,3,@,Brigham Young,W,0,6
Wyoming,2017-09-16,3,,Oregon,L,7,49
South Florida,2017-09-21,4,,Temple,W,1,7
Temple,2017-09-21,4,@,South Florida,L,4,43
Arizona,2017-09-22,4,,Utah,L,3,30
Boise State,2017-09-22,4,,Virginia,L,6,42
Utah,2017-09-22,4,@,Arizona,W,3,24
Virginia,2017-09-22,4,@,Boise State,W,3,23
Air Force,2017-09-23,3,,San Diego State,L,4,28
Akron,2017-09-23,4,@,Troy,L,3,22
Alabama,2017-09-23,4,@,Vanderbilt,W,0,0
Appalachian State,2017-09-23,4,,Wake Forest,L,2,20
Arizona State,2017-09-23,4,,Oregon,W,5,35
Arkansas,2017-09-23,3,,Texas A&M,L,6,50
Arkansas State,2017-09-23,3,@,Southern Methodist,L,6,44
Army,2017-09-23,4,@,Tulane,L,3,21
Auburn,2017-09-23,4,@,Missouri,W,2,14
Ball State,2017-09-23,4,@,Western Kentucky,L,4,33
Baylor,2017-09-23,4,,Oklahoma,L,7,49
Boston College,2017-09-23,4,@,Clemson,L,5,34
Bowling Green State,2017-09-23,4,@,Middle Tennessee State,L,3,24
Buffalo,2017-09-23,4,,Florida Atlantic,W,4,31
California,2017-09-23,4,,Southern California,L,3,30
Central Michigan,2017-09-23,4,,Miami (OH),L,4,31
Charlotte,2017-09-23,4,,Georgia State,L,4,28
Cincinnati,2017-09-23,4,@,Navy,L,6,42
Clemson,2017-09-23,4,,Boston College,W,1,7
Coastal Carolina,2017-09-23,3,,Western Illinois,L,7,52
Colorado,2017-09-23,4,,Washington,L,5,37
Duke,2017-09-23,4,@,North Carolina,W,2,17
Eastern Michigan,2017-09-23,3,,Ohio,L,3,27
Florida,2017-09-23,3,@,Kentucky,W,3,27
Florida Atlantic,2017-09-23,4,@,Buffalo,L,4,34
Florida International,2017-09-23,3,@,Rice,W,1,7
Florida State,2017-09-23,2,,North Carolina State,L,3,27
Georgia,2017-09-23,4,,Mississippi State,W,0,3
Georgia Southern,2017-09-23,3,@,Indiana,L,8,52
Georgia State,2017-09-23,3,@,Charlotte,W,0,0
Georgia Tech,2017-09-23,3,,Pittsburgh,W,2,17
Hawaii,2017-09-23,4,@,Wyoming,L,4,28
Houston,2017-09-23,3,,Texas Tech,L,3,27
Idaho,2017-09-23,4,@,South Alabama,W,2,23
Indiana,2017-09-23,3,,Georgia Southern,W,2,17
Iowa,2017-09-23,4,,Penn State,L,2,21
Kansas,2017-09-23,4,,West Virginia,L,8,56
Kent State,2017-09-23,4,@,Louisville,L,6,42
Kentucky,2017-09-23,4,,Florida,L,4,28
Louisiana,2017-09-23,4,,Louisiana-Monroe,L,8,56
Louisiana Tech,2017-09-23,4,@,South Carolina,L,2,17
Louisiana-Monroe,2017-09-23,3,@,Louisiana,W,7,50
Louisville,2017-09-23,4,,Kent State,W,0,3
LSU,2017-09-23,4,,Syracuse,W,3,26
Maryland,2017-09-23,3,,Central Florida,L,5,38
Massachusetts,2017-09-23,5,@,Tennessee,L,2,17
Memphis,2017-09-23,3,,Southern Illinois,W,4,31
Miami (FL),2017-09-23,2,,Toledo,W,3,30
Miami (OH),2017-09-23,4,@,Central Michigan,W,2,14
Michigan,2017-09-23,4,@,Purdue,W,1,10
Michigan State,2017-09-23,3,,Notre Dame,L,5,38
Middle Tennessee State,2017-09-23,4,,Bowling Green State,W,1,13
Mississippi State,2017-09-23,4,@,Georgia,L,4,31
Missouri,2017-09-23,4,,Auburn,L,6,51
Navy,2017-09-23,3,,Cincinnati,W,4,32
Nebraska,2017-09-23,4,,Rutgers,W,2,17
Nevada,2017-09-23,4,@,Washington State,L,6,45
New Mexico,2017-09-23,4,@,Tulsa,W,1,13
New Mexico State,2017-09-23,4,,Texas-El Paso,W,2,14
North Carolina,2017-09-23,4,,Duke,L,3,27
North Carolina State,2017-09-23,4,@,Florida State,W,1,21
North Texas,2017-09-23,4,,Alabama-Birmingham,W,6,43
Notre Dame,2017-09-23,4,@,Michigan State,W,2,18
Ohio,2017-09-23,4,@,Eastern Michigan,W,2,20
Ohio State,2017-09-23,4,,Nevada-Las Vegas,W,3,21
Oklahoma,2017-09-23,4,@,Baylor,W,4,41
Oklahoma State,2017-09-23,4,,Texas Christian,L,5,44
Old Dominion,2017-09-23,4,@,Virginia Tech,L,5,38
Oregon,2017-09-23,4,@,Arizona State,L,4,37
Penn State,2017-09-23,4,@,Iowa,W,3,19
Pitt,2017-09-23,4,@,Georgia Tech,L,5,35
Purdue,2017-09-23,4,,Michigan,L,4,28
Rice,2017-09-23,4,,Florida International,L,1,13
Rutgers,2017-09-23,4,@,Nebraska,L,3,27
San Diego State,2017-09-23,4,@,Air Force,W,3,24
San Jose State,2017-09-23,5,,Utah State,L,7,61
SMU,2017-09-23,4,,Arkansas State,W,3,21
South Alabama,2017-09-23,4,,Idaho,L,3,29
South Carolina,2017-09-23,4,,Louisiana Tech,W,1,16
Stanford,2017-09-23,4,,UCLA,W,4,34
Syracuse,2017-09-23,4,@,Louisiana State,L,5,35
Tennessee,2017-09-23,4,,Massachusetts,W,2,13
Texas A&M,2017-09-23,4,@,Arkansas,W,6,43
Texas Christian,2017-09-23,4,@,Oklahoma State,W,4,31
Texas State,2017-09-23,4,,Texas-San Antonio,L,5,44
Texas Tech,2017-09-23,3,@,Houston,W,3,24
Toledo,2017-09-23,4,@,Miami (FL),L,7,52
Troy,2017-09-23,4,,Akron,W,2,17
Tulane,2017-09-23,4,,Army,W,2,17
Tulsa,2017-09-23,4,,New Mexico,L,1,16
UAB,2017-09-23,4,@,North Texas,L,5,46
UCF,2017-09-23,2,@,Maryland,W,1,10
UCLA,2017-09-23,4,@,Stanford,L,7,58
UNLV,2017-09-23,3,@,Ohio State,L,7,54
USC,2017-09-23,4,@,California,W,2,20
Utah State,2017-09-23,4,@,San Jose State,W,1,10
UTEP,2017-09-23,4,@,New Mexico State,L,6,41
UTSA,2017-09-23,3,@,Texas State,W,2,14
Vanderbilt,2017-09-23,4,,Alabama,L,8,59
Virginia Tech,2017-09-23,4,,Old Dominion,W,0,0
Wake Forest,2017-09-23,4,@,Appalachian State,W,2,19
Washington,2017-09-23,4,@,Colorado,W,1,10
Washington State,2017-09-23,4,,Nevada,W,1,7
West Virginia,2017-09-23,4,@,Kansas,W,4,34
Western Kentucky,2017-09-23,4,,Ball State,W,3,21
Western Michigan,2017-09-23,4,,Wagner,W,2,14
Wyoming,2017-09-23,4,,Hawaii,W,3,21
Connecticut,2017-09-24,3,,East Carolina,L,5,41
East Carolina,2017-09-24,4,@,Connecticut,W,5,38
Iowa State,2017-09-28,4,,Texas,L,2,17
Texas,2017-09-28,4,@,Iowa State,W,1,7
Brigham Young,2017-09-29,5,@,Utah State,L,5,40
Duke,2017-09-29,5,,Miami (FL),L,4,31
Illinois,2017-09-29,4,,Nebraska,L,4,28
Miami (FL),2017-09-29,3,@,Duke,W,0,6
Nebraska,2017-09-29,5,@,Illinois,W,0,6
