School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Louisiana,2010-09-04,1,@,Georgia,L,7,55
Louisiana Tech,2010-09-04,1,,Grambling State,W,0,6
Louisville,2010-09-04,1,,Kentucky,L,3,23
LSU,2010-09-04,1,N,North Carolina,W,3,24
Memphis,2010-09-04,1,@,Mississippi State,L,7,49
Miami (OH),2010-09-04,1,@,Florida,L,5,34
Michigan,2010-09-04,1,,Connecticut,W,1,10
Michigan State,2010-09-04,1,,Western Michigan,W,2,14
Mississippi State,2010-09-04,1,,Memphis,W,1,7
Missouri,2010-09-04,1,N,Illinois,W,1,13
Nebraska,2010-09-04,1,,Western Kentucky,W,1,10
New Mexico,2010-09-04,1,@,Oregon,L,9,72
North Carolina,2010-09-04,1,N,Louisiana State,L,4,30
North Carolina State,2010-09-04,1,,Western Carolina,W,1,7
North Texas,2010-09-04,1,@,Clemson,L,5,35
Northwestern,2010-09-04,1,@,Vanderbilt,W,3,21
Notre Dame,2010-09-04,1,,Purdue,W,1,12
Ohio,2010-09-04,1,,Wofford,W,1,10
Oklahoma,2010-09-04,1,,Utah State,W,3,24
Oklahoma State,2010-09-04,1,,Washington State,W,2,17
Ole Miss,2010-09-04,1,,Jacksonville State,L,6,49
Oregon,2010-09-04,1,,New Mexico,W,0,0
Oregon State,2010-09-04,1,@,Texas Christian,L,4,30
Penn State,2010-09-04,1,,Youngstown State,W,2,14
Purdue,2010-09-04,1,@,Notre Dame,L,2,23
Rice,2010-09-04,1,,Texas,L,4,34
San Diego State,2010-09-04,1,,Nicholls State,W,0,0
San Jose State,2010-09-04,1,@,Alabama,L,6,48
South Florida,2010-09-04,1,,Stony Brook,W,2,14
Stanford,2010-09-04,1,,Sacramento State,W,2,17
Syracuse,2010-09-04,1,@,Akron,W,0,3
Tennessee,2010-09-04,1,,Tennessee-Martin,W,0,0
Texas,2010-09-04,1,@,Rice,W,2,17
Texas A&M,2010-09-04,1,,Stephen F. Austin,W,1,7
Texas Christian,2010-09-04,1,,Oregon State,W,3,21
Troy,2010-09-04,1,,Bowling Green State,W,3,27
UCF,2010-09-04,1,,South Dakota,W,1,7
UCLA,2010-09-04,1,@,Kansas State,L,4,31
UNLV,2010-09-04,1,,Wisconsin,L,5,41
Utah State,2010-09-04,1,@,Oklahoma,L,4,31
UTEP,2010-09-04,1,,Arkansas-Pine Bluff,W,1,10
Vanderbilt,2010-09-04,1,,Northwestern,L,3,23
Virginia,2010-09-04,1,,Richmond,W,1,13
Washington,2010-09-04,1,@,Brigham Young,L,2,23
Washington State,2010-09-04,1,@,Oklahoma State,L,9,65
West Virginia,2010-09-04,1,,Coastal Carolina,W,0,0
Western Kentucky,2010-09-04,1,@,Nebraska,L,7,49
Western Michigan,2010-09-04,1,@,Michigan State,L,5,38
Wisconsin,2010-09-04,1,@,Nevada-Las Vegas,W,3,21
Wyoming,2010-09-04,1,,Southern Utah,W,2,20
East Carolina,2010-09-05,1,,Tulsa,W,7,49
SMU,2010-09-05,1,@,Texas Tech,L,5,35
Texas Tech,2010-09-05,1,,Southern Methodist,W,3,27
Tulsa,2010-09-05,1,@,East Carolina,L,7,51
Boise State,2010-09-06,1,@,Virginia Tech,W,4,30
Maryland,2010-09-06,1,N,Navy,W,2,14
Navy,2010-09-06,1,N,Maryland,L,2,17
Virginia Tech,2010-09-06,1,,Boise State,L,4,33
Auburn,2010-09-09,2,@,Mississippi State,W,2,14
Central Michigan,2010-09-09,2,@,Temple,L,1,13
Mississippi State,2010-09-09,2,,Auburn,L,2,17
Temple,2010-09-09,2,,Central Michigan,W,1,10
Houston,2010-09-10,2,,Texas-El Paso,W,3,24
Marshall,2010-09-10,2,,West Virginia,L,2,24
UTEP,2010-09-10,2,@,Houston,L,7,54
West Virginia,2010-09-10,2,@,Marshall,W,3,21
Air Force,2010-09-11,2,,Brigham Young,W,2,14
Akron,2010-09-11,2,,Gardner-Webb,L,5,38
Alabama,2010-09-11,2,,Penn State,W,0,3
Arizona,2010-09-11,2,,Citadel,W,0,6
Arizona State,2010-09-11,2,,Northern Arizona,W,2,20
Arkansas,2010-09-11,2,N,Louisiana-Monroe,W,1,7
Arkansas State,2010-09-11,2,@,Louisiana,L,4,31
Army,2010-09-11,2,,Hawaii,L,4,31
Ball State,2010-09-11,2,,Liberty,L,4,27
Baylor,2010-09-11,2,,Buffalo,W,0,6
Boston College,2010-09-11,2,,Kent State,W,1,13
Bowling Green State,2010-09-11,2,@,Tulsa,L,3,33
Brigham Young,2010-09-11,2,@,Air Force,L,5,35
Buffalo,2010-09-11,2,@,Baylor,L,4,34
California,2010-09-11,2,,Colorado,W,1,7
Cincinnati,2010-09-11,2,,Indiana State,W,1,7
Clemson,2010-09-11,2,,Presbyterian,W,3,21
Colorado,2010-09-11,2,@,California,L,7,52
Colorado State,2010-09-11,2,@,Nevada,L,6,51
Connecticut,2010-09-11,2,,Texas Southern,W,0,3
Duke,2010-09-11,2,@,Wake Forest,L,8,54
East Carolina,2010-09-11,2,,Memphis,W,3,27
Eastern Michigan,2010-09-11,2,@,Miami (OH),L,4,28
Florida,2010-09-11,2,,South Florida,W,2,14
Florida Atlantic,2010-09-11,2,@,Michigan State,L,3,30
Florida International,2010-09-11,1,,Rutgers,L,2,19
Florida State,2010-09-11,2,@,Oklahoma,L,6,47
Georgia,2010-09-11,2,@,South Carolina,L,2,17
Georgia Tech,2010-09-11,2,@,Kansas,L,4,28
Hawaii,2010-09-11,2,@,Army,W,4,28
Idaho,2010-09-11,2,@,Nebraska,L,5,38
Illinois,2010-09-11,2,,Southern Illinois,W,0,3
Iowa,2010-09-11,2,,Iowa State,W,1,7
Iowa State,2010-09-11,2,@,Iowa,L,5,35
Kansas,2010-09-11,2,,Georgia Tech,W,3,25
Kansas State,2010-09-11,2,,Missouri State,W,3,24
Kent State,2010-09-11,2,@,Boston College,L,2,26
Kentucky,2010-09-11,2,,Western Kentucky,W,4,28
Louisiana,2010-09-11,2,,Arkansas State,W,3,24
Louisiana Tech,2010-09-11,2,@,Texas A&M,L,6,48
Louisiana-Monroe,2010-09-11,1,N,Arkansas,L,4,31
Louisville,2010-09-11,2,,Eastern Kentucky,W,2,13
LSU,2010-09-11,2,@,Vanderbilt,W,0,3
Maryland,2010-09-11,2,,Morgan State,W,0,3
Memphis,2010-09-11,2,@,East Carolina,L,7,49
Miami (FL),2010-09-11,2,@,Ohio State,L,3,36
Miami (OH),2010-09-11,2,,Eastern Michigan,W,3,21
Michigan,2010-09-11,2,@,Notre Dame,W,3,24
Michigan State,2010-09-11,2,,Florida Atlantic,W,2,17
Middle Tennessee State,2010-09-11,2,,Austin Peay,W,4,33
Minnesota,2010-09-11,2,,South Dakota,L,6,41
Missouri,2010-09-11,2,,McNeese State,W,1,6
Navy,2010-09-11,2,,Georgia Southern,W,1,7
Nebraska,2010-09-11,2,,Idaho,W,2,17
Nevada,2010-09-11,2,,Colorado State,W,0,6
New Mexico,2010-09-11,2,,Texas Tech,L,7,52
New Mexico State,2010-09-11,1,,San Diego State,L,5,41
North Carolina State,2010-09-11,2,@,Central Florida,W,3,21
North Texas,2010-09-11,2,,Rice,L,3,32
Northern Illinois,2010-09-11,2,,North Dakota,W,2,17
Northwestern,2010-09-11,2,,Illinois State,W,0,3
Notre Dame,2010-09-11,2,,Michigan,L,4,28
Ohio,2010-09-11,2,,Toledo,L,3,20
Ohio State,2010-09-11,2,,Miami (FL),W,3,24
Oklahoma,2010-09-11,2,,Florida State,W,2,17
Oklahoma State,2010-09-11,2,,Troy,W,4,38
Ole Miss,2010-09-11,2,@,Tulane,W,1,13
Oregon,2010-09-11,2,@,Tennessee,W,1,13
Penn State,2010-09-11,2,@,Alabama,L,3,24
Pitt,2010-09-11,2,,New Hampshire,W,2,16
Purdue,2010-09-11,2,,Western Illinois,W,3,21
Rice,2010-09-11,2,@,North Texas,W,4,31
Rutgers,2010-09-11,2,@,Florida International,W,2,14
San Diego State,2010-09-11,2,@,New Mexico State,W,3,21
San Jose State,2010-09-11,2,@,Wisconsin,L,3,27
SMU,2010-09-11,2,,Alabama-Birmingham,W,1,7
South Carolina,2010-09-11,2,,Georgia,W,0,6
South Florida,2010-09-11,2,@,Florida,L,5,38
Southern Mississippi,2010-09-11,2,,Prairie View A&M,W,1,7
Stanford,2010-09-11,2,@,UCLA,W,0,0
Syracuse,2010-09-11,2,@,Washington,L,5,41
Tennessee,2010-09-11,2,,Oregon,L,6,48
Texas,2010-09-11,2,,Wyoming,W,1,7
Texas A&M,2010-09-11,2,,Louisiana Tech,W,2,16
Texas Christian,2010-09-11,2,,Tennessee Tech,W,1,7
Texas Tech,2010-09-11,2,@,New Mexico,W,2,17
Toledo,2010-09-11,2,@,Ohio,W,1,13
Troy,2010-09-11,2,@,Oklahoma State,L,5,41
Tulane,2010-09-11,2,,Mississippi,L,3,27
Tulsa,2010-09-11,2,,Bowling Green State,W,3,20
UAB,2010-09-11,2,@,Southern Methodist,L,4,28
UCF,2010-09-11,2,,North Carolina State,L,4,28
UCLA,2010-09-11,2,,Stanford,L,4,35
UNLV,2010-09-11,2,@,Utah,L,5,38
USC,2010-09-11,2,,Virginia,W,2,14
Utah,2010-09-11,2,,Nevada-Las Vegas,W,1,10
Utah State,2010-09-11,2,,Idaho State,W,2,17
Vanderbilt,2010-09-11,2,,Louisiana State,L,3,27
Virginia,2010-09-11,2,@,Southern California,L,2,17
Virginia Tech,2010-09-11,2,,James Madison,L,3,21
Wake Forest,2010-09-11,2,,Duke,W,6,48
Washington,2010-09-11,2,,Syracuse,W,2,20
Washington State,2010-09-11,2,,Montana State,W,2,22
Western Kentucky,2010-09-11,2,@,Kentucky,L,9,63
Western Michigan,2010-09-11,2,,Nicholls State,W,2,14
Wisconsin,2010-09-11,2,,San Jose State,W,2,14
Wyoming,2010-09-11,2,@,Texas,L,4,34
Cincinnati,2010-09-16,3,@,North Carolina State,L,4,30
North Carolina State,2010-09-16,3,,Cincinnati,W,3,19
California,2010-09-17,3,@,Nevada,L,7,52
Kansas,2010-09-17,3,@,Southern Mississippi,L,4,31
Nevada,2010-09-17,3,,California,W,4,31
Southern Mississippi,2010-09-17,3,,Kansas,W,2,16
Air Force,2010-09-18,3,@,Oklahoma,L,3,27
Akron,2010-09-18,3,@,Kentucky,L,6,47
Alabama,2010-09-18,3,@,Duke,W,1,13
Arizona,2010-09-18,3,,Iowa,W,4,27
Arizona State,2010-09-18,3,@,Wisconsin,L,2,20
Arkansas,2010-09-18,3,@,Georgia,W,3,24
Arkansas State,2010-09-18,3,,Louisiana-Monroe,W,3,20
Army,2010-09-18,3,,North Texas,W,0,0
Auburn,2010-09-18,3,,Clemson,W,3,24
Ball State,2010-09-18,3,@,Purdue,L,3,24
Baylor,2010-09-18,3,@,Texas Christian,L,6,45
Boise State,2010-09-18,2,@,Wyoming,W,1,6
Bowling Green State,2010-09-18,3,,Marshall,W,4,28
Brigham Young,2010-09-18,3,@,Florida State,L,4,34
Buffalo,2010-09-18,3,,Central Florida,L,3,24
Central Michigan,2010-09-18,3,@,Eastern Michigan,W,2,14
Clemson,2010-09-18,3,@,Auburn,L,3,27
Colorado,2010-09-18,3,,Hawaii,W,1,13
Colorado State,2010-09-18,3,@,Miami (OH),L,4,31
Connecticut,2010-09-18,3,@,Temple,L,4,30
Duke,2010-09-18,3,,Alabama,L,8,62
East Carolina,2010-09-18,3,@,Virginia Tech,L,7,49
Eastern Michigan,2010-09-18,3,,Central Michigan,L,7,52
Florida,2010-09-18,3,@,Tennessee,W,2,17
Florida International,2010-09-18,2,@,Texas A&M,L,3,27
Florida State,2010-09-18,3,,Brigham Young,W,1,10
Fresno State,2010-09-18,2,@,Utah State,W,3,24
Georgia,2010-09-18,3,,Arkansas,L,4,31
Georgia Tech,2010-09-18,3,@,North Carolina,W,3,24
Hawaii,2010-09-18,3,@,Colorado,L,4,31
Houston,2010-09-18,3,@,UCLA,L,4,31
Idaho,2010-09-18,3,,Nevada-Las Vegas,W,1,7
Illinois,2010-09-18,3,,Northern Illinois,W,3,22
Indiana,2010-09-18,2,@,Western Kentucky,W,3,21
Iowa,2010-09-18,3,@,Arizona,L,4,34
Iowa State,2010-09-18,3,@,Kansas State,L,3,27
Kansas State,2010-09-18,3,,Iowa State,W,2,20
Kent State,2010-09-18,3,@,Penn State,L,3,24
Kentucky,2010-09-18,3,,Akron,W,1,10
Louisiana Tech,2010-09-18,3,,Navy,L,5,37
Louisiana-Monroe,2010-09-18,2,@,Arkansas State,L,4,34
Louisville,2010-09-18,3,@,Oregon State,L,5,35
LSU,2010-09-18,3,,Mississippi State,W,1,7
Marshall,2010-09-18,3,@,Bowling Green State,L,6,44
Maryland,2010-09-18,3,@,West Virginia,L,4,31
Memphis,2010-09-18,3,,Middle Tennessee State,W,2,17
Miami (OH),2010-09-18,3,,Colorado State,W,1,10
Michigan,2010-09-18,3,,Massachusetts,W,5,37
Michigan State,2010-09-18,3,,Notre Dame,W,4,31
Middle Tennessee State,2010-09-18,3,@,Memphis,L,3,24
Minnesota,2010-09-18,3,,Southern California,L,5,32
Mississippi State,2010-09-18,3,@,Louisiana State,L,2,29
Missouri,2010-09-18,3,,San Diego State,W,3,24
Navy,2010-09-18,3,@,Louisiana Tech,W,2,23
Nebraska,2010-09-18,3,@,Washington,W,3,21
New Mexico,2010-09-18,3,,Utah,L,8,56
New Mexico State,2010-09-18,2,@,Texas-El Paso,L,6,42
North Carolina,2010-09-18,2,,Georgia Tech,L,3,30
North Texas,2010-09-18,3,@,Army,L,3,24
Northern Illinois,2010-09-18,3,@,Illinois,L,3,28
Northwestern,2010-09-18,3,@,Rice,W,1,13
Notre Dame,2010-09-18,3,@,Michigan State,L,5,34
Ohio,2010-09-18,3,@,Ohio State,L,5,43
Ohio State,2010-09-18,3,,Ohio,W,1,7
Oklahoma,2010-09-18,3,,Air Force,W,3,24
Oklahoma State,2010-09-18,3,,Tulsa,W,4,28
Ole Miss,2010-09-18,3,,Vanderbilt,L,4,28
Oregon,2010-09-18,3,,Portland State,W,0,0
Oregon State,2010-09-18,2,,Louisville,W,4,28
Penn State,2010-09-18,3,,Kent State,W,0,0
Purdue,2010-09-18,3,,Ball State,W,2,13
Rice,2010-09-18,3,,Northwestern,L,3,30
San Diego State,2010-09-18,3,@,Missouri,L,3,27
San Jose State,2010-09-18,3,,Southern Utah,W,0,11
SMU,2010-09-18,3,,Washington State,W,3,21
South Carolina,2010-09-18,3,,Furman,W,2,19
Stanford,2010-09-18,3,,Wake Forest,W,3,24
Syracuse,2010-09-18,3,,Maine,W,2,14
Temple,2010-09-18,3,,Connecticut,W,1,16
Tennessee,2010-09-18,3,,Florida,L,4,31
Texas,2010-09-18,3,@,Texas Tech,W,2,14
Texas A&M,2010-09-18,3,,Florida International,W,2,20
Texas Christian,2010-09-18,3,,Baylor,W,1,10
Texas Tech,2010-09-18,3,,Texas,L,3,24
Toledo,2010-09-18,3,@,Western Michigan,W,3,24
Troy,2010-09-18,3,@,Alabama-Birmingham,L,5,34
Tulsa,2010-09-18,3,@,Oklahoma State,L,8,65
UAB,2010-09-18,3,,Troy,W,4,33
UCF,2010-09-18,3,@,Buffalo,W,1,10
UCLA,2010-09-18,3,,Houston,W,1,13
UNLV,2010-09-18,3,@,Idaho,L,3,30
USC,2010-09-18,3,@,Minnesota,W,3,21
Utah,2010-09-18,3,@,New Mexico,W,2,14
Utah State,2010-09-18,3,,Fresno State,L,5,41
UTEP,2010-09-18,3,,New Mexico State,W,1,10
Vanderbilt,2010-09-18,3,@,Mississippi,W,2,14
Virginia Tech,2010-09-18,3,,East Carolina,W,3,27
Wake Forest,2010-09-18,3,@,Stanford,L,10,68
Washington,2010-09-18,3,,Nebraska,L,8,56
Washington State,2010-09-18,3,@,Southern Methodist,L,5,35
West Virginia,2010-09-18,3,,Maryland,W,2,17
Western Kentucky,2010-09-18,3,,Indiana,L,5,38
Western Michigan,2010-09-18,3,,Toledo,L,5,37
Wisconsin,2010-09-18,3,,Arizona State,W,2,19
Wyoming,2010-09-18,3,,Boise State,L,6,51
Miami (FL),2010-09-23,3,@,Pittsburgh,W,0,3
Pitt,2010-09-23,3,,Miami (FL),L,4,31
SMU,2010-09-24,4,,Texas Christian,L,6,41
Texas Christian,2010-09-24,4,@,Southern Methodist,W,3,24
Air Force,2010-09-25,4,@,Wyoming,W,2,14
Akron,2010-09-25,4,@,Indiana,L,5,35
Alabama,2010-09-25,4,@,Arkansas,W,2,20
Arizona,2010-09-25,4,,California,W,0,9
Arizona State,2010-09-25,4,,Oregon,L,6,42
Arkansas,2010-09-25,4,,Alabama,L,3,24
Arkansas State,2010-09-25,4,@,Troy,L,4,35
Army,2010-09-25,4,@,Duke,W,3,21
Auburn,2010-09-25,4,,South Carolina,W,4,27
Ball State,2010-09-25,4,@,Iowa,L,6,45
Baylor,2010-09-25,4,@,Rice,W,1,13
Boise State,2010-09-25,3,,Oregon State,W,3,24
Boston College,2010-09-25,3,,Virginia Tech,L,1,19
Bowling Green State,2010-09-25,4,@,Michigan,L,9,65
Brigham Young,2010-09-25,4,,Nevada,L,3,27
Buffalo,2010-09-25,4,@,Connecticut,L,6,45
California,2010-09-25,4,@,Arizona,L,1,10
Central Michigan,2010-09-25,4,@,Northwestern,L,4,30
Cincinnati,2010-09-25,4,,Oklahoma,L,4,31
Colorado State,2010-09-25,4,,Idaho,W,4,34
Connecticut,2010-09-25,4,,Buffalo,W,3,21
Duke,2010-09-25,4,,Army,L,5,35
Eastern Michigan,2010-09-25,4,@,Ohio State,L,10,73
Florida,2010-09-25,4,,Kentucky,W,2,14
Florida Atlantic,2010-09-25,3,,North Texas,L,3,21
Florida International,2010-09-25,3,@,Maryland,L,6,42
Florida State,2010-09-25,4,,Wake Forest,W,0,0
Fresno State,2010-09-25,3,@,Mississippi,L,7,55
Georgia,2010-09-25,4,@,Mississippi State,L,3,24
Georgia Tech,2010-09-25,4,,North Carolina State,L,6,45
Hawaii,2010-09-25,4,,Charleston Southern,W,1,7
Houston,2010-09-25,4,,Tulane,W,3,23
Idaho,2010-09-25,4,@,Colorado State,L,4,36
Indiana,2010-09-25,3,,Akron,W,2,20
Iowa,2010-09-25,4,,Ball State,W,0,0
Iowa State,2010-09-25,4,,Northern Iowa,W,0,0
Kansas,2010-09-25,4,,New Mexico State,W,2,16
Kansas State,2010-09-25,4,,Central Florida,W,1,13
Kentucky,2010-09-25,4,@,Florida,L,7,48
Louisiana,2010-09-25,3,,Middle Tennessee State,L,4,34
Louisiana Tech,2010-09-25,4,,Southern Mississippi,L,1,13
Louisiana-Monroe,2010-09-25,3,,Southeastern Louisiana,W,3,20
LSU,2010-09-25,4,,West Virginia,W,2,14
Marshall,2010-09-25,4,,Ohio,W,3,23
Maryland,2010-09-25,4,,Florida International,W,4,28
Memphis,2010-09-25,4,@,Texas-El Paso,L,1,16
Miami (OH),2010-09-25,4,@,Missouri,L,7,51
Michigan,2010-09-25,4,,Bowling Green State,W,3,21
Michigan State,2010-09-25,4,,Northern Colorado,W,1,7
Middle Tennessee State,2010-09-25,4,@,Louisiana,W,2,14
Minnesota,2010-09-25,4,,Northern Illinois,L,4,34
Mississippi State,2010-09-25,4,,Georgia,W,1,12
Missouri,2010-09-25,4,,Miami (OH),W,1,13
Nebraska,2010-09-25,4,,South Dakota State,W,0,3
Nevada,2010-09-25,4,@,Brigham Young,W,1,13
New Mexico,2010-09-25,4,@,Nevada-Las Vegas,L,6,45
New Mexico State,2010-09-25,3,@,Kansas,L,6,42
North Carolina,2010-09-25,3,@,Rutgers,W,1,13
North Carolina State,2010-09-25,4,@,Georgia Tech,W,4,28
North Texas,2010-09-25,4,@,Florida Atlantic,W,2,17
Northern Illinois,2010-09-25,4,@,Minnesota,W,2,23
Northwestern,2010-09-25,4,,Central Michigan,W,4,25
Notre Dame,2010-09-25,4,,Stanford,L,3,37
Ohio,2010-09-25,4,@,Marshall,L,3,24
Ohio State,2010-09-25,4,,Eastern Michigan,W,3,20
Oklahoma,2010-09-25,4,@,Cincinnati,W,3,29
Ole Miss,2010-09-25,4,,Fresno State,W,5,38
Oregon,2010-09-25,4,@,Arizona State,W,4,31
Oregon State,2010-09-25,3,@,Boise State,L,4,37
Penn State,2010-09-25,4,,Temple,W,2,13
Purdue,2010-09-25,4,,Toledo,L,4,31
Rice,2010-09-25,4,,Baylor,L,3,30
Rutgers,2010-09-25,3,,North Carolina,L,2,17
San Diego State,2010-09-25,4,,Utah State,W,1,7
San Jose State,2010-09-25,4,@,Utah,L,8,56
South Carolina,2010-09-25,4,@,Auburn,L,5,35
South Florida,2010-09-25,3,,Western Kentucky,W,2,12
Southern Mississippi,2010-09-25,4,@,Louisiana Tech,W,1,12
Stanford,2010-09-25,4,@,Notre Dame,W,1,14
Syracuse,2010-09-25,4,,Colgate,W,1,7
Temple,2010-09-25,4,@,Penn State,L,1,22
Tennessee,2010-09-25,4,,Alabama-Birmingham,W,3,29
Texas,2010-09-25,4,,UCLA,L,4,34
Toledo,2010-09-25,4,@,Purdue,W,2,20
Troy,2010-09-25,4,,Arkansas State,W,4,28
Tulane,2010-09-25,3,@,Houston,L,6,42
Tulsa,2010-09-25,4,,Central Arkansas,W,2,14
UAB,2010-09-25,4,@,Tennessee,L,4,32
UCF,2010-09-25,4,@,Kansas State,L,2,17
UCLA,2010-09-25,4,@,Texas,W,1,12
UNLV,2010-09-25,4,,New Mexico,W,1,10
USC,2010-09-25,4,@,Washington State,W,2,16
Utah,2010-09-25,4,,San Jose State,W,0,3
Utah State,2010-09-25,4,@,San Diego State,L,5,41
UTEP,2010-09-25,4,,Memphis,W,1,13
Virginia,2010-09-25,3,,Virginia Military Institute,W,1,7
Virginia Tech,2010-09-25,4,@,Boston College,W,0,0
Wake Forest,2010-09-25,4,@,Florida State,L,4,31
Washington State,2010-09-25,4,,Southern California,L,7,50
West Virginia,2010-09-25,4,@,Louisiana State,L,2,20
Western Kentucky,2010-09-25,4,@,South Florida,L,3,24
Wisconsin,2010-09-25,4,,Austin Peay,W,0,3
Wyoming,2010-09-25,4,,Air Force,L,3,20
Oklahoma State,2010-09-30,4,,Texas A&M,W,5,35
Texas A&M,2010-09-30,4,@,Oklahoma State,L,5,38
Brigham Young,2010-10-01,5,@,Utah State,L,4,31
Utah State,2010-10-01,5,,Brigham Young,W,2,16
Air Force,2010-10-02,5,,Navy,W,0,6
Akron,2010-10-02,5,,Northern Illinois,L,6,50
Alabama,2010-10-02,5,,Florida,W,0,6
Arizona State,2010-10-02,5,@,Oregon State,L,4,31
Arkansas State,2010-10-02,5,,Louisville,L,4,34
Army,2010-10-02,5,,Temple,L,6,42
Auburn,2010-10-02,5,,Louisiana-Monroe,W,0,3
Ball State,2010-10-02,5,@,Central Michigan,W,2,17
Baylor,2010-10-02,5,,Kansas,W,1,7
Boise State,2010-10-02,4,@,New Mexico State,W,0,0
Boston College,2010-10-02,4,,Notre Dame,L,4,31
Bowling Green State,2010-10-02,5,,Buffalo,L,4,28
Buffalo,2010-10-02,5,@,Bowling Green State,W,4,26
Central Michigan,2010-10-02,5,,Ball State,L,4,31
Clemson,2010-10-02,4,,Miami (FL),L,4,30
Colorado,2010-10-02,4,,Georgia,W,3,27
Colorado State,2010-10-02,5,,Texas Christian,L,3,27
Connecticut,2010-10-02,5,,Vanderbilt,W,3,21
Duke,2010-10-02,5,@,Maryland,L,3,21
East Carolina,2010-10-02,4,@,North Carolina,L,6,42
Eastern Michigan,2010-10-02,5,,Ohio,L,4,30
Florida,2010-10-02,5,@,Alabama,L,4,31
Florida Atlantic,2010-10-02,4,@,South Florida,L,4,31
Florida International,2010-10-02,4,@,Pittsburgh,L,5,44
Florida State,2010-10-02,5,@,Virginia,W,2,14
Fresno State,2010-10-02,4,,Cal Poly,W,2,17
Georgia,2010-10-02,5,@,Colorado,L,4,29
Georgia Tech,2010-10-02,5,@,Wake Forest,W,2,20
Hawaii,2010-10-02,5,,Louisiana Tech,W,3,21
Idaho,2010-10-02,5,@,Western Michigan,W,1,13
Illinois,2010-10-02,4,,Ohio State,L,3,24
Indiana,2010-10-02,4,,Michigan,L,6,42
Iowa,2010-10-02,5,,Penn State,W,0,3
Iowa State,2010-10-02,5,,Texas Tech,W,5,38
Kansas,2010-10-02,5,@,Baylor,L,7,55
Kent State,2010-10-02,4,@,Miami (OH),L,3,27
Kentucky,2010-10-02,5,@,Mississippi,L,6,42
