School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
Georgia,2014-08-30,1,,Clemson,W,6,45,24,18,33,54.5,203,1,43,88,2.0,2,0,1,1
Georgia Southern,2014-08-30,1,@,North Carolina State,L,2,23,-1,28,40,70.0,291,3,35,173,4.9,0,0,1,1
Georgia Tech,2014-08-30,1,,Wofford,W,5,38,19,7,13,53.8,55,0,47,271,5.8,2,0,0,0
Hawaii,2014-08-30,1,,Washington,L,1,16,-1,10,26,38.5,162,1,48,174,3.6,1,0,0,0
Illinois,2014-08-30,1,,Youngstown State,W,4,28,11,11,24,45.8,177,0,59,203,3.4,1,0,0,0
Indiana,2014-08-30,1,,Indiana State,W,4,28,18,17,33,51.5,140,0,24,30,1.3,1,0,0,0
Iowa,2014-08-30,1,,Northern Iowa,W,4,31,8,17,37,45.9,380,2,25,25,1.0,0,0,2,2
Iowa State,2014-08-30,1,,North Dakota State,L,2,14,-20,18,28,64.3,204,0,43,299,7.0,4,0,0,0
Kansas State,2014-08-30,1,,Stephen F. Austin,W,7,55,39,24,39,61.5,225,0,21,69,3.3,2,1,0,1
Kent State,2014-08-30,1,,Ohio,L,2,14,-3,18,24,75.0,262,2,44,175,4.0,0,4,0,4
Kentucky,2014-08-30,1,,Tennessee-Martin,W,8,59,45,23,34,67.6,215,1,47,183,3.9,1,3,2,5
Louisiana,2014-08-30,1,,Southern,W,6,45,39,20,40,50.0,202,1,32,77,2.4,0,0,0,0
Louisiana Tech,2014-08-30,1,@,Oklahoma,L,2,16,-32,19,34,55.9,253,1,40,183,4.6,5,1,1,2
LSU,2014-08-30,1,N,Wisconsin,W,3,28,4,8,24,33.3,50,0,39,268,6.9,3,0,2,2
Marshall,2014-08-30,1,@,Miami (OH),W,6,42,15,24,49,49.0,318,3,36,100,2.8,0,0,1,1
Maryland,2014-08-30,1,,James Madison,W,7,52,45,16,37,43.2,141,0,44,161,3.7,1,1,2,3
Massachusetts,2014-08-30,1,N,Boston College,L,1,7,-23,17,25,68.0,173,1,61,338,5.5,2,0,1,1
Memphis,2014-08-30,1,,Austin Peay,W,9,63,63,6,16,37.5,30,0,34,116,3.4,0,1,1,2
Miami (OH),2014-08-30,1,,Marshall,L,3,27,-15,20,32,62.5,261,3,36,171,4.8,3,1,0,1
Michigan,2014-08-30,1,,Appalachian State,W,7,52,38,17,33,51.5,127,1,36,153,4.3,1,0,0,0
Middle Tennessee State,2014-08-30,1,,Savannah State,W,9,61,54,15,31,48.4,84,0,35,145,4.1,1,2,1,3
Mississippi State,2014-08-30,1,,Southern Mississippi,W,7,49,49,20,42,47.6,212,0,33,71,2.2,0,1,2,3
Missouri,2014-08-30,1,,South Dakota State,W,5,38,20,23,32,71.9,246,0,32,119,3.7,2,1,2,3
Navy,2014-08-30,1,N,Ohio State,L,2,17,-17,12,15,80.0,226,2,40,194,4.9,1,0,1,1
Nebraska,2014-08-30,1,,Florida Atlantic,W,7,55,48,11,30,36.7,95,1,30,105,3.5,0,0,0,0
Nevada,2014-08-30,1,,Southern Utah,W,4,28,9,25,42,59.5,224,1,22,156,7.1,1,1,1,2
New Mexico,2014-08-30,1,,Texas-El Paso,L,3,24,-7,11,22,50.0,116,1,44,330,7.5,3,0,0,0
North Carolina,2014-08-30,1,,Liberty,W,8,56,27,16,33,48.5,189,0,41,157,3.8,3,4,2,6
North Carolina State,2014-08-30,1,,Georgia Southern,W,3,24,1,10,17,58.8,192,1,47,246,5.2,1,1,0,1
North Texas,2014-08-30,1,@,Texas,L,1,7,-31,19,34,55.9,190,1,40,163,4.1,3,2,0,2
Northwestern,2014-08-30,1,,California,L,3,24,-7,23,39,59.0,300,3,45,114,2.5,1,0,2,2
Notre Dame,2014-08-30,1,,Rice,W,6,48,31,15,26,57.7,226,2,40,141,3.5,0,1,1,2
Ohio,2014-08-30,1,@,Kent State,W,2,17,3,30,41,73.2,264,2,22,31,1.4,0,0,0,0
Ohio State,2014-08-30,1,N,Navy,W,4,34,17,2,4,50.0,20,0,63,370,5.9,2,1,0,1
Oklahoma,2014-08-30,1,,Louisiana Tech,W,6,48,32,22,36,61.1,191,2,29,54,1.9,0,0,1,1
Oklahoma State,2014-08-30,1,N,Florida State,L,4,31,-6,25,40,62.5,370,1,31,106,3.4,2,0,2,2
Oregon,2014-08-30,1,,South Dakota,W,9,62,49,18,34,52.9,198,0,39,172,4.4,1,1,0,1
Oregon State,2014-08-30,1,,Portland State,W,2,29,15,10,27,37.0,83,0,24,132,5.5,2,3,2,5
Penn State,2014-08-30,1,N,Central Florida,W,2,26,2,12,22,54.5,222,1,29,24,0.8,2,1,0,1
Pitt,2014-08-30,1,,Delaware,W,9,62,62,9,16,56.3,31,0,31,33,1.1,0,0,3,3
Purdue,2014-08-30,1,,Western Michigan,W,5,43,9,23,41,56.1,243,2,32,213,6.7,3,0,1,1
Rice,2014-08-30,1,@,Notre Dame,L,2,17,-31,14,22,63.6,295,2,42,281,6.7,4,0,0,0
San Diego State,2014-08-30,1,,Northern Arizona,W,5,38,31,15,28,53.6,188,0,36,124,3.4,1,0,1,1
South Florida,2014-08-30,1,,Western Carolina,W,4,36,5,46,67,68.7,374,2,29,80,2.8,2,1,1,2
Southern Mississippi,2014-08-30,1,@,Mississippi State,L,0,0,-49,23,34,67.6,349,5,44,201,4.6,1,1,1,2
Stanford,2014-08-30,1,,California-Davis,W,6,45,45,12,22,54.5,54,0,27,61,2.3,0,1,2,3
Texas,2014-08-30,1,,North Texas,W,5,38,31,3,17,17.6,15,0,43,79,1.8,0,0,4,4
Texas Christian,2014-08-30,1,,Samford,W,6,48,34,10,20,50.0,56,0,47,87,1.9,1,1,1,2
Texas State,2014-08-30,1,,Arkansas-Pine Bluff,W,9,65,65,9,21,42.9,88,0,39,127,3.3,0,2,0,2
Texas Tech,2014-08-30,1,,Central Arkansas,W,6,42,7,24,40,60.0,228,1,54,178,3.3,3,0,0,0
Toledo,2014-08-30,1,,New Hampshire,W,7,54,34,31,45,68.9,338,2,31,37,1.2,1,0,1,1
Troy,2014-08-30,1,@,Alabama-Birmingham,L,1,10,-38,12,19,63.2,150,2,55,339,6.2,4,1,1,2
UAB,2014-08-30,1,,Troy,W,6,48,38,21,31,67.7,201,0,37,71,1.9,1,1,0,1
UCF,2014-08-30,1,N,Penn State,L,3,24,-2,32,47,68.1,454,1,28,57,2.0,1,1,2,3
UCLA,2014-08-30,1,@,Virginia,W,4,28,8,29,45,64.4,266,2,39,120,3.1,0,1,2,3
USC,2014-08-30,1,,Fresno State,W,7,52,39,18,36,50.0,160,0,33,157,4.8,2,0,4,4
UTEP,2014-08-30,1,@,New Mexico,W,4,31,7,5,9,55.6,67,0,52,410,7.9,3,2,1,3
Virginia,2014-08-30,1,,UCLA,L,2,20,-8,20,34,58.8,242,0,39,116,3.0,1,2,0,2
Virginia Tech,2014-08-30,1,,William & Mary,W,4,34,25,9,23,39.1,117,0,28,76,2.7,0,2,0,2
Washington,2014-08-30,1,@,Hawaii,W,2,17,1,23,43,53.5,207,0,54,217,4.0,1,0,0,0
West Virginia,2014-08-30,1,N,Alabama,L,2,23,-10,24,33,72.7,250,0,49,288,5.9,3,0,1,1
Western Michigan,2014-08-30,1,@,Purdue,L,5,34,-9,19,38,50.0,181,2,39,226,5.8,3,0,0,0
Wisconsin,2014-08-30,1,N,Louisiana State,L,3,24,-4,9,21,42.9,239,2,47,126,2.7,1,1,0,1
Wyoming,2014-08-30,1,,Montana,W,2,17,5,25,46,54.3,211,2,19,42,2.2,0,0,0,0
Baylor,2014-08-31,1,,Southern Methodist,W,6,45,45,21,40,52.5,91,0,25,-24,-1.0,0,2,1,3
SMU,2014-08-31,1,@,Baylor,L,0,0,-45,27,47,57.4,313,3,50,261,5.2,3,1,1,2
Tennessee,2014-08-31,1,,Utah State,W,5,38,31,18,35,51.4,144,1,24,100,4.2,0,1,2,3
Utah State,2014-08-31,1,@,Tennessee,L,1,7,-31,28,40,70.0,273,3,39,110,2.8,2,0,0,0
Louisville,2014-09-01,1,,Miami (FL),W,4,31,18,17,29,58.6,174,1,27,70,2.6,0,1,2,3
Miami (FL),2014-09-01,1,@,Louisville,L,1,13,-18,20,28,71.4,206,2,43,130,3.0,1,2,0,2
Arizona,2014-09-04,2,@,Texas-San Antonio,W,2,26,3,22,33,66.7,228,1,39,121,3.1,2,0,1,1
UTSA,2014-09-04,2,,Arizona,L,3,23,-3,17,32,53.1,231,1,44,223,5.1,1,0,0,0
Boston College,2014-09-05,2,,Pittsburgh,L,3,20,-10,10,20,50.0,111,2,50,302,6.0,1,0,1,1
Nevada,2014-09-05,2,,Washington State,W,3,24,11,38,57,66.7,389,1,18,38,2.1,0,0,2,2
Pitt,2014-09-05,2,@,Boston College,W,3,30,10,10,28,35.7,134,1,34,142,4.2,2,0,2,2
Washington State,2014-09-05,2,@,Nevada,L,1,13,-11,12,21,57.1,110,0,56,214,3.8,3,0,0,0
Air Force,2014-09-06,2,@,Wyoming,L,1,13,-4,23,37,62.2,282,2,26,51,2.0,0,0,0,0
Akron,2014-09-06,2,@,Penn State,L,0,3,-18,22,37,59.5,319,3,31,106,3.4,0,1,2,3
Alabama,2014-09-06,2,,Florida Atlantic,W,5,41,41,12,19,63.2,88,0,24,57,2.4,0,1,0,1
Arizona State,2014-09-06,2,@,New Mexico,W,8,58,35,7,11,63.6,130,1,57,207,3.6,2,3,0,3
Arkansas,2014-09-06,2,,Nicholls State,W,10,73,66,21,43,48.8,208,1,28,34,1.2,0,0,1,1
Arkansas State,2014-09-06,2,@,Tennessee,L,3,19,-15,22,38,57.9,247,2,45,168,3.7,2,0,1,1
Army,2014-09-06,1,,Buffalo,W,7,47,8,34,50,68.0,396,5,29,153,5.3,0,0,3,3
Auburn,2014-09-06,2,,San Jose State,W,8,59,46,19,32,59.4,254,1,45,65,1.4,0,0,3,3
Ball State,2014-09-06,2,@,Iowa,L,1,13,-4,35,55,63.6,342,2,29,113,3.9,0,2,0,2
Baylor,2014-09-06,2,,Northwestern State,W,10,70,64,8,19,42.1,124,0,41,78,1.9,0,0,1,1
Boise State,2014-09-06,2,,Colorado State,W,5,37,13,31,58,53.4,434,3,23,28,1.2,0,1,2,3
Bowling Green State,2014-09-06,2,,Virginia Military Institute,W,7,48,41,30,55,54.5,321,0,35,97,2.8,1,2,1,3
Brigham Young,2014-09-06,2,@,Texas,W,5,41,34,20,31,64.5,176,1,35,82,2.3,0,3,1,4
Buffalo,2014-09-06,2,@,Army,L,5,39,-8,7,7,100.0,125,0,54,341,6.3,7,2,0,2
California,2014-09-06,2,,Sacramento State,W,7,55,41,20,41,48.8,184,1,25,118,4.7,1,1,1,2
Central Michigan,2014-09-06,2,@,Purdue,W,5,38,21,24,49,49.0,204,1,34,122,3.6,1,1,2,3
Clemson,2014-09-06,2,,South Carolina State,W,9,73,66,12,25,48.0,37,0,28,7,0.3,0,0,1,1
Colorado,2014-09-06,2,N,Massachusetts,W,5,41,3,20,38,52.6,267,3,30,104,3.5,2,0,1,1
Colorado State,2014-09-06,2,@,Boise State,L,3,24,-13,22,33,66.7,352,2,56,324,5.8,3,0,1,1
Connecticut,2014-09-06,2,,Stony Brook,W,2,19,3,12,29,41.4,196,1,37,104,2.8,0,0,0,0
Duke,2014-09-06,2,@,Troy,W,4,34,17,22,34,64.7,238,0,43,158,3.7,2,0,0,0
East Carolina,2014-09-06,2,@,South Carolina,L,2,23,-10,25,38,65.8,266,1,38,175,4.6,2,0,1,1
Eastern Michigan,2014-09-06,2,@,Florida,L,0,0,-65,33,47,70.2,396,3,39,259,6.6,4,0,0,0
Florida,2014-09-06,2,,Eastern Michigan,W,8,65,65,9,21,42.9,45,0,34,80,2.4,0,4,1,5
Florida Atlantic,2014-09-06,2,@,Alabama,L,0,0,-41,27,38,71.1,430,3,32,190,5.9,2,1,0,1
Florida International,2014-09-06,2,,Wagner,W,4,34,31,11,23,47.8,120,0,36,92,2.6,0,4,2,6
Florida State,2014-09-06,2,,Citadel,W,4,37,25,5,14,35.7,72,2,56,250,4.5,0,0,0,0
Fresno State,2014-09-06,2,@,Utah,L,4,27,-32,15,27,55.6,268,6,54,258,4.8,2,0,0,0
Georgia State,2014-09-06,2,,New Mexico State,L,4,31,-3,25,44,56.8,241,3,41,194,4.7,0,2,1,3
Georgia Tech,2014-09-06,2,@,Tulane,W,5,38,17,17,35,48.6,231,2,25,96,3.8,1,0,3,3
Hawaii,2014-09-06,2,,Oregon State,L,4,30,-8,26,37,70.3,300,3,36,164,4.6,2,1,1,2
Houston,2014-09-06,2,,Grambling State,W,5,47,47,13,27,48.1,175,0,39,63,1.6,0,3,3,6
Idaho,2014-09-06,2,@,Louisiana-Monroe,L,4,31,-7,24,45,53.3,384,2,37,150,4.1,3,0,1,1
Illinois,2014-09-06,2,,Western Kentucky,W,6,42,8,28,48,58.3,297,2,30,103,3.4,1,2,1,3
Iowa,2014-09-06,2,,Ball State,W,2,17,4,15,30,50.0,129,0,36,90,2.5,0,1,0,1
Iowa State,2014-09-06,2,,Kansas State,L,4,28,-4,16,29,55.2,239,0,41,232,5.7,4,0,0,0
Kansas,2014-09-06,1,,Southeast Missouri State,W,4,34,6,13,28,46.4,297,3,36,124,3.4,1,0,3,3
Kansas State,2014-09-06,2,@,Iowa State,W,4,32,4,22,33,66.7,214,2,37,105,2.8,1,0,1,1
Kent State,2014-09-06,2,,South Alabama,L,2,13,-10,15,25,60.0,161,1,50,186,3.7,2,0,0,0
Kentucky,2014-09-06,2,,Ohio,W,2,20,17,14,32,43.8,149,0,28,74,2.6,0,1,0,1
Louisiana,2014-09-06,2,,Louisiana Tech,L,3,20,-28,22,33,66.7,295,2,35,238,6.8,3,0,0,0
Louisiana Tech,2014-09-06,2,@,Louisiana,W,6,48,28,29,44,65.9,237,2,34,178,5.2,1,2,1,3
Louisiana-Monroe,2014-09-06,2,,Idaho,W,5,38,7,26,47,55.3,324,3,36,118,3.3,1,1,2,3
Louisville,2014-09-06,2,,Murray State,W,9,66,45,21,38,55.3,251,3,19,41,2.2,0,0,1,1
LSU,2014-09-06,2,,Sam Houston State,W,8,56,56,9,28,32.1,156,0,36,50,1.4,0,1,2,3
Marshall,2014-09-06,2,,Rhode Island,W,6,48,41,17,28,60.7,111,1,39,64,1.6,0,1,1,2
Maryland,2014-09-06,2,@,South Florida,W,3,24,7,15,37,40.5,174,0,37,83,2.2,1,0,1,1
Massachusetts,2014-09-06,2,N,Colorado,L,5,38,-3,26,42,61.9,318,3,47,156,3.3,2,0,1,1
Memphis,2014-09-06,2,@,UCLA,L,5,35,-7,33,44,75.0,396,3,41,144,3.5,3,0,1,1
Miami (FL),2014-09-06,2,,Florida A&M,W,5,41,34,6,17,35.3,89,0,33,25,0.8,0,2,0,2
Miami (OH),2014-09-06,2,,Eastern Kentucky,L,1,10,-7,14,28,50.0,198,1,32,82,2.6,0,1,1,2
Michigan,2014-09-06,2,@,Notre Dame,L,0,0,-31,23,34,67.6,226,3,31,54,1.7,1,0,0,0
Michigan State,2014-09-06,2,@,Oregon,L,3,27,-19,17,28,60.7,318,3,40,173,4.3,3,0,0,0
Middle Tennessee State,2014-09-06,2,@,Minnesota,L,3,24,-11,5,11,45.5,67,1,50,284,5.7,3,0,1,1
Minnesota,2014-09-06,2,,Middle Tennessee State,W,5,35,11,22,38,57.9,255,1,43,190,4.4,2,0,3,3
Mississippi State,2014-09-06,2,,Alabama-Birmingham,W,7,47,13,16,34,47.1,435,3,43,113,2.6,1,0,1,1
Missouri,2014-09-06,2,@,Toledo,W,7,49,25,23,44,52.3,256,0,32,154,4.8,3,1,1,2
Navy,2014-09-06,2,@,Temple,W,4,31,7,29,50,58.0,240,2,34,156,4.6,0,1,1,2
Nebraska,2014-09-06,2,,McNeese State,W,4,31,7,12,26,46.2,160,0,45,178,4.0,2,0,1,1
New Mexico,2014-09-06,2,,Arizona State,L,3,23,-35,12,21,57.1,198,2,48,423,8.8,6,1,0,1
New Mexico State,2014-09-06,2,@,Georgia State,W,4,34,3,21,37,56.8,294,1,39,162,4.2,3,2,2,4
North Carolina,2014-09-06,2,,San Diego State,W,4,31,4,23,39,59.0,341,1,35,168,4.8,2,0,3,3
North Carolina State,2014-09-06,2,,Old Dominion,W,6,46,12,36,50,72.0,308,2,37,196,5.3,3,0,1,1
North Texas,2014-09-06,2,,Southern Methodist,W,4,43,37,24,45,53.3,266,1,14,8,0.6,0,3,2,5
Northern Illinois,2014-09-06,2,@,Northwestern,W,3,23,8,28,43,65.1,322,2,37,72,1.9,0,0,1,1
Northwestern,2014-09-06,2,,Northern Illinois,L,2,15,-8,13,23,56.5,180,2,55,221,4.0,1,0,0,0
Notre Dame,2014-09-06,2,,Michigan,W,4,31,31,19,32,59.4,189,0,35,100,2.9,0,1,3,4
Ohio,2014-09-06,2,@,Kentucky,L,0,3,-17,17,31,54.8,170,1,52,232,4.5,1,0,0,0
Ohio State,2014-09-06,2,,Virginia Tech,L,3,21,-14,23,36,63.9,199,2,41,125,3.0,2,1,2,3
Oklahoma,2014-09-06,2,@,Tulsa,W,7,52,45,27,50,54.0,234,1,34,94,2.8,0,1,3,4
Oklahoma State,2014-09-06,2,,Missouri State,W,4,40,17,16,24,66.7,219,2,41,155,3.8,1,0,0,0
Old Dominion,2014-09-06,2,@,North Carolina State,L,5,34,-12,21,29,72.4,253,2,39,242,6.2,4,0,0,0
Ole Miss,2014-09-06,2,N,Vanderbilt,W,5,41,38,6,25,24.0,60,0,25,107,4.3,0,0,1,1
Oregon,2014-09-06,2,,Michigan State,W,6,46,19,29,47,61.7,343,2,36,123,3.4,1,0,2,2
Oregon State,2014-09-06,2,@,Hawaii,W,5,38,8,20,51,39.2,236,0,33,100,3.0,4,1,1,2
Penn State,2014-09-06,2,,Akron,W,3,21,18,24,46,52.2,208,0,25,69,2.8,0,0,0,0
Purdue,2014-09-06,2,,Central Michigan,L,2,17,-21,11,16,68.8,172,2,43,161,3.7,2,0,1,1
Rutgers,2014-09-06,2,,Howard,W,5,38,13,14,29,48.3,168,0,43,259,6.0,4,1,1,2
San Diego State,2014-09-06,2,@,North Carolina,L,3,27,-4,21,31,67.7,263,2,33,131,4.0,1,0,1,1
San Jose State,2014-09-06,2,@,Auburn,L,1,13,-46,13,23,56.5,135,1,50,358,7.2,6,2,0,2
SMU,2014-09-06,2,@,North Texas,L,1,6,-37,12,17,70.6,108,0,55,245,4.5,3,0,0,0
South Alabama,2014-09-06,1,@,Kent State,W,3,23,10,17,40,42.5,213,2,28,64,2.3,0,0,1,1
South Carolina,2014-09-06,2,,East Carolina,W,3,33,10,32,46,69.6,321,1,21,132,6.3,1,0,2,2
South Florida,2014-09-06,2,,Maryland,L,2,17,-7,17,28,60.7,201,2,40,116,2.9,0,4,2,6
Southern Mississippi,2014-09-06,2,,Alcorn State,W,2,26,6,15,27,55.6,98,1,32,295,9.2,2,2,2,4
Stanford,2014-09-06,2,,Southern California,L,1,10,-3,15,22,68.2,135,0,37,156,4.2,1,0,0,0
Temple,2014-09-06,2,,Navy,L,3,24,-7,4,8,50.0,30,0,63,487,7.7,4,3,0,3
Tennessee,2014-09-06,2,,Arkansas State,W,4,34,15,22,36,61.1,190,1,42,141,3.4,2,1,0,1
Texas,2014-09-06,2,,Brigham Young,L,1,7,-34,18,28,64.3,181,0,60,248,4.1,5,1,1,2
Texas A&M,2014-09-06,2,,Lamar,W,10,73,70,16,42,38.1,153,0,38,90,2.4,0,1,1,2
Texas Tech,2014-09-06,2,@,Texas-El Paso,W,4,30,4,9,26,34.6,116,0,52,277,5.3,3,0,0,0
Toledo,2014-09-06,2,,Missouri,L,3,24,-25,21,33,63.6,325,5,47,177,3.8,2,0,2,2
Troy,2014-09-06,2,,Duke,L,2,17,-17,28,42,66.7,270,2,41,182,4.4,2,0,0,0
Tulane,2014-09-06,2,,Georgia Tech,L,3,21,-17,3,8,37.5,15,0,57,344,6.0,4,2,1,3
Tulsa,2014-09-06,2,,Oklahoma,L,1,7,-45,24,38,63.2,319,2,31,261,8.4,4,0,0,0
UAB,2014-09-06,2,@,Mississippi State,L,4,34,-13,14,31,45.2,224,4,57,292,5.1,2,0,1,1
UCLA,2014-09-06,2,,Memphis,W,6,42,7,27,42,64.3,305,1,39,164,4.2,3,0,0,0
UNLV,2014-09-06,2,,Northern Colorado,W,1,13,1,16,21,76.2,189,0,40,138,3.5,1,0,1,1
USC,2014-09-06,2,@,Stanford,W,1,13,3,22,30,73.3,285,0,38,128,3.4,1,2,0,2
Utah,2014-09-06,2,,Fresno State,W,8,59,32,24,40,60.0,283,3,40,55,1.4,1,1,0,1
Utah State,2014-09-06,2,,Idaho State,W,5,40,20,23,47,48.9,307,2,32,101,3.2,0,1,3,4
UTEP,2014-09-06,2,,Texas Tech,L,3,26,-4,17,31,54.8,278,3,28,226,8.1,1,1,0,1
Vanderbilt,2014-09-06,2,N,Mississippi,L,0,3,-38,28,38,73.7,367,1,50,180,3.6,3,1,0,1
Virginia,2014-09-06,2,,Richmond,W,6,45,32,29,47,61.7,363,0,31,59,1.9,1,4,3,7
Virginia Tech,2014-09-06,2,@,Ohio State,W,5,35,14,9,29,31.0,219,1,40,108,2.7,2,0,3,3
Wake Forest,2014-09-06,2,,Gardner-Webb,W,2,23,16,9,16,56.3,54,0,32,77,2.4,1,0,1,1
