School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
Mississippi State,2009-09-05,1,,Jackson State,W,6,45,38,8,20,40.0,132,0,34,62,1.8,1,3,2,5
Missouri,2009-09-05,1,N,Illinois,W,4,37,28,22,37,59.5,215,0,35,110,3.1,1,1,1,2
Navy,2009-09-05,1,@,Ohio State,L,4,27,-4,17,26,65.4,210,1,38,153,4.0,2,0,1,1
Nebraska,2009-09-05,1,,Florida Atlantic,W,7,49,46,20,41,48.8,236,0,35,132,3.8,0,1,2,3
Nevada,2009-09-05,1,@,Notre Dame,L,0,0,-35,17,20,85.0,332,4,41,178,4.3,1,0,0,0
New Mexico,2009-09-05,1,@,Texas A&M,L,0,6,-35,32,43,74.4,361,2,47,245,5.2,3,0,0,0
New Mexico State,2009-09-05,1,,Idaho,L,1,6,-15,11,22,50.0,179,2,32,171,5.3,1,0,1,1
North Carolina,2009-09-05,1,,Citadel,W,5,40,34,22,39,56.4,123,0,20,30,1.5,0,1,3,4
Northern Illinois,2009-09-05,1,@,Wisconsin,L,2,20,-8,18,25,72.0,281,1,38,152,4.0,3,1,2,3
Northwestern,2009-09-05,1,,Towson,W,6,47,33,15,27,55.6,140,1,30,65,2.2,1,0,2,2
Notre Dame,2009-09-05,1,,Nevada,W,5,35,35,13,27,48.1,154,0,29,153,5.3,0,1,2,3
Ohio,2009-09-05,1,,Connecticut,L,2,16,-7,11,24,45.8,127,2,49,259,5.3,1,1,3,4
Ohio State,2009-09-05,1,,Navy,W,3,31,4,9,13,69.2,156,2,44,186,4.2,2,2,1,3
Oklahoma,2009-09-05,1,N,Brigham Young,L,1,13,-1,26,38,68.4,329,2,33,28,0.8,0,2,2,4
Oklahoma State,2009-09-05,1,,Georgia,W,3,24,14,15,30,50.0,162,1,30,95,3.2,0,2,1,3
Oregon State,2009-09-05,1,,Portland State,W,4,34,27,22,41,53.7,274,0,25,77,3.1,1,1,0,1
Penn State,2009-09-05,1,,Akron,W,4,31,24,13,24,54.2,158,1,30,28,0.9,0,0,1,1
Pitt,2009-09-05,1,,Youngstown State,W,5,38,35,11,22,50.0,113,0,35,46,1.3,0,0,2,2
Purdue,2009-09-05,1,,Toledo,W,7,52,21,41,69,59.4,423,3,22,70,3.2,1,1,2,3
Rice,2009-09-05,1,@,Alabama-Birmingham,L,3,24,-20,12,16,75.0,221,2,39,295,7.6,4,2,0,2
San Diego State,2009-09-05,1,@,UCLA,L,2,14,-19,20,31,64.5,215,1,38,144,3.8,2,1,2,3
San Jose State,2009-09-05,1,@,Southern California,L,0,3,-53,19,23,82.6,278,2,45,342,7.6,6,2,0,2
SMU,2009-09-05,1,,Stephen F. Austin,W,4,31,8,31,52,59.6,391,2,28,69,2.5,0,1,5,6
South Florida,2009-09-05,1,,Wofford,W,5,40,33,4,11,36.4,34,0,50,177,3.5,1,2,0,2
Southern Mississippi,2009-09-05,1,,Alcorn State,W,7,52,52,11,25,44.0,109,0,27,62,2.3,0,1,2,3
Stanford,2009-09-05,1,@,Washington State,W,5,39,26,19,30,63.3,247,1,34,102,3.0,0,0,0,0
Syracuse,2009-09-05,1,,Minnesota,L,2,20,-3,19,42,45.2,248,1,32,112,3.5,1,1,1,2
Tennessee,2009-09-05,1,,Western Kentucky,W,9,63,56,9,16,56.3,49,0,30,34,1.1,1,2,1,3
Texas,2009-09-05,1,,Louisiana-Monroe,W,8,59,39,14,30,46.7,197,1,35,101,2.9,1,2,1,3
Texas A&M,2009-09-05,1,,New Mexico,W,5,41,35,29,40,72.5,210,0,24,21,0.9,0,2,0,2
Texas Tech,2009-09-05,1,,North Dakota,W,5,38,25,20,28,71.4,134,0,29,73,2.5,1,1,0,1
Toledo,2009-09-05,1,@,Purdue,L,4,31,-21,17,28,60.7,220,3,39,315,8.1,4,0,3,3
UAB,2009-09-05,1,,Rice,W,6,44,20,22,42,52.4,235,1,34,156,4.6,2,1,1,2
UCF,2009-09-05,1,,Samford,W,4,28,4,21,35,60.0,208,2,30,78,2.6,0,0,0,0
UCLA,2009-09-05,1,,San Diego State,W,4,33,19,18,45,40.0,238,2,18,39,2.2,0,0,3,3
UNLV,2009-09-05,1,,Sacramento State,W,5,38,35,9,19,47.4,99,0,36,129,3.6,0,0,1,1
USC,2009-09-05,1,,San Jose State,W,8,56,53,15,30,50.0,112,0,31,9,0.3,0,2,0,2
UTEP,2009-09-05,1,,Buffalo,L,2,17,-6,12,19,63.2,159,1,42,150,3.6,2,0,0,0
Vanderbilt,2009-09-05,1,,Western Carolina,W,6,45,45,13,26,50.0,74,0,24,41,1.7,0,3,1,4
Virginia,2009-09-05,1,,William & Mary,L,2,14,-12,23,43,53.5,184,1,37,125,3.4,0,0,1,1
Virginia Tech,2009-09-05,1,N,Alabama,L,3,24,-10,15,30,50.0,230,1,49,268,5.5,2,1,1,2
Wake Forest,2009-09-05,1,,Baylor,L,3,21,-3,16,25,64.0,169,2,37,197,5.3,1,1,0,1
Washington,2009-09-05,1,,Louisiana State,L,2,23,-8,11,19,57.9,172,3,29,149,5.1,0,1,0,1
Washington State,2009-09-05,1,,Stanford,L,1,13,-26,11,24,45.8,193,1,42,288,6.9,3,0,0,0
West Virginia,2009-09-05,1,,Liberty,W,3,33,13,22,33,66.7,210,1,26,89,3.4,1,0,1,1
Western Kentucky,2009-09-05,1,@,Tennessee,L,1,7,-56,25,32,78.1,277,5,44,380,8.6,4,1,2,3
Western Michigan,2009-09-05,1,@,Michigan,L,1,7,-24,15,28,53.6,197,3,50,242,4.8,1,0,1,1
Wisconsin,2009-09-05,1,,Northern Illinois,W,4,28,8,15,24,62.5,174,0,35,100,2.9,2,1,0,1
Wyoming,2009-09-05,1,,Weber State,W,3,29,7,32,51,62.7,322,3,21,89,4.2,0,0,5,5
Colorado,2009-09-06,1,,Colorado State,L,2,17,-6,10,17,58.8,208,1,45,168,3.7,1,0,2,2
Colorado State,2009-09-06,1,@,Colorado,W,2,23,6,24,40,60.0,222,1,21,29,1.4,1,1,1,2
Memphis,2009-09-06,1,,Mississippi,L,2,14,-31,12,22,54.5,175,2,39,174,4.5,3,1,2,3
Ole Miss,2009-09-06,1,@,Memphis,W,6,45,31,17,35,48.6,134,0,43,135,3.1,2,1,2,3
Cincinnati,2009-09-07,1,@,Rutgers,W,6,47,32,23,37,62.2,243,1,33,50,1.5,1,0,3,3
Florida State,2009-09-07,1,,Miami (FL),L,4,34,-4,21,34,61.8,386,2,30,90,3.0,3,0,2,2
Miami (FL),2009-09-07,1,@,Florida State,W,5,38,4,24,41,58.5,294,2,30,110,3.7,1,1,1,2
Rutgers,2009-09-07,1,,Cincinnati,L,2,15,-32,29,36,80.6,396,3,34,168,4.9,3,0,1,1
Clemson,2009-09-10,2,@,Georgia Tech,L,3,27,-3,4,15,26.7,117,1,49,301,6.1,1,0,2,2
Georgia Tech,2009-09-10,2,,Clemson,W,3,30,3,15,32,46.9,261,3,36,125,3.5,0,0,2,2
Colorado,2009-09-11,2,@,Toledo,L,5,38,-16,15,23,65.2,319,4,43,305,7.1,3,2,0,2
Toledo,2009-09-11,2,,Colorado,W,7,54,16,30,64,46.9,356,4,23,95,4.1,1,1,3,4
Air Force,2009-09-12,2,@,Minnesota,L,1,13,-7,20,29,69.0,219,0,24,108,4.5,1,1,0,1
Akron,2009-09-12,2,,Morgan State,W,5,41,41,11,20,55.0,86,0,23,41,1.8,0,0,2,2
Alabama,2009-09-12,2,,Florida International,W,5,40,26,18,38,47.4,213,1,26,1,0.0,0,0,1,1
Arizona,2009-09-12,2,,Northern Arizona,W,5,34,17,20,30,66.7,159,2,19,67,3.5,0,0,2,2
Arkansas State,2009-09-12,2,@,Nebraska,L,1,9,-29,30,41,73.2,358,4,28,136,4.9,1,0,0,0
Army,2009-09-12,2,,Duke,L,2,19,-16,12,24,50.0,166,3,32,70,2.2,0,2,0,2
Auburn,2009-09-12,2,,Mississippi State,W,7,49,25,11,21,52.4,130,1,38,167,4.4,1,0,2,2
Ball State,2009-09-12,2,,New Hampshire,L,1,16,-7,21,35,60.0,212,1,40,110,2.8,2,0,0,0
Boise State,2009-09-12,2,,Miami (OH),W,7,48,48,23,39,59.0,156,0,26,38,1.5,0,0,4,4
Boston College,2009-09-12,2,,Kent State,W,4,34,27,21,37,56.8,119,1,29,60,2.1,0,1,2,3
Bowling Green State,2009-09-12,2,@,Missouri,L,2,20,-7,20,33,60.6,172,2,44,181,4.1,1,2,0,2
Brigham Young,2009-09-12,2,@,Tulane,W,7,54,51,20,28,71.4,125,0,24,37,1.5,0,2,2,4
Buffalo,2009-09-12,2,,Pittsburgh,L,4,27,-27,21,30,70.0,172,3,28,209,7.5,4,0,0,0
California,2009-09-12,2,,Eastern Washington,W,8,59,52,28,37,75.7,221,1,28,14,0.5,0,1,0,1
Central Michigan,2009-09-12,2,@,Michigan State,W,3,29,2,16,26,61.5,215,2,30,101,3.4,1,0,0,0
Cincinnati,2009-09-12,2,,Southeast Missouri State,W,10,70,67,16,28,57.1,122,0,32,54,1.7,0,1,3,4
Colorado State,2009-09-12,2,,Weber State,W,3,24,1,29,47,61.7,258,2,36,58,1.6,1,1,2,3
Connecticut,2009-09-12,2,,North Carolina,L,1,10,-2,23,32,71.9,233,1,38,35,0.9,0,0,2,2
Duke,2009-09-12,2,@,Army,W,5,35,16,10,24,41.7,119,1,57,266,4.7,1,2,2,4
East Carolina,2009-09-12,2,@,West Virginia,L,2,20,-15,24,31,77.4,334,4,37,175,4.7,1,3,1,4
Eastern Michigan,2009-09-12,2,@,Northwestern,L,3,24,-3,14,24,58.3,158,0,48,185,3.9,2,2,1,3
Florida,2009-09-12,2,,Troy,W,8,56,50,8,24,33.3,66,0,35,73,2.1,0,2,1,3
Florida International,2009-09-12,1,@,Alabama,L,2,14,-26,18,24,75.0,241,1,42,275,6.5,4,0,0,0
Florida State,2009-09-12,2,,Jacksonville State,W,3,19,10,12,27,44.4,213,1,41,97,2.4,0,1,0,1
Fresno State,2009-09-12,2,@,Wisconsin,L,4,31,-3,17,28,60.7,225,1,39,188,4.8,3,0,0,0
Georgia,2009-09-12,2,,South Carolina,W,5,41,4,31,53,58.5,313,2,30,114,3.8,0,0,1,1
Hawaii,2009-09-12,2,@,Washington State,W,5,38,18,20,38,52.6,247,0,39,176,4.5,2,4,3,7
Houston,2009-09-12,2,@,Oklahoma State,W,6,45,10,18,31,58.1,240,1,41,194,4.7,3,3,1,4
Idaho,2009-09-12,2,@,Washington,L,2,23,-19,17,25,68.0,253,3,33,121,3.7,3,1,0,1
Illinois,2009-09-12,2,,Illinois State,W,6,45,28,31,52,59.6,354,2,20,44,2.2,0,1,2,3
Indiana,2009-09-12,2,,Western Michigan,W,2,23,4,28,43,65.1,266,1,29,22,0.8,1,3,0,3
Iowa,2009-09-12,2,@,Iowa State,W,5,35,32,13,31,41.9,113,0,34,190,5.6,0,1,5,6
Iowa State,2009-09-12,2,,Iowa,L,0,3,-32,20,37,54.1,235,4,35,191,5.5,1,0,2,2
Kansas,2009-09-12,2,@,Texas-El Paso,W,4,34,27,17,29,58.6,204,1,20,4,0.2,0,0,1,1
Kansas State,2009-09-12,2,@,Louisiana,L,2,15,-2,20,36,55.6,185,1,29,102,3.5,1,2,1,3
Kent State,2009-09-12,2,@,Boston College,L,1,7,-27,15,29,51.7,223,3,37,126,3.4,1,0,1,1
Louisiana,2009-09-12,2,,Kansas State,W,2,17,2,14,30,46.7,181,1,46,196,4.3,1,1,1,2
Louisiana Tech,2009-09-12,2,@,Navy,L,2,14,-18,5,8,62.5,103,0,69,290,4.2,4,0,0,0
Louisiana-Monroe,2009-09-12,2,,Texas Southern,W,8,58,58,18,34,52.9,97,0,21,6,0.3,0,4,0,4
LSU,2009-09-12,2,,Vanderbilt,W,2,23,14,11,24,45.8,88,0,39,122,3.1,1,0,1,1
Marshall,2009-09-12,2,@,Virginia Tech,L,1,10,-42,9,19,47.4,161,2,53,444,8.4,4,0,1,1
Maryland,2009-09-12,2,,James Madison,W,5,38,3,10,19,52.6,149,2,42,268,6.4,2,0,0,0
Memphis,2009-09-12,2,@,Middle Tennessee State,L,2,14,-17,19,27,70.4,272,2,43,164,3.8,2,1,0,1
Miami (OH),2009-09-12,2,@,Boise State,L,0,0,-48,18,30,60.0,314,4,29,127,4.4,3,0,1,1
Michigan,2009-09-12,2,,Notre Dame,W,5,38,4,25,42,59.5,336,3,30,154,5.1,1,1,0,1
Michigan State,2009-09-12,2,,Central Michigan,L,3,27,-2,34,47,72.3,352,3,29,66,2.3,0,0,1,1
Middle Tennessee State,2009-09-12,2,,Memphis,W,4,31,17,17,26,65.4,126,0,37,93,2.5,2,1,1,2
Minnesota,2009-09-12,2,,Air Force,W,2,20,7,10,17,58.8,125,1,66,261,4.0,0,1,0,1
Mississippi State,2009-09-12,2,@,Auburn,L,3,24,-25,11,24,45.8,199,1,59,390,6.6,5,0,0,0
Missouri,2009-09-12,2,,Bowling Green State,W,3,27,7,29,46,63.0,206,1,29,114,3.9,1,0,0,0
Navy,2009-09-12,2,,Louisiana Tech,W,4,32,18,18,29,62.1,156,0,17,11,0.6,1,0,1,1
Nebraska,2009-09-12,2,,Arkansas State,W,5,38,29,11,20,55.0,131,0,38,143,3.8,1,1,0,1
New Mexico,2009-09-12,2,,Tulsa,L,1,10,-34,23,36,63.9,338,5,44,151,3.4,1,1,0,1
New Mexico State,2009-09-12,2,,Prairie View A&M,W,3,21,3,17,27,63.0,135,1,32,146,4.6,1,1,1,2
North Carolina,2009-09-12,2,@,Connecticut,W,1,12,2,14,26,53.8,124,0,35,72,2.1,1,1,1,2
North Carolina State,2009-09-12,2,,Murray State,W,9,65,58,9,20,45.0,35,1,25,1,0.0,0,2,1,3
North Texas,2009-09-12,2,,Ohio,L,3,30,-1,16,31,51.6,169,2,44,63,1.4,0,2,1,3
Northern Illinois,2009-09-12,2,,Western Illinois,W,5,41,34,18,30,60.0,141,0,29,82,2.8,1,2,0,2
Northwestern,2009-09-12,2,,Eastern Michigan,W,3,27,3,20,28,71.4,148,1,32,172,5.4,2,0,2,2
Notre Dame,2009-09-12,2,@,Michigan,L,4,34,-4,23,33,69.7,240,2,38,190,5.0,2,0,1,1
Ohio,2009-09-12,2,@,North Texas,W,3,31,1,21,35,60.0,186,1,40,115,2.9,2,3,1,4
Ohio State,2009-09-12,2,,Southern California,L,1,15,-3,15,32,46.9,195,0,40,118,3.0,2,0,1,1
Oklahoma,2009-09-12,2,,Idaho State,W,9,64,64,11,26,42.3,66,0,32,-22,-0.7,0,2,0,2
Oklahoma State,2009-09-12,2,,Houston,L,5,35,-10,32,46,69.6,366,3,36,146,4.1,2,1,1,2
Oregon,2009-09-12,2,,Purdue,W,5,38,2,25,42,59.5,281,2,44,170,3.9,3,1,2,3
Oregon State,2009-09-12,2,@,Nevada-Las Vegas,W,3,23,2,24,35,68.6,228,3,25,82,3.3,0,1,1,2
Penn State,2009-09-12,2,,Syracuse,W,4,28,21,18,25,72.0,135,1,29,65,2.2,0,0,2,2
Pitt,2009-09-12,2,@,Buffalo,W,8,54,27,26,39,66.7,433,4,30,67,2.2,0,3,1,4
Purdue,2009-09-12,2,@,Oregon,L,5,36,-2,11,21,52.4,163,0,41,193,4.7,3,2,0,2
Rice,2009-09-12,2,@,Texas Tech,L,1,10,-45,40,63,63.5,508,8,14,52,3.7,0,0,0,0
Rutgers,2009-09-12,2,,Howard,W,5,45,38,12,27,44.4,151,1,35,113,3.2,0,3,0,3
San Diego State,2009-09-12,2,,Southern Utah,W,4,35,16,15,29,51.7,165,1,29,114,3.9,1,0,3,3
San Jose State,2009-09-12,2,,Utah,L,2,14,-10,18,32,56.3,248,1,40,251,6.3,2,2,0,2
SMU,2009-09-12,2,@,Alabama-Birmingham,W,5,35,2,18,37,48.6,226,2,34,222,6.5,2,1,4,5
South Carolina,2009-09-12,2,@,Georgia,L,3,37,-4,17,24,70.8,201,2,29,107,3.7,2,2,1,3
South Florida,2009-09-12,2,@,Western Kentucky,W,5,35,22,13,26,50.0,84,0,37,200,5.4,1,0,1,1
Southern Mississippi,2009-09-12,2,,Central Florida,W,3,26,7,17,30,56.7,179,2,27,15,0.6,0,2,0,2
Stanford,2009-09-12,2,@,Wake Forest,L,2,17,-7,19,27,70.4,207,1,45,251,5.6,2,0,0,0
Syracuse,2009-09-12,2,@,Penn State,L,1,7,-21,20,31,64.5,240,3,35,78,2.2,1,2,1,3
Tennessee,2009-09-12,2,,UCLA,L,1,15,-4,11,23,47.8,101,1,36,85,2.4,0,1,0,1
Texas,2009-09-12,2,@,Wyoming,W,5,41,31,23,50,46.0,188,0,34,85,2.5,0,1,0,1
Texas Christian,2009-09-12,1,@,Virginia,W,3,30,16,8,18,44.4,120,2,33,57,1.7,0,0,1,1
Texas Tech,2009-09-12,2,,Rice,W,8,55,45,25,41,61.0,197,1,35,60,1.7,0,1,1,2
Troy,2009-09-12,2,@,Florida,L,0,6,-50,25,36,69.4,372,5,46,291,6.3,3,3,0,3
Tulane,2009-09-12,2,,Brigham Young,L,0,3,-51,26,34,76.5,321,2,45,206,4.6,4,0,1,1
Tulsa,2009-09-12,2,@,New Mexico,W,6,44,34,17,30,56.7,116,0,25,55,2.2,0,3,1,4
UAB,2009-09-12,2,,Southern Methodist,L,5,33,-2,28,47,59.6,353,3,29,84,2.9,2,2,2,4
UCF,2009-09-12,2,@,Southern Mississippi,L,2,19,-7,23,31,74.2,253,1,42,131,3.1,1,1,0,1
UCLA,2009-09-12,2,@,Tennessee,W,1,19,4,13,26,50.0,93,0,44,115,2.6,1,1,3,4
UNLV,2009-09-12,2,,Oregon State,L,3,21,-2,25,31,80.6,198,2,35,184,5.3,1,0,0,0
USC,2009-09-12,2,@,Ohio State,W,2,18,3,11,25,44.0,177,0,30,88,2.9,1,0,1,1
Utah,2009-09-12,2,@,San Jose State,W,3,24,10,21,34,61.8,242,1,22,22,1.0,1,0,1,1
UTEP,2009-09-12,2,,Kansas,L,1,7,-27,27,43,62.8,321,1,42,255,6.1,3,1,1,2
Vanderbilt,2009-09-12,2,@,Louisiana State,L,1,9,-14,21,30,70.0,148,0,42,178,4.2,2,1,0,1
Virginia,2009-09-12,2,,Texas Christian,L,2,14,-16,15,21,71.4,177,1,50,203,4.1,2,1,0,1
Virginia Tech,2009-09-12,2,,Marshall,W,7,52,42,16,33,48.5,126,0,28,126,4.5,1,1,0,1
Wake Forest,2009-09-12,2,,Stanford,W,3,24,7,23,34,67.6,276,2,26,115,4.4,0,1,1,2
Washington,2009-09-12,2,,Idaho,W,6,42,19,26,40,65.0,349,0,23,63,2.7,2,0,1,1
Washington State,2009-09-12,2,,Hawaii,L,2,20,-18,27,37,73.0,489,3,26,137,5.3,2,4,0,4
West Virginia,2009-09-12,2,,East Carolina,W,5,35,15,16,40,40.0,175,1,27,62,2.3,1,0,1,1
Western Kentucky,2009-09-12,2,,South Florida,L,1,13,-22,13,22,59.1,208,2,42,253,6.0,3,1,1,2
Western Michigan,2009-09-12,2,@,Indiana,L,2,19,-4,18,29,62.1,185,0,33,187,5.7,2,0,0,0
Wisconsin,2009-09-12,2,,Fresno State,W,4,34,3,22,38,57.9,289,4,39,179,4.6,0,0,3,3
Wyoming,2009-09-12,2,,Texas,L,1,10,-31,32,50,64.0,353,3,36,191,5.3,2,0,1,1
Georgia Tech,2009-09-17,3,@,Miami (FL),L,2,17,-16,20,25,80.0,270,3,39,184,4.7,1,0,0,0
Miami (FL),2009-09-17,2,,Georgia Tech,W,4,33,16,6,15,40.0,133,1,39,95,2.4,1,0,0,0
Boise State,2009-09-18,3,@,Fresno State,W,6,51,17,14,30,46.7,187,1,39,320,8.2,3,0,2,2
Fresno State,2009-09-18,3,,Boise State,L,4,34,-17,18,26,69.2,181,3,29,299,10.3,2,1,0,1
Air Force,2009-09-19,3,@,New Mexico,W,4,37,24,12,23,52.2,102,0,29,188,6.5,2,1,3,4
Akron,2009-09-19,3,,Indiana,L,3,21,-17,20,31,64.5,175,2,46,180,3.9,2,1,1,2
Alabama,2009-09-19,3,,North Texas,W,7,53,46,16,23,69.6,126,1,26,61,2.3,0,0,0,0
