School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
Wake Forest,2014-08-28,1,@,Louisiana-Monroe,L,12,22,54.5,97,0,27,-3,-0.1,0,3,1,0,1,1
Washington State,2014-08-28,1,N,Rutgers,L,40,56,71.4,532,5,14,6,0.4,0,3,1,1,1,2
Arizona,2014-08-29,1,,Nevada-Las Vegas,W,26,46,56.5,434,4,48,353,7.4,3,3,1,0,0,0
Bowling Green State,2014-08-29,1,@,Western Kentucky,L,25,36,69.4,313,1,35,152,4.3,3,8,3,0,0,0
Brigham Young,2014-08-29,1,@,Connecticut,W,28,36,77.8,308,3,37,205,5.5,2,12,4,2,0,2
Colorado,2014-08-29,1,N,Colorado State,L,24,39,61.5,241,2,34,134,3.9,0,6,1,0,0,0
Colorado State,2014-08-29,1,N,Colorado,W,13,23,56.5,134,1,45,266,5.9,3,2,1,1,0,1
Connecticut,2014-08-29,1,,Brigham Young,L,25,48,52.1,284,0,31,71,2.3,1,2,1,1,1,2
Houston,2014-08-29,1,,Texas-San Antonio,L,25,50,50.0,234,0,23,-26,-1.1,1,6,2,2,4,6
Michigan State,2014-08-29,1,,Jacksonville State,W,18,24,75.0,354,3,50,211,4.2,3,9,6,0,0,0
Syracuse,2014-08-29,1,,Villanova,W,22,35,62.9,184,1,34,136,4.0,2,10,4,0,0,0
UNLV,2014-08-29,1,@,Arizona,L,22,41,53.7,252,1,31,119,3.8,0,2,2,0,1,1
UTSA,2014-08-29,1,@,Houston,W,15,24,62.5,121,0,50,142,2.8,3,6,4,1,0,1
Western Kentucky,2014-08-29,1,,Bowling Green State,W,46,56,82.1,569,6,40,139,3.5,2,5,3,0,0,0
Air Force,2014-08-30,1,,Nicholls State,W,3,6,50.0,19,0,73,539,7.4,6,6,5,0,0,0
Alabama,2014-08-30,1,N,West Virginia,W,24,33,72.7,250,0,49,288,5.9,3,6,3,0,1,1
Appalachian State,2014-08-30,1,@,Michigan,L,17,33,51.5,127,1,36,153,4.3,1,6,1,0,0,0
Arkansas,2014-08-30,1,@,Auburn,L,18,31,58.1,175,2,29,153,5.3,1,6,1,0,1,1
Arkansas State,2014-08-30,1,,Montana State,W,20,30,66.7,264,1,49,283,5.8,3,8,3,2,0,2
Auburn,2014-08-30,1,,Arkansas,W,16,22,72.7,293,2,48,302,6.3,3,5,1,1,0,1
Ball State,2014-08-30,1,,Colgate,W,20,32,62.5,203,2,53,311,5.9,1,1,0,0,1,1
Boston College,2014-08-30,1,N,Massachusetts,W,17,25,68.0,173,1,61,338,5.5,2,4,3,0,1,1
Buffalo,2014-08-30,1,,Duquesne,W,25,36,69.4,298,3,49,174,3.6,2,7,4,1,1,2
California,2014-08-30,1,@,Northwestern,W,23,39,59.0,300,3,45,114,2.5,1,4,2,0,2,2
Clemson,2014-08-30,1,@,Georgia,L,18,33,54.5,203,1,43,88,2.0,2,5,1,0,1,1
Duke,2014-08-30,1,,Elon,W,28,42,66.7,292,4,44,275,6.3,3,3,2,0,0,0
East Carolina,2014-08-30,1,,North Carolina Central,W,33,46,71.7,374,4,28,208,7.4,3,7,3,1,1,2
Eastern Michigan,2014-08-30,1,,Morgan State,W,18,30,60.0,99,0,56,292,5.2,3,7,2,0,0,0
Florida Atlantic,2014-08-30,1,@,Nebraska,L,11,30,36.7,95,1,30,105,3.5,0,1,0,0,0,0
Florida International,2014-08-30,1,,Bethune-Cookman,L,16,33,48.5,143,1,32,43,1.3,0,10,6,0,0,0
Florida State,2014-08-30,1,N,Oklahoma State,W,25,40,62.5,370,1,31,106,3.4,2,3,1,0,2,2
Fresno State,2014-08-30,1,@,Southern California,L,18,36,50.0,160,0,33,157,4.8,2,5,1,0,4,4
Georgia,2014-08-30,1,,Clemson,W,18,26,69.2,131,0,41,328,8.0,5,9,5,1,0,1
Georgia Southern,2014-08-30,1,@,North Carolina State,L,10,17,58.8,192,1,47,246,5.2,1,1,1,1,0,1
Georgia Tech,2014-08-30,1,,Wofford,W,11,16,68.8,282,2,43,226,5.3,3,6,0,0,0,0
Hawaii,2014-08-30,1,,Washington,L,23,43,53.5,207,0,54,217,4.0,1,4,1,0,0,0
Illinois,2014-08-30,1,,Youngstown State,W,24,38,63.2,285,4,22,78,3.5,0,7,3,1,0,1
Indiana,2014-08-30,1,,Indiana State,W,11,18,61.1,111,0,69,455,6.6,4,8,4,1,1,2
Iowa,2014-08-30,1,,Northern Iowa,W,31,41,75.6,250,2,36,151,4.2,2,13,6,1,0,1
Iowa State,2014-08-30,1,,North Dakota State,L,20,31,64.5,151,0,26,102,3.9,2,2,1,0,2,2
Kansas State,2014-08-30,1,,Stephen F. Austin,W,20,30,66.7,238,3,51,240,4.7,4,9,3,0,1,1
Kent State,2014-08-30,1,,Ohio,L,30,41,73.2,264,2,22,31,1.4,0,3,2,0,0,0
Kentucky,2014-08-30,1,,Tennessee-Martin,W,22,33,66.7,422,1,28,234,8.4,6,8,2,0,0,0
Louisiana,2014-08-30,1,,Southern,W,24,36,66.7,264,4,41,248,6.0,2,3,0,0,2,2
Louisiana Tech,2014-08-30,1,@,Oklahoma,L,22,36,61.1,191,2,29,54,1.9,0,2,0,0,1,1
LSU,2014-08-30,1,N,Wisconsin,W,9,21,42.9,239,2,47,126,2.7,1,5,3,1,0,1
Marshall,2014-08-30,1,@,Miami (OH),W,20,32,62.5,261,3,36,171,4.8,3,8,4,1,0,1
Maryland,2014-08-30,1,,James Madison,W,18,35,51.4,186,2,50,285,5.7,5,4,2,0,1,1
Massachusetts,2014-08-30,1,N,Boston College,L,9,22,40.9,147,1,22,55,2.5,0,5,3,0,1,1
Memphis,2014-08-30,1,,Austin Peay,W,20,27,74.1,242,2,55,303,5.5,7,7,2,1,1,2
Miami (OH),2014-08-30,1,,Marshall,L,24,49,49.0,318,3,36,100,2.8,0,6,5,0,1,1
Michigan,2014-08-30,1,,Appalachian State,W,16,19,84.2,210,3,36,350,9.7,3,4,2,0,1,1
Middle Tennessee State,2014-08-30,1,,Savannah State,W,17,20,85.0,291,1,46,228,5.0,6,6,2,2,1,3
Mississippi State,2014-08-30,1,,Southern Mississippi,W,23,34,67.6,349,5,44,201,4.6,1,6,3,1,1,2
Missouri,2014-08-30,1,,South Dakota State,W,13,21,61.9,178,3,39,215,5.5,1,9,3,0,0,0
Navy,2014-08-30,1,N,Ohio State,L,2,4,50.0,20,0,63,370,5.9,2,5,1,1,0,1
Nebraska,2014-08-30,1,,Florida Atlantic,W,17,35,48.6,286,2,57,498,8.7,5,9,1,0,0,0
Nevada,2014-08-30,1,,Southern Utah,W,30,41,73.2,303,1,55,244,4.4,3,5,3,1,1,2
New Mexico,2014-08-30,1,,Texas-El Paso,L,5,9,55.6,67,0,52,410,7.9,3,6,2,2,1,3
North Carolina,2014-08-30,1,,Liberty,W,29,45,64.4,235,3,48,208,4.3,4,3,1,1,3,4
North Carolina State,2014-08-30,1,,Georgia Southern,W,28,40,70.0,291,3,35,173,4.9,0,5,1,0,1,1
North Texas,2014-08-30,1,@,Texas,L,3,17,17.6,15,0,43,79,1.8,0,5,2,0,4,4
Northwestern,2014-08-30,1,,California,L,24,44,54.5,246,2,36,108,3.0,1,4,2,0,2,2
Notre Dame,2014-08-30,1,,Rice,W,14,22,63.6,295,2,42,281,6.7,4,4,2,0,0,0
Ohio,2014-08-30,1,@,Kent State,W,18,24,75.0,262,2,44,175,4.0,0,8,2,4,0,4
Ohio State,2014-08-30,1,N,Navy,W,12,15,80.0,226,2,40,194,4.9,1,8,2,0,1,1
Oklahoma,2014-08-30,1,,Louisiana Tech,W,19,34,55.9,253,1,40,183,4.6,5,6,2,1,1,2
Oklahoma State,2014-08-30,1,N,Florida State,L,15,28,53.6,203,1,42,161,3.8,3,5,2,1,1,2
Oregon,2014-08-30,1,,South Dakota,W,25,32,78.1,380,4,38,293,7.7,4,6,3,1,0,1
Oregon State,2014-08-30,1,,Portland State,W,26,45,57.8,328,1,37,177,4.8,1,5,1,1,0,1
Penn State,2014-08-30,1,N,Central Florida,W,32,47,68.1,454,1,28,57,2.0,1,7,2,1,2,3
Pitt,2014-08-30,1,,Delaware,W,11,14,78.6,92,2,56,409,7.3,7,7,2,1,0,1
Purdue,2014-08-30,1,,Western Michigan,W,19,38,50.0,181,2,39,226,5.8,3,1,1,0,0,0
Rice,2014-08-30,1,@,Notre Dame,L,15,26,57.7,226,2,40,141,3.5,0,4,1,1,1,2
San Diego State,2014-08-30,1,,Northern Arizona,W,18,29,62.1,205,1,37,194,5.2,3,8,2,0,1,1
South Florida,2014-08-30,1,,Western Carolina,W,10,27,37.0,191,0,33,294,8.9,4,8,4,1,1,2
Southern Mississippi,2014-08-30,1,@,Mississippi State,L,20,42,47.6,212,0,33,71,2.2,0,3,3,1,2,3
Stanford,2014-08-30,1,,California-Davis,W,21,30,70.0,312,4,32,149,4.7,1,8,4,2,1,3
Texas,2014-08-30,1,,North Texas,W,19,34,55.9,190,1,40,163,4.1,3,7,4,2,0,2
Texas Christian,2014-08-30,1,,Samford,W,33,50,66.0,355,3,46,200,4.3,3,12,2,1,1,2
Texas State,2014-08-30,1,,Arkansas-Pine Bluff,W,25,30,83.3,319,4,50,378,7.6,5,5,3,1,0,1
Texas Tech,2014-08-30,1,,Central Arkansas,W,39,53,73.6,452,4,36,184,5.1,2,5,2,0,2,2
Toledo,2014-08-30,1,,New Hampshire,W,25,35,71.4,360,4,45,306,6.8,3,9,4,0,0,0
Troy,2014-08-30,1,@,Alabama-Birmingham,L,21,31,67.7,201,0,37,71,1.9,1,4,3,1,0,1
UAB,2014-08-30,1,,Troy,W,12,19,63.2,150,2,55,339,6.2,4,7,4,1,1,2
UCF,2014-08-30,1,N,Penn State,L,12,22,54.5,222,1,29,24,0.8,2,7,2,1,0,1
UCLA,2014-08-30,1,@,Virginia,W,20,34,58.8,242,0,39,116,3.0,1,5,3,2,0,2
USC,2014-08-30,1,,Fresno State,W,28,41,68.3,424,4,64,277,4.3,3,3,1,2,0,2
UTEP,2014-08-30,1,@,New Mexico,W,11,22,50.0,116,1,44,330,7.5,3,9,2,0,0,0
Virginia,2014-08-30,1,,UCLA,L,29,45,64.4,266,2,39,120,3.1,0,12,4,1,2,3
Virginia Tech,2014-08-30,1,,William & Mary,W,24,31,77.4,266,2,42,222,5.3,2,7,4,1,1,2
Washington,2014-08-30,1,@,Hawaii,W,10,26,38.5,162,1,48,174,3.6,1,6,3,0,0,0
West Virginia,2014-08-30,1,N,Alabama,L,29,45,64.4,365,1,24,28,1.2,0,3,3,0,0,0
Western Michigan,2014-08-30,1,@,Purdue,L,23,41,56.1,243,2,32,213,6.7,3,7,1,0,1,1
Wisconsin,2014-08-30,1,N,Louisiana State,L,8,24,33.3,50,0,39,268,6.9,3,9,3,0,2,2
Wyoming,2014-08-30,1,,Montana,W,13,21,61.9,92,0,46,209,4.5,2,6,1,1,1,2
Baylor,2014-08-31,1,,Southern Methodist,W,27,47,57.4,313,3,50,261,5.2,3,13,8,1,1,2
SMU,2014-08-31,1,@,Baylor,L,21,40,52.5,91,0,25,-24,-1.0,0,8,2,2,1,3
Tennessee,2014-08-31,1,,Utah State,W,28,40,70.0,273,3,39,110,2.8,2,6,1,0,0,0
Utah State,2014-08-31,1,@,Tennessee,L,18,35,51.4,144,1,24,100,4.2,0,5,2,1,2,3
Louisville,2014-09-01,1,,Miami (FL),W,20,28,71.4,206,2,43,130,3.0,1,7,2,2,0,2
Miami (FL),2014-09-01,1,@,Louisville,L,17,29,58.6,174,1,27,70,2.6,0,8,4,1,2,3
Arizona,2014-09-04,2,@,Texas-San Antonio,W,17,32,53.1,231,1,44,223,5.1,1,7,3,0,0,0
UTSA,2014-09-04,2,,Arizona,L,22,33,66.7,228,1,39,121,3.1,2,5,2,0,1,1
Boston College,2014-09-05,2,,Pittsburgh,L,10,28,35.7,134,1,34,142,4.2,2,3,3,0,2,2
Nevada,2014-09-05,2,,Washington State,W,12,21,57.1,110,0,56,214,3.8,3,7,4,0,0,0
Pitt,2014-09-05,2,@,Boston College,W,10,20,50.0,111,2,50,302,6.0,1,6,3,0,1,1
Washington State,2014-09-05,2,@,Nevada,L,38,57,66.7,389,1,18,38,2.1,0,6,4,0,2,2
Air Force,2014-09-06,2,@,Wyoming,L,17,32,53.1,226,0,52,151,2.9,1,6,2,2,0,2
Akron,2014-09-06,2,@,Penn State,L,24,46,52.2,208,0,25,69,2.8,0,6,1,0,0,0
Alabama,2014-09-06,2,,Florida Atlantic,W,27,38,71.1,430,3,32,190,5.9,2,6,3,1,0,1
Arizona State,2014-09-06,2,@,New Mexico,W,12,21,57.1,198,2,48,423,8.8,6,8,1,1,0,1
Arkansas,2014-09-06,2,,Nicholls State,W,8,14,57.1,189,4,40,495,12.4,6,11,6,0,1,1
Arkansas State,2014-09-06,2,@,Tennessee,L,22,36,61.1,190,1,42,141,3.4,2,4,2,1,0,1
Army,2014-09-06,1,,Buffalo,W,7,7,100.0,125,0,54,341,6.3,7,4,1,2,0,2
Auburn,2014-09-06,2,,San Jose State,W,13,23,56.5,135,1,50,358,7.2,6,10,4,2,0,2
Ball State,2014-09-06,2,@,Iowa,L,15,30,50.0,129,0,36,90,2.5,0,4,1,1,0,1
Baylor,2014-09-06,2,,Northwestern State,W,19,28,67.9,455,5,50,265,5.3,5,7,3,2,0,2
Boise State,2014-09-06,2,,Colorado State,W,22,33,66.7,352,2,56,324,5.8,3,7,2,0,1,1
Bowling Green State,2014-09-06,2,,Virginia Military Institute,W,25,34,73.5,266,1,37,260,7.0,4,8,2,1,1,2
Brigham Young,2014-09-06,2,@,Texas,W,18,28,64.3,181,0,60,248,4.1,5,7,3,1,1,2
Buffalo,2014-09-06,2,@,Army,L,34,50,68.0,396,5,29,153,5.3,0,4,1,0,3,3
California,2014-09-06,2,,Sacramento State,W,21,29,72.4,326,5,47,253,5.4,2,5,3,1,0,1
Central Michigan,2014-09-06,2,@,Purdue,W,11,16,68.8,172,2,43,161,3.7,2,4,2,0,1,1
Clemson,2014-09-06,2,,South Carolina State,W,32,42,76.2,467,4,51,268,5.3,4,14,4,1,0,1
Colorado,2014-09-06,2,N,Massachusetts,W,26,42,61.9,318,3,47,156,3.3,2,4,2,0,1,1
Colorado State,2014-09-06,2,@,Boise State,L,31,58,53.4,434,3,23,28,1.2,0,6,2,1,2,3
Connecticut,2014-09-06,2,,Stony Brook,W,12,27,44.4,142,1,37,81,2.2,0,9,1,2,0,2
Duke,2014-09-06,2,@,Troy,W,28,42,66.7,270,2,41,182,4.4,2,6,3,0,0,0
East Carolina,2014-09-06,2,@,South Carolina,L,32,46,69.6,321,1,21,132,6.3,1,4,0,0,2,2
Eastern Michigan,2014-09-06,2,@,Florida,L,9,21,42.9,45,0,34,80,2.4,0,3,3,4,1,5
Florida,2014-09-06,2,,Eastern Michigan,W,33,47,70.2,396,3,39,259,6.6,4,10,3,0,0,0
Florida Atlantic,2014-09-06,2,@,Alabama,L,12,19,63.2,88,0,24,57,2.4,0,3,1,1,0,1
Florida International,2014-09-06,2,,Wagner,W,23,33,69.7,229,2,34,148,4.4,1,5,2,3,0,3
Florida State,2014-09-06,2,,Citadel,W,25,32,78.1,284,2,35,210,6.0,2,6,0,0,0,0
Fresno State,2014-09-06,2,@,Utah,L,24,40,60.0,283,3,40,55,1.4,1,8,2,1,0,1
Georgia State,2014-09-06,2,,New Mexico State,L,21,37,56.8,294,1,39,162,4.2,3,2,2,2,2,4
Georgia Tech,2014-09-06,2,@,Tulane,W,3,8,37.5,15,0,57,344,6.0,4,5,3,2,1,3
Hawaii,2014-09-06,2,,Oregon State,L,20,51,39.2,236,0,33,100,3.0,4,5,2,1,1,2
Houston,2014-09-06,2,,Grambling State,W,15,26,57.7,202,1,40,275,6.9,3,3,2,2,0,2
Idaho,2014-09-06,2,@,Louisiana-Monroe,L,26,47,55.3,324,3,36,118,3.3,1,8,3,1,2,3
Illinois,2014-09-06,2,,Western Kentucky,W,35,50,70.0,456,3,35,64,1.8,2,4,2,2,1,3
Iowa,2014-09-06,2,,Ball State,W,35,55,63.6,342,2,29,113,3.9,0,8,2,2,0,2
Iowa State,2014-09-06,2,,Kansas State,L,22,33,66.7,214,2,37,105,2.8,1,3,2,0,1,1
Kansas,2014-09-06,1,,Southeast Missouri State,W,12,24,50.0,196,3,49,261,5.3,1,6,1,0,0,0
Kansas State,2014-09-06,2,@,Iowa State,W,16,29,55.2,239,0,41,232,5.7,4,4,2,0,0,0
Kent State,2014-09-06,2,,South Alabama,L,17,40,42.5,213,2,28,64,2.3,0,5,2,0,1,1
Kentucky,2014-09-06,2,,Ohio,W,17,31,54.8,170,1,52,232,4.5,1,5,1,0,0,0
Louisiana,2014-09-06,2,,Louisiana Tech,L,29,44,65.9,237,2,34,178,5.2,1,8,2,2,1,3
Louisiana Tech,2014-09-06,2,@,Louisiana,W,22,33,66.7,295,2,35,238,6.8,3,5,1,0,0,0
Louisiana-Monroe,2014-09-06,2,,Idaho,W,24,45,53.3,384,2,37,150,4.1,3,6,4,0,1,1
Louisville,2014-09-06,2,,Murray State,W,25,39,64.1,278,3,49,325,6.6,6,4,1,0,0,0
LSU,2014-09-06,2,,Sam Houston State,W,11,18,61.1,250,4,58,334,5.8,4,10,7,1,0,1
Marshall,2014-09-06,2,,Rhode Island,W,18,35,51.4,292,2,46,432,9.4,4,12,2,3,0,3
Maryland,2014-09-06,2,@,South Florida,W,17,28,60.7,201,2,40,116,2.9,0,10,2,4,2,6
Massachusetts,2014-09-06,2,N,Colorado,L,20,38,52.6,267,3,30,104,3.5,2,8,2,0,1,1
Memphis,2014-09-06,2,@,UCLA,L,27,42,64.3,305,1,39,164,4.2,3,10,4,0,0,0
Miami (FL),2014-09-06,2,,Florida A&M,W,17,30,56.7,218,2,33,198,6.0,3,6,2,1,2,3
Miami (OH),2014-09-06,2,,Eastern Kentucky,L,25,52,48.1,359,1,38,60,1.6,0,5,3,3,3,6
Michigan,2014-09-06,2,@,Notre Dame,L,19,32,59.4,189,0,35,100,2.9,0,8,1,1,3,4
Michigan State,2014-09-06,2,@,Oregon,L,29,47,61.7,343,2,36,123,3.4,1,6,3,0,2,2
Middle Tennessee State,2014-09-06,2,@,Minnesota,L,22,38,57.9,255,1,43,190,4.4,2,2,2,0,3,3
Minnesota,2014-09-06,2,,Middle Tennessee State,W,5,11,45.5,67,1,50,284,5.7,3,7,2,0,1,1
Mississippi State,2014-09-06,2,,Alabama-Birmingham,W,14,31,45.2,224,4,57,292,5.1,2,13,2,0,1,1
Missouri,2014-09-06,2,@,Toledo,W,21,33,63.6,325,5,47,177,3.8,2,5,3,0,2,2
Navy,2014-09-06,2,@,Temple,W,4,8,50.0,30,0,63,487,7.7,4,2,0,3,0,3
Nebraska,2014-09-06,2,,McNeese State,W,16,31,51.6,242,2,33,195,5.9,2,8,1,0,1,1
New Mexico,2014-09-06,2,,Arizona State,L,7,11,63.6,130,1,57,207,3.6,2,2,1,3,0,3
New Mexico State,2014-09-06,2,@,Georgia State,W,25,44,56.8,241,3,41,194,4.7,0,4,2,2,1,3
North Carolina,2014-09-06,2,,San Diego State,W,21,31,67.7,263,2,33,131,4.0,1,7,1,0,1,1
North Carolina State,2014-09-06,2,,Old Dominion,W,21,29,72.4,253,2,39,242,6.2,4,2,1,0,0,0
North Texas,2014-09-06,2,,Southern Methodist,W,12,17,70.6,108,0,55,245,4.5,3,8,4,0,0,0
Northern Illinois,2014-09-06,2,@,Northwestern,W,13,23,56.5,180,2,55,221,4.0,1,7,5,0,0,0
Northwestern,2014-09-06,2,,Northern Illinois,L,28,43,65.1,322,2,37,72,1.9,0,5,2,0,1,1
Notre Dame,2014-09-06,2,,Michigan,W,23,34,67.6,226,3,31,54,1.7,1,8,3,0,0,0
Ohio,2014-09-06,2,@,Kentucky,L,14,32,43.8,149,0,28,74,2.6,0,9,5,1,0,1
Ohio State,2014-09-06,2,,Virginia Tech,L,9,29,31.0,219,1,40,108,2.7,2,10,2,0,3,3
Oklahoma,2014-09-06,2,@,Tulsa,W,24,38,63.2,319,2,31,261,8.4,4,3,2,0,0,0
Oklahoma State,2014-09-06,2,,Missouri State,W,21,35,60.0,274,2,35,206,5.9,2,12,5,0,0,0
Old Dominion,2014-09-06,2,@,North Carolina State,L,36,50,72.0,308,2,37,196,5.3,3,4,1,0,1,1
Ole Miss,2014-09-06,2,N,Vanderbilt,W,28,38,73.7,367,1,50,180,3.6,3,4,1,1,0,1
Oregon,2014-09-06,2,,Michigan State,W,17,28,60.7,318,3,40,173,4.3,3,8,2,0,0,0
Oregon State,2014-09-06,2,@,Hawaii,W,26,37,70.3,300,3,36,164,4.6,2,6,2,1,1,2
Penn State,2014-09-06,2,,Akron,W,22,37,59.5,319,3,31,106,3.4,0,7,4,1,2,3
Purdue,2014-09-06,2,,Central Michigan,L,24,49,49.0,204,1,34,122,3.6,1,6,3,1,2,3
Rutgers,2014-09-06,2,,Howard,W,16,22,72.7,288,4,38,109,2.9,1,6,4,1,0,1
San Diego State,2014-09-06,2,@,North Carolina,L,23,39,59.0,341,1,35,168,4.8,2,4,1,0,3,3
San Jose State,2014-09-06,2,@,Auburn,L,19,32,59.4,254,1,45,65,1.4,0,4,2,0,3,3
SMU,2014-09-06,2,@,North Texas,L,24,45,53.3,266,1,14,8,0.6,0,4,1,3,2,5
South Alabama,2014-09-06,1,@,Kent State,W,15,25,60.0,161,1,50,186,3.7,2,7,2,0,0,0
South Carolina,2014-09-06,2,,East Carolina,W,25,38,65.8,266,1,38,175,4.6,2,2,0,0,1,1
South Florida,2014-09-06,2,,Maryland,L,15,37,40.5,174,0,37,83,2.2,1,5,2,0,1,1
Southern Mississippi,2014-09-06,2,,Alcorn State,W,21,33,63.6,208,2,42,207,4.9,0,2,1,0,0,0
Stanford,2014-09-06,2,,Southern California,L,22,30,73.3,285,0,38,128,3.4,1,4,2,2,0,2
Temple,2014-09-06,2,,Navy,L,29,50,58.0,240,2,34,156,4.6,0,2,0,1,1,2
Tennessee,2014-09-06,2,,Arkansas State,W,22,38,57.9,247,2,45,168,3.7,2,9,3,0,1,1
Texas,2014-09-06,2,,Brigham Young,L,20,31,64.5,176,1,35,82,2.3,0,13,6,3,1,4
Texas A&M,2014-09-06,2,,Lamar,W,29,42,69.0,405,6,36,225,6.3,4,6,3,2,1,3
Texas Tech,2014-09-06,2,@,Texas-El Paso,W,17,31,54.8,278,3,28,226,8.1,1,1,0,1,0,1
Toledo,2014-09-06,2,,Missouri,L,23,44,52.3,256,0,32,154,4.8,3,5,2,1,1,2
Troy,2014-09-06,2,,Duke,L,22,34,64.7,238,0,43,158,3.7,2,2,2,0,0,0
Tulane,2014-09-06,2,,Georgia Tech,L,17,35,48.6,231,2,25,96,3.8,1,4,1,0,3,3
Tulsa,2014-09-06,2,,Oklahoma,L,27,50,54.0,234,1,34,94,2.8,0,4,1,1,3,4
UAB,2014-09-06,2,@,Mississippi State,L,16,34,47.1,435,3,43,113,2.6,1,3,1,0,1,1
UCLA,2014-09-06,2,,Memphis,W,33,44,75.0,396,3,41,144,3.5,3,5,1,0,1,1
UNLV,2014-09-06,2,,Northern Colorado,W,11,20,55.0,121,1,48,211,4.4,0,8,4,0,4,4
USC,2014-09-06,2,@,Stanford,W,15,22,68.2,135,0,37,156,4.2,1,3,2,0,0,0
Utah,2014-09-06,2,,Fresno State,W,15,27,55.6,268,6,54,258,4.8,2,13,7,0,0,0
Utah State,2014-09-06,2,,Idaho State,W,13,30,43.3,116,0,45,311,6.9,3,9,1,1,1,2
UTEP,2014-09-06,2,,Texas Tech,L,9,26,34.6,116,0,52,277,5.3,3,2,0,0,0,0
Vanderbilt,2014-09-06,2,N,Mississippi,L,6,25,24.0,60,0,25,107,4.3,0,8,3,0,1,1
Virginia,2014-09-06,2,,Richmond,W,18,23,78.3,173,2,40,157,3.9,3,9,4,1,1,2
Virginia Tech,2014-09-06,2,@,Ohio State,W,23,36,63.9,199,2,41,125,3.0,2,11,7,1,2,3
Wake Forest,2014-09-06,2,,Gardner-Webb,W,30,39,76.9,291,2,36,96,2.7,0,11,5,0,3,3
Washington,2014-09-06,2,,Eastern Washington,W,14,24,58.3,180,1,57,356,6.2,7,8,6,0,0,0
West Virginia,2014-09-06,2,,Towson,W,38,44,86.4,355,2,52,251,4.8,5,7,4,1,0,1
Western Kentucky,2014-09-06,2,@,Illinois,L,28,48,58.3,297,2,30,103,3.4,1,6,1,2,1,3
Wisconsin,2014-09-06,2,,Western Illinois,W,24,29,82.8,289,4,39,167,4.3,1,4,2,0,1,1
Wyoming,2014-09-06,2,,Air Force,W,23,37,62.2,282,2,26,51,2.0,0,7,2,0,0,0
Brigham Young,2014-09-11,3,,Houston,W,21,34,61.8,200,1,62,323,5.2,3,4,3,1,2,3
Houston,2014-09-11,3,@,Brigham Young,L,31,53,58.5,315,3,13,10,0.8,0,7,4,0,0,0
Louisiana Tech,2014-09-11,3,@,North Texas,W,23,36,63.9,260,5,30,98,3.3,1,5,1,0,1,1
North Texas,2014-09-11,3,,Louisiana Tech,L,18,34,52.9,175,0,36,104,2.9,3,8,2,2,0,2
Baylor,2014-09-12,3,@,Buffalo,W,25,37,67.6,480,5,41,189,4.6,4,8,3,0,0,0
Buffalo,2014-09-12,3,,Baylor,L,18,31,58.1,255,2,39,139,3.6,1,3,2,1,0,1
