School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Ball State,2014-08-30,1,,Colgate,W,1,10
Boston College,2014-08-30,1,N,Massachusetts,W,1,7
Buffalo,2014-08-30,1,,Duquesne,W,4,28
California,2014-08-30,1,@,Northwestern,W,3,24
Clemson,2014-08-30,1,@,Georgia,L,6,45
Duke,2014-08-30,1,,Elon,W,1,13
East Carolina,2014-08-30,1,,North Carolina Central,W,1,7
Eastern Michigan,2014-08-30,1,,Morgan State,W,4,28
Florida Atlantic,2014-08-30,1,@,Nebraska,L,7,55
Florida International,2014-08-30,1,,Bethune-Cookman,L,2,14
Florida State,2014-08-30,1,N,Oklahoma State,W,4,31
Fresno State,2014-08-30,1,@,Southern California,L,7,52
Georgia,2014-08-30,1,,Clemson,W,3,21
Georgia Southern,2014-08-30,1,@,North Carolina State,L,3,24
Georgia Tech,2014-08-30,1,,Wofford,W,2,19
Hawaii,2014-08-30,1,,Washington,L,2,17
Illinois,2014-08-30,1,,Youngstown State,W,1,17
Indiana,2014-08-30,1,,Indiana State,W,1,10
Iowa,2014-08-30,1,,Northern Iowa,W,2,23
Iowa State,2014-08-30,1,,North Dakota State,L,4,34
Kansas State,2014-08-30,1,,Stephen F. Austin,W,2,16
Kent State,2014-08-30,1,,Ohio,L,2,17
Kentucky,2014-08-30,1,,Tennessee-Martin,W,2,14
Louisiana,2014-08-30,1,,Southern,W,1,6
Louisiana Tech,2014-08-30,1,@,Oklahoma,L,6,48
LSU,2014-08-30,1,N,Wisconsin,W,3,24
Marshall,2014-08-30,1,@,Miami (OH),W,3,27
Maryland,2014-08-30,1,,James Madison,W,1,7
Massachusetts,2014-08-30,1,N,Boston College,L,3,30
Memphis,2014-08-30,1,,Austin Peay,W,0,0
Miami (OH),2014-08-30,1,,Marshall,L,6,42
Michigan,2014-08-30,1,,Appalachian State,W,2,14
Middle Tennessee State,2014-08-30,1,,Savannah State,W,1,7
Mississippi State,2014-08-30,1,,Southern Mississippi,W,0,0
Missouri,2014-08-30,1,,South Dakota State,W,2,18
Navy,2014-08-30,1,N,Ohio State,L,4,34
Nebraska,2014-08-30,1,,Florida Atlantic,W,1,7
Nevada,2014-08-30,1,,Southern Utah,W,3,19
New Mexico,2014-08-30,1,,Texas-El Paso,L,4,31
North Carolina,2014-08-30,1,,Liberty,W,4,29
North Carolina State,2014-08-30,1,,Georgia Southern,W,2,23
North Texas,2014-08-30,1,@,Texas,L,5,38
Northwestern,2014-08-30,1,,California,L,4,31
Notre Dame,2014-08-30,1,,Rice,W,2,17
Ohio,2014-08-30,1,@,Kent State,W,2,14
Ohio State,2014-08-30,1,N,Navy,W,2,17
Oklahoma,2014-08-30,1,,Louisiana Tech,W,2,16
Oklahoma State,2014-08-30,1,N,Florida State,L,4,37
Oregon,2014-08-30,1,,South Dakota,W,1,13
Oregon State,2014-08-30,1,,Portland State,W,2,14
Penn State,2014-08-30,1,N,Central Florida,W,3,24
Pitt,2014-08-30,1,,Delaware,W,0,0
Purdue,2014-08-30,1,,Western Michigan,W,5,34
Rice,2014-08-30,1,@,Notre Dame,L,6,48
San Diego State,2014-08-30,1,,Northern Arizona,W,1,7
South Florida,2014-08-30,1,,Western Carolina,W,4,31
Southern Mississippi,2014-08-30,1,@,Mississippi State,L,7,49
Stanford,2014-08-30,1,,California-Davis,W,0,0
Texas,2014-08-30,1,,North Texas,W,1,7
Texas Christian,2014-08-30,1,,Samford,W,2,14
Texas State,2014-08-30,1,,Arkansas-Pine Bluff,W,0,0
Texas Tech,2014-08-30,1,,Central Arkansas,W,4,35
Toledo,2014-08-30,1,,New Hampshire,W,3,20
Troy,2014-08-30,1,@,Alabama-Birmingham,L,6,48
UAB,2014-08-30,1,,Troy,W,1,10
UCF,2014-08-30,1,N,Penn State,L,2,26
UCLA,2014-08-30,1,@,Virginia,W,2,20
USC,2014-08-30,1,,Fresno State,W,2,13
UTEP,2014-08-30,1,@,New Mexico,W,3,24
Virginia,2014-08-30,1,,UCLA,L,4,28
Virginia Tech,2014-08-30,1,,William & Mary,W,0,9
Washington,2014-08-30,1,@,Hawaii,W,1,16
West Virginia,2014-08-30,1,N,Alabama,L,3,33
Western Michigan,2014-08-30,1,@,Purdue,L,5,43
Wisconsin,2014-08-30,1,N,Louisiana State,L,3,28
Wyoming,2014-08-30,1,,Montana,W,2,12
Baylor,2014-08-31,1,,Southern Methodist,W,0,0
SMU,2014-08-31,1,@,Baylor,L,6,45
Tennessee,2014-08-31,1,,Utah State,W,1,7
Utah State,2014-08-31,1,@,Tennessee,L,5,38
Louisville,2014-09-01,1,,Miami (FL),W,1,13
Miami (FL),2014-09-01,1,@,Louisville,L,4,31
Arizona,2014-09-04,2,@,Texas-San Antonio,W,3,23
UTSA,2014-09-04,2,,Arizona,L,2,26
Boston College,2014-09-05,2,,Pittsburgh,L,3,30
Nevada,2014-09-05,2,,Washington State,W,1,13
Pitt,2014-09-05,2,@,Boston College,W,3,20
Washington State,2014-09-05,2,@,Nevada,L,3,24
Air Force,2014-09-06,2,@,Wyoming,L,2,17
Akron,2014-09-06,2,@,Penn State,L,3,21
Alabama,2014-09-06,2,,Florida Atlantic,W,0,0
Arizona State,2014-09-06,2,@,New Mexico,W,3,23
Arkansas,2014-09-06,2,,Nicholls State,W,1,7
Arkansas State,2014-09-06,2,@,Tennessee,L,4,34
Army,2014-09-06,1,,Buffalo,W,5,39
Auburn,2014-09-06,2,,San Jose State,W,1,13
Ball State,2014-09-06,2,@,Iowa,L,2,17
Baylor,2014-09-06,2,,Northwestern State,W,0,6
Boise State,2014-09-06,2,,Colorado State,W,3,24
Bowling Green State,2014-09-06,2,,Virginia Military Institute,W,1,7
Brigham Young,2014-09-06,2,@,Texas,W,1,7
Buffalo,2014-09-06,2,@,Army,L,7,47
California,2014-09-06,2,,Sacramento State,W,2,14
Central Michigan,2014-09-06,2,@,Purdue,W,2,17
Clemson,2014-09-06,2,,South Carolina State,W,1,7
Colorado,2014-09-06,2,N,Massachusetts,W,5,38
Colorado State,2014-09-06,2,@,Boise State,L,5,37
Connecticut,2014-09-06,2,,Stony Brook,W,2,16
Duke,2014-09-06,2,@,Troy,W,2,17
East Carolina,2014-09-06,2,@,South Carolina,L,3,33
Eastern Michigan,2014-09-06,2,@,Florida,L,8,65
Florida,2014-09-06,2,,Eastern Michigan,W,0,0
Florida Atlantic,2014-09-06,2,@,Alabama,L,5,41
Florida International,2014-09-06,2,,Wagner,W,0,3
Florida State,2014-09-06,2,,Citadel,W,2,12
Fresno State,2014-09-06,2,@,Utah,L,8,59
Georgia State,2014-09-06,2,,New Mexico State,L,4,34
Georgia Tech,2014-09-06,2,@,Tulane,W,3,21
Hawaii,2014-09-06,2,,Oregon State,L,5,38
Houston,2014-09-06,2,,Grambling State,W,0,0
Idaho,2014-09-06,2,@,Louisiana-Monroe,L,5,38
Illinois,2014-09-06,2,,Western Kentucky,W,4,34
Iowa,2014-09-06,2,,Ball State,W,1,13
Iowa State,2014-09-06,2,,Kansas State,L,4,32
Kansas,2014-09-06,1,,Southeast Missouri State,W,4,28
Kansas State,2014-09-06,2,@,Iowa State,W,4,28
Kent State,2014-09-06,2,,South Alabama,L,3,23
Kentucky,2014-09-06,2,,Ohio,W,0,3
Louisiana,2014-09-06,2,,Louisiana Tech,L,6,48
Louisiana Tech,2014-09-06,2,@,Louisiana,W,3,20
Louisiana-Monroe,2014-09-06,2,,Idaho,W,4,31
Louisville,2014-09-06,2,,Murray State,W,3,21
LSU,2014-09-06,2,,Sam Houston State,W,0,0
Marshall,2014-09-06,2,,Rhode Island,W,1,7
Maryland,2014-09-06,2,@,South Florida,W,2,17
Massachusetts,2014-09-06,2,N,Colorado,L,5,41
Memphis,2014-09-06,2,@,UCLA,L,6,42
Miami (FL),2014-09-06,2,,Florida A&M,W,1,7
Miami (OH),2014-09-06,2,,Eastern Kentucky,L,2,17
Michigan,2014-09-06,2,@,Notre Dame,L,4,31
Michigan State,2014-09-06,2,@,Oregon,L,6,46
Middle Tennessee State,2014-09-06,2,@,Minnesota,L,5,35
Minnesota,2014-09-06,2,,Middle Tennessee State,W,3,24
Mississippi State,2014-09-06,2,,Alabama-Birmingham,W,4,34
Missouri,2014-09-06,2,@,Toledo,W,3,24
Navy,2014-09-06,2,@,Temple,W,3,24
Nebraska,2014-09-06,2,,McNeese State,W,3,24
New Mexico,2014-09-06,2,,Arizona State,L,8,58
New Mexico State,2014-09-06,2,@,Georgia State,W,4,31
North Carolina,2014-09-06,2,,San Diego State,W,3,27
North Carolina State,2014-09-06,2,,Old Dominion,W,5,34
North Texas,2014-09-06,2,,Southern Methodist,W,1,6
Northern Illinois,2014-09-06,2,@,Northwestern,W,2,15
Northwestern,2014-09-06,2,,Northern Illinois,L,3,23
Notre Dame,2014-09-06,2,,Michigan,W,0,0
Ohio,2014-09-06,2,@,Kentucky,L,2,20
Ohio State,2014-09-06,2,,Virginia Tech,L,5,35
Oklahoma,2014-09-06,2,@,Tulsa,W,1,7
Oklahoma State,2014-09-06,2,,Missouri State,W,3,23
Old Dominion,2014-09-06,2,@,North Carolina State,L,6,46
Ole Miss,2014-09-06,2,N,Vanderbilt,W,0,3
Oregon,2014-09-06,2,,Michigan State,W,3,27
Oregon State,2014-09-06,2,@,Hawaii,W,4,30
Penn State,2014-09-06,2,,Akron,W,0,3
Purdue,2014-09-06,2,,Central Michigan,L,5,38
Rutgers,2014-09-06,2,,Howard,W,4,25
San Diego State,2014-09-06,2,@,North Carolina,L,4,31
San Jose State,2014-09-06,2,@,Auburn,L,8,59
SMU,2014-09-06,2,@,North Texas,L,4,43
South Alabama,2014-09-06,1,@,Kent State,W,2,13
South Carolina,2014-09-06,2,,East Carolina,W,2,23
South Florida,2014-09-06,2,,Maryland,L,3,24
Southern Mississippi,2014-09-06,2,,Alcorn State,W,3,20
Stanford,2014-09-06,2,,Southern California,L,1,13
Temple,2014-09-06,2,,Navy,L,4,31
Tennessee,2014-09-06,2,,Arkansas State,W,3,19
Texas,2014-09-06,2,,Brigham Young,L,5,41
Texas A&M,2014-09-06,2,,Lamar,W,0,3
Texas Tech,2014-09-06,2,@,Texas-El Paso,W,3,26
Toledo,2014-09-06,2,,Missouri,L,7,49
Troy,2014-09-06,2,,Duke,L,4,34
Tulane,2014-09-06,2,,Georgia Tech,L,5,38
Tulsa,2014-09-06,2,,Oklahoma,L,7,52
UAB,2014-09-06,2,@,Mississippi State,L,7,47
UCLA,2014-09-06,2,,Memphis,W,5,35
UNLV,2014-09-06,2,,Northern Colorado,W,1,12
USC,2014-09-06,2,@,Stanford,W,1,10
Utah,2014-09-06,2,,Fresno State,W,4,27
Utah State,2014-09-06,2,,Idaho State,W,2,20
UTEP,2014-09-06,2,,Texas Tech,L,4,30
Vanderbilt,2014-09-06,2,N,Mississippi,L,5,41
Virginia,2014-09-06,2,,Richmond,W,1,13
Virginia Tech,2014-09-06,2,@,Ohio State,W,3,21
Wake Forest,2014-09-06,2,,Gardner-Webb,W,1,7
Washington,2014-09-06,2,,Eastern Washington,W,7,52
West Virginia,2014-09-06,2,,Towson,W,0,0
Western Kentucky,2014-09-06,2,@,Illinois,L,6,42
Wisconsin,2014-09-06,2,,Western Illinois,W,0,3
Wyoming,2014-09-06,2,,Air Force,W,1,13
Brigham Young,2014-09-11,3,,Houston,W,3,25
Houston,2014-09-11,3,@,Brigham Young,L,4,33
Louisiana Tech,2014-09-11,3,@,North Texas,W,3,21
North Texas,2014-09-11,3,,Louisiana Tech,L,6,42
Baylor,2014-09-12,3,@,Buffalo,W,3,21
Buffalo,2014-09-12,3,,Baylor,L,9,63
Cincinnati,2014-09-12,1,,Toledo,W,4,34
Toledo,2014-09-12,3,@,Cincinnati,L,8,58
Air Force,2014-09-13,3,@,Georgia State,W,5,38
Alabama,2014-09-13,3,,Southern Mississippi,W,0,12
Arizona,2014-09-13,3,,Nevada,W,2,28
Arizona State,2014-09-13,3,@,Colorado,W,3,24
Arkansas,2014-09-13,3,@,Texas Tech,W,4,28
Arkansas State,2014-09-13,3,@,Miami (FL),L,6,41
Army,2014-09-13,2,@,Stanford,L,5,35
Ball State,2014-09-13,3,,Indiana State,L,3,27
Boise State,2014-09-13,3,@,Connecticut,W,2,21
Boston College,2014-09-13,3,,Southern California,W,4,31
Bowling Green State,2014-09-13,3,,Indiana,W,6,42
Central Michigan,2014-09-13,3,,Syracuse,L,5,40
Colorado,2014-09-13,3,,Arizona State,L,5,38
Colorado State,2014-09-13,3,,California-Davis,W,3,21
Connecticut,2014-09-13,3,,Boise State,L,5,38
Duke,2014-09-13,3,,Kansas,W,0,3
East Carolina,2014-09-13,3,@,Virginia Tech,W,3,21
Eastern Michigan,2014-09-13,3,@,Old Dominion,L,2,17
Florida,2014-09-13,3,,Kentucky,W,3,30
Florida Atlantic,2014-09-13,3,,Tulsa,W,3,21
Florida International,2014-09-13,3,,Pittsburgh,L,5,42
Fresno State,2014-09-13,3,,Nebraska,L,7,55
Georgia,2014-09-13,2,@,South Carolina,L,5,38
Georgia Southern,2014-09-13,3,@,Georgia Tech,L,6,42
Georgia State,2014-09-13,3,,Air Force,L,6,48
Georgia Tech,2014-09-13,3,,Georgia Southern,W,5,38
Hawaii,2014-09-13,3,,Northern Iowa,W,3,24
Idaho,2014-09-13,3,,Western Michigan,L,6,45
Illinois,2014-09-13,3,@,Washington,L,5,44
Indiana,2014-09-13,2,@,Bowling Green State,L,5,45
Iowa,2014-09-13,3,,Iowa State,L,2,20
Iowa State,2014-09-13,3,@,Iowa,W,2,17
Kansas,2014-09-13,2,@,Duke,L,5,41
Kent State,2014-09-13,3,@,Ohio State,L,9,66
Kentucky,2014-09-13,3,@,Florida,L,4,36
Louisiana,2014-09-13,3,@,Mississippi,L,8,56
Louisiana-Monroe,2014-09-13,3,@,Louisiana State,L,4,31
Louisville,2014-09-13,3,@,Virginia,L,2,23
LSU,2014-09-13,3,,Louisiana-Monroe,W,0,0
Marshall,2014-09-13,3,,Ohio,W,2,14
Maryland,2014-09-13,3,,West Virginia,L,5,40
Massachusetts,2014-09-13,3,@,Vanderbilt,L,5,34
Miami (FL),2014-09-13,3,,Arkansas State,W,3,20
Miami (OH),2014-09-13,3,@,Michigan,L,4,34
Michigan,2014-09-13,3,,Miami (OH),W,1,10
Middle Tennessee State,2014-09-13,3,,Western Kentucky,W,5,47
Minnesota,2014-09-13,3,@,Texas Christian,L,3,30
Mississippi State,2014-09-13,3,@,South Alabama,W,0,3
Missouri,2014-09-13,3,,Central Florida,W,1,10
Navy,2014-09-13,3,@,Texas State,W,3,21
Nebraska,2014-09-13,3,@,Fresno State,W,2,19
Nevada,2014-09-13,3,@,Arizona,L,5,35
New Mexico State,2014-09-13,3,@,Texas-El Paso,L,6,42
North Carolina State,2014-09-13,3,@,South Florida,W,2,17
Northern Illinois,2014-09-13,3,@,Nevada-Las Vegas,W,4,34
Notre Dame,2014-09-13,3,N,Purdue,W,2,14
Ohio,2014-09-13,3,@,Marshall,L,5,44
Ohio State,2014-09-13,3,,Kent State,W,0,0
Oklahoma,2014-09-13,3,,Tennessee,W,1,10
Oklahoma State,2014-09-13,3,,Texas-San Antonio,W,1,13
Old Dominion,2014-09-13,3,,Eastern Michigan,W,0,3
Ole Miss,2014-09-13,3,,Louisiana,W,1,15
Oregon,2014-09-13,3,,Wyoming,W,2,14
Penn State,2014-09-13,3,@,Rutgers,W,1,10
Pitt,2014-09-13,3,@,Florida International,W,3,25
Purdue,2014-09-13,3,N,Notre Dame,L,3,30
Rice,2014-09-13,2,@,Texas A&M,L,5,38
Rutgers,2014-09-13,3,,Penn State,L,1,13
South Alabama,2014-09-13,2,,Mississippi State,L,5,35
South Carolina,2014-09-13,3,,Georgia,W,4,35
South Florida,2014-09-13,3,,North Carolina State,L,7,49
Southern Mississippi,2014-09-13,3,@,Alabama,L,7,52
Stanford,2014-09-13,3,,Army,W,0,0
Syracuse,2014-09-13,2,@,Central Michigan,W,0,3
Tennessee,2014-09-13,3,@,Oklahoma,L,4,34
Texas,2014-09-13,3,N,UCLA,L,2,20
Texas A&M,2014-09-13,3,,Rice,W,1,10
Texas Christian,2014-09-13,2,,Minnesota,W,1,7
Texas State,2014-09-13,2,,Navy,L,5,35
Texas Tech,2014-09-13,3,,Arkansas,L,7,49
Troy,2014-09-13,3,,Abilene Christian,L,5,38
Tulane,2014-09-13,3,,Southeastern Louisiana,W,2,20
Tulsa,2014-09-13,3,@,Florida Atlantic,L,6,50
UAB,2014-09-13,3,,Alabama A&M,W,2,14
UCF,2014-09-13,2,@,Missouri,L,5,38
UCLA,2014-09-13,3,N,Texas,W,2,17
UNLV,2014-09-13,3,,Northern Illinois,L,6,48
USC,2014-09-13,3,@,Boston College,L,5,37
Utah State,2014-09-13,3,,Wake Forest,W,3,24
UTEP,2014-09-13,3,,New Mexico State,W,3,24
UTSA,2014-09-13,3,@,Oklahoma State,L,5,43
Vanderbilt,2014-09-13,3,,Massachusetts,W,4,31
Virginia,2014-09-13,3,,Louisville,W,3,21
Virginia Tech,2014-09-13,3,,East Carolina,L,4,28
Wake Forest,2014-09-13,3,@,Utah State,L,5,36
Washington,2014-09-13,3,,Illinois,W,2,19
Washington State,2014-09-13,3,,Portland State,W,3,21
West Virginia,2014-09-13,3,@,Maryland,W,4,37
Western Kentucky,2014-09-13,3,@,Middle Tennessee State,L,6,50
Western Michigan,2014-09-13,2,@,Idaho,W,4,33
Wyoming,2014-09-13,3,@,Oregon,L,7,48
Auburn,2014-09-18,3,@,Kansas State,W,2,14
Kansas State,2014-09-18,3,,Auburn,L,2,20
Connecticut,2014-09-19,4,@,South Florida,L,2,17
South Florida,2014-09-19,4,,Connecticut,W,2,14
Akron,2014-09-20,3,,Marshall,L,6,48
Alabama,2014-09-20,4,,Florida,W,3,21
Appalachian State,2014-09-20,3,@,Southern Mississippi,L,3,21
Arizona,2014-09-20,4,,California,W,6,45
Arkansas,2014-09-20,4,,Northern Illinois,W,2,14
Arkansas State,2014-09-20,4,,Utah State,W,2,14
Army,2014-09-20,3,@,Wake Forest,L,3,24
Ball State,2014-09-20,4,@,Toledo,L,5,34
Boise State,2014-09-20,4,,Louisiana,W,1,9
Boston College,2014-09-20,4,,Maine,W,1,10
Bowling Green State,2014-09-20,4,@,Wisconsin,L,9,68
Brigham Young,2014-09-20,4,,Virginia,W,3,33
Buffalo,2014-09-20,4,,Norfolk State,W,1,7
California,2014-09-20,3,@,Arizona,L,6,49
Central Michigan,2014-09-20,4,@,Kansas,L,3,24
Cincinnati,2014-09-20,2,N,Miami (OH),W,3,24
Clemson,2014-09-20,3,@,Florida State,L,3,23
Colorado,2014-09-20,4,,Hawaii,W,0,12
Duke,2014-09-20,4,,Tulane,W,2,13
East Carolina,2014-09-20,4,,North Carolina,W,5,41
Eastern Michigan,2014-09-20,4,@,Michigan State,L,10,73
Florida,2014-09-20,4,@,Alabama,L,6,42
Florida Atlantic,2014-09-20,4,@,Wyoming,L,2,20
Florida International,2014-09-20,4,,Louisville,L,4,34
Florida State,2014-09-20,3,,Clemson,W,2,17
Fresno State,2014-09-20,4,,Southern Utah,W,2,16
Georgia,2014-09-20,3,,Troy,W,0,0
Georgia Southern,2014-09-20,4,@,South Alabama,W,1,6
Georgia State,2014-09-20,4,@,Washington,L,6,45
Georgia Tech,2014-09-20,4,@,Virginia Tech,W,2,24
Hawaii,2014-09-20,4,@,Colorado,L,3,21
Houston,2014-09-20,4,,Nevada-Las Vegas,W,2,14
Idaho,2014-09-20,4,@,Ohio,L,4,36
Illinois,2014-09-20,4,,Texas State,W,5,35
Indiana,2014-09-20,3,@,Missouri,W,3,27
Iowa,2014-09-20,4,@,Pittsburgh,W,2,20
Kansas,2014-09-20,3,,Central Michigan,W,1,10
Louisiana,2014-09-20,4,@,Boise State,L,4,34
Louisiana Tech,2014-09-20,4,,Northwestern State,L,3,30
Louisville,2014-09-20,4,@,Florida International,W,0,3
LSU,2014-09-20,4,,Mississippi State,L,4,34
Marshall,2014-09-20,4,@,Akron,W,2,17
Maryland,2014-09-20,4,@,Syracuse,W,2,20
Massachusetts,2014-09-20,4,@,Penn State,L,6,48
Memphis,2014-09-20,3,,Middle Tennessee State,W,2,17
Miami (FL),2014-09-20,4,@,Nebraska,L,5,41
Miami (OH),2014-09-20,4,N,Cincinnati,L,4,31
Michigan,2014-09-20,4,,Utah,L,2,26
Michigan State,2014-09-20,3,,Eastern Michigan,W,2,14
Middle Tennessee State,2014-09-20,4,@,Memphis,L,4,36
Minnesota,2014-09-20,4,,San Jose State,W,1,7
Mississippi State,2014-09-20,4,@,Louisiana State,W,4,29
Missouri,2014-09-20,4,,Indiana,L,4,31
Navy,2014-09-20,4,,Rutgers,L,4,31
Nebraska,2014-09-20,4,,Miami (FL),W,4,31
New Mexico,2014-09-20,3,@,New Mexico State,W,5,35
New Mexico State,2014-09-20,4,,New Mexico,L,5,38
North Carolina,2014-09-20,3,@,East Carolina,L,10,70
North Carolina State,2014-09-20,4,,Presbyterian,W,0,0
North Texas,2014-09-20,4,,Nicholls State,W,0,3
Northern Illinois,2014-09-20,4,@,Arkansas,L,7,52
Northwestern,2014-09-20,3,,Western Illinois,W,1,7
Ohio,2014-09-20,4,,Idaho,W,3,24
Oklahoma,2014-09-20,4,@,West Virginia,W,4,33
Old Dominion,2014-09-20,4,@,Rice,W,6,42
Oregon,2014-09-20,4,@,Washington State,W,4,31
Oregon State,2014-09-20,3,,San Diego State,W,1,7
Penn State,2014-09-20,4,,Massachusetts,W,1,7
Pitt,2014-09-20,4,,Iowa,L,3,24
Purdue,2014-09-20,4,,Southern Illinois,W,1,13
Rice,2014-09-20,3,,Old Dominion,L,6,45
Rutgers,2014-09-20,4,@,Navy,W,3,24
San Diego State,2014-09-20,3,@,Oregon State,L,4,28
San Jose State,2014-09-20,3,@,Minnesota,L,3,24
SMU,2014-09-20,3,,Texas A&M,L,7,58
South Alabama,2014-09-20,3,,Georgia Southern,L,4,28
South Carolina,2014-09-20,4,@,Vanderbilt,W,4,34
Southern Mississippi,2014-09-20,4,,Appalachian State,W,3,20
Syracuse,2014-09-20,3,,Maryland,L,4,34
Temple,2014-09-20,3,,Delaware State,W,0,0
Texas A&M,2014-09-20,4,@,Southern Methodist,W,0,6
Texas State,2014-09-20,3,@,Illinois,L,6,42
Toledo,2014-09-20,4,,Ball State,W,2,23
Troy,2014-09-20,4,@,Georgia,L,9,66
Tulane,2014-09-20,4,@,Duke,L,6,47
UCF,2014-09-20,3,,Bethune-Cookman,W,1,7
UNLV,2014-09-20,4,@,Houston,L,6,47
Utah,2014-09-20,3,@,Michigan,W,1,10
Utah State,2014-09-20,4,@,Arkansas State,L,3,21
Vanderbilt,2014-09-20,4,,South Carolina,L,6,48
Virginia,2014-09-20,4,@,Brigham Young,L,5,41
Virginia Tech,2014-09-20,4,,Georgia Tech,L,3,27
Wake Forest,2014-09-20,4,,Army,W,3,21
Washington,2014-09-20,4,,Georgia State,W,2,14
Washington State,2014-09-20,4,,Oregon,L,5,38
West Virginia,2014-09-20,4,,Oklahoma,L,6,45
Western Michigan,2014-09-20,3,,Murray State,W,2,14
Wisconsin,2014-09-20,3,,Bowling Green State,W,2,17
Wyoming,2014-09-20,4,,Florida Atlantic,W,1,19
Arizona State,2014-09-25,4,,UCLA,L,8,62
Oklahoma State,2014-09-25,4,,Texas Tech,W,5,35
Texas Tech,2014-09-25,4,@,Oklahoma State,L,6,45
UCLA,2014-09-25,4,@,Arizona State,W,3,27
Fresno State,2014-09-26,5,@,New Mexico,W,3,24
Middle Tennessee State,2014-09-26,5,@,Old Dominion,W,4,28
New Mexico,2014-09-26,4,,Fresno State,L,5,35
Old Dominion,2014-09-26,5,,Middle Tennessee State,L,5,41
Air Force,2014-09-27,4,,Boise State,W,2,14
Akron,2014-09-27,4,@,Pittsburgh,W,1,10
Arkansas,2014-09-27,5,N,Texas A&M,L,5,35
Army,2014-09-27,4,@,Yale,L,7,49
Auburn,2014-09-27,4,,Louisiana Tech,W,2,17
Baylor,2014-09-27,4,@,Iowa State,W,4,28
Boise State,2014-09-27,5,@,Air Force,L,3,28
Boston College,2014-09-27,5,,Colorado State,L,3,24
Bowling Green State,2014-09-27,5,@,Massachusetts,W,6,42
Buffalo,2014-09-27,5,,Miami (OH),W,4,27
California,2014-09-27,4,,Colorado,W,8,56
Central Michigan,2014-09-27,5,@,Toledo,L,5,42
Cincinnati,2014-09-27,3,@,Ohio State,L,6,50
Clemson,2014-09-27,4,,North Carolina,W,5,35
Colorado,2014-09-27,5,@,California,L,8,59
Colorado State,2014-09-27,4,@,Boston College,W,3,21
Connecticut,2014-09-27,5,,Temple,L,4,36
Duke,2014-09-27,5,@,Miami (FL),L,3,22
Florida Atlantic,2014-09-27,5,,Texas-San Antonio,W,4,37
Florida International,2014-09-27,5,@,Alabama-Birmingham,W,3,20
Florida State,2014-09-27,4,@,North Carolina State,W,5,41
Georgia,2014-09-27,4,,Tennessee,W,4,32
Idaho,2014-09-27,5,,South Alabama,L,4,34
Illinois,2014-09-27,5,@,Nebraska,L,6,45
Indiana,2014-09-27,4,,Maryland,L,4,37
Iowa,2014-09-27,5,@,Purdue,W,1,10
Iowa State,2014-09-27,4,,Baylor,L,7,49
Kansas,2014-09-27,4,,Texas,L,3,23
Kansas State,2014-09-27,4,,Texas-El Paso,W,4,28
Kent State,2014-09-27,4,@,Virginia,L,6,45
Kentucky,2014-09-27,4,,Vanderbilt,W,1,7
