"Player","unique_id","position","Date","G","School","Team Code","Loc","Opponent","Team Code opp","WL","Pass Comp","Pass Att","Pass Pct","Pass Yard","Pass TD","Pass Int","QBR","Rush Att","Rush Yard","Rush Avg","Rush TD","Rec","Rec Yards","Rec Avg","Rec TD","Tackle Solo","Tackle Assist","Tackle Tot","Tackle for Loss","Sack","Int Ret","Int Ret Yds","Int TD","Pass Broken Up","FR","FR Yds","FR TD","Fumble Forced","XP Made","XP Att","XP %","FG Made","FG Att","FG %","Pts","Kick Ret","Kick Ret Yds","Kick Ret Avg","Kick Ret TD","Punt Ret","Punt Ret Yds","Punt Ret Avg","Punt Ret TD"
"Tim Washington","tim-washington-1","['RB']","2003-10-11",5,"Syracuse",23,"@","Virginia Tech",25,"L",,,,,,,,4,5,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ashantti Watson","ashantti-watson-1","[]","2003-10-11",7,"Eastern Michigan",76,"@","Toledo",81,"L",,,,,,,,7,34,4.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drew Weatherly","drew-weatherly-1","['WR']","2003-10-11",7,"Maryland",30,,"Duke",15,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyle Weatherspoon","kyle-weatherspoon-1","['WR']","2003-10-11",7,"Oregon",99,"@","Arizona St.",96,"L",,,,,,,,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Whitaker","brandon-whitaker-1","['RB']","2003-10-11",6,"Baylor",41,"@","Texas A&M",119,"L",,,,,,,,6,-1,-0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corey White","corey-white-2","['RB']","2003-10-11",6,"UAB",61,,"Cincinnati",2,"W",,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lendale White","lendale-white-1","['RB']","2003-10-11",6,"USC",103,,"Stanford",101,"W",,,,,,,,23,108,4.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terrence Whitehead","terrence-whitehead-1","['RB']","2003-10-11",7,"Oregon",99,"@","Arizona St.",96,"L",,,,,,,,19,80,4.2,0,,,,,,,,,,,,,,,,,,,,,,,,,1,23,23,0,,,,
"Shaud Williams","shaud-williams-1","[]","2003-10-11",7,"Alabama",107,,"Southern Miss",60,"W",,,,,,,,28,170,6.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-2,-0.7,0
"Shawn Willis","shawn-willis-1","['RB']","2003-10-11",6,"Oklahoma St.",46,,"Kansas St.",44,"W",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marcus Wilson","marcus-wilson-2","[]","2003-10-11",5,"Notre Dame",70,"@","Pittsburgh",22,"W",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Travis Wilson","travis-wilson-1","[]","2003-10-11",7,"Kansas St.",44,"@","Oklahoma St.",46,"L",,,,,,,,3,7,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeremy Wright","jeremy-wright-1","[]","2003-10-11",6,"Toledo",81,,"Eastern Michigan",76,"W",,,,,,,,7,37,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adam Cole","adam-cole-1","[]","2003-10-16",8,"Air Force",83,"@","Colorado St.",85,"L",,,,,,,,6,44,7.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marcus Dixon","marcus-dixon-1","[]","2003-10-16",7,"New Mexico State",69,"@","Louisiana",126,"L",,,,,,,,3,13,4.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marcus Houston","marcus-houston-1","[]","2003-10-16",8,"Colorado St.",85,,"Air Force",83,"W",,,,,,,,19,80,4.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cotra Jackson","cotra-jackson-1","[]","2003-10-16",8,"NC State",20,,"Clemson",14,"W",,,,,,,,3,2,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Joseph","tony-joseph-1","[]","2003-10-16",7,"New Mexico State",69,"@","Louisiana",126,"L",,,,,,,,9,55,6.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yusef Kelly","yusef-kelly-1","[]","2003-10-16",7,"Clemson",14,"@","NC State",20,"L",,,,,,,,6,33,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steve Massie","steve-massie-1","[]","2003-10-16",8,"Air Force",83,"@","Colorado St.",85,"L",,,,,,,,2,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spencer Moore","spencer-moore-1","['DB']","2003-10-16",7,"New Mexico State",69,"@","Louisiana",126,"L",,,,,,,,1,-4,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rahsaan Sanders","rahsaan-sanders-1","[]","2003-10-16",8,"Colorado St.",85,,"Air Force",83,"W",,,,,,,,14,77,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dan Shaffer","dan-shaffer-1","[]","2003-10-16",8,"Air Force",83,"@","Colorado St.",85,"L",,,,,,,,2,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darnell Stephens","darnell-stephens-1","[]","2003-10-16",8,"Air Force",83,"@","Colorado St.",85,"L",,,,,,,,4,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joey Vincent","joey-vincent-1","['QB']","2003-10-16",7,"New Mexico State",69,"@","Louisiana",126,"L",,,,,,,,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J.P. Waller","jp-waller-1","[]","2003-10-16",8,"Air Force",83,"@","Colorado St.",85,"L",,,,,,,,1,-7,-7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jovon Jackson","jovon-jackson-1","['RB']","2003-10-17",7,"Tulane",11,"@","Louisville",18,"L",,,,,,,,4,21,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T.J. Patterson","tj-patterson-1","[]","2003-10-17",7,"Louisville",18,,"Tulane",11,"W",,,,,,,,3,1,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kolby Smith","kolby-smith-1","['RB']","2003-10-17",7,"Louisville",18,,"Tulane",11,"W",,,,,,,,1,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1,19,19,0,,,,
"Rich Alexis","rich-alexis-1","[]","2003-10-18",7,"Washington",105,"@","Oregon St.",100,"W",,,,,,,,12,26,2.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J.J. Arrington","jj-arrington-1","[]","2003-10-18",8,"California",97,"@","UCLA",102,"L",,,,,,,,2,-2,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ed Bailey","ed-bailey-1","[]","2003-10-18",6,"Rice",59,,"Navy",7,"L",,,,,,,,2,10,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Barclay","chris-barclay-1","['RB']","2003-10-18",7,"Wake Forest",26,"@","Duke",15,"W",,,,,,,,22,163,7.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackie Battle","jackie-battle-1","['RB']","2003-10-18",7,"Houston",5,,"Memphis",6,"L",,,,,,,,9,50,5.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arliss Beach","arliss-beach-1","['RB']","2003-10-18",7,"Kentucky",112,,"Ohio",80,"W",,,,,,,,8,21,2.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robbie Beck","robbie-beck-1","[]","2003-10-18",6,"Rice",59,,"Navy",7,"L",,,,,,,,9,32,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dewhitt Betterson","dewhitt-betterson-1","[]","2003-10-18",7,"Troy",129,,"Florida Intl",53,"W",,,,,,,,34,154,4.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cornelius Birgs","cornelius-birgs-1","[]","2003-10-18",7,"Wake Forest",26,"@","Duke",15,"W",,,,,,,,11,32,2.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scott Blair","scott-blair-2","[]","2003-10-18",7,"Ball St.",72,,"Miami (OH)",78,"L",,,,,,,,10,7,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lorenzo Booker","lorenzo-booker-1","['RB']","2003-10-18",7,"Florida St.",16,"@","Virginia",24,"W",,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vince Brewer","vince-brewer-1","[]","2003-10-18",6,"South Florida",9,,"Charleston Southern",145,"W",,,,,,,,1,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Brimage","michael-brimage-1","[]","2003-10-18",7,"Navy",7,"@","Rice",59,"W",,,,,,,,10,37,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Landrick Brody","landrick-brody-1","[]","2003-10-18",7,"New Mexico",89,"@","San Diego St.",90,"W",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinton Broussard","quinton-broussard-1","['RB']","2003-10-18",7,"Toledo",81,"@","Central Michigan",75,"W",,,,,,,,6,44,7.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derron Brown","derron-brown-1","[]","2003-10-18",7,"SMU",8,,"Boise St.",84,"L",,,,,,,,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De'Angelo Bryant","deangelo-bryant-1","['RB']","2003-10-18",7,"Wake Forest",26,"@","Duke",15,"W",,,,,,,,11,37,3.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nick Burney","nick-burney-1","[]","2003-10-18",7,"Wake Forest",26,"@","Duke",15,"W",,,,,,,,3,9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alexis Bwenge","alexis-bwenge-1","['RB']","2003-10-18",7,"Kentucky",112,,"Ohio",80,"W",,,,,,,,4,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adrian Byrd","adrian-byrd-1","['RB']","2003-10-18",7,"New Mexico",89,"@","San Diego St.",90,"W",,,,,,,,5,18,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinton Callum","quinton-callum-1","[]","2003-10-18",6,"South Florida",9,,"Charleston Southern",145,"W",,,,,,,,4,24,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bronston Carroll","bronston-carroll-1","[]","2003-10-18",7,"Navy",7,"@","Rice",59,"W",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrew Cates","andrew-cates-1","['RB']","2003-10-18",6,"Rice",59,,"Navy",7,"L",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marcus Clayton","marcus-clayton-1","['DB']","2003-10-18",6,"Syracuse",23,,"Boston College",13,"W",,,,,,,,1,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,0
"Patrick Cobbs","patrick-cobbs-1","['RB']","2003-10-18",7,"North Texas",57,,"Utah St.",93,"W",,,,,,,,36,205,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lakendus Cole","lakendus-cole-1","[]","2003-10-18",7,"Memphis",6,"@","Houston",5,"W",,,,,,,,2,11,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"James Coleman","james-coleman-1","['RB']","2003-10-18",7,"Florida St.",16,"@","Virginia",24,"W",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Cooper","michael-cooper-1","[]","2003-10-18",7,"Georgia",111,"@","Vanderbilt",120,"W",,,,,,,,22,93,4.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Cox","chris-cox-1","[]","2003-10-18",7,"Troy",129,,"Florida Intl",53,"W",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D.D. Cox","dd-cox-1","[]","2003-10-18",7,"New Mexico",89,"@","San Diego St.",90,"W",,,,,,,,15,68,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clenton Crossley","clenton-crossley-1","[]","2003-10-18",6,"South Florida",9,,"Charleston Southern",145,"W",,,,,,,,12,105,8.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adam Cuomo","adam-cuomo-1","[]","2003-10-18",7,"Toledo",81,"@","Central Michigan",75,"W",,,,,,,,3,21,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenneth Darby","kenneth-darby-1","['RB']","2003-10-18",8,"Alabama",107,"@","Ole Miss",116,"L",,,,,,,,1,41,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Judd Davies","judd-davies-1","[]","2003-10-18",7,"Nebraska",34,,"Texas A&M",119,"W",,,,,,,,3,11,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adrian Davis","adrian-davis-3","['RB']","2003-10-18",7,"Northern Illinois",79,,"Western Michigan",82,"W",,,,,,,,7,42,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Davis","chris-davis-4","['WR']","2003-10-18",7,"Wake Forest",26,"@","Duke",15,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Draak Davis","draak-davis-1","['RB']","2003-10-18",7,"Kentucky",112,,"Ohio",80,"W",,,,,,,,6,13,2.2,0,,,,,,,,,,,,,,,,,,,,,,,,,3,51,17,0,,,,
"Josh Davis","josh-davis-2","[]","2003-10-18",7,"Nebraska",34,,"Texas A&M",119,"W",,,,,,,,14,63,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,3,61,20.3,0,,,,
"Dave Dawson","dave-dawson-1","['RB']","2003-10-18",8,"Buffalo",74,,"Marshall",55,"L",,,,,,,,10,30,3,0,,,,,,,,,,,,,,,,,,,,,,,,,5,96,19.2,0,,,,
"Trinity Dawson","trinity-dawson-1","['RB']","2003-10-18",7,"Toledo",81,"@","Central Michigan",75,"W",,,,,,,,26,165,6.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B.J. Dean","bj-dean-1","['RB']","2003-10-18",7,"Florida St.",16,"@","Virginia",24,"W",,,,,,,,4,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tommy Devereaux","tommy-devereaux-1","['WR']","2003-10-18",7,"Oklahoma St.",46,,"Texas Tech",49,"W",,,,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frank Divis","frank-divis-1","[]","2003-10-18",7,"Navy",7,"@","Rice",59,"W",,,,,,,,1,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Horace Dodd","horace-dodd-1","[]","2003-10-18",7,"Boston College",13,"@","Syracuse",23,"L",,,,,,,,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1,19,19,0,,,,
"Dominique Dorsey","dominique-dorsey-1","[]","2003-10-18",7,"UNLV",92,,"Utah",104,"L",,,,,,,,4,11,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,3,26,8.7,0,,,,
"Tyrell Dortch","tyrell-dortch-1","[]","2003-10-18",8,"Michigan St.",32,"@","Minnesota",33,"W",,,,,,,,2,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ryan Dougherty","ryan-dougherty-1","['P', 'K']","2003-10-18",7,"East Carolina",4,"@","Army",65,"W",,,,,,,,1,-13,-13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maurice Drew","maurice-drew-1","['RB']","2003-10-18",7,"UCLA",102,,"California",97,"W",,,,,,,,12,55,4.6,0,,,,,,,,,,,,,,,,,,,,,,,,,2,33,16.5,0,,,,
"Tyler Ebell","tyler-ebell-1","['RB']","2003-10-18",7,"UCLA",102,,"California",97,"W",,,,,,,,15,54,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyle Eckel","kyle-eckel-1","[]","2003-10-18",7,"Navy",7,"@","Rice",59,"W",,,,,,,,3,11,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barrington Edwards","barrington-edwards-1","['RB']","2003-10-18",7,"LSU",113,"@","South Carolina",117,"W",,,,,,,,8,37,4.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Erik Faasen","erik-faasen-1","[]","2003-10-18",7,"Toledo",81,"@","Central Michigan",75,"W",,,,,,,,1,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derek Farmer","derek-farmer-1","[]","2003-10-18",7,"Texas A&M",119,"@","Nebraska",34,"L",,,,,,,,5,22,4.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Umar Ferguson","umar-ferguson-1","['RB']","2003-10-18",7,"Temple",10,"@","Miami (FL)",19,"L",,,,,,,,2,27,13.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnnie Fitzgerald","johnnie-fitzgerald-1","['RB', 'DB']","2003-10-18",7,"SMU",8,,"Boise St.",84,"L",,,,,,,,6,15,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oschlor Flemming","oschlor-flemming-1","[]","2003-10-18",7,"Texas A&M",119,"@","Nebraska",34,"L",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Franklin","michael-franklin-1","['RB']","2003-10-18",8,"San Diego St.",90,,"New Mexico",89,"L",,,,,,,,1,-4,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Frazier","tony-frazier-1","[]","2003-10-18",7,"New Mexico",89,"@","San Diego St.",90,"W",,,,,,,,3,12,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1,27,27,0,,,,
"Kelvin German","kelvin-german-1","[]","2003-10-18",7,"Middle Tennessee",56,"@","Idaho",133,"W",,,,,,,,2,9,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Monquantae Gibson","monquantae-gibson-1","[]","2003-10-18",7,"Kentucky",112,,"Ohio",80,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dejuan Green","dejuan-green-1","[]","2003-10-18",6,"South Florida",9,,"Charleston Southern",145,"W",,,,,,,,4,30,7.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deantae Grixby","deantae-grixby-1","[]","2003-10-18",7,"Nebraska",34,,"Texas A&M",119,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ira Guilford","ira-guilford-1","[]","2003-10-18",7,"Ohio St.",36,,"Iowa",29,"W",,,,,,,,8,18,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Justise Hairston","justise-hairston-1","[]","2003-10-18",7,"Rutgers",39,,"Pittsburgh",22,"L",,,,,,,,18,75,4.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eric Hall","eric-hall-1","['RB', 'LB']","2003-10-18",7,"Texas",48,"@","Iowa St.",42,"W",,,,,,,,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maurice Hall","maurice-hall-1","[]","2003-10-18",7,"Ohio St.",36,,"Iowa",29,"W",,,,,,,,8,13,1.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greg Hanoian","greg-hanoian-1","[]","2003-10-18",6,"Syracuse",23,,"Boston College",13,"W",,,,,,,,1,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Albert Hardy","albert-hardy-1","[]","2003-10-18",7,"Texas",48,"@","Iowa St.",42,"W",,,,,,,,2,7,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A.J. Harris","aj-harris-2","['RB']","2003-10-18",7,"Northern Illinois",79,,"Western Michigan",82,"W",,,,,,,,6,20,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donny Heck","donny-heck-1","[]","2003-10-18",7,"Boise St.",84,"@","SMU",8,"W",,,,,,,,5,30,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Billy Henderson","billy-henderson-1","[]","2003-10-18",6,"South Florida",9,,"Charleston Southern",145,"W",,,,,,,,8,34,4.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trey Hines","trey-hines-1","['RB']","2003-10-18",7,"Navy",7,"@","Rice",59,"W",,,,,,,,1,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Horne","david-horne-1","[]","2003-10-18",7,"Nebraska",34,,"Texas A&M",119,"W",,,,,,,,14,86,6.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De'Arrius Howard","dearrius-howard-1","['RB']","2003-10-18",6,"Arkansas",108,,"Florida",110,"L",,,,,,,,5,9,1.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Jackson","chris-jackson-2","[]","2003-10-18",7,"Ohio",80,"@","Kentucky",112,"L",,,,,,,,2,-1,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,1,30,30,0,,,,
"Jerome Jackson","jerome-jackson-1","['RB']","2003-10-18",8,"Michigan",31,,"Illinois",27,"W",,,,,,,,8,54,6.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terrence Jackson","terrence-jackson-1","[]","2003-10-18",7,"Central Michigan",75,,"Toledo",81,"L",,,,,,,,19,86,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Jacobs","brandon-jacobs-2","['RB']","2003-10-18",7,"Ole Miss",116,,"Alabama",107,"W",,,,,,,,1,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenny James","kenny-james-1","['RB']","2003-10-18",7,"Washington",105,"@","Oregon St.",100,"W",,,,,,,,14,42,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Johnson","anthony-johnson-4","[]","2003-10-18",7,"Texas",48,"@","Iowa St.",42,"W",,,,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ronald Johnson","ronald-johnson-1","[]","2003-10-18",7,"Kentucky",112,,"Ohio",80,"W",,,,,,,,4,19,4.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Jones","brandon-jones-4","['RB']","2003-10-18",7,"Purdue",38,"@","Wisconsin",40,"W",,,,,,,,6,3,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Julius Jones","julius-jones-1","[]","2003-10-18",6,"Notre Dame",70,,"USC",103,"L",,,,,,,,18,84,4.7,1,,,,,,,,,,,,,,,,,,,,,,,,,3,97,32.3,0,,,,
"Kejuan Jones","kejuan-jones-1","['RB']","2003-10-18",7,"Oklahoma",45,,"Missouri",115,"W",,,,,,,,2,1,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hashem Joyner","hashem-joyner-1","[]","2003-10-18",7,"Middle Tennessee",56,"@","Idaho",133,"W",,,,,,,,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keylon Kincade","keylon-kincade-1","[]","2003-10-18",7,"SMU",8,,"Boise St.",84,"L",,,,,,,,21,103,4.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Freddie King","freddie-king-1","['WR']","2003-10-18",7,"Louisiana Tech",54,,"Hawaii",87,"L",,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Krieg","anthony-krieg-1","[]","2003-10-18",7,"Baylor",41,"@","Kansas",43,"L",,,,,,,,7,31,4.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steve Kriewald","steve-kriewald-1","[]","2003-10-18",7,"Nebraska",34,,"Texas A&M",119,"W",,,,,,,,1,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B.J. Lane","bj-lane-1","['RB']","2003-10-18",7,"Bowling Green",73,"@","Eastern Michigan",76,"W",,,,,,,,7,76,10.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Lane","tony-lane-1","[]","2003-10-18",7,"Navy",7,"@","Rice",59,"W",,,,,,,,4,15,3.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brad Lau","brad-lau-1","['RB']","2003-10-18",7,"Boise St.",84,"@","SMU",8,"W",,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenan Lawhorne","kenan-lawhorne-1","[]","2003-10-18",7,"Central Michigan",75,,"Toledo",81,"L",,,,,,,,6,24,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matt Lawrence","matt-lawrence-1","[]","2003-10-18",8,"Connecticut",3,"@","Kent State",77,"W",,,,,,,,5,19,3.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Leflore","mark-leflore-1","['WR']","2003-10-18",7,"Nebraska",34,,"Texas A&M",119,"W",,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Courtney Lewis","courtney-lewis-1","['RB']","2003-10-18",7,"Texas A&M",119,"@","Nebraska",34,"L",,,,,,,,9,21,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jermelle Lewis","jermelle-lewis-1","[]","2003-10-18",7,"Iowa",29,"@","Ohio St.",36,"L",,,,,,,,2,-4,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spencer Lewis","spencer-lewis-1","[]","2003-10-18",7,"Central Michigan",75,,"Toledo",81,"L",,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mike Liti","mike-liti-1","['RB']","2003-10-18",7,"Utah",104,"@","UNLV",92,"W",,,,,,,,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Craig Lloyd","craig-lloyd-1","[]","2003-10-18",6,"South Florida",9,,"Charleston Southern",145,"W",,,,,,,,1,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Victor Mann","victor-mann-1","['RB']","2003-10-18",8,"Kansas St.",44,,"Colorado",98,"W",,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scott Marino","scott-marino-1","[]","2003-10-18",7,"Wake Forest",26,"@","Duke",15,"W",,,,,,,,1,-2,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lee Marks","lee-marks-1","['DB', 'RB']","2003-10-18",7,"Boise St.",84,"@","SMU",8,"W",,,,,,,,3,31,10.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laurence Maroney","laurence-maroney-1","['RB']","2003-10-18",8,"Minnesota",33,,"Michigan St.",32,"L",,,,,,,,6,46,7.7,0,,,,,,,,,,,,,,,,,,,,,,,,,1,42,42,0,,,,
