Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Tarean Austin,2011-09-03,1,New Mexico,,Colorado State,L,20,31,64.5,179,1,0,123.7,tarean-austin-1
Matt Barkley,2011-09-03,1,Southern California,,Minnesota,W,34,45,75.6,304,3,0,154.3,matt-barkley-1
Phil Bates,2011-09-03,1,Ohio,@,New Mexico State,W,1,2,50.0,58,0,0,293.6,phil-bates-1
Joe Bauserman,2011-09-03,1,Ohio State,,Akron,W,12,16,75.0,163,3,0,222.5,joe-bauserman-1
Rob Bolden,2011-09-03,1,Penn State,,Indiana State,W,6,12,50.0,37,0,0,75.9,rob-bolden-1
Blake Bortles,2011-09-03,1,Central Florida,,Charleston Southern,W,8,10,80.0,144,0,0,201.0,blake-bortles-1
Tajh Boyd,2011-09-03,1,Clemson,,Troy,W,20,30,66.7,264,3,1,166.9,tajh-boyd-1
John Brantley,2011-09-03,1,Florida,,Florida Atlantic,W,21,30,70.0,229,1,2,131.8,john-brantley-1
Tyler Bray,2011-09-03,1,Tennessee,,Montana,W,17,24,70.8,293,3,0,214.6,tyler-bray-1
Richard Brehaut,2011-09-03,1,UCLA,@,Houston,L,17,26,65.4,264,2,0,176.1,richard-brehaut-1
Kolton Browning,2011-09-03,1,Louisiana-Monroe,@,Florida State,L,11,19,57.9,85,0,1,84.9,kolton-browning-1
Barry Brunetti,2011-09-03,1,Mississippi,,Brigham Young,L,2,3,66.7,4,0,0,77.9,barry-brunetti-1
Rex Burkhead,2011-09-03,1,Nebraska,,Chattanooga,W,0,1,0.0,0,0,0,0.0,rex-burkhead-1
Alex Carder,2011-09-03,1,Western Michigan,@,Michigan,L,22,31,71.0,183,0,1,114.1,alex-carder-1
Brion Carnes,2011-09-03,1,Nebraska,,Chattanooga,W,1,1,100.0,19,0,0,259.6,brion-carnes-1
Derek Carr,2011-09-03,1,Fresno State,N,California,L,21,33,63.6,150,1,1,105.8,derek-carr-1
Clint Chelf,2011-09-03,1,Oklahoma State,,Louisiana,W,4,4,100.0,70,1,0,329.5,clint-chelf-1
Zach Collaros,2011-09-03,1,Cincinnati,,Austin Peay,W,12,19,63.2,134,4,0,191.9,zach-collaros-1
Kain Colter,2011-09-03,1,Northwestern,@,Boston College,W,17,24,70.8,197,0,1,131.5,kain-colter-1
Dayne Crist,2011-09-03,1,Notre Dame,,South Florida,L,7,15,46.7,95,0,1,86.5,dayne-crist-1
B.J. Daniels,2011-09-03,1,South Florida,@,Notre Dame,W,18,30,60.0,128,1,0,106.8,bj-daniels-1
Austin Davis,2011-09-03,1,Southern Mississippi,,Louisiana Tech,W,21,37,56.8,226,0,1,102.7,austin-davis-1
Dominique Davis,2011-09-03,1,East Carolina,N,South Carolina,L,37,56,66.1,260,4,1,125.1,dominique-davis-2
A.J. Derby,2011-09-03,1,Iowa,,Tennessee Tech,W,2,5,40.0,27,0,0,85.4,aj-derby-1
Adam Dingwell,2011-09-03,1,San Diego State,,Cal Poly,W,0,1,0.0,0,0,0,0.0,adam-dingwell-1
Seth Doege,2011-09-03,1,Texas Tech,,Texas State,W,24,34,70.6,331,3,0,181.5,seth-doege-1
Jeff Driskel,2011-09-03,1,Florida,,Florida Atlantic,W,4,6,66.7,42,0,1,92.1,jeff-driskel-1
Zac Dysert,2011-09-03,1,Miami (OH),@,Missouri,L,26,39,66.7,194,0,1,103.3,zac-dysert-1
Matt Faulkner,2011-09-03,1,San Jose State,@,Stanford,L,14,26,53.8,184,0,0,113.3,matt-faulkner-1
Arsenio Favor,2011-09-03,1,Southern Mississippi,,Louisiana Tech,W,0,1,0.0,0,0,0,0.0,arsenio-favor-1
Nick Foles,2011-09-03,1,Arizona,,Northern Arizona,W,34,42,81.0,417,5,0,203.6,nick-foles-1
James Franklin,2011-09-03,1,Missouri,,Miami (OH),W,17,26,65.4,129,1,1,112.1,james-franklin-1
Stephen Garcia,2011-09-03,1,South Carolina,N,East Carolina,W,7,15,46.7,110,1,0,130.3,stephen-garcia-1
Blaine Gautier,2011-09-03,1,Louisiana,@,Oklahoma State,L,13,26,50.0,106,0,1,76.6,blaine-gautier-1
Garrett Gilbert,2011-09-03,1,Texas,,Rice,W,13,23,56.5,239,1,0,158.2,garrett-gilbert-1
David Gilbertson,2011-09-03,1,Washington State,,Idaho State,W,0,1,0.0,0,0,0,0.0,david-gilbertson-1
Mike Glennon,2011-09-03,1,North Carolina State,,Liberty,W,18,31,58.1,156,1,0,111.0,mike-glennon-1
Jeff Godfrey,2011-09-03,1,Central Florida,,Charleston Southern,W,6,10,60.0,100,0,0,144.0,jeff-godfrey-1
Marqueis Gray,2011-09-03,1,Minnesota,@,Southern California,L,7,12,58.3,94,0,0,124.1,marqueis-gray-1
Ryan Griffin,2011-09-03,1,Tulane,,Southeastern Louisiana,W,14,24,58.3,267,3,0,193.0,ryan-griffin-2
Connor Halliday,2011-09-03,1,Washington State,,Idaho State,W,6,13,46.2,67,1,0,114.8,connor-halliday-1
Tyler Hansen,2011-09-03,1,Colorado,@,Hawaii,L,16,30,53.3,223,2,1,131.1,tyler-hansen-1
Chandler Harnish,2011-09-03,1,Northern Illinois,,Army,W,12,19,63.2,195,5,1,225.7,chandler-harnish-1
John Harris,2011-09-03,1,Texas,,Rice,W,1,1,100.0,36,1,0,732.4,john-harris-1
Jake Heaps,2011-09-03,1,Brigham Young,@,Mississippi,W,24,38,63.2,225,1,1,116.3,jake-heaps-1
Nick Isham,2011-09-03,1,Louisiana Tech,@,Southern Mississippi,L,20,36,55.6,176,0,0,96.6,nick-isham-1
Steele Jantz,2011-09-03,1,Iowa State,,Northern Iowa,W,18,40,45.0,187,1,3,77.5,steele-jantz-1
Tim Jefferson,2011-09-03,1,Air Force,,South Dakota,W,4,9,44.4,96,1,2,126.3,tim-jefferson-1
Max Jenkins,2011-09-03,1,Army,@,Northern Illinois,L,2,5,40.0,20,1,0,139.6,max-jenkins-1
Landry Jones,2011-09-03,1,Oklahoma,,Tulsa,W,35,47,74.5,375,1,0,148.5,landry-jones-1
Jacob Karam,2011-09-03,1,Texas Tech,,Texas State,W,2,4,50.0,22,1,0,178.7,jacob-karam-1
Ryan Katz,2011-09-03,1,Oregon State,,Sacramento State,L,11,22,50.0,87,0,1,74.1,ryan-katz-1
Case Keenum,2011-09-03,1,Houston,,UCLA,W,30,40,75.0,310,2,0,156.6,case-keenum-1
Chuckie Keeton,2011-09-03,1,Utah State,@,Auburn,L,21,30,70.0,213,0,0,129.6,chuckie-keeton-1
Spencer Keith,2011-09-03,1,Kent State,@,Alabama,L,20,47,42.6,99,1,1,63.0,spencer-keith-1
Logan Kilgore,2011-09-03,1,Middle Tennessee State,@,Purdue,L,27,45,60.0,330,2,1,131.8,logan-kilgore-1
G.J. Kinne,2011-09-03,1,Tulsa,@,Oklahoma,L,18,33,54.5,271,2,1,137.5,gj-kinne-1
Collin Klein,2011-09-03,1,Kansas State,,Eastern Kentucky,W,13,21,61.9,128,1,1,119.3,collin-klein-1
David Kooi,2011-09-03,1,Florida Atlantic,@,Florida,L,0,1,0.0,0,0,0,0.0,david-kooi-1
Nick Lamaison,2011-09-03,1,Texas-El Paso,,Stony Brook,W,24,38,63.2,365,3,2,159.4,nick-lamaison-1
Mark Leal,2011-09-03,1,Virginia Tech,,Appalachian State,W,6,9,66.7,113,2,0,245.5,mark-leal-1
Jarrett Lee,2011-09-03,1,Louisiana State,N,Oregon,W,10,22,45.5,98,1,0,97.9,jarrett-lee-1
Munchie Legaux,2011-09-03,1,Cincinnati,,Austin Peay,W,2,3,66.7,40,0,0,178.7,munchie-legaux-1
Ryan Lindley,2011-09-03,1,San Diego State,,Cal Poly,W,15,27,55.6,203,4,0,167.6,ryan-lindley-1
Marshall Lobbestael,2011-09-03,1,Washington State,,Idaho State,W,14,19,73.7,230,2,0,210.1,marshall-lobbestael-1
Andrew Luck,2011-09-03,1,Stanford,,San Jose State,W,17,26,65.4,171,2,0,146.0,andrew-luck-1
Jordan Lynch,2011-09-03,1,Northern Illinois,,Army,W,3,5,60.0,25,0,0,102.0,jordan-lynch-1
Andrew Manley,2011-09-03,1,New Mexico State,,Ohio,L,22,41,53.7,362,2,1,139.0,andrew-manley-1
Sean Mannion,2011-09-03,1,Oregon State,,Sacramento State,L,8,12,66.7,143,0,0,166.8,sean-mannion-1
E.J. Manuel,2011-09-03,1,Florida State,,Louisiana-Monroe,W,22,34,64.7,252,2,1,140.5,ej-manuel-1
Taylor Martinez,2011-09-03,1,Nebraska,,Chattanooga,W,11,22,50.0,116,0,0,94.3,taylor-martinez-1
Chris Masson,2011-09-03,1,Louisiana,@,Oklahoma State,L,6,10,60.0,63,0,0,112.9,chris-masson-1
Zach Maynard,2011-09-03,1,California,N,Fresno State,W,16,35,45.7,266,2,1,122.7,zach-maynard-1
A.J. McCarron,2011-09-03,1,Alabama,,Kent State,W,14,23,60.9,226,1,2,140.4,aj-mccarron-1
Case McCoy,2011-09-03,1,Texas,,Rice,W,0,2,0.0,0,0,0,0.0,case-mccoy-1
Scott McCummings,2011-09-03,1,Connecticut,,Fordham,W,1,1,100.0,55,1,0,892.0,scott-mccummings-1
Johnny McEntee,2011-09-03,1,Connecticut,,Fordham,W,8,12,66.7,113,0,0,145.8,johnny-mcentee-1
Matt McGloin,2011-09-03,1,Penn State,,Indiana State,W,6,8,75.0,77,0,0,155.9,matt-mcgloin-1
Sam McGuffie,2011-09-03,1,Rice,@,Texas,L,1,1,100.0,15,0,0,226.0,sam-mcguffie-1
Brad McGuire,2011-09-03,1,Louisiana,@,Oklahoma State,L,1,1,100.0,43,0,0,461.2,brad-mcguire-1
Taylor McHargue,2011-09-03,1,Rice,@,Texas,L,14,29,48.3,79,0,0,71.2,taylor-mchargue-1
Ross Metheny,2011-09-03,1,Virginia,,William & Mary,W,2,2,100.0,36,0,0,251.2,ross-metheny-1
Braxton Miller,2011-09-03,1,Ohio State,,Akron,W,8,12,66.7,130,1,0,185.2,braxton-miller-1
Brandon Mitchell,2011-09-03,1,Arkansas,,Missouri State,W,10,11,90.9,104,1,0,200.3,brandon-mitchell-2
Bryant Moniz,2011-09-03,1,Hawaii,,Colorado,W,20,33,60.6,178,1,0,115.9,bryant-moniz-1
Clayton Moore,2011-09-03,1,Akron,@,Ohio State,L,6,16,37.5,54,0,1,53.4,clayton-moore-1
Kellen Moore,2011-09-03,1,Boise State,@,Georgia,W,28,34,82.4,261,3,1,170.1,kellen-moore-1
Stanley Morrison,2011-09-03,1,Utah State,@,Auburn,L,1,1,100.0,8,0,0,167.2,stanley-morrison-1
Clint Moseley,2011-09-03,1,Auburn,,Utah State,W,1,1,100.0,25,0,0,310.0,clint-moseley-1
Aaron Murray,2011-09-03,1,Georgia,,Boise State,L,16,29,55.2,236,2,1,139.4,aaron-murray-1
Michael Nebrich,2011-09-03,1,Connecticut,,Fordham,W,3,8,37.5,60,0,1,75.5,michael-nebrich-1
Brett Nottingham,2011-09-03,1,Stanford,,San Jose State,W,2,2,100.0,46,1,0,458.2,brett-nottingham-1
Reilly O'Toole,2011-09-03,1,Illinois,,Arkansas State,W,1,2,50.0,4,0,0,66.8,reilly-otoole-1
Robbie Picazo,2011-09-03,1,Stanford,,San Jose State,W,3,3,100.0,15,0,0,142.0,robbie-picazo-1
D.J. Ponder,2011-09-03,1,Tulane,,Southeastern Louisiana,W,0,1,0.0,0,0,0,0.0,dj-ponder-1
Keith Price,2011-09-03,1,Washington,,Eastern Washington,W,17,25,68.0,102,3,0,141.9,keith-price-1
Kevin Prince,2011-09-03,1,UCLA,@,Houston,L,3,3,100.0,58,0,0,262.4,kevin-prince-1
Kriss Proctor,2011-09-03,1,Navy,,Delaware,W,4,7,57.1,46,1,1,130.9,kriss-proctor-1
Tommy Rees,2011-09-03,1,Notre Dame,,South Florida,L,24,34,70.6,296,2,2,151.4,tommy-rees-1
Sean Renfree,2011-09-03,1,Duke,,Richmond,L,23,33,69.7,201,0,0,120.9,sean-renfree-1
Bryn Renner,2011-09-03,1,North Carolina,,James Madison,W,22,23,95.7,277,2,1,216.8,bryn-renner-1
Chase Rettig,2011-09-03,1,Boston College,,Northwestern,L,24,44,54.5,351,0,1,117.0,chase-rettig-1
Corey Robinson,2011-09-03,1,Troy,@,Clemson,L,24,42,57.1,258,1,1,111.8,corey-robinson-1
Denard Robinson,2011-09-03,1,Michigan,,Western Michigan,W,9,13,69.2,98,0,0,132.6,denard-robinson-1
Sean Robinson,2011-09-03,1,Purdue,,Middle Tennessee State,W,0,2,0.0,0,0,0,0.0,sean-robinson-1
Michael Rocco,2011-09-03,1,Virginia,,William & Mary,W,21,29,72.4,174,0,0,122.8,michael-rocco-1
Jordan Rodgers,2011-09-03,1,Vanderbilt,,Elon,W,3,4,75.0,52,1,0,266.7,jordan-rodgers-1
Ace Sanders,2011-09-03,1,South Carolina,N,East Carolina,W,0,1,0.0,0,0,0,0.0,ace-sanders-1
Nathan Scheelhaase,2011-09-03,1,Illinois,,Arkansas State,W,16,23,69.6,267,2,0,195.8,nathan-scheelhaase-1
Connor Shaw,2011-09-03,1,South Carolina,N,East Carolina,W,3,9,33.3,21,0,0,52.9,connor-shaw-1
Shortell,2011-09-03,1,Minnesota,@,Southern California,L,7,13,53.8,98,1,1,127.2,shortell-1
Matt Simms,2011-09-03,1,Tennessee,,Montana,W,1,1,100.0,18,0,0,251.2,matt-simms-1
Phillip Sims,2011-09-03,1,Alabama,,Kent State,W,7,14,50.0,73,0,2,65.2,phillip-sims-1
Brett Smith,2011-09-03,1,Wyoming,,Weber State,W,27,41,65.9,294,3,1,145.4,brett-smith-1
Larry Smith,2011-09-03,1,Vanderbilt,,Elon,W,13,27,48.1,125,2,0,111.5,larry-smith-1
Trent Steelman,2011-09-03,1,Army,@,Northern Illinois,L,5,11,45.5,86,0,1,92.9,trent-steelman-1
Dasmen Stewart,2011-09-03,1,San Jose State,@,Stanford,L,3,7,42.9,26,0,0,74.1,dasmen-stewart-1
Cole Stoudt,2011-09-03,1,Clemson,,Troy,W,1,1,100.0,7,0,0,158.8,cole-stoudt-1
Zack Stoudt,2011-09-03,1,Mississippi,,Brigham Young,L,14,26,53.8,141,0,0,99.4,zack-stoudt-1
Tino Sunseri,2011-09-03,1,Pittsburgh,,Buffalo,W,16,28,57.1,179,1,0,122.6,tino-sunseri-1
Caleb Terbush,2011-09-03,1,Purdue,,Middle Tennessee State,W,19,33,57.6,220,2,1,127.5,caleb-terbush-1
Tyler Tettleton,2011-09-03,1,Ohio,@,New Mexico State,W,16,28,57.1,153,2,1,119.5,tyler-tettleton-1
Darron Thomas,2011-09-03,1,Oregon,N,Louisiana State,L,31,54,57.4,240,1,1,97.1,darron-thomas-1
Logan Thomas,2011-09-03,1,Virginia Tech,,Appalachian State,W,9,19,47.4,149,2,0,148.0,logan-thomas-1
Pete Thomas,2011-09-03,1,Colorado State,@,New Mexico,W,22,26,84.6,178,1,0,154.8,pete-thomas-1
Clint Trickett,2011-09-03,1,Florida State,,Louisiana-Monroe,W,1,1,100.0,28,1,0,665.2,clint-trickett-1
Barrett Trotter,2011-09-03,1,Auburn,,Utah State,W,17,23,73.9,261,3,0,212.3,barrett-trotter-1
Jeff Tuel,2011-09-03,1,Washington State,,Idaho State,W,1,2,50.0,4,0,0,66.8,jeff-tuel-1
James Vandenberg,2011-09-03,1,Iowa,,Tennessee Tech,W,13,21,61.9,219,2,0,180.9,james-vandenberg-1
David Watford,2011-09-03,1,Virginia,,William & Mary,W,3,5,60.0,46,0,0,137.3,david-watford-1
Jordan Webb,2011-09-03,1,Kansas,,McNeese State,W,7,10,70.0,146,3,0,291.6,jordan-webb-1
Brandon Weeden,2011-09-03,1,Oklahoma State,,Louisiana,W,24,39,61.5,388,3,3,155.1,brandon-weeden-1
Cody Wells,2011-09-03,1,Louisiana-Monroe,@,Florida State,L,1,3,33.3,7,0,0,52.9,cody-wells-1
Keith Wenning,2011-09-03,1,Ball State,N,Indiana,W,23,29,79.3,173,2,0,152.2,keith-wenning-1
Graham Wilbert,2011-09-03,1,Florida Atlantic,@,Florida,L,14,26,53.8,107,0,0,88.4,graham-wilbert-1
Tyler Wilson,2011-09-03,1,Arkansas,,Missouri State,W,18,24,75.0,260,2,0,193.5,tyler-wilson-1
Edward Wright-Baker,2011-09-03,1,Indiana,N,Ball State,L,20,32,62.5,272,1,0,144.2,edward-wright-baker-1
Rakeem Cato,2011-09-04,1,Marshall,@,West Virginia,L,15,21,71.4,115,0,0,117.4,rakeem-cato-1
Alex Gillett,2011-09-04,1,Eastern Michigan,,Howard,W,12,21,57.1,115,2,1,125.0,alex-gillett-1
J.J. McDermott,2011-09-04,1,Southern Methodist,@,Texas A&M,L,21,34,61.8,254,1,0,134.2,jj-mcdermott-1
Kyle Padron,2011-09-04,1,Southern Methodist,@,Texas A&M,L,2,4,50.0,14,0,2,-20.6,kyle-padron-1
Geno Smith,2011-09-04,1,West Virginia,,Marshall,W,26,35,74.3,249,2,0,152.9,geno-smith-1
Ryan Tannehill,2011-09-04,1,Texas A&M,,Southern Methodist,W,21,26,80.8,246,2,0,185.6,ryan-tannehill-1
Stephen Morris,2011-09-05,1,Miami (FL),@,Maryland,L,19,28,67.9,195,0,2,112.1,stephen-morris-1
Danny O'Brien,2011-09-05,1,Maryland,,Miami (FL),W,31,44,70.5,348,1,1,139.8,danny-obrien-1
Nick Foles,2011-09-08,2,Arizona,@,Oklahoma State,L,37,51,72.5,398,1,0,144.6,nick-foles-1
Brandon Weeden,2011-09-08,2,Oklahoma State,,Arizona,W,42,53,79.2,397,2,1,150.8,brandon-weeden-1
Teddy Bridgewater,2011-09-09,2,Louisville,,Florida International,L,2,2,100.0,14,0,0,158.8,teddy-bridgewater-1
Wesley Carroll,2011-09-09,2,Florida International,@,Louisville,W,14,21,66.7,248,2,0,197.3,wesley-carroll-1
James Franklin,2011-09-09,2,Missouri,@,Arizona State,L,26,42,61.9,319,2,0,141.4,james-franklin-1
Jamal Miles,2011-09-09,2,Arizona State,,Missouri,W,1,1,100.0,35,1,0,724.0,jamal-miles-1
Brock Osweiler,2011-09-09,2,Arizona State,,Missouri,W,24,32,75.0,353,3,0,198.6,brock-osweiler-1
Will Stein,2011-09-09,2,Louisville,,Florida International,L,30,43,69.8,349,2,1,148.6,will-stein-1
Keenan Allen,2011-09-10,2,California,@,Colorado,W,1,1,100.0,27,0,0,326.8,keenan-allen-1
Chazz Anderson,2011-09-10,2,Buffalo,,Stony Brook,W,15,22,68.2,164,2,1,151.7,chazz-anderson-2
Trey Anderson,2011-09-10,2,Pittsburgh,,Maine,W,5,7,71.4,33,0,0,111.0,trey-anderson-1
Ryan Aplin,2011-09-10,2,Arkansas State,,Memphis,W,19,21,90.5,274,3,1,237.7,ryan-aplin-1
David Ash,2011-09-10,2,Texas,,Brigham Young,W,2,3,66.7,35,0,0,164.7,david-ash-1
Tarean Austin,2011-09-10,2,New Mexico,@,Arkansas,L,15,28,53.6,162,0,0,102.2,tarean-austin-1
Peter Badovinac,2011-09-10,2,Michigan State,,Florida Atlantic,W,0,1,0.0,0,0,0,0.0,peter-badovinac-1
Andrew Banks,2011-09-10,2,Middle Tennessee State,,Georgia Tech,L,1,1,100.0,27,0,0,326.8,andrew-banks-1
Matt Barkley,2011-09-10,2,Southern California,,Utah,W,20,32,62.5,264,1,1,135.9,matt-barkley-1
Joe Bauserman,2011-09-10,2,Ohio State,,Toledo,W,16,30,53.3,189,1,0,117.3,joe-bauserman-1
Bryan Bennett,2011-09-10,2,Oregon,,Nevada,W,2,7,28.6,36,0,0,71.8,bryan-bennett-1
Rob Bolden,2011-09-10,2,Penn State,,Alabama,L,11,29,37.9,144,0,1,72.7,rob-bolden-1
Anthony Boone,2011-09-10,2,Duke,,Stanford,L,7,9,77.8,70,0,0,143.1,anthony-boone-1
Tajh Boyd,2011-09-10,2,Clemson,,Wofford,W,18,29,62.1,261,3,0,171.8,tajh-boyd-1
John Brantley,2011-09-10,2,Florida,,Alabama-Birmingham,W,12,19,63.2,195,0,0,149.4,john-brantley-1
Tyler Bray,2011-09-10,2,Tennessee,,Cincinnati,W,34,41,82.9,405,4,0,198.1,tyler-bray-1
Richard Brehaut,2011-09-10,2,UCLA,,San Jose State,W,12,23,52.2,145,1,0,119.5,richard-brehaut-1
Joe Brennan,2011-09-10,2,Wisconsin,,Oregon State,W,0,1,0.0,0,0,0,0.0,joe-brennan-1
Kolton Browning,2011-09-10,2,Louisiana-Monroe,,Grambling State,W,15,31,48.4,161,1,1,96.2,kolton-browning-1
Chad Bumphis,2011-09-10,2,Mississippi State,@,Auburn,L,1,1,100.0,3,0,0,125.2,chad-bumphis-1
Jesse Callier,2011-09-10,2,Washington,,Hawaii,W,0,1,0.0,0,0,0,0.0,jesse-callier-1
Michael Campanaro,2011-09-10,2,Wake Forest,,North Carolina State,W,1,1,100.0,40,1,0,766.0,michael-campanaro-1
Alex Carder,2011-09-10,2,Western Michigan,,Nicholls State,W,12,18,66.7,143,2,1,159.0,alex-carder-1
Derek Carr,2011-09-10,2,Fresno State,@,Nebraska,L,20,41,48.8,254,1,0,108.9,derek-carr-1
Rakeem Cato,2011-09-10,2,Marshall,,Southern Mississippi,W,27,42,64.3,275,3,2,133.3,rakeem-cato-1
Zach Collaros,2011-09-10,2,Cincinnati,@,Tennessee,L,21,34,61.8,230,2,0,138.0,zach-collaros-1
Kain Colter,2011-09-10,2,Northwestern,,Eastern Illinois,W,10,13,76.9,104,0,0,144.1,kain-colter-1
Brandon Connette,2011-09-10,2,Duke,,Stanford,L,1,2,50.0,35,0,0,197.0,brandon-connette-1
Kirk Cousins,2011-09-10,2,Michigan State,,Florida Atlantic,W,16,20,80.0,183,2,0,189.9,kirk-cousins-1
B.J. Daniels,2011-09-10,2,South Florida,,Ball State,W,28,39,71.8,359,1,1,152.5,bj-daniels-1
Austin Dantin,2011-09-10,2,Toledo,@,Ohio State,L,14,26,53.8,155,1,0,116.6,austin-dantin-1
Austin Davis,2011-09-10,2,Southern Mississippi,@,Marshall,L,25,49,51.0,309,2,3,105.2,austin-davis-1
Dominique Davis,2011-09-10,2,East Carolina,,Virginia Tech,L,20,38,52.6,127,0,1,75.4,dominique-davis-2
