Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Cody Wilson,2011-09-01,1,Central Michigan,,South Carolina State,W,5,29,5.8,0,cody-wilson-1
Skye Dawson,2011-09-02,1,Texas Christian,@,Baylor,L,2,29,14.5,0,skye-dawson-1
Keshawn Martin,2011-09-02,1,Michigan State,,Youngstown State,W,2,5,2.5,0,keshawn-martin-1
Levi Norwood,2011-09-02,1,Baylor,,Texas Christian,W,1,9,9.0,0,levi-norwood-1
Ameer Abdullah,2011-09-03,1,Nebraska,,Chattanooga,W,4,67,16.8,0,ameer-abdullah-1
Joe Adams,2011-09-03,1,Arkansas,,Missouri State,W,6,174,29.0,2,joe-adams-1
Eric Adeyemi,2011-09-03,1,Kent State,@,Alabama,L,1,5,5.0,0,eric-adeyemi-2
Justin Albert,2011-09-03,1,Troy,@,Clemson,L,3,22,7.3,0,justin-albert-1
Keenan Allen,2011-09-03,1,California,N,Fresno State,W,1,7,7.0,0,keenan-allen-1
Ricardo Allen,2011-09-03,1,Purdue,,Middle Tennessee State,W,1,7,7.0,0,ricardo-allen-1
Kenjon Barner,2011-09-03,1,Oregon,N,Louisiana State,L,3,-6,-2.0,0,kenjon-barner-1
Lavon Brazill,2011-09-03,1,Ohio,@,New Mexico State,W,1,8,8.0,0,lavon-brazill-1
Leon Brooks,2011-09-03,1,Washington State,,Idaho State,W,3,4,1.3,0,leon-brooks-1
Corey Brown,2011-09-03,1,Ohio State,,Akron,W,2,28,14.0,0,corey-brown-2
Justin Brown,2011-09-03,1,Penn State,,Indiana State,W,3,16,5.3,0,justin-brown-1
Mitch Burroughs,2011-09-03,1,Boise State,@,Georgia,W,2,9,4.5,0,mitch-burroughs-1
Lee Butler,2011-09-03,1,Duke,,Richmond,L,3,27,9.0,0,lee-butler-1
Travis Carrie,2011-09-03,1,Ohio,@,New Mexico State,W,2,71,35.5,1,travis-carrie-1
John Cole,2011-09-03,1,Vanderbilt,,Elon,W,2,14,7.0,0,john-cole-1
Josh Cooper,2011-09-03,1,Oklahoma State,,Louisiana,W,2,17,8.5,0,josh-cooper-2
Tommy Davis,2011-09-03,1,Northern Illinois,,Army,W,1,1,1.0,0,tommy-davis-2
Patrick Edwards,2011-09-03,1,Houston,,UCLA,W,1,12,12.0,0,patrick-edwards-1
Taylor Embree,2011-09-03,1,UCLA,@,Houston,L,1,1,1.0,0,taylor-embree-1
J.D. Falslev,2011-09-03,1,Brigham Young,@,Mississippi,W,3,29,9.7,0,jd-falslev-1
Chris Fields,2011-09-03,1,Ohio State,,Akron,W,1,7,7.0,0,chris-fields-1
Dwayne Frampton,2011-09-03,1,Arkansas State,@,Illinois,L,1,0,0.0,0,dwayne-frampton-1
E.J. Gaines,2011-09-03,1,Missouri,,Miami (OH),W,1,0,0.0,0,ej-gaines-1
Jeremy Gallon,2011-09-03,1,Michigan,,Western Michigan,W,1,5,5.0,0,jeremy-gallon-1
Stephon Gilmore,2011-09-03,1,South Carolina,N,East Carolina,W,3,4,1.3,0,stephon-gilmore-1
Chris Givens,2011-09-03,1,Miami (OH),@,Missouri,L,2,8,4.0,0,chris-givens-1
T.J. Graham,2011-09-03,1,North Carolina State,,Liberty,W,3,88,29.3,1,tj-graham-1
Waynelle Gravesande,2011-09-03,1,Purdue,,Middle Tennessee State,W,2,21,10.5,0,waynelle-gravesande-1
Tony Gregory,2011-09-03,1,Virginia Tech,,Appalachian State,W,1,24,24.0,0,tony-gregory-1
Frankie Hammond Jr.,2011-09-03,1,Florida,,Florida Atlantic,W,2,5,2.5,0,frankie-hammond-jr-1
Scott Harding,2011-09-03,1,Hawaii,,Colorado,W,3,19,6.3,0,scott-harding-1
Todd Harrelson,2011-09-03,1,North Carolina,,James Madison,W,2,20,10.0,0,todd-harrelson-1
Deandre Hopkins,2011-09-03,1,Clemson,,Troy,W,1,5,5.0,0,deandre-hopkins-1
Jayron Hosley,2011-09-03,1,Virginia Tech,,Appalachian State,W,3,97,32.3,0,jayron-hosley-1
Mikel Hunter,2011-09-03,1,Air Force,,South Dakota,W,1,16,16.0,0,mikel-hunter-1
Micah Hyde,2011-09-03,1,Iowa,,Tennessee Tech,W,2,0,0.0,0,micah-hyde-1
Terrell Jackson,2011-09-03,1,Buffalo,@,Pittsburgh,L,1,-1,-1.0,0,terrell-jackson-3
LaMichael James,2011-09-03,1,Oregon,N,Louisiana State,L,1,-4,-4.0,0,lamichael-james-1
Darius Jennings,2011-09-03,1,Virginia,,William & Mary,W,1,27,27.0,0,darius-jennings-1
Christion Jones,2011-09-03,1,Alabama,,Kent State,W,1,18,18.0,0,christion-jones-1
Marvin Jones,2011-09-03,1,California,N,Fresno State,W,2,0,0.0,0,marvin-jones-1
Ronald Jones,2011-09-03,1,Pittsburgh,,Buffalo,W,4,52,13.0,0,ronald-jones-3
Jonathan Krause,2011-09-03,1,Vanderbilt,,Elon,W,1,4,4.0,0,jonathan-krause-1
Tracy Lampley,2011-09-03,1,Southern Mississippi,,Louisiana Tech,W,4,41,10.3,0,tracy-lampley-1
Marlin Lane Jr.,2011-09-03,1,Tennessee,,Montana,W,4,23,5.8,0,marlin-lane-jr-1
Ryan Lankford,2011-09-03,1,Illinois,,Arkansas State,W,1,-2,-2.0,0,ryan-lankford-1
Josh Lenz,2011-09-03,1,Iowa State,,Northern Iowa,W,3,11,3.7,0,josh-lenz-1
Lance Lewis,2011-09-03,1,East Carolina,N,South Carolina,L,1,0,0.0,0,lance-lewis-1
Tyler Lockett,2011-09-03,1,Kansas State,,Eastern Kentucky,W,2,13,6.5,0,tyler-lockett-1
Charles Lovett,2011-09-03,1,Colorado State,@,New Mexico,W,1,12,12.0,0,charles-lovett-1
Tyler Mason,2011-09-03,1,Middle Tennessee State,@,Purdue,L,1,28,28.0,0,tyler-mason-1
Tyrann Mathieu,2011-09-03,1,Louisiana State,N,Oregon,W,3,26,8.7,0,tyrann-mathieu-1
Marquis Maze,2011-09-03,1,Alabama,,Kent State,W,8,96,12.0,0,marquis-maze-1
Chris McNeill,2011-09-03,1,Wyoming,,Weber State,W,1,3,3.0,0,chris-mcneill-1
Malcolm Mitchell,2011-09-03,1,Georgia,,Boise State,L,1,-1,-1.0,0,malcolm-mitchell-2
Terrence Mitchell,2011-09-03,1,South Florida,@,Notre Dame,W,1,34,34.0,0,terrence-mitchell-1
T.J. Moe,2011-09-03,1,Missouri,,Miami (OH),W,2,30,15.0,0,tj-moe-1
Richard Morrison,2011-09-03,1,Arizona,,Northern Arizona,W,2,15,7.5,0,richard-morrison-1
Derek Moye,2011-09-03,1,Penn State,,Indiana State,W,1,4,4.0,0,derek-moye-1
Dre Muhammad,2011-09-03,1,Indiana,N,Ball State,L,1,-1,-1.0,0,dre-muhammad-1
Gary Myers,2011-09-03,1,Navy,,Delaware,W,1,16,16.0,0,gary-myers-1
Travaun Nixon,2011-09-03,1,Texas-El Paso,,Stony Brook,W,1,9,9.0,0,travaun-nixon-1
Larry Parker,2011-09-03,1,San Diego State,,Cal Poly,W,2,17,8.5,0,larry-parker-1
Solomon Patton,2011-09-03,1,Florida,,Florida Atlantic,W,1,28,28.0,0,solomon-patton-1
Chris Potter,2011-09-03,1,Boise State,@,Georgia,W,3,55,18.3,0,chris-potter-1
Jordan Poyer,2011-09-03,1,Oregon State,,Sacramento State,L,1,1,1.0,0,jordan-poyer-1
A.J. Price,2011-09-03,1,Akron,@,Ohio State,L,2,8,4.0,0,aj-price-1
Trovon Reed,2011-09-03,1,Auburn,,Utah State,W,2,13,6.5,0,trovon-reed-1
Greg Reid,2011-09-03,1,Florida State,,Louisiana-Monroe,W,4,71,17.8,0,greg-reid-1
Theo Riddick,2011-09-03,1,Notre Dame,,South Florida,L,2,-2,-1.0,0,theo-riddick-1
Cody Riggs,2011-09-03,1,Florida,,Florida Atlantic,W,1,0,0.0,0,cody-riggs-1
Nickell Robey,2011-09-03,1,Southern California,,Minnesota,W,2,19,9.5,0,nickell-robey-1
Josh Robinson,2011-09-03,1,Central Florida,,Charleston Southern,W,3,-4,-1.3,0,josh-robinson-1
Eric Russell,2011-09-03,1,Middle Tennessee State,@,Purdue,L,2,14,7.0,0,eric-russell-1
Brandon Rutley,2011-09-03,1,San Jose State,@,Stanford,L,1,8,8.0,0,brandon-rutley-1
Ace Sanders,2011-09-03,1,South Carolina,N,East Carolina,W,1,68,68.0,1,ace-sanders-1
Jeff Scott,2011-09-03,1,Mississippi,,Brigham Young,L,1,44,44.0,0,jeff-scott-2
Jaxon Shipley,2011-09-03,1,Texas,,Rice,W,1,0,0.0,0,jaxon-shipley-1
Branden Smith,2011-09-03,1,Georgia,,Boise State,L,1,5,5.0,0,branden-smith-1
Devin Smith,2011-09-03,1,Ohio State,,Akron,W,1,3,3.0,0,devin-smith-2
Devon Smith,2011-09-03,1,Penn State,,Indiana State,W,2,11,5.5,0,devon-smith-1
Josh Stewart,2011-09-03,1,Oklahoma State,,Louisiana,W,1,-3,-3.0,0,josh-stewart-1
Derrick Strozier,2011-09-03,1,Tulane,,Southeastern Louisiana,W,2,49,24.5,0,derrick-strozier-1
Darryl Surgent,2011-09-03,1,Louisiana,@,Oklahoma State,L,1,31,31.0,0,darryl-surgent-1
Bobby Swigert,2011-09-03,1,Boston College,,Northwestern,L,2,3,1.5,0,bobby-swigert-1
Dominique Terrell,2011-09-03,1,Virginia,,William & Mary,W,2,17,8.5,0,dominique-terrell-1
Drew Terrell,2011-09-03,1,Stanford,,San Jose State,W,3,61,20.3,0,drew-terrell-1
Momo Thomas,2011-09-03,1,Colorado State,@,New Mexico,W,2,23,11.5,0,momo-thomas-1
Marquel Wade,2011-09-03,1,Arkansas,,Missouri State,W,2,14,7.0,0,marquel-wade-1
Jimmie Ward,2011-09-03,1,Northern Illinois,,Army,W,1,9,9.0,0,jimmie-ward-1
Sammy Watkins,2011-09-03,1,Clemson,,Troy,W,1,12,12.0,0,sammy-watkins-1
Xavier Webb,2011-09-03,1,Rice,@,Texas,L,3,12,4.0,0,xavier-webb-1
Deandrew White,2011-09-03,1,Alabama,,Kent State,W,2,34,17.0,0,deandrew-white-1
Jordan White,2011-09-03,1,Western Michigan,@,Michigan,L,2,16,8.0,0,jordan-white-1
Kerwynn Williams,2011-09-03,1,Utah State,@,Auburn,L,1,10,10.0,0,kerwynn-williams-1
Nick Williams,2011-09-03,1,Connecticut,,Fordham,W,4,28,7.0,0,nick-williams-1
D.J. Woods,2011-09-03,1,Cincinnati,,Austin Peay,W,2,6,3.0,0,dj-woods-1
J.J. Worton,2011-09-03,1,Central Florida,,Charleston Southern,W,1,10,10.0,0,jj-worton-1
Devon Wylie,2011-09-03,1,Fresno State,N,California,L,3,14,4.7,0,devon-wylie-1
Austin Zouzalik,2011-09-03,1,Texas Tech,,Texas State,W,1,1,1.0,0,austin-zouzalik-1
Tavon Austin,2011-09-04,1,West Virginia,,Marshall,W,3,46,15.3,0,tavon-austin-1
Andre Booker,2011-09-04,1,Marshall,@,West Virginia,L,1,87,87.0,1,andre-booker-1
Kenric McNeal,2011-09-04,1,Texas A&M,,Southern Methodist,W,2,-3,-1.5,0,kenric-mcneal-1
Demarius Reed,2011-09-04,1,Eastern Michigan,,Howard,W,1,16,16.0,0,demarius-reed-1
Tony Logan,2011-09-05,1,Maryland,,Miami (FL),W,1,2,2.0,0,tony-logan-1
Josh Cooper,2011-09-08,2,Oklahoma State,,Arizona,W,3,17,5.7,0,josh-cooper-2
Richard Morrison,2011-09-08,2,Arizona,@,Oklahoma State,L,1,3,3.0,0,richard-morrison-1
Jamal Miles,2011-09-09,2,Arizona State,,Missouri,W,3,27,9.0,0,jamal-miles-1
Eli Rogers,2011-09-09,2,Louisville,,Florida International,L,2,4,2.0,0,eli-rogers-1
Ameer Abdullah,2011-09-10,2,Nebraska,,Fresno State,W,1,17,17.0,0,ameer-abdullah-1
Joe Adams,2011-09-10,2,Arkansas,,New Mexico,W,1,-1,-1.0,0,joe-adams-1
Eric Adeyemi,2011-09-10,2,Kent State,,Louisiana,L,2,11,5.5,0,eric-adeyemi-2
Kamalani Alo,2011-09-10,2,Hawaii,@,Washington,L,1,5,5.0,0,kamalani-alo-1
Robert Arnheim,2011-09-10,2,Western Michigan,,Nicholls State,W,2,-5,-2.5,0,robert-arnheim-1
Tavon Austin,2011-09-10,2,West Virginia,,Norfolk State,W,3,86,28.7,0,tavon-austin-1
Kama Bailey,2011-09-10,2,Idaho,,North Dakota,W,4,37,9.3,0,kama-bailey-1
Johnthan Banks,2011-09-10,2,Mississippi State,@,Auburn,L,1,22,22.0,0,johnthan-banks-1
Lovante Battle,2011-09-10,2,Virginia,@,Indiana,W,1,0,0.0,0,lovante-battle-1
Cole Beasley,2011-09-10,2,Southern Methodist,,Texas-El Paso,W,1,0,0.0,0,cole-beasley-1
Odell Beckham Jr.,2011-09-10,2,Louisiana State,,Northwestern State,W,1,0,0.0,0,odell-beckham-jr-1
Andre Booker,2011-09-10,2,Marshall,,Southern Mississippi,W,1,0,0.0,0,andre-booker-1
Lavon Brazill,2011-09-10,2,Ohio,,Gardner-Webb,W,4,26,6.5,0,lavon-brazill-1
Kent Brooks,2011-09-10,2,Houston,@,North Texas,W,1,0,0.0,0,kent-brooks-1
Leon Brooks,2011-09-10,2,Washington State,,Nevada-Las Vegas,W,4,24,6.0,0,leon-brooks-1
Justin Brown,2011-09-10,2,Penn State,,Alabama,L,2,24,12.0,0,justin-brown-1
Matt Brown,2011-09-10,2,Temple,@,Akron,W,2,21,10.5,0,matt-brown-1
Randall Burden,2011-09-10,2,Kentucky,,Central Michigan,W,1,11,11.0,0,randall-burden-1
Lee Butler,2011-09-10,2,Duke,,Stanford,L,1,17,17.0,0,lee-butler-1
Tyler Cain,2011-09-10,2,Louisiana-Monroe,,Grambling State,W,3,4,1.3,0,tyler-cain-1
Bryce Callahan,2011-09-10,2,Rice,,Purdue,W,2,15,7.5,0,bryce-callahan-1
Brelan Chancellor,2011-09-10,2,North Texas,,Houston,L,1,-3,-3.0,0,brelan-chancellor-1
Ryan Clark,2011-09-10,2,Ohio,,Gardner-Webb,W,1,15,15.0,0,ryan-clark-2
John Cole,2011-09-10,2,Vanderbilt,,Connecticut,W,3,17,5.7,0,john-cole-1
Tommy Davis,2011-09-10,2,Northern Illinois,@,Kansas,L,1,7,7.0,0,tommy-davis-2
Skye Dawson,2011-09-10,2,Texas Christian,@,Air Force,W,2,1,0.5,0,skye-dawson-1
Patrick Edwards,2011-09-10,2,Houston,@,North Texas,W,1,2,2.0,0,patrick-edwards-1
Taylor Embree,2011-09-10,2,UCLA,,San Jose State,W,3,27,9.0,0,taylor-embree-1
J.D. Falslev,2011-09-10,2,Brigham Young,@,Texas,L,1,3,3.0,0,jd-falslev-1
Chris Fields,2011-09-10,2,Ohio State,,Toledo,W,3,77,25.7,1,chris-fields-1
Dwayne Frampton,2011-09-10,2,Arkansas State,,Memphis,W,2,19,9.5,0,dwayne-frampton-1
Austin Franklin,2011-09-10,2,New Mexico State,@,Minnesota,W,1,2,2.0,0,austin-franklin-1
Jeremy Gallon,2011-09-10,2,Michigan,,Notre Dame,W,1,21,21.0,0,jeremy-gallon-1
John Goodman,2011-09-10,2,Notre Dame,@,Michigan,L,3,10,3.3,0,john-goodman-1
Waynelle Gravesande,2011-09-10,2,Purdue,@,Rice,L,4,44,11.0,0,waynelle-gravesande-1
Rashad Greene,2011-09-10,2,Florida State,,Charleston Southern,W,3,1,0.3,0,rashad-greene-1
Andrew Guillot,2011-09-10,2,Louisiana Tech,,Central Arkansas,W,1,52,52.0,0,andrew-guillot-1
Todd Harrelson,2011-09-10,2,North Carolina,,Rutgers,W,2,18,9.0,0,todd-harrelson-1
Nick Hill,2011-09-10,2,Michigan State,,Florida Atlantic,W,2,5,2.5,0,nick-hill-1
Bakari Hollier,2011-09-10,2,Memphis,@,Arkansas State,L,1,6,6.0,0,bakari-hollier-1
Mikel Hunter,2011-09-10,2,Air Force,,Texas Christian,L,1,14,14.0,0,mikel-hunter-1
Micah Hyde,2011-09-10,2,Iowa,@,Iowa State,L,1,0,0.0,0,micah-hyde-1
Josh Jackson,2011-09-10,2,Army,,San Diego State,L,2,22,11.0,0,josh-jackson-1
Lovell Jackson,2011-09-10,2,Wake Forest,,North Carolina State,W,1,5,5.0,0,lovell-jackson-1
Terrell Jackson,2011-09-10,2,Buffalo,,Stony Brook,W,3,35,11.7,0,terrell-jackson-3
McKay Jacobson,2011-09-10,2,Brigham Young,@,Texas,L,2,24,12.0,0,mckay-jacobson-1
LaMichael James,2011-09-10,2,Oregon,,Nevada,W,1,58,58.0,1,lamichael-james-1
Brodrick Jenkins,2011-09-10,2,West Virginia,,Norfolk State,W,2,12,6.0,0,brodrick-jenkins-1
Darius Jennings,2011-09-10,2,Virginia,@,Indiana,W,1,3,3.0,0,darius-jennings-1
Byron Jones,2011-09-10,2,Connecticut,@,Vanderbilt,L,1,9,9.0,1,byron-jones-2
Ronald Jones,2011-09-10,2,Pittsburgh,,Maine,W,2,13,6.5,0,ronald-jones-3
Jermaine Kelson,2011-09-10,2,Marshall,,Southern Mississippi,W,1,22,22.0,0,jermaine-kelson-1
Jonathan Krause,2011-09-10,2,Vanderbilt,,Connecticut,W,1,14,14.0,0,jonathan-krause-1
Tracy Lampley,2011-09-10,2,Southern Mississippi,@,Marshall,L,3,43,14.3,0,tracy-lampley-1
Jarvis Landry,2011-09-10,2,Louisiana State,,Northwestern State,W,1,31,31.0,0,jarvis-landry-1
Marlin Lane Jr.,2011-09-10,2,Tennessee,,Cincinnati,W,1,0,0.0,0,marlin-lane-jr-1
Ryan Lankford,2011-09-10,2,Illinois,,South Dakota State,W,5,21,4.2,0,ryan-lankford-1
Zach Laskey,2011-09-10,2,Georgia Tech,@,Middle Tennessee State,W,1,0,0.0,0,zach-laskey-1
Josh Lenz,2011-09-10,2,Iowa State,,Iowa,W,2,24,12.0,0,josh-lenz-1
Lance Lewis,2011-09-10,2,East Carolina,,Virginia Tech,L,2,-3,-1.5,0,lance-lewis-1
Deon Long,2011-09-10,2,New Mexico,@,Arkansas,L,1,5,5.0,0,deon-long-1
Venric Mark,2011-09-10,2,Northwestern,,Eastern Illinois,W,1,7,7.0,0,venric-mark-1
Keshawn Martin,2011-09-10,2,Michigan State,,Florida Atlantic,W,1,35,35.0,0,keshawn-martin-1
Tyrann Mathieu,2011-09-10,2,Louisiana State,,Northwestern State,W,1,3,3.0,0,tyrann-mathieu-1
Marquis Maze,2011-09-10,2,Alabama,@,Penn State,W,2,43,21.5,0,marquis-maze-1
Leon McFadden,2011-09-10,2,San Diego State,@,Army,W,1,9,9.0,0,leon-mcfadden-1
Chris McNeill,2011-09-10,2,Wyoming,,Texas State,W,1,-7,-7.0,0,chris-mcneill-1
Terrence Mitchell,2011-09-10,2,South Florida,,Ball State,W,3,-5,-1.7,0,terrence-mitchell-1
Eric Moats,2011-09-10,2,Utah State,,Weber State,W,2,16,8.0,0,eric-moats-1
Dre Muhammad,2011-09-10,2,Indiana,,Virginia,L,1,8,8.0,0,dre-muhammad-1
Marco Nelson,2011-09-10,2,Tulsa,@,Tulane,W,3,22,7.3,0,marco-nelson-2
Travaun Nixon,2011-09-10,2,Texas-El Paso,@,Southern Methodist,L,1,8,8.0,0,travaun-nixon-1
Eric Page,2011-09-10,2,Toledo,@,Ohio State,L,1,8,8.0,0,eric-page-1
Marlon Pollard,2011-09-10,2,Eastern Michigan,,Alabama State,W,3,32,10.7,0,marlon-pollard-1
A.J. Price,2011-09-10,2,Akron,,Temple,L,1,6,6.0,0,aj-price-1
Rueben Randle,2011-09-10,2,Louisiana State,,Northwestern State,W,1,-8,-8.0,0,rueben-randle-1
Trovon Reed,2011-09-10,2,Auburn,,Mississippi State,W,1,9,9.0,0,trovon-reed-1
Steve Rene,2011-09-10,2,Syracuse,,Rhode Island,W,3,12,4.0,0,steve-rene-1
Paul Richardson,2011-09-10,2,Colorado,,California,L,1,4,4.0,0,paul-richardson-1
Nickell Robey,2011-09-10,2,Southern California,,Utah,W,2,5,2.5,0,nickell-robey-1
Josh Robinson,2011-09-10,2,Central Florida,,Boston College,W,1,1,1.0,0,josh-robinson-1
Eric Russell,2011-09-10,2,Middle Tennessee State,,Georgia Tech,L,1,-2,-2.0,0,eric-russell-1
Brandon Rutley,2011-09-10,2,San Jose State,@,UCLA,L,1,3,3.0,0,brandon-rutley-1
Ace Sanders,2011-09-10,2,South Carolina,@,Georgia,W,1,5,5.0,0,ace-sanders-1
Jeff Scott,2011-09-10,2,Mississippi,,Southern Illinois,W,2,63,31.5,1,jeff-scott-2
Jaxon Shipley,2011-09-10,2,Texas,,Brigham Young,W,1,20,20.0,0,jaxon-shipley-1
Branden Smith,2011-09-10,2,Georgia,,South Carolina,L,2,32,16.0,0,branden-smith-1
Darryl Surgent,2011-09-10,2,Louisiana,@,Kent State,W,6,45,7.5,0,darryl-surgent-1
Bobby Swigert,2011-09-10,2,Boston College,@,Central Florida,L,1,-1,-1.0,0,bobby-swigert-1
Tim Taylor,2011-09-10,2,Louisiana-Monroe,,Grambling State,W,1,18,18.0,0,tim-taylor-1
Dominique Terrell,2011-09-10,2,Virginia,@,Indiana,W,1,2,2.0,0,dominique-terrell-1
Drew Terrell,2011-09-10,2,Stanford,@,Duke,W,1,15,15.0,0,drew-terrell-1
Momo Thomas,2011-09-10,2,Colorado State,,Northern Colorado,W,3,32,10.7,0,momo-thomas-1
Marquel Wade,2011-09-10,2,Arkansas,,New Mexico,W,3,21,7.0,0,marquel-wade-1
Trey Watts,2011-09-10,2,Tulsa,@,Tulane,W,1,24,24.0,0,trey-watts-1
Xavier Webb,2011-09-10,2,Rice,,Purdue,W,1,6,6.0,0,xavier-webb-1
Jordan White,2011-09-10,2,Western Michigan,,Nicholls State,W,2,35,17.5,0,jordan-white-1
Kishon Wilcher,2011-09-10,2,Toledo,@,Ohio State,L,1,12,12.0,0,kishon-wilcher-1
Kasen Williams,2011-09-10,2,Washington,,Hawaii,W,1,8,8.0,0,kasen-williams-1
Kerwynn Williams,2011-09-10,2,Utah State,,Weber State,W,2,53,26.5,0,kerwynn-williams-1
Nick Williams,2011-09-10,2,Connecticut,@,Vanderbilt,L,2,6,3.0,0,nick-williams-1
Cody Wilson,2011-09-10,2,Central Michigan,@,Kentucky,L,1,6,6.0,0,cody-wilson-1
Luke Wollet,2011-09-10,2,Kent State,,Louisiana,L,1,16,16.0,0,luke-wollet-1
Robert Woods,2011-09-10,2,Southern California,,Utah,W,1,17,17.0,0,robert-woods-1
Devon Wylie,2011-09-10,2,Fresno State,@,Nebraska,L,5,110,22.0,1,devon-wylie-1
Josh Lenz,2011-09-16,3,Iowa State,@,Connecticut,W,2,13,6.5,0,josh-lenz-1
Chris Potter,2011-09-16,2,Boise State,@,Toledo,W,2,10,5.0,0,chris-potter-1
Nick Williams,2011-09-16,3,Connecticut,,Iowa State,L,2,-3,-1.5,0,nick-williams-1
Jared Abbrederis,2011-09-17,3,Wisconsin,N,Northern Illinois,W,1,1,1.0,0,jared-abbrederis-1
Ameer Abdullah,2011-09-17,3,Nebraska,,Washington,W,2,8,4.0,0,ameer-abdullah-1
Joe Adams,2011-09-17,3,Arkansas,,Troy,W,2,3,1.5,0,joe-adams-1
Devin Aguilar,2011-09-17,3,Washington,@,Nebraska,L,1,10,10.0,0,devin-aguilar-1
Justin Albert,2011-09-17,2,Troy,@,Arkansas,L,2,14,7.0,0,justin-albert-1
Antonio Andrews,2011-09-17,3,Western Kentucky,,Indiana State,L,2,9,4.5,0,antonio-andrews-1
Robert Arnheim,2011-09-17,3,Western Michigan,,Central Michigan,W,1,5,5.0,0,robert-arnheim-1
Drew Astorino,2011-09-17,3,Penn State,@,Temple,W,1,3,3.0,0,drew-astorino-1
Ryan Balentine,2011-09-17,3,Southern Mississippi,,Southeastern Louisiana,W,1,3,3.0,0,ryan-balentine-1
Kemonte Bateman,2011-09-17,3,New Mexico State,,Texas-El Paso,L,1,1,1.0,0,kemonte-bateman-1
Cole Beasley,2011-09-17,3,Southern Methodist,,Northwestern State,W,1,10,10.0,0,cole-beasley-1
Travis Benjamin,2011-09-17,2,Miami (FL),,Ohio State,W,1,24,24.0,0,travis-benjamin-1
Duane Bennett,2011-09-17,3,Minnesota,,Miami (OH),W,1,30,30.0,1,duane-bennett-1
Michael Bennett,2011-09-17,3,Georgia,,Coastal Carolina,W,1,5,5.0,0,michael-bennett-4
Lavon Brazill,2011-09-17,3,Ohio,,Marshall,W,2,12,6.0,0,lavon-brazill-1
Justin Brown,2011-09-17,3,Penn State,@,Temple,W,2,3,1.5,0,justin-brown-1
Matt Brown,2011-09-17,3,Temple,,Penn State,L,1,12,12.0,0,matt-brown-1
Ryan Broyles,2011-09-17,2,Oklahoma,@,Florida State,W,2,7,3.5,0,ryan-broyles-1
Randall Burden,2011-09-17,3,Kentucky,,Louisville,L,1,0,0.0,0,randall-burden-1
Rex Burkhead,2011-09-17,3,Nebraska,,Washington,W,1,19,19.0,0,rex-burkhead-1
Lee Butler,2011-09-17,3,Duke,@,Boston College,W,2,2,1.0,0,lee-butler-1
Tyler Cain,2011-09-17,3,Louisiana-Monroe,@,Texas Christian,L,2,6,3.0,0,tyler-cain-1
Brandon Carter,2011-09-17,3,Texas Christian,,Louisiana-Monroe,W,3,24,8.0,0,brandon-carter-3
Eugene Cooper,2011-09-17,3,Bowling Green State,,Wyoming,L,4,7,1.8,0,eugene-cooper-1
Andre Davis,2011-09-17,3,South Florida,,Florida A&M,W,1,30,30.0,1,andre-davis-4
Drew Dileo,2011-09-17,3,Michigan,,Eastern Michigan,W,1,0,0.0,0,drew-dileo-1
