Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
David Piland,2013-08-30,1,Houston,N,Southern,W,15,23,65.2,148,1,0,133.6,david-piland-1
Angel Santiago,2013-08-30,1,Army,,Morgan State,W,4,8,50.0,101,1,0,197.3,angel-santiago-1
Zach Terrell,2013-08-30,1,Western Michigan,@,Michigan State,L,12,28,42.9,120,2,1,95.3,zach-terrell-1
Tyler Van Tubbergen,2013-08-30,1,Western Michigan,@,Michigan State,L,6,20,30.0,73,0,2,40.7,tyler-van-tubbergen-1
Jake Waters,2013-08-30,1,Kansas State,,North Dakota State,L,21,29,72.4,280,2,2,162.5,jake-waters-1
Ryan Williams,2013-08-30,1,Miami (FL),,Florida Atlantic,W,3,4,75.0,40,0,0,159.0,ryan-williams-7
Brandon Allen,2013-08-31,1,Arkansas,,Louisiana,W,15,22,68.2,230,3,0,201.0,brandon-allen-2
Drew Allen,2013-08-31,1,Syracuse,N,Penn State,L,16,37,43.2,189,0,2,75.3,drew-allen-2
Deon Anthony,2013-08-31,1,Troy,,Alabama-Birmingham,W,0,1,0.0,0,0,0,0.0,deon-anthony-1
Tyler Arndt,2013-08-31,1,Texas State,@,Southern Mississippi,W,13,18,72.2,111,0,0,124.0,tyler-arndt-1
David Ash,2013-08-31,1,Texas,,New Mexico State,W,20,28,71.4,343,4,2,207.2,david-ash-1
Jaleel Awini,2013-08-31,1,Air Force,,Colgate,W,2,3,66.7,26,0,0,139.5,jaleel-awini-1
Blake Bell,2013-08-31,1,Oklahoma,,Louisiana-Monroe,W,3,5,60.0,38,0,0,123.8,blake-bell-1
Tyler Benz,2013-08-31,1,Eastern Michigan,,Howard,W,19,26,73.1,210,2,1,158.6,tyler-benz-1
Corbin Berkstresser,2013-08-31,1,Missouri,,Murray State,W,0,1,0.0,0,0,0,0.0,corbin-berkstresser-1
Anthony Boone,2013-08-31,1,Duke,,North Carolina Central,W,16,20,80.0,176,0,0,153.9,anthony-boone-1
Austin Boucher,2013-08-31,1,Miami (OH),@,Marshall,L,10,22,45.5,165,1,1,114.4,austin-boucher-1
Tajh Boyd,2013-08-31,1,Clemson,,Georgia,W,18,30,60.0,270,3,0,168.6,tajh-boyd-1
Trevone Boykin,2013-08-31,1,Texas Christian,N,Louisiana State,L,6,12,50.0,70,0,0,99.0,trevone-boykin-1
Allan Bridgford,2013-08-31,1,Southern Mississippi,,Texas State,L,28,53,52.8,377,1,2,111.3,allan-bridgford-1
Terrance Broadway,2013-08-31,1,Louisiana,@,Arkansas,L,15,28,53.6,171,1,1,109.5,terrance-broadway-2
Austin Brown,2013-08-31,1,Alabama-Birmingham,@,Troy,L,19,29,65.5,301,3,0,186.8,austin-brown-2
C.J. Brown,2013-08-31,1,Maryland,,Florida International,W,20,23,87.0,281,3,0,232.6,cj-brown-1
Kolton Browning,2013-08-31,1,Louisiana-Monroe,@,Oklahoma,L,20,39,51.3,128,0,1,73.7,kolton-browning-1
Phillip Butterfield,2013-08-31,1,Arkansas State,,Arkansas-Pine Bluff,W,1,1,100.0,14,0,0,217.6,phillip-butterfield-1
Shane Carden,2013-08-31,1,East Carolina,,Old Dominion,W,46,54,85.2,447,5,0,185.3,shane-carden-1
Rakeem Cato,2013-08-31,1,Marshall,,Miami (OH),W,22,34,64.7,253,5,0,175.7,rakeem-cato-1
Chad Chalich,2013-08-31,1,Idaho,@,North Texas,L,19,27,70.4,230,1,0,154.1,chad-chalich-1
Clint Chelf,2013-08-31,1,Oklahoma State,N,Mississippi State,W,3,6,50.0,11,0,0,65.4,clint-chelf-1
Kain Colter,2013-08-31,1,Northwestern,@,California,W,1,1,100.0,23,0,0,293.2,kain-colter-1
Devin Combs,2013-08-31,1,Nevada,@,UCLA,L,2,3,66.7,18,0,0,117.1,devin-combs-1
Brandon Connette,2013-08-31,1,Duke,,North Carolina Central,W,5,8,62.5,55,2,1,177.8,brandon-connette-1
Adam Dingwell,2013-08-31,1,San Diego State,,Eastern Illinois,L,27,63,42.9,318,0,4,72.6,adam-dingwell-1
Brandon Doughty,2013-08-31,1,Western Kentucky,N,Kentucky,W,27,34,79.4,271,1,0,156.1,brandon-doughty-1
A.J. Doyle,2013-08-31,1,Massachusetts,@,Wisconsin,L,5,7,71.4,39,0,0,118.2,aj-doyle-1
Jeff Driskel,2013-08-31,1,Florida,,Toledo,W,17,22,77.3,153,1,0,150.7,jeff-driskel-1
Bobby Eveld,2013-08-31,1,South Florida,,McNeese State,L,10,20,50.0,137,2,0,140.5,bobby-eveld-1
Cody Fajardo,2013-08-31,1,Nevada,@,UCLA,L,19,32,59.4,164,0,0,102.4,cody-fajardo-1
Tyler Ferguson,2013-08-31,1,Penn State,N,Syracuse,W,1,1,100.0,18,0,0,251.2,tyler-ferguson-1
Matt Floyd,2013-08-31,1,South Florida,,McNeese State,L,9,20,45.0,72,0,2,55.2,matt-floyd-1
James Franklin,2013-08-31,1,Missouri,,Murray State,W,26,38,68.4,318,3,0,164.8,james-franklin-1
Blake Frohnapfel,2013-08-31,1,Marshall,,Miami (OH),W,2,3,66.7,34,0,1,95.2,blake-frohnapfel-1
Devin Gardner,2013-08-31,1,Michigan,,Central Michigan,W,10,15,66.7,162,1,2,152.7,devin-gardner-1
Cole Gautsche,2013-08-31,1,New Mexico,,Texas-San Antonio,L,4,12,33.3,65,1,0,106.3,cole-gautsche-1
Austin Gearing,2013-08-31,1,Miami (OH),@,Marshall,L,0,1,0.0,0,0,0,0.0,austin-gearing-1
Jared Goff,2013-08-31,1,California,,Northwestern,L,39,64,60.9,450,2,3,120.9,jared-goff-1
Kenny Guiton,2013-08-31,1,Ohio State,,Buffalo,W,1,1,100.0,21,1,0,606.4,kenny-guiton-1
Brooks Haack,2013-08-31,1,Louisiana,@,Arkansas,L,2,3,66.7,18,0,0,117.1,brooks-haack-1
Christian Hackenberg,2013-08-31,1,Penn State,N,Syracuse,W,22,31,71.0,278,2,2,154.7,christian-hackenberg-1
Connor Halliday,2013-08-31,1,Washington State,@,Auburn,L,35,65,53.8,344,1,3,94.1,connor-halliday-1
Grant Hedrick,2013-08-31,1,Boise State,@,Washington,L,4,6,66.7,23,0,0,98.9,grant-hedrick-1
Andrew Hendrix,2013-08-31,1,Notre Dame,,Temple,W,1,4,25.0,9,0,0,43.9,andrew-hendrix-1
Rob Henry,2013-08-31,1,Purdue,@,Cincinnati,L,18,35,51.4,161,0,2,78.6,rob-henry-1
Taysom Hill,2013-08-31,1,Brigham Young,@,Virginia,L,13,40,32.5,175,1,1,72.5,taysom-hill-1
E.J. Hilliard,2013-08-31,1,Florida International,@,Maryland,L,5,7,71.4,54,0,1,107.7,ej-hilliard-1
Bart Houston,2013-08-31,1,Wisconsin,,Massachusetts,W,1,1,100.0,8,0,0,167.2,bart-houston-1
Brett Hundley,2013-08-31,1,UCLA,,Nevada,W,22,33,66.7,274,2,0,156.4,brett-hundley-1
Driphus Jackson,2013-08-31,1,Rice,@,Texas A&M,L,3,7,42.9,23,0,0,70.5,driphus-jackson-1
Matt Joeckel,2013-08-31,1,Texas A&M,,Rice,W,14,19,73.7,190,1,0,175.1,matt-joeckel-1
Cody Kater,2013-08-31,1,Central Michigan,@,Michigan,L,2,6,33.3,13,0,0,51.5,cody-kater-1
Brendon Kay,2013-08-31,1,Cincinnati,,Purdue,W,4,5,80.0,59,0,0,179.1,brendon-kay-1
Adam Kennedy,2013-08-31,1,Arkansas State,,Arkansas-Pine Bluff,W,9,12,75.0,149,1,0,206.8,adam-kennedy-3
Trevor Knight,2013-08-31,1,Oklahoma,,Louisiana-Monroe,W,11,28,39.3,86,3,1,93.3,trevor-knight-1
Vad Lee,2013-08-31,1,Georgia Tech,,Elon,W,7,11,63.6,189,2,0,268.0,vad-lee-1
Munchie Legaux,2013-08-31,1,Cincinnati,,Purdue,W,13,20,65.0,145,1,2,122.4,munchie-legaux-1
Joe Licata,2013-08-31,1,Buffalo,@,Ohio State,L,19,32,59.4,185,2,1,122.3,joe-licata-1
Jeff Lockie,2013-08-31,1,Oregon,,Nicholls State,W,1,3,33.3,8,0,0,55.7,jeff-lockie-1
Jordan Lynch,2013-08-31,1,Northern Illinois,@,Iowa,W,25,41,61.0,275,3,0,141.5,jordan-lynch-1
Sean Mannion,2013-08-31,1,Oregon State,,Eastern Washington,L,37,43,86.0,422,3,0,191.5,sean-mannion-1
Johnny Manziel,2013-08-31,1,Texas A&M,,Rice,W,6,8,75.0,94,3,0,297.5,johnny-manziel-1
Marcus Mariota,2013-08-31,1,Oregon,,Nicholls State,W,12,21,57.1,234,1,0,166.5,marcus-mariota-1
Nick Marshall,2013-08-31,1,Auburn,,Washington State,W,10,19,52.6,99,0,0,96.4,nick-marshall-2
Taylor Martinez,2013-08-31,1,Nebraska,,Wyoming,W,17,22,77.3,155,3,1,172.4,taylor-martinez-1
Maty Mauk,2013-08-31,1,Missouri,,Murray State,W,2,3,66.7,18,0,0,117.1,maty-mauk-1
Joshua McCain,2013-08-31,1,Idaho,@,North Texas,L,0,1,0.0,0,0,0,0.0,joshua-mccain-1
A.J. McCarron,2013-08-31,1,Alabama,N,Virginia Tech,W,10,23,43.5,110,1,1,89.3,aj-mccarron-1
Case McCoy,2013-08-31,1,Texas,,New Mexico State,W,2,2,100.0,13,0,0,154.6,case-mccoy-1
Andrew McDonald,2013-08-31,1,New Mexico State,@,Texas,L,32,46,69.6,242,1,1,116.6,andrew-mcdonald-2
Taylor McHargue,2013-08-31,1,Rice,@,Texas A&M,L,18,29,62.1,180,2,2,123.2,taylor-mchargue-1
Andrew McNulty,2013-08-31,1,North Texas,,Idaho,W,0,1,0.0,0,0,1,-200.0,andrew-mcnulty-1
Jake Medlock,2013-08-31,1,Florida International,@,Maryland,L,5,15,33.3,26,0,0,47.9,jake-medlock-1
Zach Mettenberger,2013-08-31,1,Louisiana State,N,Texas Christian,W,16,32,50.0,251,1,0,126.2,zach-mettenberger-1
Paul Millard,2013-08-31,1,West Virginia,,William & Mary,W,19,25,76.0,237,1,0,168.8,paul-millard-1
Braxton Miller,2013-08-31,1,Ohio State,,Buffalo,W,15,22,68.2,178,2,1,157.1,braxton-miller-1
Brandon Mitchell,2013-08-31,1,North Carolina State,,Louisiana Tech,W,3,3,100.0,93,0,0,360.4,brandon-mitchell-4
Clayton Mitchem,2013-08-31,1,New Mexico,,Texas-San Antonio,L,2,5,40.0,19,0,0,71.9,clayton-mitchem-1
Jordan Moore,2013-08-31,1,Texas State,@,Southern Mississippi,W,1,3,33.3,23,1,0,207.7,jordan-moore-2
Shane Morris,2013-08-31,1,Michigan,,Central Michigan,W,4,6,66.7,59,0,1,115.9,shane-morris-1
Aaron Murray,2013-08-31,1,Georgia,@,Clemson,L,20,29,69.0,323,0,1,155.6,aaron-murray-1
Jerry Neuheisel,2013-08-31,1,UCLA,,Nevada,W,2,2,100.0,28,0,0,217.6,jerry-neuheisel-1
Alex Niznak,2013-08-31,1,Central Michigan,@,Michigan,L,11,22,50.0,131,0,1,90.9,alex-niznak-1
Trey Norman,2013-08-31,1,Wyoming,@,Nebraska,L,0,1,0.0,0,0,1,-200.0,trey-norman-1
Reilly O'Toole,2013-08-31,1,Illinois,,Southern Illinois,W,1,1,100.0,-1,0,0,91.6,reilly-otoole-1
Terrance Owens,2013-08-31,1,Toledo,@,Florida,L,17,38,44.7,155,0,1,73.7,terrance-owens-1
Casey Pachall,2013-08-31,1,Texas Christian,N,Louisiana State,L,9,16,56.3,75,0,1,83.1,casey-pachall-1
Kale Pearson,2013-08-31,1,Air Force,,Colgate,W,5,8,62.5,46,0,0,110.8,kale-pearson-1
Jonathan Perry,2013-08-31,1,Alabama-Birmingham,@,Troy,L,2,6,33.3,38,0,0,86.5,jonathan-perry-1
Nathan Peterman,2013-08-31,1,Tennessee,,Austin Peay,W,4,8,50.0,28,0,0,79.4,nathan-peterman-1
Bryce Petty,2013-08-31,1,Baylor,,Wofford,W,19,24,79.2,312,2,0,215.9,bryce-petty-1
Dak Prescott,2013-08-31,1,Mississippi State,N,Oklahoma State,L,7,17,41.2,89,0,1,73.4,dak-prescott-1
Keith Price,2013-08-31,1,Washington,,Boise State,W,23,31,74.2,324,2,1,176.8,keith-price-1
Tommy Rees,2013-08-31,1,Notre Dame,,Temple,W,16,23,69.6,346,3,0,239.0,tommy-rees-1
Connor Reilly,2013-08-31,1,Temple,@,Notre Dame,L,23,46,50.0,228,0,0,91.6,connor-reilly-1
Chase Rettig,2013-08-31,1,Boston College,,Villanova,W,23,30,76.7,285,2,0,178.5,chase-rettig-1
Sam B. Richardson,2013-08-31,1,Iowa State,,Northern Iowa,L,22,32,68.8,242,2,0,152.9,sam-b-richardson-1
Corey Robinson,2013-08-31,1,Troy,,Alabama-Birmingham,W,30,32,93.8,319,1,0,187.8,corey-robinson-1
Jake Rodrigues,2013-08-31,1,Oregon,,Nicholls State,W,2,2,100.0,30,1,0,391.0,jake-rodrigues-1
Caleb Rowe,2013-08-31,1,Maryland,,Florida International,W,5,6,83.3,44,0,0,144.9,caleb-rowe-1
Jake Rudock,2013-08-31,1,Iowa,,Northern Illinois,L,21,37,56.8,256,1,2,113.0,jake-rudock-1
Ezell Ruffin,2013-08-31,1,San Diego State,,Eastern Illinois,L,0,1,0.0,0,0,0,0.0,ezell-ruffin-1
Seth Russell,2013-08-31,1,Baylor,,Wofford,W,4,4,100.0,99,1,0,390.4,seth-russell-1
Tyler Russell,2013-08-31,1,Mississippi State,N,Oklahoma State,L,10,16,62.5,133,0,1,119.8,tyler-russell-1
Nathan Scheelhaase,2013-08-31,1,Illinois,,Southern Illinois,W,28,36,77.8,416,2,1,187.6,nathan-scheelhaase-1
Trevor Siemian,2013-08-31,1,Northwestern,@,California,W,18,29,62.1,276,1,2,139.6,trevor-siemian-1
Blake Sims,2013-08-31,1,Alabama,N,Virginia Tech,W,0,1,0.0,0,0,0,0.0,blake-sims-2
Brett Smith,2013-08-31,1,Wyoming,@,Nebraska,L,29,43,67.4,383,4,1,168.3,brett-smith-1
Maxwell Smith,2013-08-31,1,Kentucky,N,Western Kentucky,L,8,13,61.5,125,1,0,167.7,maxwell-smith-1
Joe Southwick,2013-08-31,1,Boise State,@,Washington,L,25,40,62.5,152,0,1,89.4,joe-southwick-1
Eric Soza,2013-08-31,1,Texas-San Antonio,@,New Mexico,W,21,34,61.8,237,2,0,139.7,eric-soza-1
Joel Stave,2013-08-31,1,Wisconsin,,Massachusetts,W,9,17,52.9,197,2,1,177.3,joel-stave-1
Josh Taylor,2013-08-31,1,North Carolina State,,Louisiana Tech,W,0,1,0.0,0,0,0,0.0,josh-taylor-3
Logan Thomas,2013-08-31,1,Virginia Tech,N,Alabama,L,5,26,19.2,59,0,1,30.6,logan-thomas-1
Pete Thomas,2013-08-31,1,North Carolina State,,Louisiana Tech,W,15,27,55.6,212,0,1,114.1,pete-thomas-1
Derek Thompson,2013-08-31,1,North Texas,,Idaho,W,23,27,85.2,349,2,0,218.2,derek-thompson-1
Clint Trickett,2013-08-31,1,West Virginia,,William & Mary,W,0,2,0.0,0,0,0,0.0,clint-trickett-2
Jonathan Wallace,2013-08-31,1,Auburn,,Washington State,W,0,1,0.0,0,0,0,0.0,jonathan-wallace-1
J.W. Walsh,2013-08-31,1,Oklahoma State,N,Mississippi State,W,18,27,66.7,135,0,0,108.7,jw-walsh-1
David Watford,2013-08-31,1,Virginia,,Brigham Young,W,18,32,56.3,114,1,1,90.2,david-watford-1
Mike Wegzyn,2013-08-31,1,Massachusetts,@,Wisconsin,L,9,23,39.1,73,0,1,57.1,mike-wegzyn-1
Jalen Whitlow,2013-08-31,1,Kentucky,N,Western Kentucky,L,10,15,66.7,78,0,0,110.3,jalen-whitlow-1
Dajon Williams,2013-08-31,1,North Texas,,Idaho,W,5,6,83.3,55,0,0,160.3,dajon-williams-1
Justin Worley,2013-08-31,1,Tennessee,,Austin Peay,W,11,13,84.6,104,3,0,228.0,justin-worley-1
Scotty Young,2013-08-31,1,Louisiana Tech,@,North Carolina State,L,15,27,55.6,178,0,0,110.9,scotty-young-1
Teddy Bridgewater,2013-09-01,1,Louisville,,Ohio,W,23,28,82.1,355,5,1,240.4,teddy-bridgewater-1
Will Gardner,2013-09-01,1,Louisville,,Ohio,W,2,3,66.7,61,1,0,347.5,will-gardner-1
Garrett Grayson,2013-09-01,1,Colorado State,N,Colorado,L,22,39,56.4,201,0,0,99.7,garrett-grayson-1
Tyler Tettleton,2013-09-01,1,Ohio,@,Louisville,L,11,23,47.8,140,0,0,99.0,tyler-tettleton-1
Derrius Vick,2013-09-01,1,Ohio,@,Louisville,L,4,8,50.0,52,0,1,79.6,derrius-vick-1
Connor Wood,2013-09-01,1,Colorado,N,Colorado State,W,33,46,71.7,400,3,0,166.3,connor-wood-1
Jacob Coker,2013-09-02,1,Florida State,@,Pittsburgh,W,2,2,100.0,21,0,0,188.2,jacob-coker-1
Tom Savage,2013-09-02,1,Pittsburgh,,Florida State,L,15,28,53.6,201,1,2,111.4,tom-savage-1
Jameis Winston,2013-09-02,1,Florida State,@,Pittsburgh,W,25,27,92.6,356,4,0,252.2,jameis-winston-1
Mike Bercovici,2013-09-05,1,Arizona State,,Sacramento State,W,1,1,100.0,-5,0,0,58.0,mike-bercovici-1
Shane Carden,2013-09-05,2,East Carolina,,Florida Atlantic,W,17,25,68.0,191,2,0,158.6,shane-carden-1
Michael Eubank,2013-09-05,1,Arizona State,,Sacramento State,W,3,4,75.0,70,0,0,222.0,michael-eubank-1
Greg Hankerson,2013-09-05,2,Florida Atlantic,@,East Carolina,L,14,26,53.8,116,1,1,96.3,greg-hankerson-1
Jaquez Johnson,2013-09-05,2,Florida Atlantic,@,East Carolina,L,9,14,64.3,62,0,1,87.2,jaquez-johnson-1
Cody Keith,2013-09-05,2,East Carolina,,Florida Atlantic,W,3,5,60.0,11,0,0,78.5,cody-keith-1
Taylor Kelly,2013-09-05,1,Arizona State,,Sacramento State,W,23,31,74.2,300,5,0,208.7,taylor-kelly-1
Blake Bortles,2013-09-06,2,Central Florida,@,Florida International,W,12,19,63.2,214,1,0,175.1,blake-bortles-1
E.J. Hilliard,2013-09-06,2,Florida International,,Central Florida,L,3,3,100.0,14,0,0,139.2,ej-hilliard-1
Justin Holman,2013-09-06,2,Central Florida,@,Florida International,W,2,2,100.0,11,0,0,146.2,justin-holman-1
Jake Medlock,2013-09-06,2,Florida International,,Central Florida,L,16,25,64.0,128,0,0,107.0,jake-medlock-1
Tanner Price,2013-09-06,2,Wake Forest,@,Boston College,L,18,30,60.0,191,1,1,117.8,tanner-price-1
Chase Rettig,2013-09-06,2,Boston College,,Wake Forest,W,7,14,50.0,123,2,1,156.7,chase-rettig-1
Brandon Allen,2013-09-07,1,Arkansas,N,Samford,W,9,17,52.9,125,2,0,153.5,brandon-allen-2
Drew Allen,2013-09-07,2,Syracuse,@,Northwestern,L,27,41,65.9,279,1,4,111.6,drew-allen-2
Deon Anthony,2013-09-07,1,Troy,,Savannah State,W,5,6,83.3,36,0,0,133.7,deon-anthony-1
Tyler Arndt,2013-09-07,1,Texas State,,Prairie View A&M,W,14,21,66.7,147,0,0,125.5,tyler-arndt-1
David Ash,2013-09-07,2,Texas,@,Brigham Young,L,19,34,55.9,251,2,0,137.3,david-ash-1
Jaleel Awini,2013-09-07,2,Air Force,,Utah State,L,4,12,33.3,61,0,0,76.0,jaleel-awini-1
Taylor Barnhill,2013-09-07,2,Nevada-Las Vegas,,Arizona,L,0,1,0.0,0,0,0,0.0,taylor-barnhill-1
Blake Bell,2013-09-07,2,Oklahoma,,West Virginia,W,0,1,0.0,0,0,0,0.0,blake-bell-1
Ronnie Bell,2013-09-07,0,Georgia State,,Chattanooga,L,9,22,40.9,70,0,0,67.6,ronnie-bell-1
Steven Bench,2013-09-07,2,South Florida,@,Michigan State,L,0,1,0.0,0,0,0,0.0,steven-bench-2
Tyler Benz,2013-09-07,2,Eastern Michigan,@,Penn State,L,17,26,65.4,115,0,0,102.5,tyler-benz-1
A.J. Blue,2013-09-07,2,North Carolina,,Middle Tennessee State,W,1,1,100.0,23,0,0,293.2,aj-blue-1
Anthony Boone,2013-09-07,2,Duke,@,Memphis,W,11,16,68.8,99,0,1,108.2,anthony-boone-1
Austin Boucher,2013-09-07,2,Miami (OH),@,Kentucky,L,4,14,28.6,23,0,0,42.4,austin-boucher-1
Tajh Boyd,2013-09-07,1,Clemson,,South Carolina State,W,14,23,60.9,169,0,0,122.6,tajh-boyd-1
Trevone Boykin,2013-09-07,1,Texas Christian,,Southeastern Louisiana,W,9,13,69.2,133,2,0,205.9,trevone-boykin-1
Brandon Bridge,2013-09-07,2,South Alabama,@,Tulane,W,1,2,50.0,7,0,0,79.4,brandon-bridge-1
Teddy Bridgewater,2013-09-07,1,Louisville,,Eastern Kentucky,W,23,32,71.9,397,4,0,217.3,teddy-bridgewater-1
Allan Bridgford,2013-09-07,2,Southern Mississippi,@,Nebraska,L,21,35,60.0,222,1,3,105.6,allan-bridgford-1
Terrance Broadway,2013-09-07,2,Louisiana,@,Kansas State,L,18,30,60.0,193,1,1,118.4,terrance-broadway-2
Austin Brown,2013-09-07,2,Alabama-Birmingham,@,Louisiana State,L,9,24,37.5,136,1,0,98.9,austin-brown-2
Brayle Brown,2013-09-07,1,Louisiana-Monroe,,Grambling State,W,3,5,60.0,33,0,0,115.4,brayle-brown-1
C.J. Brown,2013-09-07,1,Maryland,,Old Dominion,W,14,22,63.6,275,2,0,198.6,cj-brown-1
Kolton Browning,2013-09-07,1,Louisiana-Monroe,,Grambling State,W,13,25,52.0,171,3,1,141.1,kolton-browning-1
Barry Brunetti,2013-09-07,1,Mississippi,,Southeast Missouri State,W,3,12,25.0,48,0,0,58.6,barry-brunetti-1
