Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Joshua Marriner,2014-08-29,1,Connecticut,,Brigham Young,L,1,17,17.0,0,joshua-marriner-1
Ronnie Moore,2014-08-29,1,Bowling Green State,@,Western Kentucky,L,4,87,21.8,0,ronnie-moore-3
Arkeel Newsome,2014-08-29,1,Connecticut,,Brigham Young,L,2,49,24.5,0,arkeel-newsome-1
Marcus Oliver,2014-08-29,1,Houston,,Texas-San Antonio,L,1,8,8.0,0,marcus-oliver-3
Ervin Phillips,2014-08-29,1,Syracuse,,Villanova,W,3,76,25.3,0,ervin-phillips-1
Marcus Sullivan,2014-08-29,1,Nevada-Las Vegas,@,Arizona,L,3,78,26.0,0,marcus-sullivan-1
Kylen Towner,2014-08-29,1,Western Kentucky,,Bowling Green State,W,3,57,19.0,0,kylen-towner-1
Keith Whitely,2014-08-29,1,Nevada-Las Vegas,@,Arizona,L,1,23,23.0,0,keith-whitely-2
Jarveon Williams,2014-08-29,1,Texas-San Antonio,@,Houston,W,2,45,22.5,0,jarveon-williams-1
Ishmael Adams,2014-08-30,1,UCLA,@,Virginia,W,2,29,14.5,0,ishmael-adams-1
Nelson Agholor,2014-08-30,1,Southern California,,Fresno State,W,3,43,14.3,0,nelson-agholor-1
Martin Aiken,2014-08-30,1,Clemson,@,Georgia,L,1,1,1.0,0,martin-aiken-1
Jordan Akins,2014-08-30,1,Central Florida,N,Penn State,L,5,142,28.4,0,jordan-akins-1
Mario Alford,2014-08-30,1,West Virginia,N,Alabama,L,3,145,48.3,1,mario-alford-1
Tyler Allen,2014-08-30,1,Eastern Michigan,,Morgan State,W,2,29,14.5,0,tyler-allen-1
Johnell Barnes,2014-08-30,1,Duke,,Elon,W,1,60,60.0,0,johnell-barnes-1
Bobo Beathard,2014-08-30,1,Appalachian State,@,Michigan,L,1,22,22.0,0,bobo-beathard-1
V'Angelo Bentley,2014-08-30,1,Illinois,,Youngstown State,W,2,87,43.5,0,vangelo-bentley-1
Cam Boyd,2014-08-30,1,Old Dominion,,Hampton,W,1,18,18.0,0,cam-boyd-1
Dylan Bradley,2014-08-30,1,Southern Mississippi,@,Mississippi State,L,1,11,11.0,0,dylan-bradley-1
Matt Breida,2014-08-30,1,Georgia Southern,@,North Carolina State,L,2,24,12.0,0,matt-breida-1
James Brooks,2014-08-30,1,Kent State,,Ohio,L,2,41,20.5,0,james-brooks-5
Demond Brown,2014-08-30,1,Navy,N,Ohio State,L,4,64,16.0,0,demond-brown-1
Deforest Buckner,2014-08-30,1,Oregon,,South Dakota,W,1,10,10.0,0,deforest-buckner-1
Morgan Burns,2014-08-30,1,Kansas State,,Stephen F. Austin,W,3,105,35.0,0,morgan-burns-1
Devin Campbell,2014-08-30,1,Buffalo,,Duquesne,W,2,46,23.0,0,devin-campbell-1
Amir Carlisle,2014-08-30,1,Notre Dame,,Rice,W,2,49,24.5,0,amir-carlisle-2
Montrel Carter,2014-08-30,1,Louisiana,,Southern,W,1,30,30.0,0,montrel-carter-1
B.J. Catalon,2014-08-30,1,Texas Christian,,Samford,W,1,17,17.0,0,bj-catalon-1
Larry Clark,2014-08-30,1,San Diego State,,Northern Arizona,W,2,12,6.0,0,larry-clark-2
Joe Colton,2014-08-30,1,Massachusetts,,Boston College,L,1,15,15.0,0,joe-colton-1
Noor Davis,2014-08-30,1,Stanford,,California-Davis,W,1,22,22.0,0,noor-davis-1
Quinshad Davis,2014-08-30,1,North Carolina,,Liberty,W,1,2,2.0,0,quinshad-davis-1
Trevor Davis,2014-08-30,1,California,@,Northwestern,W,2,20,10.0,0,trevor-davis-1
Stefon Diggs,2014-08-30,1,Maryland,,James Madison,W,1,59,59.0,0,stefon-diggs-1
Rahmel Dockery,2014-08-30,1,Oregon State,,Portland State,W,3,70,23.3,0,rahmel-dockery-1
Kenzel Doe,2014-08-30,1,Wisconsin,N,Louisiana State,L,2,31,15.5,0,kenzel-doe-1
Brendan Douglas,2014-08-30,1,Georgia,,Clemson,W,1,10,10.0,0,brendan-douglas-1
Trey Dudley-Giles,2014-08-30,1,Massachusetts,,Boston College,L,2,55,27.5,0,trey-dudley-giles-1
Chris Dunkley,2014-08-30,1,South Florida,,Western Carolina,W,2,65,32.5,0,chris-dunkley-1
Devon Edwards,2014-08-30,1,Duke,,Elon,W,2,38,19.0,0,devon-edwards-1
Dimitri Flowers,2014-08-30,1,Oklahoma,,Louisiana Tech,W,1,7,7.0,0,dimitri-flowers-1
Armanti Foreman,2014-08-30,1,Texas,,North Texas,W,1,18,18.0,0,armanti-foreman-1
Leonard Fournette,2014-08-30,1,Louisiana State,N,Wisconsin,W,5,117,23.4,0,leonard-fournette-1
Devin Fuller,2014-08-30,1,UCLA,@,Virginia,W,2,20,10.0,0,devin-fuller-1
Teriyon Gipson,2014-08-30,1,New Mexico,,Texas-El Paso,L,1,22,22.0,0,teriyon-gipson-1
Autrey Golden,2014-08-30,1,Texas-El Paso,@,New Mexico,W,2,48,24.0,0,autrey-golden-1
Jamal Golden,2014-08-30,1,Georgia Tech,,Wofford,W,5,140,28.0,0,jamal-golden-1
Damon Graham,2014-08-30,1,Indiana,,Indiana State,W,2,34,17.0,0,damon-graham-1
Corey Grant,2014-08-30,1,Auburn,,Arkansas,W,1,32,32.0,0,corey-grant-1
Jakeem Grant,2014-08-30,1,Texas Tech,,Central Arkansas,W,3,87,29.0,0,jakeem-grant-1
Deante' Gray,2014-08-30,1,Texas Christian,,Samford,W,1,24,24.0,0,deante-gray-1
T.J. Green,2014-08-30,1,Clemson,@,Georgia,L,5,107,21.4,0,tj-green-1
Trevon Griffin,2014-08-30,1,South Florida,,Western Carolina,W,1,0,0.0,0,trevon-griffin-1
Todd Gurley,2014-08-30,1,Georgia,,Clemson,W,1,100,100.0,1,todd-gurley-1
Grant Haley,2014-08-30,1,Penn State,N,Central Florida,W,4,118,29.5,0,grant-haley-1
J.D. Harmon,2014-08-30,1,Kentucky,,Tennessee-Martin,W,1,26,26.0,0,jd-harmon-1
J-Shun Harris II,2014-08-30,1,Indiana,,Indiana State,W,1,25,25.0,0,j-shun-harris-ii-1
Carlos Harris,2014-08-30,1,North Texas,@,Texas,L,1,28,28.0,0,carlos-harris-1
Troy Hill,2014-08-30,1,Oregon,,South Dakota,W,1,7,7.0,0,troy-hill-2
Tyreek Hill,2014-08-30,1,Oklahoma State,N,Florida State,L,6,140,23.3,0,tyreek-hill-1
Bryan Holmes,2014-08-30,1,Troy,@,Alabama-Birmingham,L,1,22,22.0,0,bryan-holmes-1
Akeem Hunt,2014-08-30,1,Purdue,,Western Michigan,W,2,43,21.5,0,akeem-hunt-1
Dontel James,2014-08-30,1,Fresno State,@,Southern California,L,1,13,13.0,0,dontel-james-1
Blake Jarwin,2014-08-30,1,Oklahoma State,N,Florida State,L,1,19,19.0,0,blake-jarwin-1
D'Ernest Johnson,2014-08-30,1,South Florida,,Western Carolina,W,1,21,21.0,0,dernest-johnson-1
Christion Jones,2014-08-30,1,Alabama,N,West Virginia,W,4,99,24.8,0,christion-jones-1
Corey Jones,2014-08-30,1,Toledo,,New Hampshire,W,2,34,17.0,0,corey-jones-3
Ridge Jones,2014-08-30,1,New Mexico,,Texas-El Paso,L,1,17,17.0,0,ridge-jones-1
Zay Jones,2014-08-30,1,East Carolina,,North Carolina Central,W,2,36,18.0,0,isaiah-jones-2
Derek Keaton,2014-08-30,1,Georgia Southern,@,North Carolina State,L,1,17,17.0,0,derek-keaton-2
Alex Kenney,2014-08-30,1,Massachusetts,,Boston College,L,1,25,25.0,0,alex-kenney-2
Tevin King,2014-08-30,1,Louisiana Tech,@,Oklahoma,L,2,36,18.0,0,tevin-king-1
Demitri Knowles,2014-08-30,1,Virginia Tech,,William & Mary,W,1,16,16.0,0,demitri-knowles-1
Deandre Lane,2014-08-30,1,Maryland,,James Madison,W,1,14,14.0,0,deandre-lane-1
Richard Leonard,2014-08-30,1,Florida International,,Bethune-Cookman,L,1,54,54.0,0,richard-leonard-1
Isaiah Lewis,2014-08-30,1,Appalachian State,@,Michigan,L,3,60,20.0,0,isaiah-lewis-2
Greg Lis,2014-08-30,1,Buffalo,,Duquesne,W,1,15,15.0,0,greg-lis-1
T.J. Logan,2014-08-30,1,North Carolina,,Liberty,W,3,62,20.7,0,tj-logan-1
Ricardo Louis,2014-08-30,1,Auburn,,Arkansas,W,1,19,19.0,0,ricardo-louis-1
Keanon Lowe,2014-08-30,1,Oregon,,South Dakota,W,1,10,10.0,0,keanon-lowe-1
Akeel Lynch,2014-08-30,1,Penn State,N,Central Florida,W,1,11,11.0,0,akeel-lynch-1
Korliss Marshall,2014-08-30,1,Arkansas,@,Auburn,L,1,15,15.0,0,korliss-marshall-1
J.D. McKissic,2014-08-30,1,Arkansas State,,Montana State,W,1,29,29.0,0,jd-mckissic-1
Fred McRae,2014-08-30,1,Miami (OH),,Marshall,L,2,27,13.5,0,fred-mcrae-1
Elijah Mitchell,2014-08-30,1,Nevada,,Southern Utah,W,1,20,20.0,0,elijah-mitchell-1
Taquan Mizzell,2014-08-30,1,Virginia,,UCLA,L,1,12,12.0,0,taquan-mizzell-1
Alonzo Moore,2014-08-30,1,Nebraska,,Florida Atlantic,W,1,14,14.0,0,alonzo-moore-1
Khalfani Muhammad,2014-08-30,1,California,@,Northwestern,W,2,38,19.0,0,khalfani-muhammad-1
Marcus Murphy,2014-08-30,1,Missouri,,South Dakota State,W,2,129,64.5,1,marcus-murphy-1
Devondrick Nealy,2014-08-30,1,Iowa State,,North Dakota State,L,2,41,20.5,0,devondrick-nealy-1
J.J. Nelson,2014-08-30,1,Alabama-Birmingham,,Troy,W,2,64,32.0,0,jamarcus-nelson-1
Deon Newsome,2014-08-30,1,Virginia Tech,,William & Mary,W,2,40,20.0,0,deon-newsome-1
Dennis Norfleet,2014-08-30,1,Michigan,,Appalachian State,W,1,36,36.0,0,dennis-norfleet-1
Jonathan Parker,2014-08-30,1,Iowa,,Northern Iowa,W,1,22,22.0,0,jonathan-parker-1
Eric Patterson,2014-08-30,1,Ball State,,Colgate,W,2,69,34.5,0,eric-patterson-3
Darius Phillips,2014-08-30,1,Western Michigan,@,Purdue,L,1,23,23.0,0,darius-phillips-1
Torrey Pierce,2014-08-30,1,Louisiana,,Southern,W,1,20,20.0,0,torrey-pierce-1
Darrion Pollard,2014-08-30,1,Rice,@,Notre Dame,L,1,29,29.0,0,darrion-pollard-1
Michiah Quick,2014-08-30,1,Oklahoma,,Louisiana Tech,W,1,13,13.0,0,michiah-quick-1
Deandre Reaves,2014-08-30,1,Marshall,@,Miami (OH),W,4,109,27.3,0,deandre-reaves-1
Will Redmond,2014-08-30,1,Mississippi State,,Southern Mississippi,W,1,13,13.0,0,will-redmond-1
Jalen Richard,2014-08-30,1,Southern Mississippi,@,Mississippi State,L,2,21,10.5,0,jalen-richard-1
Jalen Robinette,2014-08-30,1,Air Force,,Nicholls State,W,1,18,18.0,0,jalen-robinette-1
Alex Ross,2014-08-30,1,Oklahoma,,Louisiana Tech,W,1,80,80.0,0,alex-ross-1
John Ross,2014-08-30,1,Washington,@,Hawaii,W,3,82,27.3,0,john-ross-1
Devin Rushing,2014-08-30,1,Air Force,,Nicholls State,W,2,37,18.5,0,devin-rushing-1
Diocemy Saint Juste,2014-08-30,1,Hawaii,,Washington,L,4,86,21.5,0,diocemy-saint-juste-1
Da'Mari Scott,2014-08-30,1,Fresno State,@,Southern California,L,3,59,19.7,0,damari-scott-1
Dawan Scott,2014-08-30,1,Miami (OH),,Marshall,L,1,23,23.0,0,dawan-scott-1
Rushel Shell,2014-08-30,1,West Virginia,N,Alabama,L,1,7,7.0,0,rushel-shell-3
Miles Shuler,2014-08-30,1,Northwestern,,California,L,3,60,20.0,0,miles-shuler-1
Brandon Smith,2014-08-30,1,Texas State,,Arkansas-Pine Bluff,W,1,25,25.0,0,brandon-smith-7
Ito Smith,2014-08-30,1,Southern Mississippi,@,Mississippi State,L,4,84,21.0,0,ito-smith-1
Freddie Stevenson,2014-08-30,1,Florida State,N,Oklahoma State,W,1,5,5.0,0,freddie-stevenson-1
Justin Stockton,2014-08-30,1,Texas Tech,,Central Arkansas,W,1,15,15.0,0,justin-stockton-1
Blaise Taylor,2014-08-30,1,Arkansas State,,Montana State,W,1,38,38.0,0,blaise-taylor-1
Thomas Tyner,2014-08-30,1,Oregon,,South Dakota,W,1,26,26.0,0,thomas-tyner-1
Matt Vandeberg,2014-08-30,1,Iowa,,Northern Iowa,W,2,32,16.0,0,matt-vandeberg-1
Kevin Weatherspoon,2014-08-30,1,Pittsburgh,,Delaware,W,1,14,14.0,0,kevin-weatherspoon-1
Mark Weisman,2014-08-30,1,Iowa,,Northern Iowa,W,1,50,50.0,0,mark-weisman-1
Lucky Whitehead,2014-08-30,1,Florida Atlantic,@,Nebraska,L,3,105,35.0,0,lucky-whitehead-1
Kermit Whitfield,2014-08-30,1,Florida State,N,Oklahoma State,W,1,25,25.0,0,kermit-whitfield-1
Carlos Wiggins,2014-08-30,1,New Mexico,,Texas-El Paso,L,1,28,28.0,0,carlos-wiggins-1
Boom Williams,2014-08-30,1,Kentucky,,Tennessee-Martin,W,1,24,24.0,0,boom-williams-1
Karlos Williams,2014-08-30,1,Florida State,N,Oklahoma State,W,1,14,14.0,0,karlos-williams-1
Myles Willis,2014-08-30,1,Boston College,@,Massachusetts,W,2,56,28.0,0,myles-willis-1
Dontre Wilson,2014-08-30,1,Ohio State,N,Navy,W,2,53,26.5,0,dontre-wilson-1
Chandler Worthy,2014-08-30,1,Troy,@,Alabama-Birmingham,L,1,32,32.0,0,chandler-worthy-1
Lt Filiaga,2014-08-31,1,Utah State,@,Tennessee,L,1,13,13.0,0,lt-filiaga-1
Deion Sanders Jr.,2014-08-31,1,Southern Methodist,@,Baylor,L,5,131,26.2,0,deion-sanders-jr-1
Kennedy Williams,2014-08-31,1,Utah State,@,Tennessee,L,6,121,20.2,0,kennedy-williams-1
Devrin Young,2014-08-31,1,Tennessee,,Utah State,W,2,35,17.5,0,devrin-young-1
Stacy Coley,2014-09-01,1,Miami (FL),@,Louisville,L,2,57,28.5,0,stacy-coley-1
Charles Gaines,2014-09-01,1,Louisville,,Miami (FL),W,1,16,16.0,0,charles-gaines-2
Corvin Lamb,2014-09-01,1,Louisville,,Miami (FL),W,2,116,58.0,1,corvin-lamb-1
Blake Dean,2014-09-04,2,Texas-San Antonio,,Arizona,L,1,0,0.0,0,blake-dean-1
Samajie Grant,2014-09-04,2,Arizona,@,Texas-San Antonio,W,1,15,15.0,0,samajie-grant-1
Kam Jones,2014-09-04,2,Texas-San Antonio,,Arizona,L,2,41,20.5,0,kam-jones-1
Jarveon Williams,2014-09-04,2,Texas-San Antonio,,Arizona,L,3,61,20.3,0,jarveon-williams-1
Marcus Mason,2014-09-05,2,Washington State,@,Nevada,L,1,19,19.0,0,marcus-mason-2
Elijah Mitchell,2014-09-05,2,Nevada,,Washington State,W,3,58,19.3,0,elijah-mitchell-1
Jamal Morrow,2014-09-05,2,Washington State,@,Nevada,L,2,61,30.5,0,jamal-morrow-1
Kristoff Williams,2014-09-05,2,Washington State,@,Nevada,L,1,20,20.0,0,kristoff-williams-1
Myles Willis,2014-09-05,2,Boston College,,Pittsburgh,L,3,81,27.0,0,myles-willis-1
Ameer Abdullah,2014-09-06,2,Nebraska,,McNeese State,W,1,34,34.0,0,ameer-abdullah-1
Ishmael Adams,2014-09-06,2,UCLA,,Memphis,W,4,95,23.8,0,ishmael-adams-1
Nelson Agholor,2014-09-06,2,Southern California,@,Stanford,W,2,34,17.0,0,nelson-agholor-1
Martin Aiken,2014-09-06,2,Clemson,,South Carolina State,W,1,14,14.0,0,martin-aiken-1
Breon Allen,2014-09-06,2,East Carolina,@,South Carolina,L,2,45,22.5,0,breon-allen-1
Devon Allen,2014-09-06,2,Oregon,,Michigan State,W,3,69,23.0,0,devon-allen-1
Tyler Allen,2014-09-06,2,Eastern Michigan,@,Florida,L,6,132,22.0,0,tyler-allen-1
David Anaya,2014-09-06,2,New Mexico,,Arizona State,L,1,13,13.0,0,david-anaya-1
Danny Anthrop,2014-09-06,2,Purdue,,Central Michigan,L,1,33,33.0,0,danny-anthrop-1
Demarcus Ayers,2014-09-06,2,Houston,,Grambling State,W,1,20,20.0,0,demarcus-ayers-1
Khary Bailey-Smith,2014-09-06,2,Massachusetts,,Colorado,L,2,46,23.0,0,khary-bailey-smith-1
Devin Bass,2014-09-06,2,Ohio,@,Kentucky,L,1,21,21.0,0,devin-bass-1
Deandre Bell,2014-09-06,1,Army,,Buffalo,W,1,2,2.0,0,deandre-bell-1
Kenny Bell,2014-09-06,2,Nebraska,,McNeese State,W,2,56,28.0,0,kenny-bell-2
V'Angelo Bentley,2014-09-06,2,Illinois,,Western Kentucky,W,5,98,19.6,0,vangelo-bentley-1
Devontae Booker,2014-09-06,2,Utah,,Fresno State,W,2,45,22.5,0,devontae-booker-1
Cam Boyd,2014-09-06,2,Old Dominion,@,North Carolina State,L,1,18,18.0,0,cam-boyd-1
D'Angelo Brewer,2014-09-06,2,Tulsa,,Oklahoma,L,3,68,22.7,0,dangelo-brewer-1
Luke Brohm,2014-09-06,2,Louisville,,Murray State,W,1,9,9.0,0,luke-brohm-1
Demond Brown,2014-09-06,2,Navy,@,Temple,W,4,69,17.3,0,demond-brown-1
Trevon Brown,2014-09-06,2,East Carolina,@,South Carolina,L,1,18,18.0,0,trevon-brown-1
Morgan Burns,2014-09-06,2,Kansas State,@,Iowa State,W,4,68,17.0,0,morgan-burns-1
Dallas Burroughs,2014-09-06,2,Boise State,,Colorado State,W,1,25,25.0,0,dallas-burroughs-1
Tyler Cain,2014-09-06,2,Louisiana-Monroe,,Idaho,W,2,58,29.0,0,tyler-cain-1
Ernest Calhoun,2014-09-06,2,Kent State,,South Alabama,L,2,46,23.0,0,ernest-calhoun-1
Devin Campbell,2014-09-06,2,Buffalo,@,Army,L,3,55,18.3,0,devin-campbell-1
Jordan Canzeri,2014-09-06,2,Iowa,,Ball State,W,1,30,30.0,0,jordan-canzeri-1
Amir Carlisle,2014-09-06,2,Notre Dame,,Michigan,W,1,16,16.0,0,amir-carlisle-2
Chris Carnegie,2014-09-06,1,Army,,Buffalo,W,1,33,33.0,0,chris-carnegie-1
Shon Carson,2014-09-06,2,South Carolina,,East Carolina,W,6,124,20.7,0,shon-carson-1
Montrel Carter,2014-09-06,2,Louisiana,,Louisiana Tech,L,6,133,22.2,0,montrel-carter-1
Rashon Ceaser,2014-09-06,2,Louisiana-Monroe,,Idaho,W,1,20,20.0,0,rashon-ceaser-1
Deontae Cooper,2014-09-06,2,Washington,,Eastern Washington,W,1,18,18.0,0,deontae-cooper-1
Justin Cox,2014-09-06,2,Mississippi State,,Alabama-Birmingham,W,1,27,27.0,0,justin-cox-1
Joe Craig,2014-09-06,2,Memphis,@,UCLA,L,3,46,15.3,0,joe-craig-1
Tim Crawley,2014-09-06,2,San Jose State,@,Auburn,L,2,47,23.5,0,tim-crawley-1
Matt Dayes,2014-09-06,2,North Carolina State,,Old Dominion,W,3,75,25.0,0,matt-dayes-1
Stefon Diggs,2014-09-06,2,Maryland,@,South Florida,W,2,65,32.5,0,stefon-diggs-1
Rahmel Dockery,2014-09-06,2,Oregon State,@,Hawaii,W,1,20,20.0,0,rahmel-dockery-1
Kenzel Doe,2014-09-06,2,Wisconsin,,Western Illinois,W,1,17,17.0,0,kenzel-doe-1
Phillip Dorsett,2014-09-06,2,Miami (FL),,Florida A&M,W,1,22,22.0,0,phillip-dorsett-1
Bryan Douglas,2014-09-06,2,Boise State,,Colorado State,W,3,63,21.0,0,bryan-douglas-1
Trey Dudley-Giles,2014-09-06,2,Massachusetts,,Colorado,L,3,99,33.0,0,trey-dudley-giles-1
C.J. Duncan,2014-09-06,2,Vanderbilt,,Mississippi,L,4,69,17.3,0,cj-duncan-1
Chris Dunkley,2014-09-06,2,South Florida,,Maryland,L,4,81,20.3,0,chris-dunkley-1
Devon Edwards,2014-09-06,2,Duke,@,Troy,W,1,61,61.0,0,devon-edwards-1
Jamarl Eiland,2014-09-06,2,Buffalo,@,Army,L,2,23,11.5,0,jamarl-eiland-1
Ezekiel Elliott,2014-09-06,2,Ohio State,,Virginia Tech,L,1,16,16.0,0,ezekiel-elliott-1
Tyler Ervin,2014-09-06,2,San Jose State,@,Auburn,L,3,78,26.0,0,tyler-ervin-1
Maxx Forde,2014-09-06,2,Idaho,@,Louisiana-Monroe,L,1,7,7.0,0,maxx-forde-1
Leonard Fournette,2014-09-06,2,Louisiana State,,Sam Houston State,W,1,22,22.0,0,leonard-fournette-1
Deionte Gaines,2014-09-06,2,Colorado State,@,Boise State,L,4,88,22.0,0,deionte-gaines-1
Tony Giovannelli,2014-09-06,1,Army,,Buffalo,W,1,0,0.0,0,tony-giovannelli-1
T.J. Glover,2014-09-06,1,South Alabama,@,Kent State,W,1,23,23.0,0,tj-glover-1
Autrey Golden,2014-09-06,2,Texas-El Paso,,Texas Tech,L,2,72,36.0,0,autrey-golden-1
Jamal Golden,2014-09-06,2,Georgia Tech,@,Tulane,W,2,51,25.5,0,jamal-golden-1
T.J. Green,2014-09-06,2,Clemson,,South Carolina State,W,1,12,12.0,0,tj-green-1
De'Vonte Haggerty,2014-09-06,2,Louisiana-Monroe,,Idaho,W,1,16,16.0,0,devonte-haggerty-1
Grant Haley,2014-09-06,2,Penn State,,Akron,W,1,18,18.0,0,grant-haley-1
Tim Hanrahan,2014-09-06,2,Northwestern,,Northern Illinois,L,2,37,18.5,0,tim-hanrahan-1
Kevin Haplea,2014-09-06,2,Florida State,,Citadel,W,1,12,12.0,0,kevin-haplea-2
Carlos Harris,2014-09-06,2,North Texas,,Southern Methodist,W,1,18,18.0,0,carlos-harris-1
Keon Hatcher,2014-09-06,2,Arkansas,,Nicholls State,W,1,47,47.0,0,keon-hatcher-1
Lynx Hawthorne,2014-09-06,2,Baylor,,Northwestern State,W,2,69,34.5,0,lynx-hawthorne-1
Tyler Henderson,2014-09-06,2,Wake Forest,,Gardner-Webb,W,1,18,18.0,0,tyler-henderson-2
Khalif Herbin,2014-09-06,2,Temple,,Navy,L,4,61,15.3,0,khalif-herbin-1
Josh Hicks,2014-09-06,2,Rutgers,,Howard,W,2,60,30.0,0,josh-hicks-1
Tyreek Hill,2014-09-06,2,Oklahoma State,,Missouri State,W,1,0,0.0,0,tyreek-hill-1
Dontrell Hilliard,2014-09-06,2,Tulane,,Georgia Tech,L,1,28,28.0,0,dontrell-hilliard-1
Adam Hine,2014-09-06,2,Brigham Young,@,Texas,W,1,19,19.0,0,adam-hine-1
Gregory Hogan,2014-09-06,2,New Mexico State,@,Georgia State,W,4,90,22.5,0,gregory-hogan-1
Darius Hoggins,2014-09-06,2,Louisiana,,Louisiana Tech,L,1,9,9.0,0,darius-hoggins-1
Rodarius Houston,2014-09-06,2,Alabama-Birmingham,@,Mississippi State,L,2,34,17.0,0,rodarius-houston-1
Brandon Howard,2014-09-06,2,Massachusetts,,Colorado,L,1,12,12.0,0,brandon-howard-2
Akeem Hunt,2014-09-06,2,Purdue,,Central Michigan,L,1,15,15.0,0,akeem-hunt-1
Martese Jackson,2014-09-06,2,Florida Atlantic,@,Alabama,L,2,32,16.0,0,martese-jackson-1
Angelo Jean-Louis,2014-09-06,2,Marshall,,Rhode Island,W,1,21,21.0,0,angelo-jean-louis-1
Darius Jennings,2014-09-06,2,Virginia,,Richmond,W,2,130,65.0,0,darius-jennings-1
Emmanuel Johnson,2014-09-06,2,Southern Mississippi,,Alcorn State,W,2,41,20.5,0,emmanuel-johnson-1
