Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Archibald Barnes,2012-08-30,1,Vanderbilt,,South Carolina,L,5,3,8,0.0,0.0,archibald-barnes-1
Anthony Barr,2012-08-30,1,UCLA,@,Rice,W,6,0,6,1.0,1.0,anthony-barr-1
Shubert Bastien,2012-08-30,1,Middle Tennessee State,,McNeese State,L,1,3,4,1.0,1.0,shubert-bastien-1
Kemonte Bateman,2012-08-30,1,New Mexico State,,Sacramento State,W,0,1,1,0.0,0.0,kemonte-bateman-1
Luke Batton,2012-08-30,1,Kent State,,Towson,W,4,1,5,0.0,0.0,luke-batton-1
Cody Bauer,2012-08-30,1,Rice,,UCLA,L,2,1,3,0.5,0.0,cody-bauer-1
Brendan Beal,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,0,3,3,0.0,0.0,brendan-beal-1
Sean Beckton,2012-08-30,1,Central Florida,@,Akron,W,0,1,1,0.0,0.0,sean-beckton-1
Alex Bellfy,2012-08-30,1,Eastern Michigan,@,Ball State,L,0,1,1,0.0,0.0,alex-bellfy-1
Shamari Benton,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,2,6,8,0.0,0.0,shamari-benton-1
Ezekiel Bishop,2012-08-30,1,Arizona State,,Northern Arizona,W,4,0,4,0.0,0.0,ezekiel-bishop-1
Micklos Blake,2012-08-30,1,Akron,,Central Florida,L,1,2,3,0.0,0.0,micklos-blake-1
Roderic Blunt,2012-08-30,1,Middle Tennessee State,,McNeese State,L,2,6,8,0.0,0.0,roderic-blunt-1
Bryan Bonilla,2012-08-30,1,New Mexico State,,Sacramento State,W,2,9,11,1.0,0.0,bryan-bonilla-1
Cameron Botticelli,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,0,1,1,0.0,0.0,cameron-botticelli-1
A.J. Bouye,2012-08-30,1,Central Florida,@,Akron,W,5,0,5,0.0,0.0,aj-bouye-1
Reginald Bowens,2012-08-30,1,South Carolina,@,Vanderbilt,W,4,2,6,0.0,0.0,reginald-bowens-1
James Boyd,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,3,1,4,0.0,0.0,james-boyd-2
Jamie Boyle,2012-08-30,1,Central Florida,@,Akron,W,1,0,1,0.0,0.0,jamie-boyle-1
Carl Bradford,2012-08-30,1,Arizona State,,Northern Arizona,W,0,1,1,0.0,0.0,carl-bradford-1
Bradley,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,2,1,3,0.0,0.0,bradley-3
Quinton Bradley,2012-08-30,1,Idaho,,Eastern Washington,L,0,1,1,0.0,0.0,quinton-bradley-1
McKade Brady,2012-08-30,1,Utah State,,Southern Utah,W,1,4,5,0.0,0.0,mckade-brady-1
Tom Brandt,2012-08-30,1,Massachusetts,@,Connecticut,L,3,3,6,0.0,0.0,tom-brandt-1
Beau Brence,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,1,0,1,0.0,0.0,beau-brence-1
Dana Brown,2012-08-30,1,Kent State,,Towson,W,2,1,3,0.0,0.0,dana-brown-2
Derek Brown,2012-08-30,1,Rice,,UCLA,L,1,0,1,0.0,0.0,derek-brown-3
Kenny Brown,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,2,1,3,0.0,0.0,kenny-brown-3
Mark Brown,2012-08-30,1,New Mexico State,,Sacramento State,W,0,1,1,0.0,0.0,mark-brown-1
Nick Brown,2012-08-30,1,Utah,,Northern Colorado,W,0,3,3,0.0,0.0,nick-brown-1
Ty-Meer Brown,2012-08-30,1,Connecticut,,Massachusetts,W,2,1,3,0.5,0.0,ty-meer-brown-1
Deone Bucannon,2012-08-30,1,Washington State,@,Brigham Young,L,7,5,12,0.0,0.0,deone-bucannon-1
Quayshawne Buckley,2012-08-30,1,Idaho,,Eastern Washington,L,3,2,5,1.0,0.0,quayshawne-buckley-1
Khari Burke,2012-08-30,1,Middle Tennessee State,,McNeese State,L,3,3,6,1.0,0.0,khari-burke-1
Corey Burns,2012-08-30,1,Massachusetts,@,Connecticut,L,2,0,2,0.0,0.0,corey-burns-1
Karl Butler,2012-08-30,1,Vanderbilt,,South Carolina,L,3,2,5,1.0,0.0,karl-butler-1
Kevin Byard,2012-08-30,1,Middle Tennessee State,,McNeese State,L,3,8,11,0.0,0.0,kevin-byard-1
Jared Byers,2012-08-30,1,Washington State,@,Brigham Young,L,6,3,9,0.0,0.0,jared-byers-1
Damiere Byrd,2012-08-30,1,South Carolina,@,Vanderbilt,W,1,0,1,0.0,0.0,damiere-byrd-1
Quinton Byrd,2012-08-30,1,Utah State,,Southern Utah,W,1,0,1,0.0,0.0,quinton-byrd-1
Kevin Byrne,2012-08-30,1,Massachusetts,@,Connecticut,L,2,0,2,0.0,0.0,kevin-byrne-1
Bryce Callahan,2012-08-30,1,Rice,,UCLA,L,3,0,3,2.0,0.0,bryce-callahan-1
George Callender,2012-08-30,1,New Mexico State,,Sacramento State,W,1,1,2,0.0,0.0,george-callender-1
Julian Campenni,2012-08-30,1,Connecticut,,Massachusetts,W,0,2,2,0.5,0.0,julian-campenni-1
Nico Caponi,2012-08-30,1,Akron,,Central Florida,L,1,3,4,0.0,0.0,nico-caponi-1
Corey Carmichael,2012-08-30,1,Middle Tennessee State,,McNeese State,L,0,1,1,0.0,0.0,corey-carmichael-1
Donovan Carter,2012-08-30,1,UCLA,@,Rice,W,0,1,1,0.0,0.0,donovan-carter-1
Michael Carter,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,1,2,3,0.0,0.0,michael-carter-1
Davis Cazares,2012-08-30,1,New Mexico State,,Sacramento State,W,4,6,10,0.0,0.0,davis-cazares-1
Jarret Chapman,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,3,2,5,0.0,0.0,jarret-chapman-1
Quade Chappuis,2012-08-30,1,Utah,,Northern Colorado,W,1,4,5,0.0,0.0,quade-chappuis-1
Bryce Cheek,2012-08-30,1,Akron,,Central Florida,L,1,1,2,0.0,0.0,bryce-cheek-1
Justin Cherocci,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,2,13,15,0.5,0.0,justin-cherocci-1
Steven Clarke,2012-08-30,1,Vanderbilt,,South Carolina,L,2,0,2,0.0,0.0,steven-clarke-1
Robert Clay,2012-08-30,1,New Mexico State,,Sacramento State,W,1,0,1,0.0,0.0,robert-clay-1
Galen Clemons,2012-08-30,1,Massachusetts,@,Connecticut,L,0,2,2,0.5,0.0,galen-clemons-1
Jadeveon Clowney,2012-08-30,1,South Carolina,@,Vanderbilt,W,2,2,4,2.0,1.0,jadeveon-clowney-1
Cyrus Coen,2012-08-30,1,Washington State,@,Brigham Young,L,1,3,4,1.0,0.0,cyrus-coen-1
Davon Coleman,2012-08-30,1,Arizona State,,Northern Arizona,W,1,1,2,0.0,0.0,davon-coleman-1
Donald Coleman,2012-08-30,1,Eastern Michigan,@,Ball State,L,3,8,11,0.0,0.0,donald-coleman-1
Joe Colton,2012-08-30,1,Massachusetts,@,Connecticut,L,1,0,1,0.0,0.0,joe-colton-1
Avis Commack,2012-08-30,1,Akron,,Central Florida,L,2,0,2,0.0,0.0,avis-commack-1
Gannon Conway,2012-08-30,1,Arizona State,,Northern Arizona,W,1,0,1,1.0,1.0,gannon-conway-1
Keanon Cooper,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,4,0,4,0.0,0.0,keanon-cooper-1
Perry Cooper,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,0,1,1,0.0,0.0,perry-cooper-1
Quintin Cooper,2012-08-30,1,Ball State,,Eastern Michigan,W,4,0,4,0.0,0.0,quintin-cooper-1
Christian Covington,2012-08-30,1,Rice,,UCLA,L,1,1,2,0.5,0.0,christian-covington-1
Cade Cowdin,2012-08-30,1,Utah State,,Southern Utah,W,0,1,1,0.0,0.0,cade-cowdin-1
Dre Crawford,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,2,2,4,0.0,0.0,dre-crawford-1
Justin Cruz,2012-08-30,1,Ball State,,Eastern Michigan,W,1,2,3,0.0,0.0,justin-cruz-1
Kalvin Cruz,2012-08-30,1,New Mexico State,,Sacramento State,W,0,3,3,0.0,0.0,kalvin-cruz-1
Justin Cudworth,2012-08-30,1,Eastern Michigan,@,Ball State,L,2,6,8,0.0,0.0,justin-cudworth-1
Avery Cunningham,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,3,6,9,1.0,0.0,avery-cunningham-1
Seth Cunningham,2012-08-30,1,Akron,,Central Florida,L,1,2,3,0.0,0.0,seth-cunningham-1
Kendall Dangerfield,2012-08-30,1,Middle Tennessee State,,McNeese State,L,2,3,5,0.5,0.0,kendall-dangerfield-1
Lyle Dankenbring,2012-08-30,1,Central Florida,@,Akron,W,4,0,4,1.0,0.0,lyle-dankenbring-1
Alden Darby,2012-08-30,1,Arizona State,,Northern Arizona,W,1,0,1,0.0,0.0,alden-darby-1
Devante Davis,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,1,0,1,0.0,0.0,devante-davis-1
Jesse Davis,2012-08-30,1,Idaho,,Eastern Washington,L,0,1,1,0.0,0.0,jesse-davis-1
Jonathan Davis,2012-08-30,1,Central Florida,@,Akron,W,2,2,4,0.5,0.5,jonathan-davis-1
Mike Davis,2012-08-30,1,Akron,,Central Florida,L,0,1,1,0.0,0.0,mike-davis-7
Will Davis,2012-08-30,1,Utah State,,Southern Utah,W,1,0,1,0.0,0.0,will-davis-2
Ryan Delaire,2012-08-30,1,Massachusetts,@,Connecticut,L,0,1,1,0.5,0.0,ryan-delaire-1
Matt Dellinger,2012-08-30,1,Kent State,,Towson,W,3,0,3,0.0,0.0,matt-dellinger-1
Gerald Dixon Jr.,2012-08-30,1,South Carolina,@,Vanderbilt,W,0,1,1,0.0,0.0,gerald-dixon-jr-1
Barron Dixon,2012-08-30,1,Vanderbilt,,South Carolina,L,0,1,1,0.0,0.0,barron-dixon-1
Solomon Dixon,2012-08-30,1,Idaho,,Eastern Washington,L,0,3,3,0.0,0.0,solomon-dixon-1
Ryan Donohue,2012-08-30,1,Connecticut,,Massachusetts,W,0,1,1,0.0,0.0,ryan-donohue-1
Jake Dooley,2012-08-30,1,Kent State,,Towson,W,1,1,2,0.0,0.0,jake-dooley-1
Jake Doughty,2012-08-30,1,Utah State,,Southern Utah,W,0,3,3,0.0,0.0,jake-doughty-1
Jamil Douglas,2012-08-30,1,Arizona State,,Northern Arizona,W,1,0,1,0.0,0.0,jamil-douglas-1
Bruce Dukes,2012-08-30,1,Central Florida,@,Akron,W,1,0,1,0.0,0.0,bruce-dukes-1
E.J. Dunston,2012-08-30,1,Central Florida,@,Akron,W,0,2,2,1.0,0.5,ej-dunston-1
Lamonte Edwards,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,1,2,3,0.5,0.0,lamonte-edwards-1
Max Ehlert,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,2,1,3,0.0,0.0,max-ehlert-1
Scott Ekpe,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,1,1,2,0.0,0.0,scott-ekpe-1
Bruce Ellington,2012-08-30,1,South Carolina,@,Vanderbilt,W,1,0,1,0.0,0.0,bruce-ellington-1
Seali'I Epenesa,2012-08-30,1,UCLA,@,Rice,W,1,2,3,0.0,0.0,sealii-epenesa-1
Tim Erjavec,2012-08-30,1,Kent State,,Towson,W,0,1,1,0.0,0.0,tim-erjavec-1
Dylan Evans,2012-08-30,1,Akron,,Central Florida,L,1,2,3,0.0,0.0,dylan-evans-1
Shaquelle Evans,2012-08-30,1,UCLA,@,Rice,W,1,0,1,0.0,0.0,shaquelle-evans-1
Kyler Fackrell,2012-08-30,1,Utah State,,Southern Utah,W,0,4,4,0.0,0.0,kyler-fackrell-1
Dave Fagergren,2012-08-30,1,Utah,,Northern Colorado,W,2,4,6,0.0,0.0,dave-fagergren-1
Chris Fairchild,2012-08-30,1,Kent State,,Towson,W,1,1,2,0.0,0.0,chris-fairchild-1
Nate Fakahafua,2012-08-30,1,Utah,,Northern Colorado,W,2,0,2,1.0,1.0,nate-fakahafua-1
Reginald Farmer,2012-08-30,1,Middle Tennessee State,,McNeese State,L,0,1,1,0.0,0.0,reginald-farmer-1
Dylan Farrington,2012-08-30,1,Kent State,,Towson,W,2,1,3,0.0,0.0,dylan-farrington-2
Viliseni Fauonuku,2012-08-30,1,Utah,,Northern Colorado,W,1,2,3,1.0,0.0,viliseni-fauonuku-1
Joseph Fazio,2012-08-30,1,Ball State,,Eastern Michigan,W,0,1,1,0.0,0.0,joseph-fazio-1
V.J. Fehoko,2012-08-30,1,Utah,,Northern Colorado,W,0,1,1,0.0,0.0,vj-fehoko-1
Lt Filiaga,2012-08-30,1,Utah,,Northern Colorado,W,0,2,2,0.5,0.0,lt-filiaga-1
Bojay Filimoeatu,2012-08-30,1,Utah State,,Southern Utah,W,0,3,3,0.0,0.0,bojay-filimoeatu-1
Jaylon Finner,2012-08-30,1,Rice,,UCLA,L,1,0,1,0.0,0.0,jaylon-finner-1
Andrew Flory,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,1,0,1,0.0,0.0,andrew-flory-1
David Foote,2012-08-30,1,Brigham Young,,Washington State,W,2,0,2,0.0,0.0,david-foote-1
Bre' Ford,2012-08-30,1,Akron,,Central Florida,L,2,0,2,0.0,0.0,bre-ford-1
Maxx Forde,2012-08-30,1,Idaho,,Eastern Washington,L,1,3,4,0.0,0.0,maxx-forde-1
Aldrick Fordham,2012-08-30,1,South Carolina,@,Vanderbilt,W,1,2,3,1.0,1.0,aldrick-fordham-1
Alex Francis,2012-08-30,1,Rice,,UCLA,L,2,0,2,0.0,0.0,alex-francis-1
Reuben Frank,2012-08-30,1,Connecticut,,Massachusetts,W,1,0,1,0.0,0.0,reuben-frank-1
Larry Franklin,2012-08-30,1,Vanderbilt,,South Carolina,L,2,0,2,1.0,0.0,larry-franklin-2
Corey Frazier,2012-08-30,1,Rice,,UCLA,L,3,0,3,0.0,0.0,corey-frazier-1
Malachi Freeman,2012-08-30,1,Akron,,Central Florida,L,5,2,7,0.0,0.0,malachi-freeman-1
Travis Freeman,2012-08-30,1,Ball State,,Eastern Michigan,W,1,8,9,0.0,0.0,travis-freeman-1
Wykie Freeman,2012-08-30,1,Utah,,Northern Colorado,W,0,1,1,0.0,0.0,wykie-freeman-1
Alani Fua,2012-08-30,1,Brigham Young,,Washington State,W,0,1,1,0.0,0.0,alani-fua-1
Romney Fuga,2012-08-30,1,Brigham Young,,Washington State,W,0,1,1,0.0,0.0,romney-fuga-1
Kody Fulkerson,2012-08-30,1,Eastern Michigan,@,Ball State,L,2,0,2,0.0,0.0,kody-fulkerson-1
Cameron Fuller,2012-08-30,1,New Mexico State,,Sacramento State,W,2,1,3,1.0,0.0,cameron-fuller-1
Connor Gagnon,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,2,0,2,0.0,0.0,connor-gagnon-1
Chase Garnham,2012-08-30,1,Vanderbilt,,South Carolina,L,6,3,9,1.0,1.0,chase-garnham-1
Alex Garoutte,2012-08-30,1,Arizona State,,Northern Arizona,W,1,0,1,0.0,0.0,alex-garoutte-1
Jeffrey Garrett,2012-08-30,1,Ball State,,Eastern Michigan,W,3,4,7,1.0,0.0,jeffrey-garrett-1
Mark Garrick,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,1,1,2,0.0,0.0,mark-garrick-1
Leighton Gasque,2012-08-30,1,Middle Tennessee State,,McNeese State,L,2,0,2,0.0,0.0,leighton-gasque-1
Tyler Gaston,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,1,1,2,0.0,0.0,tyler-gaston-1
Ioane Gauta,2012-08-30,1,Washington State,@,Brigham Young,L,4,0,4,1.0,0.0,ioane-gauta-1
Clayton Geathers,2012-08-30,1,Central Florida,@,Akron,W,1,1,2,0.0,0.0,clayton-geathers-1
Troy Gilmer,2012-08-30,1,Akron,,Central Florida,L,3,3,6,2.0,0.0,troy-gilmer-1
Kenneth Gilstrap,2012-08-30,1,Middle Tennessee State,,McNeese State,L,2,1,3,0.0,0.0,kenneth-gilstrap-1
Billy Giovanetti,2012-08-30,1,Central Florida,@,Akron,W,0,2,2,0.0,0.0,billy-giovanetti-1
Devonta Glover-Wright,2012-08-30,1,Utah State,,Southern Utah,W,1,1,2,0.0,0.0,devonta-glover-wright-1
Jeff Godfrey,2012-08-30,1,Central Florida,@,Akron,W,1,0,1,0.0,0.0,jeff-godfrey-1
Randall Goforth,2012-08-30,1,UCLA,@,Rice,W,1,1,2,0.0,0.0,randall-goforth-1
Keenan Graham,2012-08-30,1,UCLA,@,Rice,W,3,0,3,1.0,1.0,keenan-graham-1
Dwayne Gratz,2012-08-30,1,Connecticut,,Massachusetts,W,2,2,4,0.0,0.0,dwayne-gratz-1
Richard Gray,2012-08-30,1,Kent State,,Towson,W,1,0,1,1.0,1.0,richard-gray-2
Troy Gray,2012-08-30,1,Central Florida,@,Akron,W,2,1,3,0.0,0.0,troy-gray-1
Victor Gray,2012-08-30,1,Central Florida,@,Akron,W,1,1,2,1.0,0.0,victor-gray-1
Deion Green,2012-08-30,1,Central Florida,@,Akron,W,3,0,3,1.0,1.0,deion-green-1
Danny Gress,2012-08-30,1,Kent State,,Towson,W,1,1,2,0.0,0.0,danny-gress-1
Cody Grice,2012-08-30,1,Akron,,Central Florida,L,4,4,8,0.5,0.0,cody-grice-1
J.D. Griggs,2012-08-30,1,Akron,,Central Florida,L,1,0,1,1.0,1.0,jd-griggs-1
Aaron Grymes,2012-08-30,1,Idaho,,Eastern Washington,L,0,5,5,0.0,0.0,aaron-grymes-1
T.J. Gurley,2012-08-30,1,South Carolina,@,Vanderbilt,W,0,1,1,0.0,0.0,tj-gurley-1
Preston Hadley,2012-08-30,1,Brigham Young,,Washington State,W,2,2,4,0.0,0.0,preston-hadley-1
Spencer Hadley,2012-08-30,1,Brigham Young,,Washington State,W,4,0,4,1.0,0.0,spencer-hadley-1
Ra'Shede Hageman,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,3,2,5,1.5,1.0,rashede-hageman-1
Mike Hague,2012-08-30,1,Brigham Young,,Washington State,W,2,1,3,0.0,0.0,mike-hague-1
Andre Hal,2012-08-30,1,Vanderbilt,,South Carolina,L,1,0,1,0.0,0.0,andre-hal-1
Victor Hampton,2012-08-30,1,South Carolina,@,Vanderbilt,W,0,2,2,0.0,0.0,victor-hampton-1
Jajuan Harley,2012-08-30,1,Middle Tennessee State,,McNeese State,L,5,6,11,0.0,0.0,jajuan-harley-1
La'Bradford Harold,2012-08-30,1,Utah State,,Southern Utah,W,2,0,2,1.0,0.0,labradford-harold-1
Iric Harris,2012-08-30,1,Massachusetts,@,Connecticut,L,1,0,1,0.0,0.0,iric-harris-1
Jeremy Harris,2012-08-30,1,New Mexico State,,Sacramento State,W,2,2,4,0.0,0.0,jeremy-harris-1
Tajh Hasson,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,2,2,4,0.5,0.0,tajh-hasson-1
Tim Hasson,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,4,3,7,1.5,1.0,tim-hasson-1
Cam Henderson,2012-08-30,1,Central Florida,@,Akron,W,0,2,2,0.0,0.0,cam-henderson-1
Devin Henderson,2012-08-30,1,Eastern Michigan,@,Ball State,L,0,1,1,0.0,0.0,devin-henderson-1
Christian Henry,2012-08-30,1,Middle Tennessee State,,McNeese State,L,3,8,11,0.0,0.0,christian-henry-1
Aaron Hester,2012-08-30,1,UCLA,@,Rice,W,3,2,5,1.0,0.0,aaron-hester-1
Aaron Hill,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,2,2,4,0.0,0.0,aaron-hill-2
Bronson Hill,2012-08-30,1,Eastern Michigan,@,Ball State,L,0,1,1,0.0,0.0,bronson-hill-1
Malcolm Hill,2012-08-30,1,Rice,,UCLA,L,2,2,4,0.0,0.0,malcolm-hill-1
Dalton Hilliard,2012-08-30,1,UCLA,@,Rice,W,1,1,2,0.0,0.0,dalton-hilliard-1
Greg Hilliard,2012-08-30,1,Massachusetts,@,Connecticut,L,3,2,5,2.0,0.0,greg-hilliard-1
Zack Hitchens,2012-08-30,1,Kent State,,Towson,W,2,1,3,1.0,1.0,zack-hitchens-1
Sidney Hodge,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,5,0,5,1.0,0.0,sidney-hodge-1
Steven Hoffart,2012-08-30,1,Washington State,@,Brigham Young,L,1,0,1,0.0,0.0,steven-hoffart-1
Cody Hoffman,2012-08-30,1,Brigham Young,,Washington State,W,0,1,1,0.0,0.0,cody-hoffman-1
Robert Hogg,2012-08-30,1,Middle Tennessee State,,McNeese State,L,0,1,1,0.0,0.0,robert-hogg-1
Harold Hogue,2012-08-30,1,Ball State,,Eastern Michigan,W,1,0,1,0.0,0.0,harold-hogue-1
Devonte Holloman,2012-08-30,1,South Carolina,@,Vanderbilt,W,1,1,2,0.0,0.0,devonte-holloman-1
Parker Holloway,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,0,1,1,0.0,0.0,parker-holloway-1
Damien Holmes,2012-08-30,1,UCLA,@,Rice,W,2,2,4,1.0,1.0,damien-holmes-1
Jaxon Hood,2012-08-30,1,Arizona State,,Northern Arizona,W,1,1,2,1.0,0.0,jaxon-hood-1
Alfonso Horner,2012-08-30,1,Akron,,Central Florida,L,2,0,2,1.0,1.0,alfonso-horner-1
Mike Horsey,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,0,1,1,0.0,0.0,mike-horsey-1
Damante Horton,2012-08-30,1,Washington State,@,Brigham Young,L,7,0,7,0.0,0.0,damante-horton-1
Chris Humphrey,2012-08-30,1,Kent State,,Towson,W,1,0,1,0.0,0.0,chris-humphrey-1
Osahon Irabor,2012-08-30,1,Arizona State,,Northern Arizona,W,2,0,2,0.0,0.0,osahon-irabor-1
Kemal Ishmael,2012-08-30,1,Central Florida,@,Akron,W,4,5,9,0.0,0.0,kemal-ishmael-1
Jordan Italiano,2012-08-30,1,Kent State,,Towson,W,2,1,3,0.0,0.0,jordan-italiano-1
Darius Jackson,2012-08-30,1,Eastern Michigan,@,Ball State,L,1,0,1,0.0,0.0,darius-jackson-1
Princeton Jackson,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,2,3,5,0.0,0.0,princeton-jackson-1
Donovan Jarrett,2012-08-30,1,Ball State,,Eastern Michigan,W,1,1,2,0.0,0.0,donovan-jarrett-1
Damario Jeffery,2012-08-30,1,South Carolina,@,Vanderbilt,W,1,1,2,0.0,0.0,damario-jeffery-1
Ted Jennings,2012-08-30,1,Connecticut,,Massachusetts,W,1,0,1,0.0,0.0,ted-jennings-1
Byron Jerideau,2012-08-30,1,South Carolina,@,Vanderbilt,W,0,1,1,0.0,0.0,byron-jerideau-1
Randall Jette,2012-08-30,1,Massachusetts,@,Connecticut,L,4,1,5,0.0,0.0,randall-jette-1
Brandon Johnson,2012-08-30,1,Arizona State,,Northern Arizona,W,0,1,1,0.0,0.0,brandon-johnson-7
Chandler Johnson,2012-08-30,1,Utah,,Northern Colorado,W,0,1,1,0.0,0.0,chandler-johnson-1
Darien Johnson,2012-08-30,1,New Mexico State,,Sacramento State,W,2,4,6,0.0,0.0,darien-johnson-2
Jordan Johnson,2012-08-30,1,Brigham Young,,Washington State,W,4,0,4,0.0,0.0,jordan-johnson-3
Jory Johnson,2012-08-30,1,Connecticut,,Massachusetts,W,2,1,3,0.0,0.0,jory-johnson-1
Keelan Johnson,2012-08-30,1,Arizona State,,Northern Arizona,W,1,1,2,0.0,0.0,keelan-johnson-1
Kevin Johnson,2012-08-30,1,Eastern Michigan,@,Ball State,L,8,8,16,0.5,0.0,kevin-johnson-8
Roland Johnson,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,2,1,3,1.0,0.0,roland-johnson-2
Shafer Johnson,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,0,2,2,0.5,0.0,shafer-johnson-1
Anthony Jones,2012-08-30,1,Arizona State,,Northern Arizona,W,0,2,2,0.0,0.0,anthony-jones-6
Brian Jones,2012-08-30,1,Ball State,,Eastern Michigan,W,1,4,5,0.0,0.0,brian-jones-5
Byron Jones,2012-08-30,1,Connecticut,,Massachusetts,W,1,2,3,0.0,0.0,byron-jones-2
Datone Jones,2012-08-30,1,UCLA,@,Rice,W,4,2,6,2.0,1.0,datone-jones-1
J.D. Jones,2012-08-30,1,Middle Tennessee State,,McNeese State,L,1,2,3,0.0,0.0,jd-jones-1
Justin Jones,2012-08-30,1,Middle Tennessee State,,McNeese State,L,2,0,2,0.0,0.0,justin-jones-1
Jesse Joseph,2012-08-30,1,Connecticut,,Massachusetts,W,1,1,2,0.0,0.0,jesse-joseph-1
Kalonji Kashama,2012-08-30,1,Eastern Michigan,@,Ball State,L,1,4,5,1.0,1.0,kalonji-kashama-1
Uona Kaveinga,2012-08-30,1,Brigham Young,,Washington State,W,3,2,5,0.0,0.0,uona-kaveinga-1
Karel Kearney,2012-08-30,1,Idaho,,Eastern Washington,L,0,2,2,0.0,0.0,karel-kearney-1
Vince Keener,2012-08-30,1,Idaho,,Eastern Washington,L,1,3,4,1.0,0.0,vince-keener-1
Derek Keller,2012-08-30,1,Utah State,,Southern Utah,W,0,1,1,0.0,0.0,derek-keller-1
Eric Kendricks,2012-08-30,1,UCLA,@,Rice,W,4,7,11,0.0,0.0,eric-kendricks-1
