Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Tristan Payton,2018-08-30,1,Central Florida,@,Connecticut,W,2,13,6.5,0,tristan-payton-1
Jalen Preston,2018-08-30,1,Texas A&M,,Northwestern State,W,1,14,14.0,1,jalen-preston-1
Devin Reece,2018-08-30,1,Ball State,,Central Connecticut State,W,1,12,12.0,0,devin-reece-1
Ryan Renick,2018-08-30,1,Texas A&M,,Northwestern State,W,1,8,8.0,0,ryan-renick-1
Malik Roberson,2018-08-30,1,San Jose State,,California-Davis,L,1,40,40.0,0,malik-roberson-1
Darius Rodrigue,2018-08-30,1,Louisiana-Monroe,,Southeastern Louisiana,W,1,4,4.0,0,darius-rodrigue-1
Kendrick Rogers,2018-08-30,1,Texas A&M,,Northwestern State,W,2,33,16.5,0,kendrick-rogers-1
Zavier Scott,2018-08-30,1,Connecticut,,Central Florida,L,5,40,8.0,0,zavier-scott-1
Armand Shyne,2018-08-30,1,Utah,,Weber State,W,1,5,5.0,0,armand-shyne-1
Demari Simpkins,2018-08-30,1,Utah,,Weber State,W,2,13,6.5,0,demari-simpkins-1
Ben Skowronek,2018-08-30,1,Northwestern,@,Purdue,W,3,47,15.7,0,ben-skowronek-1
Rodney Smith,2018-08-30,1,Minnesota,,New Mexico State,W,1,21,21.0,0,rodney-smith-5
Dredrick Snelson,2018-08-30,1,Central Florida,@,Connecticut,W,6,90,15.0,0,dredrick-snelson-1
Jared Sparks,2018-08-30,1,Purdue,,Northwestern,L,6,76,12.7,0,jared-sparks-1
Sloan Spiller,2018-08-30,1,Louisiana-Monroe,,Southeastern Louisiana,W,2,15,7.5,0,sloan-spiller-1
Jace Sternberger,2018-08-30,1,Texas A&M,,Northwestern State,W,5,56,11.2,2,jace-sternberger-1
Dillon Stoner,2018-08-30,1,Oklahoma State,,Missouri State,W,4,29,7.3,0,dillon-stoner-1
Jarrion Street,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,3,11,3.7,0,jarrion-street-1
Sage Surratt,2018-08-30,1,Wake Forest,@,Tulane,W,11,150,13.6,0,sage-surratt-1
RJ Turner,2018-08-30,1,Louisiana-Monroe,,Southeastern Louisiana,W,7,95,13.6,0,rj-turner-1
Yo'Heinz Tyler,2018-08-30,1,Ball State,,Central Connecticut State,W,2,83,41.5,2,yoheinz-tyler-1
Xavier Ubosi,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,1,48,48.0,0,xavier-ubosi-1
Austin Vaughn,2018-08-30,1,Louisiana-Monroe,,Southeastern Louisiana,W,2,10,5.0,0,austin-vaughn-1
Justin Walker,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,1,35,35.0,0,justin-walker-2
Tracin Wallace,2018-08-30,1,Oklahoma State,,Missouri State,W,1,1,1.0,0,tracin-wallace-1
Tylan Wallace,2018-08-30,1,Oklahoma State,,Missouri State,W,4,48,12.0,1,tylan-wallace-1
Austin Watkins,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,1,1,1.0,0,austin-watkins-1
Kayin White,2018-08-30,1,Louisiana-Monroe,,Southeastern Louisiana,W,4,25,6.3,0,kayin-white-1
Keyan Williams,2018-08-30,1,Ball State,,Central Connecticut State,W,2,6,3.0,0,keyan-williams-1
Marlon Williams,2018-08-30,1,Central Florida,@,Connecticut,W,2,10,5.0,0,marlon-williams-5
Trayveon Williams,2018-08-30,1,Texas A&M,,Northwestern State,W,1,2,2.0,0,trayveon-williams-1
Andre Wilson,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,3,37,12.3,1,andre-wilson-1
Landon Wolf,2018-08-30,1,Oklahoma State,,Missouri State,W,2,24,12.0,0,landon-wolf-1
Terry Wright,2018-08-30,1,Purdue,,Northwestern,L,3,22,7.3,0,terry-wright-2
Isaac Zico,2018-08-30,1,Purdue,,Northwestern,L,2,17,8.5,0,isaac-zico-1
Eltoro Allen,2018-08-31,1,Utah State,@,Michigan State,L,1,11,11.0,0,eltoro-allen-1
JJ Arcega-Whiteside,2018-08-31,1,Stanford,,San Diego State,W,6,226,37.7,3,jj-arcega-whiteside-1
Trevion Armstrong,2018-08-31,1,Nevada,,Portland State,W,3,29,9.7,0,trevion-armstrong-1
Jordan Asberry,2018-08-31,1,Army,@,Duke,L,2,22,11.0,0,jordan-asberry-1
Blake Banham,2018-08-31,1,Eastern Michigan,,Monmouth,W,8,103,12.9,1,blake-banham-1
LeVante Bellamy,2018-08-31,1,Western Michigan,,Syracuse,L,3,6,2.0,0,levante-bellamy-1
Beau Bisharat,2018-08-31,1,Colorado,N,Colorado State,W,1,4,4.0,1,beau-bisharat-1
Gerold Bright,2018-08-31,1,Utah State,@,Michigan State,L,1,8,8.0,0,gerold-bright-1
Tony Brown,2018-08-31,1,Colorado,N,Colorado State,W,1,-6,-6.0,0,tony-brown-9
Cameron Butler,2018-08-31,2,Colorado State,N,Colorado,L,1,9,9.0,0,cameron-butler-1
Luke Campbell,2018-08-31,1,Michigan State,,Utah State,W,1,5,5.0,0,luke-campbell-1
Dominic Christian,2018-08-31,1,Nevada,,Portland State,W,1,5,5.0,0,dominic-christian-1
Glen Coates,2018-08-31,1,Army,@,Duke,L,3,23,7.7,0,glen-coates-1
Elijah Cooks,2018-08-31,1,Nevada,,Portland State,W,1,29,29.0,0,elijah-cooks-1
Jamal Custis,2018-08-31,1,Syracuse,@,Western Michigan,W,6,168,28.0,2,jamal-custis-1
Felton Davis III,2018-08-31,1,Michigan State,,Utah State,W,3,69,23.0,1,felton-davis-iii-1
Taiwan Deal,2018-08-31,1,Wisconsin,,Western Kentucky,W,1,10,10.0,0,taiwan-deal-1
Mik'Quan Deane,2018-08-31,1,Western Kentucky,@,Wisconsin,L,1,5,5.0,0,mikquan-deane-1
Ethan Dedeaux,2018-08-31,1,San Diego State,@,Stanford,L,3,21,7.0,0,ethan-dedeaux-1
Dylan Drummond,2018-08-31,1,Eastern Michigan,,Monmouth,W,2,42,21.0,1,dylan-drummond-1
Jack Dunn,2018-08-31,1,Wisconsin,,Western Kentucky,W,1,20,20.0,0,jack-dunn-1
Ian Eriksen,2018-08-31,1,Eastern Michigan,,Monmouth,W,2,2,1.0,0,ian-eriksen-1
D'Wayne Eskridge,2018-08-31,1,Western Michigan,,Syracuse,L,8,240,30.0,2,dwayne-eskridge-1
Jake Ferguson,2018-08-31,1,Wisconsin,,Western Kentucky,W,4,43,10.8,0,jake-ferguson-1
Kaleb Fossum,2018-08-31,1,Nevada,,Portland State,W,6,139,23.2,0,kaleb-fossum-1
Kyle Fourtenbary,2018-08-31,1,Western Kentucky,@,Wisconsin,L,2,23,11.5,0,kyle-fourtenbary-1
Jalen Greene,2018-08-31,1,Utah State,@,Michigan State,L,3,40,13.3,0,jalen-greene-1
Jairus Grissom,2018-08-31,1,Eastern Michigan,,Monmouth,W,1,-1,-1.0,0,jairus-grissom-1
Garrett Groshek,2018-08-31,1,Wisconsin,,Western Kentucky,W,1,43,43.0,1,garrett-groshek-1
Nikko Hall,2018-08-31,2,Colorado State,N,Colorado,L,1,7,7.0,0,nikko-hall-1
Drake Harris,2018-08-31,1,Western Michigan,,Syracuse,L,1,12,12.0,0,drake-harris-1
Camden Harrison,2018-08-31,1,Army,@,Duke,L,3,92,30.7,1,camden-harrison-1
Parker Houston,2018-08-31,1,San Diego State,@,Stanford,L,1,8,8.0,0,parker-houston-1
Trenton Irwin,2018-08-31,1,Stanford,,San Diego State,W,5,31,6.2,0,trenton-irwin-1
Arthur Jackson III,2018-08-31,1,Eastern Michigan,,Monmouth,W,1,40,40.0,0,arthur-jackson-iii-1
Lucky Jackson,2018-08-31,1,Western Kentucky,@,Wisconsin,L,4,22,5.5,0,lucky-jackson-1
Warren Jackson,2018-08-31,2,Colorado State,N,Colorado,L,1,12,12.0,0,warren-jackson-2
Quin Jernighan,2018-08-31,1,Western Kentucky,@,Wisconsin,L,2,30,15.0,0,quin-jernighan-1
Olabisi Johnson,2018-08-31,2,Colorado State,N,Colorado,L,6,82,13.7,1,olabisi-johnson-1
Bryce Kemp,2018-08-31,1,Eastern Michigan,,Monmouth,W,1,34,34.0,1,bryce-kemp-1
Jaxson Kincaide,2018-08-31,1,Nevada,,Portland State,W,1,73,73.0,1,jaxson-kincaide-1
Davis Koppenhaver,2018-08-31,1,Duke,,Army,W,1,8,8.0,0,davis-koppenhaver-1
Adam Krumholz,2018-08-31,1,Wisconsin,,Western Kentucky,W,1,5,5.0,0,adam-krumholz-1
Garland LaFrance,2018-08-31,1,Western Kentucky,@,Wisconsin,L,3,13,4.3,0,garland-lafrance-1
Xavier Lane,2018-08-31,1,Western Kentucky,@,Wisconsin,L,4,40,10.0,0,xavier-lane-1
Line Latu,2018-08-31,1,Eastern Michigan,,Monmouth,W,4,62,15.5,1,line-latu-1
Johnathan Lloyd,2018-08-31,1,Duke,,Army,W,2,32,16.0,0,johnathan-lloyd-1
Bryce Love,2018-08-31,1,Stanford,,San Diego State,W,3,18,6.0,0,bryce-love-1
Jay MacIntyre,2018-08-31,1,Colorado,N,Colorado State,W,1,10,10.0,0,jay-macintyre-1
McLane Mannix,2018-08-31,1,Nevada,,Portland State,W,4,132,33.0,3,mclane-mannix-1
Izzy Matthews,2018-08-31,2,Colorado State,N,Colorado,L,3,14,4.7,0,izzy-matthews-1
Jalen Nailor,2018-08-31,1,Michigan State,,Utah State,W,1,14,14.0,0,jalen-nailor-1
Jordan Nathan,2018-08-31,1,Utah State,@,Michigan State,L,4,64,16.0,0,jordan-nathan-1
Moe Neal,2018-08-31,1,Syracuse,@,Western Michigan,W,2,17,8.5,0,moe-neal-1
DJ Nelson,2018-08-31,1,Utah State,@,Michigan State,L,3,17,5.7,0,dj-nelson-1
Laress Nelson,2018-08-31,1,Michigan State,,Utah State,W,1,5,5.0,0,laress-nelson-1
K.D. Nixon,2018-08-31,1,Colorado,N,Colorado State,W,6,112,18.7,1,kd-nixon-1
Colby Parkinson,2018-08-31,1,Stanford,,San Diego State,W,3,37,12.3,1,colby-parkinson-1
Ravian Pierce,2018-08-31,1,Syracuse,@,Western Michigan,W,2,19,9.5,0,ravian-pierce-1
Kendric Pryor,2018-08-31,1,Wisconsin,,Western Kentucky,W,4,51,12.8,1,kendric-pryor-1
T.J. Rahming,2018-08-31,1,Duke,,Army,W,5,44,8.8,0,tj-rahming-1
Dax Raymond,2018-08-31,1,Utah State,@,Michigan State,L,7,76,10.9,0,dax-raymond-1
Jayden Reed,2018-08-31,1,Western Michigan,,Syracuse,L,7,121,17.3,1,jayden-reed-1
E.J. Scott,2018-08-31,2,Colorado State,N,Colorado,L,1,8,8.0,0,ej-scott-2
LJ Scott,2018-08-31,1,Michigan State,,Utah State,W,3,57,19.0,0,lj-scott-2
Mathew Sexton,2018-08-31,1,Eastern Michigan,,Monmouth,W,3,20,6.7,1,mathew-sexton-1
Laviska Shenault Jr.,2018-08-31,1,Colorado,N,Colorado State,W,11,211,19.2,1,laviska-shenault-jr-1
Jacquez Sloan,2018-08-31,1,Western Kentucky,@,Wisconsin,L,1,48,48.0,0,jacquez-sloan-1
Kaden Smith,2018-08-31,1,Stanford,,San Diego State,W,2,18,9.0,0,kaden-smith-1
Brandon Sowards,2018-08-31,1,Michigan State,,Utah State,W,2,12,6.0,0,brandon-sowards-1
Osiris St. Brown,2018-08-31,1,Stanford,,San Diego State,W,1,0,0.0,0,osiris-st-brown-1
Darrell Stewart Jr.,2018-08-31,1,Michigan State,,Utah State,W,7,55,7.9,0,darrell-stewart-jr-1
Dontae Strickland,2018-08-31,1,Syracuse,@,Western Michigan,W,1,22,22.0,0,dontae-strickland-2
Ron'Quavion Tarver,2018-08-31,1,Utah State,@,Michigan State,L,3,29,9.7,0,ronquavion-tarver-1
Toa Taua,2018-08-31,1,Nevada,,Portland State,W,1,9,9.0,0,toa-taua-1
A.J. Taylor,2018-08-31,1,Wisconsin,,Western Kentucky,W,5,85,17.0,0,aj-taylor-1
Chris Taylor,2018-08-31,1,Duke,,Army,W,1,-1,-1.0,0,chris-taylor-4
Carson Terrell,2018-08-31,1,Utah State,@,Michigan State,L,1,9,9.0,0,carson-terrell-1
Darwin Thompson,2018-08-31,1,Utah State,@,Michigan State,L,3,28,9.3,0,darwin-thompson-1
