Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Reggie Lewis,2006-09-02,1,Florida,,Southern Mississippi,W,reggie-lewis-1,1.0,35.0,0.0,2.0
Dwight Lowery,2006-09-02,1,San Jose State,@,Washington,L,dwight-lowery-1,1.0,0.0,0.0,1.0
Nate Lyles,2006-09-02,1,Virginia,@,Pittsburgh,L,nate-lyles-1,1.0,47.0,0.0,1.0
Brandon Massey,2006-09-02,1,Missouri,,Murray State,W,brandon-massey-1,1.0,11.0,0.0,1.0
Nolan McCready,2006-09-02,1,Penn State,,Akron,W,nolan-mccready-1,1.0,7.0,0.0,1.0
Koby McKinnon,2006-09-02,1,Arkansas State,,Army,W,koby-mckinnon-1,1.0,51.0,0.0,1.0
Michael Medina,2006-09-02,1,Wyoming,,Utah State,W,michael-medina-1,1.0,20.0,1.0,1.0
Will Meyers,2006-09-02,1,Indiana,,Western Michigan,W,will-meyers-1,1.0,37.0,0.0,2.0
Brit Miller,2006-09-02,1,Illinois,,Eastern Illinois,W,brit-miller-1,1.0,0.0,0.0,1.0
Ernest Miller,2006-09-02,1,Houston,@,Rice,W,ernest-miller-1,1.0,10.0,0.0,1.0
Lionel Mitchell,2006-09-02,1,Alabama,,Hawaii,W,lionel-mitchell-1,1.0,0.0,0.0,1.0
Haruki Nakamura,2006-09-02,1,Cincinnati,,Eastern Kentucky,W,haruki-nakamura-1,1.0,14.0,0.0,2.0
Reggie Nelson,2006-09-02,1,Florida,,Southern Mississippi,W,reggie-nelson-1,1.0,0.0,0.0,1.0
D.J. Parker,2006-09-02,1,Virginia Tech,,Northeastern,W,dj-parker-1,1.0,18.0,0.0,1.0
Chris Phillips,2006-09-02,1,Indiana,,Western Michigan,W,chris-phillips-1,1.0,66.0,1.0,1.0
Sha'Reff Rashad,2006-09-02,1,Central Florida,,Villanova,W,shareff-rashad-1,1.0,14.0,0.0,1.0
Darrelle Revis,2006-09-02,1,Pittsburgh,,Virginia,W,darrelle-revis-1,1.0,19.0,1.0,3.0
Dominic Ross,2006-09-02,1,Cincinnati,,Eastern Kentucky,W,dominic-ross-1,1.0,0.0,0.0,1.0
Bo Ruud,2006-09-02,1,Nebraska,,Louisiana Tech,W,bo-ruud-1,1.0,14.0,0.0,
Kevin Sanders,2006-09-02,1,Alabama-Birmingham,@,Oklahoma,L,kevin-sanders-1,1.0,0.0,0.0,1.0
Anthony Scirrotto,2006-09-02,1,Penn State,,Akron,W,anthony-scirrotto-1,1.0,28.0,0.0,2.0
Justin Scott,2006-09-02,1,Purdue,,Indiana State,W,justin-scott-1,1.0,23.0,0.0,1.0
Miguel Scott,2006-09-02,1,North Carolina State,,Appalachian State,W,miguel-scott-1,1.0,16.0,0.0,1.0
Clint Session,2006-09-02,1,Pittsburgh,,Virginia,W,clint-session-1,1.0,78.0,1.0,1.0
D'Anthony Smith,2006-09-02,1,Louisiana Tech,@,Nebraska,L,danthony-smith-1,1.0,7.0,0.0,1.0
Deangelo Smith,2006-09-02,1,Cincinnati,,Eastern Kentucky,W,deangelo-smith-1,1.0,11.0,0.0,1.0
Antwan Stewart,2006-09-02,1,Tennessee,,California,W,antwan-stewart-1,1.0,22.0,0.0,1.0
Joe Sturdivant,2006-09-02,1,Southern Methodist,@,Texas Tech,L,joe-sturdivant-1,1.0,0.0,0.0,1.0
Brandon Sumrall,2006-09-02,1,Southern Mississippi,@,Florida,L,brandon-sumrall-1,1.0,0.0,0.0,1.0
Will Tagoai,2006-09-02,1,Nevada-Las Vegas,,Idaho State,W,will-tagoai-1,1.0,15.0,0.0,1.0
Antonio Taylor,2006-09-02,1,Utah State,@,Wyoming,L,antonio-taylor-1,1.0,45.0,1.0,2.0
Terrell Thomas,2006-09-02,1,Southern California,@,Arkansas,W,terrell-thomas-1,1.0,2.0,0.0,1.0
Alterraun Verner,2006-09-02,1,UCLA,,Utah,W,alterraun-verner-1,1.0,34.0,1.0,1.0
Dominique Williams,2006-09-02,1,Arkansas State,,Army,W,dominique-williams-1,1.0,0.0,0.0,1.0
Thomas Williams,2006-09-02,1,Southern California,@,Arkansas,W,thomas-williams-1,1.0,12.0,0.0,1.0
Trae Williams,2006-09-02,1,South Florida,,McNeese State,W,trae-williams-1,1.0,2.0,0.0,3.0
Deandre Wright,2006-09-02,1,New Mexico,,Portland State,L,deandre-wright-1,1.0,0.0,0.0,1.0
Jonathan Zenon,2006-09-02,1,Louisiana State,,Louisiana,W,jonathan-zenon-1,2.0,33.0,1.0,2.0
Chase Ortiz,2006-09-03,1,Texas Christian,@,Baylor,W,chase-ortiz-1,1.0,0.0,0.0,
C.J. Wilson,2006-09-03,1,Baylor,,Texas Christian,L,cj-wilson-2,1.0,46.0,0.0,2.0
Michael Ray Garvin,2006-09-04,1,Florida State,@,Miami (FL),W,michael-ray-garvin-1,1.0,0.0,0.0,
Brandon Meriweather,2006-09-04,1,Miami (FL),,Florida State,L,brandon-meriweather-1,1.0,6.0,0.0,1.0
Korey Hall,2006-09-07,2,Boise State,,Oregon State,W,korey-hall-1,1.0,3.0,0.0,1.0
Kennard Cox,2006-09-08,2,Pittsburgh,@,Cincinnati,W,kennard-cox-1,1.0,2.0,0.0,2.0
Darrelle Revis,2006-09-08,2,Pittsburgh,@,Cincinnati,W,darrelle-revis-1,1.0,57.0,1.0,1.0
Tokumbo Abanikanda,2006-09-09,2,Southern Mississippi,,Southeastern Louisiana,W,tokumbo-abanikanda-1,1.0,0.0,0.0,1.0
Xavier Adibi,2006-09-09,2,Virginia Tech,@,North Carolina,W,xavier-adibi-1,1.0,40.0,0.0,2.0
Quinton Andrews,2006-09-09,2,West Virginia,,Eastern Washington,W,quinton-andrews-1,1.0,31.0,0.0,1.0
Cliff Avril,2006-09-09,2,Purdue,,Miami (OH),W,cliff-avril-1,1.0,5.0,0.0,1.0
Marcus Bacon,2006-09-09,2,Missouri,,Mississippi,W,marcus-bacon-1,1.0,52.0,0.0,2.0
Bryan Baldwin,2006-09-09,2,Kansas State,,Florida Atlantic,W,bryan-baldwin-1,1.0,21.0,0.0,1.0
Alan Ball,2006-09-09,2,Illinois,@,Rutgers,L,alan-ball-1,1.0,0.0,0.0,1.0
Chris Baloney,2006-09-09,2,Arizona State,,Nevada,W,chris-baloney-1,1.0,4.0,0.0,1.0
Dan Bick,2006-09-09,2,Purdue,,Miami (OH),W,dan-bick-1,1.0,0.0,0.0,2.0
Alvin Bowen,2006-09-09,2,Iowa State,,Nevada-Las Vegas,W,alvin-bowen-1,1.0,0.0,0.0,1.0
Lance Broadus,2006-09-09,2,Washington State,,Idaho,W,lance-broadus-1,1.0,0.0,0.0,1.0
A.J. Brown,2006-09-09,2,Syracuse,,Iowa,L,aj-brown-1,1.0,5.0,0.0,1.0
Khayyam Burns,2006-09-09,2,Arkansas State,,Oklahoma State,L,khayyam-burns-1,1.0,51.0,1.0,1.0
Ezra Butler,2006-09-09,2,Nevada,@,Arizona State,L,ezra-butler-1,1.0,23.0,1.0,1.0
Jairus Byrd,2006-09-09,2,Oregon,@,Fresno State,W,jairus-byrd-1,1.0,0.0,0.0,1.0
Antoine Cason,2006-09-09,2,Arizona,@,Louisiana State,L,antoine-cason-1,1.0,1.0,0.0,1.0
Simeon Castille,2006-09-09,2,Alabama,,Vanderbilt,W,simeon-castille-1,2.0,0.0,0.0,2.0
Kam Chancellor,2006-09-09,2,Virginia Tech,@,North Carolina,W,kam-chancellor-1,1.0,4.0,0.0,2.0
Patrick Chung,2006-09-09,2,Oregon,@,Fresno State,W,patrick-chung-1,1.0,0.0,0.0,1.0
Brannon Condren,2006-09-09,2,Troy,@,Florida State,L,brannon-condren-1,1.0,0.0,0.0,1.0
Grant Crunkelton,2006-09-09,2,Arizona State,,Nevada,W,grant-crunkelton-1,1.0,24.0,0.0,
Buster Davis,2006-09-09,2,Florida State,,Troy,W,buster-davis-1,1.0,0.0,0.0,1.0
Quintin Demps,2006-09-09,2,Texas-El Paso,,Texas Tech,L,quintin-demps-1,1.0,0.0,0.0,1.0
Will Dunbar,2006-09-09,2,Alabama-Birmingham,,East Carolina,W,will-dunbar-1,1.0,29.0,0.0,1.0
Londen Fryar,2006-09-09,2,Western Michigan,,Toledo,W,londen-fryar-1,2.0,106.0,1.0,2.0
Lowell Garthwaite,2006-09-09,2,Army,,Kent State,W,lowell-garthwaite-1,1.0,0.0,0.0,1.0
William Gay,2006-09-09,2,Louisville,@,Temple,W,william-gay-1,1.0,0.0,0.0,1.0
Dorsey Golston,2006-09-09,2,Wyoming,@,Virginia,L,dorsey-golston-1,1.0,0.0,0.0,1.0
Marcus Hamilton,2006-09-09,2,Virginia,,Wyoming,W,marcus-hamilton-1,1.0,29.0,0.0,1.0
Chris Hampton,2006-09-09,2,South Carolina,,Georgia,L,chris-hampton-1,1.0,2.0,0.0,1.0
Shaun Harper,2006-09-09,2,Utah,,Northern Arizona,W,shaun-harper-1,1.0,13.0,0.0,1.0
Dominique Harris,2006-09-09,2,Temple,,Louisville,L,dominique-harris-1,1.0,20.0,0.0,2.0
Geno Hayes,2006-09-09,2,Florida State,,Troy,W,geno-hayes-1,1.0,0.0,0.0,2.0
Brenden Hill,2006-09-09,2,Virginia Tech,@,North Carolina,W,brenden-hill-1,1.0,69.0,1.0,1.0
Del Howard,2006-09-09,2,Missouri,,Mississippi,W,del-howard-1,1.0,16.0,0.0,1.0
Joey Hudson,2006-09-09,2,Miami (OH),@,Purdue,L,joey-hudson-1,2.0,17.0,0.0,0.0
Daymeion Hughes,2006-09-09,2,California,,Minnesota,W,daymeion-hughes-1,2.0,0.0,0.0,3.0
David Irons,2006-09-09,2,Auburn,@,Mississippi State,W,david-irons-1,1.0,0.0,0.0,1.0
Fritz Jacques,2006-09-09,2,Kent State,@,Army,L,fritz-jacques-1,1.0,0.0,0.0,1.0
Andre Jones,2006-09-09,2,Akron,@,North Carolina State,W,andre-jones-2,1.0,0.0,0.0,1.0
Djay Jones,2006-09-09,2,Georgia Tech,,Samford,W,djay-jones-1,1.0,29.0,1.0,1.0
J.J. Justice,2006-09-09,2,Maryland,,Middle Tennessee State,W,jj-justice-1,1.0,15.0,0.0,1.0
Jake Lamar,2006-09-09,2,Baylor,,Northwestern State,W,jake-lamar-1,1.0,5.0,0.0,
Laron Landry,2006-09-09,2,Louisiana State,,Arizona,W,laron-landry-1,1.0,3.0,0.0,1.0
Allen Langford,2006-09-09,2,Wisconsin,,Western Illinois,W,allen-langford-1,1.0,5.0,0.0,2.0
Reshard Langford,2006-09-09,2,Vanderbilt,@,Alabama,L,reshard-langford-1,1.0,0.0,0.0,1.0
James Laurinaitis,2006-09-09,2,Ohio State,@,Texas,W,james-laurinaitis-1,1.0,25.0,0.0,2.0
Terrell Lemon,2006-09-09,2,Syracuse,,Iowa,L,terrell-lemon-1,2.0,0.0,0.0,2.0
Jamal Lewis,2006-09-09,2,Georgia Tech,,Samford,W,jamal-lewis-1,1.0,97.0,1.0,1.0
Keenan Little,2006-09-09,2,Navy,,Massachusetts,W,keenan-little-1,1.0,2.0,0.0,2.0
Dwight Lowery,2006-09-09,2,San Jose State,,Stanford,W,dwight-lowery-1,1.0,0.0,0.0,2.0
Jerry Mackey,2006-09-09,2,Syracuse,,Iowa,L,jerry-mackey-1,1.0,17.0,0.0,1.0
Julian Madrid,2006-09-09,1,Air Force,@,Tennessee,L,julian-madrid-1,1.0,12.0,0.0,1.0
Brandon Massey,2006-09-09,2,Missouri,,Mississippi,W,brandon-massey-1,1.0,0.0,0.0,2.0
Cedrick Maxwell,2006-09-09,2,Kent State,@,Army,L,cedrick-maxwell-1,1.0,17.0,0.0,1.0
Darcel McBath,2006-09-09,2,Texas Tech,@,Texas-El Paso,W,darcel-mcbath-1,2.0,38.0,0.0,3.0
Marcus McClinton,2006-09-09,2,Kentucky,,Texas State,W,marcus-mcclinton-1,1.0,0.0,0.0,1.0
Devin McCourty,2006-09-09,2,Rutgers,,Illinois,W,devin-mccourty-1,1.0,38.0,1.0,1.0
Brandon McDonald,2006-09-09,2,Memphis,,Chattanooga,W,brandon-mcdonald-1,1.0,30.0,0.0,1.0
Ryan McFoy,2006-09-09,2,Arizona State,,Nevada,W,ryan-mcfoy-1,1.0,30.0,1.0,2.0
Koby McKinnon,2006-09-09,2,Arkansas State,,Oklahoma State,L,koby-mckinnon-1,1.0,5.0,0.0,1.0
Ernest Miller,2006-09-09,2,Houston,,Tulane,W,ernest-miller-1,1.0,1.0,0.0,1.0
Robert Mitchell,2006-09-09,2,Florida International,@,South Florida,L,robert-mitchell-1,1.0,14.0,1.0,1.0
Clayton Mullins,2006-09-09,2,Miami (OH),@,Purdue,L,clayton-mullins-1,1.0,12.0,0.0,1.0
Chinedum Ndukwe,2006-09-09,2,Notre Dame,,Penn State,W,chinedum-ndukwe-1,1.0,1.0,0.0,2.0
Mike Newton,2006-09-09,2,Buffalo,@,Bowling Green State,L,mike-newton-1,1.0,43.0,0.0,1.0
Kevin Payne,2006-09-09,2,Louisiana-Monroe,@,Kansas,L,kevin-payne-1,1.0,0.0,0.0,1.0
Jason Phillips,2006-09-09,2,Texas Christian,,California-Davis,W,jason-phillips-1,1.0,2.0,0.0,1.0
Max Pollock,2006-09-09,2,Michigan,,Central Michigan,W,max-pollock-1,1.0,12.0,1.0,
Tracy Porter,2006-09-09,2,Indiana,@,Ball State,W,tracy-porter-1,1.0,20.0,0.0,3.0
Dujuan Price,2006-09-09,2,Navy,,Massachusetts,W,dujuan-price-1,1.0,0.0,0.0,1.0
Sky Pruitt,2006-09-09,2,North Texas,,Southern Methodist,W,sky-pruitt-1,1.0,2.0,0.0,1.0
Sha'Reff Rashad,2006-09-09,2,Central Florida,@,Florida,L,shareff-rashad-1,1.0,3.0,0.0,1.0
Levance Richmond,2006-09-09,2,Southern Mississippi,,Southeastern Louisiana,W,levance-richmond-1,1.0,20.0,0.0,1.0
Derrick Roberson,2006-09-09,2,Rutgers,,Illinois,W,derrick-roberson-1,1.0,8.0,0.0,1.0
Aaron Rouse,2006-09-09,2,Virginia Tech,@,North Carolina,W,aaron-rouse-1,1.0,28.0,0.0,1.0
Israel Route,2006-09-09,1,Tulane,@,Houston,L,israel-route-1,1.0,16.0,0.0,1.0
Ja'Corey Shepherd,2006-09-09,2,Rice,@,UCLA,L,jacorey-shepherd-1,1.0,2.0,0.0,1.0
Juwan Simpson,2006-09-09,2,Alabama,,Vanderbilt,W,juwan-simpson-1,1.0,2.0,0.0,1.0
Cergile Sincere,2006-09-09,2,Florida Atlantic,@,Kansas State,L,cergile-sincere-1,1.0,3.0,0.0,1.0
Lionell Singleton,2006-09-09,2,Florida International,@,South Florida,L,lionell-singleton-1,1.0,0.0,0.0,2.0
Clinton Snyder,2006-09-09,2,Stanford,@,San Jose State,L,clinton-snyder-1,1.0,10.0,0.0,1.0
Joe Stellmacher,2006-09-09,2,Wisconsin,,Western Illinois,W,joe-stellmacher-1,1.0,0.0,0.0,1.0
Craig Steltz,2006-09-09,2,Louisiana State,,Arizona,W,craig-steltz-1,1.0,19.0,0.0,1.0
O.J. Swift,2006-09-09,2,New Mexico,@,New Mexico State,W,oj-swift-1,1.0,37.0,0.0,0.0
Josh Thompson,2006-09-09,2,Louisiana-Monroe,@,Kansas,L,josh-thompson-1,1.0,0.0,0.0,1.0
Travis Timmons,2006-09-09,2,Central Florida,@,Florida,L,travis-timmons-1,1.0,0.0,0.0,
Darren Toney,2006-09-09,2,Arkansas State,,Oklahoma State,L,darren-toney-1,1.0,0.0,0.0,1.0
Matangi Tonga,2006-09-09,2,Brigham Young,,Tulsa,W,matangi-tonga-1,1.0,0.0,0.0,1.0
Martel Van Zant,2006-09-09,2,Oklahoma State,@,Arkansas State,W,martel-van-zant-1,1.0,22.0,0.0,1.0
Steve Warren,2006-09-09,2,North Texas,,Southern Methodist,W,steve-warren-1,1.0,0.0,0.0,1.0
Marvin White,2006-09-09,2,Texas Christian,,California-Davis,W,marvin-white-1,1.0,25.0,0.0,1.0
Scott White,2006-09-09,2,Washington,@,Oklahoma,L,scott-white-1,1.0,11.0,0.0,1.0
Roger Williams,2006-09-09,2,Florida State,,Troy,W,roger-williams-1,1.0,0.0,0.0,2.0
Trae Williams,2006-09-09,2,South Florida,,Florida International,W,trae-williams-1,1.0,0.0,0.0,1.0
C.J. Wilson,2006-09-09,2,Western Michigan,,Toledo,W,cj-wilson-3,1.0,0.0,0.0,1.0
C.J. Wilson,2006-09-09,2,Baylor,,Northwestern State,W,cj-wilson-2,2.0,52.0,1.0,2.0
Eric Wright,2006-09-09,2,Nevada-Las Vegas,@,Iowa State,L,eric-wright-1,1.0,32.0,0.0,2.0
Jacob Wyatt,2006-09-09,2,Eastern Michigan,@,Michigan State,L,jacob-wyatt-1,1.0,0.0,0.0,1.0
Mark Zalewski,2006-09-09,2,Wisconsin,,Western Illinois,W,mark-zalewski-1,1.0,4.0,0.0,2.0
Jonathan Zenon,2006-09-09,2,Louisiana State,,Arizona,W,jonathan-zenon-1,1.0,41.0,1.0,1.0
Reggie Doucet,2006-09-14,3,Middle Tennessee State,,Tennessee Tech,W,reggie-doucet-1,2.0,45.0,0.0,4.0
Jay Henry,2006-09-14,3,West Virginia,,Maryland,W,jay-henry-1,1.0,0.0,0.0,1.0
Antonio Lewis,2006-09-14,3,West Virginia,,Maryland,W,antonio-lewis-1,1.0,0.0,0.0,2.0
Roy Polite,2006-09-14,3,Middle Tennessee State,,Tennessee Tech,W,roy-polite-1,1.0,17.0,0.0,1.0
Barry Church,2006-09-15,3,Toledo,,Kansas,W,barry-church-1,1.0,84.0,1.0,2.0
Tyrrell Herbert,2006-09-15,3,Toledo,,Kansas,W,tyrrell-herbert-1,1.0,0.0,0.0,1.0
Bo Martin,2006-09-15,3,Toledo,,Kansas,W,bo-martin-1,2.0,68.0,0.0,3.0
SirDarean Adams,2006-09-16,3,Michigan State,@,Pittsburgh,W,sirdarean-adams-1,1.0,0.0,0.0,1.0
Dominique Barber,2006-09-16,3,Minnesota,,Temple,W,dominique-barber-1,1.0,12.0,0.0,1.0
Deante Battle,2006-09-16,3,Northwestern,,Eastern Michigan,W,deante-battle-1,1.0,31.0,0.0,3.0
Alex Bernard,2006-09-16,3,New Mexico State,,Texas Southern,W,alex-bernard-1,1.0,15.0,0.0,2.0
Leon Best,2006-09-16,3,East Carolina,,Memphis,W,leon-best-1,1.0,37.0,0.0,1.0
J.J. Billingsley,2006-09-16,3,Colorado,,Arizona State,L,jj-billingsley-1,1.0,0.0,0.0,1.0
Bobby Blackshire,2006-09-16,3,Tulsa,,North Texas,W,bobby-blackshire-1,1.0,0.0,0.0,1.0
H.B. Blades,2006-09-16,3,Pittsburgh,,Michigan State,L,hb-blades-1,1.0,3.0,0.0,1.0
Alvin Bowen,2006-09-16,3,Iowa State,@,Iowa,L,alvin-bowen-1,1.0,22.0,0.0,1.0
A.J. Brown,2006-09-16,3,Syracuse,@,Illinois,W,aj-brown-1,1.0,0.0,0.0,1.0
Mkristo Bruce,2006-09-16,3,Washington State,,Baylor,W,mkristo-bruce-1,1.0,0.0,0.0,1.0
Prescott Burgess,2006-09-16,3,Michigan,@,Notre Dame,W,prescott-burgess-1,2.0,66.0,1.0,3.0
Blake Burruss,2006-09-16,3,North Texas,@,Tulsa,L,blake-burruss-1,1.0,0.0,0.0,
Jeremiah Chapman,2006-09-16,3,North Texas,@,Tulsa,L,jeremiah-chapman-1,1.0,0.0,0.0,1.0
Georg Coleman,2006-09-16,3,Temple,@,Minnesota,L,georg-coleman-1,1.0,10.0,0.0,1.0
Duran Cooley,2006-09-16,3,Minnesota,,Temple,W,duran-cooley-1,1.0,16.0,0.0,1.0
Reggie Corner,2006-09-16,3,Akron,@,Central Michigan,L,reggie-corner-1,1.0,0.0,0.0,1.0
Quentin Cotton,2006-09-16,3,East Carolina,,Memphis,W,quentin-cotton-1,1.0,34.0,0.0,1.0
Louis Delmas,2006-09-16,3,Western Michigan,@,Virginia,W,louis-delmas-1,1.0,24.0,0.0,1.0
Jeffrey Dukes,2006-09-16,3,Alabama,,Louisiana-Monroe,W,jeffrey-dukes-1,1.0,2.0,0.0,1.0
Ollice Ervin,2006-09-16,3,Buffalo,@,Northern Illinois,L,ollice-ervin-1,1.0,9.0,0.0,1.0
Jasper Faulk,2006-09-16,3,Southern Mississippi,,North Carolina State,W,jasper-faulk-1,1.0,40.0,0.0,4.0
Jeremy Foreman,2006-09-16,2,Tulane,@,Mississippi State,W,jeremy-foreman-1,1.0,49.0,0.0,2.0
Mesphin Forrester,2006-09-16,3,Washington,,Fresno State,W,mesphin-forrester-1,1.0,36.0,0.0,
Eric Frampton,2006-09-16,3,Washington State,,Baylor,W,eric-frampton-1,1.0,7.0,0.0,1.0
Stanley Franks,2006-09-16,3,Idaho,,Idaho State,W,stanley-franks-1,2.0,42.0,0.0,2.0
Joe Garcia,2006-09-16,3,Nevada,,Colorado State,W,joe-garcia-2,1.0,0.0,0.0,1.0
Byron Garvin,2006-09-16,3,Kansas State,,Marshall,W,byron-garvin-1,1.0,20.0,0.0,1.0
Ron Girault,2006-09-16,3,Rutgers,,Ohio,W,ron-girault-1,1.0,39.0,0.0,1.0
Quinn Gooch,2006-09-16,3,Brigham Young,@,Boston College,L,quinn-gooch-1,1.0,0.0,0.0,2.0
Josh Gordy,2006-09-16,3,Central Michigan,,Akron,W,josh-gordy-1,1.0,100.0,1.0,1.0
Nick Graham,2006-09-16,3,Tulsa,,North Texas,W,nick-graham-1,1.0,-3.0,0.0,1.0
Heath Grant,2006-09-16,3,Memphis,@,East Carolina,L,heath-grant-1,1.0,5.0,0.0,1.0
Courtney Greene,2006-09-16,3,Rutgers,,Ohio,W,courtney-greene-1,1.0,0.0,0.0,1.0
Devin Gregg,2006-09-16,3,Texas A&M,,Army,W,devin-gregg-1,2.0,8.0,0.0,2.0
