Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Richard Allen,2014-08-28,1,Tulane,@,Tulsa,L,1,0,1,0.0,0.0,richard-allen-2
Zachary Allen,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,1,3,4,1.0,1.0,zachary-allen-1
Bryson Allen-Williams,2014-08-28,1,South Carolina,,Texas A&M,L,1,2,3,0.0,0.0,bryson-allen-williams-1
Jeremiah Allison,2014-08-28,1,Washington State,,Rutgers,L,1,1,2,0.0,0.0,jeremiah-allison-1
Jarred Alwan,2014-08-28,1,Temple,@,Vanderbilt,W,0,1,1,0.0,0.0,jarred-alwan-1
Tony Annese,2014-08-28,1,Central Michigan,,Chattanooga,W,2,0,2,0.0,0.0,tony-annese-1
Jay Arnold,2014-08-28,1,Texas A&M,@,South Carolina,W,1,0,1,0.0,0.0,jay-arnold-1
Boye Aromire,2014-08-28,1,Temple,@,Vanderbilt,W,2,2,4,0.0,0.0,boye-aromire-2
Kalei Auelua,2014-08-28,1,New Mexico State,,Cal Poly,W,1,7,8,0.0,0.0,kalei-auelua-1
Justin Backus,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,3,2,5,0.0,0.0,justin-backus-1
Donnie Baggs,2014-08-28,1,Texas A&M,@,South Carolina,W,2,1,3,1.0,1.0,donnie-baggs-1
Matthew Bailey,2014-08-28,1,Tulane,@,Tulsa,L,3,2,5,0.0,0.0,matthew-bailey-1
Marcus Ball,2014-08-28,1,Arizona State,,Weber State,W,2,0,2,0.0,0.0,marcus-ball-3
Zack Bambary,2014-08-28,1,Temple,@,Vanderbilt,W,1,1,2,0.0,0.0,zack-bambary-1
Clint Barnard,2014-08-28,1,New Mexico State,,Cal Poly,W,1,1,2,0.0,0.0,clint-barnard-1
Dominic Barnes,2014-08-28,1,San Jose State,,North Dakota,W,1,0,1,0.0,0.0,dominic-barnes-1
Will Barrow,2014-08-28,1,Tulsa,,Tulane,W,3,0,3,0.0,0.0,will-barrow-1
Justin Bass,2014-08-28,1,Texas A&M,@,South Carolina,W,3,1,4,0.0,0.0,justin-bass-1
Corey Bell,2014-08-28,1,Boise State,N,Mississippi,L,6,2,8,1.0,0.0,corey-bell-1
Tre Bell,2014-08-28,1,Vanderbilt,,Temple,L,4,1,5,0.0,0.0,tre-bell-1
Bryon Bennett,2014-08-28,1,Mississippi,N,Boise State,W,1,1,2,0.0,0.0,bryon-bennett-1
Adrian Blake,2014-08-28,1,San Jose State,,North Dakota,W,0,1,1,0.0,0.0,adrian-blake-1
Brian Blechen,2014-08-28,1,Utah,,Idaho State,W,1,1,2,0.0,0.0,brian-blechen-1
Briean Boddy-Calhoun,2014-08-28,1,Minnesota,,Eastern Illinois,W,1,1,2,0.0,0.0,briean-boddy-calhoun-1
Mat Boesen,2014-08-28,1,Boise State,N,Mississippi,L,1,0,1,0.0,0.0,mat-boesen-1
Cameron Botticelli,2014-08-28,1,Minnesota,,Eastern Illinois,W,3,0,3,1.0,1.0,cameron-botticelli-1
Nigel Bowden,2014-08-28,1,Vanderbilt,,Temple,L,4,1,5,1.0,0.0,nigel-bowden-1
Stody Bradley,2014-08-28,1,New Mexico State,,Cal Poly,W,0,1,1,0.0,0.0,stody-bradley-1
Cal Breedlove,2014-08-28,1,Northern Illinois,,Presbyterian,W,1,1,2,1.0,1.0,cal-breedlove-1
Daquawn Brown,2014-08-28,1,Washington State,,Rutgers,L,2,2,4,0.0,0.0,daquawn-brown-1
Fadol Brown,2014-08-28,1,Mississippi,N,Boise State,W,2,1,3,0.5,0.0,fadol-brown-2
Kweishi Brown,2014-08-28,1,Arizona State,,Weber State,W,2,0,2,0.0,0.0,kweishi-brown-1
Noah Brown,2014-08-28,1,New Mexico State,,Cal Poly,W,2,3,5,1.5,0.0,noah-brown-3
Thomas Brown,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,2,2,4,1.0,0.0,thomas-brown-3
Serderius Bryant,2014-08-28,1,Mississippi,N,Boise State,W,1,0,1,0.0,0.0,serderius-bryant-1
Vince Buhagiar,2014-08-28,1,San Jose State,,North Dakota,W,1,2,3,0.0,0.0,vince-buhagiar-1
Osirius Burke,2014-08-28,1,San Jose State,,North Dakota,W,1,2,3,0.0,0.0,osirius-burke-1
Oren Burks,2014-08-28,1,Vanderbilt,,Temple,L,4,2,6,0.0,0.0,oren-burks-1
Devonta Burns,2014-08-28,1,Texas A&M,@,South Carolina,W,2,2,4,0.0,0.0,devonta-burns-1
Michael Burton,2014-08-28,1,Rutgers,@,Washington State,W,3,1,4,0.0,0.0,michael-burton-1
Adam Butler,2014-08-28,1,Vanderbilt,,Temple,L,1,2,3,1.5,0.5,adam-butler-1
Rodney Butler,2014-08-28,1,New Mexico State,,Cal Poly,W,3,8,11,1.0,0.0,rodney-butler-1
Tevyn Cagins,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,0,1,1,0.0,0.0,tevyn-cagins-1
Teondray Caldwell,2014-08-28,1,Washington State,,Rutgers,L,3,1,4,0.0,0.0,teondray-caldwell-1
Trey Caldwell,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,1,1,2,1.0,0.0,trey-caldwell-1
D.J. Calhoun,2014-08-28,1,Arizona State,,Weber State,W,2,3,5,1.0,0.0,dj-calhoun-1
De'Vondre Campbell,2014-08-28,1,Minnesota,,Eastern Illinois,W,3,2,5,1.0,0.0,devondre-campbell-1
Hayden Carman,2014-08-28,1,Tulsa,,Tulane,W,0,1,1,0.5,0.0,hayden-carman-1
Tevin Carter,2014-08-28,1,Utah,,Idaho State,W,2,2,4,0.0,0.0,tevin-carter-1
Richard Carthon,2014-08-28,1,Tulane,@,Tulsa,L,3,0,3,0.0,0.0,richard-carthon-1
Jonathan Celestin,2014-08-28,1,Minnesota,,Eastern Illinois,W,2,1,3,0.0,0.0,jonathan-celestin-1
Andre Chachere,2014-08-28,1,San Jose State,,North Dakota,W,1,0,1,0.0,0.0,andre-chachere-1
Sean Chandler,2014-08-28,1,Temple,@,Vanderbilt,W,1,0,1,0.0,0.0,sean-chandler-2
Jarret Chapman,2014-08-28,1,Central Michigan,,Chattanooga,W,1,3,4,0.0,0.0,jarret-chapman-1
Justin Cherocci,2014-08-28,1,Central Michigan,,Chattanooga,W,2,9,11,0.5,0.0,justin-cherocci-1
Dememtrius Cherry,2014-08-28,1,Arizona State,,Weber State,W,0,1,1,0.0,0.0,dememtrius-cherry-1
Brandon Chubb,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,9,9,18,0.0,0.0,brandon-chubb-1
Tracy Clark,2014-08-28,1,Washington State,,Rutgers,L,3,2,5,0.0,0.0,tracy-clark-1
Thieren Cockran,2014-08-28,1,Minnesota,,Eastern Illinois,W,2,1,3,0.0,0.0,thieren-cockran-1
Tony Conner,2014-08-28,1,Mississippi,N,Boise State,W,3,3,6,1.0,0.0,tony-conner-1
Xavier Cooper,2014-08-28,1,Washington State,,Rutgers,L,2,2,4,1.5,0.5,xavier-cooper-1
Jb Copeland,2014-08-28,1,New Mexico State,,Cal Poly,W,2,0,2,0.0,0.0,jb-copeland-1
Cassius Corley,2014-08-28,1,New Mexico State,,Cal Poly,W,2,0,2,0.0,0.0,cassius-corley-1
Kamalei Correa,2014-08-28,1,Boise State,N,Mississippi,L,3,1,4,1.0,0.0,kamalei-correa-1
Jordan Cunningham,2014-08-28,1,Vanderbilt,,Temple,L,0,1,1,0.0,0.0,jordan-cunningham-1
Anthony Davis,2014-08-28,1,Temple,@,Vanderbilt,W,1,1,2,0.0,0.0,anthony-davis-12
Cameron Davis,2014-08-28,1,Central Michigan,,Chattanooga,W,0,1,1,0.5,0.5,cameron-davis-1
Leonard Davis,2014-08-28,1,Tulane,@,Tulsa,L,1,1,2,0.0,0.0,leonard-davis-2
Victor Davis,2014-08-28,1,Texas A&M,@,South Carolina,W,1,2,3,0.0,0.0,victor-davis-2
Grant Dawson,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,0,1,1,0.0,0.0,grant-dawson-1
Jabari Dean,2014-08-28,1,Central Michigan,,Chattanooga,W,0,5,5,0.5,0.0,jabari-dean-1
Donte Deayon,2014-08-28,1,Boise State,N,Mississippi,L,4,1,5,1.0,0.0,donte-deayon-1
Alex Den Bleyker,2014-08-28,1,Washington State,,Rutgers,L,0,1,1,0.0,0.0,alex-den-bleyker-1
Jordan Diggs,2014-08-28,1,South Carolina,,Texas A&M,L,5,1,6,0.0,0.0,jordan-diggs-1
Hunter Dimick,2014-08-28,1,Utah,,Idaho State,W,2,2,4,0.5,0.5,hunter-dimick-1
Gerald Dixon Jr.,2014-08-28,1,South Carolina,,Texas A&M,L,0,1,1,0.0,0.0,gerald-dixon-jr-1
Barron Dixon,2014-08-28,1,Vanderbilt,,Temple,L,3,1,4,1.0,0.0,barron-dixon-1
Gerald Dixon,2014-08-28,1,South Carolina,,Texas A&M,L,2,0,2,1.0,0.0,gerald-dixon-2
Dwight Dobbins,2014-08-28,1,Tulsa,,Tulane,W,5,2,7,0.0,0.0,dwight-dobbins-1
Steve Donatell,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,0,1,1,0.0,0.0,steve-donatell-1
Lorenzo Doss,2014-08-28,1,Tulane,@,Tulsa,L,2,2,4,0.0,0.0,lorenzo-doss-1
Isaac Dotson,2014-08-28,1,Washington State,,Rutgers,L,1,1,2,0.0,0.0,isaac-dotson-1
Bryan Douglas,2014-08-28,1,Boise State,N,Mississippi,L,1,0,1,0.0,0.0,bryan-douglas-1
Jamil Douglas,2014-08-28,1,Arizona State,,Weber State,W,1,0,1,0.0,0.0,jamil-douglas-1
Phillip Dukes,2014-08-28,1,South Carolina,,Texas A&M,L,1,0,1,0.0,0.0,phillip-dukes-1
Ruben Dunbar,2014-08-28,1,Northern Illinois,,Presbyterian,W,2,0,2,0.0,0.0,ruben-dunbar-1
Wendell Dunn,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,1,5,6,0.5,0.0,wendell-dunn-1
Dechane Durante,2014-08-28,1,Northern Illinois,,Presbyterian,W,2,0,2,0.0,0.0,dechane-durante-1
Jay Eakins,2014-08-28,1,New Mexico State,,Cal Poly,W,0,3,3,0.0,0.0,jay-eakins-1
Andrew East,2014-08-28,1,Vanderbilt,,Temple,L,0,1,1,0.0,0.0,andrew-east-1
Malcolm Edmond,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,2,0,2,1.0,1.0,malcolm-edmond-1
Duke Ejiofor,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,1,0,1,0.0,0.0,duke-ejiofor-1
Hendrick Ekpe,2014-08-28,1,Minnesota,,Eastern Illinois,W,4,1,5,1.0,0.0,hendrick-ekpe-1
Chaz Elder,2014-08-28,1,South Carolina,,Texas A&M,L,3,3,6,0.0,0.0,chaz-elder-1
Avery Ellis,2014-08-28,1,Temple,@,Vanderbilt,W,2,0,2,2.0,2.0,avery-ellis-1
Gaelin Elmore,2014-08-28,1,Minnesota,,Eastern Illinois,W,2,0,2,0.0,0.0,gaelin-elmore-1
Trae Elston,2014-08-28,1,Mississippi,N,Boise State,W,4,3,7,0.0,0.0,trae-elston-1
Darius English,2014-08-28,1,South Carolina,,Texas A&M,L,2,0,2,0.0,0.0,darius-english-1
Deshazor Everett,2014-08-28,1,Texas A&M,@,South Carolina,W,1,0,1,0.0,0.0,deshazor-everett-1
Nate Falo,2014-08-28,1,San Jose State,,North Dakota,W,0,3,3,0.0,0.0,nate-falo-1
Jason Fanaika,2014-08-28,1,Utah,,Idaho State,W,1,0,1,0.0,0.0,jason-fanaika-3
Viliseni Fauonuku,2014-08-28,1,Utah,,Idaho State,W,0,2,2,0.0,0.0,viliseni-fauonuku-1
Michael Felton,2014-08-28,1,Temple,@,Vanderbilt,W,2,3,5,0.0,0.0,michael-felton-1
Sharif Finch,2014-08-28,1,Temple,@,Vanderbilt,W,2,1,3,1.0,1.0,sharif-finch-1
Salamo Fiso,2014-08-28,1,Arizona State,,Weber State,W,5,2,7,1.0,1.0,salamo-fiso-1
Ladell Fleming,2014-08-28,1,Northern Illinois,,Presbyterian,W,2,0,2,0.0,0.0,ladell-fleming-1
Desmond Floyd,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,1,1,2,0.0,0.0,desmond-floyd-1
Sean Folliard,2014-08-28,1,Northern Illinois,,Presbyterian,W,4,2,6,1.0,0.0,sean-folliard-1
Perez Ford,2014-08-28,1,Northern Illinois,,Presbyterian,W,1,0,1,0.0,0.0,perez-ford-1
Artrel Foster,2014-08-28,1,Temple,@,Vanderbilt,W,2,0,2,0.0,0.0,artrel-foster-1
Jason Franklin,2014-08-28,1,Arizona State,,Weber State,W,1,0,1,0.0,0.0,jason-franklin-1
Kavon Frazier,2014-08-28,1,Central Michigan,,Chattanooga,W,2,1,3,0.0,0.0,kavon-frazier-1
Wykie Freeman,2014-08-28,1,Utah,,Idaho State,W,2,1,3,0.0,0.0,wykie-freeman-1
Dasheon Frierson,2014-08-28,1,San Jose State,,North Dakota,W,2,1,3,0.5,0.0,dasheon-frierson-1
Alex Garoutte,2014-08-28,1,Arizona State,,Weber State,W,1,0,1,0.0,0.0,alex-garoutte-1
Myles Garrett,2014-08-28,1,Texas A&M,@,South Carolina,W,1,0,1,1.0,1.0,myles-garrett-1
Demarquis Gates,2014-08-28,1,Mississippi,N,Boise State,W,0,1,1,0.0,0.0,demarquis-gates-1
Quentin Gause,2014-08-28,1,Rutgers,@,Washington State,W,1,1,2,0.0,0.0,quentin-gause-1
Joey Gautney,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,2,0,2,0.0,0.0,joey-gautney-1
Tyler Gilbert,2014-08-28,1,Tulane,@,Tulsa,L,2,0,2,1.0,0.0,tyler-gilbert-2
Gareef Glashen,2014-08-28,1,Rutgers,@,Washington State,W,6,2,8,0.0,0.0,gareef-glashen-1
Sharrod Golightly,2014-08-28,1,South Carolina,,Texas A&M,L,3,2,5,0.0,0.0,sharrod-golightly-1
Senquez Golson,2014-08-28,1,Mississippi,N,Boise State,W,8,0,8,1.0,0.0,senquez-golson-1
Justin Goodwin,2014-08-28,1,Rutgers,@,Washington State,W,3,0,3,0.0,0.0,justin-goodwin-1
Tyler Gray,2014-08-28,1,Boise State,N,Mississippi,L,2,0,2,0.0,0.0,tyler-gray-1
Brandon Greer,2014-08-28,1,Central Michigan,,Chattanooga,W,4,2,6,1.0,0.0,brandon-greer-2
Kelsey Griffin,2014-08-28,1,South Carolina,,Texas A&M,L,1,0,1,1.0,0.0,kelsey-griffin-1
T.J. Gurley,2014-08-28,1,South Carolina,,Texas A&M,L,5,1,6,0.0,0.0,tj-gurley-1
Darius Hamilton,2014-08-28,1,Rutgers,@,Washington State,W,1,1,2,1.0,1.0,darius-hamilton-1
Tim Hamilton,2014-08-28,1,Central Michigan,,Chattanooga,W,3,1,4,1.0,0.0,tim-hamilton-2
Woodrow Hamilton,2014-08-28,1,Mississippi,N,Boise State,W,0,1,1,0.0,0.0,woodrow-hamilton-1
Marcus Hardison,2014-08-28,1,Arizona State,,Weber State,W,3,1,4,0.0,0.0,marcus-hardison-1
Kenneth Harper,2014-08-28,1,Temple,@,Vanderbilt,W,1,0,1,0.0,0.0,kenneth-harper-1
Al Harris Jr.,2014-08-28,1,South Carolina,,Texas A&M,L,4,1,5,0.0,0.0,al-harris-jr-1
Mason Harris,2014-08-28,1,South Carolina,,Texas A&M,L,1,0,1,0.0,0.0,mason-harris-1
Tylor Harris,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,0,2,2,0.0,0.0,tylor-harris-1
Nick Harvey,2014-08-28,1,Texas A&M,@,South Carolina,W,1,0,1,0.0,0.0,nick-harvey-1
Dominique Hatfield,2014-08-28,1,Utah,,Idaho State,W,1,0,1,0.0,0.0,dominique-hatfield-1
Donnell Hawkins,2014-08-28,1,Tulsa,,Tulane,W,1,1,2,0.0,0.0,donnell-hawkins-1
Will Hayes,2014-08-28,1,Temple,@,Vanderbilt,W,4,2,6,0.0,0.0,will-hayes-1
Marquis Haynes,2014-08-28,1,Mississippi,N,Boise State,W,1,1,2,1.5,1.0,marquis-haynes-1
Zaycoven Henderson,2014-08-28,1,Texas A&M,@,South Carolina,W,1,0,1,0.0,0.0,zaycoven-henderson-1
Marcus Henry,2014-08-28,1,Boise State,N,Mississippi,L,2,0,2,0.0,0.0,marcus-henry-3
Tre Herndon,2014-08-28,1,Vanderbilt,,Temple,L,1,1,2,0.0,0.0,tre-herndon-1
Darreon Herring,2014-08-28,1,Vanderbilt,,Temple,L,1,1,2,0.0,0.0,darreon-herring-1
Dalton Herrington,2014-08-28,1,New Mexico State,,Cal Poly,W,3,1,4,0.0,0.0,dalton-herrington-1
Matt Hickman,2014-08-28,1,Tulsa,,Tulane,W,1,0,1,0.0,0.0,matt-hickman-1
Forrest Hightower,2014-08-28,1,San Jose State,,North Dakota,W,4,1,5,2.5,0.0,forrest-hightower-1
Lewis Hill,2014-08-28,1,New Mexico State,,Cal Poly,W,3,1,4,0.0,0.0,lewis-hill-1
A.J. Hilliard,2014-08-28,1,Texas A&M,@,South Carolina,W,3,0,3,1.0,1.0,aj-hilliard-2
Mike Hilton,2014-08-28,1,Mississippi,N,Boise State,W,8,1,9,0.5,0.0,mike-hilton-1
T.J. Holloman,2014-08-28,1,South Carolina,,Texas A&M,L,0,1,1,0.0,0.0,tj-holloman-1
Jaxon Hood,2014-08-28,1,Arizona State,,Weber State,W,0,1,1,0.0,0.0,jaxon-hood-1
Tyler Horn,2014-08-28,1,Boise State,N,Mississippi,L,3,1,4,1.0,1.0,tyler-horn-2
Casey Hughes,2014-08-28,1,Vanderbilt,,Temple,L,1,1,2,0.0,0.0,casey-hughes-1
Chris Hummingbird,2014-08-28,1,Tulsa,,Tulane,W,0,4,4,0.5,0.0,chris-hummingbird-1
Sese Ianu,2014-08-28,1,Utah,,Idaho State,W,1,1,2,0.0,0.0,sese-ianu-1
Derek Ibekwe,2014-08-28,1,New Mexico State,,Cal Poly,W,5,9,14,0.5,0.0,derek-ibekwe-1
Frank Iheanacho,2014-08-28,1,Texas A&M,@,South Carolina,W,1,0,1,0.0,0.0,frank-iheanacho-1
Jeremy Ioane,2014-08-28,1,Boise State,N,Mississippi,L,0,2,2,0.0,0.0,jeremy-ioane-1
Matt Ioannidis,2014-08-28,1,Temple,@,Vanderbilt,W,2,1,3,1.0,1.0,matt-ioannidis-1
Isaiah Irving,2014-08-28,1,San Jose State,,North Dakota,W,2,2,4,0.5,0.0,isaiah-irving-1
Lorenzo Jackson,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,1,1,2,0.0,0.0,lorenzo-jackson-1
Davon Jacobs,2014-08-28,1,Rutgers,@,Washington State,W,3,1,4,0.0,0.0,davon-jacobs-1
Craig James,2014-08-28,1,Minnesota,,Eastern Illinois,W,0,1,1,0.0,0.0,craig-james-2
Ryan Janvion,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,3,8,11,0.5,0.0,ryan-janvion-1
Antonio Johnson,2014-08-28,1,Minnesota,,Eastern Illinois,W,6,1,7,0.0,0.0,antonio-johnson-4
C.J. Johnson,2014-08-28,1,Mississippi,N,Boise State,W,4,0,4,0.0,0.0,cj-johnson-3
Gerrand Johnson,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,4,1,5,1.0,1.0,gerrand-johnson-1
James Johnson,2014-08-28,1,Arizona State,,Weber State,W,1,0,1,0.0,0.0,james-johnson-10
Kawe Johnson,2014-08-28,1,New Mexico State,,Cal Poly,W,5,1,6,1.0,0.0,kawe-johnson-1
Kevin Johnson,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,4,1,5,0.0,0.0,kevin-johnson-7
Michael Johnson,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,0,2,2,0.5,0.5,michael-johnson-11
Bobby Jones IV,2014-08-28,1,Northern Illinois,,Presbyterian,W,2,1,3,0.0,0.0,bobby-jones-iv-1
Marcus Jones,2014-08-28,1,Minnesota,,Eastern Illinois,W,3,1,4,1.0,0.0,marcus-jones-8
Mario Jones,2014-08-28,1,Northern Illinois,,Presbyterian,W,1,0,1,0.0,0.0,mario-jones-1
Chris Kantzavelos,2014-08-28,1,Central Michigan,,Chattanooga,W,0,1,1,0.0,0.0,chris-kantzavelos-1
Alex Keith,2014-08-28,1,Minnesota,,Eastern Illinois,W,3,1,4,1.0,1.0,alex-keith-1
Akeem King,2014-08-28,1,San Jose State,,North Dakota,W,1,1,2,0.0,0.0,akeem-king-1
Hunter Kissinger,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,0,4,4,0.0,0.0,hunter-kissinger-1
Brad Kuh,2014-08-28,1,San Jose State,,North Dakota,W,2,1,3,1.0,0.0,brad-kuh-1
Royce Lafrance,2014-08-28,1,Tulane,@,Tulsa,L,1,2,3,1.0,0.0,royce-lafrance-1
Quanzell Lambert,2014-08-28,1,Rutgers,@,Washington State,W,0,1,1,0.5,0.0,quanzell-lambert-1
Abu Lamin,2014-08-28,1,South Carolina,,Texas A&M,L,2,0,2,0.0,0.0,abu-lamin-1
Chris Lammons,2014-08-28,1,South Carolina,,Texas A&M,L,1,0,1,0.0,0.0,chris-lammons-1
Mitch Lane,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,4,2,6,0.0,0.0,mitch-lane-1
De'Niro Laster,2014-08-28,1,Minnesota,,Eastern Illinois,W,2,0,2,0.0,0.0,deniro-laster-1
Alani Latu,2014-08-28,1,Arizona State,,Weber State,W,4,1,5,0.0,0.0,alani-latu-1
Nifae Lealao,2014-08-28,1,Vanderbilt,,Temple,L,1,1,2,0.0,0.0,nifae-lealao-1
Brandon Lebeau,2014-08-28,1,Tulane,@,Tulsa,L,2,2,4,0.0,0.0,brandon-lebeau-1
Marquel Lee,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,2,10,12,0.0,0.0,marquel-lee-1
Rasheen Lemon,2014-08-28,1,Northern Illinois,,Presbyterian,W,1,0,1,0.0,0.0,rasheen-lemon-1
Darius Lemora,2014-08-28,1,Washington State,,Rutgers,L,5,1,6,0.0,0.0,darius-lemora-1
Grayson Levine,2014-08-28,1,Minnesota,,Eastern Illinois,W,1,0,1,0.0,0.0,grayson-levine-1
Sheldon Lewinson,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,0,1,1,0.0,0.0,sheldon-lewinson-1
Kaiwan Lewis,2014-08-28,1,South Carolina,,Texas A&M,L,3,2,5,0.0,0.0,kaiwan-lewis-1
Keith Lewis,2014-08-28,1,Mississippi,N,Boise State,W,7,0,7,1.0,0.0,keith-lewis-4
Rob'Donovan Lewis,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,1,0,1,0.0,0.0,robdonovan-lewis-1
Paris Logan,2014-08-28,1,Northern Illinois,,Presbyterian,W,1,0,1,0.0,0.0,paris-logan-1
Steve Longa,2014-08-28,1,Rutgers,@,Washington State,W,4,3,7,0.5,0.0,steve-longa-1
Antonio Longino,2014-08-28,1,Arizona State,,Weber State,W,2,1,3,0.0,0.0,antonio-longino-1
Cody Lopez,2014-08-28,1,Central Michigan,,Chattanooga,W,2,5,7,0.0,0.0,cody-lopez-1
Lowell Lotulelei,2014-08-28,1,Utah,,Idaho State,W,2,1,3,1.5,1.0,lowell-lotulelei-1
Cedric Lousi,2014-08-28,1,San Jose State,,North Dakota,W,0,4,4,0.5,0.0,cedric-lousi-1
Khiry Lucas,2014-08-28,1,Temple,@,Vanderbilt,W,2,0,2,0.0,0.0,khiry-lucas-1
Derrick Luetjen,2014-08-28,1,Tulsa,,Tulane,W,0,1,1,0.0,0.0,derrick-luetjen-1
Dillon Lukehart,2014-08-28,1,Boise State,N,Mississippi,L,1,0,1,0.0,0.0,dillon-lukehart-1
Keith Lumpkin,2014-08-28,1,Rutgers,@,Washington State,W,1,0,1,0.0,0.0,keith-lumpkin-1
Shawun Lurry,2014-08-28,1,Northern Illinois,,Presbyterian,W,1,1,2,0.0,0.0,shawun-lurry-1
Jack Lynn,2014-08-28,1,Minnesota,,Eastern Illinois,W,3,1,4,0.0,0.0,jack-lynn-1
Hawkins Mann,2014-08-28,1,Vanderbilt,,Temple,L,2,2,4,0.0,0.0,hawkins-mann-1
Kadetrix Marcus,2014-08-28,1,South Carolina,,Texas A&M,L,1,0,1,0.0,0.0,kadetrix-marcus-1
Nico Marley,2014-08-28,1,Tulane,@,Tulsa,L,4,2,6,0.0,0.0,nico-marley-1
Stephaun Marshall,2014-08-28,1,Temple,@,Vanderbilt,W,0,1,1,0.0,0.0,stephaun-marshall-1
