Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Nathan Ricketts,2016-09-01,1,Central Michigan,,Presbyterian,W,0,0,0,1,nathan-ricketts-1
Russell Siavii,2016-09-01,1,Idaho,,Montana State,W,1,30,0,3,russell-siavii-1
Fermin Silva,2016-09-01,1,Florida International,,Indiana,L,0,0,0,1,fermin-silva-1
De'Andre Simmons,2016-09-01,1,Western Kentucky,,Rice,W,1,0,0,1,deandre-simmons-1
Antonious Sims,2016-09-01,1,Appalachian State,@,Tennessee,L,0,0,0,1,antonious-sims-1
Khalin Smith,2016-09-01,1,Idaho,,Montana State,W,0,0,0,1,khalin-smith-1
Johnny Stanton,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,0,0,2,johnny-stanton-1
Pasoni Tasini,2016-09-01,1,Utah,,Southern Utah,W,0,0,0,1,pasoni-tasini-1
Alex Thomas,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,0,0,0,1,alex-thomas-2
Jack Tocho,2016-09-01,1,North Carolina State,,William & Mary,W,0,0,0,1,jack-tocho-1
Damarius Travis,2016-09-01,1,Minnesota,,Oregon State,W,0,0,0,1,damarius-travis-1
Jeremiah Valoaga,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,0,0,0,1,jeremiah-valoaga-1
Ronald Walker,2016-09-01,1,Louisville,,UNC Charlotte,W,0,0,0,1,ronald-walker-1
Marcus Ward,2016-09-01,1,Western Kentucky,,Rice,W,0,0,0,2,marcus-ward-1
Ryan White,2016-09-01,1,Vanderbilt,,South Carolina,L,0,0,0,1,ryan-white-3
Marcus Williams,2016-09-01,1,Utah,,Southern Utah,W,1,0,0,1,marcus-williams-9
Deonte Wilson,2016-09-01,1,Florida International,,Indiana,L,0,0,0,1,deonte-wilson-1
Eric Wilson,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,0,0,0,1,eric-wilson-5
Jonathan Wynn,2016-09-01,1,Vanderbilt,,South Carolina,L,0,0,0,2,jonathan-wynn-1
Chidobe Awuzie,2016-09-02,1,Colorado,N,Colorado State,W,1,14,0,1,chidobe-awuzie-1
Bobby Baker,2016-09-02,1,Georgia State,,Ball State,L,0,0,0,1,bobby-baker-1
Cody Brown,2016-09-02,1,Arkansas State,,Toledo,L,0,0,0,1,cody-brown-2
Mackendy Cheridor,2016-09-02,1,Georgia State,,Ball State,L,0,0,0,1,mackendy-cheridor-1
Justin Clifton,2016-09-02,1,Arkansas State,,Toledo,L,0,0,0,1,justin-clifton-1
Jordan Collier,2016-09-02,1,Buffalo,,Albany,L,0,0,0,1,jordan-collier-1
Antwan Cordy,2016-09-02,1,Syracuse,,Colgate,W,0,0,0,1,antwan-cordy-1
Demetrious Cox,2016-09-02,1,Michigan State,,Furman,W,0,0,0,1,demetrious-cox-1
Andrews Dadeboe,2016-09-02,1,Buffalo,,Albany,L,0,0,0,1,andrews-dadeboe-1
Juan Giraldo,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,0,0,0,1,juan-giraldo-1
Darian Hicks,2016-09-02,1,Michigan State,,Furman,W,0,0,0,3,darian-hicks-1
Alijah Holder,2016-09-02,1,Stanford,,Kansas State,W,0,0,0,4,alijah-holder-1
Ka'dar Hollman,2016-09-02,1,Toledo,@,Arkansas State,W,0,0,0,2,kadar-hollman-1
Jameson Houston,2016-09-02,1,Baylor,,Northwestern State,W,0,0,0,1,jameson-houston-1
Brandon Jackson,2016-09-02,1,Army,@,Temple,W,0,0,0,1,brandon-jackson-9
Jalen Lawrence,2016-09-02,1,Georgia State,,Ball State,L,0,0,0,1,jalen-lawrence-1
Cameron Lewis,2016-09-02,1,Buffalo,,Albany,L,0,0,0,1,cameron-lewis-1
Dallas Lloyd,2016-09-02,1,Stanford,,Kansas State,W,1,26,0,1,dallas-lloyd-1
Kevin McGill,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,0,0,0,1,kevin-mcgill-1
Quenton Meeks,2016-09-02,1,Stanford,,Kansas State,W,1,0,0,1,quenton-meeks-1
Xavier Moss,2016-09-02,1,Army,@,Temple,W,0,0,0,1,xavier-moss-1
E.J. Muhammad,2016-09-02,1,Nevada,,Cal Poly,W,0,0,0,1,ej-muhammad-1
Alameen Murphy,2016-09-02,1,Stanford,,Kansas State,W,0,0,0,2,alameen-murphy-1
Montae Nicholson,2016-09-02,1,Michigan State,,Furman,W,0,0,0,2,montae-nicholson-1
Quan Pace,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,0,0,0,1,quan-pace-1
Jalen Phelps,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,0,0,0,2,jalen-phelps-1
Harrison Phillips,2016-09-02,1,Stanford,,Kansas State,W,0,0,0,1,harrison-phillips-1
Justin Reid,2016-09-02,1,Stanford,,Kansas State,W,0,0,0,1,justin-reid-1
Jaden Sawyer,2016-09-02,1,Nevada,,Cal Poly,W,0,0,0,1,jaden-sawyer-1
Tyree Simmons,2016-09-02,1,Colorado State,N,Colorado,L,0,0,0,2,tyree-simmons-1
Cameron Skipworth,2016-09-02,1,Buffalo,,Albany,L,0,0,0,1,cameron-skipworth-1
Donnie Starks,2016-09-02,1,Kansas State,@,Stanford,L,0,0,0,1,donnie-starks-1
Chandon Sullivan,2016-09-02,1,Georgia State,,Ball State,L,0,0,0,2,chandon-sullivan-1
Blaise Taylor,2016-09-02,1,Arkansas State,,Toledo,L,0,0,0,1,blaise-taylor-1
Tedric Thompson,2016-09-02,1,Colorado,N,Colorado State,W,1,20,0,1,tedric-thompson-1
Verkedric Vaughns,2016-09-02,1,Baylor,,Northwestern State,W,0,0,0,1,verkedric-vaughns-1
Sean Wiggins,2016-09-02,1,Ball State,@,Georgia State,W,0,0,0,1,sean-wiggins-1
Ahkello Witherspoon,2016-09-02,1,Colorado,N,Colorado State,W,0,0,0,2,ahkello-witherspoon-1
Jawuan Woodley,2016-09-02,1,Toledo,@,Arkansas State,W,0,0,0,1,jawuan-woodley-1
Tion Wright,2016-09-02,1,Baylor,,Northwestern State,W,0,0,0,1,tion-wright-1
Nelson Adams,2016-09-03,1,Mississippi State,,South Alabama,L,0,0,0,1,nelson-adams-1
James Allen,2016-09-03,1,Massachusetts,@,Florida,L,0,0,0,1,james-allen-4
Jonathan Allen,2016-09-03,1,Alabama,N,Southern California,W,0,0,0,2,jonathan-allen-1
Ugo Amadi,2016-09-03,1,Oregon,,California-Davis,W,0,0,0,2,ugo-amadi-1
Chuks Amaechi,2016-09-03,1,Georgia,N,North Carolina,W,0,0,0,1,chuks-amaechi-1
DeShaun Amos,2016-09-03,1,East Carolina,,Western Carolina,W,0,0,0,1,deshaun-amos-1
Easy Anyama,2016-09-03,1,Texas State,@,Ohio,W,0,0,0,1,easy-anyama-1
Alex Anzalone,2016-09-03,1,Florida,,Massachusetts,W,0,0,0,1,alex-anzalone-1
Chase Appleby,2016-09-03,1,Wyoming,,Northern Illinois,W,0,0,0,1,chase-appleby-1
Cornell Armstrong,2016-09-03,1,Southern Mississippi,@,Kentucky,W,0,0,0,1,cornell-armstrong-1
Courtney Arnick,2016-09-03,1,Kansas,,Rhode Island,W,0,0,0,1,courtney-arnick-1
Genard Avery,2016-09-03,1,Memphis,,Southeast Missouri State,W,0,0,0,1,genard-avery-1
Toyous Avery,2016-09-03,1,West Virginia,,Missouri,W,0,0,0,1,toyous-avery-1
Daniel Awoleke,2016-09-03,1,South Florida,,Towson,W,0,0,0,1,daniel-awoleke-2
Justin Backus,2016-09-03,1,Louisiana-Monroe,,Southern,W,0,0,0,3,justin-backus-1
Bryce Balous,2016-09-03,1,Oklahoma State,,Southeastern Louisiana,W,0,0,0,1,bryce-balous-1
Alex Barrett,2016-09-03,1,San Diego State,,New Hampshire,W,0,0,0,4,alex-barrett-1
Bazie Bates IV,2016-09-03,1,Kansas,,Rhode Island,W,1,0,0,1,bazie-bates-iv-1
Kalon Beverly,2016-09-03,1,Texas-El Paso,,New Mexico State,W,0,0,0,1,kalon-beverly-1
Trevon Bierria,2016-09-03,1,San Jose State,@,Tulsa,L,0,0,0,1,trevon-bierria-1
Breon Borders,2016-09-03,1,Duke,,North Carolina Central,W,1,0,0,1,breon-borders-1
Manny Bowen,2016-09-03,1,Penn State,,Kent State,W,0,0,0,1,manny-bowen-1
Bo Bower,2016-09-03,1,Iowa,,Miami (OH),W,0,0,0,1,bo-bower-1
Jeremy Boykins,2016-09-03,1,Central Florida,,South Carolina State,W,0,0,0,1,jeremy-boykins-1
Todd Bradley,2016-09-03,1,Georgia Southern,,Savannah State,W,0,0,0,1,todd-bradley-1
Dennis Briggs,2016-09-03,1,Pittsburgh,,Villanova,W,0,0,0,1,dennis-briggs-1
Khalil Brooks,2016-09-03,1,Middle Tennessee State,,Alabama A&M,W,0,0,0,1,khalil-brooks-1
Juwuan Brown,2016-09-03,1,South Florida,,Towson,W,0,0,0,1,juwuan-brown-1
Roman Buchanon,2016-09-03,1,South Alabama,@,Mississippi State,W,0,0,0,1,roman-buchanon-1
Chequan Burkett,2016-09-03,1,Central Florida,,South Carolina State,W,0,0,0,1,chequan-burkett-1
Hayden Carman,2016-09-03,1,Tulsa,,San Jose State,W,0,0,0,2,hayden-carman-1
Steve Casali,2016-09-03,1,Massachusetts,@,Florida,L,0,0,0,1,steve-casali-1
Andre Chachere,2016-09-03,1,San Jose State,@,Tulsa,L,0,0,0,1,andre-chachere-1
Logan Cheadle,2016-09-03,1,Missouri,@,West Virginia,L,0,0,0,1,logan-cheadle-1
Anthony Cioffi,2016-09-03,1,Rutgers,@,Washington,L,1,0,0,1,anthony-cioffi-1
Jeremy Clark,2016-09-03,1,Michigan,,Hawaii,W,0,0,0,1,jeremy-clark-2
Douglas Coleman,2016-09-03,1,Texas Tech,,Stephen F. Austin,W,0,0,0,2,douglas-coleman-1
Gareon Conley,2016-09-03,1,Ohio State,,Bowling Green State,W,0,0,0,1,gareon-conley-1
Jonathan Cook,2016-09-03,1,Memphis,,Southeast Missouri State,W,0,0,0,1,jonathan-cook-1
Kamari Cotton-Moya,2016-09-03,1,Iowa State,,Northern Iowa,L,0,0,0,1,kamari-cotton-moya-1
Antonio Crawford,2016-09-03,1,West Virginia,,Missouri,W,0,0,0,1,antonio-crawford-1
Jeremy Cutrer,2016-09-03,1,Middle Tennessee State,,Alabama A&M,W,0,0,0,3,jeremy-cutrer-1
Carlton Davis,2016-09-03,1,Auburn,,Clemson,L,0,0,0,1,carlton-davis-1
Chad Davis,2016-09-03,1,North Texas,,Southern Methodist,L,1,37,0,1,chad-davis-3
Deshaun Davis,2016-09-03,1,Auburn,,Clemson,L,0,0,0,1,deshaun-davis-1
Jarrad Davis,2016-09-03,1,Florida,,Massachusetts,W,0,0,0,1,jarrad-davis-1
Duke Dawson,2016-09-03,1,Florida,,Massachusetts,W,0,0,0,1,duke-dawson-1
Joe Dineen,2016-09-03,1,Kansas,,Rhode Island,W,0,0,0,1,joe-dineen-1
Malik Dixon,2016-09-03,1,South Florida,,Towson,W,0,0,0,1,malik-dixon-1
Rasul Douglas,2016-09-03,1,West Virginia,,Missouri,W,0,0,0,1,rasul-douglas-1
D.J. Dunn Jr.,2016-09-03,1,Air Force,,Abilene Christian,W,0,0,0,1,dj-dunn-jr-1
Step Durham,2016-09-03,1,Georgia Tech,N,Boston College,W,0,0,0,2,step-durham-1
Devon Edwards,2016-09-03,1,Duke,,North Carolina Central,W,0,0,0,1,devon-edwards-1
Mike Edwards,2016-09-03,1,Kentucky,,Southern Mississippi,L,0,0,0,1,mike-edwards-8
Marcus Epps,2016-09-03,1,Wyoming,,Northern Illinois,W,0,0,0,1,marcus-epps-1
Justin Evans,2016-09-03,1,Texas A&M,,UCLA,W,2,0,0,1,justin-evans-1
Brandon Facyson,2016-09-03,1,Virginia Tech,,Liberty,W,0,0,0,2,brandon-facyson-1
Minkah Fitzpatrick,2016-09-03,1,Alabama,N,Southern California,W,0,0,0,2,minkah-fitzpatrick-1
Johnathan Ford,2016-09-03,1,Auburn,,Clemson,L,0,0,0,1,johnathan-ford-1
Jerrell Foster,2016-09-03,1,Kent State,@,Penn State,L,0,0,0,2,jerrell-foster-1
Tajee Fullwood,2016-09-03,1,South Florida,,Towson,W,0,0,0,1,tajee-fullwood-1
Nate Gaines,2016-09-03,1,Texas-San Antonio,,Alabama State,W,0,0,0,1,nate-gaines-1
Deshawntee Gallon,2016-09-03,1,Georgia Southern,,Savannah State,W,0,0,0,1,deshawntee-gallon-1
Darren Gardenhire,2016-09-03,1,Washington,,Rutgers,W,0,0,0,1,darren-gardenhire-1
Chauncey Gardner,2016-09-03,1,Florida,,Massachusetts,W,0,0,0,1,chauncey-gardner-1
Youhanna Ghaifan,2016-09-03,1,Wyoming,,Northern Illinois,W,0,0,0,1,youhanna-ghaifan-1
Joe Giles-Harris,2016-09-03,1,Duke,,North Carolina Central,W,0,0,0,1,joe-giles-harris-1
Frank Ginda,2016-09-03,1,San Jose State,@,Tulsa,L,0,0,0,1,frank-ginda-1
Davontae Ginwright,2016-09-03,1,Western Michigan,@,Northwestern,W,0,0,0,3,davontae-ginwright-1
Randall Goforth,2016-09-03,1,UCLA,@,Texas A&M,L,0,0,0,1,randall-goforth-1
Malik Golden,2016-09-03,1,Penn State,,Kent State,W,0,0,0,2,malik-golden-1
Tahaan Goodman,2016-09-03,1,UCLA,@,Texas A&M,L,0,0,0,1,tahaan-goodman-1
Chevy Graham,2016-09-03,1,Kansas,,Rhode Island,W,0,0,0,1,chevy-graham-1
Jamoral Graham,2016-09-03,1,Mississippi State,,South Alabama,L,0,0,0,1,jamoral-graham-1
Carl Granderson,2016-09-03,1,Wyoming,,Northern Illinois,W,0,0,0,1,carl-granderson-1
Shaquem Griffin,2016-09-03,1,Central Florida,,South Carolina State,W,0,0,0,1,shaquem-griffin-1
Shaquill Griffin,2016-09-03,1,Central Florida,,South Carolina State,W,1,0,0,1,shaquill-griffin-1
Zach Guiser,2016-09-03,1,Akron,,Virginia Military Institute,W,0,0,0,1,zach-guiser-1
Terrill Hanks,2016-09-03,1,New Mexico State,@,Texas-El Paso,L,0,0,0,1,terrill-hanks-1
Micah Hannemann,2016-09-03,1,Brigham Young,N,Arizona,W,0,0,0,1,micah-hannemann-1
Kamal Hardy,2016-09-03,1,Purdue,,Eastern Kentucky,W,0,0,0,1,kamal-hardy-1
J.D. Harmon,2016-09-03,1,Kentucky,,Southern Mississippi,L,2,0,0,1,jd-harmon-1
Jarrod Harper,2016-09-03,1,West Virginia,,Missouri,W,0,0,0,1,jarrod-harper-1
Jordan Harris,2016-09-03,1,Louisiana Tech,@,Arkansas,L,0,0,0,1,jordan-harris-1
Tim Harris,2016-09-03,1,Virginia,,Richmond,L,0,0,0,2,tim-harris-4
Montre Hartage,2016-09-03,1,Northwestern,,Western Michigan,L,0,0,0,1,montre-hartage-1
Andrew Hauser,2016-09-03,1,Akron,,Virginia Military Institute,W,0,0,0,1,andrew-hauser-2
De'Chavon Hayes,2016-09-03,1,Arizona State,,Northern Arizona,W,0,0,0,1,dechavon-hayes-1
Dontavious Heard,2016-09-03,1,Middle Tennessee State,,Alabama A&M,W,0,0,0,1,dontavious-heard-1
Trayvon Henderson,2016-09-03,2,Hawaii,@,Michigan,L,0,0,0,1,trayvon-henderson-1
Jimmy Herman,2016-09-03,1,Purdue,,Eastern Kentucky,W,0,0,0,1,jimmy-herman-1
Kiy Hester,2016-09-03,1,Rutgers,@,Washington,L,0,0,0,1,kiy-hester-1
Anthony Hickey,2016-09-03,1,Texas-San Antonio,,Alabama State,W,0,0,0,1,anthony-hickey-1
Delano Hill,2016-09-03,1,Michigan,,Hawaii,W,1,27,1,1,delano-hill-1
Keanu Hill,2016-09-03,1,Tulsa,,San Jose State,W,0,0,0,1,keanu-hill-1
Kolin Hill,2016-09-03,1,Texas Tech,,Stephen F. Austin,W,0,0,0,1,kolin-hill-1
Jack Hockaday,2016-09-03,1,Iowa,,Miami (OH),W,0,0,0,1,jack-hockaday-1
Cole Holcomb,2016-09-03,1,North Carolina,N,Georgia,L,0,0,0,1,cole-holcomb-1
Keith Holcombe,2016-09-03,1,Alabama,N,Southern California,W,0,0,0,1,keith-holcombe-1
Joshua Holsey,2016-09-03,1,Auburn,,Clemson,L,1,0,0,2,joshua-holsey-1
Marcus Hubbard,2016-09-03,1,Louisiana-Monroe,,Southern,W,0,0,0,2,marcus-hubbard-1
Shane Huber,2016-09-03,1,Massachusetts,@,Florida,L,0,0,0,1,shane-huber-1
Antonio Hull,2016-09-03,1,Wyoming,,Northern Illinois,W,0,0,0,2,antonio-hull-1
Tre Hunter,2016-09-03,1,Louisiana-Monroe,,Southern,W,0,0,0,1,tre-hunter-1
Godwin Igwebuike,2016-09-03,1,Northwestern,,Western Michigan,L,0,0,0,1,godwin-igwebuike-1
Demetrius Jackson,2016-09-03,1,Miami (FL),,Florida A&M,W,0,0,0,1,demetrius-jackson-1
Donte Jackson,2016-09-03,1,Louisiana State,N,Wisconsin,L,0,0,0,1,donte-jackson-1
Eddie Jackson,2016-09-03,1,Alabama,N,Southern California,W,0,0,0,1,eddie-jackson-6
Levern Jacobs,2016-09-03,1,Maryland,,Howard,W,0,0,0,1,levern-jacobs-1
Taivon Jacobs,2016-09-03,1,Maryland,,Howard,W,0,0,0,1,taivon-jacobs-1
Chris James,2016-09-03,1,Illinois,,Murray State,W,0,0,0,2,chris-james-10
Paul James,2016-09-03,1,Auburn,,Clemson,L,0,0,0,1,paul-james-2
Denzel Johnson,2016-09-03,1,Texas Christian,,South Dakota State,W,0,0,0,1,denzel-johnson-1
Jadar Johnson,2016-09-03,1,Clemson,@,Auburn,W,1,0,0,2,jadar-johnson-1
Mike Johnson,2016-09-03,1,Iowa State,,Northern Iowa,L,0,0,0,1,mike-johnson-14
Greg Jonah,2016-09-03,1,Rutgers,@,Washington,L,0,0,0,1,greg-jonah-1
Chris Jones,2016-09-03,1,Nebraska,,Fresno State,W,1,0,0,1,chris-jones-12
Dominick Jones,2016-09-03,1,Louisiana,,Boise State,L,0,0,0,1,dominick-jones-1
Nazair Jones,2016-09-03,1,North Carolina,N,Georgia,L,0,0,0,1,nazair-jones-1
D.J. Juste,2016-09-03,1,Florida Atlantic,,Southern Illinois,W,0,0,0,2,dj-juste-1
Joshua Kalu,2016-09-03,1,Nebraska,,Fresno State,W,0,0,0,1,joshua-kalu-1
Moses Kaumatule,2016-09-03,1,Brigham Young,N,Arizona,W,0,0,0,1,moses-kaumatule-1
Anthoula Kelly,2016-09-03,1,Fresno State,@,Nebraska,L,0,0,0,1,anthoula-kelly-1
Kameron Kelly,2016-09-03,1,San Diego State,,New Hampshire,W,0,0,0,1,kameron-kelly-1
D.J. Killings,2016-09-03,1,Central Florida,,South Carolina State,W,0,0,0,1,dj-killings-1
Nana Kyeremeh,2016-09-03,1,West Virginia,,Missouri,W,0,0,0,1,nana-kyeremeh-1
Marshon Lattimore,2016-09-03,1,Ohio State,,Bowling Green State,W,0,0,0,2,marshon-lattimore-1
Alani Latu,2016-09-03,1,Arizona State,,Northern Arizona,W,0,0,0,1,alani-latu-1
Dexter Lawrence,2016-09-03,1,Clemson,@,Auburn,W,0,0,0,1,dexter-lawrence-1
Darren Lee,2016-09-03,1,Boise State,@,Louisiana,W,0,0,0,1,darren-lee-1
Fotu Leiato,2016-09-03,1,Oregon,,California-Davis,W,0,0,0,1,fotu-leiato-1
Ryan Lewis,2016-09-03,1,Pittsburgh,,Villanova,W,0,0,0,1,ryan-lewis-2
Sheldon Lewis,2016-09-03,1,Florida Atlantic,,Southern Illinois,W,0,0,0,1,sheldon-lewis-1
Hayes Linn,2016-09-03,1,Air Force,,Abilene Christian,W,0,0,0,1,hayes-linn-1
Kirk Livingstone,2016-09-03,1,South Florida,,Towson,W,0,0,0,1,kirk-livingstone-1
Keith Loneker Jr.,2016-09-03,1,Kansas,,Rhode Island,W,0,0,0,1,keith-loneker-jr-1
Dante Lovilette,2016-09-03,1,Texas-El Paso,,New Mexico State,W,0,0,0,1,dante-lovilette-1
Terrell Lucas,2016-09-03,1,Duke,,North Carolina Central,W,0,0,0,1,terrell-lucas-1
Shawun Lurry,2016-09-03,1,Northern Illinois,@,Wyoming,L,0,0,0,2,shawun-lurry-1
Greg Mabin,2016-09-03,1,Iowa,,Miami (OH),W,0,0,0,2,greg-mabin-1
Alfonso Mack,2016-09-03,1,Bowling Green State,@,Ohio State,L,0,0,0,1,alfonso-mack-1
Anthony Mariscal,2016-09-03,1,Arizona,N,Brigham Young,L,0,0,0,1,anthony-mariscal-1
Arthur Maulet,2016-09-03,1,Memphis,,Southeast Missouri State,W,1,18,0,3,arthur-maulet-1
Kyle Mayberry,2016-09-03,1,Kansas,,Rhode Island,W,0,0,0,1,kyle-mayberry-1
Brandon Mayes,2016-09-03,1,Northern Illinois,@,Wyoming,L,0,0,0,1,brandon-mayes-2
Jarvais McCall,2016-09-03,1,Arizona,N,Brigham Young,L,0,0,0,1,jarvais-mccall-1
Blake McClain,2016-09-03,1,Kentucky,,Southern Mississippi,L,1,0,0,1,blake-mcclain-1
