Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Jeremy Brown,2010-09-04,1,Florida,,Miami (OH),W,1,0,0,1,jeremy-brown-1
Isaiah Carter,2010-09-04,1,Texas-El Paso,,Arkansas-Pine Bluff,W,1,0,0,1,isaiah-carter-1
Quinton Carter,2010-09-04,1,Oklahoma,,Utah State,W,1,0,0,2,quinton-carter-1
Will Chandler,2010-09-04,1,Nevada-Las Vegas,,Wisconsin,L,1,19,1,1,will-chandler-1
Sanders Commings,2010-09-04,1,Georgia,,Louisiana,W,1,25,0,1,sanders-commings-1
Matt Daniels,2010-09-04,1,Duke,,Elon,W,1,0,0,2,matt-daniels-1
Tony Davis,2010-09-04,1,Troy,,Bowling Green State,W,1,0,0,2,tony-davis-2
Eddie Elder,2010-09-04,1,Arizona State,,Portland State,W,1,0,0,1,eddie-elder-1
Eugene Fells,2010-09-04,1,Bowling Green State,@,Troy,L,1,0,0,1,eugene-fells-1
Jamell Fleming,2010-09-04,1,Oklahoma,,Utah State,W,1,0,0,2,jamell-fleming-1
David Garrett,2010-09-04,1,Kansas State,,UCLA,W,1,0,0,3,david-garrett-1
Deleon Gause,2010-09-04,1,Boston College,,Weber State,W,1,66,1,1,deleon-gause-1
Carl Gettis,2010-09-04,1,Missouri,N,Illinois,W,1,2,0,1,carl-gettis-1
Jakar Hamilton,2010-09-04,1,Georgia,,Louisiana,W,1,17,1,2,jakar-hamilton-1
Dustin Harris,2010-09-04,1,Texas A&M,,Stephen F. Austin,W,1,38,1,1,dustin-harris-1
Mike Harris,2010-09-04,1,Florida State,,Samford,W,1,10,0,1,mike-harris-1
Brandon Hogan,2010-09-04,1,West Virginia,,Coastal Carolina,W,1,0,0,2,brandon-hogan-1
Demontre Hurst,2010-09-04,1,Oklahoma,,Utah State,W,1,49,0,1,demontre-hurst-1
Marcus Hyde,2010-09-04,1,Michigan State,,Western Michigan,W,1,10,0,1,marcus-hyde-1
Osahon Irabor,2010-09-04,1,Arizona State,,Portland State,W,1,0,0,1,osahon-irabor-1
Kenji Jackson,2010-09-04,1,Missouri,N,Illinois,W,1,32,0,1,kenji-jackson-1
Janoris Jenkins,2010-09-04,1,Florida,,Miami (OH),W,1,67,1,4,janoris-jenkins-1
Austin Johnson,2010-09-04,1,Tennessee,,Tennessee-Martin,W,1,0,0,1,austin-johnson-1
Mark Joyce,2010-09-04,1,South Florida,,Stony Brook,W,1,33,1,1,mark-joyce-1
Junior Keiaho,2010-09-04,1,Utah State,@,Oklahoma,L,1,0,0,2,junior-keiaho-1
Lance Kelley,2010-09-04,1,Louisiana,@,Georgia,L,1,0,0,2,lance-kelley-1
Abraham Kromah,2010-09-04,1,Duke,,Elon,W,1,0,0,1,abraham-kromah-1
Patrick Lambert,2010-09-04,1,Cincinnati,@,Fresno State,L,1,0,0,1,patrick-lambert-1
Michael Lanaris,2010-09-04,1,South Florida,,Stony Brook,W,1,0,0,1,michael-lanaris-1
Maurice Langston,2010-09-04,1,Mississippi State,,Memphis,W,2,15,0,2,maurice-langston-1
Robert Lester,2010-09-04,1,Alabama,,San Jose State,W,1,15,0,2,robert-lester-1
Casey Matthews,2010-09-04,1,Oregon,,New Mexico,W,1,2,0,1,casey-matthews-1
Byron Maxwell,2010-09-04,1,Clemson,,North Texas,W,1,0,0,1,byron-maxwell-1
Chase Minnifield,2010-09-04,1,Virginia,,Richmond,W,1,65,0,1,chase-minnifield-1
Lance Mitchell,2010-09-04,1,Oregon State,@,Texas Christian,L,1,21,0,1,lance-mitchell-2
Keith Morgan,2010-09-04,1,Bowling Green State,@,Troy,L,1,14,0,1,keith-morgan-1
Matt Nicholson,2010-09-04,1,Houston,,Texas State,W,1,42,1,1,matt-nicholson-1
Avery Patterson,2010-09-04,1,Oregon,,New Mexico,W,1,0,0,1,avery-patterson-1
Anthony Perkins,2010-09-04,1,Colorado,N,Colorado State,W,1,9,0,1,anthony-perkins-1
Chris Randle,2010-09-04,1,Utah State,@,Oklahoma,L,1,0,0,1,chris-randle-1
Dwight Roberson,2010-09-04,1,Oregon State,@,Texas Christian,L,1,0,0,2,dwight-roberson-1
Craig Robertson,2010-09-04,1,North Texas,@,Clemson,L,1,0,0,1,craig-robertson-1
Keenan Robinson,2010-09-04,1,Texas,@,Rice,W,1,0,0,1,keenan-robinson-1
Nick Saenz,2010-09-04,1,Houston,,Texas State,W,1,16,0,,nick-saenz-1
Travis Sandersfeld,2010-09-04,1,Colorado,N,Colorado State,W,1,0,0,1,travis-sandersfeld-1
Coty Sensabaugh,2010-09-04,1,Clemson,,North Texas,W,1,0,0,1,coty-sensabaugh-1
Jasper Simmons,2010-09-04,1,Missouri,N,Illinois,W,1,0,0,1,jasper-simmons-1
Jeremy Smith,2010-09-04,1,Houston,,Texas State,W,1,7,0,1,jeremy-smith-1
P.J. Smith,2010-09-04,1,Nebraska,,Western Kentucky,W,1,29,0,1,pj-smith-1
Joe Stoner,2010-09-04,1,New Mexico,@,Oregon,L,1,28,0,1,joe-stoner-1
Terrance Sweeney,2010-09-04,1,Kansas State,,UCLA,W,1,1,0,4,terrance-sweeney-1
Max Tabach,2010-09-04,1,Arizona State,,Portland State,W,1,27,0,1,max-tabach-1
Momo Thomas,2010-09-04,1,Colorado State,N,Colorado,L,1,20,0,1,momo-thomas-1
Terrence Thomas,2010-09-04,1,Memphis,@,Mississippi State,L,1,10,0,1,terrence-thomas-3
Donovan Travis,2010-09-04,1,Army,@,Eastern Michigan,W,1,30,0,2,donovan-travis-1
Justan Vaughn,2010-09-04,1,Northwestern,@,Vanderbilt,W,1,18,0,1,justan-vaughn-1
Josh Victorian,2010-09-04,1,Louisiana Tech,,Grambling State,W,1,9,0,2,josh-victorian-1
Prentiss Waggner,2010-09-04,1,Tennessee,,Tennessee-Martin,W,1,54,1,2,prentiss-waggner-1
Brian Wagner,2010-09-04,1,Akron,,Syracuse,L,1,34,0,2,brian-wagner-1
Darrin Walls,2010-09-04,1,Notre Dame,,Purdue,W,1,0,0,1,darrin-walls-1
Ian Williams,2010-09-04,1,Notre Dame,,Purdue,W,1,0,0,2,ian-williams-1
Dayon Arrington,2010-09-05,1,East Carolina,,Tulsa,W,1,0,0,,dayon-arrington-1
D.J. Johnson,2010-09-05,1,Texas Tech,,Southern Methodist,W,1,11,0,2,dj-johnson-2
Dexter McCoil,2010-09-05,1,Tulsa,@,East Carolina,L,1,0,0,1,dexter-mccoil-1
Jarvis Phillips,2010-09-05,1,Texas Tech,,Southern Methodist,W,1,0,0,3,jarvis-phillips-1
Tre' Porter,2010-09-05,1,Texas Tech,,Southern Methodist,W,1,13,0,,tre-porter-1
Travis Simmons,2010-09-05,1,East Carolina,,Tulsa,W,1,0,0,1,travis-simmons-1
Emmett Merchant,2010-09-06,1,Navy,N,Maryland,L,1,27,0,1,emmett-merchant-1
Nick Fairley,2010-09-09,2,Auburn,@,Mississippi State,W,1,-1,0,0,nick-fairley-1
Kee-Ayre Griffin,2010-09-09,2,Temple,,Central Michigan,W,1,0,0,1,kee-ayre-griffin-1
Stephen Johnson,2010-09-09,2,Temple,,Central Michigan,W,1,0,0,1,stephen-johnson-1
Nickoe Whitley,2010-09-09,2,Mississippi State,,Auburn,L,1,0,0,1,nickoe-whitley-1
Travaun Nixon,2010-09-10,2,Texas-El Paso,@,Houston,L,1,68,0,1,travaun-nixon-1
Alex Albright,2010-09-11,2,Boston College,,Kent State,W,1,22,0,2,alex-albright-1
Darius Ashley,2010-09-11,2,Louisville,,Eastern Kentucky,W,1,2,0,,darius-ashley-1
Sean Baker,2010-09-11,2,Ball State,,Liberty,L,2,50,0,2,sean-baker-1
Mark Barron,2010-09-11,2,Alabama,,Penn State,W,1,2,0,2,mark-barron-1
Myron Beck,2010-09-11,2,Washington State,,Montana State,W,1,3,0,1,myron-beck-1
Brandon Bing,2010-09-11,2,Rutgers,@,Florida International,W,1,7,0,1,brandon-bing-1
Ahmad Black,2010-09-11,2,Florida,,South Florida,W,2,2,0,2,ahmad-black-1
Derek Blacknall,2010-09-11,2,East Carolina,,Memphis,W,1,46,1,1,derek-blacknall-1
Corbin Bryant,2010-09-11,2,Northwestern,,Illinois State,W,1,17,0,1,corbin-bryant-1
Quinton Byrd,2010-09-11,2,Utah State,,Idaho State,W,1,0,0,1,quinton-byrd-1
Deveron Carr,2010-09-11,2,Arizona State,,Northern Arizona,W,1,0,0,1,deveron-carr-1
Michael Carter,2010-09-11,2,Minnesota,,South Dakota,L,1,0,0,1,michael-carter-1
Chimdi Chekwa,2010-09-11,2,Ohio State,,Miami (FL),W,2,22,0,4,chimdi-chekwa-1
Ross Cockrell,2010-09-11,2,Duke,@,Wake Forest,L,1,0,0,1,ross-cockrell-1
Audie Cole,2010-09-11,2,North Carolina State,@,Central Florida,W,1,0,0,1,audie-cole-1
Rajric Coleman,2010-09-11,2,Utah State,,Idaho State,W,1,0,0,1,rajric-coleman-1
Domonic Cook,2010-09-11,2,Buffalo,@,Baylor,L,1,0,0,2,domonic-cook-1
Rudell Crim,2010-09-11,2,Arkansas,,Louisiana-Monroe,W,1,0,0,1,rudell-crim-1
Quentin Davie,2010-09-11,2,Northwestern,,Illinois State,W,2,45,0,2,quentin-davie-1
Charles Davis,2010-09-11,2,Tulsa,,Bowling Green State,W,1,0,0,1,charles-davis-2
Darin Davis,2010-09-11,2,Middle Tennessee State,,Austin Peay,W,1,38,1,1,darin-davis-1
Phillip Davis,2010-09-11,2,Tulane,,Mississippi,L,1,0,0,1,phillip-davis-1
Tommy Davis,2010-09-11,2,Northern Illinois,,North Dakota,W,1,0,0,1,tommy-davis-2
Wes Davis,2010-09-11,2,Boston College,,Kent State,W,1,37,0,1,wes-davis-1
Alfonzo Dennard,2010-09-11,2,Nebraska,,Idaho,W,1,0,0,2,alfonzo-dennard-1
Archie Donald,2010-09-11,2,Toledo,@,Ohio,W,1,20,0,1,archie-donald-1
Gregory Ducre,2010-09-11,2,Washington,,Syracuse,W,1,0,0,1,gregory-ducre-1
Antonio Fenelus,2010-09-11,2,Wisconsin,,San Jose State,W,1,0,0,1,antonio-fenelus-1
Jamell Fleming,2010-09-11,2,Oklahoma,,Florida State,W,1,-1,0,2,jamell-fleming-1
Donovan Fletcher,2010-09-11,2,Ohio,,Toledo,L,1,14,0,1,donovan-fletcher-1
J.T. Floyd,2010-09-11,2,Michigan,@,Notre Dame,W,1,0,0,1,jt-floyd-1
Will Ford,2010-09-11,2,Texas Tech,@,New Mexico,W,1,27,0,1,will-ford-1
Corey Frazier,2010-09-11,2,Rice,@,North Texas,W,1,0,0,1,corey-frazier-1
Alex Frye,2010-09-11,2,Wake Forest,,Duke,W,2,28,0,2,alex-frye-1
Andrew Gachkar,2010-09-11,2,Missouri,,McNeese State,W,1,2,0,2,andrew-gachkar-1
Jordan Gafford,2010-09-11,2,Miami (OH),,Eastern Michigan,W,1,0,0,3,jordan-gafford-1
Anthony Gaitor,2010-09-11,1,Florida International,,Rutgers,L,1,27,0,1,anthony-gaitor-1
Donnell Golden,2010-09-11,2,Troy,@,Oklahoma State,L,1,0,0,1,donnell-golden-1
Dejon Gomes,2010-09-11,2,Nebraska,,Idaho,W,1,40,1,2,dejon-gomes-1
Brett Greenwood,2010-09-11,2,Iowa,,Iowa State,W,1,0,0,1,brett-greenwood-1
Cliff Harris,2010-09-11,2,Oregon,@,Tennessee,W,1,76,1,3,cliff-harris-1
Demetrius Hartsfield,2010-09-11,2,Maryland,,Morgan State,W,1,14,1,1,demetrius-hartsfield-1
Casey Hayward,2010-09-11,2,Vanderbilt,,Louisiana State,L,1,0,0,2,casey-hayward-1
Cameron Heyward,2010-09-11,2,Ohio State,,Miami (FL),W,1,80,0,1,cameron-heyward-1
Mike Hicks,2010-09-11,2,Baylor,,Buffalo,W,1,2,0,1,mike-hicks-1
Tarvoris Hill,2010-09-11,2,Florida Atlantic,@,Michigan State,L,1,0,0,1,tarvoris-hill-1
Pat Hinkel,2010-09-11,2,Miami (OH),,Eastern Michigan,W,1,11,0,1,pat-hinkel-1
Michael Hodges,2010-09-11,2,Texas A&M,,Louisiana Tech,W,1,0,0,2,michael-hodges-1
Alex Hoffman-Ellis,2010-09-11,2,Washington State,,Montana State,W,1,13,0,3,alex-hoffman-ellis-1
Jarred Holley,2010-09-11,2,Pittsburgh,,New Hampshire,W,1,10,0,1,jarred-holley-1
Shane Hunter,2010-09-11,2,Brigham Young,@,Air Force,L,1,0,0,1,shane-hunter-1
Alex Ibe,2010-09-11,1,Louisiana-Monroe,@,Arkansas,L,1,20,0,2,alex-ibe-1
Rod Issac,2010-09-11,2,Middle Tennessee State,,Austin Peay,W,1,1,0,3,rod-issac-1
Kenji Jackson,2010-09-11,2,Missouri,,McNeese State,W,1,16,0,1,kenji-jackson-1
Kyle Jackson,2010-09-11,2,Georgia Tech,@,Kansas,L,1,1,0,2,kyle-jackson-2
Shawn Jackson,2010-09-11,2,Tulsa,,Bowling Green State,W,1,0,0,1,shawn-jackson-1
Janoris Jenkins,2010-09-11,2,Florida,,South Florida,W,1,1,0,2,janoris-jenkins-1
Jory Johnson,2010-09-11,2,Connecticut,,Texas Southern,W,1,0,0,1,jory-johnson-1
Coryell Judie,2010-09-11,2,Texas A&M,,Louisiana Tech,W,1,0,0,1,coryell-judie-1
Tom Keiser,2010-09-11,2,Stanford,@,UCLA,W,1,0,0,1,tom-keiser-1
Shiloh Keo,2010-09-11,2,Idaho,@,Nebraska,L,1,8,0,1,shiloh-keo-1
Jordan Kovacs,2010-09-11,2,Michigan,@,Notre Dame,W,1,10,0,1,jordan-kovacs-1
Joe Lefeged,2010-09-11,2,Rutgers,@,Florida International,W,1,29,0,2,joe-lefeged-1
Robert Lester,2010-09-11,2,Alabama,,Penn State,W,1,0,0,1,robert-lester-1
Travis Lewis,2010-09-11,2,Oklahoma,,Florida State,W,1,14,0,1,travis-lewis-2
Greg Lloyd,2010-09-11,2,Connecticut,,Texas Southern,W,1,2,0,1,greg-lloyd-1
Will Lowery,2010-09-11,2,Alabama,,Penn State,W,1,0,0,1,will-lowery-1
Taylor Mack,2010-09-11,2,Connecticut,,Texas Southern,W,1,0,0,1,taylor-mack-1
Luke McDermott,2010-09-11,2,Kentucky,,Western Kentucky,W,1,6,0,1,luke-mcdermott-1
T.J. McDonald,2010-09-11,2,Southern California,,Virginia,W,1,0,0,2,tj-mcdonald-1
Jonathan Meeks,2010-09-11,2,Clemson,,Presbyterian,W,1,43,0,1,jonathan-meeks-1
Curtis Meyers,2010-09-11,2,Ohio,,Toledo,L,1,0,0,1,curtis-meyers-1
C.J. Mizell,2010-09-11,2,Washington State,,Montana State,W,1,62,0,2,cj-mizell-1
Mike Mohamed,2010-09-11,2,California,,Colorado,W,1,41,1,1,mike-mohamed-1
Dan Molls,2010-09-11,2,Toledo,@,Ohio,W,2,28,0,2,dan-molls-1
Adrian Moten,2010-09-11,2,Maryland,,Morgan State,W,1,0,0,2,adrian-moten-1
Jonas Mouton,2010-09-11,2,Michigan,@,Notre Dame,W,1,9,0,1,jonas-mouton-1
Marco Nelson,2010-09-11,2,Tulsa,,Bowling Green State,W,1,0,0,2,marco-nelson-2
Tyler Nielsen,2010-09-11,2,Iowa,,Iowa State,W,1,0,0,1,tyler-nielsen-1
Bryant Nnabuife,2010-09-11,2,California,,Colorado,W,1,13,0,1,bryant-nnabuife-1
Jim Noel,2010-09-11,2,Boston College,,Kent State,W,1,0,0,1,jim-noel-1
Dayonne Nunley,2010-09-11,2,Miami (OH),,Eastern Michigan,W,1,0,0,1,dayonne-nunley-1
Kenny Okoro,2010-09-11,2,Wake Forest,,Duke,W,1,1,0,1,kenny-okoro-1
Jarvis Phillips,2010-09-11,2,Texas Tech,@,New Mexico,W,1,27,0,1,jarvis-phillips-1
Jeremy Phillips,2010-09-11,2,North Texas,,Rice,L,1,8,0,1,jeremy-phillips-1
Shaun Prater,2010-09-11,2,Iowa,,Iowa State,W,1,-3,0,0,shaun-prater-1
Mike Rallis,2010-09-11,2,Minnesota,,South Dakota,L,1,8,0,1,mike-rallis-1
Reggie Rembert,2010-09-11,2,Air Force,,Brigham Young,W,1,1,0,1,reggie-rembert-1
Maurice Rolle,2010-09-11,2,Louisiana,,Arkansas State,W,1,23,0,1,maurice-rolle-1
Albert Rosette,2010-09-11,2,Nevada,,Colorado State,W,1,3,0,1,albert-rosette-1
Kevin Rutland,2010-09-11,2,Missouri,,McNeese State,W,1,15,0,1,kevin-rutland-1
Chris Rwabukamba,2010-09-11,2,Duke,@,Wake Forest,L,1,28,0,1,chris-rwabukamba-1
Richard Sherman,2010-09-11,2,Stanford,@,UCLA,W,1,0,0,3,richard-sherman-1
P.J. Smith,2010-09-11,2,Nebraska,,Idaho,W,1,17,0,1,pj-smith-1
Ryan Smith,2010-09-11,2,Southern Methodist,,Alabama-Birmingham,W,1,7,0,1,ryan-smith-4
Blake Sorensen,2010-09-11,2,Wisconsin,,San Jose State,W,1,16,0,1,blake-sorensen-1
Jason Teague,2010-09-11,2,Texas Christian,,Tennessee Tech,W,1,29,1,2,jason-teague-2
Rickey Thenarse,2010-09-11,2,Nebraska,,Idaho,W,1,47,1,1,rickey-thenarse-1
Peyton Thompson,2010-09-11,2,San Jose State,@,Wisconsin,L,1,33,0,1,peyton-thompson-1
Charlie Todd,2010-09-11,2,Ball State,,Liberty,L,1,36,1,2,charlie-todd-1
Justin Trattou,2010-09-11,2,Florida,,South Florida,W,1,35,1,1,justin-trattou-1
Manley Waller,2010-09-11,2,Akron,,Gardner-Webb,L,1,12,0,2,manley-waller-1
Colin Weingrad,2010-09-11,2,Eastern Michigan,@,Miami (OH),L,1,7,0,1,colin-weingrad-1
Anthony West,2010-09-11,2,Nebraska,,Idaho,W,1,23,0,1,anthony-west-1
Marquese Wheaton,2010-09-11,2,Southern Mississippi,,Prairie View A&M,W,1,0,0,2,marquese-wheaton-1
Nathan Williams,2010-09-11,2,Ohio State,,Miami (FL),W,1,22,0,,nathan-williams-1
Steve Williams,2010-09-11,2,California,,Colorado,W,1,0,0,1,steve-williams-1
Bryan Willis,2010-09-11,2,Troy,@,Oklahoma State,L,1,16,0,2,bryan-willis-1
C.J. Wilson,2010-09-11,2,North Carolina State,@,Central Florida,W,1,43,1,1,cj-wilson-4
Norman Wolfe,2010-09-11,2,Kent State,@,Boston College,L,1,24,0,1,norman-wolfe-1
Earl Wolff,2010-09-11,2,North Carolina State,@,Central Florida,W,1,31,0,1,earl-wolff-1
Dwayne Woods,2010-09-11,2,Bowling Green State,@,Tulsa,L,1,19,0,2,dwayne-woods-2
Marlon Johnson,2010-09-17,3,Nevada,,California,W,1,65,1,1,marlon-johnson-1
Doyle Miller,2010-09-17,3,Nevada,,California,W,1,-1,0,1,doyle-miller-1
Phillip Strozier,2010-09-17,3,Kansas,@,Southern Mississippi,L,1,0,0,1,phillip-strozier-1
Duke Williams,2010-09-17,3,Nevada,,California,W,1,30,0,1,duke-williams-1
Johnny Adams,2010-09-18,3,Michigan State,,Notre Dame,W,1,0,0,2,johnny-adams-1
Ricardo Allen,2010-09-18,3,Purdue,,Ball State,W,1,0,0,2,ricardo-allen-1
Jimmie Anderson,2010-09-18,3,Troy,@,Alabama-Birmingham,L,1,0,0,2,jimmie-anderson-1
Mario Armstrong,2010-09-18,3,Western Michigan,,Toledo,L,1,0,0,1,mario-armstrong-1
Akeem Ayers,2010-09-18,3,UCLA,,Houston,W,1,77,0,1,akeem-ayers-1
Sean Baker,2010-09-18,3,Ball State,@,Purdue,L,1,2,0,2,sean-baker-1
Hunter Bates,2010-09-18,3,Northwestern,@,Rice,W,1,2,0,1,hunter-bates-1
Bene Benwikere,2010-09-18,3,San Jose State,,Southern Utah,W,1,25,0,1,bene-benwikere-1
Broderick Binns,2010-09-18,3,Iowa,@,Arizona,L,1,20,1,1,broderick-binns-1
Max Blue,2010-09-18,3,Navy,@,Louisiana Tech,W,1,0,0,1,max-blue-1
Jonathan Bostic,2010-09-18,3,Florida,@,Tennessee,W,1,0,0,1,jonathan-bostic-1
Chad Boyd,2010-09-18,3,Louisiana Tech,,Navy,L,1,0,0,1,chad-boyd-1
Xavier Brewer,2010-09-18,3,Clemson,@,Auburn,L,1,0,0,1,xavier-brewer-1
Broderick Brown,2010-09-18,3,Oklahoma State,,Tulsa,W,1,22,0,1,broderick-brown-1
Curtis Brown,2010-09-18,3,Texas,@,Texas Tech,W,1,74,0,1,curtis-brown-2
Jeremy Brown,2010-09-18,3,Florida,@,Tennessee,W,1,4,0,3,jeremy-brown-1
Lee Butler,2010-09-18,3,Duke,,Alabama,L,1,0,0,1,lee-butler-1
Rashad Carmichael,2010-09-18,3,Virginia Tech,,East Carolina,W,2,68,1,2,rashad-carmichael-1
Will Chandler,2010-09-18,3,Nevada-Las Vegas,@,Idaho,L,1,0,0,2,will-chandler-1
Morris Claiborne,2010-09-18,3,Louisiana State,,Mississippi State,W,2,57,0,2,morris-claiborne-1
Quentin Davie,2010-09-18,3,Northwestern,@,Rice,W,1,11,1,2,quentin-davie-1
Alfonzo Dennard,2010-09-18,3,Nebraska,@,Washington,W,1,31,1,,alfonzo-dennard-1
James Dockery,2010-09-18,2,Oregon State,,Louisville,W,1,0,0,1,james-dockery-1
Kevin Edwards,2010-09-18,3,Navy,@,Louisiana Tech,W,1,0,0,1,kevin-edwards-1
Donovan Fletcher,2010-09-18,3,Ohio,@,Ohio State,L,2,0,0,2,donovan-fletcher-1
Eddie Foster,2010-09-18,3,Vanderbilt,@,Mississippi,W,1,21,1,1,eddie-foster-1
Anthony Gaitor,2010-09-18,2,Florida International,@,Texas A&M,L,1,54,1,1,anthony-gaitor-1
Chris Galippo,2010-09-18,3,Southern California,@,Minnesota,W,1,8,0,1,chris-galippo-1
Quinn Garner,2010-09-18,3,Utah State,,Fresno State,L,1,5,0,1,quinn-garner-1
Shamiel Gary,2010-09-18,3,Wyoming,,Boise State,L,1,12,0,3,shamiel-gary-1
Jerry Booboo Gates,2010-09-18,3,Bowling Green State,,Marshall,W,1,29,1,1,jerry-booboo-gates-1
Blake Gideon,2010-09-18,3,Texas,@,Texas Tech,W,1,22,0,1,blake-gideon-1
Stephon Gilmore,2010-09-18,3,South Carolina,,Furman,W,1,80,1,2,stephon-gilmore-1
Cameron Gordon,2010-09-18,3,Michigan,,Massachusetts,W,1,16,0,1,cameron-gordon-1
Eric Hagg,2010-09-18,3,Nebraska,@,Washington,W,1,11,0,3,eric-hagg-1
Evan Harris,2010-09-18,3,Miami (OH),,Colorado State,W,1,56,1,1,evan-harris-1
Jonathan Hawkins,2010-09-18,3,Colorado,,Hawaii,W,1,0,0,1,jonathan-hawkins-2
Casey Hayward,2010-09-18,3,Vanderbilt,@,Mississippi,W,1,0,0,2,casey-hayward-1
Ross Homan,2010-09-18,3,Ohio State,,Ohio,W,1,7,0,1,ross-homan-1
Brian Jackson,2010-09-18,3,Oregon,,Portland State,W,1,6,0,1,brian-jackson-5
M.D. Jennings,2010-09-18,3,Arkansas State,,Louisiana-Monroe,W,2,62,0,2,md-jennings-1
Dezariah Johnson,2010-09-18,2,Florida International,@,Texas A&M,L,1,1,0,,dezariah-johnson-1
Jeron Johnson,2010-09-18,2,Boise State,@,Wyoming,W,1,0,0,1,jeron-johnson-1
Shiloh Keo,2010-09-18,3,Idaho,,Nevada-Las Vegas,W,1,10,0,1,shiloh-keo-1
Dre Kirkpatrick,2010-09-18,3,Alabama,@,Duke,W,1,21,0,1,dre-kirkpatrick-1
A.J. Klein,2010-09-18,3,Iowa State,@,Kansas State,L,1,69,1,1,aj-klein-1
Jovan Leacock,2010-09-18,3,Bowling Green State,,Marshall,W,1,42,0,0,jovan-leacock-1
Darryn Lewis,2010-09-18,3,San Diego State,@,Missouri,L,1,23,0,1,darryn-lewis-1
