Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Darian Thompson,2015-09-04,1,Boise State,,Washington,W,darian-thompson-1,1.0,7.0,0.0,0.0
Terrance Winchester,2015-09-04,1,UNC Charlotte,@,Georgia State,W,terrance-winchester-1,1.0,0.0,0.0,1.0
Corey Winfield,2015-09-04,1,Syracuse,,Rhode Island,W,corey-winfield-1,1.0,24.0,1.0,0.0
Tion Wright,2015-09-04,1,Baylor,@,Southern Methodist,W,tion-wright-1,1.0,28.0,0.0,0.0
Darius Allensworth,2015-09-05,1,California,,Grambling State,W,darius-allensworth-1,1.0,0.0,0.0,0.0
Taylor Barton,2015-09-05,1,Illinois,,Kent State,W,taylor-barton-3,1.0,0.0,0.0,1.0
Kweishi Brown,2015-09-05,1,Arizona State,N,Texas A&M,L,kweishi-brown-1,1.0,7.0,0.0,0.0
Richie Brown,2015-09-05,1,Mississippi State,@,Southern Mississippi,W,richie-brown-1,1.0,3.0,0.0,0.0
Roman Buchanon,2015-09-05,1,South Alabama,,Gardner-Webb,W,roman-buchanon-1,1.0,0.0,0.0,0.0
Artie Burns,2015-09-05,1,Miami (FL),,Bethune-Cookman,W,artie-burns-1,1.0,4.0,0.0,0.0
Anthony Cioffi,2015-09-05,1,Rutgers,,Norfolk State,W,anthony-cioffi-1,1.0,5.0,0.0,0.0
Su'A Cravens,2015-09-05,1,Southern California,,Arkansas State,W,sua-cravens-1,1.0,32.0,0.0,0.0
Aaron Davis,2015-09-05,1,Georgia,,Louisiana-Monroe,W,aaron-davis-8,1.0,26.0,0.0,0.0
Devante Downs,2015-09-05,1,California,,Grambling State,W,devante-downs-1,1.0,8.0,1.0,0.0
Deandre Elliott,2015-09-05,1,Colorado State,,Savannah State,W,deandre-elliott-1,1.0,29.0,0.0,0.0
Trae Elston,2015-09-05,1,Mississippi,,Tennessee-Martin,W,trae-elston-1,1.0,93.0,1.0,0.0
Zach Espinosa,2015-09-05,1,Rice,,Wagner,W,zach-espinosa-1,1.0,37.0,0.0,1.0
Sharif Finch,2015-09-05,1,Temple,,Penn State,W,sharif-finch-1,1.0,26.0,0.0,0.0
Josh Forrest,2015-09-05,1,Kentucky,,Louisiana,W,josh-forrest-1,1.0,0.0,0.0,3.0
J.J. Gaines,2015-09-05,1,Texas Tech,,Sam Houston State,W,jj-gaines-1,1.0,47.0,1.0,0.0
Nathan Gerry,2015-09-05,1,Nebraska,,Brigham Young,L,nathan-gerry-1,1.0,43.0,0.0,0.0
Latrell Gibbs,2015-09-05,1,Appalachian State,,Howard,W,latrell-gibbs-1,1.0,0.0,0.0,1.0
Nick Gilbo,2015-09-05,1,Buffalo,,Albany,W,nick-gilbo-1,1.0,11.0,0.0,1.0
Travis Green,2015-09-05,1,New Mexico,,Mississippi Valley State,W,travis-green-1,1.0,32.0,1.0,0.0
Micah Hannemann,2015-09-05,1,Brigham Young,@,Nebraska,W,micah-hannemann-1,1.0,0.0,0.0,0.0
Vernon Hargreaves III,2015-09-05,1,Florida,,New Mexico State,W,vernon-hargreaves-iii-1,1.0,43.0,0.0,0.0
J.D. Harmon,2015-09-05,1,Kentucky,,Louisiana,W,jd-harmon-1,1.0,0.0,0.0,0.0
Demone Harris,2015-09-05,1,Buffalo,,Albany,W,demone-harris-1,1.0,0.0,0.0,0.0
William Harris,2015-09-05,1,Boston College,,Maine,W,william-harris-4,1.0,1.0,0.0,0.0
Josh Harvey-Clemons,2015-09-05,1,Louisville,N,Auburn,L,josh-harvey-clemons-1,2.0,7.0,0.0,0.0
Chris Hawkins,2015-09-05,1,Southern California,,Arkansas State,W,chris-hawkins-4,1.0,20.0,0.0,0.0
Josh Hawkins,2015-09-05,1,East Carolina,,Towson,W,josh-hawkins-4,1.0,0.0,0.0,1.0
Dravon Henry,2015-09-05,1,West Virginia,,Georgia Southern,W,dravon-henry-1,1.0,0.0,0.0,0.0
Ronnie Hoggins,2015-09-05,1,South Florida,,Florida A&M,W,ronnie-hoggins-1,1.0,0.0,0.0,0.0
Eddie Jackson,2015-09-05,1,Alabama,N,Wisconsin,W,eddie-jackson-6,1.0,41.0,0.0,0.0
Rayshawn Jenkins,2015-09-05,1,Miami (FL),,Bethune-Cookman,W,rayshawn-jenkins-1,1.0,0.0,0.0,0.0
Andre Jones,2015-09-05,1,Cincinnati,,Alabama A&M,W,andre-jones-3,1.0,1.0,0.0,0.0
Karl Joseph,2015-09-05,1,West Virginia,,Georgia Southern,W,karl-joseph-1,3.0,0.0,0.0,0.0
Damontae Kazee,2015-09-05,1,San Diego State,,San Diego,W,damontae-kazee-1,3.0,-7.0,0.0,0.0
Roland Ladipo,2015-09-05,1,Air Force,,Morgan State,W,roland-ladipo-2,1.0,22.0,1.0,0.0
Cre'Von Leblanc,2015-09-05,1,Florida Atlantic,@,Tulsa,L,crevon-leblanc-1,1.0,0.0,0.0,0.0
Shawun Lurry,2015-09-05,1,Northern Illinois,,Nevada-Las Vegas,W,shawun-lurry-1,1.0,0.0,0.0,1.0
Tray Matthews,2015-09-05,1,Auburn,N,Louisville,W,tray-matthews-1,1.0,35.0,0.0,0.0
Adrian McDonald,2015-09-05,1,Houston,,Tennessee Tech,W,adrian-mcdonald-1,1.0,11.0,0.0,0.0
Herb Miller,2015-09-05,1,Florida Atlantic,@,Tulsa,L,herb-miller-1,1.0,0.0,0.0,0.0
Demetrius Monday,2015-09-05,1,Kent State,@,Illinois,L,demetrius-monday-1,1.0,0.0,0.0,0.0
Mason Monheim,2015-09-05,1,Illinois,,Kent State,W,mason-monheim-1,1.0,43.0,0.0,0.0
Calvin Munson,2015-09-05,1,San Diego State,,San Diego,W,calvin-munson-1,2.0,86.0,2.0,0.0
Thierry Nguema,2015-09-05,1,Texas Tech,,Sam Houston State,W,thierry-nguema-1,1.0,0.0,0.0,0.0
Adarius Pickett,2015-09-05,1,UCLA,,Virginia,W,adarius-pickett-1,1.0,0.0,0.0,0.0
Dale Pierson,2015-09-05,1,Iowa State,,Northern Iowa,W,dale-pierson-1,1.0,24.0,0.0,0.0
Kyle Queiro,2015-09-05,1,Northwestern,,Stanford,W,kyle-queiro-1,1.0,17.0,0.0,0.0
Jeremy Reaves,2015-09-05,1,South Alabama,,Gardner-Webb,W,jeremy-reaves-1,1.0,0.0,0.0,0.0
Will Redmond,2015-09-05,1,Mississippi State,@,Southern Mississippi,W,will-redmond-1,1.0,24.0,0.0,0.0
Tony Reid,2015-09-05,1,Miami (OH),,Presbyterian,W,tony-reid-1,1.0,0.0,0.0,0.0
Boise Ross,2015-09-05,1,Buffalo,,Albany,W,boise-ross-1,1.0,0.0,0.0,1.0
Luke Rubenzer,2015-09-05,1,California,,Grambling State,W,luke-rubenzer-1,1.0,0.0,0.0,1.0
D.J. Sanders,2015-09-05,1,Middle Tennessee State,,Jackson State,W,dj-sanders-1,1.0,75.0,1.0,0.0
Deandre Scott,2015-09-05,1,Akron,@,Oklahoma,L,deandre-scott-1,1.0,0.0,0.0,0.0
Chris Seisay,2015-09-05,1,Oregon,,Eastern Washington,W,chris-seisay-1,1.0,4.0,0.0,0.0
Jordan Simone,2015-09-05,1,Arizona State,N,Texas A&M,L,jordan-simone-2,1.0,7.0,0.0,0.0
Eaton Spence,2015-09-05,1,Illinois,,Kent State,W,eaton-spence-1,1.0,0.0,0.0,0.0
Jalen Spencer,2015-09-05,1,South Florida,,Florida A&M,W,jalen-spencer-1,1.0,-2.0,0.0,0.0
Mike Stevens,2015-09-05,1,North Carolina State,,Troy,W,mike-stevens-1,1.0,0.0,0.0,1.0
Nick Thomason,2015-09-05,1,Louisiana Tech,,Southern,W,nick-thomason-1,1.0,26.0,0.0,0.0
Henre' Toliver,2015-09-05,1,Arkansas,,Texas-El Paso,W,henre-toliver-1,1.0,12.0,0.0,0.0
Cameron Walker,2015-09-05,1,California,,Grambling State,W,cameron-walker-1,1.0,14.0,1.0,1.0
Tracy Walker,2015-09-05,1,Louisiana,@,Kentucky,L,tracy-walker-1,1.0,1.0,0.0,1.0
Tim Ward,2015-09-05,1,Old Dominion,@,Eastern Michigan,W,tim-ward-1,1.0,13.0,0.0,0.0
Trumaine Washington,2015-09-05,1,Louisville,N,Auburn,L,trumaine-washington-1,1.0,13.0,0.0,0.0
Juwaan Williams,2015-09-05,1,Oregon,,Eastern Washington,W,juwaan-williams-1,1.0,17.0,0.0,0.0
Xavier Woods,2015-09-05,1,Louisiana Tech,,Southern,W,xavier-woods-1,1.0,18.0,0.0,0.0
Aaron Young,2015-09-05,1,Old Dominion,@,Eastern Michigan,W,aaron-young-2,1.0,2.0,0.0,1.0
Keith Baxter,2015-09-06,1,Marshall,,Purdue,W,keith-baxter-1,1.0,32.0,0.0,0.0
Leroy Clark,2015-09-06,1,Purdue,@,Marshall,L,leroy-clark-2,1.0,0.0,0.0,2.0
Tiquan Lang,2015-09-06,1,Marshall,,Purdue,W,tiquan-lang-1,2.0,85.0,2.0,0.0
Taj Letman,2015-09-06,1,Marshall,,Purdue,W,taj-letman-1,1.0,0.0,0.0,0.0
Desmond Frye,2015-09-07,1,Virginia Tech,,Ohio State,L,desmond-frye-1,1.0,0.0,0.0,0.0
Tyvis Powell,2015-09-07,1,Ohio State,@,Virginia Tech,W,tyvis-powell-1,1.0,0.0,0.0,0.0
Prince Iworah,2015-09-10,2,Western Kentucky,,Louisiana Tech,W,prince-iworah-1,1.0,0.0,0.0,0.0
Artie Burns,2015-09-11,2,Miami (FL),@,Florida Atlantic,W,artie-burns-1,1.0,0.0,0.0,0.0
Rayshawn Jenkins,2015-09-11,2,Miami (FL),@,Florida Atlantic,W,rayshawn-jenkins-1,1.0,3.0,0.0,0.0
Gionni Paul,2015-09-11,2,Utah,,Utah State,W,gionni-paul-1,1.0,0.0,0.0,0.0
Marcus Williams,2015-09-11,2,Utah,,Utah State,W,marcus-williams-9,1.0,0.0,0.0,0.0
Andrew Adams,2015-09-12,2,Connecticut,,Army,W,andrew-adams-1,1.0,0.0,0.0,1.0
Adonis Alexander,2015-09-12,2,Virginia Tech,,Furman,W,adonis-alexander-1,1.0,0.0,0.0,1.0
Jamar Allah,2015-09-12,2,Arizona,@,Nevada,W,jamar-allah-1,1.0,0.0,0.0,0.0
Mycial Allen,2015-09-12,2,Northern Illinois,,Murray State,W,mycial-allen-1,1.0,0.0,0.0,0.0
Ugo Amadi,2015-09-12,2,Oregon,@,Michigan State,L,ugo-amadi-1,1.0,25.0,0.0,0.0
Tony Annese,2015-09-12,2,Central Michigan,,Monmouth,W,tony-annese-1,1.0,0.0,0.0,0.0
Kalon Baker,2015-09-12,2,Air Force,,San Jose State,W,kalon-baker-1,1.0,1.0,0.0,0.0
Michael Barton,2015-09-12,2,California,,San Diego State,W,michael-barton-1,1.0,0.0,0.0,0.0
Taylor Barton,2015-09-12,2,Illinois,,Western Illinois,W,taylor-barton-3,2.0,54.0,0.0,0.0
Vonn Bell,2015-09-12,2,Ohio State,,Hawaii,W,vonn-bell-2,1.0,0.0,0.0,3.0
Parris Bennett,2015-09-12,2,Syracuse,,Wake Forest,W,parris-bennett-1,1.0,5.0,0.0,0.0
Briean Boddy-Calhoun,2015-09-12,2,Minnesota,@,Colorado State,W,briean-boddy-calhoun-1,1.0,0.0,0.0,1.0
Ben Boulware,2015-09-12,2,Clemson,,Appalachian State,W,ben-boulware-1,1.0,6.0,0.0,0.0
Jalen Brooks,2015-09-12,2,Maryland,,Bowling Green State,L,jalen-brooks-1,1.0,7.0,0.0,0.0
Kentrell Brothers,2015-09-12,2,Missouri,@,Arkansas State,W,kentrell-brothers-1,2.0,9.0,0.0,0.0
Anthony Brown,2015-09-12,2,Purdue,,Indiana State,W,anthony-brown-6,1.0,0.0,0.0,0.0
Chief Brown,2015-09-12,2,Mississippi,,Fresno State,W,chief-brown-1,1.0,22.0,1.0,0.0
Kevin Byard,2015-09-12,2,Middle Tennessee State,@,Alabama,L,kevin-byard-1,1.0,0.0,0.0,0.0
Nathan Carpenter,2015-09-12,2,Ohio,,Marshall,W,nathan-carpenter-1,1.0,8.0,0.0,1.0
Gareon Conley,2015-09-12,2,Ohio State,,Hawaii,W,gareon-conley-1,1.0,0.0,0.0,2.0
Jameel Cook Jr.,2015-09-12,2,Indiana,,Florida International,W,jameel-cook-jr-1,1.0,96.0,1.0,1.0
Jeremy Cutrer,2015-09-12,2,Middle Tennessee State,@,Alabama,L,jeremy-cutrer-1,1.0,77.0,0.0,1.0
Donte Deayon,2015-09-12,2,Boise State,@,Brigham Young,L,donte-deayon-1,2.0,29.0,0.0,0.0
Michael Downing,2015-09-12,2,Texas Christian,,Stephen F. Austin,W,michael-downing-1,1.0,7.0,0.0,0.0
Branden Dozier,2015-09-12,2,UNC Charlotte,,Presbyterian,W,branden-dozier-1,1.0,-1.0,0.0,0.0
Shannon Edwards,2015-09-12,2,Fresno State,@,Mississippi,L,shannon-edwards-1,1.0,56.0,1.0,0.0
Trae Elston,2015-09-12,2,Mississippi,,Fresno State,W,trae-elston-1,1.0,38.0,1.0,1.0
Johnathan Ford,2015-09-12,2,Auburn,,Jacksonville State,W,johnathan-ford-1,1.0,0.0,0.0,1.0
Bobby Fulp,2015-09-12,2,East Carolina,@,Florida,L,bobby-fulp-1,1.0,2.0,0.0,0.0
Jake Ganus,2015-09-12,2,Georgia,@,Vanderbilt,W,jake-ganus-1,1.0,0.0,0.0,0.0
Nathan Gerry,2015-09-12,2,Nebraska,,South Alabama,W,nathan-gerry-1,1.0,21.0,0.0,0.0
Latrell Gibbs,2015-09-12,2,Appalachian State,@,Clemson,L,latrell-gibbs-1,1.0,0.0,0.0,1.0
John Gibson,2015-09-12,2,Missouri,@,Arkansas State,W,john-gibson-3,1.0,35.0,0.0,1.0
Antonio Glover,2015-09-12,2,Georgia Southern,,Western Michigan,W,antonio-glover-1,3.0,18.0,0.0,0.0
Robert Gregory,2015-09-12,2,Purdue,,Indiana State,W,robert-gregory-1,1.0,4.0,0.0,0.0
Breckyn Hager,2015-09-12,2,Texas,,Rice,W,breckyn-hager-1,1.0,10.0,0.0,0.0
Dylan Haines,2015-09-12,2,Texas,,Rice,W,dylan-haines-1,1.0,21.0,0.0,0.0
Jason Hall,2015-09-12,2,Texas,,Rice,W,jason-hall-2,1.0,35.0,0.0,0.0
De'Vante Harris,2015-09-12,2,Texas A&M,,Ball State,W,devante-harris-1,1.0,40.0,1.0,1.0
Matthew Harris,2015-09-12,2,Northwestern,,Eastern Illinois,W,matthew-harris-1,2.0,94.0,1.0,0.0
Rocky Hayes,2015-09-12,2,Arkansas State,,Missouri,L,rocky-hayes-1,1.0,0.0,0.0,0.0
Will Hayes,2015-09-12,2,Temple,@,Cincinnati,W,will-hayes-1,1.0,0.0,0.0,0.0
Nate Holley,2015-09-12,2,Kent State,,Delaware State,W,nate-holley-1,1.0,10.0,0.0,1.0
Xavien Howard,2015-09-12,2,Baylor,,Lamar,W,xavien-howard-1,1.0,-7.0,0.0,1.0
Chris Humes,2015-09-12,2,Arkansas State,,Missouri,L,chris-humes-1,1.0,19.0,0.0,0.0
C.J. Johnson,2015-09-12,2,Mississippi,,Fresno State,W,cj-johnson-3,1.0,70.0,0.0,0.0
David Johnson,2015-09-12,2,Southern Methodist,,North Texas,W,david-johnson-11,1.0,0.0,0.0,0.0
Denzel Johnson,2015-09-12,2,Texas Christian,,Stephen F. Austin,W,denzel-johnson-1,1.0,50.0,1.0,1.0
Cyrus Jones,2015-09-12,2,Alabama,,Middle Tennessee State,W,cyrus-jones-2,1.0,0.0,0.0,0.0
Jayron Kearse,2015-09-12,2,Clemson,,Appalachian State,W,jayron-kearse-1,1.0,0.0,0.0,1.0
Todd Kelly,2015-09-12,2,Tennessee,,Oklahoma,L,todd-kelly-1,2.0,5.0,0.0,0.0
Kenny Keys,2015-09-12,2,Nevada-Las Vegas,,UCLA,L,kenny-keys-1,1.0,34.0,0.0,0.0
Desmond King,2015-09-12,2,Iowa,@,Iowa State,W,desmond-king-1,1.0,11.0,0.0,1.0
Kevin King,2015-09-12,2,Washington,,Sacramento State,W,kevin-king-5,1.0,5.0,0.0,0.0
Trent Langham,2015-09-12,2,Nevada-Las Vegas,,UCLA,L,trent-langham-1,1.0,61.0,0.0,0.0
John Law,2015-09-12,2,Appalachian State,@,Clemson,L,john-law-1,1.0,0.0,0.0,0.0
Taj Letman,2015-09-12,2,Marshall,@,Ohio,L,taj-letman-1,1.0,23.0,0.0,1.0
Paris Logan,2015-09-12,2,Northern Illinois,,Murray State,W,paris-logan-1,1.0,0.0,0.0,0.0
Rommel Mageo,2015-09-12,2,Oregon State,@,Michigan,L,rommel-mageo-1,1.0,0.0,0.0,0.0
Blake Martinez,2015-09-12,2,Stanford,,Central Florida,W,blake-martinez-1,1.0,10.0,0.0,2.0
Tyler Matakevich,2015-09-12,2,Temple,@,Cincinnati,W,tyler-matakevich-1,2.0,0.0,0.0,1.0
E.J. May,2015-09-12,2,South Alabama,@,Nebraska,L,ej-may-1,1.0,0.0,0.0,0.0
Adrian McDonald,2015-09-12,2,Houston,@,Louisville,W,adrian-mcdonald-1,1.0,0.0,0.0,0.0
Tanner McEvoy,2015-09-12,2,Wisconsin,,Miami (OH),W,tanner-mcevoy-1,1.0,41.0,0.0,2.0
Jeremiah McKinnon,2015-09-12,2,Florida International,@,Indiana,L,jeremiah-mckinnon-1,1.0,0.0,0.0,2.0
Ryan Moeller,2015-09-12,2,Colorado,,Massachusetts,W,ryan-moeller-1,1.0,0.0,0.0,0.0
Skai Moore,2015-09-12,2,South Carolina,,Kentucky,L,skai-moore-1,1.0,14.0,0.0,1.0
Andrew Motuapuaka,2015-09-12,2,Virginia Tech,,Furman,W,andrew-motuapuaka-1,1.0,18.0,1.0,0.0
Leo Musso,2015-09-12,2,Wisconsin,,Miami (OH),W,leo-musso-1,2.0,4.0,0.0,1.0
Jalen Myrick,2015-09-12,2,Minnesota,@,Colorado State,W,jalen-myrick-1,1.0,-3.0,0.0,1.0
Kai Nacua,2015-09-12,2,Brigham Young,,Boise State,W,kai-nacua-1,3.0,76.0,1.0,1.0
Carl Nassib,2015-09-12,2,Penn State,,Buffalo,W,carl-nassib-1,1.0,10.0,0.0,0.0
Montae Nicholson,2015-09-12,2,Michigan State,,Oregon,W,montae-nicholson-1,1.0,30.0,0.0,0.0
Mayomi Olootu,2015-09-12,2,Northern Illinois,,Murray State,W,mayomi-olootu-1,1.0,42.0,1.0,0.0
Marcellus Pippins,2015-09-12,2,Washington State,@,Rutgers,W,marcellus-pippins-1,1.0,2.0,0.0,0.0
Jimmy Pruitt,2015-09-12,2,San Jose State,@,Air Force,L,jimmy-pruitt-1,1.0,24.0,0.0,0.0
Shakeel Rashad,2015-09-12,2,North Carolina,,North Carolina A&T,W,shakeel-rashad-1,1.0,5.0,0.0,1.0
Kalan Reed,2015-09-12,2,Southern Mississippi,,Austin Peay,W,kalan-reed-1,1.0,76.0,1.0,0.0
Horace Richardson,2015-09-12,2,Southern Methodist,,North Texas,W,horace-richardson-1,1.0,0.0,0.0,0.0
Blake Richmond,2015-09-12,2,Nevada-Las Vegas,,UCLA,L,blake-richmond-1,1.0,1.0,0.0,2.0
Dejuan Rogers,2015-09-12,2,Toledo,N,Arkansas,W,dejuan-rogers-1,1.0,0.0,0.0,0.0
Zack Sanchez,2015-09-12,2,Oklahoma,@,Tennessee,W,zack-sanchez-1,1.0,5.0,0.0,0.0
Dominick Sanders,2015-09-12,2,Georgia,@,Vanderbilt,W,dominick-sanders-1,1.0,88.0,1.0,1.0
Bo Sentimore,2015-09-12,2,Arkansas State,,Missouri,L,bo-sentimore-1,1.0,45.0,0.0,0.0
Donnie Simmons,2015-09-12,2,Syracuse,,Wake Forest,W,donnie-simmons-1,1.0,41.0,1.0,0.0
Nate Simon,2015-09-12,2,Georgia State,@,New Mexico State,W,nate-simon-1,1.0,27.0,0.0,0.0
Weston Steelhammer,2015-09-12,2,Air Force,,San Jose State,W,weston-steelhammer-1,1.0,0.0,0.0,0.0
Clint Stephens,2015-09-12,2,Bowling Green State,@,Maryland,W,clint-stephens-1,1.0,0.0,0.0,0.0
M.J. Stewart,2015-09-12,2,North Carolina,,North Carolina A&T,W,mj-stewart-1,1.0,15.0,0.0,0.0
Trevon Stewart,2015-09-12,2,Houston,@,Louisville,W,trevon-stewart-1,1.0,58.0,0.0,0.0
Connor Strachan,2015-09-12,2,Boston College,,Howard,W,connor-strachan-1,1.0,16.0,1.0,0.0
Jalen Tabor,2015-09-12,2,Florida,,East Carolina,W,jalen-tabor-1,1.0,39.0,1.0,2.0
Marshall Taylor,2015-09-12,2,Miami (OH),@,Wisconsin,L,marshall-taylor-1,1.0,0.0,0.0,0.0
Dernard Turner,2015-09-12,2,Bowling Green State,@,Maryland,W,dernard-turner-1,2.0,38.0,0.0,1.0
Carlos Watkins,2015-09-12,2,Clemson,,Appalachian State,W,carlos-watkins-1,1.0,15.0,1.0,0.0
Alex Wells,2015-09-12,2,Temple,@,Cincinnati,W,alex-wells-1,1.0,21.0,0.0,2.0
Ian Wells,2015-09-12,2,Ohio,,Marshall,W,ian-wells-1,1.0,5.0,0.0,0.0
Chris Westry,2015-09-12,2,Kentucky,@,South Carolina,W,chris-westry-1,1.0,3.0,0.0,1.0
D.J. White,2015-09-12,2,Georgia Tech,,Tulane,W,dj-white-1,1.0,0.0,0.0,0.0
Darius White,2015-09-12,2,California,,San Diego State,W,darius-white-3,1.0,0.0,0.0,0.0
Marquez White,2015-09-12,2,Florida State,,South Florida,W,marquez-white-1,1.0,0.0,0.0,0.0
J.J. Whittaker,2015-09-12,2,San Diego State,@,California,L,jj-whittaker-1,1.0,0.0,0.0,0.0
Reggie Wilkerson,2015-09-12,2,Georgia,@,Vanderbilt,W,reggie-wilkerson-1,1.0,0.0,0.0,0.0
Chucky Williams,2015-09-12,2,Louisville,,Houston,L,chucky-williams-1,1.0,59.0,0.0,0.0
Rj Williamson,2015-09-12,2,Michigan State,,Oregon,W,rj-williamson-1,1.0,0.0,0.0,1.0
Corey Winfield,2015-09-12,2,Syracuse,,Wake Forest,W,corey-winfield-1,1.0,0.0,0.0,1.0
Jaden Wright,2015-09-12,2,New Mexico State,,Georgia State,L,jaden-wright-1,1.0,-4.0,0.0,0.0
Kenny Young,2015-09-12,2,UCLA,@,Nevada-Las Vegas,W,kenny-young-1,1.0,23.0,1.0,0.0
James Burgess,2015-09-17,3,Louisville,,Clemson,L,james-burgess-1,1.0,0.0,0.0,0.0
Jadar Johnson,2015-09-17,3,Clemson,@,Louisville,W,jadar-johnson-1,1.0,7.0,0.0,0.0
Cordrea Tankersley,2015-09-17,3,Clemson,@,Louisville,W,cordrea-tankersley-1,1.0,0.0,0.0,2.0
Shaq Wiggins,2015-09-17,3,Louisville,,Clemson,L,shaq-wiggins-1,1.0,16.0,0.0,0.0
Lamarcus Brutus,2015-09-18,3,Florida State,@,Boston College,W,lamarcus-brutus-1,1.0,0.0,0.0,1.0
Jonathan Moxey,2015-09-18,3,Boise State,,Idaho State,W,jonathan-moxey-1,1.0,0.0,0.0,2.0
Jordan Simone,2015-09-18,3,Arizona State,,New Mexico,W,jordan-simone-2,1.0,0.0,0.0,1.0
Devin Abraham,2015-09-19,3,South Florida,@,Maryland,L,devin-abraham-1,1.0,42.0,0.0,1.0
Jamal Adams,2015-09-19,3,Louisiana State,,Auburn,W,jamal-adams-1,1.0,0.0,0.0,2.0
Adonis Alexander,2015-09-19,3,Virginia Tech,@,Purdue,W,adonis-alexander-1,1.0,-4.0,0.0,0.0
Jeremiah Allison,2015-09-19,3,Washington State,,Wyoming,W,jeremiah-allison-1,1.0,44.0,0.0,1.0
Eli Apple,2015-09-19,3,Ohio State,,Northern Illinois,W,eli-apple-1,1.0,8.0,0.0,0.0
Khary Bailey-Smith,2015-09-19,2,Massachusetts,,Temple,L,khary-bailey-smith-1,1.0,6.0,0.0,0.0
Brandon Beaver,2015-09-19,3,Washington,,Utah State,W,brandon-beaver-1,1.0,96.0,0.0,0.0
Kelton Brackett,2015-09-19,2,Massachusetts,,Temple,L,kelton-brackett-1,1.0,1.0,0.0,1.0
Tony Bridges,2015-09-19,3,Mississippi,@,Alabama,W,tony-bridges-1,1.0,28.0,0.0,1.0
Artie Burns,2015-09-19,3,Miami (FL),,Nebraska,W,artie-burns-1,1.0,0.0,0.0,0.0
