Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
D.J. Woods,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,1,23,23.0,0,dj-woods-1
Jeramy Goodson,2008-08-29,1,Rice,,Southern Methodist,W,3,68,22.7,0,jeramy-goodson-1
Jessie Henderson,2008-08-29,1,Southern Methodist,@,Rice,L,8,160,20.0,0,jessie-henderson-1
Andrew McKinney,2008-08-29,1,Southern Methodist,@,Rice,L,1,13,13.0,0,andrew-mckinney-1
Carlo Sandiego,2008-08-29,1,Army,,Temple,L,6,105,17.5,0,carlo-sandiego-1
Jamal Schulters,2008-08-29,1,Temple,@,Army,W,2,119,59.5,1,jamal-schulters-1
Ja'Corey Shepherd,2008-08-29,1,Rice,,Southern Methodist,W,1,26,26.0,0,jacorey-shepherd-1
Luther Ambrose,2008-08-30,1,Louisiana-Monroe,@,Auburn,L,4,89,22.3,0,luther-ambrose-1
Damein Anderson,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,1,15,15.0,0,damein-anderson-1
Lars Anderson,2008-08-30,1,Boston College,@,Kent State,W,1,10,10.0,0,lars-anderson-1
Javier Arenas,2008-08-30,1,Alabama,N,Clemson,W,2,40,20.0,0,javier-arenas-1
Larry Asante,2008-08-30,1,Nebraska,,Western Michigan,W,2,31,15.5,0,larry-asante-1
Darin Baldwin,2008-08-30,1,Central Florida,,South Carolina State,W,1,24,24.0,0,darin-baldwin-1
Freddie Barnes,2008-08-30,1,Bowling Green State,@,Pittsburgh,W,1,16,16.0,0,freddie-barnes-1
Arrelious Benn,2008-08-30,1,Illinois,N,Missouri,L,4,67,16.8,0,arrelious-benn-1
Jahvid Best,2008-08-30,1,California,,Michigan State,W,4,103,25.8,0,jahvid-best-1
Devin Bishop,2008-08-30,1,California,,Michigan State,W,1,15,15.0,0,devin-bishop-1
Will Blackwell,2008-08-30,1,Louisiana State,,Appalachian State,W,1,7,7.0,0,will-blackwell-1
Jeff Blanchard,2008-08-30,1,Florida Atlantic,@,Texas,L,2,62,31.0,0,jeff-blanchard-1
Brandon Bolden,2008-08-30,1,Mississippi,,Memphis,W,3,53,17.7,0,brandon-bolden-1
Wade Bonner,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,3,64,21.3,0,wade-bonner-1
Andy Brodell,2008-08-30,1,Iowa,,Maine,W,1,21,21.0,0,andy-brodell-1
Jereme Brooks,2008-08-30,1,Utah,@,Michigan,W,2,31,15.5,0,jereme-brooks-1
Nate Brown Jr.,2008-08-30,1,Louisiana-Monroe,@,Auburn,L,1,27,27.0,0,nate-brown-jr-1
Deandre Brown,2008-08-30,1,Southern Mississippi,,Louisiana,W,1,15,15.0,0,deandre-brown-1
Meco Brown,2008-08-30,1,Northern Illinois,@,Minnesota,L,5,96,19.2,0,meco-brown-1
Ramarcus Brown,2008-08-30,1,Georgia,,Georgia Southern,W,3,49,16.3,0,ramarcus-brown-1
Dez Bryant,2008-08-30,1,Oklahoma State,@,Washington State,W,1,27,27.0,0,dez-bryant-1
Tyron Carrier,2008-08-30,1,Houston,,Southern,W,1,23,23.0,0,tyron-carrier-1
O'Neill Chambers,2008-08-30,1,Brigham Young,,Northern Iowa,W,3,101,33.7,0,oneill-chambers-1
Jason Chery,2008-08-30,1,Louisiana,@,Southern Mississippi,L,5,80,16.0,0,jason-chery-1
Quinterrance Cooper,2008-08-30,1,Western Kentucky,@,Indiana,L,4,83,20.8,0,quinterrance-cooper-1
Perrish Cox,2008-08-30,1,Oklahoma State,@,Washington State,W,1,90,90.0,1,perrish-cox-1
London Crawford,2008-08-30,1,Arkansas,,Western Illinois,W,1,18,18.0,0,london-crawford-1
Andre Crenshaw,2008-08-30,1,Oregon,,Washington,W,1,24,24.0,0,andre-crenshaw-1
Vontae Davis,2008-08-30,1,Illinois,N,Missouri,L,1,11,11.0,0,vontae-davis-1
Chris Drager,2008-08-30,1,Virginia Tech,N,East Carolina,L,1,6,6.0,0,chris-drager-1
Diivory Edgecomb,2008-08-30,1,Florida Atlantic,@,Texas,L,3,67,22.3,0,diivory-edgecomb-1
Patrick Edwards,2008-08-30,1,Houston,,Southern,W,1,23,23.0,0,patrick-edwards-1
Bradie Ewing,2008-08-30,1,Wisconsin,,Akron,W,1,4,4.0,0,bradie-ewing-1
Justin Fields,2008-08-30,1,Georgia,,Georgia Southern,W,1,14,14.0,0,justin-fields-1
Willie Floyd,2008-08-30,1,Florida Atlantic,@,Texas,L,2,38,19.0,0,willie-floyd-1
Elton Ford,2008-08-30,1,Arkansas,,Western Illinois,W,3,70,23.3,0,elton-ford-1
Jacoby Ford,2008-08-30,1,Clemson,N,Alabama,L,2,35,17.5,0,jacoby-ford-1
Frantrell Forrest,2008-08-30,1,Alabama-Birmingham,,Tulsa,L,6,190,31.7,1,frantrell-forrest-1
Coye Francies,2008-08-30,1,San Jose State,,California-Davis,W,3,92,30.7,0,coye-francies-1
Chris Garrett,2008-08-30,1,Ohio,@,Wyoming,L,1,28,28.0,0,chris-garrett-1
Curenski Gilleylen,2008-08-30,1,Nebraska,,Western Michigan,W,1,22,22.0,0,curenski-gilleylen-1
David Gilreath,2008-08-30,1,Wisconsin,,Akron,W,2,86,43.0,0,david-gilreath-1
Marcell Gipson,2008-08-30,1,Wyoming,,Ohio,W,1,23,23.0,0,marcell-gipson-1
Jon Gissinger,2008-08-30,1,Missouri,N,Illinois,W,1,4,4.0,0,jon-gissinger-1
Frank Goodin,2008-08-30,1,Louisiana-Monroe,@,Auburn,L,1,23,23.0,0,frank-goodin-1
Michael Grandberry,2008-08-30,1,Memphis,@,Mississippi,L,4,81,20.3,0,michael-grandberry-1
Cyrus Gray,2008-08-30,1,Texas A&M,,Arkansas State,L,2,37,18.5,0,cyrus-gray-1
Dewey Hale,2008-08-30,1,Idaho,@,Arizona,L,3,62,20.7,0,dewey-hale-2
James Hamilton,2008-08-30,1,North Texas,@,Kansas State,L,1,11,11.0,0,james-hamilton-1
Jewel Hampton,2008-08-30,1,Iowa,,Maine,W,1,26,26.0,0,jewel-hampton-1
Donte Harden,2008-08-30,1,Ohio,@,Wyoming,L,2,112,56.0,1,donte-harden-1
Dwayne Harris,2008-08-30,1,East Carolina,N,Virginia Tech,W,2,42,21.0,0,dwayne-harris-1
Shariff Harris,2008-08-30,1,Pittsburgh,,Bowling Green State,L,1,11,11.0,0,shariff-harris-1
Brandon Harrison,2008-08-30,1,Michigan,,Utah,L,2,54,27.0,0,brandon-harrison-1
Josh Harrison,2008-08-30,1,San Jose State,,California-Davis,W,1,3,3.0,0,josh-harrison-1
Keronna Henderson,2008-08-30,1,North Texas,@,Kansas State,L,1,0,0.0,0,keronna-henderson-1
Marcus Herford,2008-08-30,1,Kansas,,Florida International,W,3,28,9.3,0,marcus-herford-1
Jerek Hewett,2008-08-30,1,East Carolina,N,Virginia Tech,W,1,6,6.0,0,jerek-hewett-1
T.Y. Hilton,2008-08-30,1,Florida International,@,Kansas,L,2,50,25.0,0,ty-hilton-1
Trindon Holliday,2008-08-30,1,Louisiana State,,Appalachian State,W,2,48,24.0,0,trindon-holliday-1
Michael Hoomanawanui,2008-08-30,1,Illinois,N,Missouri,L,1,18,18.0,0,michael-hoomanawanui-1
Juaquin Iglesias,2008-08-30,1,Oklahoma,,Chattanooga,W,1,69,69.0,0,juaquin-iglesias-1
Alfonso Jackson,2008-08-30,1,Washington State,,Oklahoma State,L,1,24,24.0,0,alfonso-jackson-1
A.J. Jenkins,2008-08-30,1,Illinois,N,Missouri,L,1,25,25.0,0,aj-jenkins-1
Andrew Johnson,2008-08-30,1,Akron,@,Wisconsin,L,5,96,19.2,0,andrew-johnson-2
Damaris Johnson,2008-08-30,1,Tulsa,@,Alabama-Birmingham,W,2,70,35.0,0,damaris-johnson-1
Darius Johnson,2008-08-30,1,Indiana,,Western Kentucky,W,1,14,14.0,0,darius-johnson-1
Michael Johnson,2008-08-30,1,Nevada-Las Vegas,,Utah State,W,3,74,24.7,0,michael-johnson-8
Ronald Johnson,2008-08-30,1,Southern California,@,Virginia,W,2,25,12.5,0,ronald-johnson-2
Andre Jones,2008-08-30,1,Akron,@,Wisconsin,L,1,31,31.0,0,andre-jones-2
Greg Jones,2008-08-30,1,Navy,,Towson,W,1,12,12.0,0,greg-jones-4
Julio Jones,2008-08-30,1,Alabama,N,Clemson,W,1,21,21.0,0,julio-jones-1
Kevin Jones,2008-08-30,1,Arkansas State,@,Texas A&M,W,1,19,19.0,0,kevin-jones-2
Tyrone Justin,2008-08-30,1,Washington State,,Oklahoma State,L,2,37,18.5,0,tyrone-justin-1
Aaron Kelly,2008-08-30,1,Clemson,N,Alabama,L,1,1,1.0,0,aaron-kelly-1
Arthur King Jr.,2008-08-30,1,Nevada,,Grambling State,W,1,23,23.0,0,arthur-king-jr-1
Sam Kirkland,2008-08-30,1,Kent State,,Boston College,L,2,47,23.5,0,sam-kirkland-1
Bubba Kirksey,2008-08-30,1,Southern Mississippi,,Louisiana,W,1,13,13.0,0,bubba-kirksey-1
Malcolm Lane,2008-08-30,1,Hawaii,@,Florida,L,1,14,14.0,0,malcolm-lane-1
Kenny Lewis,2008-08-30,1,Virginia Tech,N,East Carolina,L,3,70,23.3,0,kenny-lewis-2
Phillip Livas,2008-08-30,1,Louisiana Tech,,Mississippi State,W,2,39,19.5,0,phillip-livas-1
Jeremy Maclin,2008-08-30,1,Missouri,N,Illinois,W,3,145,48.3,1,jeremy-maclin-1
Curtis Marsh,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,1,15,15.0,0,curtis-marsh-1
Darius Marshall,2008-08-30,1,Marshall,,Illinois State,W,1,29,29.0,0,darius-marshall-1
Davion Mauldin,2008-08-30,1,San Diego State,,Cal Poly,L,2,49,24.5,0,davion-mauldin-1
Brice McCain,2008-08-30,1,Utah,@,Michigan,W,1,23,23.0,0,brice-mccain-1
Chris McGaha,2008-08-30,1,Arizona State,,Northern Arizona,W,1,32,32.0,0,chris-mcgaha-1
Emmett Merchant,2008-08-30,1,Navy,,Towson,W,1,28,28.0,0,emmett-merchant-1
Shelton Miles,2008-08-30,1,Idaho,@,Arizona,L,2,33,16.5,0,shelton-miles-1
Chase Minnifield,2008-08-30,1,Virginia,,Southern California,L,1,23,23.0,0,chase-minnifield-1
Jim Mitchell,2008-08-30,1,Alabama-Birmingham,,Tulsa,L,1,4,4.0,0,jim-mitchell-1
Davon Morgan,2008-08-30,1,Virginia Tech,N,East Carolina,L,1,29,29.0,0,davon-morgan-1
Ed Morgan,2008-08-30,1,Southern Mississippi,,Louisiana,W,1,22,22.0,0,ed-morgan-1
Stanley Morrison,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,1,18,18.0,0,stanley-morrison-1
Jamal Mosley,2008-08-30,1,Oklahoma State,@,Washington State,W,1,11,11.0,0,jamal-mosley-1
Micah Mosley,2008-08-30,1,North Texas,@,Kansas State,L,1,13,13.0,0,micah-mosley-1
Ryan Mouton,2008-08-30,1,Hawaii,@,Florida,L,4,79,19.8,0,ryan-mouton-1
Jerome Murphy,2008-08-30,1,South Florida,,Tennessee-Martin,W,1,38,38.0,0,jerome-murphy-1
Kejon Murphy,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,2,62,31.0,0,kejon-murphy-1
Hakeem Nicks,2008-08-30,1,North Carolina,,McNeese State,W,1,20,20.0,0,hakeem-nicks-1
Geno Odong,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,1,18,18.0,0,geno-odong-1
Kevin Ogletree,2008-08-30,1,Virginia,,Southern California,L,4,66,16.5,0,kevin-ogletree-1
Freddie Parham,2008-08-30,1,Southern Mississippi,,Louisiana,W,1,7,7.0,0,freddie-parham-1
Niles Paul,2008-08-30,1,Nebraska,,Western Michigan,W,2,49,24.5,0,niles-paul-1
Cedric Peerman,2008-08-30,1,Virginia,,Southern California,L,1,17,17.0,0,cedric-peerman-1
Philip Pierre-Louis,2008-08-30,1,Auburn,,Louisiana-Monroe,W,1,18,18.0,0,philip-pierre-louis-1
Jordan Polk,2008-08-30,1,Washington,@,Oregon,L,3,36,12.0,0,jordan-polk-1
Aubrey Quarles,2008-08-30,1,Kansas State,,North Texas,W,2,68,34.0,0,aubrey-quarles-1
Julian Reams,2008-08-30,1,Florida International,@,Kansas,L,6,141,23.5,0,julian-reams-1
David Reed,2008-08-30,1,Utah,@,Michigan,W,2,38,19.0,0,david-reed-1
Reggie Rembert,2008-08-30,1,Air Force,,Southern Utah,W,3,61,20.3,0,reggie-rembert-1
Bill Rentmeester,2008-08-30,1,Wisconsin,,Akron,W,1,2,2.0,0,bill-rentmeester-1
Javon Ringer,2008-08-30,1,Michigan State,@,California,L,5,102,20.4,0,javon-ringer-1
Roy Roberts,2008-08-30,1,Tulsa,@,Alabama-Birmingham,W,1,23,23.0,0,roy-roberts-1
Mark Rodgers,2008-08-30,1,West Virginia,,Villanova,W,1,26,26.0,0,mark-rodgers-1
Bobby Rome,2008-08-30,1,North Carolina,,McNeese State,W,1,20,20.0,0,bobby-rome-1
Josh Rouse,2008-08-30,1,Michigan State,@,California,L,1,1,1.0,0,josh-rouse-1
Caleb Rubin,2008-08-30,1,Louisiana,@,Southern Mississippi,L,1,13,13.0,0,caleb-rubin-1
Brandon Saine,2008-08-30,1,Ohio State,,Youngstown State,W,1,28,28.0,0,brandon-saine-1
Jock Sanders,2008-08-30,1,West Virginia,,Villanova,W,2,54,27.0,0,jock-sanders-1
Wynel Seldon,2008-08-30,1,Wyoming,,Ohio,W,2,56,28.0,0,wynel-seldon-1
Michael Shaw,2008-08-30,1,Michigan,,Utah,L,1,12,12.0,0,michael-shaw-1
Kelvin Sheppard,2008-08-30,1,Louisiana State,,Appalachian State,W,1,23,23.0,0,kelvin-sheppard-1
Jordan Shipley,2008-08-30,1,Texas,,Florida Atlantic,W,1,24,24.0,0,jordan-shipley-1
John Shorter,2008-08-30,1,North Texas,@,Kansas State,L,3,50,16.7,0,john-shorter-1
Stephen Simmons,2008-08-30,1,Northwestern,,Syracuse,W,2,63,31.5,0,stephen-simmons-1
Terrell Skinner,2008-08-30,1,Maryland,,Delaware,W,1,15,15.0,0,terrell-skinner-1
Tracy Slocum,2008-08-30,1,California,,Michigan State,W,1,0,0.0,0,tracy-slocum-1
Chubb Small,2008-08-30,1,Marshall,,Illinois State,W,2,65,32.5,0,chubb-small-1
Derrick Smith,2008-08-30,1,Louisiana,@,Southern Mississippi,L,1,29,29.0,0,derrick-smith-1
Kyle Smith,2008-08-30,1,Michigan State,@,California,L,1,6,6.0,0,kyle-smith-1
Torrey Smith,2008-08-30,1,Maryland,,Delaware,W,1,23,23.0,0,torrey-smith-1
Frankie Solomon,2008-08-30,1,New Mexico,,Texas Christian,L,4,85,21.3,0,frankie-solomon-1
C.J. Spiller,2008-08-30,1,Clemson,N,Alabama,L,4,152,38.0,1,cj-spiller-1
Chantz Staden,2008-08-30,1,Washington State,,Oklahoma State,L,3,82,27.3,0,chantz-staden-1
Arnil Stallworth,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,1,19,19.0,0,arnil-stallworth-1
Bradley Stephens,2008-08-30,1,Texas A&M,,Arkansas State,L,4,67,16.8,0,bradley-stephens-1
LaRod Stephens-Howling,2008-08-30,1,Pittsburgh,,Bowling Green State,L,1,18,18.0,0,larod-stephens-howling-1
Darryl Stonum,2008-08-30,1,Michigan,,Utah,L,1,24,24.0,0,darryl-stonum-1
Troy Stoudermire,2008-08-30,1,Minnesota,,Northern Illinois,W,2,74,37.0,0,troy-stoudermire-1
Max Suter,2008-08-30,1,Syracuse,@,Northwestern,L,5,99,19.8,0,max-suter-1
Brandon Tate,2008-08-30,1,North Carolina,,McNeese State,W,1,56,56.0,0,brandon-tate-1
Jovonte Taylor,2008-08-30,1,Hawaii,@,Florida,L,3,57,19.0,0,jovonte-taylor-1
Ryan Taylor,2008-08-30,1,North Carolina,,McNeese State,W,1,3,3.0,0,ryan-taylor-1
Marcus Thigpen,2008-08-30,1,Indiana,,Western Kentucky,W,3,60,20.0,0,marcus-thigpen-1
Jay Thomas,2008-08-30,1,Minnesota,,Northern Illinois,W,3,68,22.7,0,jay-thomas-1
Brandon Thompkins,2008-08-30,1,Arkansas State,@,Texas A&M,W,1,12,12.0,0,brandon-thompkins-1
Jamar Wall,2008-08-30,1,Texas Tech,,Eastern Washington,W,1,43,43.0,0,jamar-wall-1
A.J. Wallace,2008-08-30,1,Penn State,,Coastal Carolina,W,1,35,35.0,0,aj-wallace-1
Chris Wellington,2008-08-30,1,Nevada,,Grambling State,W,1,18,18.0,0,chris-wellington-1
Mekell Wesley,2008-08-30,1,San Diego State,,Cal Poly,L,1,26,26.0,0,mekell-wesley-1
Brandon West,2008-08-30,1,Western Michigan,@,Nebraska,L,4,82,20.5,0,brandon-west-1
Corey White,2008-08-30,1,Idaho,@,Arizona,L,3,56,18.7,0,corey-white-1
Derrick Williams,2008-08-30,1,Penn State,,Coastal Carolina,W,1,89,89.0,1,derrick-williams-2
Doug Williams,2008-08-30,1,Akron,@,Wisconsin,L,1,4,4.0,0,doug-williams-1
Earnest Williams,2008-08-30,1,Memphis,@,Mississippi,L,3,46,15.3,0,earnest-williams-1
Kyle Williams,2008-08-30,1,Arizona State,,Northern Arizona,W,1,19,19.0,0,kyle-williams-1
Malcolm Williams,2008-08-30,1,Texas,,Florida Atlantic,W,1,18,18.0,0,malcolm-williams-1
Roger Williams,2008-08-30,1,Bowling Green State,@,Pittsburgh,W,2,42,21.0,0,roger-williams-3
Aaron Winchester,2008-08-30,1,Western Michigan,@,Nebraska,L,1,57,57.0,0,aaron-winchester-1
Aundre Wright,2008-08-30,1,Pittsburgh,,Bowling Green State,L,3,52,17.3,0,aundre-wright-1
Dicky Lyons,2008-08-31,1,Kentucky,@,Louisville,W,1,16,16.0,0,dicky-lyons-1
John Mosure,2008-08-31,1,Colorado State,N,Colorado,L,2,99,49.5,1,john-mosure-1
Michael Myers,2008-08-31,1,Colorado State,N,Colorado,L,2,40,20.0,0,michael-myers-1
Bilal Powell,2008-08-31,1,Louisville,,Kentucky,L,2,34,17.0,0,bilal-powell-1
Josh Smith,2008-08-31,1,Colorado,N,Colorado State,W,3,160,53.3,1,josh-smith-1
Terrence Austin,2008-09-01,1,UCLA,,Tennessee,W,2,37,18.5,0,terrence-austin-1
A.J. Jefferson,2008-09-01,1,Fresno State,@,Rutgers,W,2,40,20.0,0,aj-jefferson-1
Gerald Jones,2008-09-01,1,Tennessee,@,UCLA,L,2,76,38.0,0,gerald-jones-2
Dennis Rogan,2008-09-01,1,Tennessee,@,UCLA,L,2,50,25.0,0,dennis-rogan-1
Trevor Theriot,2008-09-01,1,UCLA,,Tennessee,W,1,10,10.0,0,trevor-theriot-1
Tiquan Underwood,2008-09-01,1,Rutgers,,Fresno State,L,4,65,16.3,0,tiquan-underwood-1
Brandon Warren,2008-09-01,1,Tennessee,@,UCLA,L,1,16,16.0,0,brandon-warren-2
Chris Culliver,2008-09-04,2,South Carolina,@,Vanderbilt,L,3,91,30.3,0,chris-culliver-1
Larry Freeman,2008-09-04,2,South Carolina,@,Vanderbilt,L,1,24,24.0,0,larry-freeman-1
D.J. Moore,2008-09-04,2,Vanderbilt,,South Carolina,W,2,39,19.5,0,dj-moore-1
Dante Love,2008-09-05,2,Ball State,,Navy,W,5,134,26.8,0,dante-love-1
Emmett Merchant,2008-09-05,2,Navy,@,Ball State,L,3,59,19.7,0,emmett-merchant-1
Mario Washington,2008-09-05,2,Navy,@,Ball State,L,2,30,15.0,0,mario-washington-1
Kyle Adams,2008-09-06,1,Purdue,,Northern Colorado,W,1,3,3.0,0,kyle-adams-1
Armando Allen,2008-09-06,1,Notre Dame,,San Diego State,W,2,46,23.0,0,armando-allen-1
Brandon Anderson,2008-09-06,2,Akron,@,Syracuse,W,1,17,17.0,0,brandon-anderson-1
Keola Antolin,2008-09-06,2,Arizona,,Toledo,W,3,98,32.7,0,keola-antolin-1
Javier Arenas,2008-09-06,2,Alabama,,Tulane,W,2,65,32.5,0,javier-arenas-1
Kama Bailey,2008-09-06,2,Idaho,,Idaho State,W,1,27,27.0,0,kama-bailey-1
Darin Baldwin,2008-09-06,2,Central Florida,,South Florida,L,1,22,22.0,0,darin-baldwin-1
Brandon Banks,2008-09-06,2,Kansas State,,Montana State,W,1,15,15.0,0,brandon-banks-1
Shawn Bayes,2008-09-06,2,Kent State,@,Iowa State,L,6,126,21.0,0,shawn-bayes-1
Philip Beck,2008-09-06,2,Louisiana Tech,@,Kansas,L,3,63,21.0,0,philip-beck-1
Arrelious Benn,2008-09-06,2,Illinois,,Eastern Illinois,W,1,18,18.0,0,arrelious-benn-1
Jeff Blanchard,2008-09-06,2,Florida Atlantic,,Alabama-Birmingham,W,5,72,14.4,0,jeff-blanchard-1
Dontavia Bogan,2008-09-06,2,South Florida,@,Central Florida,W,2,42,21.0,0,dontavia-bogan-1
Brandon Bolden,2008-09-06,2,Mississippi,@,Wake Forest,L,3,41,13.7,0,brandon-bolden-1
Marell Booker,2008-09-06,2,Western Kentucky,@,Eastern Kentucky,W,1,7,7.0,0,marell-booker-1
Nick Booth,2008-09-06,2,Arizona,,Toledo,W,2,52,26.0,0,nick-booth-1
Lionel Breaux,2008-09-06,2,Mississippi,@,Wake Forest,L,2,44,22.0,0,lionel-breaux-1
Edward Britton,2008-09-06,2,Texas Tech,@,Nevada,W,3,49,16.3,0,edward-britton-1
Logan Brock,2008-09-06,2,Texas Christian,,Stephen F. Austin,W,1,15,15.0,0,logan-brock-1
Nate Brown Jr.,2008-09-06,2,Louisiana-Monroe,@,Arkansas,L,1,18,18.0,0,nate-brown-jr-1
Antonio Brown,2008-09-06,2,Central Michigan,@,Georgia,L,4,73,18.3,0,antonio-brown-1
Davon Brown,2008-09-06,2,San Diego State,@,Notre Dame,L,2,27,13.5,0,davon-brown-1
Deandre Brown,2008-09-06,2,Southern Mississippi,@,Auburn,L,1,12,12.0,0,deandre-brown-1
Deaundre Brown,2008-09-06,2,Tulsa,@,North Texas,W,1,31,31.0,0,deaundre-brown-1
Meco Brown,2008-09-06,2,Northern Illinois,@,Western Michigan,L,2,30,15.0,0,meco-brown-1
Ramarcus Brown,2008-09-06,2,Georgia,,Central Michigan,W,2,61,30.5,0,ramarcus-brown-1
Travis Burks,2008-09-06,1,Tulane,@,Alabama,L,2,28,14.0,0,travis-burks-1
Joe Burnett,2008-09-06,2,Central Florida,,South Florida,L,3,135,45.0,1,joe-burnett-1
Chris Butler,2008-09-06,2,Southern Methodist,,Texas State,W,3,47,15.7,0,chris-butler-3
Darius Butler,2008-09-06,2,Connecticut,@,Temple,W,2,37,18.5,0,darius-butler-1
O'Neill Chambers,2008-09-06,2,Brigham Young,@,Washington,W,4,94,23.5,0,oneill-chambers-1
Tripp Chandler,2008-09-06,2,Georgia,,Central Michigan,W,1,6,6.0,0,tripp-chandler-1
Ryan Christian,2008-09-06,2,Texas Christian,,Stephen F. Austin,W,1,41,41.0,0,ryan-christian-1
Boubacar Cissoko,2008-09-06,2,Michigan,,Miami (OH),W,3,66,22.0,0,boubacar-cissoko-1
Tony Clark,2008-09-06,2,Georgia Tech,@,Boston College,W,1,18,18.0,0,tony-clark-1
Taylor Clements,2008-09-06,2,Arkansas State,,Texas Southern,W,1,26,26.0,0,taylor-clements-1
Omar Conteh,2008-09-06,2,Northwestern,@,Duke,W,1,13,13.0,0,omar-conteh-1
Quinterrance Cooper,2008-09-06,2,Western Kentucky,@,Eastern Kentucky,W,2,52,26.0,0,quinterrance-cooper-1
Torry Cornett,2008-09-06,2,Cincinnati,@,Oklahoma,L,1,3,3.0,0,torry-cornett-1
Perrish Cox,2008-09-06,2,Oklahoma State,,Houston,W,3,65,21.7,0,perrish-cox-1
Ricky Crider,2008-09-06,2,Northern Illinois,@,Western Michigan,L,1,21,21.0,0,ricky-crider-1
Tristan Davis,2008-09-06,2,Auburn,,Southern Mississippi,W,1,14,14.0,0,tristan-davis-1
