Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Brady Jones,2015-09-03,1,Texas-San Antonio,@,Arizona,L,1,4,4.0,0,brady-jones-2
Matthew Jordan,2015-09-03,1,Georgia Tech,,Alcorn State,W,3,18,6.0,0,matthew-jordan-1
Chuckie Keeton,2015-09-03,1,Utah State,,Southern Utah,W,6,7,1.2,0,chuckie-keeton-1
Rob Kelley,2015-09-03,1,Tulane,,Duke,L,3,5,1.7,0,rob-kelley-1
Sean Kelly,2015-09-03,1,South Carolina,N,North Carolina,W,1,17,17.0,0,sean-kelly-1
Joe Kerridge,2015-09-03,1,Michigan,@,Utah,L,1,5,5.0,0,joe-kerridge-1
Steven Lakalaka,2015-09-03,1,Hawaii,,Colorado,W,11,30,2.7,0,steven-lakalaka-1
Ryan Lamb,2015-09-03,1,Central Michigan,,Oklahoma State,L,1,-6,-6.0,0,ryan-lamb-1
Tanner Lee,2015-09-03,1,Tulane,,Duke,L,5,-25,-5.0,0,tanner-lee-1
Mitch Leidner,2015-09-03,1,Minnesota,,Texas Christian,L,12,23,1.9,0,mitch-leidner-1
Phillip Lindsay,2015-09-03,1,Colorado,@,Hawaii,L,8,35,4.4,0,phillip-lindsay-1
Matt Linehan,2015-09-03,1,Idaho,,Ohio,L,9,29,3.2,0,matt-linehan-1
Sefo Liufau,2015-09-03,1,Colorado,@,Hawaii,L,18,81,4.5,0,sefo-liufau-1
T.J. Logan,2015-09-03,1,North Carolina,N,South Carolina,L,7,37,5.3,0,tj-logan-1
Clinton Lynch,2015-09-03,1,Georgia Tech,,Alcorn State,W,2,17,8.5,0,clinton-lynch-2
Marcus Marshall,2015-09-03,1,Georgia Tech,,Alcorn State,W,8,184,23.0,2,marcus-marshall-1
TaQuon Marshall,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,18,18.0,0,taquon-marshall-1
Devante Mays,2015-09-03,1,Utah State,,Southern Utah,W,4,51,12.8,0,devante-mays-1
Johnny McCrary,2015-09-03,1,Vanderbilt,,Western Kentucky,L,8,66,8.3,0,johnny-mccrary-1
Alex McGough,2015-09-03,1,Florida International,@,Central Florida,W,4,12,3.0,0,alex-mcgough-1
Jack Milas,2015-09-03,1,Ball State,,Virginia Military Institute,W,4,23,5.8,0,jack-milas-1
Connor Mitch,2015-09-03,1,South Carolina,N,North Carolina,W,10,44,4.4,0,connor-mitch-1
Romar Morris,2015-09-03,1,North Carolina,N,South Carolina,L,2,20,10.0,0,romar-morris-1
Kylan Nelson,2015-09-03,1,Ohio,@,Idaho,W,2,21,10.5,1,kylan-nelson-1
Arkeel Newsome,2015-09-03,1,Connecticut,,Villanova,W,3,1,0.3,0,arkeel-newsome-1
Shaun Nixon,2015-09-03,1,Texas Christian,@,Minnesota,W,2,1,0.5,0,shaun-nixon-1
Dejonte O'Neal,2015-09-03,1,Fresno State,,Abilene Christian,W,4,15,3.8,0,dejonte-oneal-1
Perry Orth,2015-09-03,1,South Carolina,N,North Carolina,W,2,7,3.5,0,perry-orth-1
A.J. Ouellette,2015-09-03,1,Ohio,@,Idaho,W,9,48,5.3,0,aj-ouellette-1
Daz'Mond Patterson,2015-09-03,1,Ohio,@,Idaho,W,13,84,6.5,1,dazmond-patterson-1
Nick Patti,2015-09-03,1,Central Florida,,Florida International,L,1,2,2.0,0,nick-patti-1
Quinton Pedroza,2015-09-03,1,Hawaii,,Colorado,W,2,19,9.5,0,quinton-pedroza-2
Elijhaa Penny,2015-09-03,1,Idaho,,Ohio,L,17,69,4.1,2,elijhaa-penny-1
Nicodem Pierre,2015-09-03,1,Duke,@,Tulane,W,2,6,3.0,0,nicodem-pierre-1
Kenny Potter,2015-09-03,1,San Jose State,,New Hampshire,W,7,45,6.4,0,kenny-potter-1
Christian Powell,2015-09-03,1,Colorado,@,Hawaii,L,5,9,1.8,0,christian-powell-1
Shaquille Powell,2015-09-03,1,Duke,@,Tulane,W,7,24,3.4,0,shaquille-powell-1
Jalen Rhodes,2015-09-03,1,Texas-San Antonio,@,Arizona,L,13,66,5.1,1,jalen-rhodes-1
Dallas Rivers,2015-09-03,1,Vanderbilt,,Western Kentucky,L,11,26,2.4,0,dallas-rivers-1
Devonte Robinson,2015-09-03,1,Utah State,,Southern Utah,W,1,4,4.0,0,devonte-robinson-1
Isaiah Robinson,2015-09-03,1,Wake Forest,,Elon,W,10,44,4.4,0,isaiah-robinson-2
Jake Rudock,2015-09-03,1,Michigan,@,Utah,L,5,11,2.2,0,jake-rudock-1
Mason Rudolph,2015-09-03,1,Oklahoma State,@,Central Michigan,W,5,20,4.0,1,mason-rudolph-1
Cooper Rush,2015-09-03,1,Central Michigan,,Oklahoma State,L,8,51,6.4,1,cooper-rush-1
Anthon Samuel,2015-09-03,1,Florida International,@,Central Florida,W,8,21,2.6,0,anthon-samuel-2
Qua Searcy,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,31,31.0,0,qua-searcy-1
Bryant Shirreffs,2015-09-03,1,Connecticut,,Villanova,W,10,33,3.3,0,bryant-shirreffs-1
Darrius Sims,2015-09-03,1,Vanderbilt,,Western Kentucky,L,4,15,3.8,0,darrius-sims-1
Thomas Sirk,2015-09-03,1,Duke,@,Tulane,W,15,68,4.5,0,thomas-sirk-1
Patrick Skov,2015-09-03,1,Georgia Tech,,Alcorn State,W,12,72,6.0,3,patrick-skov-1
De'Veon Smith,2015-09-03,1,Michigan,@,Utah,L,17,47,2.8,0,deveon-smith-1
Rodney Smith,2015-09-03,1,Minnesota,,Texas Christian,L,16,88,5.5,1,rodney-smith-5
Broderick Snoddy,2015-09-03,1,Georgia Tech,,Alcorn State,W,3,51,17.0,0,broderick-snoddy-1
Anu Solomon,2015-09-03,1,Arizona,,Texas-San Antonio,W,5,35,7.0,0,anu-solomon-1
Devon Spalding,2015-09-03,1,Central Michigan,,Oklahoma State,L,5,7,1.4,0,devon-spalding-1
J.D. Sprague,2015-09-03,1,Ohio,@,Idaho,W,2,5,2.5,0,jd-sprague-1
William Stanback,2015-09-03,1,Central Florida,,Florida International,L,10,6,0.6,0,william-stanback-1
Tyler Stewart,2015-09-03,1,Nevada,,California-Davis,W,9,43,4.8,1,tyler-stewart-1
Chris Streveler,2015-09-03,1,Minnesota,,Texas Christian,L,1,3,3.0,0,chris-streveler-1
Brady Swilling,2015-09-03,1,Georgia Tech,,Alcorn State,W,7,18,2.6,1,brady-swilling-1
Justin Thomas,2015-09-03,1,Georgia Tech,,Alcorn State,W,3,2,0.7,1,justin-thomas-3
Kerry Thomas,2015-09-03,1,Texas-San Antonio,@,Arizona,L,1,-1,-1.0,0,kerry-thomas-1
Noel Thomas,2015-09-03,1,Connecticut,,Villanova,W,1,8,8.0,0,noel-thomas-1
Lazedrick Thompson,2015-09-03,1,Tulane,,Duke,L,6,12,2.0,0,lazedrick-thompson-1
Thomas Tucker,2015-09-03,1,San Jose State,,New Hampshire,W,19,74,3.9,2,thomas-tucker-1
KaVontae Turpin,2015-09-03,1,Texas Christian,@,Minnesota,W,2,18,9.0,0,kavontae-turpin-1
Derrius Vick,2015-09-03,1,Ohio,@,Idaho,W,9,34,3.8,0,derrius-vick-1
Chason Virgil,2015-09-03,1,Fresno State,,Abilene Christian,W,1,3,3.0,0,chason-virgil-1
Martez Walker,2015-09-03,1,Central Michigan,,Oklahoma State,L,12,25,2.1,0,martez-walker-1
Marteze Waller,2015-09-03,1,Fresno State,,Abilene Christian,W,22,154,7.0,0,marteze-waller-1
J.W. Walsh,2015-09-03,1,Oklahoma State,@,Central Michigan,W,3,9,3.0,1,jw-walsh-1
Ralph Webb,2015-09-03,1,Vanderbilt,,Western Kentucky,L,18,70,3.9,0,ralph-webb-1
Papi White,2015-09-03,1,Ohio,@,Idaho,W,3,13,4.3,0,papi-white-1
Brandon Wilds,2015-09-03,1,South Carolina,N,North Carolina,W,14,51,3.6,0,brandon-wilds-1
Rodrick Williams Jr.,2015-09-03,1,Minnesota,,Texas Christian,L,9,32,3.6,0,rodrick-williams-jr-1
David Williams,2015-09-03,1,South Carolina,N,North Carolina,W,10,42,4.2,0,david-williams-5
Jarveon Williams,2015-09-03,1,Texas-San Antonio,@,Arizona,L,21,79,3.8,0,jarveon-williams-1
Joe Williams,2015-09-03,1,Utah,,Michigan,W,1,7,7.0,0,joe-williams-7
Marquise Williams,2015-09-03,1,North Carolina,N,South Carolina,L,10,9,0.9,0,marquise-williams-1
Tyson Williams,2015-09-03,1,North Carolina,N,South Carolina,L,1,4,4.0,0,tyson-williams-1
Teddy Williamson,2015-09-03,1,Ball State,,Virginia Military Institute,W,16,74,4.6,0,teddy-williamson-1
Corey Willis,2015-09-03,1,Central Michigan,,Oklahoma State,L,1,-3,-3.0,0,corey-willis-1
Isiah Willis,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,1,1.0,1,isiah-willis-1
Dontravious Wilson,2015-09-03,1,Central Florida,,Florida International,L,12,34,2.8,0,dontravious-wilson-1
Nick Wilson,2015-09-03,1,Arizona,,Texas-San Antonio,W,22,97,4.4,0,nick-wilson-2
Shaun Wilson,2015-09-03,1,Duke,@,Tulane,W,15,77,5.1,0,shaun-wilson-1
Travis Wilson,2015-09-03,1,Utah,,Michigan,W,12,53,4.4,1,travis-wilson-4
Max Wittek,2015-09-03,1,Hawaii,,Colorado,W,4,-17,-4.3,0,max-wittek-2
John Wolford,2015-09-03,1,Wake Forest,,Elon,W,7,63,9.0,1,john-wolford-1
Dezmond Wortham,2015-09-03,1,Wake Forest,,Elon,W,6,18,3.0,0,dezmond-wortham-1
Blake Wright,2015-09-03,1,Nevada,,California-Davis,W,1,2,2.0,0,blake-wright-1
Nick Arbuckle,2015-09-04,1,Georgia State,,UNC Charlotte,L,4,-7,-1.8,0,nick-arbuckle-1
Jordan Asberry,2015-09-04,1,Army,,Fordham,L,5,56,11.2,0,jordan-asberry-1
Taz Bateman,2015-09-04,1,Georgia State,,UNC Charlotte,L,8,61,7.6,0,taz-bateman-1
LeVante Bellamy,2015-09-04,1,Western Michigan,,Michigan State,L,3,9,3.0,0,levante-bellamy-1
Jamauri Bogan,2015-09-04,1,Western Michigan,,Michigan State,L,3,21,7.0,0,jamauri-bogan-1
Victor Bolden,2015-09-04,1,Oregon State,,Weber State,W,5,4,0.8,0,victor-bolden-1
Todd Boyd,2015-09-04,1,Georgia State,,UNC Charlotte,L,1,9,9.0,0,todd-boyd-1
Ahmad Bradshaw,2015-09-04,1,Army,,Fordham,L,20,143,7.2,2,ahmad-bradshaw-2
Chris Brown,2015-09-04,1,Oregon State,,Weber State,W,14,54,3.9,0,chris-brown-14
Jake Browning,2015-09-04,1,Washington,@,Boise State,L,4,3,0.8,0,jake-browning-1
Andrew Buie,2015-09-04,1,UNC Charlotte,@,Georgia State,W,16,56,3.5,0,andrew-buie-1
Devin Chafin,2015-09-04,1,Baylor,@,Southern Methodist,W,12,71,5.9,1,devin-chafin-1
Darrel Colbert,2015-09-04,1,Southern Methodist,,Baylor,L,2,9,4.5,0,darrel-colbert-1
Lavon Coleman,2015-09-04,1,Washington,@,Boise State,L,1,-2,-2.0,0,lavon-coleman-1
Seth Collins,2015-09-04,1,Oregon State,,Weber State,W,17,152,8.9,0,seth-collins-1
Matt Davis,2015-09-04,1,Southern Methodist,,Baylor,L,24,115,4.8,0,matt-davis-4
Devan Demas,2015-09-04,1,Boise State,,Washington,W,4,20,5.0,0,devan-demas-1
Rahmel Dockery,2015-09-04,1,Oregon State,,Weber State,W,1,3,3.0,0,rahmel-dockery-1
Eric Dungey,2015-09-04,1,Syracuse,,Rhode Island,W,8,20,2.5,0,eric-dungey-1
Ryan Finley,2015-09-04,1,Boise State,,Washington,W,11,30,2.7,0,ryan-finley-1
Jarvion Franklin,2015-09-04,1,Western Michigan,,Michigan State,L,8,23,2.9,0,jarvion-franklin-1
Jordan Fredericks,2015-09-04,1,Syracuse,,Rhode Island,W,14,103,7.4,1,jordan-fredericks-1
Myles Gaskin,2015-09-04,1,Washington,@,Boise State,L,5,5,1.0,0,myles-gaskin-1
Matt Giachinta,2015-09-04,1,Army,,Fordham,L,3,10,3.3,1,matt-giachinta-1
Jacob Hill,2015-09-04,1,Syracuse,,Rhode Island,W,17,75,4.4,0,jacob-hill-1
Gerald Holmes,2015-09-04,1,Michigan State,@,Western Michigan,W,9,54,6.0,1,gerald-holmes-1
Terrel Hunt,2015-09-04,1,Syracuse,,Rhode Island,W,1,2,2.0,0,terrel-hunt-1
Johnny Jefferson,2015-09-04,1,Baylor,@,Southern Methodist,W,2,28,14.0,0,johnny-jefferson-1
Matt Johnson,2015-09-04,1,UNC Charlotte,@,Georgia State,W,17,32,1.9,0,matt-johnson-10
Xavier Jones,2015-09-04,1,Southern Methodist,,Baylor,L,13,38,2.9,1,xavier-jones-2
Aaron Kemper,2015-09-04,1,Army,,Fordham,L,6,36,6.0,0,aaron-kemper-1
Ben Lewis,2015-09-04,1,Syracuse,,Rhode Island,W,1,-1,-1.0,0,ben-lewis-2
Prescott Line,2015-09-04,1,Southern Methodist,,Baylor,L,9,24,2.7,0,prescott-line-1
Shock Linwood,2015-09-04,1,Baylor,@,Southern Methodist,W,8,75,9.4,0,shock-linwood-1
Madre London,2015-09-04,1,Michigan State,@,Western Michigan,W,13,59,4.5,2,madre-london-1
Chico McClatcher,2015-09-04,1,Washington,@,Boise State,L,2,6,3.0,0,chico-mcclatcher-1
Marcus McMaryion,2015-09-04,1,Oregon State,,Weber State,W,1,4,4.0,0,marcus-mcmaryion-1
Jeremy McNichols,2015-09-04,1,Boise State,,Washington,W,24,89,3.7,2,jeremy-mcnichols-1
Jaydon Mickens,2015-09-04,1,Washington,@,Boise State,L,1,5,5.0,0,jaydon-mickens-1
George Morris II,2015-09-04,1,Syracuse,,Rhode Island,W,12,71,5.9,0,george-morris-ii-1
Ryan Nall,2015-09-04,1,Oregon State,,Weber State,W,2,4,2.0,0,ryan-nail-1
Kyler Neal,2015-09-04,1,Georgia State,,UNC Charlotte,L,11,37,3.4,0,kyler-neal-1
Tyrone Perkins,2015-09-04,1,Syracuse,,Rhode Island,W,1,5,5.0,0,tyrone-perkins-1
Ervin Phillips,2015-09-04,1,Syracuse,,Rhode Island,W,1,-2,-2.0,0,ervin-phillips-1
Kalif Phillips,2015-09-04,1,UNC Charlotte,@,Georgia State,W,19,90,4.7,0,kalif-phillips-1
Seth Russell,2015-09-04,1,Baylor,@,Southern Methodist,W,6,59,9.8,1,seth-russell-1
LJ Scott,2015-09-04,1,Michigan State,@,Western Michigan,W,13,77,5.9,0,lj-scott-2
R.J. Shelton,2015-09-04,1,Michigan State,@,Western Michigan,W,3,6,2.0,0,rj-shelton-1
Glenn Smith,2015-09-04,1,Georgia State,,UNC Charlotte,L,1,-1,-1.0,0,glenn-smith-2
Jarrett Stidham,2015-09-04,1,Baylor,@,Southern Methodist,W,1,-6,-6.0,0,jarrett-stidham-1
Dontae Strickland,2015-09-04,1,Syracuse,,Rhode Island,W,2,42,21.0,1,dontae-strickland-2
Zach Terrell,2015-09-04,1,Western Michigan,,Michigan State,L,9,-35,-3.9,0,zach-terrell-1
Damion Terry,2015-09-04,1,Michigan State,@,Western Michigan,W,1,2,2.0,0,damion-terry-1
John Trainor,2015-09-04,1,Army,,Fordham,L,3,19,6.3,0,john-trainor-1
Joe Walker,2015-09-04,1,Army,,Fordham,L,4,27,6.8,0,joe-walker-4
Dwayne Washington,2015-09-04,1,Washington,@,Boise State,L,8,14,1.8,0,dwayne-washington-1
Braeden West,2015-09-04,1,Southern Methodist,,Baylor,L,6,17,2.8,0,braeden-west-1
Terence Williams,2015-09-04,1,Baylor,@,Southern Methodist,W,8,73,9.1,0,terence-williams-2
Storm Woods,2015-09-04,1,Oregon State,,Weber State,W,15,63,4.2,0,storm-woods-1
Kelsey Young,2015-09-04,1,Boise State,,Washington,W,13,48,3.7,0,kelsey-young-1
Chase Abbington,2015-09-05,1,Missouri,,Southeast Missouri State,W,1,5,5.0,0,chase-abbington-1
Josh Adams,2015-09-05,1,Notre Dame,,Texas,W,5,49,9.8,2,josh-adams-2
Vernon Adams,2015-09-05,1,Oregon,,Eastern Washington,W,14,94,6.7,0,vernon-adams-1
Bralon Addison,2015-09-05,1,Oregon,,Eastern Washington,W,1,7,7.0,0,bralon-addison-1
Donnell Alexander,2015-09-05,1,Akron,@,Oklahoma,L,7,16,2.3,0,donnell-alexander-1
Brandon Allen,2015-09-05,1,Arkansas,,Texas-El Paso,W,1,-1,-1.0,0,brandon-allen-2
Kyle Allen,2015-09-05,1,Texas A&M,N,Arizona State,W,7,3,0.4,1,kyle-allen-1
Mark Allen,2015-09-05,1,Penn State,@,Temple,L,2,7,3.5,0,mark-allen-5
Sherman Alston,2015-09-05,1,Boston College,,Maine,W,1,-6,-6.0,0,sherman-alston-1
David Anaya,2015-09-05,1,New Mexico,,Mississippi Valley State,W,2,12,6.0,1,david-anaya-1
Josh Anderson,2015-09-05,1,Notre Dame,,Texas,W,2,0,0.0,0,josh-anderson-3
Rodney Anderson,2015-09-05,1,Oklahoma,,Akron,W,1,5,5.0,0,rodney-anderson-1
Ryquell Armstead,2015-09-05,1,Temple,,Penn State,W,4,8,2.0,0,ryquell-armstead-1
Tommy Armstrong Jr,2015-09-05,1,Nebraska,,Brigham Young,L,9,2,0.2,0,tommy-armstrong-jr-1
Demarcus Ayers,2015-09-05,1,Houston,,Tennessee Tech,W,4,44,11.0,0,demarcus-ayers-1
Dami Ayoola,2015-09-05,1,South Alabama,,Gardner-Webb,W,4,9,2.3,0,dami-ayoola-1
Blake Banham,2015-09-05,1,Eastern Michigan,,Old Dominion,L,4,27,6.8,0,blake-banham-1
Thomas Banks,2015-09-05,1,Georgia Southern,@,West Virginia,L,2,5,2.5,0,thomas-banks-2
Peyton Barber,2015-09-05,1,Auburn,N,Louisville,W,24,115,4.8,0,peyton-barber-1
Saquon Barkley,2015-09-05,1,Penn State,@,Temple,L,1,1,1.0,0,saquon-barkley-1
Jonathan Barnes,2015-09-05,1,Louisiana Tech,,Southern,W,1,6,6.0,0,jonathan-barnes-1
Cooper Bateman,2015-09-05,1,Alabama,N,Wisconsin,W,2,4,2.0,0,cooper-bateman-1
C.J. Beathard,2015-09-05,1,Iowa,,Illinois State,W,8,26,3.3,2,cj-beathard-1
Chad Beebe,2015-09-05,1,Northern Illinois,,Nevada-Las Vegas,W,1,-5,-5.0,0,chad-beebe-1
Reggie Bell,2015-09-05,1,Eastern Michigan,,Old Dominion,L,11,58,5.3,0,reggie-bell-1
Steven Bench,2015-09-05,1,South Florida,,Florida A&M,W,4,20,5.0,1,steven-bench-2
Samuel Benjamin,2015-09-05,1,Temple,,Penn State,W,1,-3,-3.0,0,samuel-benjamin-1
Kani Benoit,2015-09-05,1,Oregon,,Eastern Washington,W,11,83,7.5,1,kani-benoit-1
Shuler Bentley,2015-09-05,1,Old Dominion,@,Eastern Michigan,W,4,-4,-1.0,0,shuler-bentley-1
Mike Bercovici,2015-09-05,1,Arizona State,N,Texas A&M,L,15,0,0.0,1,mike-bercovici-1
George Bollas,2015-09-05,1,Kent State,@,Illinois,L,3,2,0.7,0,george-bollas-1
Reggie Bonnafon,2015-09-05,1,Louisville,N,Auburn,L,8,14,1.8,0,reggie-bonnafon-1
Mike Boone,2015-09-05,1,Cincinnati,,Alabama A&M,W,13,86,6.6,2,mike-boone-2
Joel Bouagnon,2015-09-05,1,Northern Illinois,,Nevada-Las Vegas,W,21,152,7.2,3,joel-bouagnon-1
Josh Boyd,2015-09-05,1,Appalachian State,,Howard,W,7,20,2.9,0,josh-boyd-2
Dylan Bradley,2015-09-05,1,Southern Mississippi,,Mississippi State,L,2,1,0.5,0,dylan-bradley-1
Eugene Brazley,2015-09-05,1,Mississippi,,Tennessee-Martin,W,6,88,14.7,1,eugene-brazley-1
Matt Breida,2015-09-05,1,Georgia Southern,@,West Virginia,L,17,70,4.1,0,matt-breida-1
D'Angelo Brewer,2015-09-05,1,Tulsa,,Florida Atlantic,W,16,92,5.8,0,dangelo-brewer-1
Jacoby Brissett,2015-09-05,1,North Carolina State,,Troy,W,7,12,1.7,0,jacoby-brissett-2
Daniel Brooks,2015-09-05,1,Oklahoma,,Akron,W,4,11,2.8,0,daniel-brooks-1
Zac Brooks,2015-09-05,1,Clemson,,Wofford,W,7,52,7.4,1,zac-brooks-1
Tony Brooks-James,2015-09-05,1,Oregon,,Eastern Washington,W,6,63,10.5,2,tony-brooks-james-1
Algernon Brown,2015-09-05,1,Brigham Young,@,Nebraska,W,3,1,0.3,0,algernon-brown-1
Demond Brown,2015-09-05,1,Navy,,Colgate,W,1,0,0.0,0,demond-brown-1
Garrett Brown,2015-09-05,1,Air Force,,Morgan State,W,3,39,13.0,0,garrett-brown-2
Tyler Brown,2015-09-05,1,Iowa State,,Northern Iowa,W,11,68,6.2,0,tyler-brown-1
Wes Brown,2015-09-05,1,Maryland,,Richmond,W,13,74,5.7,1,wes-brown-2
Kelly Bryant,2015-09-05,1,Clemson,,Wofford,W,2,15,7.5,0,kelly-bryant-1
Jeremiah Bryson,2015-09-05,1,Middle Tennessee State,,Jackson State,W,9,33,3.7,2,jeremiah-bryson-1
D.K. Buford,2015-09-05,1,Mississippi,,Tennessee-Martin,W,4,68,17.0,1,dk-buford-1
Ryan Burbrink,2015-09-05,1,Bowling Green State,N,Tennessee,L,1,7,7.0,1,ryan-burbrink-1
Brandon Burks,2015-09-05,1,Troy,@,North Carolina State,L,14,124,8.9,1,brandon-burks-1
Henry Bussey,2015-09-05,1,Florida Atlantic,@,Tulsa,L,1,3,3.0,0,henry-bussey-1
Ernest Calhoun,2015-09-05,1,Kent State,@,Illinois,L,1,6,6.0,0,ernest-calhoun-1
Antonio Callaway,2015-09-05,1,Florida,,New Mexico State,W,1,8,8.0,0,antonio-callaway-1
Xzaviar Campbell,2015-09-05,1,Nevada-Las Vegas,@,Northern Illinois,L,1,5,5.0,0,xzaviar-campbell-1
Jordan Canzeri,2015-09-05,1,Iowa,,Illinois State,W,5,28,5.6,1,jordan-canzeri-1
Amir Carlisle,2015-09-05,1,Notre Dame,,Texas,W,1,-1,-1.0,0,amir-carlisle-2
Tra Carson,2015-09-05,1,Texas A&M,N,Arizona State,W,29,96,3.3,1,tra-carson-1
Nate Carter,2015-09-05,1,Brigham Young,@,Nebraska,W,4,-11,-2.8,0,nate-carter-2
J.P. Caruso,2015-09-05,1,Appalachian State,,Howard,W,6,61,10.2,0,jp-caruso-1
