Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Manu Hudson-Rasmussen,2018-08-25,1,Hawaii,@,Colorado State,W,2,2,4,0.0,0.0,manu-hudson-rasmussen-1
Antonio Hull,2018-08-25,1,Wyoming,@,New Mexico State,W,2,0,2,0.0,0.0,antonio-hull-1
Kendall Hune,2018-08-25,1,Hawaii,@,Colorado State,W,1,2,3,0.0,0.0,kendall-hune-1
Chris Hunt,2018-08-25,1,Massachusetts,,Duquesne,W,1,0,1,0.0,0.0,chris-hunt-4
Jason Huntley,2018-08-25,1,New Mexico State,,Wyoming,L,1,0,1,0.0,0.0,jason-huntley-1
Tyshaun Ingram,2018-08-25,1,Massachusetts,,Duquesne,W,0,1,1,0.0,0.0,tyshaun-ingram-1
Olabisi Johnson,2018-08-25,1,Colorado State,,Hawaii,L,1,0,1,0.0,0.0,olabisi-johnson-1
Emmanuel Jones,2018-08-25,1,Colorado State,,Hawaii,L,2,2,4,1.5,0.0,emmanuel-jones-2
Donovan King,2018-08-25,1,New Mexico State,,Wyoming,L,0,2,2,0.0,0.0,donovan-king-1
Richard King,2018-08-25,1,Colorado State,,Hawaii,L,0,6,6,1.0,0.5,richard-king-3
Komotay Koffie,2018-08-25,1,New Mexico State,,Wyoming,L,0,2,2,0.0,0.0,komotay-koffie-1
Ron LaForce,2018-08-25,1,New Mexico State,,Wyoming,L,3,11,14,0.0,0.0,ron-laforce-1
Tyris Lebeau,2018-08-25,1,Massachusetts,,Duquesne,W,0,3,3,0.5,0.0,tyris-lebeau-1
Justin Lewis,2018-08-25,1,Massachusetts,,Duquesne,W,1,1,2,0.0,0.0,justin-lewis-1
DeShawnte Lloyd,2018-08-25,1,New Mexico State,,Wyoming,L,0,10,10,0.5,0.0,deshawnte-lloyd-1
Shamad Lomax,2018-08-25,1,New Mexico State,,Wyoming,L,2,6,8,0.0,0.0,shamad-lomax-1
Roy Lopez,2018-08-25,1,New Mexico State,,Wyoming,L,2,7,9,1.0,0.0,roy-lopez-1
Izaiah Lottie,2018-08-25,1,New Mexico State,,Wyoming,L,0,2,2,0.0,0.0,izaiah-lottie-1
Sidney Malauulu,2018-08-25,1,Wyoming,@,New Mexico State,W,2,1,3,1.5,1.0,sidney-malauulu-1
Cassh Maluia,2018-08-25,1,Wyoming,@,New Mexico State,W,1,1,2,0.0,0.0,cassh-maluia-1
Brandon Mangram,2018-08-25,1,Massachusetts,,Duquesne,W,2,0,2,0.0,0.0,brandon-mangram-1
Solomon Matautia,2018-08-25,1,Hawaii,@,Colorado State,W,6,4,10,1.0,0.0,solomon-matautia-1
Brice McAllister,2018-08-25,1,Massachusetts,,Duquesne,W,2,1,3,1.0,0.0,brice-mcallister-1
Cole McCubrey,2018-08-25,1,Massachusetts,,Duquesne,W,4,1,5,0.5,0.0,cole-mccubrey-1
Max McDonald,2018-08-25,1,Colorado State,,Hawaii,L,1,1,2,0.0,0.0,max-mcdonald-1
Leon McQuaker,2018-08-25,1,New Mexico State,,Wyoming,L,2,16,18,1.0,0.0,leon-mcquaker-1
Eperone Moananu,2018-08-25,1,Hawaii,@,Colorado State,W,0,1,1,0.0,0.0,eperone-moananu-1
Lee Moses,2018-08-25,1,Massachusetts,,Duquesne,W,4,1,5,0.0,0.0,lee-moses-1
Joseph Norwood,2018-08-25,1,Massachusetts,,Duquesne,W,2,1,3,0.0,0.0,joseph-norwood-1
Martin Nwakamma,2018-08-25,1,Rice,,Prairie View A&M,W,1,0,1,0.0,0.0,martin-nwakamma-1
George Nyakwol,2018-08-25,1,Rice,,Prairie View A&M,W,2,0,2,0.0,0.0,george-nyakwol-1
Tim O'Donnell,2018-08-25,1,New Mexico State,,Wyoming,L,0,1,1,0.0,0.0,tim-odonnell-1
Chinedu Ogbonna,2018-08-25,1,Massachusetts,,Duquesne,W,1,2,3,0.0,0.0,chinedu-ogbonna-1
Ikem Okeke,2018-08-25,1,Hawaii,@,Colorado State,W,7,1,8,0.0,0.0,ikem-okeke-1
Dennis Osagiede,2018-08-25,1,Massachusetts,,Duquesne,W,2,1,3,0.0,0.0,dennis-osagiede-1
DeMarcus Owens,2018-08-25,1,New Mexico State,,Wyoming,L,0,3,3,0.0,0.0,demarcus-owens-1
Kaimana Padello,2018-08-25,1,Hawaii,@,Colorado State,W,0,3,3,0.5,0.0,kaimana-padello-1
Livingston Paogofie,2018-08-25,1,Colorado State,,Hawaii,L,0,1,1,0.5,0.0,livingston-paogofie-1
Mario Patton,2018-08-25,1,Massachusetts,,Duquesne,W,0,2,2,0.5,0.0,mario-patton-1
Penei Payihi,2018-08-25,1,Hawaii,@,Colorado State,W,2,6,8,0.0,0.0,penei-payihi-1
Austin Perkins,2018-08-25,1,New Mexico State,,Wyoming,L,0,1,1,0.0,0.0,austin-perkins-1
Devin Phillips,2018-08-25,1,Colorado State,,Hawaii,L,0,3,3,1.0,0.5,devin-phillips-1
Will Phillips,2018-08-25,1,Rice,,Prairie View A&M,W,1,0,1,0.0,0.0,will-phillips-1
Kana'i Picanco,2018-08-25,1,Hawaii,@,Colorado State,W,0,1,1,0.0,0.0,kanai-picanco-1
Adam Pilapil,2018-08-25,1,Wyoming,@,New Mexico State,W,0,1,1,0.0,0.0,adam-pilapli-1
Joe Previte,2018-08-25,1,Massachusetts,,Duquesne,W,0,4,4,0.5,0.0,joe-previte-1
Kevin Prosser,2018-08-25,1,Wyoming,@,New Mexico State,W,3,0,3,1.0,0.0,kevin-prosser-1
Jassavia Reese,2018-08-25,1,New Mexico State,,Wyoming,L,1,2,3,0.5,0.0,jassavia-reese-1
Houston Robert,2018-08-25,1,Rice,,Prairie View A&M,W,1,0,1,0.0,0.0,houston-robert-1
Brian Roberts,2018-08-25,1,Massachusetts,,Duquesne,W,0,1,1,0.0,0.0,brian-roberts-1
Mike Ruane,2018-08-25,1,Massachusetts,,Duquesne,W,4,1,5,0.0,0.0,mike-ruane-1
Jonathan Sanchez,2018-08-25,1,Rice,,Prairie View A&M,W,3,0,3,0.0,0.0,jonathan-sanchez-1
Scheyenne Sanitoa,2018-08-25,1,Hawaii,@,Colorado State,W,2,2,4,0.0,0.0,scheyenne-sanitoa-1
Braylin Scott,2018-08-25,1,Colorado State,,Hawaii,L,5,5,10,0.0,0.0,braylin-scott-1
Paul Scott,2018-08-25,1,Hawaii,@,Colorado State,W,2,1,3,0.0,0.0,paul-scott-1
Dylan Silcox,2018-08-25,1,Rice,,Prairie View A&M,W,4,2,6,1.0,1.0,dylan-silcox-1
Braden Smith,2018-08-25,1,Wyoming,@,New Mexico State,W,1,0,1,0.0,0.0,braden-smith-3
Caleb Smith,2018-08-25,1,Colorado State,,Hawaii,L,0,1,1,0.0,0.0,caleb-smith-3
Nick Smith,2018-08-25,1,Wyoming,@,New Mexico State,W,1,0,1,1.0,1.0,nick-smith-4
Jackson Solbeck,2018-08-25,1,New Mexico State,,Wyoming,L,1,3,4,0.0,0.0,jackson-solbeck-1
Xavier Steele,2018-08-25,1,Massachusetts,,Duquesne,W,0,1,1,0.0,0.0,xavier-steele-1
Blessman Ta'ala,2018-08-25,1,Hawaii,@,Colorado State,W,0,1,1,0.0,0.0,blessman-taala-1
Derek Thomas,2018-08-25,1,Hawaii,@,Colorado State,W,2,2,4,0.0,0.0,derek-thomas-1
Tre Thomas,2018-08-25,1,Colorado State,,Hawaii,L,3,7,10,0.0,0.0,tre-thomas-2
Tyrae Thornton,2018-08-25,1,Rice,,Prairie View A&M,W,1,0,1,0.0,0.0,tyrae-thornton-1
Manase Time,2018-08-25,1,Hawaii,@,Colorado State,W,1,0,1,0.0,0.0,manase-time-1
Myles Vigne,2018-08-25,1,New Mexico State,,Wyoming,L,0,1,1,0.0,0.0,myles-vigne-1
Aston Walter,2018-08-25,1,Rice,,Prairie View A&M,W,1,0,1,0.0,0.0,aston-walter-1
Josh Watson,2018-08-25,1,Colorado State,,Hawaii,L,3,10,13,0.5,0.0,josh-watson-2
Roe Wilkins,2018-08-25,1,Rice,,Prairie View A&M,W,6,1,7,1.0,1.0,roe-wilkins-1
Manly Williams,2018-08-25,1,Hawaii,@,Colorado State,W,0,1,1,0.0,0.0,manly-williams-1
Zach Wilson,2018-08-25,1,Hawaii,@,Colorado State,W,0,1,1,0.0,0.0,zach-wilson-1
Andrew Wingard,2018-08-25,1,Wyoming,@,New Mexico State,W,1,1,2,0.0,0.0,andrew-wingard-1
Ben Wisdorf,2018-08-25,1,Wyoming,@,New Mexico State,W,1,0,1,0.0,0.0,ben-wisdorf-1
Ethan Aguayo,2018-08-30,1,San Jose State,,California-Davis,L,7,5,12,1.0,0.0,ethan-aguayo-1
Otaro Alaka,2018-08-30,1,Texas A&M,,Northwestern State,W,0,1,1,0.0,0.0,otaro-alaka-1
Christian Albright,2018-08-30,1,Ball State,,Central Connecticut State,W,2,2,4,0.0,0.0,christian-albright-1
Bradlee Anae,2018-08-30,1,Utah,,Weber State,W,1,3,4,0.5,0.0,bradlee-anae-1
Brett Anderson II,2018-08-30,1,Ball State,,Central Connecticut State,W,2,1,3,0.0,0.0,brett-anderson-ii-1
Lamar Anderson,2018-08-30,1,Ball State,,Central Connecticut State,W,3,0,3,0.0,0.0,lamar-anderson-1
Brock Annexstad,2018-08-30,1,Minnesota,,New Mexico State,W,1,0,1,0.0,0.0,brock-annexstad-1
Zack Annexstad,2018-08-30,1,Minnesota,,New Mexico State,W,1,0,1,0.0,0.0,zack-annexstad-1
DeAndre Applin,2018-08-30,1,Georgia State,,,W,1,0,1,0.0,0.0,deandre-applin-1
James Atkins,2018-08-30,1,Connecticut,,Central Florida,L,1,0,1,0.0,0.0,james-atkins-1
Markus Bailey,2018-08-30,1,Purdue,,Northwestern,L,7,2,9,0.0,0.0,markus-bailey-1
Corrion Ballard,2018-08-30,1,Utah,,Weber State,W,0,2,2,0.0,0.0,corrion-ballard-1
Bryce Balous,2018-08-30,1,Oklahoma State,,Missouri State,W,0,1,1,0.0,0.0,bryce-balous-1
Jonathan Banks,2018-08-30,1,Tulane,,Wake Forest,L,1,0,1,0.0,0.0,jonathan-banks-1
Thomas Barber,2018-08-30,1,Minnesota,,New Mexico State,W,0,2,2,0.0,0.0,thomas-barber-1
Tirise Barge,2018-08-30,1,Tulane,,Wake Forest,L,4,0,4,1.0,1.0,tirise-barge-1
Derrick Barnes,2018-08-30,1,Purdue,,Northwestern,L,4,2,6,0.0,0.0,derrick-barnes-2
Cody Barton,2018-08-30,1,Utah,,Weber State,W,1,2,3,0.5,0.0,cody-barton-1
Jackson Barton,2018-08-30,1,Utah,,Weber State,W,1,0,1,0.0,0.0,jackson-barton-1
Carlos Basham Jr.,2018-08-30,1,Wake Forest,@,Tulane,W,3,3,6,1.0,0.0,carlos-basham-jr-1
Essang Bassey,2018-08-30,1,Wake Forest,@,Tulane,W,2,5,7,0.0,0.0,essang-bassey-1
Darrian Beavers,2018-08-30,1,Connecticut,,Central Florida,L,1,0,1,0.0,0.0,darrian-beavers-1
Andy Becker,2018-08-30,1,Louisiana-Monroe,,Southeastern Louisiana,W,1,1,2,0.0,0.0,andy-becker-1
Joe Bergin,2018-08-30,1,Northwestern,@,Purdue,W,0,1,1,0.0,0.0,joe-bergin-2
Francis Bernard,2018-08-30,1,Utah,,Weber State,W,0,1,1,0.0,0.0,francis-bernard-31
Kylen Binn,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,1,1,2,1.0,1.0,kylen-binn-1
Antonio Blackmon,2018-08-30,1,Purdue,,Northwestern,L,3,2,5,0.0,0.0,antonio-blackmon-1
Julian Blackmon,2018-08-30,1,Utah,,Weber State,W,1,0,1,0.0,0.0,julian-blackmon-1
Marquise Blair,2018-08-30,1,Utah,,Weber State,W,2,1,3,0.0,0.0,marquise-blair-1
Jordan Brailford,2018-08-30,1,Oklahoma State,,Missouri State,W,2,0,2,2.0,1.0,jordan-brailford-1
Luke Brasher,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,0,1,1,0.0,0.0,luke-brasher-1
Bryson Bridges,2018-08-30,1,San Jose State,,California-Davis,L,1,1,2,0.0,0.0,bryson-bridges-1
Bobby Brown III,2018-08-30,1,Texas A&M,,Northwestern State,W,1,1,2,0.0,0.0,bobby-brown-iii-1
Earnest Brown IV,2018-08-30,1,Northwestern,@,Purdue,W,0,1,1,0.0,0.0,earnest-brown-iv-1
Larry Bryant,2018-08-30,1,Tulane,,Wake Forest,L,2,2,4,0.0,0.0,larry-bryant-1
Marcus Buckley,2018-08-30,2,New Mexico State,@,Minnesota,L,0,1,1,0.0,0.0,marcus-buckley-2
Ray Buford Jr.,2018-08-30,2,New Mexico State,@,Minnesota,L,2,0,2,0.0,0.0,ray-buford-jr-1
Calvin Bundage,2018-08-30,1,Oklahoma State,,Missouri State,W,6,1,7,1.0,1.0,calvin-bundage-1
Shawn Burgess-Becker,2018-08-30,1,Central Florida,@,Connecticut,W,0,1,1,0.0,0.0,shawn-burgess-becker-1
Chris Calhoun,2018-08-30,1,Wake Forest,@,Tulane,W,8,4,12,1.0,0.0,chris-calhoun-2
Cade Carney,2018-08-30,1,Wake Forest,@,Tulane,W,0,1,1,0.0,0.0,cade-carney-1
Emmit Carpenter,2018-08-30,1,Minnesota,,New Mexico State,W,0,1,1,0.0,0.0,emmit-carpenter-1
Keldrick Carper,2018-08-30,1,Texas A&M,,Northwestern State,W,0,1,1,0.0,0.0,keldrick-carper-1
Blake Carroll,2018-08-30,1,Georgia State,,,W,0,2,2,0.0,0.0,blake-carroll-1
Trey Carter,2018-08-30,1,Oklahoma State,,Missouri State,W,3,0,3,1.0,1.0,trey-carter-1
Grayson Cash,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,1,1,2,0.0,0.0,grayson-cash-1
Blake Cashman,2018-08-30,1,Minnesota,,New Mexico State,W,6,2,8,4.0,1.0,blake-cashman-1
Tim Cason,2018-08-30,1,Purdue,,Northwestern,L,2,0,2,0.0,0.0,tim-cason-1
Rashard Causey,2018-08-30,1,Central Florida,@,Connecticut,W,2,1,3,1.0,0.0,rashard-causey-1
Trey Chapman,2018-08-30,1,Georgia State,,,W,1,0,1,0.0,0.0,trey-chapman-1
Randy Charlton,2018-08-30,1,Central Florida,@,Connecticut,W,1,1,2,0.0,0.0,randy-charlton-1
Nevelle Clarke,2018-08-30,1,Central Florida,@,Connecticut,W,3,1,4,0.0,0.0,nevelle-clarke-1
Aaron Cochran,2018-08-30,1,Central Florida,@,Connecticut,W,0,1,1,0.0,0.0,aaron-cochran-1
Antwan Collier,2018-08-30,1,Central Florida,@,Connecticut,W,7,2,9,1.5,0.0,antwan-collier-1
Bryce Cosby,2018-08-30,1,Ball State,,Central Connecticut State,W,1,0,1,0.0,0.0,bryce-cosby-1
Carter Coughlin,2018-08-30,1,Minnesota,,New Mexico State,W,2,0,2,1.0,1.0,carter-coughlin-1
Tyler Coyle,2018-08-30,1,Connecticut,,Central Florida,L,6,4,10,0.0,0.0,tyler-coyle-1
Bryce Crawford,2018-08-30,1,San Jose State,,California-Davis,L,1,0,1,0.0,0.0,bryce-crawford-1
Tre' Crawford,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,2,1,3,1.0,0.0,tre-crawford-1
Chris Crumb,2018-08-30,1,Ball State,,Central Connecticut State,W,0,2,2,0.5,0.0,chris-crumb-1
Ed Curney,2018-08-30,1,Georgia State,,,W,6,3,9,0.5,0.0,ed-curney-1
CD Daniels,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,1,0,1,0.0,0.0,cd-daniels-1
Darrion Daniels,2018-08-30,1,Oklahoma State,,Missouri State,W,1,0,1,0.0,0.0,darrion-daniels-1
Coby Davis,2018-08-30,1,Wake Forest,@,Tulane,W,0,1,1,0.0,0.0,coby-davis-1
Kalia Davis,2018-08-30,1,Central Florida,@,Connecticut,W,1,0,1,0.0,0.0,kalia-davis-1
Titus Davis,2018-08-30,1,Central Florida,@,Connecticut,W,0,2,2,0.5,0.0,titus-davis-2
Vonte Davis,2018-08-30,1,Utah,,Weber State,W,0,1,1,0.0,0.0,vonte-davis-1
Jimmy Daw,2018-08-30,1,Ball State,,Central Connecticut State,W,0,3,3,0.0,0.0,jimmy-daw-1
Will Dawkins,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,1,0,1,0.0,0.0,will-dawkins-1
Winston DeLattiboudere,2018-08-30,1,Minnesota,,New Mexico State,W,2,0,2,0.0,0.0,winston-delattiboudere-1
Mar'Sean Diggs,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,3,1,4,0.0,0.0,marsean-diggs-1
Jalend Dinwiddle,2018-08-30,1,San Jose State,,California-Davis,L,1,0,1,0.0,0.0,jalend-dinwiddle-1
Tyrel Dodson,2018-08-30,1,Texas A&M,,Northwestern State,W,2,2,4,1.0,0.0,tyrel-dodson-1
Mario Dungy,2018-08-30,1,Georgia State,,,W,3,0,3,1.0,0.0,mario-dungy-1
Landis Durham,2018-08-30,1,Texas A&M,,Northwestern State,W,1,0,1,1.0,0.0,landis-durham-1
Coney Durr,2018-08-30,1,Minnesota,,New Mexico State,W,4,0,4,0.0,0.0,coney-durr-1
Kenneth Edison-McGruder,2018-08-30,1,Oklahoma State,,Missouri State,W,2,1,3,0.0,0.0,kenneth-edison-mcgruder-1
Solomon Enis,2018-08-30,1,Utah,,Weber State,W,1,0,1,0.0,0.0,solomon-enis-1
Caleb Evans,2018-08-30,1,Louisiana-Monroe,,Southeastern Louisiana,W,0,1,1,0.0,0.0,caleb-evans-2
Nate Evans,2018-08-30,1,Central Florida,@,Connecticut,W,1,1,2,0.0,0.0,nate-evans-1
Brendon Evers,2018-08-30,1,Oklahoma State,,Missouri State,W,1,0,1,0.0,0.0,brendon-evers-1
Lui Fa'amasino,2018-08-30,2,New Mexico State,@,Minnesota,L,5,1,6,0.0,0.0,lui-faamasino-1
Semisi Fakasiieiki,2018-08-30,1,Purdue,,Northwestern,L,1,1,2,0.0,0.0,semisi-fakasiieiki-1
Ryan Fines,2018-08-30,1,Connecticut,,Central Florida,L,0,4,4,0.0,0.0,ryan-fines-1
Paddy Fisher,2018-08-30,1,Northwestern,@,Purdue,W,3,5,8,0.0,0.0,paddy-fisher-1
Omar Fortt,2018-08-30,1,Connecticut,,Central Florida,L,8,1,9,0.0,0.0,omar-fortt-1
Leki Fotu,2018-08-30,1,Utah,,Weber State,W,2,1,3,0.5,0.5,leki-fotu-1
Sid Fox,2018-08-30,1,Ball State,,Central Connecticut State,W,1,0,1,0.0,0.0,sid-fox-1
Connor Freeborn,2018-08-30,1,Connecticut,,Central Florida,L,0,1,1,0.0,0.0,connor-freeborn-1
Jack Freudenthal,2018-08-30,1,Wake Forest,@,Tulane,W,0,1,1,0.0,0.0,jack-freudenthal-1
Austin Frey,2018-08-30,1,Texas A&M,,Northwestern State,W,0,1,1,0.0,0.0,austin-frey-1
Travon Fuller,2018-08-30,1,Texas A&M,,Northwestern State,W,2,1,3,0.0,0.0,travon-fuller-1
Blake Gallagher,2018-08-30,1,Northwestern,@,Purdue,W,4,4,8,0.0,0.0,blake-gallagher-1
Jamell Garcia-Williams,2018-08-30,1,Alabama-Birmingham,,Savannah State,W,3,1,4,2.0,1.0,jamell-garcia-williams-1
T.J. Gardner,2018-08-30,1,Connecticut,,Central Florida,L,0,1,1,0.0,0.0,tj-gardner-1
AJ Garson,2018-08-30,1,Connecticut,,Central Florida,L,1,0,1,0.0,0.0,aj-garson-1
Christian Gibson,2018-08-30,2,New Mexico State,@,Minnesota,L,1,0,1,0.0,0.0,christian-gibson-1
Jerry Gibson,2018-08-30,1,Minnesota,,New Mexico State,W,0,1,1,0.0,0.0,jerry-gibson-1
Kyle Gibson,2018-08-30,1,Central Florida,@,Connecticut,W,2,2,4,0.5,0.0,kyle-gibson-1
Eric Gilyard,2018-08-30,1,Central Florida,@,Connecticut,W,1,2,3,0.5,0.0,eric-gilyard-1
Malik Givens,2018-08-30,1,Oklahoma State,,Missouri State,W,1,0,1,0.0,0.0,malik-givens-1
Tyler Glass,2018-08-30,1,Louisiana-Monroe,,Southeastern Louisiana,W,2,3,5,1.0,0.0,tyler-glass-1
Cameron Glenn,2018-08-30,1,Wake Forest,@,Tulane,W,1,4,5,0.0,0.0,cameron-glenn-2
Trent Goens,2018-08-30,1,Northwestern,@,Purdue,W,0,1,1,0.5,0.5,trent-goens-1
Lawrence Graham,2018-08-30,1,Tulane,,Wake Forest,L,3,5,8,1.0,0.0,lawrence-graham-2
Richie Grant,2018-08-30,1,Central Florida,@,Connecticut,W,4,2,6,0.0,0.0,richie-grant-1
Triston Grant,2018-08-30,1,Oklahoma State,,Missouri State,W,1,0,1,1.0,0.0,triston-grant-1
Trey Green,2018-08-30,1,Central Florida,@,Connecticut,W,0,1,1,0.0,0.0,trey-green-3
Za'Carrius Green,2018-08-30,1,Oklahoma State,,Missouri State,W,2,0,2,0.0,0.0,zacarrius-green-1
Hank Grenda,2018-08-30,1,Ball State,,Central Connecticut State,W,0,2,2,0.0,0.0,hank-grenda-2
David Griffith,2018-08-30,1,Louisiana-Monroe,,Southeastern Louisiana,W,4,3,7,1.0,1.0,david-griffith-1
Cade Hall,2018-08-30,1,San Jose State,,California-Davis,L,1,1,2,1.0,1.0,cade-hall-1
Nate Hall,2018-08-30,1,Northwestern,@,Purdue,W,7,3,10,1.0,0.0,nate-hall-2
