Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Chris Borland,2012-09-01,1,Wisconsin,,Northern Iowa,W,0,0,0,1,chris-borland-1
Kelton Brackett,2012-09-01,1,Alabama-Birmingham,,Troy,L,0,0,0,1,kelton-brackett-1
Kent Brooks,2012-09-01,1,Houston,,Texas State,L,0,0,0,1,kent-brooks-1
Jonathan Brown,2012-09-01,1,Illinois,,Western Michigan,W,0,0,0,1,jonathan-brown-1
Lee Butler,2012-09-01,1,Duke,,Florida International,W,0,0,0,1,lee-butler-1
Kris Catlin,2012-09-01,1,Oklahoma State,,Savannah State,W,0,0,0,1,kris-catlin-1
Griffen Dahlstrom,2012-09-01,1,Indiana,,Indiana State,W,0,0,0,1,griffen-dahlstrom-1
Brady Daigh,2012-09-01,1,Colorado,N,Colorado State,L,0,0,0,1,brady-daigh-1
Xavier Daniels,2012-09-01,1,Texas State,@,Houston,W,0,0,0,1,xavier-daniels-1
Akeem Davis,2012-09-01,1,Memphis,,Tennessee-Martin,L,0,0,0,1,akeem-davis-1
Tyeler Davison,2012-09-01,1,Fresno State,,Weber State,W,0,0,0,1,tyeler-davison-1
Tom Donatell,2012-09-01,1,Iowa,@,Northern Illinois,W,0,0,0,1,tom-donatell-1
Dechane Durante,2012-09-01,1,Northern Illinois,,Iowa,L,0,0,0,2,dechane-durante-1
Kony Ealy,2012-09-01,1,Missouri,,Southeastern Louisiana,W,0,0,0,1,kony-ealy-1
Ifo Ekpre-Olomu,2012-09-01,1,Oregon,,Arkansas State,W,0,0,0,1,ifo-ekpre-olomu-1
E.J. Epperson,2012-09-01,1,Mississippi,,Central Arkansas,W,0,0,0,1,ej-epperson-1
Quay Evans,2012-09-01,1,Mississippi State,,Jackson State,W,0,0,0,1,quay-evans-1
Kass Everett,2012-09-01,1,Oklahoma,@,Texas-El Paso,W,0,0,0,1,kass-everett-1
Nnamdi Ezenwa,2012-09-01,1,Purdue,,Eastern Kentucky,W,0,0,0,1,nnamdi-ezenwa-1
Travis Feeney,2012-09-01,1,Washington,,San Diego State,W,0,0,0,1,travis-feeney-1
Jake Fischer,2012-09-01,1,Arizona,,Toledo,W,0,0,0,1,jake-fischer-1
Davion Fleming,2012-09-01,1,Northwestern,@,Syracuse,W,0,0,0,1,davion-fleming-1
C.J. France,2012-09-01,1,Duke,,Florida International,W,0,0,0,1,cj-france-1
Princeton Fuimaono,2012-09-01,1,Washington,,San Diego State,W,0,0,0,1,princeton-fuimaono-1
Joe Gaglione,2012-09-01,1,Iowa,@,Northern Illinois,W,0,0,0,1,joe-gaglione-1
Rohan Gaines,2012-09-01,1,Arkansas,,Jacksonville State,W,0,0,0,1,rohan-gaines-1
Austin Gamble,2012-09-01,1,Duke,,Florida International,W,0,0,0,1,austin-gamble-1
Terence Garvin,2012-09-01,1,West Virginia,,Marshall,W,0,0,0,1,terence-garvin-1
Malliciah Goodman,2012-09-01,1,Clemson,N,Auburn,W,0,0,0,1,malliciah-goodman-1
Thomas Gordon,2012-09-01,1,Michigan,N,Alabama,L,0,0,0,1,thomas-gordon-1
Jeremy Grove,2012-09-01,1,East Carolina,,Appalachian State,W,0,0,0,2,jeremy-grove-1
Justin Hamilton,2012-09-01,1,Louisiana,,Lamar,W,0,0,0,2,justin-hamilton-2
Andrew Jackson,2012-09-01,1,Western Kentucky,,Austin Peay,W,0,0,0,1,andrew-jackson-3
Cory James,2012-09-01,1,Colorado State,N,Colorado,W,0,0,0,1,cory-james-1
Eddie Johnson,2012-09-01,1,Miami (FL),@,Boston College,W,0,0,0,1,eddie-johnson-4
Jeremiah Johnson,2012-09-01,1,Maryland,,William & Mary,W,0,0,0,1,jeremiah-johnson-2
Elijah Jones,2012-09-01,1,Toledo,@,Arizona,L,0,0,0,1,elijah-jones-1
Jarvis Jones,2012-09-01,1,Georgia,,Buffalo,W,0,0,0,1,jarvis-jones-1
Lenny Jones,2012-09-01,1,Nevada,@,California,W,0,0,0,1,lenny-jones-1
Keni Kaufusi,2012-09-01,1,California,,Nevada,L,0,0,0,1,keni-kaufusi-1
Jake Knott,2012-09-01,1,Iowa State,,Tulsa,W,0,0,0,1,jake-knott-1
Bryan Lane Jr.,2012-09-01,1,Nevada,@,California,W,0,0,0,1,bryan-lane-jr-1
Daniel Lasco,2012-09-01,1,California,,Nevada,L,0,0,0,1,daniel-lasco-1
Dominick Legrande,2012-09-01,1,Marshall,@,West Virginia,L,0,0,0,1,dominick-legrande-1
Robert Maci,2012-09-01,1,Purdue,,Eastern Kentucky,W,0,0,0,1,robert-maci-1
Nigel Malone,2012-09-01,1,Kansas State,,Missouri State,W,0,0,0,1,nigel-malone-1
Marvin Martin,2012-09-01,1,Louisiana,,Lamar,W,0,0,0,1,marvin-martin-1
Mason Monheim,2012-09-01,1,Illinois,,Western Michigan,W,0,0,0,1,mason-monheim-1
Gerald Moore,2012-09-01,1,Ohio,@,Penn State,W,0,0,0,1,gerald-moore-1
Cory Morrissey,2012-09-01,1,Iowa State,,Tulsa,W,0,0,0,1,cory-morrissey-1
Marques Mosley,2012-09-01,1,Colorado,N,Colorado State,L,0,0,0,1,marques-mosley-1
Giorgio Newberry,2012-09-01,1,Florida State,,Murray State,W,0,0,0,1,giorgio-newberry-1
Austin Niklas,2012-09-01,1,Air Force,,Idaho State,W,0,0,0,1,austin-niklas-1
Emeka Onyenekwu,2012-09-01,1,Louisiana,,Lamar,W,0,0,0,1,emeka-onyenekwu-1
Jermauria Rasco,2012-09-01,1,Louisiana State,,North Texas,W,0,0,0,1,jermauria-rasco-1
Shakeel Rashad,2012-09-01,1,North Carolina,,Elon,W,0,0,0,1,shakeel-rashad-1
Ross Rasner,2012-09-01,1,Arkansas,,Jacksonville State,W,0,0,0,1,ross-rasner-1
Kris Redding,2012-09-01,1,Wake Forest,,Liberty,W,0,0,0,1,kris-redding-1
Cody Riggs,2012-09-01,1,Florida,,Bowling Green State,W,0,0,0,1,cody-riggs-1
Tyler Roberts,2012-09-01,1,Troy,@,Alabama-Birmingham,W,0,0,0,1,tyler-roberts-1
Pete Robertson,2012-09-01,1,Texas Tech,,Northwestern State,W,0,0,0,1,pete-robertson-1
Brennan Scarlett,2012-09-01,1,California,,Nevada,L,0,0,0,1,brennan-scarlett-1
Rene Siluano,2012-09-01,1,San Diego State,@,Washington,L,0,0,0,1,rene-siluano-1
Jaytee Swanson,2012-09-01,1,Miami (OH),@,Ohio State,L,0,0,0,1,jaytee-swanson-1
Jeremiah Taylor,2012-09-01,1,Marshall,@,West Virginia,L,0,0,0,1,jeremiah-taylor-1
Earnest Thomas,2012-09-01,1,Illinois,,Western Michigan,W,0,0,0,1,earnest-thomas-1
Shamarko Thomas,2012-09-01,1,Syracuse,,Northwestern,L,0,0,0,1,shamarko-thomas-1
Mykkele Thompson,2012-09-01,1,Texas,,Wyoming,W,0,0,0,1,mykkele-thompson-1
George Uko,2012-09-01,1,Southern California,,Hawaii,W,0,0,0,1,george-uko-1
Ugo Uzodinma,2012-09-01,1,New Mexico,,Southern,W,0,0,0,1,ugo-uzodinma-1
Triston Wade,2012-09-01,1,Texas-San Antonio,@,South Alabama,W,0,0,0,1,triston-wade-1
Greg Watkins,2012-09-01,1,Texas-El Paso,,Oklahoma,L,0,0,0,1,greg-watkins-1
Josh Watson,2012-09-01,1,Clemson,N,Auburn,W,0,0,0,1,josh-watson-1
Kenny Welcome,2012-09-01,1,Tulane,,Rutgers,L,0,0,0,1,kenny-welcome-1
Bjoern Werner,2012-09-01,1,Florida State,,Murray State,W,0,0,0,1,bjoern-werner-1
Melvin White,2012-09-01,1,Louisiana,,Lamar,W,0,0,0,1,melvin-white-1
Ishaq Williams,2012-09-01,1,Notre Dame,N,Navy,W,0,0,0,1,ishaq-williams-1
Josh Williams,2012-09-01,1,Kansas,,South Dakota State,W,0,0,0,1,josh-williams-5
Andrew Wilson,2012-09-01,1,Missouri,,Southeastern Louisiana,W,0,0,0,1,andrew-wilson-2
Bryce Hager,2012-09-02,1,Baylor,,Southern Methodist,W,0,0,0,1,bryce-hager-1
K.J. Morton,2012-09-02,1,Baylor,,Southern Methodist,W,0,0,0,1,kj-morton-1
Martavius Neloms,2012-09-02,1,Kentucky,@,Louisville,L,0,0,0,1,martavius-neloms-1
Calvin Pryor,2012-09-02,1,Louisville,,Kentucky,W,0,0,0,2,calvin-pryor-1
Hakeem Smith,2012-09-02,1,Louisville,,Kentucky,W,0,0,0,1,hakeem-smith-1
Collins Ukwu,2012-09-02,1,Kentucky,@,Louisville,L,0,0,0,1,collins-ukwu-1
Avery Williamson,2012-09-02,1,Kentucky,@,Louisville,L,0,0,0,1,avery-williamson-1
Jamal Golden,2012-09-03,1,Georgia Tech,@,Virginia Tech,L,0,0,0,1,jamal-golden-1
Kyshoen Jarrett,2012-09-03,1,Virginia Tech,,Georgia Tech,W,0,0,0,1,kyshoen-jarrett-1
Walter Stewart,2012-09-06,1,Cincinnati,,Pittsburgh,W,0,0,0,1,walter-stewart-1
Quade Chappuis,2012-09-07,2,Utah,@,Utah State,L,0,0,0,1,quade-chappuis-1
Joe Kruger,2012-09-07,2,Utah,@,Utah State,L,0,0,0,1,joe-kruger-1
Star Lotulelei,2012-09-07,2,Utah,@,Utah State,L,0,0,0,1,star-lotulelei-1
Reggie Topps,2012-09-07,2,Utah,@,Utah State,L,0,0,0,1,reggie-topps-1
Sean Alston,2012-09-08,2,Fresno State,@,Oregon,L,0,0,0,1,sean-alston-1
Jason Ankrah,2012-09-08,2,Nebraska,@,UCLA,L,0,0,0,1,jason-ankrah-1
Brian Arnfelt,2012-09-08,2,Northwestern,,Vanderbilt,W,0,0,0,1,brian-arnfelt-1
Gabe Baker,2012-09-08,2,Rice,@,Kansas,W,0,0,0,1,gabe-baker-1
Deion Barnes,2012-09-08,2,Penn State,@,Virginia,L,0,0,0,1,deion-barnes-1
Anthony Barr,2012-09-08,2,UCLA,,Nebraska,W,0,0,0,1,anthony-barr-1
Sam Barrington,2012-09-08,2,South Florida,@,Nevada,W,0,0,0,2,sam-barrington-1
Jamaal Bass,2012-09-08,2,Northern Illinois,,Tennessee-Martin,W,0,0,0,1,jamaal-bass-1
Aaron Bellazin,2012-09-08,2,North Texas,,Texas Southern,W,0,0,0,1,aaron-bellazin-1
Harold Bernard,2012-09-08,2,Stanford,,Duke,W,0,0,0,1,harold-bernard-1
Byron Best,2012-09-08,2,Toledo,@,Wyoming,W,0,0,0,1,byron-best-1
Brandan Bishop,2012-09-08,2,North Carolina State,@,Connecticut,W,0,0,0,1,brandan-bishop-1
Willie Bohannon,2012-09-08,2,Tennessee,,Georgia State,W,0,0,0,1,willie-bohannon-1
Donovan Bonner,2012-09-08,2,Missouri,,Georgia,L,0,0,0,1,donovan-bonner-1
Reginald Bowens,2012-09-08,2,South Carolina,,East Carolina,W,0,0,0,1,reginald-bowens-1
Deon Bush,2012-09-08,2,Miami (FL),@,Kansas State,L,0,0,0,1,deon-bush-1
Kevin Byard,2012-09-08,2,Middle Tennessee State,,Florida Atlantic,W,0,0,0,1,kevin-byard-1
Adam Davis,2012-09-08,2,Kansas State,,Miami (FL),W,0,0,0,2,adam-davis-1
Ja'Gared Davis,2012-09-08,2,Southern Methodist,,Stephen F. Austin,W,1,34,1,1,jagared-davis-1
Xzavier Dickson,2012-09-08,2,Alabama,,Western Kentucky,W,0,0,0,1,xzavier-dickson-1
E.J. Dunston,2012-09-08,2,Central Florida,@,Ohio State,L,0,0,0,1,ej-dunston-1
Ifo Ekpre-Olomu,2012-09-08,2,Oregon,,Fresno State,W,0,0,0,1,ifo-ekpre-olomu-1
Justin Ellis,2012-09-08,1,Louisiana Tech,@,Houston,W,0,0,0,1,justin-ellis-1
Ik Enemkpali,2012-09-08,1,Louisiana Tech,@,Houston,W,0,0,0,1,ik-enemkpali-1
E.J. Epperson,2012-09-08,2,Mississippi,,Texas-El Paso,W,0,0,0,1,ej-epperson-1
Cole Farrand,2012-09-08,2,Maryland,@,Temple,W,0,0,0,1,cole-farrand-1
Jhony Faustin,2012-09-08,2,Northern Illinois,,Tennessee-Martin,W,0,0,0,1,jhony-faustin-1
Jake Fischer,2012-09-08,2,Arizona,,Oklahoma State,W,0,0,0,1,jake-fischer-1
Bre' Ford,2012-09-08,2,Akron,@,Florida International,L,0,0,0,1,bre-ford-1
Josh Ford,2012-09-08,2,Kansas,,Rice,L,0,0,0,1,josh-ford-2
Joe Gaglione,2012-09-08,2,Iowa,,Iowa State,L,0,0,0,1,joe-gaglione-1
Dwayne Gratz,2012-09-08,2,Connecticut,,North Carolina State,L,0,0,0,1,dwayne-gratz-1
Hayden Greenbauer,2012-09-08,2,Southern Methodist,,Stephen F. Austin,W,0,0,0,1,hayden-greenbauer-1
Khaseem Greene,2012-09-08,2,Rutgers,,Howard,W,0,0,0,1,khaseem-greene-1
Anthony Harrell,2012-09-08,2,Georgia Tech,,Presbyterian,W,0,0,0,1,anthony-harrell-1
Jeremy Harris,2012-09-08,2,New Mexico State,@,Ohio,L,0,0,0,1,jeremy-harris-1
Hasan Hazime,2012-09-08,2,Wake Forest,,North Carolina,W,0,0,0,1,hasan-hazime-1
Nathan Herrold,2012-09-08,2,Arkansas State,,Memphis,W,0,0,0,1,nathan-herrold-1
David Hinds,2012-09-08,2,Florida Atlantic,@,Middle Tennessee State,L,0,0,0,1,david-hinds-1
Adrian Hubbard,2012-09-08,2,Alabama,,Western Kentucky,W,0,0,0,1,adrian-hubbard-1
Micah Hyde,2012-09-08,2,Iowa,,Iowa State,L,0,0,0,1,micah-hyde-1
Jackson Jeffcoat,2012-09-08,2,Texas,,New Mexico,W,0,0,0,1,jackson-jeffcoat-1
Jacobi Jenkins,2012-09-08,2,East Carolina,@,South Carolina,L,0,0,0,1,jacobi-jenkins-1
Craig Johnson,2012-09-08,1,Louisiana Tech,@,Houston,W,0,0,0,1,craig-johnson-4
Josh Johnson,2012-09-08,2,Purdue,@,Notre Dame,L,0,0,0,1,josh-johnson-3
Nico Johnson,2012-09-08,2,Alabama,,Western Kentucky,W,0,0,0,1,nico-johnson-1
Jarvis Jones,2012-09-08,2,Georgia,@,Missouri,W,0,0,0,2,jarvis-jones-1
Darius Kilgo,2012-09-08,2,Maryland,@,Temple,W,0,0,0,1,darius-kilgo-1
Daytawion Lowe,2012-09-08,2,Oklahoma State,@,Arizona,L,0,0,0,1,daytawion-lowe-1
Will Lucas,2012-09-08,2,Purdue,@,Notre Dame,L,0,0,0,1,will-lucas-1
Eathyn Manumaleuna,2012-09-08,2,Brigham Young,,Weber State,W,0,0,0,1,eathyn-manumaleuna-1
Javon Marshall,2012-09-08,2,Vanderbilt,@,Northwestern,L,0,0,0,1,javon-marshall-1
Michael Mauti,2012-09-08,2,Penn State,@,Virginia,L,0,0,0,1,michael-mauti-1
Logan Mayes,2012-09-08,2,Washington State,,Eastern Washington,W,0,0,0,1,logan-mayes-1
Benson Mayowa,2012-09-08,2,Idaho,@,Bowling Green State,L,0,0,0,1,benson-mayowa-1
Lerentee McCray,2012-09-08,2,Florida,@,Texas A&M,W,0,0,0,1,lerentee-mccray-1
Omar McFarlane,2012-09-08,2,Eastern Michigan,,Illinois State,L,0,0,0,1,omar-mcfarlane-1
Tevin Mims,2012-09-08,2,South Florida,@,Nevada,W,0,0,0,1,tevin-mims-2
Jonathon Mincy,2012-09-08,2,Auburn,@,Mississippi State,L,0,0,0,1,jonathon-mincy-1
Tevin Mitchel,2012-09-08,2,Arkansas,,Louisiana-Monroe,L,0,0,0,2,tevin-mitchel-1
Jake Molbert,2012-09-08,2,Louisiana,@,Troy,W,0,0,0,1,jake-molbert-1
Darryl Monroe,2012-09-08,2,Washington State,,Eastern Washington,W,0,0,0,1,darryl-monroe-1
Max Morgan,2012-09-08,2,Colorado State,,North Dakota State,L,0,0,0,1,max-morgan-1
Jemarlous Moten,2012-09-08,2,Louisiana,@,Troy,W,1,56,1,1,jemarlous-moten-1
Martavius Neloms,2012-09-08,2,Kentucky,,Kent State,W,0,0,0,1,martavius-neloms-1
Toben Opurum,2012-09-08,2,Kansas,,Rice,L,0,0,0,1,toben-opurum-1
Olsen Pierre,2012-09-08,2,Miami (FL),@,Kansas State,L,0,0,0,1,olsen-pierre-1
Shawn Plummer,2012-09-08,2,Fresno State,@,Oregon,L,0,0,0,1,shawn-plummer-1
Jordan Poyer,2012-09-08,1,Oregon State,,Wisconsin,W,0,0,0,1,jordan-poyer-1
Matt Raymer,2012-09-08,2,New Mexico,@,Texas,L,0,0,0,1,matt-raymer-1
Brandon Reddish,2012-09-08,2,Syracuse,,Southern California,L,0,0,0,1,brandon-reddish-1
A.J. Ropati,2012-09-08,2,Texas-El Paso,@,Mississippi,L,0,0,0,1,aj-ropati-1
Dominic Rufran,2012-09-08,2,Wyoming,,Toledo,L,0,0,0,1,dominic-rufran-1
Jay Scott,2012-09-08,2,Southern Methodist,,Stephen F. Austin,W,0,0,0,1,jay-scott-1
Tyler Scott,2012-09-08,2,Northwestern,,Vanderbilt,W,0,0,0,1,tyler-scott-1
Justin Simmons,2012-09-08,2,Boston College,,Maine,W,0,0,0,1,justin-simmons-1
Ahkeem Smith,2012-09-08,2,Temple,,Maryland,L,0,0,0,1,ahkeem-smith-1
Nate D. Smith,2012-09-08,2,Temple,,Maryland,L,0,0,0,2,nate-d-smith-1
Preston Smith,2012-09-08,2,Mississippi State,,Auburn,W,0,0,0,1,preston-smith-2
Quanterus Smith,2012-09-08,2,Western Kentucky,@,Alabama,L,0,0,0,1,quanterus-smith-1
Ryan Smith,2012-09-08,2,Southern Methodist,,Stephen F. Austin,W,0,0,0,1,ryan-smith-4
Daniel Sorensen,2012-09-08,2,Brigham Young,,Weber State,W,0,0,0,1,daniel-sorensen-1
Akeem Spence,2012-09-08,2,Illinois,@,Arizona State,L,0,0,0,1,akeem-spence-1
Richard Spencer,2012-09-08,2,Texas-El Paso,@,Mississippi,L,1,11,0,1,richard-spencer-1
Taz Stevenson,2012-09-08,2,Washington,@,Louisiana State,L,0,0,0,1,taz-stevenson-1
Phillip Steward,2012-09-08,2,Houston,,Louisiana Tech,L,0,0,0,1,phillip-steward-1
Andrew Stryffeler,2012-09-08,2,Florida Atlantic,@,Middle Tennessee State,L,0,0,0,1,andrew-stryffeler-1
Chester Su'A,2012-09-08,2,Washington State,,Eastern Washington,W,0,0,0,1,chester-sua-1
Patrick Su'A,2012-09-08,2,Fresno State,@,Oregon,L,0,0,0,1,patrick-sua-1
John Sua,2012-09-08,2,Kansas State,,Miami (FL),W,0,0,0,1,john-sua-1
Paul Swan,2012-09-08,2,Bowling Green State,,Idaho,W,0,0,0,1,paul-swan-1
Titus Teague,2012-09-08,2,Louisville,,Missouri State,W,0,0,0,1,titus-teague-1
Earnest Thomas,2012-09-08,2,Illinois,@,Arizona State,L,0,0,0,1,earnest-thomas-1
Phillip Thomas,2012-09-08,2,Fresno State,@,Oregon,L,0,0,0,1,phillip-thomas-2
Terrance Timmons,2012-09-08,2,South Alabama,,Nicholls State,W,0,0,0,1,terrance-timmons-1
Kyle Van Noy,2012-09-08,2,Brigham Young,,Weber State,W,0,0,0,1,kyle-van-noy-1
Kosta Vavlas,2012-09-08,2,Georgia,@,Missouri,W,0,0,0,1,kosta-vavlas-1
Prentiss Waggner,2012-09-08,2,Tennessee,,Georgia State,W,0,0,0,1,prentiss-waggner-1
Julius Warmsley,2012-09-08,2,Tulane,@,Tulsa,L,0,0,0,1,julius-warmsley-1
Kayvon Webster,2012-09-08,2,South Florida,@,Nevada,W,0,0,0,1,kayvon-webster-1
Matthew Wells,2012-09-08,2,Mississippi State,,Auburn,W,0,0,0,1,matthew-wells-1
Ykeem Wells,2012-09-08,2,Middle Tennessee State,,Florida Atlantic,W,0,0,0,1,ykeem-wells-1
Jon'Al White,2012-09-08,1,Louisiana Tech,@,Houston,W,0,0,0,1,jonal-white-1
D.L. Wilhite,2012-09-08,2,Minnesota,,New Hampshire,W,0,0,0,1,dl-wilhite-1
Anthony Williams,2012-09-08,2,Georgia Tech,,Presbyterian,W,0,0,0,1,anthony-williams-13
Quentin Williams,2012-09-08,2,Northwestern,,Vanderbilt,W,0,0,0,1,quentin-williams-1
Trevardo Williams,2012-09-08,2,Connecticut,,North Carolina State,L,0,0,0,1,trevardo-williams-1
Rj Williamson,2012-09-08,2,Michigan State,@,Central Michigan,W,0,0,0,1,rj-williamson-1
Andrew Wilson,2012-09-08,2,Missouri,,Georgia,L,0,0,0,1,andrew-wilson-2
Dylan Wynn,2012-09-08,1,Oregon State,,Wisconsin,W,0,0,0,1,dylan-wynn-1
Jordan Zumwalt,2012-09-08,2,UCLA,,Nebraska,W,0,0,0,1,jordan-zumwalt-1
Ka'Lial Glaud,2012-09-13,3,Rutgers,@,South Florida,W,0,0,0,1,kalial-glaud-1
Fidel Montgomery,2012-09-13,3,South Florida,,Rutgers,L,0,0,0,1,fidel-montgomery-1
Darryl Monroe,2012-09-14,3,Washington State,@,Nevada-Las Vegas,W,0,0,0,1,darryl-monroe-1
Brian Arnfelt,2012-09-15,3,Northwestern,,Boston College,W,0,0,0,1,brian-arnfelt-1
Perez Ashford,2012-09-15,3,Northern Illinois,@,Army,W,0,0,0,1,perez-ashford-1
Archibald Barnes,2012-09-15,3,Vanderbilt,,Presbyterian,W,0,0,0,1,archibald-barnes-1
Deion Barnes,2012-09-15,3,Penn State,,Navy,W,0,0,0,1,deion-barnes-1
Cody Bauer,2012-09-15,3,Rice,@,Louisiana Tech,L,0,0,0,1,cody-bauer-1
Deion Belue,2012-09-15,3,Alabama,@,Arkansas,W,0,0,0,1,deion-belue-1
Donovan Bonner,2012-09-15,3,Missouri,,Arizona State,W,0,0,0,1,donovan-bonner-1
Deandre Boughton,2012-09-15,3,Nevada,,Northwestern State,W,0,0,0,1,deandre-boughton-1
Bar'Ee Boyd,2012-09-15,3,Western Kentucky,@,Kentucky,W,0,0,0,1,baree-boyd-1
Kelton Brackett,2012-09-15,2,Alabama-Birmingham,@,South Carolina,L,0,0,0,1,kelton-brackett-1
Tom Brandt,2012-09-15,3,Massachusetts,@,Michigan,L,0,0,0,1,tom-brandt-1
Erik Brown,2012-09-15,3,Texas-San Antonio,@,Georgia State,W,0,0,0,1,erik-brown-1
Vince Buhagiar,2012-09-15,3,San Jose State,,Colorado State,W,0,0,0,1,vince-buhagiar-1
Haha Clinton-Dix,2012-09-15,3,Alabama,@,Arkansas,W,0,0,0,1,haha-clinton-dix-1
Nate Combs,2012-09-15,2,Army,,Northern Illinois,L,0,0,0,1,nate-combs-1
Devin Cook,2012-09-15,3,Pittsburgh,,Virginia Tech,W,0,0,0,1,devin-cook-1
Javontay Crowe,2012-09-15,2,Louisiana Tech,,Rice,W,0,0,0,1,javontay-crowe-1
Kendall Dangerfield,2012-09-15,3,Middle Tennessee State,@,Memphis,W,0,0,0,2,kendall-dangerfield-1
Adam Davis,2012-09-15,3,Kansas State,,North Texas,W,0,0,0,1,adam-davis-1
Troy Davis,2012-09-15,3,Central Florida,,Florida International,W,0,0,0,2,troy-davis-2
Darin Drakeford,2012-09-15,3,Maryland,,Connecticut,L,0,0,0,1,darin-drakeford-1
Jela Duncan,2012-09-15,3,Duke,,North Carolina Central,W,0,0,0,1,jela-duncan-1
A.J. Ferguson,2012-09-15,3,North Carolina State,,South Alabama,W,0,0,0,1,aj-ferguson-1
Lt Filiaga,2012-09-15,3,Utah,,Brigham Young,W,0,0,0,1,lt-filiaga-1
Larenzo Fisher,2012-09-15,3,Ohio,@,Marshall,W,0,0,0,1,larenzo-fisher-1
Jonathan George,2012-09-15,3,Kentucky,,Western Kentucky,L,0,0,0,1,jonathan-george-1
Malliciah Goodman,2012-09-15,3,Clemson,,Furman,W,0,0,0,1,malliciah-goodman-1
L.A. Goree,2012-09-15,3,Maryland,,Connecticut,L,0,0,0,1,la-goree-1
Jeron Gouveia-Winslow,2012-09-15,3,Virginia Tech,@,Pittsburgh,L,0,0,0,1,jeron-gouveia-winslow-1
Anthony Harris,2012-09-15,3,Virginia,@,Georgia Tech,L,0,0,0,1,anthony-harris-4
Jarron Harris,2012-09-15,3,Texas-San Antonio,@,Georgia State,W,0,0,0,1,jarron-harris-1
Dee Hart,2012-09-15,3,Alabama,@,Arkansas,W,0,0,0,1,dee-hart-1
D.J. Hayden,2012-09-15,3,Houston,@,UCLA,L,0,0,0,1,dj-hayden-1
Paul Hazel,2012-09-15,3,Western Michigan,@,Minnesota,L,0,0,0,1,paul-hazel-1
