Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Nate Brown Jr.,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,1,0,1,0.0,0.0,nate-brown-jr-1
Chris Brown,2007-08-30,1,Iowa State,,Kent State,L,1,0,1,0.0,0.0,chris-brown-10
Michael Brown,2007-08-30,1,Mississippi State,,Louisiana State,L,1,0,1,0.0,0.0,michael-brown-6
Titus Brown,2007-08-30,1,Mississippi State,,Louisiana State,L,1,3,4,1.0,1.0,titus-brown-1
Wendell Brunson,2007-08-30,1,Miami (OH),@,Ball State,W,2,1,3,0.0,0.0,wendell-brunson-1
Mike Bryan,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,0,1,1,0.0,0.0,mike-bryan-1
Will Bryant,2007-08-30,1,Ball State,,Miami (OH),L,0,1,1,0.0,0.0,will-bryant-1
Bobby Buchanan,2007-08-30,1,Louisville,,Murray State,W,4,0,4,0.0,0.0,bobby-buchanan-1
Trey Buice,2007-08-30,1,Ball State,,Miami (OH),L,0,2,2,0.0,0.0,trey-buice-1
Koreen Burch,2007-08-30,1,Ball State,,Miami (OH),L,0,1,1,0.0,0.0,koreen-burch-1
Martail Burnett,2007-08-30,1,Utah,@,Oregon State,L,2,0,2,2.0,1.0,martail-burnett-1
Derek Burrell,2007-08-30,1,Kent State,@,Iowa State,W,6,1,7,0.0,0.0,derek-burrell-1
Terrance Butler,2007-08-30,1,Louisville,,Murray State,W,3,0,3,1.0,0.0,terrance-butler-2
Victor Butler,2007-08-30,1,Oregon State,,Utah,W,0,2,2,0.5,0.5,victor-butler-1
Adrian Bybee,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,1,0,1,0.0,0.0,adrian-bybee-1
Kareem Byrom,2007-08-30,1,Buffalo,@,Rutgers,L,6,4,10,1.0,0.0,kareem-byrom-1
Tony Cade,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,4,6,10,0.0,0.0,tony-cade-1
Ben Calderwood,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,3,3,6,0.5,0.5,ben-calderwood-1
Chris Callahan,2007-08-30,1,Buffalo,@,Rutgers,L,1,3,4,1.5,0.0,chris-callahan-1
Craig Carey,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,2,1,3,0.0,0.0,craig-carey-1
Demarcus Carmouche,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,0,1,1,0.5,0.0,demarcus-carmouche-1
Jon Carpenter,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,1,2,3,0.0,0.0,jon-carpenter-1
Chris Chamberlain,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,4,2,6,0.0,0.0,chris-chamberlain-1
Jamar Chaney,2007-08-30,1,Mississippi State,,Louisiana State,L,4,1,5,0.0,0.0,jamar-chaney-1
Marquise Charles,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,1,0,1,0.0,0.0,marquise-charles-1
Ben Childs,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,0,1,1,0.0,0.0,ben-childs-1
Chris Clancy,2007-08-30,1,Ball State,,Miami (OH),L,0,1,1,0.0,0.0,chris-clancy-1
Tim Clark,2007-08-30,1,Oregon State,,Utah,W,1,0,1,0.0,0.0,tim-clark-1
Curtis Coker,2007-08-30,1,Oregon State,,Utah,W,0,1,1,0.0,0.0,curtis-coker-1
Mit Cole,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,0,1,0.0,0.0,mit-cole-1
Alaric Coleman,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,5,4,9,1.0,0.0,alaric-coleman-1
Harry Coleman,2007-08-30,1,Louisiana State,@,Mississippi State,W,3,1,4,0.0,0.0,harry-coleman-1
Nelson Coleman,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,1,3,4,0.0,0.0,nelson-coleman-1
Joe Coniglio,2007-08-30,1,Miami (OH),@,Ball State,W,0,3,3,0.0,0.0,joe-coniglio-1
Ross Conner,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,1,1,2,0.0,0.0,ross-conner-1
Domonic Cook,2007-08-30,1,Buffalo,@,Rutgers,L,3,1,4,0.0,0.0,domonic-cook-1
David Cooper,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,1,4,5,0.5,0.0,david-cooper-1
Josh Copeland,2007-08-30,1,Buffalo,@,Rutgers,L,1,0,1,0.0,0.0,josh-copeland-1
Bryant Cornell,2007-08-30,1,Oregon State,,Utah,W,0,1,1,0.0,0.0,bryant-cornell-1
Torry Cornett,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,0,1,1,0.5,0.5,torry-cornett-1
Jamar Cotton,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,1,1,2,0.0,0.0,jamar-cotton-1
Rod Council,2007-08-30,1,Louisville,,Murray State,W,1,0,1,0.0,0.0,rod-council-1
Tom Crabtree,2007-08-30,1,Miami (OH),@,Ball State,W,1,0,1,0.0,0.0,tom-crabtree-1
Angelo Craig,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,3,3,6,1.0,0.0,angelo-craig-1
Travis Craven,2007-08-30,1,Miami (OH),@,Ball State,W,1,0,1,1.0,1.0,travis-craven-1
Steve Craver,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,5,3,8,3.0,0.0,steve-craver-1
Brandon Crawford,2007-08-30,1,Ball State,,Miami (OH),L,1,0,1,0.0,0.0,brandon-crawford-1
Joe Dale,2007-08-30,1,Utah,@,Oregon State,L,1,2,3,0.0,0.0,joe-dale-1
Alan Darlin,2007-08-30,1,Oregon State,,Utah,W,4,2,6,0.0,0.0,alan-darlin-1
Charles Davis,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,5,1,6,1.0,0.0,charles-davis-2
Troy Davis,2007-08-30,1,Ball State,,Miami (OH),L,1,5,6,1.0,1.0,troy-davis-3
Nick Debartolo,2007-08-30,1,Miami (OH),@,Ball State,W,0,1,1,0.0,0.0,nick-debartolo-1
Dallas Dobbs,2007-08-30,1,Boise State,,Weber State,W,3,3,6,0.0,0.0,dallas-dobbs-1
James Dockery,2007-08-30,1,Oregon State,,Utah,W,1,0,1,0.0,0.0,james-dockery-1
Derrick Doggett,2007-08-30,1,Oregon State,,Utah,W,1,2,3,1.0,1.0,derrick-doggett-1
Kenneth Dorsey Jr.,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,4,2,6,0.5,0.0,kenneth-dorsey-jr-1
Glenn Dorsey,2007-08-30,1,Louisiana State,@,Mississippi State,W,5,0,5,2.0,1.0,glenn-dorsey-1
Mike Dorulla,2007-08-30,1,Ball State,,Miami (OH),L,2,6,8,0.0,0.0,mike-dorulla-1
Dominic Douglas,2007-08-30,1,Mississippi State,,Louisiana State,L,4,5,9,1.5,1.0,dominic-douglas-1
Daniel Drayton,2007-08-30,1,Oregon State,,Utah,W,3,4,7,2.0,0.0,daniel-drayton-1
Drew Duffin,2007-08-30,1,Ball State,,Miami (OH),L,2,5,7,1.0,0.0,drew-duffin-1
Randy Duncan,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,3,3,6,0.0,0.0,randy-duncan-1
Robert Eddins,2007-08-30,1,Ball State,,Miami (OH),L,0,2,2,0.0,0.0,robert-eddins-1
Peris Edwards,2007-08-30,1,Miami (OH),@,Ball State,W,2,0,2,0.0,0.0,peris-edwards-1
Phillip Edwards,2007-08-30,1,Boise State,,Weber State,W,0,1,1,0.0,0.0,phillip-edwards-1
Kenape Eliapo,2007-08-30,1,Utah,@,Oregon State,L,2,3,5,0.0,0.0,kenape-eliapo-1
Ollice Ervin,2007-08-30,1,Buffalo,@,Rutgers,L,2,3,5,1.0,0.0,ollice-ervin-1
Faauo Faga,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,1,0,1,0.0,0.0,faauo-faga-1
Junior Fasavalu,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,0,2,2,0.0,0.0,junior-fasavalu-1
Marlon Favorite,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,0,1,0.0,0.0,marlon-favorite-1
Delbert Ferguson,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,1,0,1,0.0,0.0,delbert-ferguson-1
Colin Ferrell,2007-08-30,1,Kent State,@,Iowa State,W,3,0,3,0.0,0.0,colin-ferrell-1
Daryl Fields,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,0,3,3,0.0,0.0,daryl-fields-1
Keith Fitzhugh,2007-08-30,1,Mississippi State,,Louisiana State,L,2,1,3,1.0,0.0,keith-fitzhugh-1
Todd Flannery,2007-08-30,1,Louisville,,Murray State,W,1,0,1,0.0,0.0,todd-flannery-1
Dante Floyd,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,4,6,10,2.0,2.0,dante-floyd-1
Popsie Floyd,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,2,1,3,0.0,0.0,popsie-floyd-1
Lauli Fonoti,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,2,5,7,2.0,0.5,lauli-fonoti-1
Daryl Forte,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,2,2,4,0.0,0.0,daryl-forte-1
Eric Foster,2007-08-30,1,Rutgers,,Buffalo,W,2,1,3,1.0,0.0,eric-foster-1
Justin Francis,2007-08-30,1,Rutgers,,Buffalo,W,1,0,1,0.0,0.0,justin-francis-1
Matthew Freeman,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,4,2,6,0.0,0.0,matthew-freeman-1
Starr Fuimaono,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,5,1,6,2.0,1.0,starr-fuimaono-1
Patrick Fuller,2007-08-30,1,Oregon State,,Utah,W,1,0,1,0.0,0.0,patrick-fuller-1
Jordan Gafford,2007-08-30,1,Miami (OH),@,Ball State,W,2,3,5,0.0,0.0,jordan-gafford-1
Jerrid Gaines,2007-08-30,1,Miami (OH),@,Ball State,W,3,3,6,0.0,0.0,jerrid-gaines-1
Fred Garrin,2007-08-30,1,Iowa State,,Kent State,L,1,1,2,0.0,0.0,fred-garrin-1
Wilson Garrison,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,0,1,1,0.0,0.0,wilson-garrison-1
Jeremy Geathers,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,2,1,3,0.0,0.0,jeremy-geathers-1
Anthony Germany,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,4,1,5,1.0,0.0,anthony-germany-1
Antwuan Giddens,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,1,0,1,0.0,0.0,antwuan-giddens-1
Ron Girault,2007-08-30,1,Rutgers,,Buffalo,W,3,3,6,0.5,0.0,ron-girault-1
De'Mon Glanton,2007-08-30,1,Mississippi State,,Louisiana State,L,3,2,5,0.0,0.0,demon-glanton-1
Donald Gobert,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,0,1,1,0.0,0.0,donald-gobert-1
Darby Golden,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,0,3,3,0.0,0.0,darby-golden-1
Adrian Grady,2007-08-30,1,Louisville,,Murray State,W,3,2,5,2.5,0.0,adrian-grady-1
Courtney Greene,2007-08-30,1,Rutgers,,Buffalo,W,2,5,7,0.5,0.0,courtney-greene-1
Bryant Haines,2007-08-30,1,Ball State,,Miami (OH),L,4,5,9,0.5,0.0,bryant-haines-1
Labinot Hakanjin,2007-08-30,1,Buffalo,@,Rutgers,L,1,3,4,0.5,0.0,labinot-hakanjin-1
Jacob Hales,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,1,1,2,1.0,1.0,jacob-hales-1
Austin Hall,2007-08-30,1,Oregon State,,Utah,W,1,0,1,0.0,0.0,austin-hall-2
Devon Hall,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,2,4,6,0.0,0.0,devon-hall-1
Avery Hannibal,2007-08-30,1,Mississippi State,,Louisiana State,L,0,4,4,0.5,0.0,avery-hannibal-1
D.J. Harper,2007-08-30,1,Boise State,,Weber State,W,1,0,1,0.0,0.0,dj-harper-1
Chris Harrison,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,0,1,1,0.0,0.0,chris-harrison-1
Chris Hawkins,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,0,1,0.0,0.0,chris-hawkins-1
Kendric Hawkins,2007-08-30,1,Buffalo,@,Rutgers,L,1,3,4,0.0,0.0,kendric-hawkins-1
Brandon Heath,2007-08-30,1,Louisville,,Murray State,W,1,0,1,0.0,0.0,brandon-heath-1
Henderson,2007-08-30,1,Louisville,,Murray State,W,1,1,2,0.0,0.0,henderson-2
Patrick Henderson,2007-08-30,1,Oregon State,,Utah,W,0,1,1,0.0,0.0,patrick-henderson-1
Michael Henig,2007-08-30,1,Mississippi State,,Louisiana State,L,0,1,1,0.0,0.0,michael-henig-1
Henry,2007-08-30,1,Ball State,,Miami (OH),L,1,0,1,0.0,0.0,henry-2
Jacob Hester,2007-08-30,1,Louisiana State,@,Mississippi State,W,2,1,3,0.0,0.0,jacob-hester-1
Earl Heyman,2007-08-30,1,Louisville,,Murray State,W,2,1,3,0.0,0.0,earl-heyman-1
Ali Highsmith,2007-08-30,1,Louisiana State,@,Mississippi State,W,5,3,8,1.0,0.0,ali-highsmith-1
Ronald Hilaire,2007-08-30,1,Buffalo,@,Rutgers,L,1,1,2,0.0,0.0,ronald-hilaire-1
B.J. Hill,2007-08-30,1,Ball State,,Miami (OH),L,5,3,8,0.5,0.0,bj-hill-2
Kevin Hogan,2007-08-30,1,Kent State,@,Iowa State,W,1,0,1,0.0,0.0,kevin-hogan-1
Anthony Hoke,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,2,2,4,1.0,1.0,anthony-hoke-1
Jimmie Holmes,2007-08-30,1,Mississippi State,,Louisiana State,L,2,3,5,1.5,1.0,jimmie-holmes-1
Moton Hopkins,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,0,2,2,0.0,0.0,moton-hopkins-1
Adam Hoppel,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,1,1,2,0.5,0.5,adam-hoppel-1
Shane Horton,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,1,0,1,0.0,0.0,shane-horton-1
Davon House,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,1,2,3,0.0,0.0,davon-house-1
David Hubbard,2007-08-30,1,Buffalo,@,Rutgers,L,2,0,2,0.0,0.0,david-hubbard-1
Kevin Huber,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,1,0,1,0.0,0.0,kevin-huber-1
Ben Huddle,2007-08-30,1,Miami (OH),@,Ball State,W,1,1,2,0.0,0.0,ben-huddle-1
Joey Hudson,2007-08-30,1,Miami (OH),@,Ball State,W,0,5,5,0.0,0.0,joey-hudson-1
Brandon Hughes,2007-08-30,1,Oregon State,,Utah,W,5,0,5,2.0,0.0,brandon-hughes-1
Jamon Hughes,2007-08-30,1,Mississippi State,,Louisiana State,L,0,3,3,0.0,0.0,jamon-hughes-1
Roy Hurst,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,0,1,1,0.0,0.0,roy-hurst-1
Larry Hutchinson,2007-08-30,1,Buffalo,@,Rutgers,L,1,1,2,0.0,0.0,larry-hutchinson-1
Jake Hutton,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,4,2,6,1.0,1.0,jake-hutton-1
Paul Igboeli,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,4,4,8,0.0,0.0,paul-igboeli-1
Leslie Jackman,2007-08-30,1,Rutgers,,Buffalo,W,1,2,3,0.0,0.0,leslie-jackman-1
Cardia Jackson,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,4,4,8,1.5,0.0,cardia-jackson-1
Chevis Jackson,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,0,1,0.0,0.0,chevis-jackson-1
Malik Jackson,2007-08-30,1,Louisville,,Murray State,W,5,1,6,1.0,0.0,malik-jackson-1
R.J. Jackson,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,0,1,0.0,0.0,rj-jackson-1
Tyson Jackson,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,1,2,0.5,0.0,tyson-jackson-1
Fritz Jacques,2007-08-30,1,Kent State,@,Iowa State,W,4,1,5,0.0,0.0,fritz-jacques-1
Greg James,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,8,1,9,0.0,0.0,greg-james-1
Mil'Von James,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,1,2,3,0.0,0.0,milvon-james-1
Eugene Jarvis,2007-08-30,1,Kent State,@,Iowa State,W,1,0,1,0.0,0.0,eugene-jarvis-1
Ryan Jastram,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,0,1,1,0.0,0.0,ryan-jastram-1
Joe Jiannoni,2007-08-30,1,Utah,@,Oregon State,L,2,2,4,0.0,0.0,joe-jiannoni-1
Anthony Johnson,2007-08-30,1,Mississippi State,,Louisiana State,L,6,2,8,1.0,0.0,anthony-johnson-3
Bailey Johnson,2007-08-30,1,Iowa State,,Kent State,L,2,1,3,0.0,0.0,bailey-johnson-1
George Johnson,2007-08-30,1,Rutgers,,Buffalo,W,2,0,2,2.0,2.0,george-johnson-1
Jeron Johnson,2007-08-30,1,Boise State,,Weber State,W,3,4,7,0.0,0.0,jeron-johnson-1
Robert Johnson,2007-08-30,1,Utah,@,Oregon State,L,1,0,1,0.0,0.0,robert-johnson-4
Steve Johnson,2007-08-30,1,Iowa State,,Kent State,L,4,1,5,0.0,0.0,steve-johnson-1
Brad Jones,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,1,1,2,0.0,0.0,brad-jones-1
Brandon Jones,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,0,1,1,0.0,0.0,brandon-jones-10
Chad Jones,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,0,1,0.0,0.0,chad-jones-1
Davyd Jones,2007-08-30,1,Ball State,,Miami (OH),L,0,1,1,0.0,0.0,davyd-jones-1
Justin Jones,2007-08-30,1,Utah,@,Oregon State,L,1,0,1,0.0,0.0,justin-jones-2
Jacob Jordan,2007-08-30,1,Ball State,,Miami (OH),L,0,2,2,0.0,0.0,jacob-jordan-1
Jameson Jordan,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,2,2,4,1.0,0.0,jameson-jordan-1
Rawlins-Crivell Kapono,2007-08-30,1,Boise State,,Weber State,W,0,2,2,0.0,0.0,rawlins-crivell-kapono-1
Alain Karatepeyan,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,5,0,5,2.0,0.0,alain-karatepeyan-1
Alex Knipp,2007-08-30,1,Ball State,,Miami (OH),L,0,1,1,0.0,0.0,alex-knipp-1
Jameson Konz,2007-08-30,1,Kent State,@,Iowa State,W,6,1,7,1.0,1.0,jameson-konz-1
Amara Koroma,2007-08-30,1,Ball State,,Miami (OH),L,1,1,2,1.0,0.0,amara-koroma-1
Keaton Kristick,2007-08-30,1,Oregon State,,Utah,W,0,1,1,0.0,0.0,keaton-kristick-1
Paul Kruger,2007-08-30,1,Utah,@,Oregon State,L,3,2,5,0.0,0.0,paul-kruger-1
Brian Lainhart,2007-08-30,1,Kent State,@,Iowa State,W,4,3,7,0.0,0.0,brian-lainhart-1
Pat Lamonica,2007-08-30,1,Miami (OH),@,Ball State,W,1,0,1,0.0,0.0,pat-lamonica-1
Bruno Lapointe,2007-08-30,1,Buffalo,@,Rutgers,L,1,0,1,1.0,0.0,bruno-lapointe-1
Joey Larocque,2007-08-30,1,Oregon State,,Utah,W,2,3,5,0.0,0.0,joey-larocque-1
Gerard Lawson,2007-08-30,1,Oregon State,,Utah,W,0,1,1,0.0,0.0,gerard-lawson-1
Greg Laybourn,2007-08-30,1,Oregon State,,Utah,W,1,3,4,0.0,0.0,greg-laybourn-1
Gerald Lee,2007-08-30,1,Oregon State,,Utah,W,1,1,2,0.0,0.0,gerald-lee-1
Glen Lee,2007-08-30,1,Rutgers,,Buffalo,W,3,1,4,1.0,0.0,glen-lee-1
Joe Lefeged,2007-08-30,1,Rutgers,,Buffalo,W,0,2,2,0.0,0.0,joe-lefeged-1
Lazarius Levingston,2007-08-30,1,Louisiana State,@,Mississippi State,W,2,0,2,1.0,1.0,lazarius-levingston-1
Chenry Lewis,2007-08-30,1,Rutgers,,Buffalo,W,0,1,1,0.0,0.0,chenry-lewis-1
Trey Lewis,2007-08-30,1,Ball State,,Miami (OH),L,3,1,4,0.0,0.0,trey-lewis-1
Anthony Littlejohn,2007-08-30,1,Mississippi State,,Louisiana State,L,0,1,1,0.0,0.0,anthony-littlejohn-1
Gabe Long,2007-08-30,1,Utah,@,Oregon State,L,2,3,5,0.0,0.0,gabe-long-1
Lance Long,2007-08-30,1,Mississippi State,,Louisiana State,L,1,0,1,0.0,0.0,lance-long-1
Oren Long,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,0,2,2,0.5,0.0,oren-long-1
Michael Lose,2007-08-30,1,Boise State,,Weber State,W,0,1,1,0.0,0.0,michael-lose-1
Dante Love,2007-08-30,1,Ball State,,Miami (OH),L,1,0,1,0.0,0.0,dante-love-1
Christopher Lyle,2007-08-30,1,Iowa State,,Kent State,L,0,1,1,0.5,0.0,christopher-lyle-1
Frank Maile,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,1,0,1,0.0,0.0,frank-maile-1
Kevin Malast,2007-08-30,1,Rutgers,,Buffalo,W,3,7,10,0.5,0.5,kevin-malast-1
Ryan Manalac,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,2,0,2,1.0,1.0,ryan-manalac-1
Simon Manka,2007-08-30,1,Buffalo,@,Rutgers,L,1,0,1,0.0,0.0,simon-manka-1
Ray Manumaleuna,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,0,4,4,0.5,0.0,ray-manumaleuna-1
Cole Marton,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,3,0,3,1.0,1.0,cole-marton-1
Ricardo Matthews,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,0,2,2,0.5,0.0,ricardo-matthews-1
Cedrick Maxwell,2007-08-30,1,Kent State,@,Iowa State,W,4,2,6,0.0,0.0,cedrick-maxwell-1
