Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Jonathan Smith,2003-08-28,1,Georgia Tech,@,Brigham Young,L,1,22,22.0,0,jonathan-smith-1
Jo Jo Walker,2003-08-28,1,Maryland,@,Northern Illinois,L,4,97,24.3,0,jo-jo-walker-1
Matt Wiser,2003-08-28,1,Utah State,@,Utah,L,2,28,14.0,0,matt-wiser-1
Dwight Wright,2003-08-28,1,Oregon State,,Sacramento State,W,1,25,25.0,0,dwight-wright-1
Alvin Marshall,2003-08-29,1,Nevada-Las Vegas,,Toledo,W,1,16,16.0,0,alvin-marshall-1
Lance Moore,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,3,73,24.3,0,lance-moore-1
Roc Alexander,2003-08-30,1,Washington,@,Ohio State,L,1,21,21.0,0,roc-alexander-1
David Anderson,2003-08-30,1,Colorado State,N,Colorado,L,1,7,7.0,0,david-anderson-1
Willie Andrews,2003-08-30,1,Baylor,,Alabama-Birmingham,L,2,72,36.0,0,willie-andrews-1
Freddie Aughtry-Lindsay,2003-08-30,1,North Carolina State,,Western Carolina,W,1,21,21.0,0,freddie-aughtry-lindsay-1
Jeff Backes,2003-08-30,1,Northwestern,@,Kansas,W,1,28,28.0,0,jeff-backes-1
Marion Barber III,2003-08-30,1,Minnesota,,Tulsa,W,1,30,30.0,0,marion-barber-iii-1
Marcus Battle,2003-08-30,1,Rice,@,Houston,L,5,128,25.6,0,marcus-battle-1
Bernard Berrian,2003-08-30,1,Fresno State,@,Tennessee,L,2,60,30.0,0,bernard-berrian-1
J.J. Billingsley,2003-08-30,1,Colorado,N,Colorado State,W,1,24,24.0,0,jj-billingsley-1
Will Blackmon,2003-08-30,1,Boston College,,Wake Forest,L,4,104,26.0,0,will-blackmon-1
Caleb Blankenship,2003-08-30,1,Tulsa,@,Minnesota,L,1,0,0.0,0,caleb-blankenship-1
Jeremy Bloom,2003-08-30,1,Colorado,N,Colorado State,W,1,21,21.0,0,jeremy-bloom-1
Ja'Mel Branch,2003-08-30,1,North Texas,@,Oklahoma,L,2,42,21.0,0,jamel-branch-1
Bennie Brazell,2003-08-30,1,Louisiana State,,Louisiana-Monroe,W,1,40,40.0,0,bennie-brazell-1
Kyle Brown,2003-08-30,1,Michigan State,,Western Michigan,W,2,44,22.0,0,kyle-brown-2
Rod Bryant,2003-08-30,1,Idaho,N,Washington State,L,2,39,19.5,0,rod-bryant-1
Earl Charles,2003-08-30,1,Marshall,,Hofstra,W,1,14,14.0,0,earl-charles-1
Patrick Cobbs,2003-08-30,1,North Texas,@,Oklahoma,L,1,7,7.0,0,patrick-cobbs-1
Billy Crawford,2003-08-30,1,Baylor,,Alabama-Birmingham,L,1,5,5.0,0,billy-crawford-1
Clarence Cunningham,2003-08-30,2,San Jose State,@,Florida,L,1,18,18.0,0,clarence-cunningham-1
Tim Dance,2003-08-30,1,Buffalo,@,Rutgers,L,4,64,16.0,0,tim-dance-1
Chris Davis,2003-08-30,1,Wake Forest,@,Boston College,W,4,83,20.8,0,chris-davis-4
Josh Davis,2003-08-30,1,Nebraska,,Oklahoma State,W,1,32,32.0,0,josh-davis-2
Dave Dawson,2003-08-30,1,Buffalo,@,Rutgers,L,1,21,21.0,0,dave-dawson-1
Ross Dickerson,2003-08-30,1,Hawaii,,Appalachian State,W,3,140,46.7,1,ross-dickerson-1
Kwane Doster,2003-08-30,1,Vanderbilt,,Mississippi,L,4,119,29.8,0,kwane-doster-1
Chris Douglas,2003-08-30,1,Duke,@,Virginia,L,3,60,20.0,0,chris-douglas-1
Terrence Dunbar,2003-08-30,1,Arkansas State,@,Texas A&M,L,6,105,17.5,0,terrence-dunbar-1
Chris Easley,2003-08-30,1,Arkansas State,@,Texas A&M,L,1,10,10.0,0,chris-easley-1
Kyle Eckel,2003-08-30,1,Navy,,Virginia Military Institute,W,1,26,26.0,0,kyle-eckel-1
M.J. Estep,2003-08-30,1,Connecticut,,Indiana,W,2,40,20.0,0,mj-estep-1
Charles Estes,2003-08-30,1,Louisiana-Monroe,@,Louisiana State,L,4,69,17.3,0,charles-estes-1
John Eubanks,2003-08-30,1,Southern Mississippi,@,California,L,4,127,31.8,0,john-eubanks-1
Jasper Faulk,2003-08-30,1,Southern Mississippi,@,California,L,1,20,20.0,0,jasper-faulk-1
Jahmal Fenner,2003-08-30,1,Texas-El Paso,@,Arizona,L,3,73,24.3,0,jahmal-fenner-1
Brian Fisher,2003-08-30,1,South Florida,@,Alabama,L,4,96,24.0,0,brian-fisher-1
Tony Franklin,2003-08-30,1,Virginia,,Duke,W,1,19,19.0,0,tony-franklin-1
Trestin George,2003-08-30,2,San Jose State,@,Florida,L,2,42,21.0,0,trestin-george-1
Nehemiah Glover,2003-08-30,1,Texas Tech,,Southern Methodist,W,1,11,11.0,0,nehemiah-glover-1
Greg Golden,2003-08-30,1,North Carolina State,,Western Carolina,W,1,7,7.0,0,greg-golden-1
Skyler Green,2003-08-30,1,Louisiana State,,Louisiana-Monroe,W,1,32,32.0,0,skyler-green-1
Trey Griffin,2003-08-30,1,Southern Methodist,@,Texas Tech,L,1,9,9.0,0,trey-griffin-1
Travis Griffith,2003-08-30,1,Houston,,Rice,W,1,0,0.0,0,travis-griffith-1
Marcus Hairston,2003-08-30,1,Marshall,,Hofstra,W,1,10,10.0,0,marcus-hairston-1
Maurice Hall,2003-08-30,1,Ohio State,,Washington,W,1,15,15.0,0,maurice-hall-1
E.B. Halsey,2003-08-30,1,Illinois,N,Missouri,L,2,37,18.5,0,eb-halsey-1
Derrick Hamilton,2003-08-30,1,Clemson,,Georgia,L,1,19,19.0,0,derrick-hamilton-1
Brian Hampton,2003-08-30,1,Navy,,Virginia Military Institute,W,2,60,30.0,0,brian-hampton-1
Ronnie Hardiman,2003-08-30,1,Nevada,,Southern Utah,W,1,25,25.0,0,ronnie-hardiman-1
Wilbur Hargrove,2003-08-30,1,Marshall,,Hofstra,W,1,16,16.0,0,wilbur-hargrove-1
Justin Harper,2003-08-30,1,Central Michigan,@,Michigan,L,5,86,17.2,0,justin-harper-1
Anthony Harris,2003-08-30,1,Southern Mississippi,@,California,L,1,12,12.0,0,anthony-harris-1
Noah Herron,2003-08-30,1,Northwestern,@,Kansas,W,1,12,12.0,0,noah-herron-1
Hickmon,2003-08-30,1,North Texas,@,Oklahoma,L,1,18,18.0,0,hickmon-1
Ed Hinkel,2003-08-30,1,Iowa,,Miami (OH),W,1,27,27.0,0,ed-hinkel-1
Ellis Hobbs III,2003-08-30,1,Iowa State,,Northern Iowa,W,1,19,19.0,0,ellis-hobbs-iii-1
Ray Hudson,2003-08-30,1,Alabama,,South Florida,W,1,26,26.0,0,ray-hudson-2
Darrell Hunter,2003-08-30,1,Miami (OH),@,Iowa,L,1,9,9.0,0,darrell-hunter-1
Willie Idlette,2003-08-30,1,Wake Forest,@,Boston College,W,1,25,25.0,0,willie-idlette-1
Cotra Jackson,2003-08-30,1,North Carolina State,,Western Carolina,W,1,23,23.0,0,cotra-jackson-1
Howard Jackson,2003-08-30,1,Texas-El Paso,@,Arizona,L,1,17,17.0,0,howard-jackson-1
Roderrick Jackson,2003-08-30,1,Wyoming,,Montana State,W,1,20,20.0,0,roderrick-jackson-1
Marcus James,2003-08-30,1,Missouri,N,Illinois,W,1,21,21.0,0,marcus-james-1
Derrick Johnson,2003-08-30,1,Washington,@,Ohio State,L,1,29,29.0,0,derrick-johnson-4
Adam Jones,2003-08-30,1,West Virginia,,Wisconsin,L,5,146,29.2,0,adam-jones-1
Nathan Jones,2003-08-30,1,Rutgers,,Buffalo,W,1,11,11.0,0,nathan-jones-1
Kody Kraus,2003-08-30,1,Idaho,N,Washington State,L,1,11,11.0,0,kody-kraus-1
Senterrio Landrum,2003-08-30,1,Duke,@,Virginia,L,1,31,31.0,0,senterrio-landrum-1
Corey Larkins,2003-08-30,1,Tennessee,,Fresno State,W,1,24,24.0,0,corey-larkins-1
Jeremy Lesueur,2003-08-30,1,Michigan,,Central Michigan,W,2,56,28.0,0,jeremy-lesueur-1
Randell Lewis,2003-08-30,1,Nevada,,Southern Utah,W,1,10,10.0,0,randell-lewis-1
Johnnie Mack,2003-08-30,1,Texas Tech,,Southern Methodist,W,2,120,60.0,0,johnnie-mack-1
Roderick Maples,2003-08-30,1,Michigan State,,Western Michigan,W,1,15,15.0,0,roderick-maples-1
Laurence Maroney,2003-08-30,1,Minnesota,,Tulsa,W,1,24,24.0,0,laurence-maroney-1
Ronald McClendon,2003-08-30,1,Mississippi,@,Vanderbilt,W,2,42,21.0,0,ronald-mcclendon-1
Dell McGee,2003-08-30,1,Nevada,,Southern Utah,W,2,51,25.5,0,dell-mcgee-1
Joe Merritt,2003-08-30,1,Louisiana-Monroe,@,Louisiana State,L,1,24,24.0,0,joe-merritt-1
Alec Messerall,2003-08-30,1,Air Force,,Wofford,W,1,17,17.0,0,alec-messerall-1
Justin Miller,2003-08-30,1,Clemson,,Georgia,L,3,83,27.7,0,justin-miller-1
Matt Miller,2003-08-30,1,Idaho,N,Washington State,L,4,108,27.0,0,matt-miller-3
Shridonya Mitchell,2003-08-30,1,Missouri,N,Illinois,W,3,41,13.7,0,shridonya-mitchell-1
Travin Moore,2003-08-30,1,Louisiana-Monroe,@,Louisiana State,L,1,5,5.0,0,travin-moore-1
Vernand Morency,2003-08-30,1,Oklahoma State,@,Nebraska,L,2,61,30.5,0,vernand-morency-1
Danny Morris,2003-08-30,2,Kansas State,,Troy,W,1,17,17.0,0,danny-morris-1
Tres Moses,2003-08-30,1,Rutgers,,Buffalo,W,2,22,11.0,0,tres-moses-1
Jarvis Murchison,2003-08-30,1,Louisiana,@,South Carolina,L,1,11,11.0,0,jarvis-murchison-1
Terrence Murphy,2003-08-30,1,Texas A&M,,Arkansas State,W,2,135,67.5,0,terrence-murphy-1
Brandon Owens,2003-08-30,1,Minnesota,,Tulsa,W,1,20,20.0,0,brandon-owens-1
Chad Owens,2003-08-30,1,Hawaii,,Appalachian State,W,1,25,25.0,0,chad-owens-1
Uril Parrish,2003-08-30,1,Tulsa,@,Minnesota,L,5,103,20.6,0,uril-parrish-1
Vashon Pearson,2003-08-30,1,Mississippi,@,Vanderbilt,W,1,31,31.0,0,vashon-pearson-1
Antonio Perkins,2003-08-30,1,Oklahoma,,North Texas,W,2,34,17.0,0,antonio-perkins-1
Justin Phinisee,2003-08-30,1,Oregon,@,Mississippi State,W,2,42,21.0,0,justin-phinisee-1
Roshawn Pope,2003-08-30,1,Houston,,Rice,W,1,45,45.0,0,roshawn-pope-1
Jamil Porter,2003-08-30,1,Temple,@,Penn State,L,4,69,17.3,0,jamil-porter-1
J.R. Reed,2003-08-30,1,South Florida,@,Alabama,L,3,79,26.3,0,jr-reed-1
Fred Reid,2003-08-30,1,Mississippi State,,Oregon,L,2,29,14.5,0,fred-reid-1
Lamont Reid,2003-08-30,1,North Carolina State,,Western Carolina,W,1,13,13.0,0,lamont-reid-1
Andrew Richardson,2003-08-30,1,Penn State,,Temple,W,1,3,3.0,0,andrew-richardson-1
Courtney Roby,2003-08-30,1,Indiana,@,Connecticut,L,6,121,20.2,0,courtney-roby-1
Jonas Rutledge,2003-08-30,1,Southern Methodist,@,Texas Tech,L,2,57,28.5,0,jonas-rutledge-1
Toris Rutledge,2003-08-30,1,Troy,@,Kansas State,L,3,43,14.3,0,toris-rutledge-1
Jason Samples,2003-08-30,1,Troy,@,Kansas State,L,1,6,6.0,0,jason-samples-1
Bill Sampy,2003-08-30,1,Louisiana,@,South Carolina,L,1,16,16.0,0,bill-sampy-1
Jerry Seymour,2003-08-30,1,Central Michigan,@,Michigan,L,1,21,21.0,0,jerry-seymour-1
Jonathan Smith,2003-08-30,1,Washington State,N,Idaho,W,1,38,38.0,0,jonathan-smith-3
Tre Smith,2003-08-30,1,Auburn,,Southern California,L,4,76,19.0,0,tre-smith-1
Jason Southall,2003-08-30,1,Alabama-Birmingham,@,Baylor,W,4,113,28.3,0,jason-southall-1
Stephen Spach,2003-08-30,1,Fresno State,@,Tennessee,L,1,8,8.0,0,stephen-spach-1
Kendrick Starling,2003-08-30,2,San Jose State,@,Florida,L,5,128,25.6,0,kendrick-starling-1
Syndric Steptoe,2003-08-30,1,Arizona,,Texas-El Paso,W,1,5,5.0,0,syndric-steptoe-1
Demetris Summers,2003-08-30,1,South Carolina,,Louisiana,W,1,25,25.0,0,demetris-summers-1
Jamaar Taylor,2003-08-30,1,Texas A&M,,Arkansas State,W,1,22,22.0,0,jamaar-taylor-1
Nick Turner,2003-08-30,1,Mississippi State,,Oregon,L,3,99,33.0,0,nick-turner-1
Jason Van,2003-08-30,1,San Diego State,,Eastern Washington,W,2,37,18.5,0,jason-van-1
Morris Virgil,2003-08-30,1,Illinois,N,Missouri,L,1,29,29.0,0,morris-virgil-1
Lawrence Wade,2003-08-30,1,Temple,@,Penn State,L,1,23,23.0,0,lawrence-wade-1
Tyrone Walker,2003-08-30,1,Western Michigan,@,Michigan State,L,3,57,19.0,0,tyrone-walker-1
Leon Washington,2003-08-30,1,Florida State,@,North Carolina,W,1,13,13.0,0,leon-washington-1
Terrence Whitehead,2003-08-30,1,Oregon,@,Mississippi State,W,1,22,22.0,0,terrence-whitehead-1
Brandon Williams,2003-08-30,1,Wisconsin,@,West Virginia,W,2,40,20.0,0,brandon-williams-6
Darrent Williams,2003-08-30,1,Oklahoma State,@,Nebraska,L,1,28,28.0,0,darrent-williams-1
Ricky Wilson,2003-08-30,1,Houston,,Rice,W,1,73,73.0,0,ricky-wilson-1
Jason Wright,2003-08-30,1,Northwestern,@,Kansas,W,1,21,21.0,0,jason-wright-1
Dexter Wynn,2003-08-30,1,Colorado State,N,Colorado,L,3,64,21.3,0,dexter-wynn-1
Lance Young,2003-08-30,1,Iowa State,,Northern Iowa,W,1,17,17.0,0,lance-young-1
Derek Abney,2003-08-31,1,Kentucky,,Louisville,L,2,64,32.0,0,derek-abney-1
Tony Bostic,2003-08-31,1,New Mexico State,@,Texas,L,1,19,19.0,0,tony-bostic-1
Broderick Clark,2003-08-31,1,Louisville,@,Kentucky,W,4,61,15.3,0,broderick-clark-1
Draak Davis,2003-08-31,1,Kentucky,,Louisville,L,1,21,21.0,0,draak-davis-1
Justin Haydock,2003-08-31,1,Kentucky,,Louisville,L,1,14,14.0,0,justin-haydock-1
Luther Huggins,2003-08-31,1,Central Florida,@,Virginia Tech,L,5,117,23.4,0,luther-huggins-1
Cedric Humes,2003-08-31,1,Virginia Tech,,Central Florida,W,1,33,33.0,0,cedric-humes-1
Ronshay Jenkins,2003-08-31,1,New Mexico State,@,Texas,L,4,83,20.8,0,ronshay-jenkins-1
Will Matthews,2003-08-31,1,Texas,,New Mexico State,W,1,12,12.0,0,will-matthews-1
Joey Vincent,2003-08-31,1,New Mexico State,@,Texas,L,2,19,9.5,0,joey-vincent-1
Selvin Young,2003-08-31,1,Texas,,New Mexico State,W,1,97,97.0,1,selvin-young-1
Damarcus Fox,2003-09-01,1,East Carolina,@,Cincinnati,L,2,23,11.5,0,damarcus-fox-1
Tedric Harwell,2003-09-01,1,Cincinnati,,East Carolina,W,1,3,3.0,0,tedric-harwell-1
Carl Jones,2003-09-01,1,Cincinnati,,East Carolina,W,1,21,21.0,0,carl-jones-1
Thaddeus Lewis,2003-09-01,1,Cincinnati,,East Carolina,W,1,20,20.0,0,thaddeus-lewis-1
Sean Lucas,2003-09-01,1,Tulane,,Texas Christian,L,1,23,23.0,0,sean-lucas-1
Terrence Peterson,2003-09-01,1,Tulane,,Texas Christian,L,1,-10,-10.0,0,terrence-peterson-1
Edwin Rios,2003-09-01,1,East Carolina,@,Cincinnati,L,1,18,18.0,0,edwin-rios-1
Cory Rodgers,2003-09-01,1,Texas Christian,@,Tulane,W,3,86,28.7,0,cory-rodgers-1
Fred Smith,2003-09-01,1,Tulane,,Texas Christian,L,3,138,46.0,1,fred-smith-2
Robert Tillman,2003-09-01,1,East Carolina,@,Cincinnati,L,3,53,17.7,0,robert-tillman-1
Jhun Cook,2003-09-04,2,Alabama-Birmingham,,Southern Mississippi,L,3,79,26.3,0,jhun-cook-1
Rocky Harrison,2003-09-04,2,Southern Mississippi,@,Alabama-Birmingham,W,1,6,6.0,0,rocky-harrison-1
Trumaine Riley,2003-09-04,2,Eastern Michigan,,Western Illinois,L,6,92,15.3,0,trumaine-riley-1
Bernard Berrian,2003-09-05,2,Fresno State,,Oregon State,W,2,45,22.5,0,bernard-berrian-1
Tim Euhus,2003-09-05,2,Oregon State,@,Fresno State,L,1,3,3.0,0,tim-euhus-1
Dwight Wright,2003-09-05,2,Oregon State,@,Fresno State,L,2,38,19.0,0,dwight-wright-1
Derek Abney,2003-09-06,2,Kentucky,,Murray State,W,3,94,31.3,0,derek-abney-1
Roc Alexander,2003-09-06,2,Washington,,Indiana,W,1,12,12.0,0,roc-alexander-1
Marcell Allmond,2003-09-06,2,Southern California,,Brigham Young,W,2,51,25.5,0,marcell-allmond-1
David Alston,2003-09-06,2,Kent State,@,Pittsburgh,L,1,49,49.0,0,david-alston-1
David Anderson,2003-09-06,2,Colorado State,@,California,W,1,13,13.0,0,david-anderson-1
Willie Andrews,2003-09-06,2,Baylor,@,North Texas,L,4,86,21.5,0,willie-andrews-1
Jeff Backes,2003-09-06,2,Northwestern,,Air Force,L,2,34,17.0,0,jeff-backes-1
Lance Bennett,2003-09-06,2,Indiana,@,Washington,L,1,24,24.0,0,lance-bennett-1
Matt Bernstein,2003-09-06,2,Wisconsin,,Akron,W,2,23,11.5,0,matt-bernstein-1
James Bethea,2003-09-06,3,California,,Colorado State,L,4,71,17.8,0,james-bethea-1
Dewhitt Betterson,2003-09-06,2,Troy,@,Minnesota,L,4,94,23.5,0,dewhitt-betterson-1
Will Blackmon,2003-09-06,2,Boston College,@,Penn State,W,2,45,22.5,0,will-blackmon-1
Jeremy Bloom,2003-09-06,2,Colorado,,UCLA,W,1,20,20.0,0,jeremy-bloom-1
Larry Bostic,2003-09-06,2,Ball State,,Missouri,L,3,67,22.3,0,larry-bostic-1
Jovon Bouknight,2003-09-06,2,Wyoming,@,Oklahoma State,L,1,21,21.0,0,jovon-bouknight-1
Adrian Boyd,2003-09-06,2,New Mexico,@,Texas Tech,L,1,9,9.0,0,adrian-boyd-1
Ja'Mel Branch,2003-09-06,2,North Texas,,Baylor,W,2,44,22.0,0,jamel-branch-1
Reynaldo Brathwaite,2003-09-06,2,Brigham Young,@,Southern California,L,3,58,19.3,0,reynaldo-brathwaite-1
John Broussard,2003-09-06,3,San Jose State,@,Stanford,L,1,7,7.0,0,john-broussard-1
Romby Bryant,2003-09-06,2,Tulsa,@,Arkansas,L,2,18,9.0,0,romby-bryant-1
Reggie Bush,2003-09-06,2,Southern California,,Brigham Young,W,1,30,30.0,0,reggie-bush-1
Andre Caldwell,2003-09-06,2,Florida,@,Miami (FL),L,4,94,23.5,0,andre-caldwell-1
Earl Charles,2003-09-06,2,Marshall,@,Tennessee,L,1,15,15.0,0,earl-charles-1
David Christensen,2003-09-06,2,Brigham Young,@,Southern California,L,3,53,17.7,0,david-christensen-1
Andrew Clarke,2003-09-06,2,Toledo,,Liberty,W,1,17,17.0,0,andrew-clarke-1
Deandra Cobb,2003-09-06,2,Michigan State,,Rutgers,W,4,150,37.5,1,deandra-cobb-1
Patrick Cobbs,2003-09-06,2,North Texas,,Baylor,W,1,4,4.0,0,patrick-cobbs-1
Troy Collavo,2003-09-06,2,Texas-El Paso,,Cal Poly,L,1,11,11.0,0,troy-collavo-1
Leo Colquitt,2003-09-06,2,Louisiana-Monroe,,Stephen F. Austin,L,1,9,9.0,0,leo-colquitt-1
Kyle Conerly,2003-09-06,2,San Diego State,@,Ohio State,L,1,27,27.0,0,kyle-conerly-1
Dwight Counter,2003-09-06,2,New Mexico,@,Texas Tech,L,1,17,17.0,0,dwight-counter-1
Antonio Cromartie,2003-09-06,2,Florida State,,Maryland,W,1,14,14.0,0,antonio-cromartie-1
Justin Crooks,2003-09-06,2,Baylor,@,North Texas,L,1,15,15.0,0,justin-crooks-1
Montiese Culton,2003-09-06,2,Tulsa,@,Arkansas,L,2,37,18.5,0,montiese-culton-1
Clarence Cunningham,2003-09-06,3,San Jose State,@,Stanford,L,1,13,13.0,0,clarence-cunningham-1
Chris Davis,2003-09-06,2,Wake Forest,,North Carolina State,W,1,12,12.0,0,chris-davis-4
Josh Davis,2003-09-06,2,Nebraska,,Utah State,W,1,30,30.0,0,josh-davis-2
Willie Davis,2003-09-06,2,Virginia,@,South Carolina,L,1,35,35.0,0,willie-davis-1
Dave Dawson,2003-09-06,2,Buffalo,@,Iowa,L,2,42,21.0,0,dave-dawson-1
Jerome Dennis,2003-09-06,2,Utah State,@,Nebraska,L,4,97,24.3,0,jerome-dennis-1
Dominique Dorsey,2003-09-06,2,Nevada-Las Vegas,@,Kansas,L,3,44,14.7,0,dominique-dorsey-1
Kwane Doster,2003-09-06,2,Vanderbilt,,Chattanooga,W,1,20,20.0,0,kwane-doster-1
Darrell Dowery,2003-09-06,2,Kent State,@,Pittsburgh,L,1,26,26.0,0,darrell-dowery-1
Maurice Drew,2003-09-06,1,UCLA,@,Colorado,L,1,10,10.0,0,maurice-drew-1
Randee Drew,2003-09-06,2,Northern Illinois,,Tennessee Tech,W,1,24,24.0,0,randee-drew-1
Vontez Duff,2003-09-06,1,Notre Dame,,Washington State,W,3,75,25.0,0,vontez-duff-1
Chris Easley,2003-09-06,2,Arkansas State,,Tennessee-Martin,W,1,42,42.0,0,chris-easley-1
Kyle Eckel,2003-09-06,2,Navy,@,Texas Christian,L,3,48,16.0,0,kyle-eckel-1
Charles Estes,2003-09-06,2,Louisiana-Monroe,,Stephen F. Austin,L,3,78,26.0,0,charles-estes-1
Andrew Faga,2003-09-06,2,Nevada-Las Vegas,@,Kansas,L,1,12,12.0,0,andrew-faga-1
Jahmal Fenner,2003-09-06,2,Texas-El Paso,,Cal Poly,L,1,24,24.0,0,jahmal-fenner-1
David Fiefia,2003-09-06,2,Utah State,@,Nebraska,L,1,9,9.0,0,david-fiefia-1
Troy Fleming,2003-09-06,2,Tennessee,,Marshall,W,2,50,25.0,0,troy-fleming-1
Tony Franklin,2003-09-06,2,Virginia,@,South Carolina,L,1,18,18.0,0,tony-franklin-1
Chris Gamble,2003-09-06,2,Ohio State,,San Diego State,W,1,27,27.0,0,chris-gamble-1
Trestin George,2003-09-06,3,San Jose State,@,Stanford,L,1,9,9.0,0,trestin-george-1
Fred Gibson,2003-09-06,2,Georgia,,Middle Tennessee State,W,1,14,14.0,0,fred-gibson-1
Nehemiah Glover,2003-09-06,2,Texas Tech,,New Mexico,W,2,43,21.5,0,nehemiah-glover-1
Greg Golden,2003-09-06,2,North Carolina State,@,Wake Forest,L,1,12,12.0,0,greg-golden-1
Jon Goldsberry,2003-09-06,1,Purdue,,Bowling Green State,L,1,8,8.0,0,jon-goldsberry-1
Jamie Goodwin,2003-09-06,2,Akron,@,Wisconsin,L,7,134,19.1,0,jamie-goodwin-1
Skyler Green,2003-09-06,2,Louisiana State,@,Arizona,W,2,41,20.5,0,skyler-green-1
Eugene Gross,2003-09-06,2,Middle Tennessee State,@,Georgia,L,5,89,17.8,0,eugene-gross-1
George Hall,2003-09-06,1,Purdue,,Bowling Green State,L,2,19,9.5,0,george-hall-1
Maurice Hall,2003-09-06,2,Ohio State,,San Diego State,W,2,45,22.5,0,maurice-hall-1
E.B. Halsey,2003-09-06,2,Illinois,,Illinois State,W,1,14,14.0,0,eb-halsey-1
Derrick Hamilton,2003-09-06,2,Clemson,,Furman,W,2,86,43.0,0,derrick-hamilton-1
Justin Harper,2003-09-06,2,Central Michigan,,New Hampshire,W,4,65,16.3,0,justin-harper-1
Kay-Jay Harris,2003-09-06,2,West Virginia,@,East Carolina,W,1,16,16.0,0,kay-jay-harris-1
Greg Heaggans,2003-09-06,2,Kansas,,Nevada-Las Vegas,W,3,105,35.0,0,greg-heaggans-1
Devin Hester,2003-09-06,2,Miami (FL),,Florida,W,2,125,62.5,1,devin-hester-1
Reynaldo Hill,2003-09-06,2,Florida,@,Miami (FL),L,1,26,26.0,0,reynaldo-hill-1
Ed Hinkel,2003-09-06,2,Iowa,,Buffalo,W,1,26,26.0,0,ed-hinkel-1
Ray Hudson,2003-09-06,2,Alabama,,Oklahoma,L,1,19,19.0,0,ray-hudson-2
Maurice Humphrey,2003-09-06,2,Penn State,,Boston College,L,1,11,11.0,0,maurice-humphrey-1
Willie Idlette,2003-09-06,2,Wake Forest,,North Carolina State,W,2,42,21.0,0,willie-idlette-1
Mike Imoh,2003-09-06,2,Virginia Tech,,James Madison,W,1,29,29.0,0,mike-imoh-1
Chris Jackson,2003-09-06,2,Ohio,@,Iowa State,L,3,54,18.0,0,chris-jackson-2
Darnell Jenkins,2003-09-06,2,Miami (FL),,Florida,W,1,10,10.0,0,darnell-jenkins-1
Ronshay Jenkins,2003-09-06,2,New Mexico State,,Western New Mexico,W,1,38,38.0,0,ronshay-jenkins-1
