Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Keenan Jones,2007-09-01,1,Hawaii,,Northern Colorado,W,1,0,0,1,keenan-jones-1
Shiloh Keo,2007-09-01,1,Idaho,@,Southern California,L,2,31,0,2,shiloh-keo-1
Maurice Kitchens,2007-09-01,1,Marshall,@,Miami (FL),L,1,19,0,1,maurice-kitchens-1
Joe Kleinsmith,2007-09-01,1,Indiana,,Indiana State,W,1,44,0,,joe-kleinsmith-1
Antonio Lewis,2007-09-01,1,West Virginia,,Western Michigan,W,1,0,0,,antonio-lewis-1
Kenny Lewis,2007-09-01,1,Bowling Green State,@,Minnesota,W,1,6,0,1,kenny-lewis-1
Scott Lutrus,2007-09-01,1,Connecticut,@,Duke,W,1,7,0,1,scott-lutrus-1
P.J. Mahone,2007-09-01,1,Bowling Green State,@,Minnesota,W,1,43,0,1,pj-mahone-1
D.J. Moore,2007-09-01,1,Vanderbilt,,Richmond,W,1,22,0,1,dj-moore-1
William Moore,2007-09-01,1,Missouri,N,Illinois,W,1,0,0,1,william-moore-1
Tony Moss,2007-09-01,1,Louisiana Tech,,Central Arkansas,W,3,40,0,3,tony-moss-1
Dustin Mouzon,2007-09-01,1,Mississippi,@,Memphis,W,2,99,1,2,dustin-mouzon-1
Jordan Nevels,2007-09-01,1,Kentucky,,Eastern Kentucky,W,1,0,0,,jordan-nevels-1
Joseph Nicolas,2007-09-01,1,Miami (FL),,Marshall,W,1,0,0,,joseph-nicolas-1
Mike Pagnotta,2007-09-01,1,Colorado State,N,Colorado,L,1,3,0,1,mike-pagnotta-1
Ashlee Palmer,2007-09-01,1,Mississippi,@,Memphis,W,1,0,0,2,ashlee-palmer-1
Mark Parson,2007-09-01,1,Ohio,,Gardner-Webb,W,1,1,0,2,mark-parson-1
Chris Phillips,2007-09-01,1,Indiana,,Indiana State,W,1,0,0,,chris-phillips-1
Jason Phillips,2007-09-01,1,Texas Christian,,Baylor,W,1,34,0,1,jason-phillips-1
Tavious Polo,2007-09-01,1,Florida Atlantic,,Middle Tennessee State,W,1,0,0,1,tavious-polo-1
Drey'Lon Pree,2007-09-01,1,Toledo,,Purdue,L,1,0,0,,dreylon-pree-1
Tyronne Pruitt,2007-09-01,1,Boston College,,Wake Forest,W,1,0,0,1,tyronne-pruitt-1
Charles Robinson,2007-09-01,1,Duke,,Connecticut,L,1,9,0,1,charles-robinson-1
Lamont Robinson,2007-09-01,1,Oklahoma,,North Texas,W,1,26,0,1,lamont-robinson-1
Chris L. Rucker,2007-09-01,1,Michigan State,,Alabama-Birmingham,W,1,10,0,0,chris-l-rucker-1
Nick Sanders,2007-09-01,1,Texas Christian,,Baylor,W,1,0,0,2,nick-sanders-1
Justin Scott,2007-09-01,1,Purdue,@,Toledo,W,1,42,0,1,justin-scott-1
Corey Small,2007-09-01,1,Florida Atlantic,,Middle Tennessee State,W,1,5,0,2,corey-small-1
Alphonso Smith,2007-09-01,1,Wake Forest,@,Boston College,L,1,21,1,2,alphonso-smith-1
David Smith,2007-09-01,1,Arizona State,,San Jose State,W,1,18,0,1,david-smith-1
Julius Stinson,2007-09-01,1,Wyoming,,Virginia,W,2,30,0,2,julius-stinson-1
Davanzo Tate,2007-09-01,1,Akron,,Army,W,1,2,0,3,davanzo-tate-1
Marcus Tillman,2007-09-01,1,Mississippi,@,Memphis,W,1,34,0,1,marcus-tillman-1
Morgan Trent,2007-09-01,1,Michigan,,Appalachian State,L,1,0,0,1,morgan-trent-1
Dejuan Tribble,2007-09-01,1,Boston College,,Wake Forest,W,3,42,0,3,dejuan-tribble-1
Robert Vaughn,2007-09-01,1,Connecticut,@,Duke,W,1,24,0,2,robert-vaughn-1
Reggie Walker,2007-09-01,1,Kansas State,@,Auburn,L,1,-8,0,0,reggie-walker-1
Marcus Watts,2007-09-01,1,Kansas State,@,Auburn,L,1,0,0,2,marcus-watts-1
Terrence Wheatley,2007-09-01,1,Colorado,N,Colorado State,W,1,0,0,1,terrence-wheatley-1
Deunta Williams,2007-09-01,1,North Carolina,,James Madison,W,1,45,0,1,deunta-williams-1
Marcus Williams,2007-09-01,1,Wake Forest,@,Boston College,L,1,0,0,1,marcus-williams-4
Reed Williams,2007-09-01,1,West Virginia,,Western Michigan,W,1,12,0,2,reed-williams-1
Torri Williams,2007-09-01,1,Purdue,@,Toledo,W,1,0,0,0,torri-williams-1
Deandre Wright,2007-09-01,1,New Mexico,@,Texas-El Paso,L,1,25,0,3,deandre-wright-1
Lawrence Young,2007-09-01,1,Central Florida,@,North Carolina State,W,1,6,0,2,lawrence-young-1
Daniel Charbonnet,2007-09-03,1,Texas Tech,@,Southern Methodist,W,1,3,0,1,daniel-charbonnet-1
Anthony Hines,2007-09-03,1,Texas Tech,@,Southern Methodist,W,1,11,0,1,anthony-hines-1
Rod Council,2007-09-06,2,Louisville,,Middle Tennessee State,W,1,0,0,1,rod-council-1
Malik Jackson,2007-09-06,2,Louisville,,Middle Tennessee State,W,1,7,0,1,malik-jackson-1
Brad Jones,2007-09-06,2,Cincinnati,,Oregon State,W,1,10,0,1,brad-jones-1
Haruki Nakamura,2007-09-06,2,Cincinnati,,Oregon State,W,2,47,0,2,haruki-nakamura-1
Corey Smith,2007-09-06,2,Cincinnati,,Oregon State,W,1,25,0,1,corey-smith-1
Deangelo Smith,2007-09-06,2,Cincinnati,,Oregon State,W,2,28,0,3,deangelo-smith-1
Ketric Buffin,2007-09-07,2,Navy,@,Rutgers,L,1,16,0,1,ketric-buffin-1
Ron Girault,2007-09-07,2,Rutgers,,Navy,W,1,0,0,1,ron-girault-1
Courtney Greene,2007-09-07,2,Rutgers,,Navy,W,1,0,0,1,courtney-greene-1
Taheem Acevedo,2007-09-08,2,Florida Atlantic,@,Oklahoma State,L,1,0,0,1,taheem-acevedo-1
Nate Allen,2007-09-08,2,South Florida,@,Auburn,W,1,7,0,2,nate-allen-1
Adrian Baker,2007-09-08,2,Bowling Green State,@,Michigan State,L,1,0,0,2,adrian-baker-1
Kevin Barnes,2007-09-08,2,Maryland,@,Florida International,W,1,21,0,2,kevin-barnes-1
Zackary Bowman,2007-09-08,2,Nebraska,@,Wake Forest,W,1,0,0,1,zackary-bowman-1
Jasper Brinkley,2007-09-08,2,South Carolina,@,Georgia,W,1,30,0,1,jasper-brinkley-1
Cornelius Brown,2007-09-08,2,Texas-El Paso,@,Texas Tech,L,1,43,0,1,cornelius-brown-2
Trey Brown,2007-09-08,2,UCLA,,Brigham Young,W,1,56,1,6,trey-brown-1
Kayle Buchanan,2007-09-08,2,Brigham Young,@,UCLA,L,1,12,0,2,kayle-buchanan-1
Jairus Byrd,2007-09-08,2,Oregon,@,Michigan,W,1,22,0,1,jairus-byrd-1
Shane Carter,2007-09-08,2,Wisconsin,@,Nevada-Las Vegas,W,1,32,0,1,shane-carter-1
Marquise Charles,2007-09-08,2,Utah State,@,Wyoming,L,1,28,0,2,marquise-charles-1
Brad Cloud,2007-09-08,2,Western Kentucky,,West Virginia Tech,W,1,0,0,1,brad-cloud-1
Georg Coleman,2007-09-08,2,Temple,,Buffalo,L,1,24,0,1,georg-coleman-1
Jon Copper,2007-09-08,2,Virginia,,Duke,W,1,6,0,1,jon-copper-1
Reggie Corner,2007-09-08,2,Akron,@,Ohio State,L,1,0,0,3,reggie-corner-1
Scott Derry,2007-09-08,2,Texas,,Texas Christian,W,1,0,0,1,scott-derry-1
Tyler Donaldson,2007-09-08,2,New Mexico,,New Mexico State,W,1,17,0,1,tyler-donaldson-1
Andy Dorcely,2007-09-08,2,Western Michigan,,Indiana,L,1,5,0,2,andy-dorcely-1
Erique Dozier,2007-09-08,2,Bowling Green State,@,Michigan State,L,1,26,0,1,erique-dozier-1
Jolonn Dunbar,2007-09-08,2,Boston College,,North Carolina State,W,1,14,1,1,jolonn-dunbar-1
Will Dunbar,2007-09-08,2,Alabama-Birmingham,@,Florida State,L,1,21,1,2,will-dunbar-1
Mitchell Evans,2007-09-08,2,Indiana,@,Western Michigan,W,2,18,0,3,mitchell-evans-1
Joe Fields,2007-09-08,2,Syracuse,@,Iowa,L,1,35,0,2,joe-fields-1
Justin Garrett,2007-09-08,2,Missouri,@,Mississippi,W,1,0,0,1,justin-garrett-1
Jeremy Gray,2007-09-08,2,North Carolina State,@,Boston College,L,1,15,0,1,jeremy-gray-1
Devin Gregg,2007-09-08,2,Texas A&M,,Fresno State,W,1,0,0,1,devin-gregg-1
Greyson Gunheim,2007-09-08,2,Washington,,Boise State,W,1,5,0,1,greyson-gunheim-1
Devon Hall,2007-09-08,2,Utah State,@,Wyoming,L,1,38,1,1,devon-hall-1
Matthew Harper,2007-09-08,2,Oregon,@,Michigan,W,1,55,0,2,matthew-harper-1
Jamal Harris,2007-09-08,2,Minnesota,,Miami (OH),W,2,0,0,3,jamal-harris-1
Calvin Harrison,2007-09-08,2,Kentucky,,Kent State,W,1,0,0,1,calvin-harrison-1
Kendric Hawkins,2007-09-08,2,Buffalo,@,Temple,W,1,0,0,1,kendric-hawkins-1
Jerek Hewett,2007-09-08,2,East Carolina,,North Carolina,W,1,0,0,3,jerek-hewett-1
Dere Hicks,2007-09-08,2,Illinois,,Western Illinois,W,1,0,0,1,dere-hicks-1
B.J. Hill,2007-09-08,2,Ball State,@,Eastern Michigan,W,1,33,0,1,bj-hill-2
Derrick Hill,2007-09-08,2,California,@,Colorado State,W,1,3,0,1,derrick-hill-1
Vonnie Holmes,2007-09-08,1,San Diego State,@,Washington State,L,1,0,0,1,vonnie-holmes-1
Bryce Hudman,2007-09-08,2,Southern Methodist,,North Texas,W,1,49,1,1,bryce-hudman-1
Mike Humpal,2007-09-08,2,Iowa,,Syracuse,W,1,13,0,1,mike-humpal-1
Alfonso Jackson,2007-09-08,2,Washington State,,San Diego State,W,1,0,0,1,alfonso-jackson-1
Carlis Jackson,2007-09-08,1,Tulane,,Mississippi State,L,1,6,0,1,carlis-jackson-1
Mike Jenkins,2007-09-08,2,South Florida,@,Auburn,W,1,38,0,2,mike-jenkins-1
Roderick Jenrette,2007-09-08,2,Michigan State,,Bowling Green State,W,1,1,0,,roderick-jenrette-1
Rashad Johnson,2007-09-08,2,Alabama,@,Vanderbilt,W,1,0,0,2,rashad-johnson-1
Jarrett Jones,2007-09-08,2,Louisiana,,Ohio,L,1,0,0,1,jarrett-jones-1
Justin King,2007-09-08,2,Penn State,,Notre Dame,W,1,0,0,3,justin-king-1
Reshard Langford,2007-09-08,2,Vanderbilt,,Alabama,L,1,17,0,2,reshard-langford-1
Roy Lewis,2007-09-08,2,Washington,,Boise State,W,1,0,0,4,roy-lewis-1
Jonathan Lindley,2007-09-08,2,Southern Methodist,,North Texas,W,1,0,0,1,jonathan-lindley-1
Dwight Lowery,2007-09-08,2,San Jose State,@,Kansas State,L,1,0,0,0,dwight-lowery-1
Scott Lutrus,2007-09-08,2,Connecticut,,Maine,W,1,25,1,1,scott-lutrus-1
Mikhail Mabry,2007-09-08,2,Kentucky,,Kent State,W,1,0,0,1,mikhail-mabry-1
John Mackey,2007-09-08,2,Akron,@,Ohio State,L,1,0,0,1,john-mackey-1
Kerry Major,2007-09-08,2,Wake Forest,,Nebraska,L,1,0,0,1,kerry-major-1
Marquis McBeath,2007-09-08,2,Louisiana Tech,,Hawaii,L,1,16,0,1,marquis-mcbeath-1
Robert McClain,2007-09-08,2,Connecticut,,Maine,W,1,26,0,,robert-mcclain-1
Rico McCoy,2007-09-08,2,Tennessee,,Southern Mississippi,W,1,0,0,2,rico-mccoy-1
Vonzell McDowell,2007-09-08,2,Washington,,Boise State,W,1,0,0,1,vonzell-mcdowell-1
Corey McKeon,2007-09-08,2,Nebraska,@,Wake Forest,W,1,3,0,1,corey-mckeon-1
Reggie McPherson,2007-09-08,2,Northwestern,,Nevada,W,1,38,0,1,reggie-mcpherson-1
Derek Mendoza,2007-09-08,2,North Texas,@,Southern Methodist,L,1,12,0,1,derek-mendoza-1
Taji Morris,2007-09-08,2,Boston College,,North Carolina State,W,1,0,0,1,taji-morris-1
Adrian Moten,2007-09-08,2,Maryland,@,Florida International,W,1,19,0,1,adrian-moten-1
Justin Moye,2007-09-08,2,California,@,Colorado State,W,1,27,0,1,justin-moye-1
Mike Newton,2007-09-08,2,Buffalo,@,Temple,W,1,50,1,1,mike-newton-1
Troy Nolan,2007-09-08,2,Arizona State,,Colorado,W,1,26,1,2,troy-nolan-1
Gabe O'Neal,2007-09-08,2,Mississippi State,@,Tulane,W,1,47,1,1,gabe-oneal-1
Christopher Owens,2007-09-08,2,San Jose State,@,Kansas State,L,1,0,0,1,christopher-owens-1
Mike Phillips,2007-09-08,2,Pittsburgh,,Grambling State,W,1,17,0,1,mike-phillips-2
Jim Ramella,2007-09-08,2,Boston College,,North Carolina State,W,1,0,0,1,jim-ramella-1
David Roach,2007-09-08,2,Texas Christian,@,Texas,L,1,25,0,1,david-roach-1
Lowell Robinson,2007-09-08,2,Pittsburgh,,Grambling State,W,1,0,0,1,lowell-robinson-1
John Russell,2007-09-08,2,Wake Forest,,Nebraska,L,1,0,0,1,john-russell-1
Garrett Rybak,2007-09-08,2,Air Force,@,Utah,W,1,1,0,2,garrett-rybak-1
Andre Sexton,2007-09-08,2,Oklahoma State,,Florida Atlantic,W,1,14,1,1,andre-sexton-1
Jamie Silva,2007-09-08,2,Boston College,,North Carolina State,W,2,42,0,3,jamie-silva-1
Bo Smith,2007-09-08,2,Western Kentucky,,West Virginia Tech,W,1,30,0,,bo-smith-2
Frankie Solomon,2007-09-08,2,New Mexico,,New Mexico State,W,1,10,0,1,frankie-solomon-1
Craig Steltz,2007-09-08,2,Louisiana State,,Virginia Tech,W,1,11,0,1,craig-steltz-1
Clay Stephens,2007-09-08,2,Western Kentucky,,West Virginia Tech,W,1,0,0,1,clay-stephens-1
Torrey Stewart,2007-09-08,2,Texas Christian,@,Texas,L,1,45,1,1,torrey-stewart-1
Marty Tadman,2007-09-08,2,Boise State,@,Washington,L,1,0,0,1,marty-tadman-1
Eric Thatcher,2007-09-08,2,Pittsburgh,,Grambling State,W,1,0,0,1,eric-thatcher-1
Chris Thomas,2007-09-08,2,Air Force,@,Utah,W,1,0,0,1,chris-thomas-1
Jeff Thompson,2007-09-08,2,Miami (OH),@,Minnesota,L,1,0,0,1,jeff-thompson-1
Justin Trattou,2007-09-08,2,Florida,,Troy,W,1,0,0,1,justin-trattou-1
Darrin Walls,2007-09-08,2,Notre Dame,@,Penn State,L,1,73,1,1,darrin-walls-1
Terrence Wheatley,2007-09-08,2,Colorado,@,Arizona State,L,1,35,1,3,terrence-wheatley-1
Alton Widemon,2007-09-08,2,Baylor,,Rice,W,1,20,0,1,alton-widemon-1
Otis Wiley,2007-09-08,2,Michigan State,,Bowling Green State,W,1,9,0,2,otis-wiley-1
Bruce Williams,2007-09-08,2,Syracuse,@,Iowa,L,1,23,0,1,bruce-williams-1
Donovan Woods,2007-09-08,2,Oklahoma State,,Florida Atlantic,W,1,4,0,1,donovan-woods-1
Carson Bird,2007-09-13,3,Air Force,,Texas Christian,W,1,0,0,1,carson-bird-1
Steven Coleman,2007-09-13,3,Texas Christian,@,Air Force,L,1,4,0,2,steven-coleman-1
Drew Fowler,2007-09-13,3,Air Force,,Texas Christian,W,1,0,0,2,drew-fowler-1
Eric Wicks,2007-09-13,3,West Virginia,@,Maryland,W,2,0,0,2,eric-wicks-1
Perrish Cox,2007-09-14,3,Oklahoma State,@,Troy,L,1,0,0,2,perrish-cox-1
Boris Lee,2007-09-14,3,Troy,,Oklahoma State,W,1,32,0,1,boris-lee-1
Elbert Mack,2007-09-14,3,Troy,,Oklahoma State,W,1,0,0,2,elbert-mack-1
Husain Abdullah,2007-09-15,3,Washington State,,Idaho,W,1,34,0,1,husain-abdullah-1
Markihe Anderson,2007-09-15,3,Florida,,Tennessee,W,1,0,0,1,markihe-anderson-1
Stanley Arnoux,2007-09-15,3,Wake Forest,,Army,W,1,2,0,1,stanley-arnoux-1
Christian Bass,2007-09-15,3,Washington State,,Idaho,W,1,0,0,1,christian-bass-1
Eric Berry,2007-09-15,3,Tennessee,@,Florida,L,1,96,1,1,eric-berry-1
Demario Bobo,2007-09-15,3,Mississippi State,@,Auburn,W,1,0,0,1,demario-bobo-1
Jasper Brinkley,2007-09-15,3,South Carolina,,South Carolina State,W,1,10,0,2,jasper-brinkley-1
Stevie Brown,2007-09-15,3,Michigan,,Notre Dame,W,1,26,0,1,stevie-brown-1
Weldon Brown,2007-09-15,3,Louisiana Tech,@,California,L,1,0,0,1,weldon-brown-1
Ketric Buffin,2007-09-15,3,Navy,,Ball State,L,1,0,0,2,ketric-buffin-1
Joe Burnett,2007-09-15,2,Central Florida,,Texas,L,1,0,0,1,joe-burnett-1
Crezdon Butler,2007-09-15,3,Clemson,,Furman,W,1,2,0,1,crezdon-butler-1
Shane Carter,2007-09-15,3,Wisconsin,,Citadel,W,1,0,0,1,shane-carter-1
Tony Carter,2007-09-15,3,Florida State,@,Colorado,W,2,20,0,2,tony-carter-1
Chris Chamberlain,2007-09-15,2,Tulsa,,Brigham Young,W,1,0,0,1,chris-chamberlain-1
Brock Christopher,2007-09-15,3,Missouri,,Western Michigan,W,1,0,0,3,brock-christopher-1
Chris Clemons,2007-09-15,3,Clemson,,Furman,W,1,18,0,2,chris-clemons-1
Quentin Cotton,2007-09-15,3,East Carolina,,Southern Mississippi,L,1,16,0,1,quentin-cotton-1
Ben Criddle,2007-09-15,3,Brigham Young,@,Tulsa,L,1,13,0,1,ben-criddle-1
Aaron Curry,2007-09-15,3,Wake Forest,,Army,W,1,84,1,2,aaron-curry-1
Quintin Demps,2007-09-15,3,Texas-El Paso,@,New Mexico State,L,1,100,1,1,quintin-demps-1
Michael Dominguez,2007-09-15,3,Florida International,@,Miami (FL),L,1,0,0,1,michael-dominguez-1
Will Dunbar,2007-09-15,3,Alabama-Birmingham,,Alcorn State,W,1,35,0,1,will-dunbar-1
Jerimy Finch,2007-09-15,3,Florida,,Tennessee,W,1,9,0,,jerimy-finch-1
Grant Fleming,2007-09-15,3,Louisiana,,McNeese State,L,1,26,0,1,grant-fleming-1
Dante Floyd,2007-09-15,3,New Mexico State,,Texas-El Paso,W,1,28,0,1,dante-floyd-1
Kenneth Fontenette,2007-09-15,2,Houston,@,Tulane,W,1,0,0,3,kenneth-fontenette-1
Wilrey Fontenot,2007-09-15,3,Arizona,,New Mexico,L,1,7,0,2,wilrey-fontenot-1
Brandon Foster,2007-09-15,3,Texas,@,Central Florida,W,1,33,1,1,brandon-foster-1
Eric Foster,2007-09-15,3,Rutgers,,Norfolk State,W,1,1,0,1,eric-foster-1
Stanley Franks,2007-09-15,3,Idaho,@,Washington State,L,1,5,0,1,stanley-franks-1
Anthony Gaitor,2007-09-15,3,Florida International,@,Miami (FL),L,1,0,0,2,anthony-gaitor-1
Justin Garrett,2007-09-15,3,Missouri,,Western Michigan,W,1,0,0,1,justin-garrett-1
Anthony Gebhart,2007-09-15,3,Western Michigan,@,Missouri,L,1,24,0,3,anthony-gebhart-1
Devin Giles,2007-09-15,3,Washington State,,Idaho,W,1,0,0,2,devin-giles-1
Chavez Grant,2007-09-15,3,Miami (FL),,Florida International,W,1,43,0,1,chavez-grant-1
Michael Hamlin,2007-09-15,3,Clemson,,Furman,W,1,0,0,3,michael-hamlin-1
Brandon Hampton,2007-09-15,3,California,,Louisiana Tech,W,1,37,0,1,brandon-hampton-1
Montis Harrison,2007-09-15,2,Arkansas State,,Southern Methodist,W,1,21,0,3,montis-harrison-1
Joe Henderson,2007-09-15,3,Alabama-Birmingham,,Alcorn State,W,1,26,0,1,joe-henderson-1
Eddie Hicks,2007-09-15,3,Southern Mississippi,@,East Carolina,W,1,10,0,1,eddie-hicks-1
Daniel Holtzclaw,2007-09-15,3,Eastern Michigan,@,Northern Illinois,W,1,0,0,2,daniel-holtzclaw-1
Roy Hurst,2007-09-15,3,Utah State,@,Oklahoma,L,1,0,0,1,roy-hurst-1
Brian Jackson,2007-09-15,3,Oklahoma,,Utah State,W,1,0,0,,brian-jackson-3
Malcolm Jenkins,2007-09-15,3,Ohio State,@,Washington,W,1,3,0,2,malcolm-jenkins-1
Anthony Johnson,2007-09-15,3,Mississippi State,@,Auburn,W,1,8,0,1,anthony-johnson-3
Robert Johnson,2007-09-15,3,Utah,,UCLA,W,2,26,0,3,robert-johnson-4
Andre Jones,2007-09-15,3,Akron,@,Indiana,L,1,0,0,1,andre-jones-2
Jarrett Jones,2007-09-15,3,Louisiana,,McNeese State,L,1,4,0,,jarrett-jones-1
Frantz Joseph,2007-09-15,3,Florida Atlantic,,Minnesota,W,1,0,0,1,frantz-joseph-1
Travis Key,2007-09-15,3,Michigan State,,Pittsburgh,W,1,31,1,1,travis-key-1
Paul Kruger,2007-09-15,3,Utah,,UCLA,W,1,24,0,1,paul-kruger-1
John Larson,2007-09-15,3,Kansas,,Toledo,W,1,12,0,2,john-larson-1
James Laurinaitis,2007-09-15,3,Ohio State,@,Washington,W,2,16,0,2,james-laurinaitis-1
Gerard Lawson,2007-09-15,3,Oregon State,,Idaho State,W,1,18,1,1,gerard-lawson-1
Greg Laybourn,2007-09-15,3,Oregon State,,Idaho State,W,1,1,0,2,greg-laybourn-1
Keenan Lewis,2007-09-15,3,Oregon State,,Idaho State,W,1,16,0,2,keenan-lewis-1
Trevard Lindley,2007-09-15,3,Kentucky,,Louisville,W,1,33,0,1,trevard-lindley-1
Curtis Lofton,2007-09-15,3,Oklahoma,,Utah State,W,1,45,1,1,curtis-lofton-1
Chris Long,2007-09-15,3,Virginia,@,North Carolina,W,1,25,0,2,chris-long-1
