Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Aaron Curry,2016-09-03,1,Texas Christian,,South Dakota State,W,0,,,1,aaron-curry-2
Duke Dawson,2016-09-03,1,Florida,,Massachusetts,W,0,,,1,duke-dawson-1
Malik Dixon,2016-09-03,1,South Florida,,Towson,W,0,,,1,malik-dixon-1
Da'Sean Downey,2016-09-03,1,Massachusetts,@,Florida,L,0,,,1,dasean-downey-1
Arrington Farrar,2016-09-03,1,Wisconsin,N,Louisiana State,W,0,,,1,arrington-farrar-1
Bryon Fields,2016-09-03,1,Duke,,North Carolina Central,W,0,,,1,bryon-fields-1
Tahaan Goodman,2016-09-03,1,UCLA,@,Texas A&M,L,0,,,1,tahaan-goodman-1
James Gray,2016-09-03,1,North Texas,,Southern Methodist,L,0,,,1,james-gray-2
Shaquem Griffin,2016-09-03,1,Central Florida,,South Carolina State,W,0,,,1,shaquem-griffin-1
Tre Griffin,2016-09-03,1,Georgia Southern,,Savannah State,W,0,,,1,tre-griffin-1
Anthony Hamilton,2016-09-03,1,Florida Atlantic,,Southern Illinois,W,0,,,1,anthony-hamilton-1
Terrill Hanks,2016-09-03,1,New Mexico State,@,Texas-El Paso,L,0,,,1,terrill-hanks-1
Ryan Harris,2016-09-03,1,Navy,,Fordham,W,0,,,1,ryan-harris-3
Willie Harvey,2016-09-03,1,Iowa State,,Northern Iowa,L,0,,,1,willie-harvey-1
Taylor Heflin,2016-09-03,1,Navy,,Fordham,W,0,,,1,taylor-heflin-1
Keanu Hill,2016-09-03,1,Tulsa,,San Jose State,W,0,,,1,keanu-hill-1
Jack Hockaday,2016-09-03,1,Iowa,,Miami (OH),W,0,,,1,jack-hockaday-1
Donte Jackson,2016-09-03,1,Louisiana State,N,Wisconsin,L,0,,,1,donte-jackson-1
William Jeanlys,2016-09-03,1,Southern Methodist,@,North Texas,W,0,,,1,william-jeanlys-1
John Johnson,2016-09-03,1,Boston College,N,Georgia Tech,L,0,,,1,john-johnson-9
J'Terius Jones,2016-09-03,1,Miami (OH),@,Iowa,L,0,,,1,jterius-jones-1
Micah Kiser,2016-09-03,1,Virginia,,Richmond,L,0,,,2,micah-kiser-1
Brett Kulka,2016-09-03,1,Maryland,,Howard,W,0,,,1,brett-kulka-1
Justin Lucas,2016-09-03,1,Troy,,Austin Peay,W,0,,,1,justin-lucas-1
Quinton Maxwell,2016-09-03,1,Ohio,,Texas State,L,0,,,1,quinton-maxwell-1
Mike McCray,2016-09-03,1,Michigan,,Hawaii,W,0,,,1,mike-mccray-2
Brandon McDowell,2016-09-03,1,Texas State,@,Ohio,W,0,,,1,brandon-mcdowell-1
Courtney Miggins,2016-09-03,1,Kentucky,,Southern Mississippi,L,0,,,1,courtney-miggins-1
Jordan Mittie,2016-09-03,1,Texas State,@,Ohio,W,0,,,1,jordan-mittie-1
Damani Mosby,2016-09-03,1,Kansas,,Rhode Island,W,0,,,1,damani-mosby-1
Anthony Nelson,2016-09-03,1,Iowa,,Miami (OH),W,0,,,2,anthony-nelson-1
Kingsley Opara,2016-09-03,1,Maryland,,Howard,W,0,,,1,kingsley-opara-1
DeMarcus Owens,2016-09-03,1,New Mexico State,@,Texas-El Paso,L,1,,,1,demarcus-owens-1
Jaymar Parrish,2016-09-03,1,Pittsburgh,,Villanova,W,0,,,1,jaymar-parrish-1
Butch Pau'u,2016-09-03,1,Brigham Young,N,Arizona,W,0,,,1,butch-pauu-1
Brian Peavy,2016-09-03,1,Iowa State,,Northern Iowa,L,0,,,1,brian-peavy-1
Kevon Perry,2016-09-03,1,Louisiana,,Boise State,L,0,,,1,kevon-perry-1
John Plattenburg,2016-09-03,1,Southern California,N,Alabama,L,0,,,1,john-plattenburg-1
Benning Potoa'e,2016-09-03,1,Washington,,Rutgers,W,0,,,1,benning-potoae-1
Randy Ramsey,2016-09-03,1,Arkansas,,Louisiana Tech,W,0,,,1,randy-ramsey-1
Kevin Robbins,2016-09-03,1,Ohio,,Texas State,L,0,,,1,kevin-robbins-2
Trevor Roop,2016-09-03,1,Bowling Green State,@,Ohio State,L,0,,,1,trevor-roop-1
Ocie Rose,2016-09-03,1,Florida Atlantic,,Southern Illinois,W,0,,,1,ocie-rose-1
Prince Sam,2016-09-03,1,Louisiana Tech,@,Arkansas,L,0,,,1,prince-sam-1
Adam Shuler II,2016-09-03,1,West Virginia,,Missouri,W,0,,,1,adam-shuler-ii-1
Antonio Simmons,2016-09-03,1,Georgia Tech,N,Boston College,W,0,,,1,antonio-simmons-1
Robert Spillane,2016-09-03,1,Western Michigan,@,Northwestern,W,0,,,1,robert-spillane-1
M.J. Stewart,2016-09-03,1,North Carolina,N,Georgia,L,0,,,1,mj-stewart-1
Steven Taylor,2016-09-03,1,Houston,N,Oklahoma,W,0,,,1,steven-taylor-1
Xavier Thigpen,2016-09-03,1,Southern Mississippi,@,Kentucky,W,1,,,1,xavier-thigpen-1
Cole Walterscheid,2016-09-03,1,Oklahoma State,,Southeastern Louisiana,W,0,,,1,cole-walterscheid-1
Terrence Waugh,2016-09-03,1,Kent State,@,Penn State,L,0,,,1,terrence-waugh-1
Darrell Williams,2016-09-03,1,Auburn,,Clemson,L,0,,,1,darrell-williams-10
Daniel Appouh,2016-09-04,1,Old Dominion,,Hampton,W,0,,,1,daniel-appouh-1
Bunmi Rotimi,2016-09-04,1,Old Dominion,,Hampton,W,0,,,1,bunmi-rotimi-1
Demarcus Walker,2016-09-05,1,Florida State,N,Mississippi,W,0,,,1,demarcus-walker-1
Parris Bennett,2016-09-09,2,Syracuse,,Louisville,L,0,,,2,parris-bennett-1
Zaire Franklin,2016-09-09,2,Syracuse,,Louisville,L,0,,,1,zaire-franklin-1
James Hearns,2016-09-09,2,Louisville,@,Syracuse,W,0,,,1,james-hearns-1
Chucky Williams,2016-09-09,2,Louisville,@,Syracuse,W,1,,,1,chucky-williams-1
Randy Allen,2016-09-10,2,South Alabama,,Georgia Southern,L,0,,,1,randy-allen-1
Richard Allen,2016-09-10,2,Tulane,,Southern,W,0,,,1,richard-allen-2
Ade Aruna,2016-09-10,2,Tulane,,Southern,W,0,,,1,ade-aruna-1
Budda Baker,2016-09-10,2,Washington,,Idaho,W,0,,,1,budda-baker-1
Parker Baldwin,2016-09-10,2,San Diego State,,California,W,0,,,1,parker-baldwin-1
Jonathan Battle,2016-09-10,2,Georgia Southern,@,South Alabama,W,0,,,1,jonathan-battle-1
Francis Bernard,2016-09-10,2,Brigham Young,@,Utah,L,0,,,1,francis-bernard-1
Trevon Bierria,2016-09-10,2,San Jose State,,Portland State,W,0,,,1,trevon-bierria-1
Dillion Birden,2016-09-10,2,Houston,,Lamar,W,1,,,1,dillion-birden-1
Rori Blair,2016-09-10,2,Pittsburgh,,Penn State,W,0,,,1,rori-blair-1
Shawn Boone,2016-09-10,2,North Carolina State,@,East Carolina,L,0,,,1,shawn-boone-1
Kris Boyd,2016-09-10,2,Texas,,Texas-El Paso,W,0,,,1,kris-boyd-1
Dennis Briggs,2016-09-10,2,Pittsburgh,,Penn State,W,0,,,1,dennis-briggs-1
Kenneth Brinson,2016-09-10,2,Army,,Rice,W,0,,,1,kenneth-brinson-1
Torrence Brown,2016-09-10,2,Penn State,@,Pittsburgh,L,0,,,1,torrence-brown-1
Brian Burns,2016-09-10,2,Florida State,,Charleston Southern,W,0,,,1,brian-burns-2
Ikie Calderon,2016-09-10,2,Eastern Michigan,@,Missouri,L,0,,,1,ikie-calderon-1
Patrick Choudja,2016-09-10,2,Nevada,@,Notre Dame,L,0,,,1,patrick-choudja-1
Marquise Copeland,2016-09-10,2,Cincinnati,@,Purdue,W,0,,,1,marquise-copeland-1
Zach Cunningham,2016-09-10,2,Vanderbilt,,Middle Tennessee State,W,0,,,1,zach-cunningham-1
Marcos Curry,2016-09-10,2,Texas-San Antonio,@,Colorado State,L,0,,,1,marcos-curry-1
Aaron Davis,2016-09-10,2,Georgia,,Nicholls State,W,0,,,1,aaron-davis-8
Antione Davis,2016-09-10,2,California,@,San Diego State,L,0,,,1,antione-davis-1
Davante Davis,2016-09-10,2,Texas,,Texas-El Paso,W,0,,,1,davante-davis-1
Kevin Davis,2016-09-10,2,Colorado State,,Texas-San Antonio,W,0,,,1,kevin-davis-3
Alec Dhaenens,2016-09-10,2,Boise State,,Washington State,W,0,,,1,alec-dhaenens-1
B.J. Edmonds,2016-09-10,2,Arkansas State,@,Auburn,L,0,,,1,bj-edmonds-1
Devon Edwards,2016-09-10,2,Duke,,Wake Forest,L,0,,,1,devon-edwards-1
Duke Ejiofor,2016-09-10,2,Wake Forest,@,Duke,W,1,,,2,duke-ejiofor-1
Kaden Elliss,2016-09-10,2,Idaho,@,Washington,L,0,,,1,kadem-elliss-1
Jaylon Ferguson,2016-09-10,2,Louisiana Tech,,South Carolina State,W,0,,,1,jaylon-ferguson-1
Minkah Fitzpatrick,2016-09-10,2,Alabama,,Western Kentucky,W,0,,,1,minkah-fitzpatrick-1
Tanner Fleming,2016-09-10,2,UNC Charlotte,,Elon,W,0,,,1,tanner-fleming-2
Tomon Fox,2016-09-10,2,North Carolina,@,Illinois,W,0,,,1,tomon-fox-1
Neville Gallimore,2016-09-10,2,Oklahoma,,Louisiana-Monroe,W,0,,,1,neville-gallimore-1
Alohi Gilman,2016-09-10,2,Navy,,Connecticut,W,2,,,1,alohi-gilman-1
C.J. Hampton,2016-09-10,2,Mississippi,,Wofford,W,0,,,1,cj-hampton-1
Darius Harris,2016-09-10,2,Middle Tennessee State,@,Vanderbilt,L,1,,,1,darius-harris-2
Troy Hawthorne,2016-09-10,2,Nevada-Las Vegas,@,UCLA,L,1,,,1,troy-hawthorne-1
Dalton Herrington,2016-09-10,2,New Mexico State,,New Mexico,W,1,,,1,dalton-herrington-1
B.J. Hill,2016-09-10,2,North Carolina State,@,East Carolina,L,0,,,1,bj-hill-3
Brody Hoying,2016-09-10,2,Eastern Michigan,@,Missouri,L,0,,,1,brody-hoying-1
Julian Huff,2016-09-10,2,Minnesota,,Indiana State,W,0,,,1,julian-huff-1
Marlon Humphrey,2016-09-10,2,Alabama,,Western Kentucky,W,0,,,1,marlon-humphrey-1
Oluwaseun Idowu,2016-09-10,2,Pittsburgh,,Penn State,W,0,,,1,oluwaseun-idowu-1
Todd Kelly,2016-09-10,2,Tennessee,N,Virginia Tech,W,0,,,1,todd-kelly-1
Ashton Lampkin,2016-09-10,2,Oklahoma State,,Central Michigan,L,0,,,1,ashton-lampkin-1
Harold Landry,2016-09-10,2,Boston College,@,Massachusetts,W,0,,,1,harold-landry-1
Harvey Langi,2016-09-10,2,Brigham Young,@,Utah,L,0,,,1,harvey-langi-2
Shawayne Lawrence,2016-09-10,2,Georgia State,@,Air Force,L,0,,,1,shawayne-lawrence-1
Jeremiah Ledbetter,2016-09-10,2,Arkansas,@,Texas Christian,W,0,,,1,jeremiah-ledbetter-1
Patrick Levels,2016-09-10,2,Baylor,,Southern Methodist,W,1,,,2,patrick-levels-1
Tyquan Lewis,2016-09-10,2,Ohio State,,Tulsa,W,0,,,1,tyquan-lewis-1
Dante Lovilette,2016-09-10,2,Texas-El Paso,@,Texas,L,0,,,1,dante-lovilette-1
Nafees Lyon,2016-09-10,2,UNC Charlotte,,Elon,W,0,,,1,nafees-lyon-1
Jordan Mack,2016-09-10,2,Virginia,@,Oregon,L,0,,,1,jordan-mack-1
Amos Mason,2016-09-10,2,Navy,,Connecticut,W,0,,,1,amos-mason-1
Jake Matthews,2016-09-10,2,Arizona,,Grambling State,W,1,,,1,jake-matthews-2
Mike McCray,2016-09-10,2,Michigan,,Central Florida,W,0,,,1,mike-mccray-2
JoJo McIntosh,2016-09-10,2,Washington,,Idaho,W,0,,,1,jojo-mcintosh-1
Raekwon McMillan,2016-09-10,2,Ohio State,,Tulsa,W,0,,,1,raekwon-mcmillan-1
Juantez McRae,2016-09-10,2,Kent State,,North Carolina A&T,L,0,,,1,juantez-mcrae-1
Elijah Merchant,2016-09-10,2,Navy,,Connecticut,W,0,,,1,elijah-merchant-1
Paul Moses,2016-09-10,2,Miami (OH),,Eastern Illinois,L,0,,,1,paul-moses-1
Mikal Myers,2016-09-10,2,Connecticut,@,Navy,L,0,,,1,mikal-myers-1
James Nachtigal,2016-09-10,2,Army,,Rice,W,0,,,1,james-nachtigal-1
Corey Neely,2016-09-10,1,Marshall,,Morgan State,W,0,,,1,corey-neely-1
Marcus Oliver,2016-09-10,2,Indiana,,Ball State,W,0,,,1,marcus-oliver-2
Nick Oreglia,2016-09-10,2,San Jose State,,Portland State,W,0,,,1,nick-oreglia-1
Jachai Polite,2016-09-10,2,Florida,,Kentucky,W,0,,,1,jachai-polite-1
Sawyer Powell,2016-09-10,2,Brigham Young,@,Utah,L,0,,,1,sawyer-powell-1
Dayon Pratt,2016-09-10,2,East Carolina,,North Carolina State,W,0,,,1,dayon-pratt-1
Ejuan Price,2016-09-10,2,Pittsburgh,,Penn State,W,0,,,2,ejuan-price-1
Jeremiah Pritchard,2016-09-10,3,Hawaii,,Tennessee-Martin,W,0,,,1,jeremiah-pritchard-1
Randy Ricks,2016-09-10,2,San Diego State,,California,W,0,,,1,randy-ricks-1
A'Shon Riggins,2016-09-10,2,Indiana,,Ball State,W,0,,,1,ashon-riggins-1
Chapelle Russell,2016-09-10,2,Temple,,Stony Brook,W,1,,,1,chapelle-russell-1
D.J. Sanders,2016-09-10,2,Middle Tennessee State,@,Vanderbilt,L,0,,,1,dj-sanders-1
Alonzo Saxton II,2016-09-10,2,Duke,,Wake Forest,L,0,,,1,alonzo-saxton-ii-1
Tegray Scales,2016-09-10,2,Indiana,,Ball State,W,0,,,1,tegray-scales-1
Jeffery Simmons,2016-09-10,2,Mississippi State,,South Carolina,W,0,,,1,jeffery-simmons-1
Darrell Songy,2016-09-10,2,South Alabama,,Georgia Southern,L,0,,,1,darrell-songy-1
Connor Strachan,2016-09-10,2,Boston College,@,Massachusetts,W,0,,,1,connor-strachan-1
Pita Taumoepenu,2016-09-10,2,Utah,,Brigham Young,W,0,,,1,pita-taumoepenu-3
Daiquan Thomasson,2016-09-10,2,Navy,,Connecticut,W,0,,,1,daiquan-thomasson-1
Derrick Tindal,2016-09-10,2,Wisconsin,,Akron,W,0,,,1,derrick-tindal-1
Ty Tyler,2016-09-10,1,Marshall,,Morgan State,W,1,,,1,ty-tyler-1
Ike Ukwu,2016-09-10,2,Georgia Southern,@,South Alabama,W,0,,,1,ike-ukwu-1
Kendal Vickers,2016-09-10,2,Tennessee,N,Virginia Tech,W,0,,,1,kendal-vickers-1
Demarcus Walker,2016-09-10,2,Florida State,,Charleston Southern,W,0,,,1,demarcus-walker-1
Jonathan Walton,2016-09-10,2,South Carolina,@,Mississippi State,L,0,,,1,jonathan-walton-1
Shaquille Warren,2016-09-10,2,Louisiana-Monroe,@,Oklahoma,L,0,,,1,shaquille-warren-1
Shaan Washington,2016-09-10,2,Texas A&M,,Prairie View A&M,W,0,,,1,shaan-washington-1
Ralph Webb,2016-09-10,2,Vanderbilt,,Middle Tennessee State,W,0,,,1,ralph-webb-1
Joshua Wheeler,2016-09-10,2,North Texas,,Bethune-Cookman,W,0,,,1,joshua-wheeler-1
Sean Wiggins,2016-09-10,2,Ball State,@,Indiana,L,0,,,1,sean-wiggins-1
Avery Williams,2016-09-10,2,Temple,,Stony Brook,W,0,,,1,avery-williams-4
Khaylan Williams,2016-09-10,2,Navy,,Connecticut,W,0,,,1,khaylan-williams-1
Andrew Wingard,2016-09-10,2,Wyoming,@,Nebraska,L,0,,,1,andrew-wingard-1
Chase Winovich,2016-09-10,2,Michigan,,Central Florida,W,0,,,1,chase-winovich-1
Jawuan Woodley,2016-09-10,2,Toledo,,Maine,W,0,,,1,jawuan-woodley-1
Jordan Wyatt,2016-09-10,2,Southern Methodist,@,Baylor,L,0,,,1,jordan-wyatt-1
Isaac Yiadom,2016-09-10,2,Boston College,@,Massachusetts,W,0,,,1,isaac-yiadom-1
Dedrick Young,2016-09-10,2,Nebraska,,Wyoming,W,0,,,1,dedrick-young-1
Parker Zellers,2016-09-10,2,Arizona,,Grambling State,W,0,,,2,parker-zellers-1
Carter Jacobs,2016-09-15,3,Cincinnati,,Houston,L,0,,,1,carter-jacobs-1
Jaylyin Minor,2016-09-15,3,Cincinnati,,Houston,L,0,,,1,jaylyin-minor-1
Mark Wilson,2016-09-15,3,Cincinnati,,Houston,L,0,,,1,mark-wilson-6
King Newton,2016-09-16,3,Texas-San Antonio,,Arizona State,L,0,,,1,king-newton-1
Chris Odom,2016-09-16,3,Arkansas State,@,Utah State,L,0,,,1,chris-odom-1
Collin Whitaker,2016-09-16,3,Rice,,Baylor,L,0,,,2,collin-whitaker-1
Tion Wright,2016-09-16,3,Baylor,@,Rice,W,0,,,1,tion-wright-1
Freedom Akinmoladun,2016-09-17,3,Nebraska,,Oregon,W,0,,,1,freedom-akinmoladun-1
James Alexander,2016-09-17,3,Kent State,,Monmouth,W,0,,,1,james-alexander-1
Ali Ali-Musa,2016-09-17,3,Massachusetts,,Florida International,W,0,,,1,ali-ali-musa-1
Calvin Allen,2016-09-17,3,Arizona,,Hawaii,W,0,,,1,calvin-allen-1
Joshua Allen,2016-09-17,3,Miami (OH),,Western Kentucky,L,0,,,1,joshua-allen-1
Rodney Allen,2016-09-17,2,Marshall,,Akron,L,0,,,1,rodney-allen-3
Cleon Aloese,2016-09-17,3,Ohio,@,Tennessee,L,0,,,1,cleon-aloese-1
Ryan Anderson,2016-09-17,3,Alabama,@,Mississippi,W,0,,,1,ryan-anderson-1
Eric Assoua,2016-09-17,3,Western Michigan,@,Illinois,W,0,,,1,eric-assoua-1
Chidobe Awuzie,2016-09-17,3,Colorado,@,Michigan,L,0,,,1,chidobe-awuzie-1
Tevis Bartlett,2016-09-17,3,Washington,,Portland State,W,1,,,1,tevis-bartlett-1
Zach Bartman,2016-09-17,3,Bowling Green State,,Middle Tennessee State,L,0,,,1,zach-bartman-1
Zack Baun,2016-09-17,3,Wisconsin,,Georgia State,W,0,,,1,zack-baun-1
Emmanuel Beal,2016-09-17,3,Oklahoma,,Ohio State,L,0,,,1,emmanuel-beal-1
Trevon Bierria,2016-09-17,3,San Jose State,,Utah,L,0,,,1,trevon-bierria-1
C.J. Bradshaw,2016-09-17,3,Old Dominion,@,North Carolina State,L,0,,,1,cj-bradshaw-1
Juwuan Briscoe,2016-09-17,3,Georgia,@,Missouri,W,2,,,1,juwuan-briscoe-1
Nate Brooks,2016-09-17,3,North Texas,@,Florida,L,0,,,1,nate-brooks-3
Jesse Brubaker,2016-09-17,3,Tulsa,,North Carolina A&T,W,0,,,1,jesse-brubaker-1
Rodney Butler,2016-09-17,3,New Mexico State,@,Kentucky,L,0,,,1,rodney-butler-1
Terry Caldwell,2016-09-17,3,Mississippi,,Alabama,L,0,,,1,terry-caldwell-1
Jermaine Carter Jr.,2016-09-17,3,Maryland,@,Central Florida,W,0,,,1,jermaine-carter-jr-1
Reggie Chevis,2016-09-17,3,Texas A&M,@,Auburn,W,0,,,1,reggie-chevis-1
Chuck Clark,2016-09-17,3,Virginia Tech,,Boston College,W,0,,,1,chuck-clark-1
Davison Colimon,2016-09-17,3,Florida International,@,Massachusetts,L,0,,,1,davison-colimon-1
Byron Cowart,2016-09-17,3,Auburn,,Texas A&M,L,0,,,1,byron-cowart-1
Deondre Daniels,2016-09-17,3,Miami (OH),,Western Kentucky,L,0,,,1,deondre-daniels-1
Nikolas Daniels,2016-09-17,2,Texas State,@,Arkansas,L,1,,,1,nikolas-daniels-1
Darnell Davis Jr.,2016-09-17,3,Rutgers,,New Mexico,W,0,,,1,darnell-davis-jr-1
Aaron Davis,2016-09-17,3,Georgia,@,Missouri,W,0,,,1,aaron-davis-8
Da'Sean Downey,2016-09-17,3,Massachusetts,,Florida International,W,0,,,1,dasean-downey-1
Karmichael Dunbar,2016-09-17,3,Louisiana,,South Alabama,W,0,,,1,karmichael-dunbar-1
Daivon Ellison,2016-09-17,3,Syracuse,,South Florida,L,0,,,1,daivon-ellison-1
Marcus Epps,2016-09-17,3,Wyoming,,California-Davis,W,0,,,1,marcus-epps-1
Titus Failauga,2016-09-17,2,Oregon State,,Idaho State,W,0,,,1,titus-failauga-1
Tron Folsom,2016-09-17,3,Troy,@,Southern Mississippi,W,0,,,1,tron-folsom-1
Jarrod Franklin,2016-09-17,3,Tulane,,Navy,L,0,,,1,jarrod-franklin-1
Austin Gearing,2016-09-17,3,Miami (OH),,Western Kentucky,L,0,,,1,austin-gearing-1
Carl Granderson,2016-09-17,3,Wyoming,,California-Davis,W,0,,,1,carl-granderson-1
David Griffith,2016-09-17,3,Louisiana-Monroe,@,Georgia Southern,L,0,,,1,david-griffith-1
Javon Hagan,2016-09-17,3,Ohio,@,Tennessee,L,0,,,2,javon-hagan-1
Terrill Hanks,2016-09-17,3,New Mexico State,@,Kentucky,L,0,,,1,terrill-hanks-1
Dylan Hanser,2016-09-17,3,Washington State,,Idaho,W,0,,,1,dylan-hanser-1
Dezmond Harris,2016-09-17,3,Mississippi State,@,Louisiana State,L,0,,,2,dezmond-harris-1
Chris Hawkins,2016-09-17,3,Southern California,@,Stanford,L,0,,,1,chris-hawkins-4
Marquis Haynes,2016-09-17,3,Mississippi,,Alabama,L,0,,,1,marquis-haynes-1
Chris Hendricks,2016-09-17,3,Eastern Michigan,@,UNC Charlotte,W,0,,,1,chris-hendricks-1
Daniel Henry,2016-09-17,3,New Mexico,@,Rutgers,L,0,,,1,daniel-henry-1
Ronnie Hoggins,2016-09-17,3,South Florida,@,Syracuse,W,0,,,1,ronnie-hoggins-1
Alijah Holder,2016-09-17,2,Stanford,,Southern California,W,0,,,1,alijah-holder-1
Sha-Ki Holines,2016-09-17,3,Massachusetts,,Florida International,W,0,,,1,sha-ki-holines-1
Shaquille Huff,2016-09-17,3,Middle Tennessee State,@,Bowling Green State,W,0,,,1,shaquille-huff-1
Casey Hughes,2016-09-17,3,Utah,@,San Jose State,W,0,,,1,casey-hughes-2
Naashon Hughes,2016-09-17,3,Texas,@,California,L,0,,,1,naashon-hughes-1
Joel Iyiegbuniwe,2016-09-17,3,Western Kentucky,@,Miami (OH),W,0,,,1,joel-iyiegbuniwe-1
