Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Mike Groover,2006-09-02,1,Wyoming,,Utah State,W,0,0,0,1,mike-groover-1
Greyson Gunheim,2006-09-02,1,Washington,,San Jose State,W,0,0,0,1,greyson-gunheim-1
Jason Hamlin,2006-09-02,1,Alabama-Birmingham,@,Oklahoma,L,0,0,0,1,jason-hamlin-1
Quin Harris,2006-09-02,1,Louisiana Tech,@,Nebraska,L,0,0,0,1,quin-harris-1
Louis Holmes,2006-09-02,1,Arizona,,Brigham Young,W,0,0,0,1,louis-holmes-1
Evander Hood,2006-09-02,1,Missouri,,Murray State,W,0,0,0,1,evander-hood-1
Daniel Howell,2006-09-02,1,Washington,,San Jose State,W,0,0,0,1,daniel-howell-1
Jake Hutton,2006-09-02,1,Utah State,@,Wyoming,L,0,0,0,1,jake-hutton-1
Jack Ikegwuonu,2006-09-02,1,Wisconsin,@,Bowling Green State,W,0,0,0,1,jack-ikegwuonu-1
Ameer Ismail,2006-09-02,1,Western Michigan,@,Indiana,L,0,0,0,1,ameer-ismail-1
Jervonte Jackson,2006-09-02,1,Florida Atlantic,@,Clemson,L,0,0,0,1,jervonte-jackson-1
Tanard Jackson,2006-09-02,1,Syracuse,@,Wake Forest,L,0,0,0,1,tanard-jackson-1
Trae Jackson,2006-09-02,1,San Jose State,@,Washington,L,0,0,0,1,trae-jackson-1
Geno Johnson,2006-09-02,1,Indiana,,Western Michigan,W,0,0,0,1,geno-johnson-1
Landon Johnson,2006-09-02,1,Stanford,@,Oregon,L,0,0,0,1,landon-johnson-2
Ezekial Knight,2006-09-02,1,Alabama,,Hawaii,W,0,0,0,1,ezekial-knight-1
Brandon Lang,2006-09-02,1,Troy,,Alabama State,W,0,0,0,1,brandon-lang-1
Spencer Larsen,2006-09-02,1,Arizona,,Brigham Young,W,0,0,0,1,spencer-larsen-1
Aaron Lewis,2006-09-02,1,Texas,,North Texas,W,0,0,1,1,aaron-lewis-2
Marquay Love,2006-09-02,1,Houston,@,Rice,W,0,0,0,1,marquay-love-1
John Mackey,2006-09-02,1,Akron,@,Penn State,L,0,0,0,1,john-mackey-1
Phillip Merling,2006-09-02,1,Clemson,,Florida Atlantic,W,0,0,0,1,phillip-merling-1
Sadiq Muhammed,2006-09-02,1,Kansas,,Northwestern State,W,0,0,0,1,sadiq-muhammed-1
Jordan Murray,2006-09-02,1,Army,@,Arkansas State,L,0,0,0,1,jordan-murray-1
Jared Norton,2006-09-02,1,Texas,,North Texas,W,0,0,0,1,jared-norton-1
Sam Olajubutu,2006-09-02,1,Arkansas,,Southern California,L,0,0,0,1,sam-olajubutu-1
Christopher Owens,2006-09-02,1,San Jose State,@,Washington,L,0,0,0,1,christopher-owens-1
Marcus Perry,2006-09-02,1,Kansas State,,Illinois State,W,0,0,0,1,marcus-perry-1
Leonard Peters,2006-09-02,1,Hawaii,@,Alabama,L,0,0,0,1,leonard-peters-1
Josh Pinnick,2006-09-02,1,Florida Atlantic,@,Clemson,L,0,0,0,1,josh-pinnick-1
Jake Powers,2006-09-02,1,Indiana,,Western Michigan,W,0,0,0,1,jake-powers-1
Jake Ratliff,2006-09-02,1,Texas Tech,,Southern Methodist,W,0,0,0,1,jake-ratliff-1
Keith Rivers,2006-09-02,1,Southern California,@,Arkansas,W,0,0,0,1,keith-rivers-1
Ricky Sapp,2006-09-02,1,Clemson,,Florida Atlantic,W,0,0,0,1,ricky-sapp-1
Dallas Sartz,2006-09-02,1,Southern California,@,Arkansas,W,0,0,0,1,dallas-sartz-1
Zach Schreiber,2006-09-02,1,Alabama,,Hawaii,W,0,0,0,1,zach-schreiber-1
Pat Sims,2006-09-02,1,Auburn,,Washington State,W,0,0,0,1,pat-sims-1
Joe Stellmacher,2006-09-02,1,Wisconsin,@,Bowling Green State,W,0,0,0,1,joe-stellmacher-1
Brandon Sumrall,2006-09-02,1,Southern Mississippi,@,Florida,L,0,0,0,1,brandon-sumrall-1
John Talley,2006-09-02,1,Duke,,Richmond,L,0,0,0,1,john-talley-1
Alterraun Verner,2006-09-02,1,UCLA,,Utah,W,1,18,0,1,alterraun-verner-1
Thaddaeus Washington,2006-09-02,1,Colorado,,Montana State,L,0,0,0,1,thaddaeus-washington-1
Otis Wiley,2006-09-02,1,Michigan State,,Idaho,W,0,0,0,1,otis-wiley-1
Darien Williams,2006-09-02,1,Oklahoma,,Alabama-Birmingham,W,0,0,0,1,darien-williams-1
Donovan Woods,2006-09-02,1,Oklahoma State,,Missouri State,W,0,0,0,1,donovan-woods-1
Eric Wright,2006-09-02,1,Nevada-Las Vegas,,Idaho State,W,0,0,0,1,eric-wright-1
John Wright,2006-09-02,1,Army,@,Arkansas State,L,0,0,0,1,john-wright-4
Zach Anderson,2006-09-03,1,Louisville,,Kentucky,W,0,0,1,1,zach-anderson-1
Tommy Blake,2006-09-03,1,Texas Christian,@,Baylor,W,0,0,0,1,tommy-blake-1
Viciente Deloach,2006-09-03,1,Mississippi,,Memphis,W,0,0,0,1,viciente-deloach-1
Marcus McClinton,2006-09-03,1,Kentucky,@,Louisville,L,0,0,0,1,marcus-mcclinton-1
Romeo Davis,2006-09-04,1,Miami (FL),,Florida State,L,0,0,0,1,romeo-davis-1
Coye Francies,2006-09-07,2,Oregon State,@,Boise State,L,0,0,0,1,coye-francies-1
Kyle Gingg,2006-09-07,2,Boise State,,Oregon State,W,0,0,0,1,kyle-gingg-1
Orlando Scandrick,2006-09-07,2,Boise State,,Oregon State,W,0,0,0,1,orlando-scandrick-1
John Malecki,2006-09-08,2,Pittsburgh,@,Cincinnati,W,0,0,0,1,john-malecki-1
Anthony Williams,2006-09-08,2,Cincinnati,,Pittsburgh,L,0,0,0,1,anthony-williams-1
Ryan Babb,2006-09-09,2,Troy,@,Florida State,L,0,0,0,1,ryan-babb-1
Marcus Bacon,2006-09-09,2,Missouri,,Mississippi,W,0,0,0,1,marcus-bacon-1
Nate Banks,2006-09-09,2,Mississippi,@,Missouri,L,0,0,0,1,nate-banks-1
Michael Bennett,2006-09-09,2,Texas A&M,,Louisiana,W,0,0,0,1,michael-bennett-3
Quincy Black,2006-09-09,2,New Mexico,@,New Mexico State,W,0,0,0,1,quincy-black-1
Alan Branch,2006-09-09,2,Michigan,,Central Michigan,W,0,0,0,1,alan-branch-1
Isaac Brown,2006-09-09,2,Central Michigan,@,Michigan,L,0,0,0,1,isaac-brown-1
Ramarcus Brown,2006-09-09,2,Georgia,@,South Carolina,W,0,0,0,1,ramarcus-brown-1
Jeff Bublavi,2006-09-09,2,Buffalo,@,Bowling Green State,L,0,0,0,1,jeff-bublavi-1
Marcus Burton,2006-09-09,2,Colorado,N,Colorado State,L,0,0,0,1,marcus-burton-1
Matt Buskirk,2006-09-09,2,Western Michigan,,Toledo,W,0,0,0,1,matt-buskirk-1
Jairus Byrd,2006-09-09,2,Oregon,@,Fresno State,W,0,0,0,1,jairus-byrd-1
Rob Caldwell,2006-09-09,2,Navy,,Massachusetts,W,0,0,0,1,rob-caldwell-1
Zach Catanese,2006-09-09,2,Arizona State,,Nevada,W,0,0,0,1,zach-catanese-1
Henry Chubb,2006-09-09,2,Troy,@,Florida State,L,0,0,0,1,henry-chubb-1
Ashton Cobb,2006-09-09,2,Kentucky,,Texas State,W,0,0,0,1,ashton-cobb-1
Brannon Condren,2006-09-09,2,Troy,@,Florida State,L,0,0,0,1,brannon-condren-1
Maurice Crum,2006-09-09,2,Notre Dame,,Penn State,W,0,0,0,1,maurice-crum-1
Jessie Daniels,2006-09-09,2,Louisiana State,,Arizona,W,0,0,0,1,jessie-daniels-1
Robert Davis,2006-09-09,2,Idaho,@,Washington State,L,0,0,0,1,robert-davis-1
Victor Degrate,2006-09-09,2,Oklahoma State,@,Arkansas State,W,0,0,0,1,victor-degrate-1
Jolonn Dunbar,2006-09-09,2,Boston College,,Clemson,W,0,0,0,1,jolonn-dunbar-1
Chris Felder,2006-09-09,2,Alabama-Birmingham,,East Carolina,W,0,0,0,1,chris-felder-1
Jeffrey Fitzgerald,2006-09-09,2,Virginia,,Wyoming,W,0,0,0,1,jeffrey-fitzgerald-1
Moses Fokou,2006-09-09,2,Maryland,,Middle Tennessee State,W,0,0,0,2,moses-fokou-1
Brooks Foster,2006-09-09,2,North Carolina,,Virginia Tech,L,0,0,0,1,brooks-foster-1
Jonathan Goff,2006-09-09,2,Vanderbilt,@,Alabama,L,0,0,0,2,jonathan-goff-1
Randall Goode,2006-09-09,2,Southern Methodist,@,North Texas,L,0,0,0,1,randall-goode-1
Shavar Greer,2006-09-09,2,Marshall,,Hofstra,W,1,10,1,1,shavar-greer-1
Jonathan Grigsby,2006-09-09,2,Middle Tennessee State,@,Maryland,L,0,0,0,1,jonathan-grigsby-1
John Guice,2006-09-09,2,Nevada-Las Vegas,@,Iowa State,L,0,0,0,1,john-guice-1
Jason Hamlin,2006-09-09,2,Alabama-Birmingham,,East Carolina,W,0,0,0,1,jason-hamlin-1
Jacob Hardwick,2006-09-09,2,Bowling Green State,,Buffalo,W,0,0,0,1,jacob-hardwick-1
Julian Hill,2006-09-09,2,Baylor,,Northwestern State,W,0,0,0,1,julian-hill-1
Rex Hill,2006-09-09,2,Central Florida,@,Florida,L,0,0,0,1,rex-hill-1
Marcus Hollingsworth,2006-09-09,2,Arizona,@,Louisiana State,L,0,0,0,1,marcus-hollingsworth-1
Jake Hutton,2006-09-09,2,Utah State,@,Arkansas,L,0,0,0,1,jake-hutton-1
Kenny Iwebema,2006-09-09,2,Iowa,@,Syracuse,W,0,0,0,1,kenny-iwebema-1
Deandre Jackson,2006-09-09,2,Iowa State,,Nevada-Las Vegas,W,0,0,0,1,deandre-jackson-1
Aaron Johnson,2006-09-09,2,Washington State,,Idaho,W,0,0,0,1,aaron-johnson-2
Jeramie Johnson,2006-09-09,2,Mississippi State,,Auburn,L,0,0,0,2,jeramie-johnson-1
Rashad Johnson,2006-09-09,2,Alabama,,Vanderbilt,W,0,0,0,1,rashad-johnson-1
Andre Jones,2006-09-09,2,Akron,@,North Carolina State,W,0,0,0,1,andre-jones-2
Demetrius Jones,2006-09-09,2,San Jose State,,Stanford,W,1,15,0,1,demetrius-jones-2
Stanford Keglar,2006-09-09,2,Purdue,,Miami (OH),W,0,0,0,1,stanford-keglar-1
Nate Kenion,2006-09-09,2,Nevada-Las Vegas,@,Iowa State,L,0,0,0,1,nate-kenion-1
Dane Krogstad,2006-09-09,2,Arizona,@,Louisiana State,L,0,0,0,1,dane-krogstad-1
Jacob Lacey,2006-09-09,2,Oklahoma State,@,Arkansas State,W,0,0,0,1,jacob-lacey-1
Jordan Lake,2006-09-09,2,Baylor,,Northwestern State,W,0,0,0,1,jordan-lake-1
Ahijah Lane,2006-09-09,2,Fresno State,,Oregon,L,0,0,0,1,ahijah-lane-1
Zach Latimer,2006-09-09,2,Oklahoma,,Washington,W,0,0,0,1,zach-latimer-1
James Laurinaitis,2006-09-09,2,Ohio State,@,Texas,W,0,0,0,2,james-laurinaitis-1
J Leman,2006-09-09,2,Illinois,@,Rutgers,L,0,0,0,1,j-leman-1
Tarell Lewis,2006-09-09,2,Bowling Green State,,Buffalo,W,0,0,0,1,tarell-lewis-1
Blake Ligon,2006-09-09,2,New Mexico,@,New Mexico State,W,0,0,0,1,blake-ligon-1
Franklin Lloyd,2006-09-09,2,Troy,@,Florida State,L,0,0,0,1,franklin-lloyd-1
Sen'Derrick Marks,2006-09-09,2,Auburn,@,Mississippi State,W,0,0,0,1,senderrick-marks-1
Ernest Miller,2006-09-09,2,Houston,,Tulane,W,0,0,0,1,ernest-miller-1
Ben Moffitt,2006-09-09,2,South Florida,,Florida International,W,0,0,0,1,ben-moffitt-1
Dustin Mouzon,2006-09-09,2,Mississippi,@,Missouri,L,0,0,0,1,dustin-mouzon-1
Chinedum Ndukwe,2006-09-09,2,Notre Dame,,Penn State,W,0,0,0,1,chinedum-ndukwe-1
Mam Nyang,2006-09-09,2,Southern Mississippi,,Southeastern Louisiana,W,0,0,0,1,mam-nyang-1
Michael Ogle,2006-09-09,2,Central Michigan,@,Michigan,L,0,0,0,1,michael-ogle-1
Jeffrey Owens,2006-09-09,2,Georgia,@,South Carolina,W,0,0,0,1,jeffrey-owens-1
Chad Price,2006-09-09,2,Rice,@,UCLA,L,0,0,0,1,chad-price-1
Glover Quin,2006-09-09,2,New Mexico,@,New Mexico State,W,0,0,0,1,glover-quin-1
Brian Rackley,2006-09-09,2,North Carolina,,Virginia Tech,L,0,0,0,1,brian-rackley-1
Brian Raines,2006-09-09,2,Rice,@,UCLA,L,0,0,0,1,brian-raines-1
Sha'Reff Rashad,2006-09-09,2,Central Florida,@,Florida,L,0,0,0,1,shareff-rashad-1
Vaughn Rivers,2006-09-09,2,West Virginia,,Eastern Washington,W,0,0,0,1,vaughn-rivers-1
Scotty Robinson,2006-09-09,2,East Carolina,@,Alabama-Birmingham,L,0,0,0,1,scotty-robinson-1
Israel Route,2006-09-09,1,Tulane,@,Houston,L,0,0,0,1,israel-route-1
Bo Ruud,2006-09-09,2,Nebraska,,Nicholls State,W,0,0,0,1,bo-ruud-1
Jonal Saint-Dic,2006-09-09,2,Michigan State,,Eastern Michigan,W,0,0,0,1,jonal-saint-dic-1
Pat Sims,2006-09-09,2,Auburn,@,Mississippi State,W,0,0,0,1,pat-sims-1
Jason Spadoni,2006-09-09,2,Louisiana State,,Arizona,W,0,0,0,1,jason-spadoni-1
Desi Steib,2006-09-09,2,Minnesota,@,California,L,0,0,0,1,desi-steib-1
Chris Stevens,2006-09-09,2,Washington,@,Oklahoma,L,0,0,0,1,chris-stevens-1
Brandon Sumrall,2006-09-09,2,Southern Mississippi,,Southeastern Louisiana,W,0,0,0,2,brandon-sumrall-1
O.J. Swift,2006-09-09,2,New Mexico,@,New Mexico State,W,0,0,0,2,oj-swift-1
John Talley,2006-09-09,2,Duke,@,Wake Forest,L,0,0,0,1,john-talley-1
Hilee Taylor,2006-09-09,2,North Carolina,,Virginia Tech,L,0,0,0,1,hilee-taylor-1
Dennis Thornton,2006-09-09,2,Marshall,,Hofstra,W,0,0,0,1,dennis-thornton-1
Rakine Toomes,2006-09-09,2,San Jose State,,Stanford,W,0,0,0,1,rakine-toomes-1
Dustin Utschig,2006-09-09,2,Northern Illinois,,Ohio,L,0,0,0,1,dustin-utschig-1
Bob Vomhof,2006-09-09,2,Colorado State,N,Colorado,W,0,0,0,1,bob-vomhof-1
Cary Wade,2006-09-09,2,Virginia Tech,@,North Carolina,W,0,0,0,1,cary-wade-1
L.T. Walker,2006-09-09,2,Louisville,@,Temple,W,0,0,0,1,lt-walker-1
Kyle Ward,2006-09-09,2,Louisiana,@,Texas A&M,L,0,0,0,1,kyle-ward-1
Aaron Weathers,2006-09-09,2,North Texas,,Southern Methodist,W,0,0,0,1,aaron-weathers-1
Ken West,2006-09-09,2,Northern Illinois,,Ohio,L,0,0,0,1,ken-west-2
Jamaal Westerman,2006-09-09,2,Rutgers,,Illinois,W,0,0,0,1,jamaal-westerman-1
Glenn Williams,2006-09-09,2,Duke,@,Wake Forest,L,0,0,0,1,glenn-williams-1
Lamarr Woodley,2006-09-09,2,Michigan,,Central Michigan,W,0,0,0,1,lamarr-woodley-1
Donovan Woods,2006-09-09,2,Oklahoma State,@,Arkansas State,W,0,0,0,1,donovan-woods-1
Tom Zbikowski,2006-09-09,2,Notre Dame,,Penn State,W,1,25,1,1,tom-zbikowski-1
Lonnie Clemons,2006-09-14,3,Middle Tennessee State,,Tennessee Tech,W,1,40,1,1,lonnie-clemons-1
Brandon Gantt,2006-09-14,3,Middle Tennessee State,,Tennessee Tech,W,0,0,0,1,brandon-gantt-1
Erin Henderson,2006-09-14,3,Maryland,@,West Virginia,L,0,0,0,1,erin-henderson-1
David Holloway,2006-09-14,3,Maryland,@,West Virginia,L,0,0,0,1,david-holloway-1
Akeem Jackson,2006-09-14,3,West Virginia,,Maryland,W,0,0,0,1,akeem-jackson-1
Erik Walden,2006-09-14,3,Middle Tennessee State,,Tennessee Tech,W,0,0,0,2,erik-walden-1
Mike Alston,2006-09-15,3,Toledo,,Kansas,W,0,0,0,1,mike-alston-1
Brandon Duncan,2006-09-15,3,Kansas,@,Toledo,L,0,0,0,1,brandon-duncan-1
James McClinton,2006-09-15,3,Kansas,@,Toledo,L,0,0,0,1,james-mcclinton-1
Kevin Akins,2006-09-16,3,Boston College,,Brigham Young,W,0,0,0,1,kevin-akins-1
Josh Alexander,2006-09-16,3,Louisiana-Monroe,@,Alabama,L,0,0,0,1,josh-alexander-1
Rufus Alexander,2006-09-16,3,Oklahoma,@,Oregon,L,0,0,0,1,rufus-alexander-1
Jay Alford,2006-09-16,3,Penn State,,Youngstown State,W,0,0,0,1,jay-alford-1
James Arnold,2006-09-16,3,North Carolina,,Furman,W,0,0,0,1,james-arnold-1
Jonathan Bailes,2006-09-16,2,San Diego State,@,Wisconsin,L,0,0,0,1,jonathan-bailes-1
Gary Barnidge,2006-09-16,3,Louisville,,Miami (FL),W,0,0,0,1,gary-barnidge-1
Larry Birdine,2006-09-16,3,Oklahoma,@,Oregon,L,0,0,0,1,larry-birdine-1
Tommy Blake,2006-09-16,3,Texas Christian,,Texas Tech,W,0,0,0,1,tommy-blake-1
Brian Bonner,2006-09-16,3,Texas Christian,,Texas Tech,W,0,0,0,1,brian-bonner-1
Karl Booker,2006-09-16,3,Kentucky,,Mississippi,W,0,0,0,1,karl-booker-1
Duan Bracey,2006-09-16,3,Eastern Michigan,@,Northwestern,L,0,0,0,1,duan-bracey-1
Stewart Bradley,2006-09-16,3,Nebraska,@,Southern California,L,0,0,0,1,stewart-bradley-1
Martail Burnett,2006-09-16,3,Utah,@,Utah State,W,0,0,0,1,martail-burnett-1
Joey Card,2006-09-16,3,Miami (OH),,Kent State,L,0,0,0,1,joey-card-1
Reggie Carrington,2006-09-16,3,Southern Methodist,,Sam Houston State,W,0,0,0,1,reggie-carrington-1
Jonathan Casillas,2006-09-16,3,Wisconsin,,San Diego State,W,0,0,0,1,jonathan-casillas-1
Zach Catanese,2006-09-16,3,Arizona State,@,Colorado,W,0,0,0,1,zach-catanese-1
Eric Clark,2006-09-16,3,Minnesota,,Temple,W,0,0,0,1,eric-clark-2
Quentin Cotton,2006-09-16,3,East Carolina,,Memphis,W,0,0,0,1,quentin-cotton-1
Travis Craven,2006-09-16,3,Miami (OH),,Kent State,L,0,0,0,1,travis-craven-1
Tim Crowder,2006-09-16,3,Texas,@,Rice,W,0,0,1,1,tim-crowder-1
Aaron Curry,2006-09-16,3,Wake Forest,@,Connecticut,W,0,0,0,1,aaron-curry-1
Buster Davis,2006-09-16,3,Florida State,,Clemson,L,0,0,0,1,buster-davis-1
Adam Diehl,2006-09-16,3,Wyoming,,Boise State,L,0,0,0,1,adam-diehl-1
Mark Dillard,2006-09-16,2,Louisiana Tech,,Nicholls State,W,0,0,0,1,mark-dillard-1
Jordon Dizon,2006-09-16,3,Colorado,,Arizona State,L,0,0,0,1,jordon-dizon-1
Will Dunbar,2006-09-16,3,Alabama-Birmingham,@,Georgia,L,0,0,0,1,will-dunbar-1
Quintin Echols,2006-09-16,3,Kansas State,,Marshall,W,0,0,0,1,quintin-echols-1
Lauli Fonoti,2006-09-16,3,New Mexico State,,Texas Southern,W,0,0,0,1,lauli-fonoti-1
Marque Fountain,2006-09-16,3,Oklahoma State,,Florida Atlantic,W,0,0,0,1,marque-fountain-1
Brandon Fractious,2006-09-16,3,East Carolina,,Memphis,W,0,0,0,1,brandon-fractious-1
Eric Frampton,2006-09-16,3,Washington State,,Baylor,W,0,0,0,1,eric-frampton-1
Quintero Frierson,2006-09-16,3,Rutgers,,Ohio,W,0,0,0,1,quintero-frierson-1
Dustin Gabriel,2006-09-16,3,Brigham Young,@,Boston College,L,0,0,0,1,dustin-gabriel-1
Willie Gaston,2006-09-16,3,Houston,,Grambling State,W,0,0,0,1,willie-gaston-1
Curtis Gatewood,2006-09-16,3,Vanderbilt,,Arkansas,L,0,0,0,1,curtis-gatewood-1
De'Mon Glanton,2006-09-16,3,Mississippi State,,Tulane,L,0,0,0,1,demon-glanton-1
Quinn Gooch,2006-09-16,3,Brigham Young,@,Boston College,L,0,0,0,1,quinn-gooch-1
Larry Grant,2006-09-16,3,Ohio State,,Cincinnati,W,0,0,0,1,larry-grant-1
Dominique Green,2006-09-16,3,North Texas,@,Tulsa,L,0,0,0,1,dominique-green-1
Bobby Greenwood,2006-09-16,3,Alabama,,Louisiana-Monroe,W,0,0,0,1,bobby-greenwood-1
Sean Grevious,2006-09-16,3,Army,@,Texas A&M,L,0,0,0,1,sean-grevious-1
Adam Gunn,2006-09-16,3,Pittsburgh,,Michigan State,L,0,0,0,1,adam-gunn-1
Nathan Haile,2006-09-16,3,Texas A&M,,Army,W,0,0,0,1,nathan-haile-1
Greg Hardy,2006-09-16,3,Mississippi,@,Kentucky,L,0,0,0,1,greg-hardy-2
Loren Hargrove,2006-09-16,3,Bowling Green State,@,Florida International,W,0,0,0,1,loren-hargrove-1
David Harvey,2006-09-16,3,Akron,@,Central Michigan,L,0,0,0,1,david-harvey-1
David Herron Jr.,2006-09-16,3,Michigan State,@,Pittsburgh,W,0,0,0,1,david-herron-jr-1
Cory Hogue,2006-09-16,3,Central Florida,,South Florida,L,0,0,0,1,cory-hogue-1
Donald Horton Jr.,2006-09-16,3,Arizona,,Stephen F. Austin,W,0,0,0,1,donald-horton-jr-1
David Irons,2006-09-16,3,Auburn,,Louisiana State,W,0,0,0,1,david-irons-1
Mike Jenkins,2006-09-16,3,South Florida,@,Central Florida,W,0,0,0,1,mike-jenkins-1
Donnie Johnson,2006-09-16,3,Penn State,,Youngstown State,W,0,0,0,1,donnie-johnson-1
Josh Johnson,2006-09-16,3,Marshall,@,Kansas State,L,0,0,0,1,josh-johnson-2
Michael Johnson,2006-09-16,3,Georgia Tech,,Troy,W,0,0,0,1,michael-johnson-2
Jordan Lake,2006-09-16,3,Baylor,@,Washington State,L,0,0,0,1,jordan-lake-1
