Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Michael Brewer,2012-09-01,1,Texas Tech,,Northwestern State,W,1,-7,-7.0,0,michael-brewer-2
Jacoby Brissett,2012-09-01,1,Florida,,Bowling Green State,W,1,1,1.0,0,jacoby-brissett-2
Terrence Broadway,2012-09-01,1,Louisiana,,Lamar,W,3,9,3.0,0,terrence-broadway-1
Austin Brown,2012-09-01,1,Alabama-Birmingham,,Troy,L,2,-10,-5.0,0,austin-brown-2
Jeremy Brown,2012-09-01,1,North Texas,@,Louisiana State,L,8,20,2.5,0,jeremy-brown-3
Joe Brown,2012-09-01,1,Colorado State,N,Colorado,W,11,21,1.9,0,joe-brown-1
Mack Brown,2012-09-01,1,Florida,,Bowling Green State,W,4,13,3.3,0,mack-brown-2
Malcolm Brown,2012-09-01,1,Texas,,Wyoming,W,14,105,7.5,1,malcolm-brown-2
Barry Brunetti,2012-09-01,1,Mississippi,,Central Arkansas,W,8,54,6.8,1,barry-brunetti-1
Andrew Buie,2012-09-01,1,West Virginia,,Marshall,W,6,80,13.3,1,andrew-buie-1
Damon Bullock,2012-09-01,1,Iowa,@,Northern Illinois,W,30,150,5.0,1,damon-bullock-1
Reggie Bullock,2012-09-01,1,East Carolina,,Appalachian State,W,8,31,3.9,0,reggie-bullock-1
Rex Burkhead,2012-09-01,1,Nebraska,,Southern Mississippi,W,3,68,22.7,1,rex-burkhead-1
Isaiah Burse,2012-09-01,1,Fresno State,,Weber State,W,2,6,3.0,0,isaiah-burse-1
Dante Butler,2012-09-01,1,Tulane,,Rutgers,L,3,10,3.3,0,dante-butler-1
Steward Butler,2012-09-01,1,Marshall,@,West Virginia,L,10,14,1.4,0,steward-butler-1
Chris Bynes,2012-09-01,1,North Texas,@,Louisiana State,L,1,-9,-9.0,0,chris-bynes-1
Brandin Byrd,2012-09-01,1,North Texas,@,Louisiana State,L,14,40,2.9,0,brandin-byrd-1
Michael Campanaro,2012-09-01,1,Wake Forest,,Liberty,W,2,11,5.5,0,michael-campanaro-1
Chris Campbell,2012-09-01,1,Southern Mississippi,@,Nebraska,L,5,0,0.0,0,chris-campbell-6
Shane Carden,2012-09-01,1,East Carolina,,Appalachian State,W,1,8,8.0,0,shane-carden-1
Alex Carder,2012-09-01,1,Western Michigan,@,Illinois,L,3,-31,-10.3,0,alex-carder-1
Ka'Deem Carey,2012-09-01,1,Arizona,,Toledo,W,20,147,7.4,1,kadeem-carey-1
Derek Carr,2012-09-01,1,Fresno State,,Weber State,W,4,18,4.5,0,derek-carr-1
Montrel Carter,2012-09-01,1,Louisiana,,Lamar,W,6,27,4.5,0,montrel-carter-1
Rakeem Cato,2012-09-01,1,Marshall,@,West Virginia,L,4,19,4.8,0,rakeem-cato-1
Dareyon Chance,2012-09-01,1,Western Michigan,@,Illinois,L,5,7,1.4,0,dareyon-chance-1
Brelan Chancellor,2012-09-01,1,North Texas,@,Louisiana State,L,1,-4,-4.0,0,brelan-chancellor-1
Clint Chelf,2012-09-01,1,Oklahoma State,,Savannah State,W,2,5,2.5,0,clint-chelf-1
Prentice Christian,2012-09-01,1,Navy,N,Notre Dame,L,2,39,19.5,0,prentice-christian-1
Brennan Clay,2012-09-01,1,Oklahoma,@,Texas-El Paso,W,6,26,4.3,0,brennan-clay-1
Chase Clayton,2012-09-01,1,New Mexico,,Southern,W,1,6,6.0,0,chase-clayton-1
Eduardo Clements,2012-09-01,1,Miami (FL),@,Boston College,W,3,4,1.3,1,eduardo-clements-1
Wes Cobb,2012-09-01,1,Air Force,,Idaho State,W,3,16,5.3,0,wes-cobb-1
Chase Cochran,2012-09-01,1,Ohio,@,Penn State,W,1,11,11.0,0,chase-cochran-1
Johnathan Coleman,2012-09-01,1,Boston College,,Miami (FL),L,1,6,6.0,0,johnathan-coleman-1
Tevin Coleman,2012-09-01,1,Indiana,,Indiana State,W,7,48,6.9,0,tevin-coleman-1
Kain Colter,2012-09-01,1,Northwestern,@,Syracuse,W,14,40,2.9,1,kain-colter-1
Brandon Connette,2012-09-01,1,Duke,,Florida International,W,6,15,2.5,1,brandon-connette-1
Jaquise Cook,2012-09-01,1,Memphis,,Tennessee-Martin,L,9,40,4.4,0,jaquise-cook-1
Vintavious Cooper,2012-09-01,1,East Carolina,,Appalachian State,W,3,3,1.0,0,vintavious-cooper-1
J.C. Copeland,2012-09-01,1,Louisiana State,,North Texas,W,4,33,8.3,1,jc-copeland-1
Noah Copeland,2012-09-01,1,Navy,N,Notre Dame,L,6,29,4.8,0,noah-copeland-1
Brandon Cottom,2012-09-01,1,Purdue,,Eastern Kentucky,W,3,12,4.0,0,brandon-cottom-1
Taylor Cox,2012-09-01,1,Kansas,,South Dakota State,W,16,121,7.6,1,taylor-cox-1
Malcolm Creer,2012-09-01,1,Colorado,N,Colorado State,L,4,17,4.3,0,malcolm-creer-1
Dayne Crist,2012-09-01,1,Kansas,,South Dakota State,W,2,-6,-3.0,0,dayne-crist-1
