Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Kenape Eliapo,2009-09-03,1,Utah,,Utah State,W,0,3,3,0.0,0.0,kenape-eliapo-1
Garrett Embry,2009-09-03,1,Oregon,@,Boise State,L,1,0,1,0.0,0.0,garrett-embry-1
Sean Enesi,2009-09-03,1,Utah State,@,Utah,L,2,3,5,1.0,0.0,sean-enesi-1
Mitchell Evans,2009-09-03,1,Indiana,,Eastern Kentucky,W,2,0,2,0.0,0.0,mitchell-evans-1
Cedric Febis,2009-09-03,1,Boise State,,Oregon,W,1,0,1,0.0,0.0,cedric-febis-1
Eugene Fells,2009-09-03,1,Bowling Green State,,Troy,W,1,1,2,1.0,0.0,eugene-fells-1
Anthony Ferla,2009-09-03,1,Temple,,Villanova,L,4,0,4,0.0,0.0,anthony-ferla-1
Blake Ferras,2009-09-03,1,Oregon,@,Boise State,L,3,2,5,0.0,0.0,blake-ferras-1
Ray Fisher,2009-09-03,1,Indiana,,Eastern Kentucky,W,5,0,5,0.0,0.0,ray-fisher-1
Nai Fotu,2009-09-03,1,Utah,,Utah State,W,1,1,2,1.0,1.0,nai-fotu-1
Travis Freeman,2009-09-03,1,Ball State,,North Texas,L,0,1,1,0.0,0.0,travis-freeman-1
Nate Frere,2009-09-03,1,Iowa State,,North Dakota State,W,1,2,3,1.5,1.0,nate-frere-1
Courtland Fuller,2009-09-03,1,Troy,@,Bowling Green State,L,2,2,4,0.0,0.0,courtland-fuller-1
Kepa Gaison,2009-09-03,1,Utah,,Utah State,W,2,2,4,0.0,0.0,kepa-gaison-1
Kyle Gallagher,2009-09-03,1,Utah State,@,Utah,L,2,2,4,1.0,0.0,kyle-gallagher-1
Quinn Garner,2009-09-03,1,Utah State,@,Utah,L,1,2,3,0.0,0.0,quinn-garner-1
Fred Garrin,2009-09-03,1,Iowa State,,North Dakota State,W,5,3,8,0.0,0.0,fred-garrin-1
Koyal George,2009-09-03,1,North Carolina State,,South Carolina,L,2,1,3,1.0,0.0,koyal-george-1
Chris Gilbert,2009-09-03,1,Kent State,,Coastal Carolina,W,1,0,1,0.0,0.0,chris-gilbert-2
Justin Gildea,2009-09-03,1,Temple,,Villanova,L,1,0,1,0.0,0.0,justin-gildea-1
Donnell Golden,2009-09-03,1,Troy,@,Bowling Green State,L,4,2,6,0.5,0.0,donnell-golden-1
Robert Gordon,2009-09-03,1,North Texas,@,Ball State,W,0,1,1,0.0,0.0,robert-gordon-1
Leon Green,2009-09-03,1,Kent State,,Coastal Carolina,W,1,0,1,0.0,0.0,leon-green-1
Jakeem Gregory,2009-09-03,1,Ball State,,North Texas,L,1,4,5,0.0,0.0,jakeem-gregory-1
Daniel Gurrola,2009-09-03,1,Utah State,@,Utah,L,0,3,3,0.0,0.0,daniel-gurrola-1
Nnamdi Gwacham,2009-09-03,1,Utah State,@,Utah,L,1,0,1,0.0,0.0,nnamdi-gwacham-1
John Haley,2009-09-03,1,Temple,,Villanova,L,3,1,4,1.0,0.0,john-haley-1
Chris Harris,2009-09-03,1,Utah State,@,Utah,L,0,1,1,0.0,0.0,chris-harris-3
Dominique Harris,2009-09-03,1,Temple,,Villanova,L,2,0,2,1.0,1.0,dominique-harris-1
Dan Hartman,2009-09-03,1,Kent State,,Coastal Carolina,W,2,0,2,0.0,0.0,dan-hartman-1
Kylie Hill,2009-09-03,1,North Texas,@,Ball State,W,1,4,5,0.0,0.0,kylie-hill-1
Royce Hill,2009-09-03,1,North Texas,@,Ball State,W,1,2,3,0.0,0.0,royce-hill-1
Kevin Hogan,2009-09-03,1,Kent State,,Coastal Carolina,W,5,3,8,2.0,0.0,kevin-hogan-1
Kyle Hoke,2009-09-03,1,Ball State,,North Texas,L,1,0,1,0.0,0.0,kyle-hoke-1
Devonte Holloman,2009-09-03,1,South Carolina,@,North Carolina State,W,0,1,1,0.0,0.0,devonte-holloman-1
Aaron Hull,2009-09-03,1,Kent State,,Coastal Carolina,W,2,4,6,0.5,0.5,aaron-hull-1
Ray Hutson,2009-09-03,1,Bowling Green State,,Troy,W,1,0,1,0.0,0.0,ray-hutson-1
Daniel Ifft,2009-09-03,1,Ball State,,North Texas,L,0,1,1,0.0,0.0,daniel-ifft-1
Paul Igboeli,2009-09-03,1,Utah State,@,Utah,L,3,3,6,1.0,1.0,paul-igboeli-1
George Iloka,2009-09-03,1,Boise State,,Oregon,W,2,1,3,0.0,0.0,george-iloka-1
Melvin Ingram,2009-09-03,1,South Carolina,@,North Carolina State,W,0,2,2,0.0,0.0,melvin-ingram-1
Talmadge Jackson III,2009-09-03,1,Oregon,@,Boise State,L,5,1,6,1.0,0.0,talmadge-jackson-iii-1
Brandon Jackson,2009-09-03,1,Bowling Green State,,Troy,W,0,1,1,0.0,0.0,brandon-jackson-6
Kelvin Jackson,2009-09-03,1,North Texas,@,Ball State,W,1,3,4,0.0,0.0,kelvin-jackson-1
Jaiquawn Jarrett,2009-09-03,1,Temple,,Villanova,L,4,1,5,1.0,0.0,jaiquawn-jarrett-1
Jerrel Jernigan,2009-09-03,1,Troy,@,Bowling Green State,L,1,0,1,0.0,0.0,jerrel-jernigan-1
Clem Johnson,2009-09-03,1,North Carolina State,,South Carolina,L,3,3,6,1.0,0.0,clem-johnson-1
Darius Johnson,2009-09-03,1,Indiana,,Eastern Kentucky,W,3,0,3,1.0,1.0,darius-johnson-1
Devin Johnson,2009-09-03,1,Utah State,@,Utah,L,1,2,3,0.0,0.0,devin-johnson-2
Jeron Johnson,2009-09-03,1,Boise State,,Oregon,W,1,0,1,0.0,0.0,jeron-johnson-1
Kwame Johnson,2009-09-03,1,Temple,,Villanova,L,3,0,3,0.0,0.0,kwame-johnson-1
Leonard Johnson,2009-09-03,1,Iowa State,,North Dakota State,W,6,1,7,0.0,0.0,leonard-johnson-1
Robert Johnson,2009-09-03,1,Utah,,Utah State,W,1,1,2,0.0,0.0,robert-johnson-4
Davyd Jones,2009-09-03,1,Ball State,,North Texas,L,1,9,10,1.0,0.0,davyd-jones-1
Joe Jones,2009-09-03,1,Temple,,Villanova,L,1,0,1,0.0,0.0,joe-jones-1
Justin Jones,2009-09-03,1,Utah,,Utah State,W,1,3,4,0.0,0.0,justin-jones-2
Alex Joseph,2009-09-03,1,Temple,,Villanova,L,5,1,6,1.5,0.0,alex-joseph-1
Elijah Joseph,2009-09-03,1,Temple,,Villanova,L,3,1,4,0.0,0.0,elijah-joseph-1
Elisha Joseph,2009-09-03,1,Temple,,Villanova,L,1,0,1,0.0,0.0,elisha-joseph-1
Josh Kaddu,2009-09-03,1,Oregon,@,Boise State,L,1,1,2,0.0,0.0,josh-kaddu-1
Amara Kamara,2009-09-03,1,Temple,,Villanova,L,8,1,9,0.5,0.0,amara-kamara-1
Preston Kaufman,2009-09-03,1,Iowa State,,North Dakota State,W,0,1,1,0.0,0.0,preston-kaufman-1
Junior Keiaho,2009-09-03,1,Utah State,@,Utah,L,4,4,8,0.5,0.0,junior-keiaho-1
Eugene Kinlaw,2009-09-03,1,Troy,@,Bowling Green State,L,1,1,2,1.5,0.0,eugene-kinlaw-1
Jammie Kirlew,2009-09-03,1,Indiana,,Eastern Kentucky,W,2,1,3,1.0,0.0,jammie-kirlew-1
Alex Knipp,2009-09-03,1,Ball State,,North Texas,L,7,6,13,0.0,0.0,alex-knipp-1
Kevin Kroboth,2009-09-03,1,Temple,,Villanova,L,7,1,8,0.0,0.0,kevin-kroboth-1
Dave Kruger,2009-09-03,1,Utah,,Utah State,W,0,4,4,0.5,0.0,dave-kruger-1
Matt Kurz,2009-09-03,1,Indiana,,Eastern Kentucky,W,1,0,1,0.0,0.0,matt-kurz-1
Ryan Lacy,2009-09-03,1,Utah,,Utah State,W,1,0,1,0.0,0.0,ryan-lacy-1
Brian Lainhart,2009-09-03,1,Kent State,,Coastal Carolina,W,4,2,6,0.0,0.0,brian-lainhart-1
Xavier Lamb,2009-09-03,1,Troy,@,Bowling Green State,L,1,1,2,0.0,0.0,xavier-lamb-1
Brandon Lang,2009-09-03,1,Troy,@,Bowling Green State,L,3,2,5,0.5,0.0,brandon-lang-1
Boris Lee,2009-09-03,1,Troy,@,Bowling Green State,L,5,5,10,0.0,0.0,boris-lee-1
Michael Lemon,2009-09-03,1,North Carolina State,,South Carolina,L,0,2,2,0.0,0.0,michael-lemon-1
Javes Lewis,2009-09-03,1,Oregon,@,Boise State,L,5,4,9,0.0,0.0,javes-lewis-1
Tarren Lloyd,2009-09-03,1,Utah State,@,Utah,L,1,0,1,0.0,0.0,tarren-lloyd-1
Robert Lorenzi,2009-09-03,1,Bowling Green State,,Troy,W,1,2,3,1.0,0.0,robert-lorenzi-1
Christopher Lyle,2009-09-03,1,Iowa State,,North Dakota State,W,0,3,3,0.5,0.0,christopher-lyle-1
Dwayne Maddox,2009-09-03,1,North Carolina State,,South Carolina,L,0,5,5,0.0,0.0,dwayne-maddox-1
Jeff Maehl,2009-09-03,1,Oregon,@,Boise State,L,1,0,1,0.0,0.0,jeff-maehl-1
Natanu Mageo,2009-09-03,1,North Carolina State,,South Carolina,L,1,1,2,0.0,0.0,natanu-mageo-1
P.J. Mahone,2009-09-03,1,Bowling Green State,,Troy,W,3,5,8,1.0,0.0,pj-mahone-1
Terrell Manning,2009-09-03,1,North Carolina State,,South Carolina,L,0,1,1,0.0,0.0,terrell-manning-1
Curtis Marsh,2009-09-03,1,Utah State,@,Utah,L,2,0,2,0.0,0.0,curtis-marsh-1
Doug Martin,2009-09-03,1,Boise State,,Oregon,W,1,0,1,0.0,0.0,doug-martin-1
Jordan Martin,2009-09-03,1,Temple,,Villanova,L,1,0,1,0.0,0.0,jordan-martin-1
Tony Martin,2009-09-03,1,Ball State,,North Texas,L,1,1,2,0.0,0.0,tony-martin-1
Matt Martinez,2009-09-03,1,Utah,,Utah State,W,0,1,1,0.0,0.0,matt-martinez-2
Jeremi Mathis,2009-09-03,1,North Texas,@,Ball State,W,0,1,1,0.0,0.0,jeremi-mathis-1
Will Matte,2009-09-03,1,Indiana,,Eastern Kentucky,W,1,0,1,0.0,0.0,will-matte-1
Casey Matthews,2009-09-03,1,Oregon,@,Boise State,L,2,8,10,0.0,0.0,casey-matthews-1
Cliff Matthews,2009-09-03,1,South Carolina,@,North Carolina State,W,5,0,5,2.0,2.0,cliff-matthews-1
Antonio May,2009-09-03,1,Utah State,@,Utah,L,1,2,3,0.0,0.0,antonio-may-1
Matt Mayberry,2009-09-03,1,Indiana,,Eastern Kentucky,W,3,2,5,2.0,1.0,matt-mayberry-1
David McDowell,2009-09-03,1,Troy,@,Bowling Green State,L,1,1,2,0.0,0.0,david-mcdowell-2
Shea McKeen,2009-09-03,1,North Carolina State,,South Carolina,L,3,4,7,1.5,1.5,shea-mckeen-1
Mick Mentzer,2009-09-03,1,Indiana,,Eastern Kentucky,W,1,2,3,0.0,0.0,mick-mentzer-1
Ray Michel,2009-09-03,1,North Carolina State,,South Carolina,L,4,7,11,0.0,0.0,ray-michel-1
Anthony Mirando,2009-09-03,1,Kent State,,Coastal Carolina,W,0,1,1,0.0,0.0,anthony-mirando-1
Cobrani Mixon,2009-09-03,1,Kent State,,Coastal Carolina,W,7,5,12,1.0,0.0,cobrani-mixon-1
Tim Moore,2009-09-03,1,Bowling Green State,,Troy,W,1,1,2,0.0,0.0,tim-moore-1
Keith Morgan,2009-09-03,1,Bowling Green State,,Troy,W,3,1,4,0.0,0.0,keith-morgan-1
Adam Morris,2009-09-03,1,Ball State,,North Texas,L,0,2,2,0.0,0.0,adam-morris-1
Trevor Moss,2009-09-03,1,Utah,,Utah State,W,0,2,2,0.0,0.0,trevor-moss-1
Kejon Murphy,2009-09-03,1,Utah State,@,Utah,L,1,2,3,0.5,0.0,kejon-murphy-1
Andre Neblett,2009-09-03,1,Temple,,Villanova,L,0,2,2,1.0,0.0,andre-neblett-1
J.P. Nisby,2009-09-03,1,Boise State,,Oregon,W,0,1,1,0.5,0.0,jp-nisby-1
James Nixon,2009-09-03,1,Temple,,Villanova,L,2,0,2,0.0,0.0,james-nixon-1
Eric Norwood,2009-09-03,1,South Carolina,@,North Carolina State,W,5,3,8,2.0,2.0,eric-norwood-1
Tobe Nwigwe,2009-09-03,1,North Texas,@,Ball State,W,4,7,11,0.5,0.0,tobe-nwigwe-1
Michael O'Connell,2009-09-03,1,Iowa State,,North Dakota State,W,3,1,4,0.0,0.0,michael-oconnell-1
Kenechukwu Obi,2009-09-03,1,North Texas,@,Ball State,W,0,1,1,0.5,0.0,kenechukwu-obi-1
Jamaine Olson,2009-09-03,1,Utah State,@,Utah,L,1,1,2,0.0,0.0,jamaine-olson-1
Sam Owusu-Hemeng,2009-09-03,1,North Texas,@,Ball State,W,0,2,2,0.0,0.0,sam-owusu-hemeng-1
Rashawn Parker,2009-09-03,1,Iowa State,,North Dakota State,W,3,1,4,2.0,2.0,rashawn-parker-1
Lewis Parks,2009-09-03,1,Bowling Green State,,Troy,W,0,1,1,0.0,0.0,lewis-parks-1
Will Patterson,2009-09-03,1,Indiana,,Eastern Kentucky,W,3,2,5,1.0,1.0,will-patterson-1
Rodney Paulk,2009-09-03,1,South Carolina,@,North Carolina State,W,4,2,6,0.0,0.0,rodney-paulk-1
Spencer Paysinger,2009-09-03,1,Oregon,@,Boise State,L,3,5,8,1.0,0.0,spencer-paysinger-1
John Peel,2009-09-03,1,Utah,,Utah State,W,1,1,2,0.0,0.0,john-peel-1
A.J. Penson,2009-09-03,1,North Texas,@,Ball State,W,0,3,3,0.0,0.0,aj-penson-1
Nathan Pepper,2009-09-03,1,South Carolina,@,North Carolina State,W,1,0,1,1.0,1.0,nathan-pepper-1
J.C. Percy,2009-09-03,1,Boise State,,Oregon,W,2,2,4,0.0,0.0,jc-percy-1
Renee Perry,2009-09-03,1,Ball State,,North Texas,L,1,1,2,0.0,0.0,renee-perry-1
Jeremy Phillips,2009-09-03,1,North Texas,@,Ball State,W,0,2,2,0.0,0.0,jeremy-phillips-1
Jerry Phillips,2009-09-03,1,Bowling Green State,,Troy,W,0,1,1,0.0,0.0,jerry-phillips-1
Jason Pinkston,2009-09-03,1,Ball State,,North Texas,L,1,0,1,0.0,0.0,jason-pinkston-1
Eddie Pleasant,2009-09-03,1,Oregon,@,Boise State,L,6,3,9,0.0,0.0,eddie-pleasant-1
Josh Pleasant,2009-09-03,1,Kent State,,Coastal Carolina,W,7,1,8,0.0,0.0,josh-pleasant-1
Nick Polk,2009-09-03,1,Indiana,,Eastern Kentucky,W,3,2,5,0.0,0.0,nick-polk-1
Andrew Puthoff,2009-09-03,1,Ball State,,North Texas,L,1,1,2,1.0,0.0,andrew-puthoff-1
Quinton Rainey,2009-09-03,1,Kent State,,Coastal Carolina,W,2,1,3,0.0,0.0,quinton-rainey-1
Chris Randle,2009-09-03,1,Utah State,@,Utah,L,5,1,6,0.0,0.0,chris-randle-1
Josh Raven,2009-09-03,1,Iowa State,,North Dakota State,W,2,5,7,1.5,0.0,josh-raven-1
Pat Reedy,2009-09-03,1,Kent State,,Coastal Carolina,W,1,0,1,0.0,0.0,pat-reedy-1
Adam Replogle,2009-09-03,1,Indiana,,Eastern Kentucky,W,3,0,3,0.0,0.0,adam-replogle-1
Tyler Replogle,2009-09-03,1,Indiana,,Eastern Kentucky,W,2,1,3,0.0,0.0,tyler-replogle-1
Craig Robertson,2009-09-03,1,North Texas,@,Ball State,W,5,7,12,1.5,0.0,craig-robertson-1
Travian Robertson,2009-09-03,1,South Carolina,@,North Carolina State,W,1,2,3,1.0,0.0,travian-robertson-1
Adrian Robinson,2009-09-03,1,Temple,,Villanova,L,4,0,4,2.0,1.0,adrian-robinson-1
Jason Robinson,2009-09-03,1,Boise State,,Oregon,W,1,1,2,0.0,0.0,jason-robinson-1
Willard Ross,2009-09-03,1,Troy,@,Bowling Green State,L,1,0,1,0.0,0.0,willard-ross-1
Kenny Rowe,2009-09-03,1,Oregon,@,Boise State,L,2,4,6,2.0,2.0,kenny-rowe-1
Nathan Royster,2009-09-03,1,Utah State,@,Utah,L,0,1,1,0.0,0.0,nathan-royster-1
Danny Sadler,2009-09-03,1,Kent State,,Coastal Carolina,W,3,0,3,0.0,0.0,danny-sadler-1
Tyler Samuels,2009-09-03,1,Troy,@,Bowling Green State,L,0,1,1,0.0,0.0,tyler-samuels-1
Jerrett Sanderson,2009-09-03,1,Bowling Green State,,Troy,W,3,2,5,1.5,1.0,jerrett-sanderson-1
Derec Schmidgall,2009-09-03,1,Iowa State,,North Dakota State,W,1,0,1,0.0,0.0,derec-schmidgall-1
James Schneider,2009-09-03,1,Bowling Green State,,Troy,W,5,1,6,0.5,0.0,james-schneider-1
Cameron Sheffield,2009-09-03,1,Troy,@,Bowling Green State,L,4,1,5,1.0,1.0,cameron-sheffield-1
Daniel Sheffield,2009-09-03,1,Troy,@,Bowling Green State,L,2,1,3,0.0,0.0,daniel-sheffield-1
Derrick Shelby,2009-09-03,1,Utah,,Utah State,W,2,3,5,1.0,0.0,derrick-shelby-1
Chad Sherer,2009-09-03,1,Indiana,,Eastern Kentucky,W,2,0,2,0.0,0.0,chad-sherer-1
Sealver Siliga,2009-09-03,1,Utah,,Utah State,W,0,4,4,0.5,0.0,sealver-siliga-1
Monte Simmons,2009-09-03,1,Kent State,,Coastal Carolina,W,4,1,5,2.5,2.5,monte-simmons-1
David Sims,2009-09-03,1,Iowa State,,North Dakota State,W,4,4,8,1.0,0.0,david-sims-1
Ira Smith,2009-09-03,1,North Texas,@,Ball State,W,0,4,4,0.5,0.0,ira-smith-1
Jarrod Smith,2009-09-03,1,Indiana,,Eastern Kentucky,W,1,0,1,0.0,0.0,jarrod-smith-1
Jesse Smith,2009-09-03,1,Iowa State,,North Dakota State,W,8,7,15,0.0,0.0,jesse-smith-1
Rashard Smith,2009-09-03,1,North Carolina State,,South Carolina,L,2,2,4,1.0,1.0,rashard-smith-1
Adrien Spencer,2009-09-03,1,Bowling Green State,,Troy,W,2,1,3,0.0,0.0,adrien-spencer-1
R.J. Stanford,2009-09-03,1,Utah,,Utah State,W,1,0,1,0.0,0.0,rj-stanford-1
Darian Stewart,2009-09-03,1,South Carolina,@,North Carolina State,W,3,2,5,0.0,0.0,darian-stewart-1
Jr Sweezy,2009-09-03,1,North Carolina State,,South Carolina,L,1,0,1,0.0,0.0,jr-sweezy-1
Stevenson Sylvester,2009-09-03,1,Utah,,Utah State,W,5,4,9,0.5,0.0,stevenson-sylvester-1
Justin Taplin-Ross,2009-09-03,1,Utah,,Utah State,W,0,1,1,0.0,0.0,justin-taplin-ross-1
Matt Tau'Fo'Ou,2009-09-03,1,Iowa State,,North Dakota State,W,1,0,1,0.0,0.0,matt-taufoou-1
Devin Taylor,2009-09-03,1,South Carolina,@,North Carolina State,W,4,2,6,3.0,1.0,devin-taylor-1
Corey Tedder,2009-09-03,1,North Carolina State,,South Carolina,L,1,0,1,0.0,0.0,corey-tedder-1
Aaron Tevis,2009-09-03,1,Boise State,,Oregon,W,1,1,2,1.0,0.0,aaron-tevis-1
Austin Thomas,2009-09-03,1,Indiana,,Eastern Kentucky,W,2,0,2,0.0,0.0,austin-thomas-1
Brandyn Thompson,2009-09-03,1,Boise State,,Oregon,W,1,2,3,0.0,0.0,brandyn-thompson-1
Walter Thurmond III,2009-09-03,1,Oregon,@,Boise State,L,7,2,9,0.0,0.0,walter-thurmond-iii-1
Charlie Todd,2009-09-03,1,Ball State,,North Texas,L,3,5,8,0.5,0.0,charlie-todd-1
Simi Toeaina,2009-09-03,1,Oregon,@,Boise State,L,1,1,2,0.0,0.0,simi-toeaina-1
Nick Torresso,2009-09-03,1,Bowling Green State,,Troy,W,1,0,1,1.0,1.0,nick-torresso-1
Will Tukuafu,2009-09-03,1,Oregon,@,Boise State,L,0,1,1,0.0,0.0,will-tukuafu-1
Barry Valcin,2009-09-03,1,Troy,@,Bowling Green State,L,5,1,6,0.0,0.0,barry-valcin-1
Winston Venable,2009-09-03,1,Boise State,,Oregon,W,3,2,5,0.0,0.0,winston-venable-1
Bobby Wagner,2009-09-03,1,Utah State,@,Utah,L,5,7,12,1.0,0.0,bobby-wagner-1
T.J. Ward,2009-09-03,1,Oregon,@,Boise State,L,7,4,11,1.0,0.0,tj-ward-1
Hunter White,2009-09-03,1,Boise State,,Oregon,W,1,1,2,0.0,0.0,hunter-white-1
Muhammad Wilkerson,2009-09-03,1,Temple,,Villanova,L,4,0,4,1.0,1.0,muhammad-wilkerson-1
