Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Arian Foster,2007-09-01,1,Tennessee,@,California,L,3,117,39.0,0,arian-foster-1
Brooks Foster,2007-09-01,1,North Carolina,,James Madison,W,1,2,2.0,0,brooks-foster-1
Dominique Franks,2007-09-01,1,Oklahoma,,North Texas,W,1,37,37.0,0,dominique-franks-1
Kerry Franks,2007-09-01,1,Texas A&M,,Montana State,W,2,82,41.0,0,kerry-franks-1
Stanley Franks,2007-09-01,1,Idaho,@,Southern California,L,3,49,16.3,0,stanley-franks-1
Eric Fraser,2007-09-01,1,Central Michigan,@,Kansas,L,2,53,26.5,0,eric-fraser-1
Jacob French,2007-09-01,1,San Jose State,@,Arizona State,L,5,112,22.4,0,jacob-french-1
Dontayo Gage,2007-09-01,1,Eastern Michigan,@,Pittsburgh,L,2,54,27.0,0,dontayo-gage-1
Chris Garrett,2007-09-01,1,Ohio,,Gardner-Webb,W,2,35,17.5,0,chris-garrett-1
Desmond Gee,2007-09-01,1,Middle Tennessee State,@,Florida Atlantic,L,1,24,24.0,0,desmond-gee-1
Willie Geter,2007-09-01,1,Bowling Green State,@,Minnesota,W,3,42,14.0,0,willie-geter-1
Chris Gilbert,2007-09-01,1,Houston,@,Oregon,L,1,1,1.0,0,chris-gilbert-1
David Gilreath,2007-09-01,1,Wisconsin,,Washington State,W,3,69,23.0,0,david-gilreath-1
Richard Gordon,2007-09-01,1,Miami (FL),,Marshall,W,1,27,27.0,0,richard-gordon-1
Michael Grandberry,2007-09-01,1,Memphis,,Mississippi,L,4,93,23.3,0,michael-grandberry-1
Marshay Green,2007-09-01,1,Mississippi,@,Memphis,W,1,10,10.0,0,marshay-green-1
Cortney Grixby,2007-09-01,1,Nebraska,,Nevada,W,2,66,33.0,0,cortney-grixby-1
Dujuan Harris,2007-09-01,1,Troy,@,Arkansas,L,2,66,33.0,0,dujuan-harris-1
Greg Harris,2007-09-01,1,Toledo,,Purdue,L,3,25,8.3,0,greg-harris-1
Tory Harrison,2007-09-01,1,Southern Mississippi,,Tennessee-Martin,W,2,73,36.5,0,tory-harrison-1
Lavelle Hawkins,2007-09-01,1,California,,Tennessee,W,4,87,21.8,0,lavelle-hawkins-1
Marcus Herford,2007-09-01,1,Kansas,,Central Michigan,W,1,16,16.0,0,marcus-herford-1
Reggie Hicks,2007-09-01,1,Mississippi,@,Memphis,W,1,10,10.0,0,reggie-hicks-1
George Hill,2007-09-01,1,Colorado State,N,Colorado,L,4,93,23.3,0,george-hill-1
Ryan Hill,2007-09-01,1,Miami (FL),,Marshall,W,1,23,23.0,0,ryan-hill-1
Harold Howell,2007-09-01,1,Minnesota,,Bowling Green State,L,1,22,22.0,0,harold-howell-1
Robert Hughes,2007-09-01,1,Notre Dame,,Georgia Tech,L,2,8,4.0,0,robert-hughes-1
Juaquin Iglesias,2007-09-01,1,Oklahoma,,North Texas,W,2,41,20.5,0,juaquin-iglesias-1
Cameron Island,2007-09-01,1,San Jose State,@,Arizona State,L,1,3,3.0,0,cameron-island-1
Patrick Jackson,2007-09-01,1,Louisiana Tech,,Central Arkansas,W,2,62,31.0,0,patrick-jackson-1
Chris Johnson,2007-09-01,1,East Carolina,@,Virginia Tech,L,1,24,24.0,0,chris-johnson-1
Derrell Johnson-Koulianos,2007-09-01,1,Iowa,@,Northern Illinois,W,1,20,20.0,0,derrell-johnson-koulianos-1
Felix Jones,2007-09-01,1,Arkansas,,Troy,W,3,144,48.0,1,felix-jones-1
Vincent Joseph,2007-09-01,1,Southern California,,Idaho,W,2,41,20.5,0,vincent-joseph-1
Schneider Julien,2007-09-01,1,Western Michigan,@,West Virginia,L,1,18,18.0,0,schneider-julien-1
Anthony Kimble,2007-09-01,1,Stanford,,UCLA,L,8,150,18.8,0,anthony-kimble-1
Brandon King,2007-09-01,1,Rice,,Nicholls State,L,2,39,19.5,0,brandon-king-3
Malcolm Lane,2007-09-01,1,Hawaii,,Northern Colorado,W,1,94,94.0,1,malcolm-lane-1
Patrick Lee,2007-09-01,1,Auburn,,Kansas State,W,3,63,21.0,0,patrick-lee-1
Greg Little,2007-09-01,1,North Carolina,,James Madison,W,1,1,1.0,0,greg-little-1
Jonathan Lowe,2007-09-01,1,Alabama,,Western Carolina,W,1,17,17.0,0,jonathan-lowe-1
Dicky Lyons,2007-09-01,1,Kentucky,,Eastern Kentucky,W,1,23,23.0,0,dicky-lyons-1
Elbert Mack,2007-09-01,1,Troy,@,Arkansas,L,1,14,14.0,0,elbert-mack-1
John Mackey,2007-09-01,1,Akron,,Army,W,1,0,0.0,0,john-mackey-1
Jeremy Maclin,2007-09-01,1,Missouri,N,Illinois,W,4,81,20.3,0,jeremy-maclin-1
Leslie Majors,2007-09-01,1,Indiana,,Indiana State,W,2,42,21.0,0,leslie-majors-1
Kevin Marion,2007-09-01,1,Wake Forest,@,Boston College,L,4,67,16.8,0,kevin-marion-1
David Marrero,2007-09-01,1,San Jose State,@,Arizona State,L,2,37,18.5,0,david-marrero-1
Darius Marshall,2007-09-01,1,Marshall,@,Miami (FL),L,2,58,29.0,0,darius-marshall-1
Jabari Marshall,2007-09-01,1,Duke,,Connecticut,L,6,191,31.8,1,jabari-marshall-1
Mike Massey,2007-09-01,1,Michigan,,Appalachian State,L,1,18,18.0,0,mike-massey-1
Andre Mathis,2007-09-01,1,Tennessee,@,California,L,1,15,15.0,0,andre-mathis-1
John McCardle,2007-09-01,1,Kansas State,@,Auburn,L,1,7,7.0,0,john-mccardle-1
V.J. McElroy,2007-09-01,1,Baylor,@,Texas Christian,L,2,27,13.5,0,vj-mcelroy-1
Darren McFadden,2007-09-01,1,Arkansas,,Troy,W,1,19,19.0,0,darren-mcfadden-1
Leodis McKelvin,2007-09-01,1,Troy,@,Arkansas,L,5,127,25.4,0,leodis-mckelvin-1
Justin McKinney,2007-09-01,1,Kansas State,@,Auburn,L,1,16,16.0,0,justin-mckinney-1
Brandon Minor,2007-09-01,1,Michigan,,Appalachian State,L,1,16,16.0,0,brandon-minor-1
Collin Mooney,2007-09-01,1,Army,@,Akron,L,1,21,21.0,0,collin-mooney-1
D.J. Moore,2007-09-01,1,Vanderbilt,,Richmond,W,3,100,33.3,0,dj-moore-1
Denarius Moore,2007-09-01,1,Tennessee,@,California,L,1,31,31.0,0,denarius-moore-1
Devin Moore,2007-09-01,1,Wyoming,,Virginia,W,1,14,14.0,0,devin-moore-1
Captain Munnerlyn,2007-09-01,1,South Carolina,,Louisiana,W,3,58,19.3,0,captain-munnerlyn-1
Damon Nickson,2007-09-01,1,Middle Tennessee State,@,Florida Atlantic,L,5,76,15.2,0,damon-nickson-1
Alphonso Owen,2007-09-01,1,Akron,,Army,W,1,12,12.0,0,alphonso-owen-1
Daunte Owens,2007-09-01,1,Florida International,@,Penn State,L,2,61,30.5,0,daunte-owens-1
Leon Patton,2007-09-01,1,Kansas State,@,Auburn,L,4,101,25.3,0,leon-patton-1
Andrew Pearman,2007-09-01,1,Virginia,@,Wyoming,L,3,113,37.7,0,andrew-pearman-1
Marcus Perez,2007-09-01,1,Northern Illinois,,Iowa,L,2,22,11.0,0,marcus-perez-1
T.J. Porter,2007-09-01,1,Pittsburgh,,Eastern Michigan,W,1,15,15.0,0,tj-porter-1
Taylor Price,2007-09-01,1,Ohio,,Gardner-Webb,W,1,25,25.0,0,taylor-price-1
Dwayne Priest,2007-09-01,1,Eastern Michigan,@,Pittsburgh,L,3,46,15.3,0,dwayne-priest-1
Nick Reveiz,2007-09-01,1,Tennessee,@,California,L,1,7,7.0,0,nick-reveiz-1
Darius Reynaud,2007-09-01,1,West Virginia,,Western Michigan,W,1,37,37.0,0,darius-reynaud-1
Vaughn Rivers,2007-09-01,1,West Virginia,,Western Michigan,W,2,38,19.0,0,vaughn-rivers-1
Tielor Robinson,2007-09-01,1,Duke,,Connecticut,L,1,17,17.0,0,tielor-robinson-1
Evyn Roman,2007-09-01,1,North Texas,@,Oklahoma,L,1,9,9.0,0,evyn-roman-1
Devin Ross,2007-09-01,1,Arizona,@,Brigham Young,L,4,91,22.8,0,devin-ross-1
Fred Rouse,2007-09-01,1,Texas-El Paso,,New Mexico,W,1,8,8.0,0,fred-rouse-1
Eddie Royal,2007-09-01,1,Virginia Tech,,East Carolina,W,1,16,16.0,0,eddie-royal-1
Anderson Russell,2007-09-01,1,Ohio State,,Youngstown State,W,1,29,29.0,0,anderson-russell-1
Jock Sanders,2007-09-01,1,West Virginia,,Western Michigan,W,1,14,14.0,0,jock-sanders-1
Johnny Sears,2007-09-01,1,Michigan,,Appalachian State,L,4,87,21.8,0,johnny-sears-1
Mikell Simpson,2007-09-01,1,Virginia,@,Wyoming,L,1,16,16.0,0,mikell-simpson-1
Damian Sims,2007-09-01,1,Iowa,@,Northern Illinois,W,1,14,14.0,0,damian-sims-1
Lionell Singleton,2007-09-01,1,Florida International,@,Penn State,L,7,146,20.9,0,lionell-singleton-1
Terrell Skinner,2007-09-01,1,Maryland,,Villanova,W,3,72,24.0,0,terrell-skinner-1
Matt Slater,2007-09-01,1,UCLA,@,Stanford,W,2,66,33.0,0,matt-slater-1
Rashaud Slaughter,2007-09-01,1,Alabama-Birmingham,@,Michigan State,L,3,59,19.7,0,rashaud-slaughter-1
Alphonso Smith,2007-09-01,1,Wake Forest,@,Boston College,L,1,19,19.0,0,alphonso-smith-1
Reggie Smith,2007-09-01,1,Oklahoma,,North Texas,W,1,26,26.0,0,reggie-smith-1
Nate Sowers,2007-09-01,1,West Virginia,,Western Michigan,W,1,16,16.0,0,nate-sowers-1
Jonathan Stewart,2007-09-01,1,Oregon,,Houston,W,3,103,34.3,0,jonathan-stewart-1
Golden Tate,2007-09-01,1,Notre Dame,,Georgia Tech,L,1,20,20.0,0,golden-tate-1
Jaycen Taylor,2007-09-01,1,Purdue,@,Toledo,W,2,35,17.5,0,jaycen-taylor-1
Larry Taylor,2007-09-01,1,Connecticut,@,Duke,W,1,9,9.0,0,larry-taylor-1
Devin Thomas,2007-09-01,1,Michigan State,,Alabama-Birmingham,W,1,18,18.0,0,devin-thomas-1
Jay Thomas,2007-09-01,1,Minnesota,,Bowling Green State,L,2,64,32.0,0,jay-thomas-1
Brandon Thompkins,2007-09-01,1,Arkansas State,@,Texas,L,1,33,33.0,0,brandon-thompkins-1
Darren Toney,2007-09-01,1,Arkansas State,@,Texas,L,3,61,20.3,0,darren-toney-1
Justin Tryon,2007-09-01,1,Arizona State,,San Jose State,W,1,21,21.0,0,justin-tryon-1
Fred Turner,2007-09-01,1,Troy,@,Arkansas,L,1,14,14.0,0,fred-turner-2
Mickey Turner,2007-09-01,1,Wisconsin,,Washington State,W,1,13,13.0,0,mickey-turner-1
Justin Valentine,2007-09-01,1,Minnesota,,Bowling Green State,L,1,12,12.0,0,justin-valentine-1
Deon Wallace,2007-09-01,1,Louisiana,@,South Carolina,L,1,14,14.0,0,deon-wallace-1
Mike Wallace,2007-09-01,1,Mississippi,@,Memphis,W,1,20,20.0,0,mike-wallace-1
Korey Washington,2007-09-01,1,North Texas,@,Oklahoma,L,4,48,12.0,0,korey-washington-1
Chris Wellington,2007-09-01,1,Nevada,@,Nebraska,L,3,69,23.0,0,chris-wellington-1
Maurice Wells,2007-09-01,1,Ohio State,,Youngstown State,W,1,18,18.0,0,maurice-wells-1
Brandon West,2007-09-01,1,Western Michigan,@,West Virginia,L,6,125,20.8,0,brandon-west-1
Terrence Wheatley,2007-09-01,1,Colorado,N,Colorado State,W,3,135,45.0,0,terrence-wheatley-1
Benjamin Williams,2007-09-01,1,South Florida,,Elon,W,1,11,11.0,0,benjamin-williams-1
Bryan Williams,2007-09-01,1,Akron,,Army,W,1,70,70.0,0,bryan-williams-1
Stephen Williams,2007-09-01,1,Toledo,,Purdue,L,3,55,18.3,0,stephen-williams-1
Teric Williams,2007-09-01,1,Houston,@,Oregon,L,5,124,24.8,0,teric-williams-1
Trae Williams,2007-09-01,1,South Florida,,Elon,W,1,0,0.0,0,trae-williams-1
Jacob Willis,2007-09-01,1,Illinois,N,Missouri,L,3,58,19.3,0,jacob-willis-1
Stephen Willis,2007-09-01,1,Western Kentucky,@,Florida,L,2,31,15.5,0,stephen-willis-1
Deandre Wright,2007-09-01,1,New Mexico,@,Texas-El Paso,L,1,12,12.0,0,deandre-wright-1
Devon Wylie,2007-09-01,1,Fresno State,,Sacramento State,W,2,63,31.5,0,devon-wylie-1
Edward Britton,2007-09-03,1,Texas Tech,@,Southern Methodist,W,2,66,33.0,0,edward-britton-1
Jacoby Ford,2007-09-03,1,Clemson,,Florida State,W,1,14,14.0,0,jacoby-ford-1
Michael Ray Garvin,2007-09-03,1,Florida State,@,Clemson,L,5,99,19.8,0,michael-ray-garvin-1
Jessie Henderson,2007-09-03,1,Southern Methodist,,Texas Tech,L,4,128,32.0,0,jessie-henderson-1
Aaron Kelly,2007-09-03,1,Clemson,,Florida State,W,1,21,21.0,0,aaron-kelly-1
James Mapps,2007-09-03,1,Southern Methodist,,Texas Tech,L,2,38,19.0,0,james-mapps-1
L.A. Reed,2007-09-03,1,Texas Tech,@,Southern Methodist,W,2,33,16.5,0,la-reed-1
Zack Sledge,2007-09-03,1,Southern Methodist,,Texas Tech,L,1,7,7.0,0,zack-sledge-1
C.J. Spiller,2007-09-03,1,Clemson,,Florida State,W,2,78,39.0,0,cj-spiller-1
Anthony Brown,2007-09-06,2,Oregon State,@,Cincinnati,L,1,11,11.0,0,anthony-brown-2
Desmond Gee,2007-09-06,2,Middle Tennessee State,@,Louisville,L,7,160,22.9,0,desmond-gee-1
Trent Guy,2007-09-06,2,Louisville,,Middle Tennessee State,W,2,39,19.5,0,trent-guy-1
Gerard Lawson,2007-09-06,2,Oregon State,@,Cincinnati,L,6,146,24.3,0,gerard-lawson-1
Damon Nickson,2007-09-06,2,Middle Tennessee State,@,Louisville,L,2,25,12.5,0,damon-nickson-1
Jacob Ramsey,2007-09-06,2,Cincinnati,,Oregon State,W,2,50,25.0,0,jacob-ramsey-1
Jajuan Spillman,2007-09-06,2,Louisville,,Middle Tennessee State,W,5,98,19.6,0,jajuan-spillman-1
Tim Brown,2007-09-07,2,Rutgers,,Navy,W,2,40,20.0,0,tim-brown-1
Reggie Campbell,2007-09-07,2,Navy,@,Rutgers,L,6,124,20.7,0,reggie-campbell-1
Emmett Merchant,2007-09-07,2,Navy,@,Rutgers,L,1,57,57.0,0,emmett-merchant-1
Charlie Noonan,2007-09-07,2,Rutgers,,Navy,W,1,8,8.0,0,charlie-noonan-1
Zerbin Singleton,2007-09-07,2,Navy,@,Rutgers,L,1,34,34.0,0,zerbin-singleton-1
Kordell Young,2007-09-07,2,Rutgers,,Navy,W,1,22,22.0,0,kordell-young-1
SirDarean Adams,2007-09-08,2,Michigan State,,Bowling Green State,W,1,16,16.0,0,sirdarean-adams-1
Evans Adonis,2007-09-08,2,Northern Illinois,,Southern Illinois,L,3,59,19.7,0,evans-adonis-1
Armando Allen,2007-09-08,2,Notre Dame,@,Penn State,L,3,67,22.3,0,armando-allen-1
Corey Anderson,2007-09-08,2,Army,,Rhode Island,W,1,10,10.0,0,corey-anderson-2
Javier Arenas,2007-09-08,2,Alabama,@,Vanderbilt,W,3,59,19.7,0,javier-arenas-1
Brennen Baiamonte,2007-09-08,2,New Mexico State,@,New Mexico,L,1,9,9.0,0,brennen-baiamonte-1
Mikail Baker,2007-09-08,2,Baylor,,Rice,W,2,64,32.0,0,mikail-baker-1
Shawn Bayes,2007-09-08,2,Kent State,@,Kentucky,L,2,34,17.0,0,shawn-bayes-1
Allen Bell,2007-09-08,2,Iowa State,,Northern Iowa,L,2,45,22.5,0,allen-bell-1
Kahlil Bell,2007-09-08,2,UCLA,,Brigham Young,W,1,21,21.0,0,kahlil-bell-1
Jahvid Best,2007-09-08,2,California,@,Colorado State,W,1,23,23.0,0,jahvid-best-1
Darrell Blackman,2007-09-08,2,North Carolina State,@,Boston College,L,4,69,17.3,0,darrell-blackman-1
Jeff Blanchard,2007-09-08,2,Florida Atlantic,@,Oklahoma State,L,1,21,21.0,0,jeff-blanchard-1
Ray Boudreaux,2007-09-08,1,Tulane,,Mississippi State,L,3,43,14.3,0,ray-boudreaux-1
Tyvon Branch,2007-09-08,2,Connecticut,,Maine,W,1,20,20.0,0,tyvon-branch-1
Andre Bratton,2007-09-08,2,Miami (OH),@,Minnesota,L,1,20,20.0,0,andre-bratton-1
Edward Britton,2007-09-08,2,Texas Tech,,Texas-El Paso,W,1,19,19.0,0,edward-britton-1
Marcus Brock,2007-09-08,2,Texas Christian,@,Texas,L,2,66,33.0,0,marcus-brock-1
Nate Brown Jr.,2007-09-08,2,Louisiana-Monroe,@,Clemson,L,1,19,19.0,0,nate-brown-jr-1
Antonio Brown,2007-09-08,2,Central Michigan,,Toledo,W,1,37,37.0,0,antonio-brown-1
Carlos Brown,2007-09-08,2,Michigan,,Oregon,L,3,63,21.0,0,carlos-brown-1
Pierre Brown,2007-09-08,2,Texas A&M,,Fresno State,W,6,120,20.0,0,pierre-brown-2
Thomas Brown,2007-09-08,2,Georgia,,South Carolina,L,4,112,28.0,0,thomas-brown-1
Vincent Brown,2007-09-08,1,San Diego State,@,Washington State,L,6,146,24.3,0,vincent-brown-3
Dorien Bryant,2007-09-08,2,Purdue,,Eastern Illinois,W,1,40,40.0,0,dorien-bryant-1
Keenan Burton,2007-09-08,2,Kentucky,,Kent State,W,1,27,27.0,0,keenan-burton-1
Andre Callender,2007-09-08,2,Boston College,,North Carolina State,W,2,47,23.5,0,andre-callender-1
Nate Campbell,2007-09-08,2,Vanderbilt,,Alabama,L,1,0,0.0,0,nate-campbell-1
Jason Chery,2007-09-08,2,Louisiana,,Ohio,L,2,47,23.5,0,jason-chery-1
Austin Collie,2007-09-08,2,Brigham Young,@,UCLA,L,3,76,25.3,0,austin-collie-1
Dajuane Collins,2007-09-08,2,Toledo,@,Central Michigan,L,3,52,17.3,0,dajuane-collins-1
Omar Conteh,2007-09-08,2,Northwestern,,Nevada,W,1,17,17.0,0,omar-conteh-1
Quan Cosby,2007-09-08,2,Texas,,Texas Christian,W,2,50,25.0,0,quan-cosby-1
Perrish Cox,2007-09-08,2,Oklahoma State,,Florida Atlantic,W,3,86,28.7,0,perrish-cox-1
