"Player","Date","G","School","Loc","Opponent","WL","Rush Att","Rush Yard","Rush Avg","Rush TD","unique_id"
"Thomas Tyner","2017-08-26",1,"Oregon State","@","Colorado State","L",4,8,2,0,"thomas-tyner-1"
"Marquez Valdes-Scantling","2017-08-26",1,"South Florida","@","San Jose State","W",1,3,3,0,"marquez-valdes-scantling-1"
"Austin Walter","2017-08-26",1,"Rice","N","Stanford","L",3,45,15,1,"austin-walter-1"
"Marquis Young","2017-08-26",1,"Massachusetts",,"Hawaii","L",20,83,4.2,2,"marquis-young-1"
"Zamore Zigler","2017-08-26",1,"San Jose State",,"South Florida","L",9,20,2.2,0,"zamore-zigler-1"
"Maurice Alexander","2017-08-31",1,"Florida International","@","Central Florida","L",4,9,2.3,0,"maurice-alexander-2"
"Austin Allen","2017-08-31",1,"Arkansas","N","Florida A&M","W",3,-1,-0.3,0,"austin-allen-1"
"Kalen Ballage","2017-08-31",1,"Arizona State",,"New Mexico State","W",18,79,4.4,2,"kalen-ballage-1"
"Blake Barnett","2017-08-31",1,"Arizona State",,"New Mexico State","W",1,-3,-3,0,"blake-barnett-2"
"J.T. Barrett","2017-08-31",1,"Ohio State","@","Indiana","W",13,61,4.7,1,"jt-barrett-1"
"Taz Bateman","2017-08-31",1,"Georgia State",,"Tennessee State","L",12,27,2.3,0,"taz-bateman-1"
"Eno Benjamin","2017-08-31",1,"Arizona State",,"New Mexico State","W",4,3,0.8,0,"eno-benjamin-1"
"Mike Boone","2017-08-31",1,"Cincinnati",,"Austin Peay","W",19,100,5.3,1,"mike-boone-2"
"D'Angelo Brewer","2017-08-31",1,"Tulsa","@","Oklahoma State","L",22,33,1.5,0,"dangelo-brewer-1"
"Shamari Brooks","2017-08-31",1,"Tulsa","@","Oklahoma State","L",8,28,3.5,0,"shamari-brooks-1"
"Shannon Brooks","2017-08-31",1,"Minnesota",,"Buffalo","W",18,69,3.8,1,"shannon-brooks-1"
"LD Brown","2017-08-31",1,"Oklahoma State",,"Tulsa","W",5,92,18.4,1,"ld-brown-1"
"Arkeem Byrd","2017-08-31",1,"Wake Forest",,"Presbyterian","W",7,75,10.7,0,"arkeem-byrd-1"
"Parris Campbell","2017-08-31",1,"Ohio State","@","Indiana","W",1,6,6,0,"parris-campbell-1"
"Cade Carney","2017-08-31",1,"Wake Forest",,"Presbyterian","W",10,39,3.9,0,"cade-carney-1"
"Duke Carter IV","2017-08-31",1,"Louisiana-Monroe","@","Memphis","L",2,10,5,0,"duke-carter-iv-1"
"Matt Colburn","2017-08-31",1,"Wake Forest",,"Presbyterian","W",2,12,6,0,"matt-colburn-1"
"Taylor Cornelius","2017-08-31",1,"Oklahoma State",,"Tulsa","W",1,-8,-8,0,"taylor-cornelius-1"
"Mark Cosgrove","2017-08-31",1,"Arizona State",,"New Mexico State","W",1,0,0,0,"mark-cosgrove-1"
"Demry Croft","2017-08-31",1,"Minnesota",,"Buffalo","W",6,32,5.3,0,"demry-croft-1"
"J.K. Dobbins","2017-08-31",1,"Ohio State","@","Indiana","W",29,181,6.2,0,"jk-dobbins-1"
"Doroland Dorceus","2017-08-31",1,"Memphis",,"Louisiana-Monroe","W",2,7,3.5,0,"doroland-dorceus-1"
"Aaron Duckworth","2017-08-31",1,"Idaho",,"Sacramento State","W",19,144,7.6,1,"aaron-duckworth-1"
"Morgon Ellison","2017-08-31",1,"Indiana",,"Ohio State","L",7,24,3.4,0,"morgon-ellison-1"
"Caleb Evans","2017-08-31",1,"Louisiana-Monroe","@","Memphis","L",9,8,0.9,0,"caleb-evans-2"
"Riley Ferguson","2017-08-31",1,"Memphis",,"Louisiana-Monroe","W",3,9,3,1,"riley-ferguson-1"
"Kyle Fulks","2017-08-31",1,"Utah",,"North Dakota","W",1,16,16,0,"kyle-fulks-1"
"Alex Gardner","2017-08-31",1,"Florida International","@","Central Florida","L",9,20,2.2,0,"alex-gardner-2"
"Cole Gest","2017-08-31",1,"Indiana",,"Ohio State","L",2,5,2.5,0,"cole-gest-1"
"Reggie Gilliam","2017-08-31",1,"Toledo",,"Elon","W",1,1,1,1,"reggie-gilliam-1"
"Derrick Gore","2017-08-31",1,"Louisiana-Monroe","@","Memphis","L",15,41,2.7,1,"derrick-gore-1"
"Marcus Green","2017-08-31",1,"Louisiana-Monroe","@","Memphis","L",1,0,0,0,"marcus-green-6"
"Mitchell Guadagni","2017-08-31",1,"Toledo",,"Elon","W",1,8,8,0,"mitchell-guadagni-1"
"Jawon Hamilton","2017-08-31",1,"Central Florida",,"Florida International","W",12,56,4.7,1,"jawon-hamilton-1"
"T.J. Hammonds","2017-08-31",1,"Arkansas","N","Florida A&M","W",3,22,7.3,0,"tj-hammonds-1"
"Johnathan Hawkins","2017-08-31",1,"Buffalo","@","Minnesota","L",10,21,2.1,0,"johnathan-hawkins-1"
"Chase Hayden","2017-08-31",1,"Arkansas","N","Florida A&M","W",14,120,8.6,1,"chase-hayden-1"
"D.J. Henderson","2017-08-31",1,"Idaho",,"Sacramento State","W",2,5,2.5,1,"dj-henderson-2"
"Darrell Henderson","2017-08-31",1,"Memphis",,"Louisiana-Monroe","W",12,169,14.1,2,"darrell-henderson-1"
"Justice Hill","2017-08-31",1,"Oklahoma State",,"Tulsa","W",15,132,8.8,1,"justice-hill-1"
"K.J. Hill","2017-08-31",1,"Ohio State","@","Indiana","W",1,0,0,0,"kj-hill-1"
"Kendall Hinton","2017-08-31",1,"Wake Forest",,"Presbyterian","W",6,22,3.7,1,"kendall-hinton-1"
"Nate Hopkins","2017-08-31",1,"Connecticut",,"Holy Cross","W",20,130,6.5,3,"nate-hopkins-1"
"Jordan Howard","2017-08-31",1,"Utah",,"North Dakota","W",2,9,4.5,0,"jordan-howard-2"
"Jason Huntley","2017-08-31",1,"New Mexico State","@","Arizona State","L",5,84,16.8,1,"jason-huntley-1"
"Tyler Huntley","2017-08-31",1,"Utah",,"North Dakota","W",18,70,3.9,2,"tyler-huntley-1"
"Tyree Jackson","2017-08-31",1,"Buffalo","@","Minnesota","L",7,17,2.4,0,"tyree-jackson-1"
"Anthony Johnson","2017-08-31",1,"Buffalo","@","Minnesota","L",1,3,3,0,"anthony-johnson-13"
"Tyron Johnson","2017-08-31",1,"Oklahoma State",,"Tulsa","W",1,11,11,0,"tyron-johnson-1"
"Jordan Jones","2017-08-31",1,"Arkansas","N","Florida A&M","W",1,9,9,0,"jordan-jones-1"
"Cole Kelley","2017-08-31",1,"Arkansas","N","Florida A&M","W",1,-8,-8,0,"cole-kelley-1"
"Adrian Killins","2017-08-31",1,"Central Florida",,"Florida International","W",5,31,6.2,0,"adrian-killins-1"
"J.D. King","2017-08-31",1,"Oklahoma State",,"Tulsa","W",6,95,15.8,1,"jd-king-1"
"Richard Lagow","2017-08-31",1,"Indiana",,"Ohio State","L",7,-30,-4.3,0,"richard-lagow-1"
"Matt Linehan","2017-08-31",1,"Idaho",,"Sacramento State","W",9,-34,-3.8,0,"matt-linehan-1"
"Mike Majette","2017-08-31",1,"Indiana",,"Ohio State","L",7,6,0.9,0,"mike-majette-1"
"Conner Manning","2017-08-31",1,"Georgia State",,"Tennessee State","L",4,6,1.5,0,"conner-manning-1"
"Napoleon Maxwell","2017-08-31",1,"Florida International","@","Central Florida","L",4,61,15.3,1,"napoleon-maxwell-1"
"Troy McCormick","2017-08-31",1,"Utah",,"North Dakota","W",2,54,27,0,"troy-mccormick-1"
"Greg McCrae","2017-08-31",1,"Central Florida",,"Florida International","W",5,24,4.8,1,"greg-mccrae-1"
"Alex McGough","2017-08-31",1,"Florida International","@","Central Florida","L",1,1,1,0,"alex-mcgough-1"
"Taj McGowan","2017-08-31",1,"Central Florida",,"Florida International","W",8,6,0.8,1,"taj-mcgowan-1"
"Anthony Miller","2017-08-31",1,"Memphis",,"Louisiana-Monroe","W",1,5,5,0,"anthony-miller-6"
"McKenzie Milton","2017-08-31",1,"Central Florida",,"Florida International","W",3,4,1.3,0,"mckenzie-milton-1"
"Hayden Moore","2017-08-31",1,"Cincinnati",,"Austin Peay","W",2,9,4.5,0,"hayden-moore-1"
"Shane Morris","2017-08-31",1,"Central Michigan",,"Rhode Island","W",7,32,4.6,0,"shane-morris-1"
"Zack Moss","2017-08-31",1,"Utah",,"North Dakota","W",22,128,5.8,1,"zack-moss-1"
"Jonathan Nance","2017-08-31",1,"Arkansas","N","Florida A&M","W",1,12,12,0,"jonathan-nance-1"
"Kyler Neal","2017-08-31",1,"Georgia State",,"Tennessee State","L",5,2,0.4,0,"kyler-neal-1"
"Jamie Newman","2017-08-31",1,"Wake Forest",,"Presbyterian","W",1,5,5,0,"jamie-newman-1"
"Arkeel Newsome","2017-08-31",1,"Connecticut",,"Holy Cross","W",8,1,0.1,0,"arkeel-newsome-1"
"Shawndarrius Phillips","2017-08-31",1,"Florida International","@","Central Florida","L",8,43,5.4,0,"shawndarrius-phillips-1"
"David Pindell","2017-08-31",1,"Connecticut",,"Holy Cross","W",6,33,5.5,0,"david-pindell-1"
"Tony Poljan","2017-08-31",1,"Central Michigan",,"Rhode Island","W",1,11,11,0,"tony-poljan-1"
"Tony Pollard","2017-08-31",1,"Memphis",,"Louisiana-Monroe","W",2,8,4,0,"tony-pollard-1"
"Chad President","2017-08-31",1,"Tulsa","@","Oklahoma State","L",8,69,8.6,0,"chad-president-1"
"Peyton Ramsey","2017-08-31",1,"Indiana",,"Ohio State","L",3,10,3.3,0,"peyton-ramsey-1"
"Emmanuel Reed","2017-08-31",1,"Buffalo","@","Minnesota","L",4,10,2.5,0,"emmanuel-reed-1"
"Demario Richard","2017-08-31",1,"Arizona State",,"New Mexico State","W",1,-4,-4,0,"demario-richard-1"
"Cordarrian Richardson","2017-08-31",1,"Central Florida",,"Florida International","W",7,24,3.4,1,"cordarrian-richardson-1"
"Anthony Roberson","2017-08-31",1,"Central Florida",,"Florida International","W",1,0,0,0,"anthony-roberson-2"
"Isaiah Robinson","2017-08-31",1,"Wake Forest",,"Presbyterian","W",12,49,4.1,0,"isaiah-robinson-2"
"Tyler Rogers","2017-08-31",1,"New Mexico State","@","Arizona State","L",12,7,0.6,1,"tyler-rogers-1"
"Larry Rose III","2017-08-31",1,"New Mexico State","@","Arizona State","L",13,60,4.6,0,"larry-rose-iii-1"
"Mason Rudolph","2017-08-31",1,"Oklahoma State",,"Tulsa","W",3,3,1,1,"mason-rudolph-1"
"Isaiah Saunders","2017-08-31",1,"Idaho",,"Sacramento State","W",13,78,6,0,"isaiah-saunders-1"
"Shakif Seymour","2017-08-31",1,"Toledo",,"Elon","W",11,102,9.3,1,"shakif-seymour-1"
"Bryant Shirreffs","2017-08-31",1,"Connecticut",,"Holy Cross","W",1,-1,-1,0,"bryant-shirreffs-1"
"Luke Skipper","2017-08-31",1,"Tulsa","@","Oklahoma State","L",2,3,1.5,0,"luke-skipper-1"
"Garrett Smith","2017-08-31",1,"Louisiana-Monroe","@","Memphis","L",12,48,4,0,"garrett-smith-2"
"Rodney Smith","2017-08-31",1,"Minnesota",,"Buffalo","W",23,76,3.3,0,"rodney-smith-5"
"Trelon Smith","2017-08-31",1,"Arizona State",,"New Mexico State","W",1,4,4,0,"trelon-smith-1"
"Devon Spalding","2017-08-31",1,"Central Michigan",,"Rhode Island","W",20,70,3.5,1,"devon-spalding-1"
"Deon Stewart","2017-08-31",1,"Arkansas","N","Florida A&M","W",1,1,1,0,"deon-stewart-1"
"Terry Swanson","2017-08-31",1,"Toledo",,"Elon","W",11,36,3.3,2,"terry-swanson-1"
"Corey Taylor II","2017-08-31",1,"Tulsa","@","Oklahoma State","L",20,111,5.6,2,"corey-taylor-ii-1"
"Patrick Taylor Jr.","2017-08-31",1,"Memphis",,"Louisiana-Monroe","W",15,131,8.7,1,"patrick-taylor-jr-1"
"Dylan Thigpen","2017-08-31",1,"Idaho",,"Sacramento State","W",1,4,4,0,"dylan-thigpen-1"
"Art Thompkins","2017-08-31",1,"Toledo",,"Elon","W",15,99,6.6,0,"art-thompkins-1"
"Jason Thompson","2017-08-31",1,"Connecticut",,"Holy Cross","W",1,-1,-1,0,"jason-thompson-2"
"Noah Vedral","2017-08-31",1,"Central Florida",,"Florida International","W",4,12,3,0,"noah-vedral-1"
"Jonathan Ward","2017-08-31",1,"Central Michigan",,"Rhode Island","W",19,147,7.7,1,"jonathan-ward-3"
"Michael Warren II","2017-08-31",1,"Cincinnati",,"Austin Peay","W",3,7,2.3,0,"michael-warren-ii-1"
"James Washington","2017-08-31",1,"Oklahoma State",,"Tulsa","W",1,-1,-1,0,"james-washington-5"
"Devwah Whaley","2017-08-31",1,"Arkansas","N","Florida A&M","W",12,60,5,1,"devwah-whaley-1"
"Kayin White","2017-08-31",1,"Louisiana-Monroe","@","Memphis","L",10,39,3.9,1,"kayin-white-1"
"Manny Wilkins","2017-08-31",1,"Arizona State",,"New Mexico State","W",13,6,0.5,0,"manny-wilkins-1"
"Antonio Williams","2017-08-31",1,"Ohio State","@","Indiana","W",7,44,6.3,2,"antonio-williams-1"
"David Williams","2017-08-31",1,"Arkansas","N","Florida A&M","W",7,23,3.3,2,"david-williams-5"
"Devonte Williams","2017-08-31",1,"Indiana",,"Ohio State","L",1,2,2,0,"devonte-williams-1"
"Johnny Wilson","2017-08-31",1,"Oklahoma State",,"Tulsa","W",5,8,1.6,0,"johnny-wilson-2"
"Aaron Winchester","2017-08-31",1,"Georgia State",,"Tennessee State","L",7,16,2.3,0,"aaron-winchester-2"
"John Wolford","2017-08-31",1,"Wake Forest",,"Presbyterian","W",6,47,7.8,1,"john-wolford-1"
"Logan Woodside","2017-08-31",1,"Toledo",,"Elon","W",2,-7,-3.5,0,"logan-woodside-1"
"Zach Abey","2017-09-01",1,"Navy","@","Florida Atlantic","W",32,235,7.3,2,"zach-abey-1"
"Michael Adkins II","2017-09-01",1,"Colorado","N","Colorado State","W",4,10,2.5,0,"michael-adkins-ii-1"
"Salvon Ahmed","2017-09-01",1,"Washington","@","Rutgers","W",1,0,0,0,"salvon-ahmed-1"
"Eltoro Allen","2017-09-01",1,"Utah State","@","Wisconsin","L",2,-3,-1.5,0,"eltoro-allen-1"
"Jordan Asberry","2017-09-01",1,"Army",,"Fordham","W",2,23,11.5,0,"jordan-asberry-1"
"Blake Banham","2017-09-01",1,"Eastern Michigan",,"UNC Charlotte","W",2,2,1,0,"blake-banham-1"
"Chad Beebe","2017-09-01",1,"Northern Illinois",,"Boston College","L",1,-1,-1,0,"chad-beebe-1"
"Beau Bisharat","2017-09-01",1,"Colorado","N","Colorado State","W",1,2,2,0,"beau-bisharat-1"
"Raheem Blackshear","2017-09-01",1,"Rutgers",,"Washington","L",3,9,3,0,"raheem-blackshear-1"
"Christian Blake","2017-09-01",1,"Northern Illinois",,"Boston College","L",2,6,3,0,"christian-blake-1"
"Rashaad Boddie","2017-09-01",2,"Colorado State","N","Colorado","L",4,27,6.8,0,"rashaad-boddie-1"
"Kyle Bolin","2017-09-01",1,"Rutgers",,"Washington","L",1,-12,-12,0,"kyle-bolin-1"
"Darryl Bonner","2017-09-01",1,"Navy","@","Florida Atlantic","W",6,24,4,0,"darryl-bonner-1"
"Zack Boobas","2017-09-01",1,"Army",,"Fordham","W",2,23,11.5,1,"zack-boobas-1"
"Ahmad Bradshaw","2017-09-01",1,"Army",,"Fordham","W",9,177,19.7,2,"ahmad-bradshaw-2"
"John Brown III","2017-09-01",1,"Navy","@","Florida Atlantic","W",2,9,4.5,0,"john-brown-iii-2"
"Anthony Brown","2017-09-01",1,"Boston College","@","Northern Illinois","W",7,10,1.4,0,"anthony-brown-11"
"D.J. Brown","2017-09-01",1,"Northern Illinois",,"Boston College","L",2,7,3.5,0,"dj-brown-3"
"Jake Browning","2017-09-01",1,"Washington","@","Rutgers","W",2,-15,-7.5,0,"jake-browning-1"
"Detrich Clark","2017-09-01",2,"Colorado State","N","Colorado","L",1,0,0,0,"detrich-clark-1"
"Lavon Coleman","2017-09-01",1,"Washington","@","Rutgers","W",14,40,2.9,0,"lavon-coleman-1"
"Brandon Colon","2017-09-01",1,"Navy","@","Florida Atlantic","W",1,9,9,0,"brandon-colon-1"
"Fred Cooper Jr.","2017-09-01",1,"Army",,"Fordham","W",2,15,7.5,1,"fred-cooper-jr-1"
"Rex Culpepper","2017-09-01",1,"Syracuse",,"Central Connecticut State","W",1,-4,-4,0,"rex-culpepper-1"
"Andy Davidson","2017-09-01",1,"Army",,"Fordham","W",4,20,5,1,"andy-davidson-1"
"Dalyn Dawkins","2017-09-01",2,"Colorado State","N","Colorado","L",14,43,3.1,0,"dalyn-dawkins-1"
"AJ Dillon","2017-09-01",1,"Boston College","@","Northern Illinois","W",5,20,4,0,"aj-dillon-1"
"Dominic Distefano","2017-09-01",1,"Army",,"Fordham","W",1,10,10,0,"dominic-distefano-1"
"Eric Dungey","2017-09-01",1,"Syracuse",,"Central Connecticut State","W",9,51,5.7,2,"eric-dungey-1"
"Gus Edwards","2017-09-01",1,"Rutgers",,"Washington","L",24,79,3.3,0,"gus-edwards-1"
"Ian Eriksen","2017-09-01",1,"Eastern Michigan",,"UNC Charlotte","W",7,37,5.3,2,"ian-eriksen-1"
"Myles Gaskin","2017-09-01",1,"Washington","@","Rutgers","W",7,59,8.4,0,"myles-gaskin-1"
"Ben Glines","2017-09-01",1,"Boston College","@","Northern Illinois","W",1,3,3,0,"ben-glines-1"
"Ryan Graham","2017-09-01",1,"Northern Illinois",,"Boston College","L",12,99,8.3,0,"ryan-graham-1"
"Janarion Grant","2017-09-01",1,"Rutgers",,"Washington","L",1,0,0,0,"janarion-grant-1"
"Garrett Groshek","2017-09-01",1,"Wisconsin",,"Utah State","W",2,29,14.5,1,"garrett-groshek-1"
"Justen Hervey","2017-09-01",1,"Utah State","@","Wisconsin","L",2,13,6.5,0,"justen-hervey-1"
"Chris High","2017-09-01",1,"Navy","@","Florida Atlantic","W",16,61,3.8,0,"chris-high-1"
"Jon Hilliman","2017-09-01",1,"Boston College","@","Northern Illinois","W",25,58,2.3,0,"jon-hilliman-1"
"Artice Hobbs IV","2017-09-01",1,"Army",,"Fordham","W",1,18,18,1,"artice-hobbs-iv-1"
"Calen Holt","2017-09-01",1,"Army",,"Fordham","W",3,39,13,0,"calen-holt-1"
"Kelvin Hopkins Jr","2017-09-01",1,"Army",,"Fordham","W",3,7,2.3,0,"kelvin-hopkins-jr-1"
"Alex Hornibrook","2017-09-01",1,"Wisconsin",,"Utah State","W",4,-20,-5,0,"alex-hornibrook-1"
"Greg Howell","2017-09-01",1,"Florida Atlantic",,"Navy","L",1,8,8,0,"greg-howell-1"
"Jordan Huff","2017-09-01",1,"Northern Illinois",,"Boston College","L",5,9,1.8,0,"jordan-huff-1"
"Lajuan Hunt","2017-09-01",1,"Utah State","@","Wisconsin","L",7,27,3.9,1,"lajuan-hunt-1"
"Rachid Ibrahim","2017-09-01",1,"Wisconsin",,"Utah State","W",2,8,4,0,"rachid-ibrahim-1"
"Chris James","2017-09-01",1,"Wisconsin",,"Utah State","W",5,15,3,0,"chris-james-9"
"Deandre Johnson","2017-09-01",1,"Florida Atlantic",,"Navy","L",4,31,7.8,0,"deandre-johnson-4"
"Marcus Jones","2017-09-01",1,"Northern Illinois",,"Boston College","L",11,48,4.4,0,"marcus-jones-9"
"Hasaan Klugh","2017-09-01",1,"UNC Charlotte","@","Eastern Michigan","L",14,101,7.2,0,"hasaan-klugh-1"
"Luke Langdon","2017-09-01",1,"Army",,"Fordham","W",1,7,7,0,"luke-langdon-1"
"Ben LeMay","2017-09-01",1,"UNC Charlotte","@","Eastern Michigan","L",4,10,2.5,0,"ben-lemay-1"
"Phillip Lindsay","2017-09-01",1,"Colorado","N","Colorado State","W",19,140,7.4,1,"phillip-lindsay-1"
"Tonny Lindsey","2017-09-01",1,"Utah State","@","Wisconsin","L",6,28,4.7,0,"tonny-lindsey-1"
"Robert Martin","2017-09-01",1,"Rutgers",,"Washington","L",13,55,4.2,0,"robert-martin-2"
"Izzy Matthews","2017-09-01",2,"Colorado State","N","Colorado","L",10,31,3.1,0,"izzy-matthews-1"
"Sandon McCoy","2017-09-01",1,"Army",,"Fordham","W",4,16,4,0,"sandon-mccoy-1"
"Tommy Mister","2017-09-01",1,"Northern Illinois",,"Boston College","L",1,-3,-3,0,"tommy-mister-1"
"Steven Montez","2017-09-01",1,"Colorado","N","Colorado State","W",12,-7,-0.6,0,"steven-montez-1"
"Chris Montgomery","2017-09-01",1,"UNC Charlotte","@","Eastern Michigan","L",1,7,7,0,"chris-montgomery-3"
"Kent Myers","2017-09-01",1,"Utah State","@","Wisconsin","L",5,8,1.6,0,"kent-myers-1"
"Jordan Nathan","2017-09-01",1,"Utah State","@","Wisconsin","L",3,15,5,0,"jordan-nathan-1"
"Moe Neal","2017-09-01",1,"Syracuse",,"Central Connecticut State","W",7,17,2.4,0,"moe-neal-1"
"Daniel Parr","2017-09-01",1,"Florida Atlantic",,"Navy","L",4,-14,-3.5,0,"daniel-parr-1"
"Jazz Peavy","2017-09-01",1,"Wisconsin",,"Utah State","W",2,7,3.5,0,"jazz-peavy-1"
"Tyrone Perkins","2017-09-01",1,"Syracuse",,"Central Connecticut State","W",3,7,2.3,0,"tyrone-perkins-1"
"Malcolm Perry","2017-09-01",1,"Navy","@","Florida Atlantic","W",1,-2,-2,0,"malcolm-perry-1"
"Markenzy Pierre","2017-09-01",1,"Syracuse",,"Central Connecticut State","W",9,46,5.1,0,"markenzy-pierre-1"
"Austin Ramesh","2017-09-01",1,"Wisconsin",,"Utah State","W",2,11,5.5,1,"austin-ramesh-1"
"Brogan Roback","2017-09-01",1,"Eastern Michigan",,"UNC Charlotte","W",6,1,0.2,0,"brogan-roback-1"
"Savon Scarver","2017-09-01",1,"Utah State","@","Wisconsin","L",1,4,4,0,"savon-scarver-1"
"Bradrick Shaw","2017-09-01",1,"Wisconsin",,"Utah State","W",18,84,4.7,1,"bradrick-shaw-1"
"Devin Singletary","2017-09-01",1,"Florida Atlantic",,"Navy","L",6,26,4.3,0,"devin-singletary-1"
"Connor Slomka","2017-09-01",1,"Army",,"Fordham","W",3,38,12.7,0,"connor-slomka-1"
"Jeff Smith","2017-09-01",1,"Boston College","@","Northern Illinois","W",3,26,8.7,0,"jeff-smith-10"
"Thaddius Smith","2017-09-01",1,"Boston College","@","Northern Illinois","W",6,55,9.2,0,"thaddius-smith-1"
