Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Glen Cuiellette,2016-09-01,1,Tulane,@,Wake Forest,L,22,54,2.5,0,glen-cuiellette-1
Jowan Davis,2016-09-01,1,Rice,@,Western Kentucky,L,6,10,1.7,1,jowan-davis-1
Matt Dayes,2016-09-01,1,North Carolina State,,William & Mary,W,23,138,6.0,2,matt-dayes-1
Darik Dillard,2016-09-01,1,Rice,@,Western Kentucky,L,9,19,2.1,0,darik-dillard-1
Joshua Dobbs,2016-09-01,1,Tennessee,,Appalachian State,W,9,-4,-0.4,0,joshua-dobbs-1
Aaron Duckworth,2016-09-01,1,Idaho,,Montana State,W,14,108,7.7,2,aaron-duckworth-1
Nacarius Fant,2016-09-01,1,Western Kentucky,,Rice,W,1,-5,-5.0,0,nacarius-fant-1
D'Andre Ferby,2016-09-01,1,Western Kentucky,,Rice,W,1,1,1.0,0,dandre-ferby-1
Ryan Finley,2016-09-01,1,North Carolina State,,William & Mary,W,5,6,1.2,0,ryan-finley-1
Johnny Frasier,2016-09-01,1,North Carolina State,,William & Mary,W,7,26,3.7,1,johnny-frasier-1
Wade Freebeck,2016-09-01,1,Vanderbilt,,South Carolina,L,2,7,3.5,0,wade-freebeck-1
Tony Gaiter IV,2016-09-01,1,Florida International,,Indiana,L,1,27,27.0,0,tony-gaiter-iv-1
Reggie Gallaspy II,2016-09-01,1,North Carolina State,,William & Mary,W,4,25,6.3,0,reggie-gallaspy-ii-1
Alex Gardner,2016-09-01,1,Florida International,,Indiana,L,10,23,2.3,1,alex-gardner-2
Darell Garretson,2016-09-01,1,Oregon State,@,Minnesota,L,6,-3,-0.5,0,darell-garretson-1
Cole Gest,2016-09-01,1,Indiana,@,Florida International,W,6,17,2.8,0,cole-gest-1
Teriyon Gipson,2016-09-01,1,New Mexico,,South Dakota,W,8,181,22.6,2,teriyon-gipson-1
Tion Green,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,16,97,6.1,0,tion-green-1
David Greene,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,6,30,5.0,1,david-greene-3
Arthur Hart,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,1,1.0,0,arthur-hart-1
Jahray Hayes,2016-09-01,1,Central Michigan,,Presbyterian,W,9,43,4.8,3,jahray-hayes-1
Justen Hervey,2016-09-01,1,Utah State,,Weber State,W,3,84,28.0,1,justen-hervey-1
Callen Hightower,2016-09-01,1,Idaho,,Montana State,W,1,3,3.0,0,callen-hightower-1
Dontrell Hilliard,2016-09-01,1,Tulane,@,Wake Forest,L,7,36,5.1,0,dontrell-hilliard-1
Nyheim Hines,2016-09-01,1,North Carolina State,,William & Mary,W,3,8,2.7,0,nyheim-hines-1
Kendall Hinton,2016-09-01,1,Wake Forest,,Tulane,W,8,24,3.0,1,kendall-hinton-1
Damion Hobbs,2016-09-01,1,Utah State,,Weber State,W,1,8,8.0,0,damion-hobbs-1
Deltron Hopkins,2016-09-01,1,Appalachian State,@,Tennessee,L,3,13,4.3,0,deltron-hopkins-1
Ethan Horton,2016-09-01,1,Louisville,,UNC Charlotte,W,1,1,1.0,0,ethan-horton-2
Lajuan Hunt,2016-09-01,1,Utah State,,Weber State,W,2,12,6.0,1,lajuan-hunt-1
Jalen Hurd,2016-09-01,1,Tennessee,,Appalachian State,W,28,110,3.9,1,jalen-hurd-1
Lamar Jackson,2016-09-01,1,Louisville,,UNC Charlotte,W,11,119,10.8,2,lamar-jackson-1
Jake Johnson,2016-09-01,1,Central Michigan,,Presbyterian,W,1,-3,-3.0,0,jake-johnson-2
Matt Johnson,2016-09-01,1,UNC Charlotte,@,Louisville,L,3,8,2.7,0,matt-johnson-10
Ron Johnson,2016-09-01,1,Connecticut,,Maine,W,15,65,4.3,2,ron-johnson-8
Anthony Jones,2016-09-01,1,Florida International,,Indiana,L,2,3,1.5,0,anthony-jones-8
Javohn Jones,2016-09-01,1,New Mexico,,South Dakota,W,1,-1,-1.0,0,javohn-jones-1
Malin Jones,2016-09-01,1,Louisville,,UNC Charlotte,W,7,30,4.3,0,malin-jones-1
Alvin Kamara,2016-09-01,1,Tennessee,,Appalachian State,W,6,21,3.5,0,alvin-kamara-1
Hasaan Klugh,2016-09-01,1,UNC Charlotte,@,Louisville,L,2,-12,-6.0,0,hasaan-klugh-1
Matt Krause,2016-09-01,1,Central Michigan,,Presbyterian,W,2,5,2.5,0,matt-krause-1
Richard Lagow,2016-09-01,1,Indiana,@,Florida International,W,4,0,0.0,1,richard-lagow-1
Taylor Lamb,2016-09-01,1,Appalachian State,@,Tennessee,L,8,27,3.4,1,taylor-lamb-1
Mitch Leidner,2016-09-01,1,Minnesota,,Oregon State,W,13,76,5.8,2,mitch-leidner-1
Ben LeMay,2016-09-01,1,UNC Charlotte,@,Louisville,L,5,14,2.8,0,ben-lemay-1
Kahlil Lewis,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,1,-5,-5.0,0,kahlil-lewis-1
Tonny Lindsey,2016-09-01,1,Utah State,,Weber State,W,11,67,6.1,1,tonny-lindsey-1
Matt Linehan,2016-09-01,1,Idaho,,Montana State,W,7,41,5.9,0,matt-linehan-1
Kalija Lipscomb,2016-09-01,1,Vanderbilt,,South Carolina,L,1,-1,-1.0,0,kalija-lipscomb-1
Paul Lucas,2016-09-01,1,Oregon State,@,Minnesota,L,1,-1,-1.0,0,paul-lucas-1
Mike Majette,2016-09-01,1,Indiana,@,Florida International,W,10,47,4.7,0,mike-majette-1
Devante Mays,2016-09-01,1,Utah State,,Weber State,W,18,208,11.6,3,devante-mays-1
Jalan McClendon,2016-09-01,1,North Carolina State,,William & Mary,W,6,5,0.8,0,jalan-mcclendon-1
Troy McCormick,2016-09-01,1,Utah,,Southern Utah,W,12,55,4.6,1,troy-mccormick-1
Kobe McCrary,2016-09-01,1,Minnesota,,Oregon State,W,2,4,2.0,0,kobe-mccrary-1
Alex McGough,2016-09-01,1,Florida International,,Indiana,L,7,5,0.7,0,alex-mcgough-1
Brandon Mcllwain,2016-09-01,1,South Carolina,@,Vanderbilt,W,7,29,4.1,0,brandon-mcllwain-1
Richard McQuarley,2016-09-01,1,New Mexico,,South Dakota,W,13,55,4.2,2,richard-mcquarley-1
Hayden Moore,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,5,13,2.6,0,hayden-moore-1
Jalin Moore,2016-09-01,1,Appalachian State,@,Tennessee,L,7,17,2.4,0,jalin-moore-1
Kent Myers,2016-09-01,1,Utah State,,Weber State,W,7,53,7.6,0,kent-myers-1
Ryan Nall,2016-09-01,1,Oregon State,@,Minnesota,L,13,71,5.5,0,ryan-nail-1
Arkeel Newsome,2016-09-01,1,Connecticut,,Maine,W,15,40,2.7,1,arkeel-newsome-1
Dakwa Nichols,2016-09-01,1,North Carolina State,,William & Mary,W,4,27,6.8,0,dakwa-nichols-1
Nicholas Norris,2016-09-01,1,Western Kentucky,,Rice,W,1,2,2.0,0,nicholas-norris-1
Kevin Olsen,2016-09-01,1,UNC Charlotte,@,Louisville,L,4,-20,-5.0,0,kevin-olsen-1
Perry Orth,2016-09-01,1,South Carolina,@,Vanderbilt,W,5,8,1.6,0,perry-orth-1
Tyrone Owens,2016-09-01,1,New Mexico,,South Dakota,W,10,48,4.8,0,tyrone-owens-1
Mitchell Paige,2016-09-01,1,Indiana,@,Florida International,W,1,11,11.0,0,mitchell-paige-1
Kalif Phillips,2016-09-01,1,UNC Charlotte,@,Louisville,L,11,24,2.2,0,kalif-phillips-1
Art Pierce,2016-09-01,1,Oregon State,@,Minnesota,L,4,7,1.8,0,art-pierce-1
Brandon Radcliff,2016-09-01,1,Louisville,,UNC Charlotte,W,3,22,7.3,0,brandon-radcliff-1
Devine Redding,2016-09-01,1,Indiana,@,Florida International,W,22,135,6.1,0,devine-redding-1
Alex Rodriguez,2016-09-01,1,Indiana,@,Florida International,W,1,5,5.0,0,alex-rodriguez-2
Josh Rounds,2016-09-01,1,Tulane,@,Wake Forest,L,1,3,3.0,0,josh-rounds-1
Cooper Rush,2016-09-01,1,Central Michigan,,Presbyterian,W,3,-8,-2.7,0,cooper-rush-1
Deebo Samuel,2016-09-01,1,South Carolina,@,Vanderbilt,W,1,8,8.0,1,deebo-samuel-1
Jaylen Samuels,2016-09-01,1,North Carolina State,,William & Mary,W,5,24,4.8,2,jaylen-samuels-1
Isaiah Saunders,2016-09-01,1,Idaho,,Montana State,W,5,34,6.8,0,isaiah-saunders-1
L.J. Scott,2016-09-01,1,Louisville,,UNC Charlotte,W,1,18,18.0,0,lj-scott-1
Trent Sherfield,2016-09-01,1,Vanderbilt,,South Carolina,L,1,9,9.0,0,trent-sherfield-1
Bryant Shirreffs,2016-09-01,1,Connecticut,,Maine,W,20,95,4.8,0,bryant-shirreffs-1
Kyle Shurmur,2016-09-01,1,Vanderbilt,,South Carolina,L,2,-8,-4.0,0,kyle-shurmur-1
Armand Shyne,2016-09-01,1,Utah,,Southern Utah,W,8,19,2.4,0,armand-shyne-1
Jeremy Smith,2016-09-01,1,Louisville,,UNC Charlotte,W,1,17,17.0,0,jeremy-smith-4
Jonnu Smith,2016-09-01,1,Florida International,,Indiana,L,1,5,5.0,0,jonnu-smith-1
Rodney Smith,2016-09-01,1,Minnesota,,Oregon State,W,25,125,5.0,2,rodney-smith-5
Trey Smith,2016-09-01,1,Louisville,,UNC Charlotte,W,4,17,4.3,0,trey-smith-4
Devon Spalding,2016-09-01,1,Central Michigan,,Presbyterian,W,15,135,9.0,1,devon-spalding-1
Johnny Stanton,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,4,35,8.8,0,johnny-stanton-1
Tyler Stehling,2016-09-01,1,Rice,@,Western Kentucky,L,11,85,7.7,1,tyler-stehling-1
Samuel Stewart,2016-09-01,1,Rice,@,Western Kentucky,L,3,14,4.7,0,samuel-stewart-1
Donaven Tennyson,2016-09-01,1,Vanderbilt,,South Carolina,L,1,-3,-3.0,0,donaven-tennyson-1
Lexington Thomas,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,11,68,6.2,2,lexington-thomas-1
Lazedrick Thompson,2016-09-01,1,Tulane,@,Wake Forest,L,6,21,3.5,0,lazedrick-thompson-1
Marquez Trigg,2016-09-01,1,Western Kentucky,,Rice,W,2,1,0.5,0,marquez-trigg-1
A.J. Turner,2016-09-01,1,South Carolina,@,Vanderbilt,W,13,70,5.4,0,aj-turner-2
Anthony Wales,2016-09-01,1,Western Kentucky,,Rice,W,15,58,3.9,2,anthony-wales-1
Austin Walter,2016-09-01,1,Rice,@,Western Kentucky,L,3,1,0.3,0,austin-walter-1
Jonathan Ward,2016-09-01,1,Central Michigan,,Presbyterian,W,7,79,11.3,1,jonathan-ward-3
Robert Washington,2016-09-01,1,UNC Charlotte,@,Louisville,L,5,33,6.6,0,robert-washington-2
Ralph Webb,2016-09-01,1,Vanderbilt,,South Carolina,L,20,97,4.9,0,ralph-webb-1
Charles Williams,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,12,96,8.0,1,charles-williams-8
David Williams,2016-09-01,1,South Carolina,@,Vanderbilt,W,5,7,1.4,0,david-williams-5
Devonte Williams,2016-09-01,1,Indiana,@,Florida International,W,8,31,3.9,0,devonte-williams-1
Joe Williams,2016-09-01,1,Utah,,Southern Utah,W,12,49,4.1,0,joe-williams-7
Malik Williams,2016-09-01,1,Louisville,,UNC Charlotte,W,7,48,6.9,0,malik-williams-1
Troy Williams,2016-09-01,1,Utah,,Southern Utah,W,5,15,3.0,0,troy-williams-2
John Wolford,2016-09-01,1,Wake Forest,,Tulane,W,5,15,3.0,0,john-wolford-1
Drew Wolitarsky,2016-09-01,1,Minnesota,,Oregon State,W,1,3,3.0,0,drew-wolitarsky-1
Diquon Woodhouse,2016-09-01,1,New Mexico,,South Dakota,W,4,68,17.0,0,diquon-woodhouse-1
Ryquell Armstead,2016-09-02,1,Temple,,Army,L,16,77,4.8,1,ryquell-armstead-1
Jordan Asberry,2016-09-02,1,Army,@,Temple,W,5,53,10.6,0,jordan-asberry-1
Blake Banham,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,3,11,3.7,1,blake-banham-1
Faton Bauta,2016-09-02,1,Colorado State,N,Colorado,L,4,39,9.8,0,faton-bauta-1
Beau Bisharat,2016-09-02,1,Colorado,N,Colorado State,W,4,17,4.3,0,beau-bisharat-1
Christian Booker,2016-09-02,1,Arkansas State,,Toledo,L,1,-3,-3.0,0,christian-booker-1
Ahmad Bradshaw,2016-09-02,1,Army,@,Temple,W,16,50,3.1,1,ahmad-bradshaw-2
Dwyer Bucey,2016-09-02,1,Baylor,,Northwestern State,W,1,0,0.0,0,dwyer-bucey-1
Ryan Burns,2016-09-02,1,Stanford,,Kansas State,W,4,-14,-3.5,0,ryan-burns-1
James Butler,2016-09-02,1,Nevada,,Cal Poly,W,21,123,5.9,2,james-butler-4
Tyler Campbell,2016-09-02,1,Army,@,Temple,W,4,27,6.8,1,tyler-campbell-4
Chris Carter,2016-09-02,1,Army,@,Temple,W,2,3,1.5,0,chris-carter-7
Andrew Celis,2016-09-02,1,Nevada,,Cal Poly,W,1,-1,-1.0,0,andrew-celis-1
Detrich Clark,2016-09-02,1,Colorado State,N,Colorado,L,1,4,4.0,0,detrich-clark-1
Donnie Corley,2016-09-02,1,Michigan State,,Furman,W,1,1,1.0,0,donnie-corley-1
Andy Davidson,2016-09-02,1,Army,@,Temple,W,22,121,5.5,2,andy-davidson-1
Dalyn Dawkins,2016-09-02,1,Colorado State,N,Colorado,L,14,88,6.3,0,dalyn-dawkins-1
Kendrick Dorn,2016-09-02,1,Georgia State,,Ball State,L,3,8,2.7,0,kendrick-dorn-1
Christian Drake,2016-09-02,1,Army,@,Temple,W,2,24,12.0,0,christian-drake-1
Eric Dungey,2016-09-02,1,Syracuse,,Colgate,W,10,25,2.5,0,eric-dungey-1
Cameron Echols-Luper,2016-09-02,1,Arkansas State,,Toledo,L,1,7,7.0,0,cameron-echols-luper-1
Ian Eriksen,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,12,97,8.1,2,ian-eriksen-1
Jesse Ertz,2016-09-02,1,Kansas State,@,Stanford,L,13,20,1.5,0,jesse-ertz-1
Kyle Evans,2016-09-02,1,Colorado,N,Colorado State,W,8,41,5.1,1,kyle-evans-1
Jordan Fredericks,2016-09-02,1,Syracuse,,Colgate,W,4,10,2.5,0,jordan-fredericks-1
Michael Gallup,2016-09-02,1,Colorado State,N,Colorado,L,1,12,12.0,0,michael-gallup-1
James Gilbert,2016-09-02,1,Ball State,@,Georgia State,W,29,160,5.5,2,james-gilbert-2
Darian Green,2016-09-02,1,Ball State,@,Georgia State,W,13,93,7.2,1,darian-green-1
Justice Hansen,2016-09-02,1,Arkansas State,,Toledo,L,1,-6,-6.0,0,justice-hansen-1
JaMycal Hasty,2016-09-02,1,Baylor,,Northwestern State,W,7,68,9.7,0,jamycal-hasty-1
Anthony Hawkins,2016-09-02,1,Colorado State,N,Colorado,L,1,17,17.0,0,anthony-hawkins-1
Johnathan Hawkins,2016-09-02,1,Buffalo,,Albany,L,8,41,5.1,0,johnathan-hawkins-1
Preston Heard,2016-09-02,1,Baylor,,Northwestern State,W,3,18,6.0,0,preston-heard-1
David Hood,2016-09-02,1,Temple,,Army,L,5,21,4.2,0,david-hood-2
Joe Hubener,2016-09-02,1,Kansas State,@,Stanford,L,3,-4,-1.3,0,joe-hubener-1
Alec Hullibarger,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,3,16,5.3,0,alec-hullibarger-1
Kareem Hunt,2016-09-02,1,Toledo,@,Arkansas State,W,17,78,4.6,1,kareem-hunt-1
Tyree Jackson,2016-09-02,1,Buffalo,,Albany,L,10,60,6.0,0,tyree-jackson-1
Jordan Johnson,2016-09-02,1,Buffalo,,Albany,L,23,114,5.0,0,jordan-johnson-4
Charles Jones,2016-09-02,1,Kansas State,@,Stanford,L,8,43,5.4,0,charles-jones-4
Damion Jones-Moore,2016-09-02,1,Toledo,@,Arkansas State,W,11,81,7.4,0,damion-jones-moore-1
Marvin Kinsey,2016-09-02,1,Colorado State,N,Colorado,L,5,13,2.6,0,marvin-kinsey-1
Demarcus Kirk,2016-09-02,1,Georgia State,,Ball State,L,1,4,4.0,0,demarcus-kirk-1
Donovan Lee,2016-09-02,1,Colorado,N,Colorado State,W,10,41,4.1,0,donovan-lee-1
Phillip Lindsay,2016-09-02,1,Colorado,N,Colorado State,W,20,95,4.8,2,phillip-lindsay-1
Prescott Line,2016-09-02,1,Michigan State,,Furman,W,1,3,3.0,0,prescott-line-1
Shock Linwood,2016-09-02,1,Baylor,,Northwestern State,W,9,97,10.8,0,shock-linwood-1
Sefo Liufau,2016-09-02,1,Colorado,N,Colorado State,W,14,66,4.7,0,sefo-liufau-1
Madre London,2016-09-02,1,Michigan State,,Furman,W,5,14,2.8,0,madre-london-1
Akeel Lynch,2016-09-02,1,Nevada,,Cal Poly,W,4,21,5.3,0,akeel-lynch-1
Monty Madaris,2016-09-02,1,Michigan State,,Furman,W,1,12,12.0,0,monty-madaris-1
Zack Mahoney,2016-09-02,1,Syracuse,,Colgate,W,3,-6,-2.0,0,zack-mahoney-1
Conner Manning,2016-09-02,1,Georgia State,,Ball State,L,2,-9,-4.5,0,conner-manning-1
Izzy Matthews,2016-09-02,1,Colorado State,N,Colorado,L,7,13,1.9,0,izzy-matthews-1
Christian McCaffrey,2016-09-02,1,Stanford,,Kansas State,W,22,126,5.7,2,christian-mccaffrey-1
Kyler Neal,2016-09-02,1,Georgia State,,Ball State,L,2,3,1.5,0,kyler-neal-1
Moe Neal,2016-09-02,1,Syracuse,,Colgate,W,9,68,7.6,1,moe-neal-1
Riley Neal,2016-09-02,1,Ball State,@,Georgia State,W,4,48,12.0,0,riley-neal-1
Tyler O'Connor,2016-09-02,1,Michigan State,,Furman,W,6,11,1.8,0,tyler-oconnor-1
Todd Porter,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,4,13,3.3,0,todd-porter-1
Michael Rector,2016-09-02,1,Stanford,,Kansas State,W,1,1,1.0,0,michael-rector-1
Grant Rohach,2016-09-02,1,Buffalo,,Albany,L,7,11,1.6,0,grant-rohach-1
Seth Russell,2016-09-02,1,Baylor,,Northwestern State,W,1,0,0.0,0,seth-russell-1
Emiere Scaife,2016-09-02,1,Georgia State,,Ball State,L,1,-2,-2.0,0,emiere-scaife-1
Cameron Scarlett,2016-09-02,1,Stanford,,Kansas State,W,2,-7,-3.5,0,cameron-scarlett-1
Wyatt Schrepfer,2016-09-02,1,Baylor,,Northwestern State,W,11,20,1.8,0,wyatt-schrepfer-1
LJ Scott,2016-09-02,1,Michigan State,,Furman,W,20,105,5.3,1,lj-scott-2
Nick Sharga,2016-09-02,1,Temple,,Army,L,2,5,2.5,0,nick-sharga-1
R.J. Shelton,2016-09-02,1,Michigan State,,Furman,W,1,32,32.0,0,rj-shelton-1
Justin Silmon,2016-09-02,1,Kansas State,@,Stanford,L,7,26,3.7,0,justin-silmon-1
Glenn Smith,2016-09-02,1,Georgia State,,Ball State,L,8,14,1.8,0,glenn-smith-2
Elijah St. Hilaire,2016-09-02,1,Army,@,Temple,W,1,6,6.0,0,elijah-st-hilaire-1
Nick Stevens,2016-09-02,1,Colorado State,N,Colorado,L,2,-24,-12.0,0,nick-stevens-1
Darrell Stewart Jr.,2016-09-02,1,Michigan State,,Furman,W,1,1,1.0,0,darrell-stewart-jr-1
Tyler Stewart,2016-09-02,1,Nevada,,Cal Poly,W,8,31,3.9,0,tyler-stewart-1
Dontae Strickland,2016-09-02,1,Syracuse,,Colgate,W,9,20,2.2,0,dontae-strickland-2
Terry Swanson,2016-09-02,1,Toledo,@,Arkansas State,W,14,30,2.1,0,terry-swanson-1
Shaq Vann,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,20,156,7.8,2,shaq-vann-1
Chad Voytik,2016-09-02,1,Arkansas State,,Toledo,L,18,38,2.1,0,chad-voytik-1
P.J. Walker,2016-09-02,1,Temple,,Army,L,4,-19,-4.8,0,pj-walker-1
Warren Wand,2016-09-02,1,Arkansas State,,Toledo,L,12,77,6.4,0,warren-wand-1
Dalvin Warmack,2016-09-02,1,Kansas State,@,Stanford,L,1,7,7.0,0,dalvin-warmack-1
Armond Weh-Weh,2016-09-02,1,Arkansas State,,Toledo,L,5,29,5.8,1,armond-weh-weh-1
Terence Williams,2016-09-02,1,Baylor,,Northwestern State,W,11,72,6.5,2,terence-williams-2
Teddy Williamson,2016-09-02,1,Ball State,@,Georgia State,W,4,28,7.0,1,teddy-williamson-1
Aaron Winchester,2016-09-02,1,Georgia State,,Ball State,L,8,59,7.4,1,aaron-winchester-2
Logan Woodside,2016-09-02,1,Toledo,@,Arkansas State,W,1,2,2.0,0,logan-woodside-1
Darnell Woolfolk,2016-09-02,1,Army,@,Temple,W,12,50,4.2,0,darnell-woolfolk-1
Ishmael Adams,2016-09-03,1,UCLA,@,Texas A&M,L,2,4,2.0,0,ishmael-adams-1
Rodney Adams,2016-09-03,1,South Florida,,Towson,W,4,37,9.3,1,rodney-adams-1
Justin Agner,2016-09-03,1,Kent State,@,Penn State,L,12,7,0.6,0,justin-agner-1
Ryan Agnew,2016-09-03,1,San Diego State,,New Hampshire,W,1,3,3.0,0,ryan-agnew-1
Joseph Ajeigbe,2016-09-03,1,Duke,,North Carolina Central,W,6,15,2.5,0,joseph-ajeigbe-1
Toks Akinribade,2016-09-03,1,Iowa,,Miami (OH),W,2,6,3.0,0,toks-akinribade-1
Austin Allen,2016-09-03,1,Arkansas,,Louisiana Tech,W,4,-26,-6.5,0,austin-allen-1
Devon Allen,2016-09-03,1,Oregon,,California-Davis,W,1,6,6.0,0,devon-allen-1
Josh Allen,2016-09-03,1,Wyoming,,Northern Illinois,W,10,70,7.0,1,josh-allen-7
Bilal Ally,2016-09-03,1,Massachusetts,@,Florida,L,2,4,2.0,0,bilal-ally-1
Darius Anderson,2016-09-03,1,Texas Christian,,South Dakota State,W,4,26,6.5,0,darius-anderson-1
Desmond Anderson,2016-09-03,1,Middle Tennessee State,,Alabama A&M,W,1,29,29.0,0,desmond-anderson-1
Devin Anderson,2016-09-03,1,East Carolina,,Western Carolina,W,9,39,4.3,0,devin-anderson-3
Josh Anderson,2016-09-03,1,Troy,,Austin Peay,W,5,68,13.6,1,josh-anderson-6
LaBaron Anthony,2016-09-03,1,Georgia Southern,,Savannah State,W,6,11,1.8,0,labaron-anthony-1
Deangleo Antoine,2016-09-03,1,South Florida,,Towson,W,1,7,7.0,0,deangleo-antoine-1
Tommy Armstrong Jr,2016-09-03,1,Nebraska,,Fresno State,W,11,42,3.8,2,tommy-armstrong-jr-1
Josh Augusta,2016-09-03,1,Missouri,@,West Virginia,L,1,1,1.0,0,josh-augusta-1
Dami Ayoola,2016-09-03,1,South Alabama,@,Mississippi State,W,1,-3,-3.0,0,dami-ayoola-1
Billy Bahl,2016-09-03,1,Miami (OH),@,Iowa,L,8,8,1.0,0,billy-bahl-1
Dacoven Bailey,2016-09-03,1,Rutgers,@,Washington,L,1,1,1.0,0,dacoven-bailey-1
Budda Baker,2016-09-03,1,Washington,,Rutgers,W,1,-1,-1.0,0,budda-baker-1
Warren Ball,2016-09-03,1,Akron,,Virginia Military Institute,W,18,110,6.1,1,warren-ball-1
Kalen Ballage,2016-09-03,1,Arizona State,,Northern Arizona,W,10,56,5.6,1,kalen-ballage-1
Jaquarius Bargnare,2016-09-03,1,Central Florida,,South Carolina State,W,1,8,8.0,0,jaquarius-bargnare-1
Drew Barker,2016-09-03,1,Kentucky,,Southern Mississippi,L,7,-5,-0.7,0,drew-barker-1
Kaleb Barker,2016-09-03,1,Troy,,Austin Peay,W,2,58,29.0,1,kaleb-barker-1
Saquon Barkley,2016-09-03,1,Penn State,,Kent State,W,22,105,4.8,1,saquon-barkley-1
Blake Barnett,2016-09-03,1,Alabama,N,Southern California,W,4,-10,-2.5,0,blake-barnett-2
J.T. Barrett,2016-09-03,1,Ohio State,,Bowling Green State,W,6,30,5.0,1,jt-barrett-1
Cooper Bateman,2016-09-03,1,Alabama,N,Southern California,W,1,-9,-9.0,0,cooper-bateman-1
C.J. Beathard,2016-09-03,1,Iowa,,Miami (OH),W,2,-20,-10.0,0,cj-beathard-1
LeVante Bellamy,2016-09-03,1,Western Michigan,@,Northwestern,W,2,13,6.5,0,levante-bellamy-1
Joe Beneducci,2016-09-03,1,Michigan,,Hawaii,W,1,1,1.0,0,joe-beneducci-1
Kurt Benkert,2016-09-03,1,Virginia,,Richmond,L,8,3,0.4,0,kurt-benkert-1
Kani Benoit,2016-09-03,1,Oregon,,California-Davis,W,4,34,8.5,0,kani-benoit-1
David Blough,2016-09-03,1,Purdue,,Eastern Kentucky,W,4,18,4.5,2,david-blough-1
Zach Boden,2016-09-03,1,Duke,,North Carolina Central,W,12,37,3.1,0,zach-boden-1
Parker Boehme,2016-09-03,1,Duke,,North Carolina Central,W,7,68,9.7,1,parker-boehme-1
