Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Hoost Marsh,2006-09-02,1,Wyoming,,Utah State,W,5,36,7.2,0,hoost-marsh-1
Vincent Marshall,2006-09-02,1,Houston,@,Rice,W,3,25,8.3,0,vincent-marshall-1
Leodis McKelvin,2006-09-02,1,Troy,,Alabama State,W,6,86,14.3,0,leodis-mckelvin-1
Nathan Meikle,2006-09-02,1,Brigham Young,@,Arizona,L,4,58,14.5,0,nathan-meikle-1
Brian Murph,2006-09-02,1,Kansas,,Northwestern State,W,1,70,70.0,1,brian-murph-1
Haruki Nakamura,2006-09-02,1,Cincinnati,,Eastern Kentucky,W,2,6,3.0,0,haruki-nakamura-1
J.C. Neal,2006-09-02,1,North Carolina State,,Appalachian State,W,1,2,2.0,0,jc-neal-1
Reggie Nelson,2006-09-02,1,Florida,,Southern Mississippi,W,4,39,9.8,0,reggie-nelson-1
Terrence Nunn,2006-09-02,1,Nebraska,,Louisiana Tech,W,3,10,3.3,0,terrence-nunn-1
Danny Oquendo,2006-09-02,1,Maryland,,William & Mary,W,3,17,5.7,0,danny-oquendo-1
Tracy Porter,2006-09-02,1,Indiana,,Western Michigan,W,1,86,86.0,1,tracy-porter-1
Taylor Price,2006-09-02,1,Ohio,,Tennessee-Martin,W,5,26,5.2,0,taylor-price-1
Ean Randolph,2006-09-02,1,South Florida,,McNeese State,W,3,34,11.3,0,ean-randolph-1
Darrelle Revis,2006-09-02,1,Pittsburgh,,Virginia,W,2,11,5.5,0,darrelle-revis-1
Vaughn Rivers,2006-09-02,1,West Virginia,,Marshall,W,1,5,5.0,0,vaughn-rivers-1
Kevin Robinson,2006-09-02,1,Utah State,@,Wyoming,L,1,-2,-2.0,0,kevin-robinson-1
Stephone Robinson,2006-09-02,1,Colorado,,Montana State,L,1,-4,-4.0,0,stephone-robinson-1
Austin Rogers,2006-09-02,1,Tennessee,,California,W,2,13,6.5,0,austin-rogers-1
Aaron Ross,2006-09-02,1,Texas,,North Texas,W,4,53,13.3,0,aaron-ross-1
Eddie Royal,2006-09-02,1,Virginia Tech,,Northeastern,W,3,24,8.0,0,eddie-royal-1
Kevin Sanders,2006-09-02,1,Alabama-Birmingham,@,Oklahoma,L,1,0,0.0,0,kevin-sanders-1
Chad Schroeder,2006-09-02,1,Texas A&M,,Citadel,W,4,13,3.3,0,chad-schroeder-1
Chubb Small,2006-09-02,1,Marshall,@,West Virginia,L,1,0,0.0,0,chubb-small-1
Reggie Smith,2006-09-02,1,Oklahoma,,Alabama-Birmingham,W,6,67,11.2,0,reggie-smith-1
Ronnie Smith,2006-09-02,1,Nevada-Las Vegas,,Idaho State,W,1,8,8.0,0,ronnie-smith-1
Emmanuel Spann,2006-09-02,1,Marshall,@,West Virginia,L,1,0,0.0,0,emmanuel-spann-1
C.J. Spiller,2006-09-02,1,Clemson,,Florida Atlantic,W,2,23,11.5,0,cj-spiller-1
Derrick Stewart,2006-09-02,1,Cincinnati,,Eastern Kentucky,W,1,2,2.0,0,derrick-stewart-1
Ben Strickland,2006-09-02,1,Wisconsin,@,Bowling Green State,W,1,33,33.0,0,ben-strickland-1
Jason Tomlinson,2006-09-02,1,Navy,,East Carolina,W,1,15,15.0,0,jason-tomlinson-1
Jeremy Trimble,2006-09-02,1,Army,@,Arkansas State,L,6,39,6.5,0,jeremy-trimble-1
Cary Wade,2006-09-02,1,Virginia Tech,,Northeastern,W,1,12,12.0,0,cary-wade-1
Johnny Walker,2006-09-02,1,Colorado State,,Weber State,W,5,42,8.4,0,johnny-walker-1
Blake Warren,2006-09-02,1,Southern Methodist,@,Texas Tech,L,3,58,19.3,0,blake-warren-1
Sean Weatherspoon,2006-09-02,1,Missouri,,Murray State,W,1,9,9.0,0,sean-weatherspoon-1
Eric Weddle,2006-09-02,1,Utah,@,UCLA,L,1,-2,-2.0,0,eric-weddle-1
Derrick Williams,2006-09-02,1,Penn State,,Akron,W,3,44,14.7,0,derrick-williams-2
Trae Williams,2006-09-02,1,South Florida,,McNeese State,W,1,13,13.0,0,trae-williams-1
Josh Wilson,2006-09-02,1,Maryland,,William & Mary,W,1,12,12.0,0,josh-wilson-1
Marlon Wood,2006-09-02,1,Washington,,San Jose State,W,4,26,6.5,0,marlon-wood-1
Marcus Woods,2006-09-02,1,Missouri,,Murray State,W,1,3,3.0,0,marcus-woods-1
Tom Zbikowski,2006-09-02,1,Notre Dame,@,Georgia Tech,W,4,30,7.5,0,tom-zbikowski-1
Brian Bonner,2006-09-03,1,Texas Christian,@,Baylor,W,1,2,2.0,0,brian-bonner-1
Marcus Brock,2006-09-03,1,Texas Christian,@,Baylor,W,2,33,16.5,0,marcus-brock-1
Patrick Carter,2006-09-03,1,Louisville,,Kentucky,W,4,35,8.8,0,patrick-carter-2
Marshay Green,2006-09-03,1,Mississippi,,Memphis,W,1,37,37.0,0,marshay-green-1
Brandon McDonald,2006-09-03,1,Memphis,@,Mississippi,L,1,9,9.0,0,brandon-mcdonald-1
Carl Sims,2006-09-03,1,Baylor,,Texas Christian,L,1,5,5.0,0,carl-sims-1
Brandon Whitaker,2006-09-03,1,Baylor,,Texas Christian,L,1,3,3.0,0,brandon-whitaker-1
Chris Davis,2006-09-04,1,Florida State,@,Miami (FL),W,5,43,8.6,0,chris-davis-2
Bruce Johnson,2006-09-04,1,Miami (FL),,Florida State,L,1,15,15.0,0,bruce-johnson-1
Quinton Jones,2006-09-07,2,Boise State,,Oregon State,W,2,17,8.5,0,quinton-jones-1
Sammie Stroughter,2006-09-07,2,Oregon State,@,Boise State,L,3,74,24.7,1,sammie-stroughter-1
Darrelle Revis,2006-09-08,2,Pittsburgh,@,Cincinnati,W,5,16,3.2,0,darrelle-revis-1
Lowell Robinson,2006-09-08,2,Pittsburgh,@,Cincinnati,W,1,20,20.0,0,lowell-robinson-1
Derrick Stewart,2006-09-08,2,Cincinnati,,Pittsburgh,L,4,53,13.3,0,derrick-stewart-1
Royce Adams,2006-09-09,2,Purdue,,Miami (OH),W,3,44,14.7,0,royce-adams-1
Asher Allen,2006-09-09,2,Georgia,@,South Carolina,W,1,6,6.0,0,asher-allen-1
Aundrae Allison,2006-09-09,2,East Carolina,@,Alabama-Birmingham,L,1,2,2.0,0,aundrae-allison-1
Danny Amendola,2006-09-09,2,Texas Tech,@,Texas-El Paso,W,2,5,2.5,0,danny-amendola-1
Billy Barefield,2006-09-09,2,Memphis,,Chattanooga,W,1,3,3.0,0,billy-barefield-1
Johnathan Batson,2006-09-09,2,Texas A&M,,Louisiana,W,1,9,9.0,0,johnathan-batson-1
Ryan Baum,2006-09-09,2,Iowa State,,Nevada-Las Vegas,W,2,32,16.0,0,ryan-baum-1
Earl Bennett,2006-09-09,2,Vanderbilt,@,Alabama,L,2,-3,-1.5,0,earl-bennett-1
Lance Bennett,2006-09-09,2,Indiana,@,Ball State,W,1,0,0.0,0,lance-bennett-1
Darrell Blackman,2006-09-09,2,North Carolina State,,Akron,L,4,38,9.5,0,darrell-blackman-1
Steve Breaston,2006-09-09,2,Michigan,,Central Michigan,W,1,14,14.0,0,steve-breaston-1
Marcus Brock,2006-09-09,2,Texas Christian,,California-Davis,W,2,28,14.0,0,marcus-brock-1
Andy Brodell,2006-09-09,2,Iowa,@,Syracuse,W,3,27,9.0,0,andy-brodell-1
Cornelius Brown,2006-09-09,2,Missouri,,Mississippi,W,3,12,4.0,0,cornelius-brown-1
Michael Bumpus,2006-09-09,2,Washington State,,Idaho,W,1,0,0.0,0,michael-bumpus-1
Joe Burnett,2006-09-09,2,Central Florida,@,Florida,L,1,1,1.0,0,joe-burnett-1
Emmanuel Byers,2006-09-09,2,Virginia,,Wyoming,W,2,28,14.0,0,emmanuel-byers-1
Patrick Carter,2006-09-09,2,Louisville,@,Temple,W,1,7,7.0,0,patrick-carter-2
Simeon Castille,2006-09-09,2,Alabama,,Vanderbilt,W,1,-2,-2.0,0,simeon-castille-1
Zach Charles,2006-09-09,2,Bowling Green State,,Buffalo,W,3,12,4.0,0,zach-charles-1
Marquice Cole,2006-09-09,2,Northwestern,,New Hampshire,L,3,19,6.3,0,marquice-cole-1
Manny Collins,2006-09-09,2,Rutgers,,Illinois,W,1,11,11.0,0,manny-collins-1
Perrish Cox,2006-09-09,2,Oklahoma State,@,Arkansas State,W,3,66,22.0,0,perrish-cox-1
Chris Davis,2006-09-09,2,Florida State,,Troy,W,1,-18,-18.0,0,chris-davis-2
Chris Davis,2006-09-09,2,Duke,@,Wake Forest,L,1,0,0.0,0,chris-davis-1
Charles Dillon,2006-09-09,2,Washington State,,Idaho,W,2,10,5.0,0,charles-dillon-1
Harry Douglas,2006-09-09,2,Louisville,@,Temple,W,2,7,3.5,0,harry-douglas-1
Robert Dunn,2006-09-09,2,Auburn,@,Mississippi State,W,7,39,5.6,0,robert-dunn-1
Tyler Evans,2006-09-09,2,Georgia Tech,,Samford,W,3,34,11.3,0,tyler-evans-1
Marcus Everett,2006-09-09,2,UCLA,,Rice,W,1,-11,-11.0,0,marcus-everett-1
Jasper Faulk,2006-09-09,2,Southern Mississippi,,Southeastern Louisiana,W,1,8,8.0,0,jasper-faulk-1
Joe Fernandez,2006-09-09,2,Fresno State,,Oregon,L,2,8,4.0,0,joe-fernandez-1
Yamon Figurs,2006-09-09,2,Kansas State,,Florida Atlantic,W,2,-2,-1.0,0,yamon-figurs-1
Willie Foster,2006-09-09,2,Rutgers,,Illinois,W,3,29,9.7,0,willie-foster-1
Chris Garrett,2006-09-09,2,Ohio,@,Northern Illinois,W,1,12,12.0,0,chris-garrett-1
Ted Ginn Jr.,2006-09-09,2,Ohio State,@,Texas,W,3,5,1.7,0,ted-ginn-jr-1
Marshay Green,2006-09-09,2,Mississippi,@,Missouri,L,1,11,11.0,0,marshay-green-1
John Guice,2006-09-09,2,Nevada-Las Vegas,@,Iowa State,L,3,2,0.7,0,john-guice-1
Zach Hampton,2006-09-09,2,Wisconsin,,Western Illinois,W,2,22,11.0,0,zach-hampton-1
David Harvey,2006-09-09,2,Akron,@,North Carolina State,W,2,-1,-0.5,0,david-harvey-1
Jonathan Hefney,2006-09-09,2,Tennessee,,Air Force,W,1,8,8.0,0,jonathan-hefney-1
B.J. Hill,2006-09-09,2,Ball State,,Indiana,L,2,23,11.5,0,bj-hill-2
Peyton Hillis,2006-09-09,2,Arkansas,,Utah State,W,4,58,14.5,0,peyton-hillis-1
Willie Idlette,2006-09-09,2,Wake Forest,,Duke,W,2,-2,-1.0,0,willie-idlette-1
Amarri Jackson,2006-09-09,2,South Florida,,Florida International,W,1,6,6.0,0,amarri-jackson-1
Chevis Jackson,2006-09-09,2,Louisiana State,,Arizona,W,3,29,9.7,0,chevis-jackson-1
Desean Jackson,2006-09-09,2,California,,Minnesota,W,3,15,5.0,0,desean-jackson-1
Brandon James,2006-09-09,2,Florida,,Central Florida,W,1,0,0.0,0,brandon-james-1
Eugene Jarvis,2006-09-09,2,Kent State,@,Army,L,3,11,3.7,0,eugene-jarvis-1
Darnell Jenkins,2006-09-09,2,Miami (FL),,Florida A&M,W,1,13,13.0,0,darnell-jenkins-1
Bruce Johnson,2006-09-09,2,Miami (FL),,Florida A&M,W,1,8,8.0,0,bruce-johnson-1
Jeremiah Johnson,2006-09-09,2,Oregon,@,Fresno State,W,3,57,19.0,0,jeremiah-johnson-1
Andre Jones,2006-09-09,2,Akron,@,North Carolina State,W,2,10,5.0,0,andre-jones-2
Dominic Jones,2006-09-09,2,Minnesota,@,California,L,1,9,9.0,0,dominic-jones-1
Kevin Jones,2006-09-09,2,Arkansas State,,Oklahoma State,L,1,20,20.0,0,kevin-jones-2
Reggie Jones,2006-09-09,2,Idaho,@,Washington State,L,1,9,9.0,0,reggie-jones-1
Antonio Lewis,2006-09-09,2,West Virginia,,Eastern Washington,W,4,36,9.0,0,antonio-lewis-1
Damien Linson,2006-09-09,2,Central Michigan,@,Michigan,L,3,7,2.3,0,damien-linson-1
Rafael Little,2006-09-09,2,Kentucky,,Texas State,W,6,148,24.7,0,rafael-little-1
Terry Love,2006-09-09,2,Michigan State,,Eastern Michigan,W,1,-12,-12.0,0,terry-love-1
Dwight Lowery,2006-09-09,2,San Jose State,,Stanford,W,2,19,9.5,0,dwight-lowery-1
Hoost Marsh,2006-09-09,2,Wyoming,@,Virginia,L,2,26,13.0,0,hoost-marsh-1
Vincent Marshall,2006-09-09,2,Houston,,Tulane,W,5,19,3.8,0,vincent-marshall-1
Perry McDaniel,2006-09-09,2,Houston,,Tulane,W,1,12,12.0,0,perry-mcdaniel-1
Brandon McDonald,2006-09-09,2,Memphis,,Chattanooga,W,4,39,9.8,0,brandon-mcdonald-1
Cornelius McGee,2006-09-09,2,Southern Mississippi,,Southeastern Louisiana,W,1,1,1.0,0,cornelius-mcgee-1
Kenny McKinley,2006-09-09,2,South Carolina,,Georgia,L,2,20,10.0,0,kenny-mckinley-1
Darrell McNeal,2006-09-09,2,Louisiana-Monroe,@,Kansas,L,1,12,12.0,0,darrell-mcneal-1
Nathan Meikle,2006-09-09,2,Brigham Young,,Tulsa,W,2,17,8.5,0,nathan-meikle-1
Max Meisel,2006-09-09,2,Syracuse,,Iowa,L,2,3,1.5,0,max-meisel-1
Josh Morgan,2006-09-09,2,Virginia Tech,@,North Carolina,W,2,17,8.5,0,josh-morgan-2
Damon Morton,2006-09-09,2,Colorado State,N,Colorado,W,1,0,0.0,0,damon-morton-1
Idris Moss,2006-09-09,2,Tulsa,@,Brigham Young,L,2,0,0.0,0,idris-moss-1
Brian Murph,2006-09-09,2,Kansas,,Louisiana-Monroe,W,2,19,9.5,0,brian-murph-1
Zach Muzzy,2006-09-09,2,North Texas,,Southern Methodist,W,1,5,5.0,0,zach-muzzy-1
Reggie Nelson,2006-09-09,2,Florida,,Central Florida,W,4,10,2.5,0,reggie-nelson-1
Phillip Nevels,2006-09-09,2,Louisiana,@,Texas A&M,L,1,6,6.0,0,phillip-nevels-1
Terrence Nunn,2006-09-09,2,Nebraska,,Nicholls State,W,5,68,13.6,0,terrence-nunn-1
Steve Odom,2006-09-09,2,Toledo,@,Western Michigan,L,3,-12,-4.0,0,steve-odom-1
Danny Oquendo,2006-09-09,2,Maryland,,Middle Tennessee State,W,1,5,5.0,0,danny-oquendo-1
Jared Patterson,2006-09-09,2,Buffalo,@,Bowling Green State,L,1,17,17.0,1,jared-patterson-1
Andrew Pearman,2006-09-09,2,Virginia,,Wyoming,W,2,15,7.5,0,andrew-pearman-1
Derek Pegues,2006-09-09,2,Mississippi State,,Auburn,L,3,30,10.0,0,derek-pegues-1
Marcus Perez,2006-09-09,2,Northern Illinois,,Ohio,L,2,10,5.0,0,marcus-perez-1
Tracy Porter,2006-09-09,2,Indiana,@,Ball State,W,1,9,9.0,0,tracy-porter-1
Ean Randolph,2006-09-09,2,South Florida,,Florida International,W,2,123,61.5,1,ean-randolph-1
Terry Richardson,2006-09-09,2,Arizona State,,Nevada,W,4,52,13.0,0,terry-richardson-1
Evan Robertson,2006-09-09,2,North Texas,,Southern Methodist,W,1,25,25.0,1,evan-robertson-1
Kevin Robinson,2006-09-09,2,Utah State,@,Arkansas,L,1,-1,-1.0,0,kevin-robinson-1
Ryne Robinson,2006-09-09,2,Miami (OH),@,Purdue,L,2,25,12.5,0,ryne-robinson-1
Stephone Robinson,2006-09-09,2,Colorado,N,Colorado State,L,4,37,9.3,0,stephone-robinson-1
Naaman Roosevelt,2006-09-09,2,Buffalo,@,Bowling Green State,L,3,64,21.3,0,naaman-roosevelt-1
Aaron Ross,2006-09-09,2,Texas,,Ohio State,L,2,20,10.0,0,aaron-ross-1
Chad Schroeder,2006-09-09,2,Texas A&M,,Louisiana,W,3,39,13.0,0,chad-schroeder-1
Anthony Scirrotto,2006-09-09,2,Penn State,@,Notre Dame,L,1,6,6.0,0,anthony-scirrotto-1
Carl Sims,2006-09-09,2,Baylor,,Northwestern State,W,3,10,3.3,0,carl-sims-1
Andrew Smith,2006-09-09,2,Georgia Tech,,Samford,W,5,69,13.8,0,andrew-smith-1
Reggie Smith,2006-09-09,2,Oklahoma,,Washington,W,3,75,25.0,0,reggie-smith-1
Emmanuel Spann,2006-09-09,2,Marshall,,Hofstra,W,5,85,17.0,0,emmanuel-spann-1
Jajuan Spillman,2006-09-09,2,Louisville,@,Temple,W,2,19,9.5,0,jajuan-spillman-1
Nate Swift,2006-09-09,2,Nebraska,,Nicholls State,W,2,49,24.5,0,nate-swift-1
Brandon Tate,2006-09-09,2,North Carolina,,Virginia Tech,L,2,30,15.0,0,brandon-tate-1
Queito Teasley,2006-09-09,2,Baylor,,Northwestern State,W,2,27,13.5,0,queito-teasley-1
Courtney Tennial,2006-09-09,2,Tulsa,@,Brigham Young,L,1,5,5.0,0,courtney-tennial-1
Jason Tomlinson,2006-09-09,2,Navy,,Massachusetts,W,2,11,5.5,0,jason-tomlinson-1
Dejuan Tribble,2006-09-09,2,Boston College,,Clemson,W,2,15,7.5,0,dejuan-tribble-1
Johnny Walker,2006-09-09,2,Colorado State,N,Colorado,W,2,8,4.0,0,johnny-walker-1
Blake Warren,2006-09-09,2,Southern Methodist,@,North Texas,L,3,6,2.0,0,blake-warren-1
Eric Weddle,2006-09-09,2,Utah,,Northern Arizona,W,2,30,15.0,0,eric-weddle-1
Chandler Williams,2006-09-09,2,Florida International,@,South Florida,L,1,82,82.0,1,chandler-williams-1
Derrick Williams,2006-09-09,2,Penn State,@,Notre Dame,L,1,6,6.0,0,derrick-williams-2
Thomas Wilson,2006-09-09,2,New Mexico,@,New Mexico State,W,2,17,8.5,0,thomas-wilson-1
Marlon Wood,2006-09-09,2,Washington,@,Oklahoma,L,2,15,7.5,0,marlon-wood-1
Marcus Woods,2006-09-09,2,Missouri,,Mississippi,W,6,39,6.5,0,marcus-woods-1
Tom Zbikowski,2006-09-09,2,Notre Dame,,Penn State,W,2,4,2.0,0,tom-zbikowski-1
Josh Zidenberg,2006-09-09,2,Virginia,,Wyoming,W,1,22,22.0,0,josh-zidenberg-1
Desmond Gee,2006-09-14,3,Middle Tennessee State,,Tennessee Tech,W,2,14,7.0,0,desmond-gee-1
Danny Oquendo,2006-09-14,3,Maryland,@,West Virginia,L,3,15,5.0,0,danny-oquendo-1
Jonathan Lamb,2006-09-15,3,Kansas,@,Toledo,L,2,5,2.5,0,jonathan-lamb-1
Brian Murph,2006-09-15,3,Kansas,@,Toledo,L,1,15,15.0,0,brian-murph-1
Royce Adams,2006-09-16,3,Purdue,,Ball State,W,1,0,0.0,0,royce-adams-1
Asher Allen,2006-09-16,3,Georgia,,Alabama-Birmingham,W,1,20,20.0,0,asher-allen-1
Aundrae Allison,2006-09-16,3,East Carolina,,Memphis,W,2,8,4.0,0,aundrae-allison-1
