Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Andrew Manley,2012-08-30,1,New Mexico State,,Sacramento State,W,14,22,63.6,367,3,0,248.8,andrew-manley-1
Johnny McEntee,2012-08-30,1,Connecticut,,Massachusetts,W,1,2,50.0,6,0,0,75.2,johnny-mcentee-1
Taylor McHargue,2012-08-30,1,Rice,,UCLA,L,17,28,60.7,172,2,1,128.7,taylor-mchargue-1
Riley Nelson,2012-08-30,1,Brigham Young,,Washington State,W,25,36,69.4,285,2,0,154.3,riley-nelson-1
Turner Petersen,2012-08-30,1,Rice,,UCLA,L,1,1,100.0,12,0,0,200.8,turner-petersen-1
Kyle Pohl,2012-08-30,1,Akron,,Central Florida,L,1,4,25.0,11,0,0,48.1,kyle-pohl-1
Ryan Radcliff,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,14,23,60.9,171,1,1,129.0,ryan-radcliff-1
Jordan Rodgers,2012-08-30,1,Vanderbilt,,South Carolina,L,13,23,56.5,214,1,1,140.3,jordan-rodgers-1
Connor Shaw,2012-08-30,1,South Carolina,@,Vanderbilt,W,7,11,63.6,67,0,1,96.6,connor-shaw-1
Nick Sherry,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,16,35,45.7,116,1,3,65.8,nick-sherry-1
Seth Strickland,2012-08-30,1,South Carolina,@,Vanderbilt,W,0,1,0.0,0,0,0,0.0,seth-strickland-1
Dylan Thompson,2012-08-30,1,South Carolina,@,Vanderbilt,W,0,3,0.0,0,0,0,0.0,dylan-thompson-1
Jeff Tuel,2012-08-30,1,Washington State,@,Brigham Young,L,30,45,66.7,229,0,2,100.5,jeff-tuel-1
Mike Wegzyn,2012-08-30,1,Massachusetts,@,Connecticut,L,9,22,40.9,56,0,1,53.2,mike-wegzyn-1
Keith Wenning,2012-08-30,1,Ball State,,Eastern Michigan,W,26,41,63.4,267,0,0,118.1,keith-wenning-1
Chandler Whitmer,2012-08-30,1,Connecticut,,Massachusetts,W,15,25,60.0,219,0,2,117.6,chandler-whitmer-1
Dalton Williams,2012-08-30,1,Akron,,Central Florida,L,30,50,60.0,245,2,1,110.4,dalton-williams-1
Travis Wilson,2012-08-30,1,Utah,,Northern Colorado,W,2,2,100.0,21,0,0,188.2,travis-wilson-4
Jordan Wynn,2012-08-30,1,Utah,,Northern Colorado,W,19,27,70.4,200,2,1,149.6,jordan-wynn-1
Tyler Bray,2012-08-31,1,Tennessee,N,North Carolina State,W,27,41,65.9,333,2,0,150.2,tyler-bray-1
Chris Coyer,2012-08-31,1,Temple,,Villanova,W,5,11,45.5,61,1,0,122.0,chris-coyer-1
Stephen Curtis,2012-08-31,1,Florida Atlantic,,Wagner,W,4,10,40.0,37,0,0,71.1,stephen-curtis-1
David Fales,2012-08-31,1,San Jose State,@,Stanford,L,24,35,68.6,217,1,1,124.4,david-fales-1
Mike Glennon,2012-08-31,1,North Carolina State,N,Tennessee,L,27,46,58.7,288,1,4,101.1,mike-glennon-1
Andrew Maxwell,2012-08-31,1,Michigan State,,Boise State,W,22,38,57.9,248,0,3,96.9,andrew-maxwell-1
Kirby Moore,2012-08-31,1,Boise State,@,Michigan State,L,0,1,0.0,0,0,0,0.0,kirby-moore-1
Josh Nunes,2012-08-31,1,Stanford,,San Jose State,W,16,26,61.5,125,1,0,114.6,josh-nunes-1
Joe Southwick,2012-08-31,1,Boise State,@,Michigan State,L,15,31,48.4,169,0,1,87.7,joe-southwick-1
Graham Wilbert,2012-08-31,1,Florida Atlantic,,Wagner,W,10,13,76.9,126,1,0,183.7,graham-wilbert-1
Anthony Alford,2012-09-01,1,Southern Mississippi,@,Nebraska,L,1,5,20.0,6,0,0,30.1,anthony-alford-1
Brandon Allen,2012-09-01,1,Arkansas,,Jacksonville State,W,4,7,57.1,33,0,0,96.7,brandon-allen-2
Deon Anthony,2012-09-01,1,Troy,@,Alabama-Birmingham,W,2,2,100.0,27,0,0,213.4,deon-anthony-1
Ryan Aplin,2012-09-01,1,Arkansas State,@,Oregon,L,29,44,65.9,304,3,1,141.9,ryan-aplin-1
David Ash,2012-09-01,1,Texas,,Wyoming,W,20,27,74.1,156,1,0,134.8,david-ash-1
Matt Barkley,2012-09-01,1,Southern California,,Hawaii,W,23,38,60.5,372,4,0,177.5,matt-barkley-1
Russell Bellomy,2012-09-01,1,Michigan,N,Alabama,L,0,1,0.0,0,0,1,-200.0,russell-bellomy-1
Bryan Bennett,2012-09-01,1,Oregon,,Arkansas State,W,10,17,58.8,108,1,1,119.8,bryan-bennett-1
C.J. Bennett,2012-09-01,1,South Alabama,,Texas-San Antonio,L,15,24,62.5,182,2,1,145.4,cj-bennett-1
Corbin Berkstresser,2012-09-01,1,Missouri,,Southeastern Louisiana,W,5,5,100.0,60,1,0,266.8,corbin-berkstresser-1
Anthony Boone,2012-09-01,1,Duke,,Florida International,W,1,2,50.0,3,0,0,62.6,anthony-boone-1
Austin Boucher,2012-09-01,1,Miami (OH),@,Ohio State,L,1,1,100.0,10,0,0,184.0,austin-boucher-1
Tajh Boyd,2012-09-01,1,Clemson,N,Auburn,W,24,34,70.6,208,1,1,125.8,tajh-boyd-1
Michael Brewer,2012-09-01,1,Texas Tech,,Northwestern State,W,10,13,76.9,122,2,0,206.5,michael-brewer-2
Allan Bridgford,2012-09-01,1,California,,Nevada,L,2,9,22.2,6,0,0,27.8,allan-bridgford-1
Jacoby Brissett,2012-09-01,1,Florida,,Bowling Green State,W,3,5,60.0,31,0,0,112.1,jacoby-brissett-2
Terrence Broadway,2012-09-01,1,Louisiana,,Lamar,W,6,9,66.7,61,0,0,123.6,terrence-broadway-1
Austin Brown,2012-09-01,1,Alabama-Birmingham,,Troy,L,1,1,100.0,8,0,0,167.2,austin-brown-2
Barry Brunetti,2012-09-01,1,Mississippi,,Central Arkansas,W,5,7,71.4,66,1,0,197.8,barry-brunetti-1
Isaiah Burse,2012-09-01,1,Fresno State,,Weber State,W,0,1,0.0,0,0,0,0.0,isaiah-burse-1
Chris Campbell,2012-09-01,1,Southern Mississippi,@,Nebraska,L,6,11,54.5,69,1,0,137.2,chris-campbell-6
Alex Carder,2012-09-01,1,Western Michigan,@,Illinois,L,26,43,60.5,239,1,3,100.9,alex-carder-1
Derek Carr,2012-09-01,1,Fresno State,,Weber State,W,20,25,80.0,298,2,0,206.5,derek-carr-1
Rakeem Cato,2012-09-01,1,Marshall,@,West Virginia,L,38,54,70.4,413,2,1,143.1,rakeem-cato-1
Clint Chelf,2012-09-01,1,Oklahoma State,,Savannah State,W,2,5,40.0,9,1,0,121.1,clint-chelf-1
Jacob Coker,2012-09-01,1,Florida State,,Murray State,W,1,2,50.0,16,0,0,117.2,jacob-coker-1
Kain Colter,2012-09-01,1,Northwestern,@,Syracuse,W,14,21,66.7,135,2,0,152.1,kain-colter-1
Brandon Connette,2012-09-01,1,Duke,,Florida International,W,1,2,50.0,8,1,0,248.6,brandon-connette-1
Dayne Crist,2012-09-01,1,Kansas,,South Dakota State,W,17,36,47.2,169,1,1,90.3,dayne-crist-1
B.J. Daniels,2012-09-01,1,South Florida,,Chattanooga,W,17,26,65.4,225,3,1,168.5,bj-daniels-1
Austin Dantin,2012-09-01,1,Toledo,@,Arizona,L,10,25,40.0,63,0,0,61.2,austin-dantin-1
Connor Dietz,2012-09-01,1,Air Force,,Idaho State,W,8,11,72.7,142,0,0,181.2,connor-dietz-1
Seth Doege,2012-09-01,1,Texas Tech,,Northwestern State,W,23,34,67.6,199,1,1,120.6,seth-doege-1
Brandon Doughty,2012-09-01,1,Western Kentucky,,Austin Peay,W,0,1,0.0,0,0,0,0.0,brandon-doughty-1
Jeff Driskel,2012-09-01,1,Florida,,Bowling Green State,W,10,16,62.5,114,1,0,143.0,jeff-driskel-1
Zac Dysert,2012-09-01,1,Miami (OH),@,Ohio State,L,31,53,58.5,303,1,2,105.2,zac-dysert-1
Cody Fajardo,2012-09-01,1,Nevada,@,California,W,25,32,78.1,230,0,0,138.5,cody-fajardo-1
Matt Floyd,2012-09-01,1,South Florida,,Chattanooga,W,3,7,42.9,19,0,0,65.7,matt-floyd-1
James Franklin,2012-09-01,1,Missouri,,Southeastern Louisiana,W,13,21,61.9,131,1,0,130.0,james-franklin-1
Kiehl Frazier,2012-09-01,1,Auburn,N,Clemson,L,11,27,40.7,194,1,1,105.9,kiehl-frazier-1
Blake Frohnapfel,2012-09-01,1,Marshall,@,West Virginia,L,0,2,0.0,0,0,0,0.0,blake-frohnapfel-1
Blaine Gautier,2012-09-01,1,Louisiana,,Lamar,W,7,18,38.9,142,2,0,141.8,blaine-gautier-1
Cole Gautsche,2012-09-01,1,New Mexico,,Southern,W,1,2,50.0,13,0,0,104.6,cole-gautsche-1
Everett Golson,2012-09-01,1,Notre Dame,N,Navy,W,12,18,66.7,144,1,1,141.1,everett-golson-1
Garrett Grayson,2012-09-01,1,Colorado State,N,Colorado,W,14,21,66.7,173,2,0,167.3,garrett-grayson-1
Cody Green,2012-09-01,1,Tulsa,@,Iowa State,L,23,49,46.9,198,2,2,86.2,cody-green-1
Ryan Griffin,2012-09-01,1,Tulane,,Rutgers,L,34,48,70.8,254,1,1,118.0,ryan-griffin-2
Kenny Guiton,2012-09-01,1,Ohio State,,Miami (OH),W,5,9,55.6,37,0,0,90.1,kenny-guiton-1
Andrew Hendrix,2012-09-01,1,Notre Dame,N,Navy,W,4,5,80.0,53,0,0,169.0,andrew-hendrix-1
Rob Henry,2012-09-01,1,Purdue,,Eastern Kentucky,W,7,9,77.8,77,1,1,164.1,rob-henry-1
Erik Highsmith,2012-09-01,1,North Carolina,,Elon,W,1,1,100.0,18,0,0,251.2,erik-highsmith-1
Perry Hills,2012-09-01,1,Maryland,,William & Mary,W,16,24,66.7,145,0,3,92.4,perry-hills-1
B.R. Holbrook,2012-09-01,1,New Mexico,,Southern,W,6,8,75.0,57,1,0,176.1,br-holbrook-1
Kawaun Jakes,2012-09-01,1,Western Kentucky,,Austin Peay,W,18,23,78.3,296,4,1,235.1,kawaun-jakes-1
Steele Jantz,2012-09-01,1,Iowa State,,Tulsa,W,32,45,71.1,281,2,1,133.8,steele-jantz-1
Matt Johnson,2012-09-01,1,Bowling Green State,@,Florida,L,1,3,33.3,22,0,0,94.9,matt-johnson-3
Rio Johnson,2012-09-01,1,East Carolina,,Appalachian State,W,28,43,65.1,242,2,1,123.1,rio-johnson-1
Landry Jones,2012-09-01,1,Oklahoma,@,Texas-El Paso,W,21,36,58.3,222,2,0,128.5,landry-jones-1
Jacob Karam,2012-09-01,1,Memphis,,Tennessee-Martin,L,12,28,42.9,157,1,0,101.7,jacob-karam-1
Ryan Katz,2012-09-01,1,San Diego State,@,Washington,L,10,19,52.6,128,1,1,116.1,ryan-katz-1
Collin Klein,2012-09-01,1,Kansas State,,Missouri State,W,19,28,67.9,169,2,0,142.1,collin-klein-1
Nick Lamaison,2012-09-01,1,Texas-El Paso,,Oklahoma,L,6,23,26.1,39,0,0,40.3,nick-lamaison-1
Ricky Lloyd,2012-09-01,1,Southern Mississippi,@,Nebraska,L,0,3,0.0,0,0,0,0.0,ricky-lloyd-2
Wes Lunt,2012-09-01,1,Oklahoma State,,Savannah State,W,11,11,100.0,129,0,0,198.5,wes-lunt-1
Jordan Lynch,2012-09-01,1,Northern Illinois,,Iowa,L,6,16,37.5,54,0,0,65.9,jordan-lynch-1
E.J. Manuel,2012-09-01,1,Florida State,,Murray State,W,16,22,72.7,188,1,1,150.4,ej-manuel-1
Marcus Mariota,2012-09-01,1,Oregon,,Arkansas State,W,18,22,81.8,200,3,0,203.2,marcus-mariota-1
Taylor Martinez,2012-09-01,1,Nebraska,,Southern Mississippi,W,26,34,76.5,354,5,0,212.5,taylor-martinez-1
Robert Marve,2012-09-01,1,Purdue,,Eastern Kentucky,W,30,38,78.9,295,3,1,164.9,robert-marve-1
James Mauro,2012-09-01,1,Western Kentucky,,Austin Peay,W,2,3,66.7,56,0,0,223.5,james-mauro-1
Zach Maynard,2012-09-01,1,California,,Nevada,L,17,30,56.7,245,2,0,147.3,zach-maynard-1
A.J. McCarron,2012-09-01,1,Alabama,N,Michigan,W,11,21,52.4,199,2,0,163.4,aj-mccarron-1
Matt McGloin,2012-09-01,1,Penn State,,Ohio,L,27,48,56.3,260,2,1,111.3,matt-mcgloin-1
Jake Medlock,2012-09-01,1,Florida International,@,Duke,L,27,45,60.0,348,2,0,139.6,jake-medlock-1
Carson Meger,2012-09-01,1,Texas-El Paso,,Oklahoma,L,1,3,33.3,9,0,0,58.5,carson-meger-1
Ross Metheny,2012-09-01,1,South Alabama,,Texas-San Antonio,L,0,2,0.0,0,0,0,0.0,ross-metheny-1
Zach Mettenberger,2012-09-01,1,Louisiana State,,North Texas,W,19,26,73.1,192,1,1,140.1,zach-mettenberger-1
Paul Millard,2012-09-01,1,West Virginia,,Marshall,W,2,3,66.7,1,1,1,112.8,paul-millard-1
Braxton Miller,2012-09-01,1,Ohio State,,Miami (OH),W,14,24,58.3,207,2,0,158.3,braxton-miller-1
Trey Miller,2012-09-01,1,Navy,N,Notre Dame,L,14,19,73.7,192,1,1,165.4,trey-miller-1
Stephen Morris,2012-09-01,1,Miami (FL),@,Boston College,W,28,45,62.2,207,1,1,103.8,stephen-morris-1
Aaron Murray,2012-09-01,1,Georgia,,Buffalo,W,15,26,57.7,258,3,0,179.1,aaron-murray-1
Ryan Nassib,2012-09-01,1,Syracuse,,Northwestern,L,45,66,68.2,482,4,1,146.5,ryan-nassib-1
Gary Nova,2012-09-01,1,Rutgers,@,Tulane,W,11,20,55.0,158,1,1,127.9,gary-nova-1
Danny O'Brien,2012-09-01,1,Wisconsin,,Northern Iowa,W,19,23,82.6,219,2,0,191.3,danny-obrien-1
Reilly O'Toole,2012-09-01,1,Illinois,,Western Michigan,W,2,3,66.7,7,0,0,86.3,reilly-otoole-1
Terrance Owens,2012-09-01,1,Toledo,@,Arizona,L,11,22,50.0,134,1,0,116.2,terrance-owens-1
Jonathan Perry,2012-09-01,1,Alabama-Birmingham,,Troy,L,18,33,54.5,317,2,1,149.2,jonathan-perry-1
David Piland,2012-09-01,1,Houston,,Texas State,L,17,44,38.6,211,1,1,81.9,david-piland-1
Dak Prescott,2012-09-01,1,Mississippi State,,Jackson State,W,1,4,25.0,8,0,0,41.8,dak-prescott-1
Keith Price,2012-09-01,1,Washington,,San Diego State,W,25,35,71.4,222,1,0,134.1,keith-price-1
Tanner Price,2012-09-01,1,Wake Forest,,Liberty,W,16,28,57.1,195,1,1,120.3,tanner-price-1
Sean Renfree,2012-09-01,1,Duke,,Florida International,W,21,30,70.0,290,2,1,166.5,sean-renfree-1
Bryn Renner,2012-09-01,1,North Carolina,,Elon,W,14,21,66.7,236,3,1,198.7,bryn-renner-1
Chase Rettig,2012-09-01,1,Boston College,,Miami (FL),L,32,51,62.7,441,2,1,144.4,chase-rettig-1
Keenan Reynolds,2012-09-01,1,Navy,N,Notre Dame,L,0,1,0.0,0,0,0,0.0,keenan-reynolds-1
Tre Roberson,2012-09-01,1,Indiana,,Indiana State,W,26,36,72.2,280,1,0,146.7,tre-roberson-1
Corey Robinson,2012-09-01,1,Troy,@,Alabama-Birmingham,W,11,20,55.0,164,2,0,156.9,corey-robinson-1
Denard Robinson,2012-09-01,1,Michigan,N,Alabama,L,11,26,42.3,200,1,2,104.2,denard-robinson-1
Michael Rocco,2012-09-01,1,Virginia,,Richmond,W,25,37,67.6,311,1,0,147.1,michael-rocco-1
Tyler Russell,2012-09-01,1,Mississippi State,,Jackson State,W,15,24,62.5,185,2,0,154.8,tyler-russell-1
Shaun Rutherford,2012-09-01,1,Texas State,@,Houston,W,19,25,76.0,196,1,0,155.1,shaun-rutherford-1
Nathan Scheelhaase,2012-09-01,1,Illinois,,Western Michigan,W,11,18,61.1,126,1,1,127.1,nathan-scheelhaase-1
Matt Schilz,2012-09-01,1,Bowling Green State,@,Florida,L,24,49,49.0,204,0,1,79.9,matt-schilz-1
Sean Schroeder,2012-09-01,1,Hawaii,@,Southern California,L,24,39,61.5,208,1,2,104.5,sean-schroeder-1
Matt Scott,2012-09-01,1,Arizona,,Toledo,W,30,46,65.2,387,2,1,145.9,matt-scott-1
Jaxon Shipley,2012-09-01,1,Texas,,Wyoming,W,0,1,0.0,0,0,0,0.0,jaxon-shipley-1
Trevor Siemian,2012-09-01,1,Northwestern,@,Syracuse,W,8,11,72.7,78,1,0,162.3,trevor-siemian-1
Phillip Sims,2012-09-01,1,Virginia,,Richmond,W,5,6,83.3,50,0,0,153.3,phillip-sims-1
Brett Smith,2012-09-01,1,Wyoming,@,Texas,L,16,28,57.1,276,2,2,149.2,brett-smith-1
Geno Smith,2012-09-01,1,West Virginia,,Marshall,W,32,36,88.9,323,4,0,200.9,geno-smith-1
Eric Soza,2012-09-01,1,Texas-San Antonio,@,South Alabama,W,18,30,60.0,215,3,1,146.5,eric-soza-1
Tino Sunseri,2012-09-01,1,Pittsburgh,,Youngstown State,L,19,30,63.3,239,1,0,141.3,tino-sunseri-1
Tyler Tettleton,2012-09-01,1,Ohio,@,Penn State,W,31,41,75.6,324,2,0,158.1,tyler-tettleton-1
Derek Thompson,2012-09-01,1,North Texas,@,Louisiana State,L,8,21,38.1,143,2,1,117.2,derek-thompson-1
Clint Trickett,2012-09-01,1,Florida State,,Murray State,W,8,11,72.7,117,0,0,162.1,clint-trickett-1
Tyler Van Tubbergen,2012-09-01,1,Western Michigan,@,Illinois,L,2,3,66.7,26,0,0,139.5,tyler-van-tubbergen-1
James Vandenberg,2012-09-01,1,Iowa,@,Northern Illinois,W,21,33,63.6,129,0,0,96.5,james-vandenberg-1
Bo Wallace,2012-09-01,1,Mississippi,,Central Arkansas,W,20,24,83.3,264,2,1,194.9,bo-wallace-1
J.W. Walsh,2012-09-01,1,Oklahoma State,,Savannah State,W,13,21,61.9,149,2,1,143.4,jw-walsh-1
Jordan Webb,2012-09-01,1,Colorado,N,Colorado State,L,22,41,53.7,187,2,0,108.1,jordan-webb-1
Marquise Williams,2012-09-01,1,North Carolina,,Elon,W,5,6,83.3,27,0,0,121.1,marquise-williams-1
Jaime Wilson,2012-09-01,1,Western Michigan,@,Illinois,L,0,1,0.0,0,0,0,0.0,jaime-wilson-1
Tyler Wilson,2012-09-01,1,Arkansas,,Jacksonville State,W,19,27,70.4,367,3,0,221.2,tyler-wilson-1
Max Wittek,2012-09-01,1,Southern California,,Hawaii,W,3,3,100.0,22,0,0,161.6,max-wittek-1
Rantavious Wooten,2012-09-01,1,Georgia,,Buffalo,W,0,1,0.0,0,0,0,0.0,rantavious-wooten-1
Alex Zordich,2012-09-01,1,Buffalo,@,Georgia,L,14,24,58.3,148,1,0,123.9,alex-zordich-1
Teddy Bridgewater,2012-09-02,1,Louisville,,Kentucky,W,19,21,90.5,232,0,0,183.3,teddy-bridgewater-1
Nick Florence,2012-09-02,1,Baylor,,Southern Methodist,W,21,30,70.0,341,4,0,209.5,nick-florence-1
Garrett Gilbert,2012-09-02,1,Southern Methodist,@,Baylor,L,34,59,57.6,286,2,2,102.8,garrett-gilbert-1
Gene McCaskill,2012-09-02,1,Kentucky,@,Louisville,L,0,1,0.0,0,0,0,0.0,gene-mccaskill-1
Bryce Petty,2012-09-02,1,Baylor,,Southern Methodist,W,3,5,60.0,52,1,0,213.4,bryce-petty-1
Conner Preston,2012-09-02,1,Southern Methodist,@,Baylor,L,3,4,75.0,76,1,0,317.1,conner-preston-1
Maxwell Smith,2012-09-02,1,Kentucky,@,Louisville,L,35,50,70.0,280,2,0,130.2,maxwell-smith-1
Will Stein,2012-09-02,1,Louisville,,Kentucky,W,3,5,60.0,15,0,0,85.2,will-stein-1
B.J. Bostic,2012-09-03,1,Georgia Tech,@,Virginia Tech,L,0,1,0.0,0,0,0,0.0,bj-bostic-1
Logan Thomas,2012-09-03,1,Virginia Tech,,Georgia Tech,W,21,38,55.3,230,2,0,123.5,logan-thomas-1
Tevin Washington,2012-09-03,1,Georgia Tech,@,Virginia Tech,L,10,15,66.7,96,1,1,129.1,tevin-washington-1
Munchie Legaux,2012-09-06,1,Cincinnati,,Pittsburgh,W,14,28,50.0,205,2,0,135.1,munchie-legaux-1
Tino Sunseri,2012-09-06,2,Pittsburgh,@,Cincinnati,L,24,37,64.9,278,1,1,131.5,tino-sunseri-1
Jon Hays,2012-09-07,2,Utah,@,Utah State,L,12,26,46.2,154,1,0,108.6,jon-hays-1
Chuckie Keeton,2012-09-07,2,Utah State,,Utah,W,22,32,68.8,216,2,0,146.1,chuckie-keeton-1
Travis Wilson,2012-09-07,2,Utah,@,Utah State,L,1,1,100.0,28,1,0,665.2,travis-wilson-4
Jordan Wynn,2012-09-07,2,Utah,@,Utah State,L,6,11,54.5,47,0,0,90.4,jordan-wynn-1
Brandon Allen,2012-09-08,2,Arkansas,,Louisiana-Monroe,L,6,20,30.0,85,1,1,72.2,brandon-allen-2
Deon Anthony,2012-09-08,2,Troy,,Louisiana,L,4,5,80.0,43,0,0,152.2,deon-anthony-1
Ryan Aplin,2012-09-08,2,Arkansas State,,Memphis,W,24,44,54.5,321,1,0,123.3,ryan-aplin-1
Tyler Arndt,2012-09-08,2,Texas State,,Texas Tech,L,12,22,54.5,130,1,1,110.1,tyler-arndt-1
David Ash,2012-09-08,2,Texas,,New Mexico,W,16,22,72.7,221,2,0,187.1,david-ash-1
Matt Barkley,2012-09-08,2,Southern California,@,Syracuse,W,23,30,76.7,187,6,1,188.4,matt-barkley-1
Blake Bell,2012-09-08,2,Oklahoma,,Florida A&M,W,4,5,80.0,61,0,0,182.5,blake-bell-1
Steven Bench,2012-09-08,2,Penn State,@,Virginia,L,2,7,28.6,12,0,0,43.0,steven-bench-1
C.J. Bennett,2012-09-08,2,South Alabama,,Nicholls State,W,11,20,55.0,111,0,0,101.6,cj-bennett-1
Dominique Blackman,2012-09-08,2,Idaho,@,Bowling Green State,L,30,37,81.1,352,1,1,164.5,dominique-blackman-1
Anthony Boone,2012-09-08,2,Duke,@,Stanford,L,13,21,61.9,147,0,1,111.2,anthony-boone-1
Blake Bortles,2012-09-08,2,Central Florida,@,Ohio State,L,25,41,61.0,249,2,3,113.5,blake-bortles-1
Tajh Boyd,2012-09-08,2,Clemson,,Ball State,W,19,23,82.6,229,3,0,209.3,tajh-boyd-1
Trevone Boykin,2012-09-08,1,Texas Christian,,Grambling State,W,8,8,100.0,75,1,0,220.0,trevone-boykin-1
Tyler Bray,2012-09-08,2,Tennessee,,Georgia State,W,18,20,90.0,310,4,0,286.2,tyler-bray-1
Richard Brehaut,2012-09-08,2,UCLA,,Nebraska,W,1,5,20.0,4,0,0,26.7,richard-brehaut-1
Michael Brewer,2012-09-08,2,Texas Tech,@,Texas State,W,7,11,63.6,72,0,0,118.6,michael-brewer-2
Teddy Bridgewater,2012-09-08,2,Louisville,,Missouri State,W,30,39,76.9,344,2,0,167.9,teddy-bridgewater-1
Terrence Broadway,2012-09-08,2,Louisiana,@,Troy,W,10,16,62.5,143,1,0,158.2,terrence-broadway-1
Kolton Browning,2012-09-08,1,Louisiana-Monroe,@,Arkansas,W,42,67,62.7,412,3,1,126.1,kolton-browning-1
Barry Brunetti,2012-09-08,2,Mississippi,,Texas-El Paso,W,1,1,100.0,0,0,0,100.0,barry-brunetti-1
Colby Cameron,2012-09-08,1,Louisiana Tech,@,Houston,W,34,52,65.4,353,3,0,141.4,colby-cameron-1
Shane Carden,2012-09-08,2,East Carolina,@,South Carolina,L,12,18,66.7,140,1,1,139.2,shane-carden-1
Alex Carder,2012-09-08,2,Western Michigan,,Eastern Illinois,W,29,40,72.5,364,5,1,185.2,alex-carder-1
Derek Carr,2012-09-08,2,Fresno State,@,Oregon,L,29,47,61.7,234,1,0,110.5,derek-carr-1
Rakeem Cato,2012-09-08,2,Marshall,,Western Carolina,W,32,42,76.2,377,3,0,175.2,rakeem-cato-1
Cameron Coffman,2012-09-08,2,Indiana,@,Massachusetts,W,16,22,72.7,159,1,0,148.4,cameron-coffman-1
Jacob Coker,2012-09-08,2,Florida State,,Savannah State,W,1,2,50.0,19,1,0,294.8,jacob-coker-1
Johnathan Coleman,2012-09-08,2,Boston College,,Maine,W,0,1,0.0,0,0,0,0.0,johnathan-coleman-1
Kain Colter,2012-09-08,2,Northwestern,,Vanderbilt,W,7,15,46.7,42,0,0,70.2,kain-colter-1
Brandon Connette,2012-09-08,2,Duke,@,Stanford,L,1,2,50.0,11,0,0,96.2,brandon-connette-1
Connor Cook,2012-09-08,2,Michigan State,@,Central Michigan,W,5,6,83.3,47,0,1,115.8,connor-cook-1
Brant Costilla,2012-09-08,2,Texas Tech,@,Texas State,W,1,1,100.0,14,0,0,217.6,brant-costilla-1
Chris Coyer,2012-09-08,2,Temple,,Maryland,L,7,18,38.9,178,2,1,147.5,chris-coyer-1
Dayne Crist,2012-09-08,2,Kansas,,Rice,L,16,28,57.1,144,1,2,97.8,dayne-crist-1
John Crofoot,2012-09-08,2,Florida,@,Texas A&M,W,1,1,100.0,3,0,0,125.2,john-crofoot-1
B.J. Daniels,2012-09-08,2,South Florida,@,Nevada,W,22,40,55.0,363,3,0,156.0,bj-daniels-1
Connor Dietz,2012-09-08,2,Air Force,@,Michigan,L,10,19,52.6,127,0,0,108.8,connor-dietz-1
Seth Doege,2012-09-08,2,Texas Tech,@,Texas State,W,25,32,78.1,319,5,0,213.4,seth-doege-1
