Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Q' Drennan,2016-09-01,1,New Mexico,,South Dakota,W,1,26,26.0,1,q-drennan-1
Austin Duke,2016-09-01,1,UNC Charlotte,@,Louisville,L,5,54,10.8,1,austin-duke-1
C.J. Duncan,2016-09-01,1,Vanderbilt,,South Carolina,L,2,24,12.0,0,cj-duncan-1
Bryan Edwards,2016-09-01,1,South Carolina,@,Vanderbilt,W,8,101,12.6,0,bryan-edwards-1
Terren Encalade,2016-09-01,1,Tulane,@,Wake Forest,L,4,19,4.8,0,terren-encalade-1
Nacarius Fant,2016-09-01,1,Western Kentucky,,Rice,W,5,44,8.8,1,nacarius-fant-1
Juwan Foggie,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,11,11.0,0,juwan-foggie-1
T.L. Ford,2016-09-01,1,UNC Charlotte,@,Louisville,L,2,53,26.5,0,tl-ford-1
Danny Friend,2016-09-01,1,Indiana,@,Florida International,W,2,27,13.5,1,danny-friend-1
Kyle Fulks,2016-09-01,1,Utah,,Southern Utah,W,2,1,0.5,0,kyle-fulks-1
Tony Gaiter IV,2016-09-01,1,Florida International,,Indiana,L,3,9,3.0,0,tony-gaiter-iv-1
Reggie Gallaspy II,2016-09-01,1,North Carolina State,,William & Mary,W,1,6,6.0,0,reggie-gallaspy-ii-1
Dameon Gamblin,2016-09-01,1,New Mexico,,South Dakota,W,4,20,5.0,0,dameon-gamblin-1
Alex Gardner,2016-09-01,1,Florida International,,Indiana,L,7,70,10.0,0,alex-gardner-2
Thomas Geddis,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,1,4,4.0,0,thomas-geddis-1
Nate German,2016-09-01,1,Rice,@,Western Kentucky,L,3,25,8.3,0,nate-german-1
Teriyon Gipson,2016-09-01,1,New Mexico,,South Dakota,W,1,7,7.0,0,teriyon-gipson-1
Wallace Gonzalez,2016-09-01,1,Utah,,Southern Utah,W,1,11,11.0,0,wallace-gonzalez-1
Devin Gray,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,5,111,22.2,0,devin-gray-1
Tion Green,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,2,11,5.5,0,tion-green-1
Donavan Hale,2016-09-01,1,Indiana,@,Florida International,W,1,18,18.0,0,donavan-hale-1
Kelvin Harmon,2016-09-01,1,North Carolina State,,William & Mary,W,2,53,26.5,0,kelvin-harmon-1
Nick Hart,2016-09-01,1,Minnesota,,Oregon State,W,1,5,5.0,0,nick-hart-1
Jahray Hayes,2016-09-01,1,Central Michigan,,Presbyterian,W,1,8,8.0,0,jahray-hayes-1
Callen Hightower,2016-09-01,1,Idaho,,Montana State,W,1,11,11.0,0,callen-hightower-1
Cole Hikutini,2016-09-01,1,Louisville,,UNC Charlotte,W,2,25,12.5,1,cole-hikutini-1
Dontrell Hilliard,2016-09-01,1,Tulane,@,Wake Forest,L,1,8,8.0,0,dontrell-hilliard-1
Nyheim Hines,2016-09-01,1,North Carolina State,,William & Mary,W,4,42,10.5,0,nyheim-hines-1
Tim Holt,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,8,8.0,0,tim-holt-2
Deltron Hopkins,2016-09-01,1,Appalachian State,@,Tennessee,L,5,39,7.8,0,deltron-hopkins-1
Landon Horne,2016-09-01,1,Utah State,,Weber State,W,1,5,5.0,0,landon-horne-1
Wyatt Houston,2016-09-01,1,Utah State,,Weber State,W,3,32,10.7,0,wyatt-houston-1
Jalen Hurd,2016-09-01,1,Tennessee,,Appalachian State,W,1,6,6.0,0,jalen-hurd-1
Hayden Hurst,2016-09-01,1,South Carolina,@,Vanderbilt,W,2,17,8.5,0,hayden-hurst-1
Lucky Jackson,2016-09-01,1,Western Kentucky,,Rice,W,1,54,54.0,0,lucky-jackson-1
Jauan Jennings,2016-09-01,1,Tennessee,,Appalachian State,W,1,0,0.0,0,jauan-jennings-1
Avery Johnson,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,2,38,19.0,0,avery-johnson-1
Ron Johnson,2016-09-01,1,Connecticut,,Maine,W,2,14,7.0,0,ron-johnson-8
Shaquille Johnson,2016-09-01,1,Western Kentucky,,Rice,W,1,35,35.0,0,shaquille-johnson-1
Tyler Johnson,2016-09-01,1,Minnesota,,Oregon State,W,3,31,10.3,0,tyler-johnson-6
Anthony Jones,2016-09-01,1,Florida International,,Indiana,L,2,7,3.5,0,anthony-jones-8
Dante Jones,2016-09-01,1,Appalachian State,@,Tennessee,L,1,10,10.0,0,dante-jones-3
Malin Jones,2016-09-01,1,Louisville,,UNC Charlotte,W,2,18,9.0,0,malin-jones-1
Ricky Jones,2016-09-01,1,Indiana,@,Florida International,W,2,9,4.5,0,ricky-jones-1
Alvin Kamara,2016-09-01,1,Tennessee,,Appalachian State,W,3,20,6.7,0,alvin-kamara-1
Workpeh Kofa,2016-09-01,1,UNC Charlotte,@,Louisville,L,3,8,2.7,0,workpeh-kofa-1
Jesse Kroll,2016-09-01,1,Central Michigan,,Presbyterian,W,3,53,17.7,0,jesse-kroll-1
Ben LeMay,2016-09-01,1,UNC Charlotte,@,Louisville,L,2,18,9.0,0,ben-lemay-1
Brian Lemelle,2016-09-01,1,Connecticut,,Maine,W,1,18,18.0,0,brian-lemelle-1
Kahlil Lewis,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,2,16,8.0,1,kahlil-lewis-1
Rayshad Lewis,2016-09-01,1,Utah State,,Weber State,W,3,26,8.7,0,rayshad-lewis-1
Kalija Lipscomb,2016-09-01,1,Vanderbilt,,South Carolina,L,1,15,15.0,0,kalija-lipscomb-1
Stephen Louis,2016-09-01,1,North Carolina State,,William & Mary,W,1,4,4.0,0,stephen-louis-1
Paul Lucas,2016-09-01,1,Oregon State,@,Minnesota,L,1,11,11.0,0,paul-lucas-1
Mike Majette,2016-09-01,1,Indiana,@,Florida International,W,2,54,27.0,0,mike-majette-1
Josh Malone,2016-09-01,1,Tennessee,,Appalachian State,W,2,81,40.5,1,josh-malone-1
Nathan Marcus,2016-09-01,1,Vanderbilt,,South Carolina,L,1,6,6.0,0,nathan-marcus-1
James Mayden,2016-09-01,1,Rice,@,Western Kentucky,L,4,56,14.0,0,james-mayden-1
Troy McCormick,2016-09-01,1,Utah,,Southern Utah,W,3,55,18.3,0,troy-mccormick-1
Shaedon Meadors,2016-09-01,1,Appalachian State,@,Tennessee,L,2,19,9.5,0,shaedon-meadors-1
Jakobi Meyers,2016-09-01,1,North Carolina State,,William & Mary,W,1,9,9.0,0,jakobi-meyers-1
Evan Moeai,2016-09-01,1,Utah,,Southern Utah,W,1,18,18.0,0,evan-moeai-2
Thaddeus Moss,2016-09-01,1,North Carolina State,,William & Mary,W,2,16,8.0,0,thaddeus-moss-1
Tommy Myers,2016-09-01,1,Connecticut,,Maine,W,1,15,15.0,0,tommy-myers-1
Ryan Nall,2016-09-01,1,Oregon State,@,Minnesota,L,8,80,10.0,0,ryan-nail-1
Arkeel Newsome,2016-09-01,1,Connecticut,,Maine,W,1,24,24.0,0,arkeel-newsome-1
Nicholas Norris,2016-09-01,1,Western Kentucky,,Rice,W,7,147,21.0,2,nicholas-norris-1
Alfonso Onunwor,2016-09-01,1,Idaho,,Montana State,W,2,17,8.5,0,alfonso-onunwor-1
Thomas Owens,2016-09-01,1,Florida International,,Indiana,L,1,8,8.0,0,thomas-owens-1
Mitchell Paige,2016-09-01,1,Indiana,@,Florida International,W,2,29,14.5,0,mitchell-paige-1
Tim Patrick,2016-09-01,1,Utah,,Southern Utah,W,5,105,21.0,2,tim-patrick-2
Devonte Peete,2016-09-01,1,Louisville,,UNC Charlotte,W,1,15,15.0,0,devonte-peete-1
Kalif Phillips,2016-09-01,1,UNC Charlotte,@,Louisville,L,2,1,0.5,0,kalif-phillips-1
Darrion Pollard,2016-09-01,1,Rice,@,Western Kentucky,L,3,0,0.0,0,darrion-pollard-1
Brandon Presley,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,14,14.0,0,brandon-presley-1
Andrew Price,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,12,12.0,0,andrew-price-1
Matt Quarells,2016-09-01,1,New Mexico,,South Dakota,W,2,72,36.0,1,matt-quarells-1
Mark Quattlebaum,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,6,6.0,0,mark-quattlebaum-1
James Quick,2016-09-01,1,Louisville,,UNC Charlotte,W,1,32,32.0,1,james-quick-1
Brandon Radcliff,2016-09-01,1,Louisville,,UNC Charlotte,W,1,16,16.0,1,brandon-radcliff-1
Patrick Reed,2016-09-01,1,New Mexico,,South Dakota,W,4,47,11.8,0,patrick-reed-1
Anthony Rice,2016-09-01,1,Central Michigan,,Presbyterian,W,1,24,24.0,0,anthony-rice-2
Andrew Rodriguez,2016-09-01,1,Utah State,,Weber State,W,1,9,9.0,0,andrew-rodriguez-2
Jerron Rollins,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,1,6,6.0,0,jerron-rollins-1
Josh Rounds,2016-09-01,1,Tulane,@,Wake Forest,L,1,46,46.0,0,josh-rounds-1
Deebo Samuel,2016-09-01,1,South Carolina,@,Vanderbilt,W,2,36,18.0,0,deebo-samuel-1
Traveon Samuel,2016-09-01,1,Louisville,,UNC Charlotte,W,2,25,12.5,1,traveon-samuel-1
Jaylen Samuels,2016-09-01,1,North Carolina State,,William & Mary,W,5,66,13.2,1,jaylen-samuels-1
Jacob Sannon,2016-09-01,1,Idaho,,Montana State,W,2,19,9.5,0,jacob-sannon-1
L.J. Scott,2016-09-01,1,Louisville,,UNC Charlotte,W,2,26,13.0,1,lj-scott-1
Cam Serigne,2016-09-01,1,Wake Forest,,Tulane,W,3,15,5.0,0,cam-serigne-1
Demari Simpkins,2016-09-01,1,Utah,,Southern Utah,W,1,8,8.0,0,demari-simpkins-1
Raelon Singleton,2016-09-01,1,Utah,,Southern Utah,W,2,56,28.0,0,raelon-singleton-1
Jaylen Smith,2016-09-01,1,Louisville,,UNC Charlotte,W,2,33,16.5,0,jaylen-smith-1
Jeremy Smith,2016-09-01,1,Louisville,,UNC Charlotte,W,1,24,24.0,1,jeremy-smith-4
Jonnu Smith,2016-09-01,1,Florida International,,Indiana,L,8,83,10.4,0,jonnu-smith-1
Parker Smith,2016-09-01,1,Rice,@,Western Kentucky,L,3,60,20.0,0,parker-smith-1
Rodney Smith,2016-09-01,1,Minnesota,,Oregon State,W,1,2,2.0,0,rodney-smith-5
Tyrone Smith,2016-09-01,1,Utah,,Southern Utah,W,3,31,10.3,0,tyrone-smith-4
Devon Spalding,2016-09-01,1,Central Michigan,,Presbyterian,W,3,11,3.7,0,devon-spalding-1
Charles Standberry,2016-09-01,1,Louisville,,UNC Charlotte,W,1,16,16.0,0,charles-standberry-1
Jamari Staples,2016-09-01,1,Louisville,,UNC Charlotte,W,4,83,20.8,0,jamari-staples-1
Mekhi Stevenson,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,11,11.0,0,mekhi-stevenson-1
Samuel Stewart,2016-09-01,1,Rice,@,Western Kentucky,L,1,3,3.0,0,samuel-stewart-1
Rashad Still,2016-09-01,1,Minnesota,,Oregon State,W,1,6,6.0,0,rashad-still-1
Taywan Taylor,2016-09-01,1,Western Kentucky,,Rice,W,5,165,33.0,0,taywan-taylor-1
Lexington Thomas,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,2,2.0,0,lexington-thomas-1
Noel Thomas,2016-09-01,1,Connecticut,,Maine,W,9,70,7.8,0,noel-thomas-1
Stantley Thomas,2016-09-01,1,Florida International,,Indiana,L,3,91,30.3,0,stantley-thomas-1
Lazedrick Thompson,2016-09-01,1,Tulane,@,Wake Forest,L,1,6,6.0,0,lazedrick-thompson-1
Luke Timian,2016-09-01,1,Indiana,@,Florida International,W,2,32,16.0,0,luke-timian-1
Noah Togiai,2016-09-01,1,Oregon State,@,Minnesota,L,4,31,7.8,1,noah-togiai-1
Kylen Towner,2016-09-01,1,Western Kentucky,,Rice,W,1,17,17.0,0,kylen-towner-1
Maurice Trowell,2016-09-01,1,North Carolina State,,William & Mary,W,1,6,6.0,0,maurice-trowell-1
A.J. Turner,2016-09-01,1,South Carolina,@,Vanderbilt,W,3,27,9.0,0,aj-turner-2
Zach Van Leeuwen,2016-09-01,1,Utah State,,Weber State,W,2,28,14.0,0,zach-van-leeuwen-1
Jordan Villamin,2016-09-01,1,Oregon State,@,Minnesota,L,1,5,5.0,0,jordan-villamin-1
Chuck Wade,2016-09-01,1,Wake Forest,,Tulane,W,2,14,7.0,0,chuck-wade-1
Anthony Wales,2016-09-01,1,Western Kentucky,,Rice,W,4,44,11.0,0,anthony-wales-1
Robert Washington,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,5,5.0,0,robert-washington-2
Scotty Washington,2016-09-01,1,Wake Forest,,Tulane,W,1,8,8.0,0,scotty-washington-1
Deon Watson,2016-09-01,1,Idaho,,Montana State,W,2,67,33.5,0,deon-watson-1
Ralph Webb,2016-09-01,1,Vanderbilt,,South Carolina,L,3,28,9.3,0,ralph-webb-1
Nick Westbrook,2016-09-01,1,Indiana,@,Florida International,W,6,70,11.7,0,nick-westbrook-1
Devonte Williams,2016-09-01,1,Indiana,@,Florida International,W,1,1,1.0,0,devonte-williams-1
Joe Williams,2016-09-01,1,Utah,,Southern Utah,W,3,-2,-0.7,0,joe-williams-7
Malik Williams,2016-09-01,1,Louisville,,UNC Charlotte,W,1,7,7.0,0,malik-williams-1
Preston Williams,2016-09-01,1,Tennessee,,Appalachian State,W,5,45,9.0,0,preston-williams-4
Corey Willis,2016-09-01,1,Central Michigan,,Presbyterian,W,2,48,24.0,1,corey-willis-1
Siaosi Wilson,2016-09-01,1,Utah,,Southern Utah,W,1,8,8.0,0,siaosi-wilson-1
Ethan Wolf,2016-09-01,1,Tennessee,,Appalachian State,W,4,40,10.0,0,ethan-wolf-1
Drew Wolitarsky,2016-09-01,1,Minnesota,,Oregon State,W,4,53,13.3,0,drew-wolitarsky-1
Darren Woods Jr,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,35,35.0,0,darren-woods-jr-1
Nate Wozniak,2016-09-01,1,Minnesota,,Oregon State,W,3,33,11.0,0,nate-wozniak-1
Lance Wright,2016-09-01,1,Rice,@,Western Kentucky,L,1,8,8.0,0,lance-wright-1
Zach Wright,2016-09-01,1,Rice,@,Western Kentucky,L,3,16,5.3,0,zach-wright-1
Jordan Asberry,2016-09-02,1,Army,@,Temple,W,1,4,4.0,0,jordan-asberry-1
Jared Atkinson,2016-09-02,1,Baylor,,Northwestern State,W,1,9,9.0,0,jared-atkinson-1
Sergio Bailey,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,3,33,11.0,0,sergio-bailey-1
Bryce Bobo,2016-09-02,1,Colorado,N,Colorado State,W,5,99,19.8,0,bryce-bobo-1
Christian Booker,2016-09-02,1,Arkansas State,,Toledo,L,3,13,4.3,0,christian-booker-1
Todd Boyd,2016-09-02,1,Georgia State,,Ball State,L,5,29,5.8,0,todd-boyd-1
Sam Browning,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,3,20,6.7,0,sam-browning-1
Ventell Bryant,2016-09-02,1,Temple,,Army,L,2,24,12.0,0,ventell-bryant-1
Deante Burton,2016-09-02,1,Kansas State,@,Stanford,L,4,44,11.0,0,deante-burton-1
James Butler,2016-09-02,1,Nevada,,Cal Poly,W,2,-1,-0.5,0,james-butler-4
K.D. Cannon,2016-09-02,1,Baylor,,Northwestern State,W,5,46,9.2,1,kd-cannon-1
Andrew Celis,2016-09-02,1,Nevada,,Cal Poly,W,2,47,23.5,0,andrew-celis-1
Donnie Corley,2016-09-02,1,Michigan State,,Furman,W,2,17,8.5,0,donnie-corley-1
Felton Davis III,2016-09-02,1,Michigan State,,Furman,W,3,40,13.3,1,felton-davis-iii-1
Kevin Davis,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,1,5,5.0,0,kevin-davis-4
Robert Davis,2016-09-02,1,Georgia State,,Ball State,L,8,61,7.6,0,robert-davis-10
Dalyn Dawkins,2016-09-02,1,Colorado State,N,Colorado,L,3,9,3.0,0,dalyn-dawkins-1
Wyatt Demps,2016-09-02,1,Nevada,,Cal Poly,W,3,17,5.7,1,wyatt-demps-1
Cameron Echols-Luper,2016-09-02,1,Arkansas State,,Toledo,L,3,6,2.0,0,cameron-echols-luper-1
Marshall Elick,2016-09-02,1,Temple,,Army,L,4,46,11.5,0,marshall-elick-1
Adly Enoicy,2016-09-02,1,Syracuse,,Colgate,W,1,35,35.0,0,adly-enoicy-1
Brisly Estime,2016-09-02,1,Syracuse,,Colgate,W,3,25,8.3,0,brisly-estime-1
Amba Etta-Tawo,2016-09-02,1,Syracuse,,Colgate,W,12,210,17.5,1,amba-etta-tawo-1
Jordan Feurbacher,2016-09-02,1,Baylor,,Northwestern State,W,1,5,5.0,1,jordan-feurbacher-1
Shay Fields,2016-09-02,1,Colorado,N,Colorado State,W,3,79,26.3,0,shay-fields-1
Michael Gallup,2016-09-02,1,Colorado State,N,Colorado,L,4,38,9.5,0,michael-gallup-1
Jarred Gipson,2016-09-02,1,Nevada,,Cal Poly,W,1,12,12.0,0,jarred-gipson-1
Victor Gonzalez,2016-09-02,1,Nevada,,Cal Poly,W,1,46,46.0,0,victor-gonzalez-1
Penny Hart,2016-09-02,1,Georgia State,,Ball State,L,5,48,9.6,1,penny-hart-1
Johnathan Hawkins,2016-09-02,1,Buffalo,,Albany,L,1,-2,-2.0,0,johnathan-hawkins-1
Lynx Hawthorne,2016-09-02,1,Baylor,,Northwestern State,W,1,45,45.0,0,lynx-hawthorne-1
Dominique Heath,2016-09-02,1,Kansas State,@,Stanford,L,4,65,16.3,0,dominique-heath-1
Hasaan Henderson,2016-09-02,1,Nevada,,Cal Poly,W,1,3,3.0,0,hasaan-henderson-1
Jordan Hogue,2016-09-02,1,Ball State,@,Georgia State,W,1,9,9.0,0,jordan-hogue-1
Kamathi Holsey,2016-09-02,1,Buffalo,,Albany,L,4,42,10.5,0,kamathi-holsey-1
David Hood,2016-09-02,1,Temple,,Army,L,1,11,11.0,0,david-hood-2
Kareem Hunt,2016-09-02,1,Toledo,@,Arkansas State,W,4,26,6.5,0,kareem-hunt-1
Trenton Irwin,2016-09-02,1,Stanford,,Kansas State,W,1,9,9.0,0,trenton-irwin-1
Steve Ishmael,2016-09-02,1,Syracuse,,Colgate,W,6,36,6.0,0,steve-ishmael-1
Adonis Jennings,2016-09-02,1,Temple,,Army,L,1,20,20.0,0,adonis-jennings-1
Jon'Vea Johnson,2016-09-02,1,Toledo,@,Arkansas State,W,2,28,14.0,0,jonvea-johnson-1
Charles Jones,2016-09-02,1,Kansas State,@,Stanford,L,4,39,9.8,0,charles-jones-4
Corey Jones,2016-09-02,1,Toledo,@,Arkansas State,W,6,54,9.0,0,corey-jones-3
Quan Jones,2016-09-02,1,Baylor,,Northwestern State,W,4,43,10.8,0,quan-jones-1
Nigel Kilby,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,4,67,16.8,1,nigel-kilby-1
Jaxson Kincaide,2016-09-02,1,Nevada,,Cal Poly,W,2,16,8.0,0,jaxson-kincaide-1
Keith Kirkwood,2016-09-02,1,Temple,,Army,L,3,35,11.7,0,keith-kirkwood-1
Corey Lacanaria,2016-09-02,1,Ball State,@,Georgia State,W,4,41,10.3,0,corey-lacanaria-1
Donovan Lee,2016-09-02,1,Colorado,N,Colorado State,W,2,12,6.0,0,donovan-lee-1
Phillip Lindsay,2016-09-02,1,Colorado,N,Colorado State,W,3,23,7.7,0,phillip-lindsay-1
Madre London,2016-09-02,1,Michigan State,,Furman,W,1,15,15.0,0,madre-london-1
Sammie Long,2016-09-02,1,Colorado State,N,Colorado,L,1,-2,-2.0,0,sammie-long-1
Jamal Lyles,2016-09-02,1,Michigan State,,Furman,W,1,12,12.0,1,jamal-lyles-1
Blake Lynch,2016-09-02,1,Baylor,,Northwestern State,W,2,31,15.5,1,blake-lynch-1
Kevonn Mabon,2016-09-02,1,Ball State,@,Georgia State,W,8,69,8.6,0,kevonn-mabon-1
Tyler Mabry,2016-09-02,1,Buffalo,,Albany,L,1,7,7.0,0,tyler-mabry-2
Jay MacIntyre,2016-09-02,1,Colorado,N,Colorado State,W,2,8,4.0,0,jay-macintyre-1
Blake Mack,2016-09-02,1,Arkansas State,,Toledo,L,2,87,43.5,0,blake-mack-1
Monty Madaris,2016-09-02,1,Michigan State,,Furman,W,5,85,17.0,0,monty-madaris-1
Christian McCaffrey,2016-09-02,1,Stanford,,Kansas State,W,7,40,5.7,0,christian-mccaffrey-1
Marcus McGill,2016-09-02,1,Buffalo,,Albany,L,3,32,10.7,0,marcus-mcgill-1
Justin McInnis,2016-09-02,1,Arkansas State,,Toledo,L,1,4,4.0,0,justin-mcinnis-1
Danzel Mckinley-Lewis,2016-09-02,1,Toledo,@,Arkansas State,W,1,40,40.0,0,danzel-mckinley-lewis-1
Chris Murray,2016-09-02,1,Arkansas State,,Toledo,L,1,11,11.0,0,chris-murray-2
Kyler Neal,2016-09-02,1,Georgia State,,Ball State,L,1,16,16.0,0,kyler-neal-1
John Niupalau,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,2,29,14.5,0,john-niupalau-1
K.J. Osborn,2016-09-02,1,Buffalo,,Albany,L,1,11,11.0,0,kj-osborn-1
Nolan Peralta,2016-09-02,1,Colorado State,N,Colorado,L,2,11,5.5,0,nolan-peralta-1
Ervin Phillips,2016-09-02,1,Syracuse,,Colgate,W,14,87,6.2,1,ervin-phillips-1
Danny Pinter,2016-09-02,1,Ball State,@,Georgia State,W,1,4,4.0,0,danny-pinter-1
Chris Platt,2016-09-02,1,Baylor,,Northwestern State,W,2,19,9.5,0,chris-platt-1
