Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Bryson Davis,2006-08-31,1,Mississippi State,,South Carolina,L,1,4,4.0,0,bryson-davis-1
Mike Davis,2006-08-31,1,South Carolina,@,Mississippi State,W,7,6,0.9,0,mike-davis-1
Nate Davis,2006-08-31,1,Ball State,,Eastern Michigan,W,1,7,7.0,0,nate-davis-1
Richard Davis,2006-08-31,1,Toledo,@,Iowa State,L,3,6,2.0,1,richard-davis-1
Calvin Dawson,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,17,78,4.6,0,calvin-dawson-1
Brett Denton,2006-08-31,1,Boise State,,Sacramento State,W,6,31,5.2,0,brett-denton-1
Shaun Dewitty,2006-08-31,1,Arizona State,,Northern Arizona,W,6,34,5.7,0,shaun-dewitty-1
Brandon Diles,2006-08-31,1,Tulsa,,Stephen F. Austin,W,14,61,4.4,0,brandon-diles-1
Adam Dimichele,2006-08-31,1,Temple,@,Buffalo,L,2,-4,-2.0,0,adam-dimichele-1
Anthony Dixon,2006-08-31,1,Mississippi State,,South Carolina,L,14,64,4.6,0,anthony-dixon-1
Julian Edelman,2006-08-31,1,Kent State,,Minnesota,L,14,31,2.2,0,julian-edelman-1
John Ellis,2006-08-31,1,Florida International,@,Middle Tennessee State,L,1,5,5.0,0,john-ellis-1
Patrick Fuller,2006-08-31,1,Oregon State,,Eastern Washington,W,4,9,2.3,0,patrick-fuller-1
Eugene Gross,2006-08-31,1,Middle Tennessee State,,Florida International,W,18,76,4.2,1,eugene-gross-1
Lynell Hamilton,2006-08-31,1,San Diego State,,Texas-El Paso,L,20,40,2.0,1,lynell-hamilton-1
Jason Harper,2006-08-31,1,Temple,@,Buffalo,L,2,-2,-1.0,0,jason-harper-1
Dwayne Harrison,2006-08-31,1,Eastern Michigan,@,Ball State,L,2,7,3.5,0,dwayne-harrison-1
Andrew Hawkins,2006-08-31,1,Toledo,@,Iowa State,L,1,-6,-6.0,0,andrew-hawkins-1
Jon Helmandollar,2006-08-31,1,Boise State,,Sacramento State,W,9,36,4.0,1,jon-helmandollar-1
Atiyyah Henderson,2006-08-31,1,San Diego State,,Texas-El Paso,L,1,0,0.0,0,atiyyah-henderson-1
Michael Henig,2006-08-31,1,Mississippi State,,South Carolina,L,3,-3,-1.0,0,michael-henig-1
D.J. Hernandez,2006-08-31,1,Connecticut,,Rhode Island,W,6,33,5.5,1,dj-hernandez-1
Keegan Herring,2006-08-31,1,Arizona State,,Northern Arizona,W,7,34,4.9,1,keegan-herring-1
Stevie Hicks Jr.,2006-08-31,1,Iowa State,,Toledo,W,23,89,3.9,1,stevie-hicks-jr-1
B.J. Hill,2006-08-31,1,Ball State,,Eastern Michigan,W,3,12,4.0,0,bj-hill-2
Erroll Hogan,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,8,36,4.5,0,erroll-hogan-1
Chase Holbrook,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,9,-7,-0.8,1,chase-holbrook-1
Mike Holley,2006-08-31,1,Temple,@,Buffalo,L,1,7,7.0,0,mike-holley-1
Tony Howard,2006-08-31,1,Kent State,,Minnesota,L,5,13,2.6,0,tony-howard-1
Ruben Jackson,2006-08-31,1,Oregon State,,Eastern Washington,W,1,18,18.0,0,ruben-jackson-1
Eugene Jarvis,2006-08-31,1,Kent State,,Minnesota,L,15,109,7.3,0,eugene-jarvis-1
Jemmy Jasmin,2006-08-31,1,Central Michigan,,Boston College,L,1,-11,-11.0,0,jemmy-jasmin-1
Andy Jayjack,2006-08-31,1,Kent State,,Minnesota,L,1,-1,-1.0,0,andy-jayjack-1
Aaron Johnson,2006-08-31,1,Tulsa,,Stephen F. Austin,W,2,1,0.5,0,aaron-johnson-1
David Johnson,2006-08-31,1,Tulsa,,Stephen F. Austin,W,3,7,2.3,0,david-johnson-3
Ian Johnson,2006-08-31,1,Boise State,,Sacramento State,W,13,89,6.8,2,ian-johnson-1
E.J. Jones,2006-08-31,1,Minnesota,@,Kent State,W,3,8,2.7,0,ej-jones-1
Tyler Jones,2006-08-31,1,Eastern Michigan,@,Ball State,L,22,164,7.5,1,tyler-jones-1
Terrell Jordan,2006-08-31,1,Northwestern,@,Miami (OH),W,8,44,5.5,1,terrell-jordan-1
Mike Kafka,2006-08-31,1,Northwestern,@,Miami (OH),W,17,89,5.2,0,mike-kafka-1
Brad Kanuch,2006-08-31,1,Connecticut,,Rhode Island,W,1,6,6.0,0,brad-kanuch-1
Steven King,2006-08-31,1,Buffalo,,Temple,W,2,10,5.0,0,steven-king-1
Mike Kokal,2006-08-31,1,Miami (OH),,Northwestern,L,14,32,2.3,0,mike-kokal-1
Kinsmon Lancaster,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,18,62,3.4,1,kinsmon-lancaster-1
Brad Lau,2006-08-31,1,Boise State,,Sacramento State,W,1,-1,-1.0,0,brad-lau-1
Dan Lefevour,2006-08-31,1,Central Michigan,,Boston College,L,14,72,5.1,2,dan-lefevour-1
Miquale Lewis,2006-08-31,1,Ball State,,Eastern Michigan,W,7,33,4.7,0,miquale-lewis-1
Damien Linson,2006-08-31,1,Central Michigan,,Boston College,L,1,2,2.0,0,damien-linson-1
Dante Love,2006-08-31,1,Ball State,,Eastern Michigan,W,3,57,19.0,1,dante-love-1
Joey Lynch,2006-08-31,1,Ball State,,Eastern Michigan,W,6,-13,-2.2,0,joey-lynch-1
Clint Marks,2006-08-31,1,Middle Tennessee State,,Florida International,W,5,-32,-6.4,0,clint-marks-1
Demarco McNair,2006-08-31,1,Middle Tennessee State,,Florida International,W,9,51,5.7,0,demarco-mcnair-1
Sean McVay,2006-08-31,1,Miami (OH),,Northwestern,L,2,4,2.0,0,sean-mcvay-1
Joe Merritt,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,1,6,6.0,0,joe-merritt-1
Bret Meyer,2006-08-31,1,Iowa State,,Toledo,W,18,70,3.9,3,bret-meyer-1
Tony Mikulec,2006-08-31,1,Central Michigan,,Boston College,L,1,5,5.0,0,tony-mikulec-1
Blake Mitchell,2006-08-31,1,South Carolina,@,Mississippi State,W,3,-17,-5.7,0,blake-mitchell-1
Tony Mortensen,2006-08-31,1,Minnesota,@,Kent State,W,2,10,5.0,0,tony-mortensen-1
Idris Moss,2006-08-31,1,Tulsa,,Stephen F. Austin,W,2,7,3.5,0,idris-moss-1
Darren Mougey,2006-08-31,1,San Diego State,,Texas-El Paso,L,13,41,3.2,2,darren-mougey-1
Jimmy Murray,2006-08-31,1,Miami (OH),,Northwestern,L,7,16,2.3,0,jimmy-murray-1
Dimitri Nance,2006-08-31,1,Arizona State,,Northern Arizona,W,10,61,6.1,1,dimitri-nance-1
A'Mod Ned,2006-08-31,1,Florida International,@,Middle Tennessee State,L,8,20,2.5,0,amod-ned-1
Syvelle Newton,2006-08-31,1,South Carolina,@,Mississippi State,W,2,-1,-0.5,0,syvelle-newton-1
Chris Nwoko,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,5,18,3.6,0,chris-nwoko-1
Kevin O'Connell,2006-08-31,1,San Diego State,,Texas-El Paso,L,9,25,2.8,0,kevin-oconnell-2
Josh Padrick,2006-08-31,1,Florida International,@,Middle Tennessee State,L,3,-8,-2.7,0,josh-padrick-1
Jordan Palmer,2006-08-31,1,Texas-El Paso,@,San Diego State,W,1,-1,-1.0,0,jordan-palmer-1
Jalen Parmele,2006-08-31,1,Toledo,@,Iowa State,L,18,70,3.9,1,jalen-parmele-1
Jared Patterson,2006-08-31,1,Buffalo,,Temple,W,11,60,5.5,0,jared-patterson-1
Vinny Perretta,2006-08-31,1,Boise State,,Sacramento State,W,4,25,6.3,0,vinny-perretta-1
Amir Pinnix,2006-08-31,1,Minnesota,@,Kent State,W,15,114,7.6,1,amir-pinnix-1
Clinton Polk,2006-08-31,1,Oregon State,,Eastern Washington,W,9,36,4.0,1,clinton-polk-1
Julian Reams,2006-08-31,1,Florida International,@,Middle Tennessee State,L,13,80,6.2,1,julian-reams-1
Tray Rutland,2006-08-31,1,Mississippi State,,South Carolina,L,6,-11,-1.8,0,tray-rutland-1
Matt Ryan,2006-08-31,1,Boston College,@,Central Michigan,W,3,-24,-8.0,0,matt-ryan-1
Lorne Sam,2006-08-31,1,Texas-El Paso,@,San Diego State,W,1,7,7.0,0,lorne-sam-1
Andy Schmitt,2006-08-31,1,Eastern Michigan,@,Ball State,L,6,34,5.7,0,andy-schmitt-1
Terrence Sherrer,2006-08-31,1,Minnesota,@,Kent State,W,5,10,2.0,0,terrence-sherrer-1
Chris Smelley,2006-08-31,1,South Carolina,@,Mississippi State,W,2,-14,-7.0,0,chris-smelley-1
Paul Smith,2006-08-31,1,Tulsa,,Stephen F. Austin,W,3,13,4.3,0,paul-smith-2
Ontario Sneed,2006-08-31,1,Central Michigan,,Boston College,L,7,47,6.7,0,ontario-sneed-1
James Starks,2006-08-31,1,Buffalo,,Temple,W,14,86,6.1,1,james-starks-1
Sammie Stroughter,2006-08-31,1,Oregon State,,Eastern Washington,W,1,2,2.0,0,sammie-stroughter-1
Ryan Succop,2006-08-31,1,South Carolina,@,Mississippi State,W,1,16,16.0,0,ryan-succop-1
Tyrell Sutton,2006-08-31,1,Northwestern,@,Miami (OH),W,13,63,4.8,0,tyrell-sutton-1
Brett Swain,2006-08-31,1,San Diego State,,Texas-El Paso,L,1,2,2.0,0,brett-swain-1
Austin Sykes,2006-08-31,1,Miami (OH),,Northwestern,L,4,16,4.0,0,austin-sykes-1
Dexter Taylor,2006-08-31,1,Tulsa,,Stephen F. Austin,W,1,3,3.0,0,dexter-taylor-1
Larry Taylor,2006-08-31,1,Connecticut,,Rhode Island,W,2,62,31.0,0,larry-taylor-1
Courtney Tennial,2006-08-31,1,Tulsa,,Stephen F. Austin,W,8,42,5.3,1,courtney-tennial-1
Taylor Tharp,2006-08-31,1,Boise State,,Sacramento State,W,1,4,4.0,0,taylor-tharp-1
Marcus Thomas,2006-08-31,1,Texas-El Paso,@,San Diego State,W,17,24,1.4,1,marcus-thomas-2
Brandon Thornton,2006-08-31,1,Mississippi State,,South Carolina,L,9,25,2.8,0,brandon-thornton-1
Brian Toal,2006-08-31,1,Boston College,@,Central Michigan,W,3,5,1.7,1,brian-toal-1
Ryan Torain,2006-08-31,1,Arizona State,,Northern Arizona,W,5,13,2.6,0,ryan-torain-1
Justin Valentine,2006-08-31,1,Minnesota,@,Kent State,W,4,9,2.3,1,justin-valentine-1
Pierre Walker,2006-08-31,1,Eastern Michigan,@,Ball State,L,8,21,2.6,0,pierre-walker-1
L.V. Whitworth,2006-08-31,1,Boston College,@,Central Michigan,W,13,52,4.0,0,lv-whitworth-1
Jeremiah Williams,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,7,20,2.9,0,jeremiah-williams-1
Drew Willy,2006-08-31,1,Buffalo,,Temple,W,13,12,0.9,0,drew-willy-1
Mark Woodson,2006-08-31,1,Kent State,,Minnesota,L,1,8,8.0,0,mark-woodson-1
Jared Zabransky,2006-08-31,1,Boise State,,Sacramento State,W,8,31,3.9,1,jared-zabransky-1
Tom Brandstater,2006-09-01,1,Fresno State,,Nevada,W,3,17,5.7,0,tom-brandstater-1
Kyle Eklund,2006-09-01,1,Nevada,@,Fresno State,L,1,9,9.0,0,kyle-eklund-1
Anthony Harding,2006-09-01,1,Fresno State,,Nevada,W,2,5,2.5,0,anthony-harding-1
Robert Hubbard,2006-09-01,1,Nevada,@,Fresno State,L,17,103,6.1,0,robert-hubbard-1
Luke Lippincott,2006-09-01,1,Nevada,@,Fresno State,L,7,32,4.6,1,luke-lippincott-1
Lonyae Miller,2006-09-01,1,Fresno State,,Nevada,W,4,14,3.5,0,lonyae-miller-1
Jeff Rowe,2006-09-01,1,Nevada,@,Fresno State,L,9,24,2.7,0,jeff-rowe-1
Chastin West,2006-09-01,1,Fresno State,,Nevada,W,1,20,20.0,0,chastin-west-1
Paul Williams,2006-09-01,1,Fresno State,,Nevada,W,1,-2,-2.0,0,paul-williams-2
Dwayne Wright,2006-09-01,1,Fresno State,,Nevada,W,26,158,6.1,3,dwayne-wright-1
Joshua Abrams,2006-09-02,1,Ohio,,Tennessee-Martin,W,11,13,1.2,0,joshua-abrams-1
Erik Ainge,2006-09-02,1,Tennessee,,California,W,1,1,1.0,0,erik-ainge-1
Danario Alexander,2006-09-02,1,Missouri,,Murray State,W,1,14,14.0,0,danario-alexander-1
Josh Allen,2006-09-02,1,Maryland,,William & Mary,W,6,25,4.2,0,josh-allen-1
Josh Allen,2006-09-02,1,Troy,,Alabama State,W,6,41,6.8,0,josh-allen-2
Aundrae Allison,2006-09-02,1,East Carolina,@,Navy,L,1,-2,-2.0,0,aundrae-allison-1
Anthony Alridge,2006-09-02,1,Houston,@,Rice,W,1,1,1.0,0,anthony-alridge-1
Carlos Alsup,2006-09-02,1,Kansas State,,Illinois State,W,14,26,1.9,0,carlos-alsup-1
Danny Amendola,2006-09-02,1,Texas Tech,,Southern Methodist,W,1,0,0.0,0,danny-amendola-1
Micah Andrews,2006-09-02,1,Wake Forest,,Syracuse,W,20,142,7.1,0,micah-andrews-1
Joel Armstrong,2006-09-02,1,Rice,,Houston,L,3,-4,-1.3,0,joel-armstrong-1
Reggie Arnold,2006-09-02,1,Arkansas State,,Army,W,25,140,5.6,1,reggie-arnold-1
Joe Ayoob,2006-09-02,1,California,@,Tennessee,L,3,3,1.0,1,joe-ayoob-1
Jerry Babb,2006-09-02,1,Louisiana,@,Louisiana State,L,6,0,0.0,0,jerry-babb-1
Paul Baker,2006-09-02,1,New Mexico,,Portland State,L,1,2,2.0,0,paul-baker-1
Toney Baker,2006-09-02,1,North Carolina State,,Appalachian State,W,11,43,3.9,1,toney-baker-1
Lance Ball,2006-09-02,1,Maryland,,William & Mary,W,15,86,5.7,2,lance-ball-1
Reggie Ball,2006-09-02,1,Georgia Tech,,Notre Dame,L,11,55,5.0,0,reggie-ball-1
Adam Ballard,2006-09-02,1,Navy,,East Carolina,W,13,97,7.5,1,adam-ballard-1
Gary Banks,2006-09-02,1,Troy,,Alabama State,W,1,6,6.0,0,gary-banks-1
Freddie Barnes,2006-09-02,1,Bowling Green State,,Wisconsin,L,29,158,5.4,2,freddie-barnes-1
Jackie Battle,2006-09-02,1,Houston,@,Rice,W,14,74,5.3,1,jackie-battle-1
John Beck,2006-09-02,1,Brigham Young,@,Arizona,L,5,-15,-3.0,0,john-beck-1
George Bell,2006-09-02,1,Virginia Tech,,Northeastern,W,8,30,3.8,1,george-bell-1
Kahlil Bell,2006-09-02,1,UCLA,,Utah,W,14,34,2.4,0,kahlil-bell-1
Rich Belton,2006-09-02,1,Wake Forest,,Syracuse,W,2,9,4.5,0,rich-belton-1
Butler Benton,2006-09-02,1,Cincinnati,,Eastern Kentucky,W,10,37,3.7,1,butler-benton-1
Jayson Bird,2006-09-02,1,Idaho,@,Michigan State,L,20,88,4.4,1,jayson-bird-1
Darrell Blackman,2006-09-02,1,North Carolina State,,Appalachian State,W,1,3,3.0,0,darrell-blackman-1
Darryl Blunt,2006-09-02,1,Washington State,@,Auburn,L,1,24,24.0,0,darryl-blunt-1
Rashad Bobino,2006-09-02,1,Texas,,North Texas,W,1,5,5.0,0,rashad-bobino-1
Mark Bonds,2006-09-02,1,Western Michigan,@,Indiana,L,18,61,3.4,1,mark-bonds-1
John David Booty,2006-09-02,1,Southern California,@,Arkansas,W,3,2,0.7,0,john-david-booty-1
Glynn Bostic,2006-09-02,1,Florida Atlantic,@,Clemson,L,1,1,1.0,0,glynn-bostic-1
Re'quan Boyette,2006-09-02,1,Duke,,Richmond,L,8,20,2.5,0,requan-boyette-1
Justin Boyle,2006-09-02,1,Duke,,Richmond,L,7,23,3.3,0,justin-boyle-1
Allen Bradford,2006-09-02,1,Southern California,@,Arkansas,W,5,13,2.6,1,allen-bradford-1
Ahmad Bradshaw,2006-09-02,1,Marshall,@,West Virginia,L,18,70,3.9,0,ahmad-bradshaw-1
Tim Brasic,2006-09-02,1,Illinois,,Eastern Illinois,W,6,31,5.2,1,tim-brasic-1
Steve Breaston,2006-09-02,1,Michigan,,Vanderbilt,W,1,13,13.0,0,steve-breaston-1
Brandon Breazell,2006-09-02,1,UCLA,,Utah,W,1,12,12.0,0,brandon-breazell-1
Colt Brennan,2006-09-02,1,Hawaii,@,Alabama,L,6,3,0.5,0,colt-brennan-1
Alex Brink,2006-09-02,1,Washington State,@,Auburn,L,7,-24,-3.4,0,alex-brink-1
Curtis Brinkley,2006-09-02,1,Syracuse,@,Wake Forest,L,8,49,6.1,0,curtis-brinkley-1
Edward Britton,2006-09-02,1,Texas Tech,,Southern Methodist,W,3,26,8.7,0,edward-britton-1
Shane Brooks,2006-09-02,1,Pittsburgh,,Virginia,W,9,43,4.8,0,shane-brooks-1
Alley Broussard,2006-09-02,1,Louisiana State,,Louisiana,W,8,46,5.8,1,alley-broussard-1
Andiel Brown,2006-09-02,1,Oregon,,Stanford,W,2,28,14.0,0,andiel-brown-1
Andre Brown,2006-09-02,1,North Carolina State,,Appalachian State,W,15,125,8.3,1,andre-brown-1
Carlos Brown,2006-09-02,1,Michigan,,Vanderbilt,W,1,4,4.0,0,carlos-brown-1
Curtis Brown,2006-09-02,1,Brigham Young,@,Arizona,L,11,23,2.1,0,curtis-brown-3
Dana Brown,2006-09-02,1,Iowa,,Montana,W,2,9,4.5,1,dana-brown-1
Jarrett Brown,2006-09-02,1,West Virginia,,Marshall,W,1,7,7.0,1,jarrett-brown-1
Keith Brown,2006-09-02,1,Alabama,,Hawaii,W,1,8,8.0,0,keith-brown-2
Thomas Brown,2006-09-02,1,Georgia,,Western Kentucky,W,10,26,2.6,1,thomas-brown-1
Sam Brownlee,2006-09-02,1,Iowa,,Montana,W,3,11,3.7,0,sam-brownlee-1
Montey Brunk,2006-09-02,1,Wyoming,,Utah State,W,6,15,2.5,0,montey-brunk-1
De'Angelo Bryant,2006-09-02,1,Wake Forest,,Syracuse,W,13,62,4.8,1,deangelo-bryant-1
Dorien Bryant,2006-09-02,1,Purdue,,Indiana State,W,3,22,7.3,0,dorien-bryant-1
Chris Bullock,2006-09-02,1,Bowling Green State,,Wisconsin,L,2,4,2.0,0,chris-bullock-1
Dan Burks,2006-09-02,1,Alabama-Birmingham,@,Oklahoma,L,13,38,2.9,0,dan-burks-1
J.T. Callier,2006-09-02,1,San Jose State,@,Washington,L,1,0,0.0,0,jt-callier-1
Dennis Campbell,2006-09-02,1,Rutgers,@,North Carolina,W,1,10,10.0,0,dennis-campbell-1
Reggie Campbell,2006-09-02,1,Navy,,East Carolina,W,8,62,7.8,1,reggie-campbell-1
Delone Carter,2006-09-02,1,Syracuse,@,Wake Forest,L,5,6,1.2,0,delone-carter-1
Brent Casteel,2006-09-02,1,Utah,@,UCLA,L,7,46,6.6,0,brent-casteel-1
Tim Castille,2006-09-02,1,Alabama,,Hawaii,W,6,14,2.3,1,tim-castille-1
Kenny Cattouse,2006-09-02,1,Troy,,Alabama State,W,5,30,6.0,0,kenny-cattouse-1
Jehuu Caulcrick,2006-09-02,1,Michigan State,,Idaho,W,12,50,4.2,1,jehuu-caulcrick-1
Zac Champion,2006-09-02,1,Louisiana Tech,@,Nebraska,L,6,-11,-1.8,0,zac-champion-1
Demerick Chancellor,2006-09-02,1,Clemson,,Florida Atlantic,W,1,4,4.0,0,demerick-chancellor-1
Hugh Charles,2006-09-02,1,Colorado,,Montana State,L,5,35,7.0,0,hugh-charles-1
Jamaal Charles,2006-09-02,1,Texas,,North Texas,W,14,77,5.5,1,jamaal-charles-1
Paul Chiara,2006-09-02,1,Syracuse,@,Wake Forest,L,6,26,4.3,0,paul-chiara-1
Tashard Choice,2006-09-02,1,Georgia Tech,,Notre Dame,L,14,54,3.9,0,tashard-choice-1
Montell Clanton,2006-09-02,1,Northern Illinois,@,Ohio State,L,2,9,4.5,0,montell-clanton-1
Sean Clayton,2006-09-02,1,Florida Atlantic,@,Clemson,L,4,4,1.0,0,sean-clayton-1
Chase Clement,2006-09-02,1,Rice,,Houston,L,10,27,2.7,0,chase-clement-2
Lamarcus Coker,2006-09-02,1,Tennessee,,California,W,11,53,4.8,0,lamarcus-coker-1
Brandon Coleman,2006-09-02,1,Missouri,,Murray State,W,1,62,62.0,0,brandon-coleman-1
Kevin Collier,2006-09-02,1,Pittsburgh,,Virginia,W,2,1,0.5,0,kevin-collier-1
Conredge Collins,2006-09-02,1,Pittsburgh,,Virginia,W,1,2,2.0,0,conredge-collins-1
Jason Colson,2006-09-02,1,West Virginia,,Marshall,W,4,0,0.0,0,jason-colson-1
T.J. Conley,2006-09-02,1,Idaho,@,Michigan State,L,1,6,6.0,0,tj-conley-1
Jon Cornish,2006-09-02,1,Kansas,,Northwestern State,W,13,140,10.8,1,jon-cornish-1
Brandon Cox,2006-09-02,1,Auburn,,Washington State,W,5,3,0.6,0,brandon-cox-1
James Cox,2006-09-02,1,Colorado,,Montana State,L,8,-9,-1.1,1,james-cox-1
Joe Cox,2006-09-02,1,Georgia,,Western Kentucky,W,1,1,1.0,0,joe-cox-1
Jonathan Crompton,2006-09-02,1,Tennessee,,California,W,2,6,3.0,0,jonathan-crompton-1
Marcus Cross,2006-09-02,1,Utah State,@,Wyoming,L,11,44,4.0,0,marcus-cross-1
Julius Crosslin,2006-09-02,1,Oklahoma State,,Missouri State,W,7,32,4.6,1,julius-crosslin-1
Ryan Cubit,2006-09-02,1,Western Michigan,@,Indiana,L,3,-7,-2.3,0,ryan-cubit-1
Joe Dailey,2006-09-02,1,North Carolina,,Rutgers,L,8,38,4.8,1,joe-dailey-1
Chase Daniel,2006-09-02,1,Missouri,,Murray State,W,9,-27,-3.0,0,chase-daniel-1
Kenneth Darby,2006-09-02,1,Alabama,,Hawaii,W,16,25,1.6,0,kenneth-darby-1
Nick Davila,2006-09-02,1,Cincinnati,,Eastern Kentucky,W,2,-1,-0.5,0,nick-davila-1
Champ Davis,2006-09-02,1,Iowa,,Montana,W,1,5,5.0,0,champ-davis-1
Connell Davis,2006-09-02,1,Missouri,,Murray State,W,2,15,7.5,0,connell-davis-1
James Davis,2006-09-02,1,Clemson,,Florida Atlantic,W,14,94,6.7,1,james-davis-1
Yonus Davis,2006-09-02,1,San Jose State,@,Washington,L,9,33,3.7,0,yonus-davis-1
Michael Desormeaux,2006-09-02,1,Louisiana,@,Louisiana State,L,1,8,8.0,0,michael-desormeaux-1
Dennis Dixon,2006-09-02,1,Oregon,,Stanford,W,5,17,3.4,1,dennis-dixon-1
Keeley Dorsey,2006-09-02,1,South Florida,,McNeese State,W,2,53,26.5,1,keeley-dorsey-1
Jacob Doss,2006-09-02,1,Wyoming,,Utah State,W,9,29,3.2,0,jacob-doss-1
Ronnie Drummer,2006-09-02,1,Duke,,Richmond,L,2,7,3.5,0,ronnie-drummer-1
Marlo East,2006-09-02,1,Troy,,Alabama State,W,1,5,5.0,0,marlo-east-1
Barrington Edwards,2006-09-02,1,North Carolina,,Rutgers,L,10,37,3.7,0,barrington-edwards-1
Trent Edwards,2006-09-02,1,Stanford,@,Oregon,L,8,33,4.1,0,trent-edwards-1
Brad Ekwerekwu,2006-09-02,1,Missouri,,Murray State,W,2,3,1.5,0,brad-ekwerekwu-1
Joey Elliott,2006-09-02,1,Purdue,,Indiana State,W,1,2,2.0,0,joey-elliott-1
Marculus Elliott,2006-09-02,1,Alabama-Birmingham,@,Oklahoma,L,1,5,5.0,0,marculus-elliott-1
Byron Ellis,2006-09-02,1,Colorado,,Montana State,L,4,12,3.0,0,byron-ellis-1
Martelius Epps,2006-09-02,1,New Mexico,,Portland State,L,4,25,6.3,0,martelius-epps-1
Colby Erskin,2006-09-02,1,South Florida,,McNeese State,W,5,5,1.0,0,colby-erskin-1
Jamelle Eugene,2006-09-02,1,North Carolina State,,Appalachian State,W,10,30,3.0,0,jamelle-eugene-1
Jason Evans,2006-09-02,1,Stanford,@,Oregon,L,2,2,1.0,0,jason-evans-1
Austen Everson,2006-09-02,1,Ohio,,Tennessee-Martin,W,8,-2,-0.3,1,austen-everson-1
Billy Farris,2006-09-02,1,Colorado State,,Weber State,W,2,8,4.0,0,billy-farris-1
Tyrell Fenroy,2006-09-02,1,Louisiana,@,Louisiana State,L,12,52,4.3,0,tyrell-fenroy-1
Rodney Ferguson,2006-09-02,1,New Mexico,,Portland State,L,15,65,4.3,0,rodney-ferguson-1
Tony Fiammetta,2006-09-02,1,Syracuse,@,Wake Forest,L,2,10,5.0,0,tony-fiammetta-1
Ray Fisher,2006-09-02,1,Indiana,,Western Michigan,W,1,6,6.0,0,ray-fisher-1
Johnnie Fitzgerald,2006-09-02,1,Southern Methodist,@,Texas Tech,L,5,25,5.0,0,johnnie-fitzgerald-1
Damion Fletcher,2006-09-02,1,Southern Mississippi,@,Florida,L,18,89,4.9,0,damion-fletcher-1
Lafayette Fletcher,2006-09-02,1,Nevada-Las Vegas,,Idaho State,W,2,0,0.0,0,lafayette-fletcher-1
Brian Flowers,2006-09-02,1,Idaho,@,Michigan State,L,7,9,1.3,0,brian-flowers-1
