Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Ajalen Holley,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,2,12,6.0,0,ajalen-holley-1
Sabian Holmes,2014-08-28,1,Texas A&M,@,South Carolina,W,2,32,16.0,0,sabian-holmes-1
Frank Iheanacho,2014-08-28,1,Texas A&M,@,South Carolina,W,1,10,10.0,0,frank-iheanacho-1
Kenzee Jackson,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,6,83,13.8,0,kenzee-jackson-1
Matt James,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,3,40,13.3,0,matt-james-1
Ellis Jefferson,2014-08-28,1,Arizona State,,Weber State,W,4,37,9.3,1,ellis-jefferson-1
Charles Jones,2014-08-28,1,Tulane,@,Tulsa,L,2,23,11.5,1,charles-jones-5
Donovahn Jones,2014-08-28,1,Minnesota,,Eastern Illinois,W,3,57,19.0,1,donovahn-jones-1
Nick Jones,2014-08-28,1,South Carolina,,Texas A&M,L,5,113,22.6,2,nick-jones-2
Chris Kearney,2014-08-28,1,San Jose State,,North Dakota,W,1,6,6.0,0,chris-kearney-1
Malcome Kennedy,2014-08-28,1,Texas A&M,@,South Carolina,W,14,137,9.8,0,malcome-kennedy-1
Jesse Kroll,2014-08-28,1,Central Michigan,,Chattanooga,W,3,65,21.7,1,jesse-kroll-1
Saylor Lavallii,2014-08-28,1,Central Michigan,,Chattanooga,W,2,29,14.5,0,saylor-lavallii-1
Ronald Lewis,2014-08-28,1,Arizona State,,Weber State,W,1,6,6.0,0,ronald-lewis-2
Tommylee Lewis,2014-08-28,1,Northern Illinois,,Presbyterian,W,3,25,8.3,0,tommylee-lewis-1
Brandon Lingen,2014-08-28,1,Minnesota,,Eastern Illinois,W,1,12,12.0,0,brandon-lingen-1
Keevan Lucas,2014-08-28,1,Tulsa,,Tulane,W,13,233,17.9,3,keevan-lucas-1
Joseph Matthews,2014-08-28,1,New Mexico State,,Cal Poly,W,2,19,9.5,0,joseph-matthews-1
Vince Mayle,2014-08-28,1,Washington State,,Rutgers,L,12,124,10.3,1,vince-mayle-1
Delshawn McClellon,2014-08-28,1,Utah,,Idaho State,W,2,12,6.0,0,delshawn-mcclellon-1
Matt Miller,2014-08-28,1,Boise State,N,Mississippi,L,6,84,14.0,0,matt-miller-6
Brandon Monroe,2014-08-28,1,San Jose State,,North Dakota,W,1,10,10.0,0,brandon-monroe-2
Teldrick Morgan,2014-08-28,1,New Mexico State,,Cal Poly,W,6,51,8.5,1,teldrick-morgan-1
Jamal Morrow,2014-08-28,1,Washington State,,Rutgers,L,2,15,7.5,0,jamal-morrow-1
Isiah Myers,2014-08-28,1,Washington State,,Rutgers,L,6,94,15.7,2,isiah-myers-1
Boone Niederhofer,2014-08-28,1,Texas A&M,@,South Carolina,W,3,18,6.0,0,boone-niederhofer-1
Speedy Noil,2014-08-28,1,Texas A&M,@,South Carolina,W,5,55,11.0,0,speedy-noil-1
Wanemi Omuso,2014-08-28,1,Temple,@,Vanderbilt,W,1,4,4.0,0,wanemi-omuso-1
Alec Osborne,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,3,17,5.7,0,alec-osborne-1
Tim Patrick,2014-08-28,1,Utah,,Idaho State,W,1,9,9.0,0,tim-patrick-2
Bubba Poole,2014-08-28,1,Utah,,Idaho State,W,2,18,9.0,0,bubba-poole-1
Edward Pope,2014-08-28,1,Texas A&M,@,South Carolina,W,4,75,18.8,1,edward-pope-1
Thomas Rawls,2014-08-28,1,Central Michigan,,Chattanooga,W,2,7,3.5,0,thomas-rawls-1
Latevius Rayford,2014-08-28,1,Vanderbilt,,Temple,L,4,43,10.8,0,latevius-rayford-1
Josh Reynolds,2014-08-28,1,Texas A&M,@,South Carolina,W,6,76,12.7,1,josh-reynolds-1
Orville Reynolds,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,1,-1,-1.0,0,orville-reynolds-1
Anthony Rice,2014-08-28,1,Central Michigan,,Chattanooga,W,3,15,5.0,0,anthony-rice-2
Demario Richard,2014-08-28,1,Arizona State,,Weber State,W,1,22,22.0,0,demario-richard-1
Anthony Ritossa,2014-08-28,1,Akron,,Howard,W,2,22,11.0,0,anthony-ritossa-1
Jake Roh,2014-08-28,1,Boise State,N,Mississippi,L,4,34,8.5,0,jake-roh-1
Shaq Roland,2014-08-28,1,South Carolina,,Texas A&M,L,1,2,2.0,0,shaq-roland-1
Larry Rose III,2014-08-28,1,New Mexico State,,Cal Poly,W,4,13,3.3,1,larry-rose-iii-1
Xavier Rush,2014-08-28,1,Tulane,@,Tulsa,L,3,68,22.7,1,xavier-rush-1
Ezra Saffold,2014-08-28,1,Northern Illinois,,Presbyterian,W,1,24,24.0,0,ezra-saffold-1
Vince Sanders,2014-08-28,1,Mississippi,N,Boise State,W,2,36,18.0,0,vince-sanders-1
Steven Scheu,2014-08-28,1,Vanderbilt,,Temple,L,3,45,15.0,0,steven-scheu-1
Keith Sconiers,2014-08-28,1,Akron,,Howard,W,4,61,15.3,0,keith-sconiers-1
Caleb Scott,2014-08-28,1,Vanderbilt,,Temple,L,1,9,9.0,0,caleb-scott-1
E.J. Scott,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,3,32,10.7,0,ej-scott-1
Kenneth Scott,2014-08-28,1,Utah,,Idaho State,W,4,57,14.3,1,kenneth-scott-1
Ricky Seals-Jones,2014-08-28,1,Texas A&M,@,South Carolina,W,5,67,13.4,1,ricky-seals-jones-1
Cam Serigne,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,3,18,6.0,0,cam-serigne-1
Justyn Shackleford,2014-08-28,1,Tulane,@,Tulsa,L,8,113,14.1,0,justyn-shackleford-1
Brandon Shippen,2014-08-28,1,Temple,@,Vanderbilt,W,2,60,30.0,1,brandon-shippen-1
Cameron Smith,2014-08-28,1,Arizona State,,Weber State,W,1,14,14.0,0,cameron-smith-2
L.T. Smith,2014-08-28,1,Akron,,Howard,W,5,74,14.8,1,lt-smith-1
Shane Smith,2014-08-28,1,San Jose State,,North Dakota,W,3,12,4.0,1,shane-smith-4
Jaelen Strong,2014-08-28,1,Arizona State,,Weber State,W,10,146,14.6,0,jaelen-strong-1
Jahad Thomas,2014-08-28,1,Temple,@,Vanderbilt,W,1,5,5.0,0,jahad-thomas-1
Westlee Tonga,2014-08-28,1,Utah,,Idaho State,W,5,61,12.2,0,westlee-tonga-1
Mykel Traylor-Bennett,2014-08-28,1,Akron,,Howard,W,4,89,22.3,2,mykel-traylor-bennett-1
Laquon Treadwell,2014-08-28,1,Mississippi,N,Boise State,W,7,105,15.0,1,laquon-treadwell-1
John Tsimis,2014-08-28,1,Rutgers,@,Washington State,W,3,40,13.3,1,john-tsimis-1
Thomas Tucker,2014-08-28,1,San Jose State,,North Dakota,W,1,22,22.0,0,thomas-tucker-1
Aregeros Turner,2014-08-28,1,Northern Illinois,,Presbyterian,W,1,5,5.0,0,aregeros-turner-1
Dillon Van Der Wal,2014-08-28,1,Vanderbilt,,Temple,L,1,12,12.0,0,dillon-van-der-wal-1
Teddy Veal,2014-08-28,1,Tulane,@,Tulsa,L,1,12,12.0,0,teddy-veal-1
Jaylen Walton,2014-08-28,1,Mississippi,N,Boise State,W,3,51,17.0,0,jaylen-walton-1
Theron West,2014-08-28,1,Washington State,,Rutgers,L,1,6,6.0,0,theron-west-1
Gerard Wicks,2014-08-28,1,Washington State,,Rutgers,L,2,18,9.0,0,gerard-wicks-1
Brandon Wilds,2014-08-28,1,South Carolina,,Texas A&M,L,2,32,16.0,0,brandon-wilds-1
Trey Wilkins,2014-08-28,1,Vanderbilt,,Temple,L,1,19,19.0,0,trey-wilkins-1
Rodrick Williams Jr.,2014-08-28,1,Minnesota,,Eastern Illinois,W,1,6,6.0,0,rodrick-williams-jr-1
Brandon Williams,2014-08-28,1,Texas A&M,@,South Carolina,W,1,13,13.0,0,brandon-williams-10
Courtney Williams,2014-08-28,1,Central Michigan,,Chattanooga,W,4,46,11.5,1,courtney-williams-2
Dom Williams,2014-08-28,1,Washington State,,Rutgers,L,1,64,64.0,0,dom-williams-1
Kristoff Williams,2014-08-28,1,Washington State,,Rutgers,L,2,36,18.0,0,kristoff-williams-1
Maxx Williams,2014-08-28,1,Minnesota,,Eastern Illinois,W,2,57,28.5,0,maxx-williams-1
Trey Williams,2014-08-28,1,Texas A&M,@,South Carolina,W,1,0,0.0,0,trey-williams-2
Tyler Williams,2014-08-28,1,Akron,,Howard,W,1,18,18.0,0,tyler-williams-1
Shane Williams-Rhodes,2014-08-28,1,Boise State,N,Mississippi,L,14,53,3.8,0,shane-williams-rhodes-1
Hansel Wilson,2014-08-28,1,San Jose State,,North Dakota,W,4,85,21.3,0,hansel-wilson-1
Tyler Winston,2014-08-28,1,San Jose State,,North Dakota,W,10,96,9.6,2,tyler-winston-1
Austin Wolf,2014-08-28,1,Akron,,Howard,W,3,70,23.3,1,austin-wolf-1
Kamal Abrams,2014-08-29,1,Connecticut,,Brigham Young,L,3,38,12.7,0,kamal-abrams-1
Michael Adkins II,2014-08-29,1,Colorado,N,Colorado State,L,2,-4,-2.0,0,michael-adkins-ii-1
Leon Allen,2014-08-29,1,Western Kentucky,,Bowling Green State,W,6,53,8.8,0,leon-allen-1
Markeith Ambles,2014-08-29,1,Houston,,Texas-San Antonio,L,1,11,11.0,0,markeith-ambles-2
Deanthony Arnett,2014-08-29,1,Michigan State,,Jacksonville State,W,1,6,6.0,0,deanthony-arnett-1
Demarcus Ayers,2014-08-29,1,Houston,,Texas-San Antonio,L,3,24,8.0,0,demarcus-ayers-1
Alec Bloom,2014-08-29,1,Connecticut,,Brigham Young,L,2,24,12.0,0,alec-bloom-1
Devonte Boyd,2014-08-29,1,Nevada-Las Vegas,@,Arizona,L,6,102,17.0,0,devonte-boyd-1
Dhameer Bradley,2014-08-29,1,Connecticut,,Brigham Young,L,1,15,15.0,0,dhameer-bradley-1
Algernon Brown,2014-08-29,1,Brigham Young,@,Connecticut,W,4,44,11.0,0,algernon-brown-1
Ashton Broyld,2014-08-29,1,Syracuse,,Villanova,W,5,57,11.4,0,ashton-broyld-1
Aaron Burbridge,2014-08-29,1,Michigan State,,Jacksonville State,W,1,8,8.0,0,aaron-burbridge-1
Ryan Burbrink,2014-08-29,1,Bowling Green State,@,Western Kentucky,L,1,18,18.0,0,ryan-burbrink-1
Kivon Cartwright,2014-08-29,1,Colorado State,N,Colorado,W,1,22,22.0,0,kivon-cartwright-1
Jazzmar Clax,2014-08-29,1,Connecticut,,Brigham Young,L,1,3,3.0,0,jazzmar-clax-1
Jared Dangerfield,2014-08-29,1,Western Kentucky,,Bowling Green State,W,10,92,9.2,2,jared-dangerfield-1
Devante Davis,2014-08-29,1,Nevada-Las Vegas,@,Arizona,L,8,100,12.5,0,devante-davis-1
Geremy Davis,2014-08-29,1,Connecticut,,Brigham Young,L,7,96,13.7,0,geremy-davis-1
Gehrig Dieter,2014-08-29,1,Bowling Green State,@,Western Kentucky,L,7,78,11.1,0,gehrig-dieter-2
Steven Dunbar,2014-08-29,1,Houston,,Texas-San Antonio,L,2,31,15.5,0,steven-dunbar-1
Brisly Estime,2014-08-29,1,Syracuse,,Villanova,W,1,1,1.0,0,brisly-estime-1
Kenneth Farrow,2014-08-29,1,Houston,,Texas-San Antonio,L,1,17,17.0,0,kenneth-farrow-1
Shay Fields,2014-08-29,1,Colorado,N,Colorado State,L,8,46,5.8,0,shay-fields-1
Adrian Flemming,2014-08-29,1,Syracuse,,Villanova,W,1,12,12.0,0,adrian-flemming-1
Deshon Foxx,2014-08-29,1,Connecticut,,Brigham Young,L,2,8,4.0,0,deshon-foxx-1
Joel German,2014-08-29,1,Western Kentucky,,Bowling Green State,W,1,24,24.0,0,joel-german-1
D.D. Goodson,2014-08-29,1,Colorado,N,Colorado State,L,2,60,30.0,0,dd-goodson-1
Antwane Grant,2014-08-29,1,Western Kentucky,,Bowling Green State,W,3,53,17.7,1,antwane-grant-1
Samajie Grant,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,4,101,25.3,1,samajie-grant-1
Deontay Greenberry,2014-08-29,1,Houston,,Texas-San Antonio,L,6,96,16.0,0,deontay-greenberry-1
Travis Greene,2014-08-29,1,Bowling Green State,@,Western Kentucky,L,2,18,9.0,0,travis-greene-1
Trey Griffey,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,4,52,13.0,0,trey-griffey-1
Aaron Grubb,2014-08-29,1,Texas-San Antonio,@,Houston,W,2,12,6.0,0,aaron-grubb-1
Seth Grubb,2014-08-29,1,Texas-San Antonio,@,Houston,W,1,34,34.0,0,seth-grubb-1
Prince-Tyson Gulley,2014-08-29,1,Syracuse,,Villanova,W,4,13,3.3,0,prince-tyson-gulley-1
Dee Hart,2014-08-29,1,Colorado State,N,Colorado,W,3,35,11.7,0,dee-hart-1
Mitchell Henry,2014-08-29,1,Western Kentucky,,Bowling Green State,W,6,77,12.8,0,mitchell-henry-1
Rashard Higgins,2014-08-29,1,Colorado State,N,Colorado,W,1,16,16.0,1,rashard-higgins-1
Austin Hill,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,3,110,36.7,1,austin-hill-1
Nick Hill,2014-08-29,1,Michigan State,,Jacksonville State,W,1,9,9.0,0,nick-hill-1
Adam Hine,2014-08-29,1,Brigham Young,@,Connecticut,W,3,25,8.3,1,adam-hine-1
Terenn Houk,2014-08-29,1,Brigham Young,@,Connecticut,W,4,58,14.5,1,terenn-houk-1
Sean Irwin,2014-08-29,1,Colorado,N,Colorado State,L,2,19,9.5,0,sean-irwin-1
Steve Ishmael,2014-08-29,1,Syracuse,,Villanova,W,2,13,6.5,0,steve-ishmael-1
Heath Jackson,2014-08-29,1,Bowling Green State,@,Western Kentucky,L,5,58,11.6,0,heath-jackson-1
Ryan Jackson,2014-08-29,1,Houston,,Texas-San Antonio,L,4,12,3.0,0,ryan-jackson-1
Treyous Jarrells,2014-08-29,1,Colorado State,N,Colorado,W,1,8,8.0,0,treyous-jarrells-1
Ron Johnson,2014-08-29,1,Connecticut,,Brigham Young,L,1,11,11.0,0,ron-johnson-8
Tyrell Johnson,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,1,8,8.0,0,tyrell-johnson-2
Cayleb Jones,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,3,30,10.0,0,cayleb-jones-2
Kam Jones,2014-08-29,1,Texas-San Antonio,@,Houston,W,4,17,4.3,0,kam-jones-1
Terris Jones-Grigsby,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,1,12,12.0,0,terris-jones-grigsby-1
Mitchell Juergens,2014-08-29,1,Brigham Young,@,Connecticut,W,2,19,9.5,0,mitchell-juergens-1
Kendal Keys,2014-08-29,1,Nevada-Las Vegas,@,Arizona,L,3,25,8.3,0,kendal-keys-1
Macgarrett Kings Jr.,2014-08-29,1,Michigan State,,Jacksonville State,W,1,1,1.0,0,macgarrett-kings-jr-1
Paul Lasike,2014-08-29,1,Brigham Young,@,Connecticut,W,4,23,5.8,0,paul-lasike-1
Jordan Leslie,2014-08-29,1,Brigham Young,@,Connecticut,W,2,22,11.0,0,jordan-leslie-1
Ben Lewis,2014-08-29,1,Syracuse,,Villanova,W,3,28,9.3,0,ben-lewis-2
Roger Lewis,2014-08-29,1,Bowling Green State,@,Western Kentucky,L,8,78,9.8,0,roger-lewis-1
Tony Lippett,2014-08-29,1,Michigan State,,Jacksonville State,W,4,167,41.8,2,tony-lippett-1
Charles Lovett,2014-08-29,1,Colorado State,N,Colorado,W,1,-2,-2.0,0,charles-lovett-1
Jamal Lyles,2014-08-29,1,Michigan State,,Jacksonville State,W,1,10,10.0,0,jamal-lyles-1
Marcellus Mack,2014-08-29,1,Texas-San Antonio,@,Houston,W,3,37,12.3,0,marcellus-mack-1
Monty Madaris,2014-08-29,1,Michigan State,,Jacksonville State,W,1,13,13.0,0,monty-madaris-1
Devin Mahina,2014-08-29,1,Brigham Young,@,Connecticut,W,1,8,8.0,0,devin-mahina-1
Joshua Marriner,2014-08-29,1,Connecticut,,Brigham Young,L,1,17,17.0,0,joshua-marriner-1
Maika Mataele,2014-08-29,1,Nevada-Las Vegas,@,Arizona,L,1,18,18.0,0,maika-mataele-1
Mitch Mathews,2014-08-29,1,Brigham Young,@,Connecticut,W,5,62,12.4,1,mitch-mathews-1
Tyler McCulloch,2014-08-29,1,Colorado,N,Colorado State,L,2,14,7.0,0,tyler-mcculloch-1
Willie McNeal,2014-08-29,1,Western Kentucky,,Bowling Green State,W,5,70,14.0,2,willie-mcneal-1
Sean McQuillan,2014-08-29,1,Connecticut,,Brigham Young,L,3,33,11.0,0,sean-mcquillan-1
Kendall Moore,2014-08-29,1,Syracuse,,Villanova,W,1,1,1.0,1,kendall-moore-3
Ronnie Moore,2014-08-29,1,Bowling Green State,@,Western Kentucky,L,2,64,32.0,1,ronnie-moore-3
David Morgan,2014-08-29,1,Texas-San Antonio,@,Houston,W,1,13,13.0,0,david-morgan-1
Keith Mumphery,2014-08-29,1,Michigan State,,Jacksonville State,W,1,43,43.0,0,keith-mumphery-1
Tommy Myers,2014-08-29,1,Connecticut,,Brigham Young,L,1,3,3.0,0,tommy-myers-1
George Naufahu,2014-08-29,1,Nevada-Las Vegas,@,Arizona,L,1,0,0.0,0,george-naufahu-1
Davonte' Neal,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,2,29,14.5,1,davonte-neal-1
Arkeel Newsome,2014-08-29,1,Connecticut,,Brigham Young,L,1,18,18.0,0,arkeel-newsome-1
Nicholas Norris,2014-08-29,1,Western Kentucky,,Bowling Green State,W,1,6,6.0,0,nicholas-norris-1
Colby Pearson,2014-08-29,1,Brigham Young,@,Connecticut,W,3,47,15.7,0,colby-pearson-1
Nate Phillips,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,2,56,28.0,1,nate-phillips-1
Christian Powell,2014-08-29,1,Colorado,N,Colorado State,L,1,2,2.0,0,christian-powell-1
Josiah Price,2014-08-29,1,Michigan State,,Jacksonville State,W,3,54,18.0,0,josiah-price-1
David Richards,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,5,30,6.0,0,david-richards-1
R.J. Shelton,2014-08-29,1,Michigan State,,Jacksonville State,W,1,5,5.0,0,rj-shelton-1
Daniel Spencer,2014-08-29,1,Houston,,Texas-San Antonio,L,3,22,7.3,0,daniel-spencer-1
Nelson Spruce,2014-08-29,1,Colorado,N,Colorado State,L,7,104,14.9,2,nelson-spruce-1
Marcus Sullivan,2014-08-29,1,Nevada-Las Vegas,@,Arizona,L,1,2,2.0,0,marcus-sullivan-1
Taywan Taylor,2014-08-29,1,Western Kentucky,,Bowling Green State,W,12,185,15.4,1,taywan-taylor-1
Kerry Thomas,2014-08-29,1,Texas-San Antonio,@,Houston,W,1,7,7.0,0,kerry-thomas-1
Noel Thomas,2014-08-29,1,Connecticut,,Brigham Young,L,2,18,9.0,0,noel-thomas-1
A.J. Troup,2014-08-29,1,Michigan State,,Jacksonville State,W,3,38,12.7,1,aj-troup-1
Jordan Vaden,2014-08-29,1,Colorado State,N,Colorado,W,1,11,11.0,0,jordan-vaden-1
Anthony Wales,2014-08-29,1,Western Kentucky,,Bowling Green State,W,2,9,4.5,0,anthony-wales-1
Steven Walker,2014-08-29,1,Colorado State,N,Colorado,W,2,15,7.5,0,steven-walker-1
Greg Ward Jr.,2014-08-29,1,Houston,,Texas-San Antonio,L,5,21,4.2,0,greg-ward-jr-1
Jarrod West,2014-08-29,1,Syracuse,,Villanova,W,5,59,11.8,0,jarrod-west-1
Anthony Williams,2014-08-29,1,Nevada-Las Vegas,@,Arizona,L,2,5,2.5,1,anthony-williams-14
Jarveon Williams,2014-08-29,1,Texas-San Antonio,@,Houston,W,3,1,0.3,0,jarveon-williams-1
