Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Kyle Efaw,2009-09-03,1,Boise State,,Oregon,W,4,54,13.5,0,kyle-efaw-1
Mitchell Evans,2009-09-03,1,Indiana,,Eastern Kentucky,W,3,25,8.3,0,mitchell-evans-1
Collin Franklin,2009-09-03,1,Iowa State,,North Dakota State,W,1,16,16.0,0,collin-franklin-1
Tommy Gallarda,2009-09-03,1,Boise State,,Oregon,W,1,8,8.0,0,tommy-gallarda-1
Phil Garner,2009-09-03,1,Kent State,,Coastal Carolina,W,4,5,1.3,0,phil-garner-1
Taylor Gentry,2009-09-03,1,North Carolina State,,South Carolina,L,1,0,0.0,0,taylor-gentry-1
Willie Geter,2009-09-03,1,Bowling Green State,,Troy,W,1,24,24.0,0,willie-geter-1
Torieal Gibson,2009-09-03,1,Ball State,,North Texas,L,1,2,2.0,0,torieal-gibson-1
Tebiarus Gill,2009-09-03,1,Troy,@,Bowling Green State,L,8,102,12.8,0,tebiarus-gill-1
Tyshon Goode,2009-09-03,1,Kent State,,Coastal Carolina,W,6,84,14.0,0,tyshon-goode-1
Kee-Ayre Griffin,2009-09-03,1,Temple,,Villanova,L,1,6,6.0,0,kee-ayre-griffin-1
Tori Gurley,2009-09-03,1,South Carolina,@,North Carolina State,W,4,34,8.5,0,tori-gurley-1
Marquis Hamilton,2009-09-03,1,Iowa State,,North Dakota State,W,4,97,24.3,2,marquis-hamilton-1
Jason Harper,2009-09-03,1,Temple,,Villanova,L,2,27,13.5,0,jason-harper-1
Dujuan Harris,2009-09-03,1,Troy,@,Bowling Green State,L,3,7,2.3,0,dujuan-harris-1
Jeremy Hill,2009-09-03,1,Ball State,,North Texas,L,3,20,6.7,0,jeremy-hill-1
Adrian Hodges,2009-09-03,1,Bowling Green State,,Troy,W,2,29,14.5,0,adrian-hodges-1
Jamere Holland,2009-09-03,1,Oregon,@,Boise State,L,2,7,3.5,0,jamere-holland-1
Steven Howard,2009-09-03,1,North Carolina State,,South Carolina,L,2,13,6.5,0,steven-howard-1
Ray Hutson,2009-09-03,1,Bowling Green State,,Troy,W,2,13,6.5,0,ray-hutson-1
Daniel Ifft,2009-09-03,1,Ball State,,North Texas,L,1,19,19.0,0,daniel-ifft-1
Jamaal Jackson,2009-09-03,1,North Texas,@,Ball State,W,4,86,21.5,0,jamaal-jackson-2
LaMichael James,2009-09-03,1,Oregon,@,Boise State,L,1,3,3.0,0,lamichael-james-1
Josh Jarboe,2009-09-03,1,Troy,@,Bowling Green State,L,2,20,10.0,0,josh-jarboe-1
Eugene Jarvis,2009-09-03,1,Kent State,,Coastal Carolina,W,3,30,10.0,0,eugene-jarvis-1
Alshon Jeffery,2009-09-03,1,South Carolina,@,North Carolina State,W,1,5,5.0,0,alshon-jeffery-1
Jerrel Jernigan,2009-09-03,1,Troy,@,Bowling Green State,L,5,37,7.4,1,jerrel-jernigan-1
Joe Jones,2009-09-03,1,Temple,,Villanova,L,4,58,14.5,0,joe-jones-1
Jameson Konz,2009-09-03,1,Kent State,,Coastal Carolina,W,1,3,3.0,0,jameson-konz-1
Josh Lenz,2009-09-03,1,Iowa State,,North Dakota State,W,1,11,11.0,0,josh-lenz-1
Miquale Lewis,2009-09-03,1,Ball State,,North Texas,L,3,12,4.0,0,miquale-lewis-1
Alex Lott,2009-09-03,1,North Texas,@,Ball State,W,1,13,13.0,0,alex-lott-1
Jeff Maehl,2009-09-03,1,Oregon,@,Boise State,L,5,45,9.0,0,jeff-maehl-1
Steve Maneri,2009-09-03,1,Temple,,Villanova,L,1,20,20.0,0,steve-maneri-1
Zack Marcum,2009-09-03,1,Troy,@,Bowling Green State,L,2,19,9.5,0,zack-marcum-1
Derek McBryde,2009-09-03,1,Kent State,,Coastal Carolina,W,2,27,13.5,0,derek-mcbryde-1
Demetrius McCray,2009-09-03,1,Indiana,,Eastern Kentucky,W,2,4,2.0,0,demetrius-mccray-1
Eric Moats,2009-09-03,1,Utah State,@,Utah,L,1,11,11.0,0,eric-moats-1
Cam Montgomery,2009-09-03,1,North Texas,@,Ball State,W,1,19,19.0,0,cam-montgomery-1
Stanley Morrison,2009-09-03,1,Utah State,@,Utah,L,3,57,19.0,0,stanley-morrison-1
James Nixon,2009-09-03,1,Temple,,Villanova,L,1,75,75.0,1,james-nixon-1
Briggs Orsbon,2009-09-03,1,Ball State,,North Texas,L,2,38,19.0,0,briggs-orsbon-1
Michael Outlaw,2009-09-03,1,North Texas,@,Ball State,W,7,43,6.1,1,michael-outlaw-1
David Paulson,2009-09-03,1,Oregon,@,Boise State,L,1,27,27.0,0,david-paulson-1
John Peel,2009-09-03,1,Utah,,Utah State,W,4,58,14.5,1,john-peel-1
Austin Pettis,2009-09-03,1,Boise State,,Oregon,W,6,68,11.3,1,austin-pettis-1
Kendrick Pressley,2009-09-03,1,Kent State,,Coastal Carolina,W,3,23,7.7,0,kendrick-pressley-1
Tyrone Pronty,2009-09-03,1,Bowling Green State,,Troy,W,6,30,5.0,0,tyrone-pronty-1
David Reed,2009-09-03,1,Utah,,Utah State,W,10,172,17.2,1,david-reed-1
Chip Reeves,2009-09-03,1,Troy,@,Bowling Green State,L,2,27,13.5,0,chip-reeves-1
Darius Reynolds,2009-09-03,1,Iowa State,,North Dakota State,W,6,53,8.8,0,darius-reynolds-1
Sam Roberson,2009-09-03,1,North Texas,@,Ball State,W,2,13,6.5,0,sam-roberson-1
Alexander Robinson,2009-09-03,1,Iowa State,,North Dakota State,W,3,36,12.0,0,alexander-robinson-1
Evan Rodriguez,2009-09-03,1,Temple,,Villanova,L,1,20,20.0,0,evan-rodriguez-1
Weslye Saunders,2009-09-03,1,South Carolina,@,North Carolina State,W,4,50,12.5,0,weslye-saunders-1
Omar Sawyer,2009-09-03,1,Utah State,@,Utah,L,2,11,5.5,0,omar-sawyer-1
Jimmy Scheidler,2009-09-03,1,Bowling Green State,,Troy,W,4,72,18.0,0,jimmy-scheidler-1
Austin Silvoy,2009-09-03,1,Troy,@,Bowling Green State,L,1,5,5.0,0,austin-silvoy-1
Jon Simpson,2009-09-03,1,Kent State,,Coastal Carolina,W,1,24,24.0,0,jon-simpson-1
Michael Smith,2009-09-03,1,Utah State,@,Utah,L,1,16,16.0,0,michael-smith-6
Owen Spencer,2009-09-03,1,North Carolina State,,South Carolina,L,1,15,15.0,0,owen-spencer-1
Chester Stewart,2009-09-03,1,Temple,,Villanova,L,1,4,4.0,0,chester-stewart-1
Lester Troutman,2009-09-03,1,Kent State,,Coastal Carolina,W,1,5,5.0,0,lester-troutman-1
Robert Turbin,2009-09-03,1,Utah State,@,Utah,L,1,8,8.0,0,robert-turbin-1
Terrance Turner,2009-09-03,1,Indiana,,Eastern Kentucky,W,5,57,11.4,0,terrance-turner-1
Elijah Wesson,2009-09-03,1,Utah,,Utah State,W,1,16,16.0,0,elijah-wesson-1
Seth White,2009-09-03,1,Ball State,,North Texas,L,4,47,11.8,0,seth-white-1
Cornelius Williams,2009-09-03,1,Troy,@,Bowling Green State,L,2,24,12.0,0,cornelius-williams-1
Eric Williams,2009-09-03,1,Ball State,,North Texas,L,1,2,2.0,0,eric-williams-1
Jake Williams,2009-09-03,1,Iowa State,,North Dakota State,W,1,17,17.0,0,jake-williams-1
Jarvis Williams,2009-09-03,1,North Carolina State,,South Carolina,L,2,10,5.0,0,jarvis-williams-1
Chris Wright,2009-09-03,1,Bowling Green State,,Troy,W,1,7,7.0,0,chris-wright-2
Titus Young,2009-09-03,1,Boise State,,Oregon,W,5,46,9.2,0,titus-young-1
Andre Anderson,2009-09-04,1,Tulane,,Tulsa,L,2,37,18.5,0,andre-anderson-2
Rodney Bradley,2009-09-04,1,Hawaii,,Central Arkansas,W,3,42,14.0,1,rodney-bradley-1
Kevin Burris,2009-09-04,1,Tulane,,Tulsa,L,2,17,8.5,0,kevin-burris-1
Charles Clay,2009-09-04,1,Tulsa,@,Tulane,W,2,28,14.0,0,charles-clay-1
Ryan Grant,2009-09-04,1,Tulane,,Tulsa,L,1,3,3.0,0,ryan-grant-2
Payten Jason,2009-09-04,1,Tulane,,Tulsa,L,1,4,4.0,0,payten-jason-1
Damaris Johnson,2009-09-04,1,Tulsa,@,Tulane,W,3,60,20.0,0,damaris-johnson-1
Trae Johnson,2009-09-04,1,Tulsa,@,Tulane,W,2,35,17.5,1,trae-johnson-1
Alan Mitchell,2009-09-04,1,Tulane,,Tulsa,L,1,4,4.0,0,alan-mitchell-1
Kealoha Pilares,2009-09-04,1,Hawaii,,Central Arkansas,W,6,42,7.0,1,kealoha-pilares-1
Casey Robottom,2009-09-04,1,Tulane,,Tulsa,L,6,82,13.7,1,casey-robottom-1
Greg Salas,2009-09-04,1,Hawaii,,Central Arkansas,W,7,180,25.7,1,greg-salas-1
Slick Shelley,2009-09-04,1,Tulsa,@,Tulane,W,5,68,13.6,0,slick-shelley-1
Jordan Stephany,2009-09-04,1,Tulane,,Tulsa,L,1,39,39.0,0,jordan-stephany-1
Jovonte Taylor,2009-09-04,1,Hawaii,,Central Arkansas,W,1,7,7.0,0,jovonte-taylor-1
A.J. Whitmore,2009-09-04,1,Tulsa,@,Tulane,W,3,20,6.7,0,aj-whitmore-1
Jeremy Williams,2009-09-04,1,Tulane,,Tulsa,L,5,139,27.8,0,jeremy-williams-1
Leon Wright-Jackson,2009-09-04,1,Hawaii,,Central Arkansas,W,4,33,8.3,0,leon-wright-jackson-1
Darvin Adams,2009-09-05,1,Auburn,,Louisiana Tech,W,4,65,16.3,1,darvin-adams-1
Joe Adams,2009-09-05,1,Arkansas,,Missouri State,W,4,70,17.5,1,joe-adams-1
Joshua Adams,2009-09-05,1,North Carolina,,Citadel,W,2,26,13.0,0,joshua-adams-1
Kris Adams,2009-09-05,1,Texas-El Paso,,Buffalo,L,9,98,10.9,0,kris-adams-1
Kyle Adams,2009-09-05,1,Purdue,,Toledo,W,1,8,8.0,0,kyle-adams-1
Nick Adams,2009-09-05,1,Alabama-Birmingham,,Rice,W,2,51,25.5,0,nick-adams-1
Damola Adeniji,2009-09-05,1,Oregon State,,Portland State,W,3,45,15.0,0,damola-adeniji-1
Eric Adeyemi,2009-09-05,1,Kentucky,N,Miami (OH),W,1,6,6.0,0,eric-adeyemi-1
Devin Aguilar,2009-09-05,1,Washington,,Louisiana State,L,4,76,19.0,0,devin-aguilar-1
Kamar Aiken,2009-09-05,1,Central Florida,,Samford,W,2,42,21.0,0,kamar-aiken-1
Seyi Ajirotutu,2009-09-05,1,Fresno State,,California-Davis,W,3,57,19.0,0,seyi-ajirotutu-1
Justin Akers,2009-09-05,1,Baylor,@,Wake Forest,W,2,23,11.5,0,justin-akers-1
Danario Alexander,2009-09-05,1,Missouri,N,Illinois,W,10,132,13.2,0,danario-alexander-1
Alex Allen,2009-09-05,1,Akron,@,Penn State,L,1,4,4.0,0,alex-allen-1
Anthony Allen,2009-09-05,1,Georgia Tech,,Jacksonville State,W,1,26,26.0,1,anthony-allen-1
Armando Allen,2009-09-05,1,Notre Dame,,Nevada,W,3,25,8.3,0,armando-allen-1
Marcus Allen,2009-09-05,1,New Mexico State,,Idaho,L,5,82,16.4,0,marcus-allen-1
Luther Ambrose,2009-09-05,1,Louisiana-Monroe,@,Texas,L,2,77,38.5,1,luther-ambrose-1
Bryan Anderson,2009-09-05,1,Central Michigan,@,Arizona,L,2,15,7.5,0,bryan-anderson-1
Isaac Anderson,2009-09-05,1,Wisconsin,,Northern Illinois,W,3,100,33.3,1,isaac-anderson-1
Jeffery Anderson,2009-09-05,1,Alabama-Birmingham,,Rice,W,3,65,21.7,0,jeffery-anderson-1
Jeshua Anderson,2009-09-05,1,Washington State,,Stanford,L,1,9,9.0,0,jeshua-anderson-1
Marcus Anderson,2009-09-05,1,New Mexico State,,Idaho,L,4,50,12.5,0,marcus-anderson-2
Vic Anderson,2009-09-05,1,Louisville,,Indiana State,W,2,12,6.0,0,vic-anderson-1
Garrett Andrews,2009-09-05,1,Middle Tennessee State,@,Clemson,L,3,22,7.3,0,garrett-andrews-1
Rodelin Anthony,2009-09-05,1,Nevada-Las Vegas,,Sacramento State,W,2,73,36.5,1,rodelin-anthony-1
Alric Arnett,2009-09-05,1,West Virginia,,Liberty,W,1,22,22.0,0,alric-arnett-1
Robert Arnheim,2009-09-05,1,Western Michigan,@,Michigan,L,7,48,6.9,0,robert-arnheim-1
Orlando Arnold,2009-09-05,1,Wyoming,,Weber State,W,4,47,11.8,0,orlando-arnold-1
Perez Ashford,2009-09-05,1,Northern Illinois,@,Wisconsin,L,1,6,6.0,0,perez-ashford-1
Collin Ashley,2009-09-05,1,Vanderbilt,,Western Carolina,W,1,10,10.0,0,collin-ashley-1
Luke Aubrey,2009-09-05,1,Louisiana,,Southern,W,3,27,9.0,1,luke-aubrey-1
David Ausberry,2009-09-05,1,Southern California,,San Jose State,W,2,37,18.5,0,david-ausberry-1
Tavon Austin,2009-09-05,1,West Virginia,,Liberty,W,1,3,3.0,0,tavon-austin-1
Terrence Austin,2009-09-05,1,UCLA,,San Diego State,W,6,37,6.2,1,terrence-austin-1
Marquis Avery,2009-09-05,1,San Jose State,@,Southern California,L,2,15,7.5,0,marquis-avery-1
Michael Avila,2009-09-05,1,San Jose State,@,Southern California,L,2,14,7.0,0,michael-avila-1
Blake Ayles,2009-09-05,1,Southern California,,San Jose State,W,2,22,11.0,0,blake-ayles-1
Antwon Bailey,2009-09-05,1,Syracuse,,Minnesota,L,1,15,15.0,0,antwon-bailey-1
Kama Bailey,2009-09-05,1,Idaho,@,New Mexico State,W,1,4,4.0,0,kama-bailey-1
Robin Bailey,2009-09-05,1,Toledo,@,Purdue,L,6,65,10.8,0,robin-bailey-1
Jonathan Baldwin,2009-09-05,1,Pittsburgh,,Youngstown State,W,3,70,23.3,0,jonathan-baldwin-1
Ryan Balentine,2009-09-05,1,Southern Mississippi,,Alcorn State,W,1,13,13.0,0,ryan-balentine-1
Jake Ballard,2009-09-05,1,Ohio State,,Navy,W,3,51,17.0,0,jake-ballard-1
Brandon Banks,2009-09-05,1,Kansas State,,Massachusetts,W,7,67,9.6,0,brandon-banks-1
Leroy Banks,2009-09-05,1,Southern Mississippi,,Alcorn State,W,2,40,20.0,1,leroy-banks-1
Gerald Baptiste,2009-09-05,1,Southern Mississippi,,Alcorn State,W,4,32,8.0,2,gerald-baptiste-1
Brandon Barden,2009-09-05,1,Vanderbilt,,Western Carolina,W,3,38,12.7,0,brandon-barden-1
Mark Barefield,2009-09-05,1,Nevada-Las Vegas,,Sacramento State,W,1,8,8.0,0,mark-barefield-1
Dexter Barnett,2009-09-05,1,Alabama-Birmingham,,Rice,W,2,6,3.0,0,dexter-barnett-1
Baron Batch,2009-09-05,1,Texas Tech,,North Dakota,W,1,3,3.0,0,baron-batch-1
Brandon Beachum,2009-09-05,1,Penn State,,Akron,W,1,14,14.0,0,brandon-beachum-1
Bryce Beall,2009-09-05,1,Houston,,Northwestern State,W,2,35,17.5,1,bryce-beall-1
Cole Beasley,2009-09-05,1,Southern Methodist,,Stephen F. Austin,W,1,6,6.0,0,cole-beasley-1
Pierre Beasley,2009-09-05,1,Rice,@,Alabama-Birmingham,L,3,20,6.7,0,pierre-beasley-1
Jalal Beauchman,2009-09-05,1,San Jose State,@,Southern California,L,1,4,4.0,0,jalal-beauchman-1
Doug Beaumont,2009-09-05,1,Louisville,,Indiana State,W,5,69,13.8,0,doug-beaumont-1
Bryan Beckner,2009-09-05,1,Northern Illinois,@,Wisconsin,L,2,41,20.5,0,bryan-beckner-1
Julian Bellinger,2009-09-05,1,Toledo,@,Purdue,L,1,2,2.0,0,julian-bellinger-1
Arrelious Benn,2009-09-05,1,Illinois,N,Missouri,L,1,9,9.0,0,arrelious-benn-1
Duane Bennett,2009-09-05,1,Minnesota,@,Syracuse,W,2,3,1.5,0,duane-bennett-1
Jahvid Best,2009-09-05,1,California,,Maryland,W,2,23,11.5,0,jahvid-best-1
Tim Biere,2009-09-05,1,Kansas,,Northern Colorado,W,1,6,6.0,0,tim-biere-1
Daniel Blackledge,2009-09-05,1,Washington State,,Stanford,L,6,67,11.2,0,daniel-blackledge-1
Jeff Blake,2009-09-05,1,Arkansas State,,Mississippi Valley State,W,1,7,7.0,0,jeff-blake-1
Shane Blissard,2009-09-05,1,Middle Tennessee State,@,Clemson,L,4,68,17.0,0,shane-blissard-1
Nyan Boateng,2009-09-05,1,California,,Maryland,W,2,44,22.0,1,nyan-boateng-1
Dontavia Bogan,2009-09-05,1,South Florida,,Wofford,W,4,46,11.5,0,dontavia-bogan-1
Ross Bogue,2009-09-05,1,Kentucky,N,Miami (OH),W,1,12,12.0,0,ross-bogue-1
Tommy Bohanon,2009-09-05,1,Wake Forest,,Baylor,L,1,1,1.0,0,tommy-bohanon-1
Ralph Bolden,2009-09-05,1,Purdue,,Toledo,W,1,13,13.0,0,ralph-bolden-1
Chris Bonner,2009-09-05,1,Florida Atlantic,@,Nebraska,L,2,27,13.5,0,chris-bonner-1
Wayne Bonner,2009-09-05,1,Marshall,,Southern Illinois,W,3,26,8.7,0,wayne-bonner-1
Draylon Booker,2009-09-05,1,Louisiana,,Southern,W,1,33,33.0,0,draylon-booker-1
Deryn Bowser,2009-09-05,1,Akron,@,Penn State,L,3,63,21.0,1,deryn-bowser-1
Tay Bowser,2009-09-05,1,Mississippi State,,Jackson State,W,2,25,12.5,0,tay-bowser-1
Re'quan Boyette,2009-09-05,1,Duke,,Richmond,L,2,17,8.5,0,requan-boyette-1
Jarrett Boykin,2009-09-05,1,Virginia Tech,N,Alabama,L,3,19,6.3,0,jarrett-boykin-1
Andrew Brewer,2009-09-05,1,Northwestern,,Towson,W,6,145,24.2,1,andrew-brewer-1
Edward Britton,2009-09-05,1,Texas Tech,,North Dakota,W,4,42,10.5,0,edward-britton-1
Chris Brooks,2009-09-05,1,Nebraska,,Florida Atlantic,W,1,15,15.0,0,chris-brooks-1
Antonio Brown,2009-09-05,1,Central Michigan,@,Arizona,L,5,23,4.6,0,antonio-brown-1
Carlos Brown,2009-09-05,1,Michigan,,Western Michigan,W,1,14,14.0,0,carlos-brown-1
Chris Brown,2009-09-05,1,Oklahoma,N,Brigham Young,L,1,8,8.0,0,chris-brown-4
Devon Brown,2009-09-05,1,Wake Forest,,Baylor,L,3,32,10.7,1,devon-brown-1
Javaris Brown,2009-09-05,1,Virginia,,William & Mary,L,1,4,4.0,0,javaris-brown-1
Kenny Brown,2009-09-05,1,Texas A&M,,New Mexico,W,1,12,12.0,0,kenny-brown-1
Vincent Brown,2009-09-05,1,San Diego State,@,UCLA,L,5,139,27.8,1,vincent-brown-3
Zach Brown,2009-09-05,1,Wisconsin,,Northern Illinois,W,2,3,1.5,0,zach-brown-3
Ryan Broyles,2009-09-05,1,Oklahoma,N,Brigham Young,L,4,26,6.5,1,ryan-broyles-1
Jeremy Bruce,2009-09-05,1,Akron,@,Penn State,L,3,30,10.0,0,jeremy-bruce-1
Roland Bruno,2009-09-05,1,New Mexico,@,Texas A&M,L,4,10,2.5,0,roland-bruno-1
Dez Bryant,2009-09-05,1,Oklahoma State,,Georgia,W,3,77,25.7,2,dez-bryant-1
Jamar Bryant,2009-09-05,1,East Carolina,,Appalachian State,W,2,29,14.5,0,jamar-bryant-1
Dan Buckner,2009-09-05,1,Texas,,Louisiana-Monroe,W,5,62,12.4,0,dan-buckner-1
Donald Buckram,2009-09-05,1,Texas-El Paso,,Buffalo,L,4,21,5.3,0,donald-buckram-1
Chad Bumphis,2009-09-05,1,Mississippi State,,Jackson State,W,2,22,11.0,2,chad-bumphis-1
Kris Burd,2009-09-05,1,Virginia,,William & Mary,L,5,46,9.2,0,kris-burd-1
Travis Burkhalter,2009-09-05,1,Wyoming,,Weber State,W,2,36,18.0,0,travis-burkhalter-1
Rex Burkhead,2009-09-05,1,Nebraska,,Florida Atlantic,W,1,9,9.0,0,rex-burkhead-1
A.J. Butler,2009-09-05,1,New Mexico,@,Texas A&M,L,4,31,7.8,0,aj-butler-1
Brice Butler,2009-09-05,1,Southern California,,San Jose State,W,1,11,11.0,0,brice-butler-1
Wes Caldwell,2009-09-05,1,Middle Tennessee State,@,Clemson,L,2,9,4.5,0,wes-caldwell-1
Brandon Caleb,2009-09-05,1,Oklahoma,N,Brigham Young,L,4,57,14.3,0,brandon-caleb-1
Adrian Cannon,2009-09-05,1,Maryland,@,California,L,5,30,6.0,0,adrian-cannon-1
Keith Carlos,2009-09-05,1,Purdue,,Toledo,W,1,24,24.0,1,keith-carlos-1
Russell Carr,2009-09-05,1,Texas-El Paso,,Buffalo,L,1,17,17.0,0,russell-carr-1
Tyron Carrier,2009-09-05,1,Houston,,Northwestern State,W,3,24,8.0,0,tyron-carrier-1
Duron Carter,2009-09-05,1,Ohio State,,Navy,W,3,21,7.0,0,duron-carter-1
L.J. Castile,2009-09-05,1,Houston,,Northwestern State,W,2,26,13.0,1,lj-castile-1
O'Neill Chambers,2009-09-05,1,Brigham Young,N,Oklahoma,W,4,48,12.0,0,oneill-chambers-1
Paul Chaney Jr.,2009-09-05,1,Iowa,,Northern Iowa,W,1,9,9.0,0,paul-chaney-jr-1
Shaun Chapas,2009-09-05,1,Georgia,@,Oklahoma State,L,1,10,10.0,0,shaun-chapas-1
Orson Charles,2009-09-05,1,Georgia,@,Oklahoma State,L,2,46,23.0,0,orson-charles-1
Greg Childs,2009-09-05,1,Arkansas,,Missouri State,W,4,50,12.5,0,greg-childs-1
John Chiles,2009-09-05,1,Texas,,Louisiana-Monroe,W,3,35,11.7,1,john-chiles-1
Derek Clark,2009-09-05,1,Rice,@,Alabama-Birmingham,L,1,20,20.0,0,derek-clark-1
Willie Clark,2009-09-05,1,Northern Illinois,@,Wisconsin,L,3,11,3.7,0,willie-clark-1
Ben Cleveland,2009-09-05,1,Arkansas,,Missouri State,W,1,11,11.0,0,ben-cleveland-1
James Cleveland,2009-09-05,1,Houston,,Northwestern State,W,2,18,9.0,0,james-cleveland-1
Danny Coale,2009-09-05,1,Virginia Tech,N,Alabama,L,2,16,8.0,0,danny-coale-1
Randall Cobb,2009-09-05,1,Kentucky,N,Miami (OH),W,7,96,13.7,1,randall-cobb-1
Kevin Cooper,2009-09-05,1,Tennessee,,Western Kentucky,W,2,25,12.5,0,kevin-cooper-1
Quinterrance Cooper,2009-09-05,1,Western Kentucky,@,Tennessee,L,2,21,10.5,0,quinterrance-cooper-1
Riley Cooper,2009-09-05,1,Florida,,Charleston Southern,W,5,105,21.0,0,riley-cooper-1
Gabe Correll,2009-09-05,1,Kentucky,N,Miami (OH),W,1,15,15.0,0,gabe-correll-1
Ben Cotton,2009-09-05,1,Nebraska,,Florida Atlantic,W,1,3,3.0,0,ben-cotton-1
Paris Cotton,2009-09-05,1,Central Michigan,@,Arizona,L,1,16,16.0,0,paris-cotton-1
C.J. Cox,2009-09-05,1,Nevada-Las Vegas,,Sacramento State,W,1,12,12.0,0,cj-cox-1
Landon Cox,2009-09-05,1,Northern Illinois,@,Wisconsin,L,1,12,12.0,0,landon-cox-1
Jared Crank,2009-09-05,1,Purdue,,Toledo,W,1,4,4.0,0,jared-crank-1
London Crawford,2009-09-05,1,Arkansas,,Missouri State,W,2,44,22.0,0,london-crawford-1
Juron Criner,2009-09-05,1,Arizona,,Central Michigan,W,4,54,13.5,0,juron-criner-1
Jeff Cumberland,2009-09-05,1,Illinois,N,Missouri,L,2,27,13.5,0,jeff-cumberland-1
B.J. Cunningham,2009-09-05,1,Michigan State,,Montana State,W,3,62,20.7,1,bj-cunningham-1
Skylar Curran,2009-09-05,1,California,,Maryland,W,1,3,3.0,1,skylar-curran-1
Marcus Curry,2009-09-05,1,Navy,@,Ohio State,L,2,101,50.5,2,marcus-curry-1
De'Anthony Curtis,2009-09-05,1,Arkansas,,Missouri State,W,1,9,9.0,0,deanthony-curtis-1
Anthony Davis,2009-09-05,1,Connecticut,@,Ohio,W,1,4,4.0,1,anthony-davis-1
Donte Davis,2009-09-05,1,Syracuse,,Minnesota,L,1,11,11.0,0,donte-davis-1
Evan Davis,2009-09-05,1,Texas-El Paso,,Buffalo,L,2,21,10.5,0,evan-davis-1
Preston Davis,2009-09-05,1,Idaho,@,New Mexico State,W,2,53,26.5,0,preston-davis-1
Delashaun Dean,2009-09-05,1,Arizona,,Central Michigan,W,2,12,6.0,0,delashaun-dean-1
Eric Decker,2009-09-05,1,Minnesota,@,Syracuse,W,9,183,20.3,0,eric-decker-1
Gene Delle Donne,2009-09-05,1,Middle Tennessee State,@,Clemson,L,2,14,7.0,0,gene-delle-donne-1
Danny Dembry,2009-09-05,1,Wake Forest,,Baylor,L,1,1,1.0,0,danny-dembry-1
