Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Jonathan Betencourt,2006-08-31,1,Florida International,@,Middle Tennessee State,L,4,1,5,3.0,1.0,jonathan-betencourt-1
Marvin Betts,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,0,2,2,0.0,0.0,marvin-betts-1
Sean Bingham,2006-08-31,1,Boise State,,Sacramento State,W,0,1,1,0.0,0.0,sean-bingham-1
James Black,2006-08-31,1,Florida International,@,Middle Tennessee State,L,4,0,4,0.0,0.0,james-black-1
Bobby Blackshire,2006-08-31,1,Tulsa,,Stephen F. Austin,W,0,2,2,0.0,0.0,bobby-blackshire-1
Ray Blagman,2006-08-31,1,Connecticut,,Rhode Island,W,0,1,1,0.5,0.5,ray-blagman-1
Cortlan Booker,2006-08-31,1,Ball State,,Eastern Michigan,W,2,4,6,2.0,1.0,cortlan-booker-1
Pernell Booth,2006-08-31,1,Oregon State,,Eastern Washington,W,1,0,1,1.0,0.0,pernell-booth-1
Alexander Bostic III,2006-08-31,1,Florida International,@,Middle Tennessee State,L,2,1,3,1.0,1.0,alexander-bostic-iii-1
Keyonvis Bouie,2006-08-31,1,Florida International,@,Middle Tennessee State,L,10,3,13,1.0,0.0,keyonvis-bouie-1
Alvin Bowen,2006-08-31,1,Iowa State,,Toledo,W,14,6,20,0.0,0.0,alvin-bowen-1
Marcellus Bowman,2006-08-31,1,Boston College,@,Central Michigan,W,2,0,2,0.0,0.0,marcellus-bowman-1
Walter Boyd,2006-08-31,1,Tulsa,,Stephen F. Austin,W,0,1,1,0.0,0.0,walter-boyd-1
Ron Brace,2006-08-31,1,Boston College,@,Central Michigan,W,0,1,1,0.0,0.0,ron-brace-1
Harry Bradley,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,0,3,3,0.0,0.0,harry-bradley-1
Tyvon Branch,2006-08-31,1,Connecticut,,Rhode Island,W,3,3,6,0.0,0.0,tyvon-branch-1
Marcus Brandon,2006-08-31,1,Middle Tennessee State,,Florida International,W,3,2,5,1.0,0.0,marcus-brandon-1
Michael Brewer,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,1,0,1,0.0,0.0,michael-brewer-1
Casper Brinkley,2006-08-31,1,South Carolina,@,Mississippi State,W,2,1,3,0.0,0.0,casper-brinkley-1
Jasper Brinkley,2006-08-31,1,South Carolina,@,Mississippi State,W,8,3,11,1.5,1.0,jasper-brinkley-1
Colt Brooks,2006-08-31,1,Boise State,,Sacramento State,W,2,6,8,1.0,0.0,colt-brooks-1
Donald Brown II,2006-08-31,1,Connecticut,,Rhode Island,W,1,0,1,0.0,0.0,donald-brown-ii-1
Cody Brown,2006-08-31,1,Connecticut,,Rhode Island,W,1,5,6,1.5,1.5,cody-brown-1
Garrett Brown,2006-08-31,1,Minnesota,@,Kent State,W,0,1,1,0.0,0.0,garrett-brown-1
Isaac Brown,2006-08-31,1,Central Michigan,,Boston College,L,5,6,11,0.0,0.0,isaac-brown-1
Julius Brown,2006-08-31,1,Eastern Michigan,@,Ball State,L,0,4,4,0.0,0.0,julius-brown-2
Larry Brown,2006-08-31,1,Kent State,,Minnesota,L,2,3,5,1.0,0.0,larry-brown-9
Ryan Brown,2006-08-31,1,South Carolina,@,Mississippi State,W,1,0,1,0.0,0.0,ryan-brown-1
Titus Brown,2006-08-31,1,Mississippi State,,South Carolina,L,0,1,1,0.0,0.0,titus-brown-1
Wendell Brown,2006-08-31,1,Ball State,,Eastern Michigan,W,2,2,4,0.0,0.0,wendell-brown-1
Andrew Browning,2006-08-31,1,Boise State,,Sacramento State,W,1,2,3,0.0,0.0,andrew-browning-1
Courtney Bryan,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,1,1,2,0.0,0.0,courtney-bryan-1
Mike Bryan,2006-08-31,1,Tulsa,,Stephen F. Austin,W,0,3,3,0.5,0.5,mike-bryan-1
Jeff Bublavi,2006-08-31,1,Buffalo,,Temple,W,7,2,9,2.0,0.0,jeff-bublavi-1
Nick Bunting,2006-08-31,1,Tulsa,,Stephen F. Austin,W,2,5,7,0.5,0.0,nick-bunting-1
Rudy Burgess,2006-08-31,1,Arizona State,,Northern Arizona,W,1,0,1,0.0,0.0,rudy-burgess-1
Charles Burns,2006-08-31,1,Mississippi State,,South Carolina,L,0,1,1,0.0,0.0,charles-burns-1
Derek Burrell,2006-08-31,1,Kent State,,Minnesota,L,1,1,2,0.0,0.0,derek-burrell-1
Darius Butler,2006-08-31,1,Connecticut,,Rhode Island,W,1,1,2,0.0,0.0,darius-butler-1
Kareem Byrom,2006-08-31,1,Buffalo,,Temple,W,0,4,4,0.0,0.0,kareem-byrom-1
Kyle Caldwell,2006-08-31,1,Arizona State,,Northern Arizona,W,4,0,4,1.0,1.0,kyle-caldwell-1
Chris Callahan,2006-08-31,1,Buffalo,,Temple,W,1,0,1,0.0,0.0,chris-callahan-1
Christiaan Cambridge,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,2,2,4,2.5,0.0,christiaan-cambridge-1
Lee Campbell,2006-08-31,1,Minnesota,@,Kent State,W,0,2,2,0.0,0.0,lee-campbell-1
Joey Card,2006-08-31,1,Miami (OH),,Northwestern,L,9,1,10,0.0,0.0,joey-card-1
John Carlson,2006-08-31,1,Minnesota,@,Kent State,W,0,1,1,0.0,0.0,john-carlson-2
Demarcus Carmouche,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,0,1,1,0.0,0.0,demarcus-carmouche-1
Adam Carper,2006-08-31,1,Iowa State,,Toledo,W,2,6,8,0.0,0.0,adam-carper-1
Eric Carrie,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,4,4,8,2.5,0.0,eric-carrie-1 
Zach Catanese,2006-08-31,1,Arizona State,,Northern Arizona,W,1,0,1,0.0,0.0,zach-catanese-1
Michael Chamberlain,2006-08-31,1,Toledo,@,Iowa State,L,1,1,2,0.0,0.0,michael-chamberlain-1
Adron Chambers,2006-08-31,1,Mississippi State,,South Carolina,L,1,1,2,0.0,0.0,adron-chambers-1
Josh Chamois,2006-08-31,1,Texas-El Paso,@,San Diego State,W,3,0,3,0.0,0.0,josh-chamois-1
Jamar Chaney,2006-08-31,1,Mississippi State,,South Carolina,L,1,7,8,1.5,0.5,jamar-chaney-1
Barry Church,2006-08-31,1,Toledo,@,Iowa State,L,9,1,10,1.0,0.0,barry-church-1
Eric Clark,2006-08-31,1,Minnesota,@,Kent State,W,1,2,3,0.0,0.0,eric-clark-2
Patrick Clark,2006-08-31,1,Toledo,@,Iowa State,L,1,0,1,0.0,0.0,patrick-clark-1
Roland Clarke,2006-08-31,1,Florida International,@,Middle Tennessee State,L,2,0,2,0.0,0.0,roland-clarke-1
George Clinkscale,2006-08-31,1,Tulsa,,Stephen F. Austin,W,0,2,2,0.0,0.0,george-clinkscale-1
Erryn Cobb,2006-08-31,1,Northwestern,@,Miami (OH),W,1,0,1,0.0,0.0,erryn-cobb-1
Curtis Coker,2006-08-31,1,Oregon State,,Eastern Washington,W,3,0,3,1.0,0.0,curtis-coker-1
Ernest Cole,2006-08-31,1,Connecticut,,Rhode Island,W,1,0,1,0.0,0.0,ernest-cole-1
Marquice Cole,2006-08-31,1,Northwestern,@,Miami (OH),W,2,1,3,1.0,0.0,marquice-cole-1
Georg Coleman,2006-08-31,1,Temple,@,Buffalo,L,0,1,1,0.0,0.0,georg-coleman-1
Nelson Coleman,2006-08-31,1,Tulsa,,Stephen F. Austin,W,1,3,4,0.0,0.0,nelson-coleman-1
Troy Collavo,2006-08-31,1,Texas-El Paso,@,San Diego State,W,10,3,13,3.0,0.0,troy-collavo-1
Jacob Collums,2006-08-31,1,Tulsa,,Stephen F. Austin,W,0,1,1,0.0,0.0,jacob-collums-1
Dave Condeni,2006-08-31,1,Central Michigan,,Boston College,L,1,0,1,0.0,0.0,dave-condeni-1
Joe Coniglio,2006-08-31,1,Miami (OH),,Northwestern,L,2,2,4,0.5,0.5,joe-coniglio-1
Ross Conner,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,0,1,1,0.0,0.0,ross-conner-1
Skylaar Constant,2006-08-31,1,Toledo,@,Iowa State,L,0,1,1,0.0,0.0,skylaar-constant-1
Emmanuel Cook,2006-08-31,1,South Carolina,@,Mississippi State,W,4,1,5,0.0,0.0,emmanuel-cook-1
Isaiah Cook,2006-08-31,1,Oregon State,,Eastern Washington,W,1,0,1,1.0,1.0,isaiah-cook-1
Duran Cooley,2006-08-31,1,Minnesota,@,Kent State,W,1,1,2,0.0,0.0,duran-cooley-1
Evan Cooper,2006-08-31,1,Temple,@,Buffalo,L,4,2,6,0.0,0.0,evan-cooper-1
Clinton Corder,2006-08-31,1,Middle Tennessee State,,Florida International,W,1,0,1,0.0,0.0,clinton-corder-1
Bryant Cornell,2006-08-31,1,Oregon State,,Eastern Washington,W,2,0,2,0.0,0.0,bryant-cornell-1
Spain Cosby,2006-08-31,1,Ball State,,Eastern Michigan,W,2,3,5,0.5,0.0,spain-cosby-1
Jamar Cotton,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,0,1,1,0.0,0.0,jamar-cotton-1
Steve Craver,2006-08-31,1,Tulsa,,Stephen F. Austin,W,4,5,9,0.5,0.0,steve-craver-1
Ike Crofoot,2006-08-31,1,South Carolina,@,Mississippi State,W,1,0,1,0.0,0.0,ike-crofoot-1
Da-Mon Cromartie-Smith,2006-08-31,1,Texas-El Paso,@,San Diego State,W,0,1,1,0.0,0.0,da-mon-cromartie-smith-1
Quinton Culberson,2006-08-31,1,Mississippi State,,South Carolina,L,2,5,7,2.0,0.5,quinton-culberson-1
Desi Cullen,2006-08-31,1,Connecticut,,Rhode Island,W,0,1,1,0.0,0.0,desi-cullen-1
Brent Curvey,2006-08-31,1,Iowa State,,Toledo,W,2,2,4,0.0,0.0,brent-curvey-1
Curtis Cutts,2006-08-31,1,Central Michigan,,Boston College,L,1,2,3,0.0,0.0,curtis-cutts-1
Alan Darlin,2006-08-31,1,Oregon State,,Eastern Washington,W,2,2,4,1.0,0.0,alan-darlin-1
Bryson Davis,2006-08-31,1,Mississippi State,,South Carolina,L,2,0,2,0.0,0.0,bryson-davis-1
Dan Davis,2006-08-31,1,Connecticut,,Rhode Island,W,1,4,5,0.5,0.5,dan-davis-3
Dexter Davis,2006-08-31,1,Arizona State,,Northern Arizona,W,3,0,3,1.0,1.0,dexter-davis-1
Richard Davis,2006-08-31,1,Toledo,@,Iowa State,L,0,1,1,0.0,0.0,richard-davis-1
Steve Davis,2006-08-31,1,Minnesota,@,Kent State,W,4,1,5,2.0,2.0,steve-davis-1
Dahna Deleston,2006-08-31,1,Connecticut,,Rhode Island,W,1,0,1,0.0,0.0,dahna-deleston-1
Quintin Demps,2006-08-31,1,Texas-El Paso,@,San Diego State,W,5,1,6,0.0,0.0,quintin-demps-1
Justin Derubertis,2006-08-31,1,Connecticut,,Rhode Island,W,1,0,1,0.0,0.0,justin-derubertis-1
Eric Deslauriers,2006-08-31,1,Eastern Michigan,@,Ball State,L,1,0,1,0.0,0.0,eric-deslauriers-1
Mike Dinard,2006-08-31,1,Northwestern,@,Miami (OH),W,1,3,4,0.0,0.0,mike-dinard-1
Dallas Dobbs,2006-08-31,1,Boise State,,Sacramento State,W,1,0,1,1.0,0.0,dallas-dobbs-1
Derrick Doggett,2006-08-31,1,Oregon State,,Eastern Washington,W,1,1,2,1.0,1.0,derrick-doggett-1
Mike Dominguez,2006-08-31,1,Boise State,,Sacramento State,W,1,0,1,0.0,0.0,mike-dominguez-1
Archie Donald,2006-08-31,1,Toledo,@,Iowa State,L,2,2,4,1.0,1.0,archie-donald-1
Mike Dorulla,2006-08-31,1,Ball State,,Eastern Michigan,W,0,2,2,0.0,0.0,mike-dorulla-1
Reggie Doucet,2006-08-31,1,Middle Tennessee State,,Florida International,W,4,0,4,0.0,0.0,reggie-doucet-1
Steve Douglas,2006-08-31,1,Texas-El Paso,@,San Diego State,W,2,0,2,0.0,0.0,steve-douglas-1
Barry Drakeford,2006-08-31,1,Kent State,,Minnesota,L,1,1,2,0.0,0.0,barry-drakeford-1
Nate Draughon,2006-08-31,1,Texas-El Paso,@,San Diego State,W,1,0,1,0.0,0.0,nate-draughon-1
Daniel Drayton,2006-08-31,1,Oregon State,,Eastern Washington,W,1,0,1,0.0,0.0,daniel-drayton-1
Tom Drewes,2006-08-31,1,Buffalo,,Temple,W,0,1,1,0.0,0.0,tom-drewes-1
Casey Droscha,2006-08-31,1,Central Michigan,,Boston College,L,1,0,1,0.0,0.0,casey-droscha-1
Derek Dubois,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,2,0,2,0.0,0.0,derek-dubois-1
Drew Duffin,2006-08-31,1,Ball State,,Eastern Michigan,W,1,1,2,0.0,0.0,drew-duffin-1
Anthony Dugarte,2006-08-31,1,Kent State,,Minnesota,L,0,2,2,0.0,0.0,anthony-dugarte-1
Jolonn Dunbar,2006-08-31,1,Boston College,@,Central Michigan,W,3,5,8,0.0,0.0,jolonn-dunbar-1
Freddy Dunkle,2006-08-31,1,San Diego State,,Texas-El Paso,L,2,0,2,0.0,0.0,freddy-dunkle-1
Chance Dunleavy,2006-08-31,1,Middle Tennessee State,,Florida International,W,1,0,1,0.0,0.0,chance-dunleavy-1
Demetrius Eaton,2006-08-31,1,Northwestern,@,Miami (OH),W,3,2,5,1.0,1.0,demetrius-eaton-1
Phillip Edwards,2006-08-31,1,Boise State,,Sacramento State,W,1,2,3,1.0,0.0,phillip-edwards-1
Travis Eickman,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,1,0,1,1.0,0.0,travis-eickman-1
Ronnie Ekdahl,2006-08-31,1,Central Michigan,,Boston College,L,1,0,1,0.0,0.0,ronnie-ekdahl-1
Dennis Ellis,2006-08-31,1,Boise State,,Sacramento State,W,0,1,1,0.0,0.0,dennis-ellis-1
Ollice Ervin,2006-08-31,1,Buffalo,,Temple,W,2,6,8,0.0,0.0,ollice-ervin-1
M.J. Estep,2006-08-31,1,Connecticut,,Rhode Island,W,3,1,4,1.0,0.0,mj-estep-1
Bernard Faithful,2006-08-31,1,Toledo,@,Iowa State,L,0,2,2,0.0,0.0,bernard-faithful-1
Sioeli Fakalata,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,1,1,2,0.0,0.0,sioeli-fakalata-1
Ia Falo,2006-08-31,1,Boise State,,Sacramento State,W,1,0,1,0.0,0.0,ia-falo-1
David Fatherly,2006-08-31,1,Temple,@,Buffalo,L,4,0,4,0.0,0.0,david-fatherly-1
David Fatula,2006-08-31,1,Toledo,@,Iowa State,L,1,0,1,0.0,0.0,david-fatula-1
Josh Ferguson,2006-08-31,1,Texas-El Paso,@,San Diego State,W,6,0,6,0.0,0.0,josh-ferguson-2
Colin Ferrell,2006-08-31,1,Kent State,,Minnesota,L,1,2,3,0.0,0.0,colin-ferrell-1
David Filippi,2006-08-31,1,Kent State,,Minnesota,L,1,0,1,0.0,0.0,david-filippi-1
Keith Fitzhugh,2006-08-31,1,Mississippi State,,South Carolina,L,3,2,5,0.5,0.0,keith-fitzhugh-1
Joe Fleskoski,2006-08-31,1,Texas-El Paso,@,San Diego State,W,2,2,4,0.5,0.5,joe-fleskoski-1
Dante Floyd,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,0,2,2,0.0,0.0,dante-floyd-1
Popsie Floyd,2006-08-31,1,Tulsa,,Stephen F. Austin,W,0,1,1,0.0,0.0,popsie-floyd-1
Angelo Fobbs-Valentino,2006-08-31,1,Arizona State,,Northern Arizona,W,0,1,1,0.0,0.0,angelo-fobbs-valentino-1
Lauli Fonoti,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,0,5,5,0.0,0.0,lauli-fonoti-1
Keith Forestal,2006-08-31,1,Toledo,@,Iowa State,L,4,2,6,0.0,0.0,keith-forestal-1
Coye Francies,2006-08-31,1,Oregon State,,Eastern Washington,W,1,0,1,0.0,0.0,coye-francies-1
Robert Francois,2006-08-31,1,Boston College,@,Central Michigan,W,1,0,1,0.0,0.0,robert-francois-1
Eric Fraser,2006-08-31,1,Central Michigan,,Boston College,L,0,1,1,0.0,0.0,eric-fraser-1
Matthew Freeman,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,1,0,1,0.0,0.0,matthew-freeman-1
Nate Frere,2006-08-31,1,Iowa State,,Toledo,W,1,2,3,0.0,0.0,nate-frere-1
Steven Friend,2006-08-31,1,Central Michigan,,Boston College,L,1,2,3,1.0,1.0,steven-friend-1
Rhema Fuller,2006-08-31,1,Connecticut,,Rhode Island,W,0,3,3,0.0,0.0,rhema-fuller-1
Justin Fulmer,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,1,0,1,0.0,0.0,justin-fulmer-1
Jordan Gafford,2006-08-31,1,Miami (OH),,Northwestern,L,0,1,1,0.0,0.0,jordan-gafford-1
Jerrid Gaines,2006-08-31,1,Miami (OH),,Northwestern,L,1,1,2,0.0,0.0,jerrid-gaines-1
Junior Galette,2006-08-31,1,Temple,@,Buffalo,L,5,4,9,2.5,0.0,junior-galette-1
Fred Garrin,2006-08-31,1,Iowa State,,Toledo,W,0,1,1,0.0,0.0,fred-garrin-1
Matt Garris,2006-08-31,1,Florida International,@,Middle Tennessee State,L,0,1,1,0.0,0.0,matt-garris-1
Lyle Garrison,2006-08-31,1,Eastern Michigan,@,Ball State,L,1,1,2,0.0,0.0,lyle-garrison-1
Anthony Germany,2006-08-31,1,Tulsa,,Stephen F. Austin,W,1,1,2,0.0,0.0,anthony-germany-1
Austin Giles,2006-08-31,1,Boston College,@,Central Michigan,W,3,3,6,2.0,0.5,austin-giles-1
John Gill,2006-08-31,1,Northwestern,@,Miami (OH),W,3,1,4,0.0,0.0,john-gill-2
Kyle Gingg,2006-08-31,1,Boise State,,Sacramento State,W,0,3,3,0.0,0.0,kyle-gingg-1
Travis Goethel,2006-08-31,1,Arizona State,,Northern Arizona,W,1,0,1,1.0,1.0,travis-goethel-1
Landon Goodwell,2006-08-31,1,Texas-El Paso,@,San Diego State,W,0,1,1,0.5,0.5,landon-goodwell-1
Josh Gordy,2006-08-31,1,Central Michigan,,Boston College,L,3,0,3,0.0,0.0,josh-gordy-1
Ryan Gore,2006-08-31,1,Temple,@,Buffalo,L,5,4,9,0.0,0.0,ryan-gore-1
Nick Graham,2006-08-31,1,Tulsa,,Stephen F. Austin,W,1,3,4,0.0,0.0,nick-graham-1
Jeff Green,2006-08-31,1,Toledo,@,Iowa State,L,2,1,3,0.0,0.0,jeff-green-2
Lawrence Green,2006-08-31,1,Connecticut,,Rhode Island,W,1,3,4,1.0,0.0,lawrence-green-2
Gerald Gurrier,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,1,3,4,0.5,0.0,gerald-gurrier-1
Ramon Guzman,2006-08-31,1,Buffalo,,Temple,W,7,7,14,3.0,0.0,ramon-guzman-1
Bryant Haines,2006-08-31,1,Ball State,,Eastern Michigan,W,3,2,5,0.0,0.0,bryant-haines-1
Labinot Hakanjin,2006-08-31,1,Buffalo,,Temple,W,2,1,3,1.0,0.0,labinot-hakanjin-1
John Haley,2006-08-31,1,Temple,@,Buffalo,L,2,0,2,1.0,1.0,john-haley-1
Korey Hall,2006-08-31,1,Boise State,,Sacramento State,W,4,2,6,1.0,0.0,korey-hall-1
Marque Hall,2006-08-31,1,South Carolina,@,Mississippi State,W,2,2,4,1.5,1.0,marque-hall-1
Gary Ham,2006-08-31,1,Kent State,,Minnesota,L,1,1,2,0.0,0.0,gary-ham-1
Chris Hampton,2006-08-31,1,South Carolina,@,Mississippi State,W,2,0,2,1.0,1.0,chris-hampton-1
Justin Hanel,2006-08-31,1,Texas-El Paso,@,San Diego State,W,4,1,5,1.0,0.0,justin-hanel-1
Avery Hannibal,2006-08-31,1,Mississippi State,,South Carolina,L,1,0,1,1.0,1.0,avery-hannibal-1
Dominique Harris,2006-08-31,1,Temple,@,Buffalo,L,2,2,4,0.0,0.0,dominique-harris-1
Greg Harris,2006-08-31,1,Toledo,@,Iowa State,L,1,0,1,0.0,0.0,greg-harris-1
Jamal Harris,2006-08-31,1,Minnesota,@,Kent State,W,1,0,1,0.0,0.0,jamal-harris-1
Jamel Harris,2006-08-31,1,Temple,@,Buffalo,L,1,0,1,0.0,0.0,jamel-harris-1
Jonathan Harris,2006-08-31,1,Middle Tennessee State,,Florida International,W,1,1,2,0.0,0.0,jonathan-harris-1
Kendric Hawkins,2006-08-31,1,Buffalo,,Temple,W,2,2,4,1.0,0.0,kendric-hawkins-1
Greg Hay,2006-08-31,1,Toledo,@,Iowa State,L,1,1,2,0.0,0.0,greg-hay-1
Michael Hay,2006-08-31,1,Ball State,,Eastern Michigan,W,0,1,1,0.0,0.0,michael-hay-1
David Heard,2006-08-31,1,Mississippi State,,South Carolina,L,3,0,3,0.0,0.0,david-heard-1
Michael Heard,2006-08-31,1,Mississippi State,,South Carolina,L,2,1,3,2.0,2.0,michael-heard-1
Eric Heller,2006-08-31,1,Toledo,@,Iowa State,L,1,1,2,1.0,0.0,eric-heller-1
Jon Helmandollar,2006-08-31,1,Boise State,,Sacramento State,W,1,0,1,0.0,0.0,jon-helmandollar-1
Nick Henderson,2006-08-31,1,Tulsa,,Stephen F. Austin,W,0,1,1,0.0,0.0,nick-henderson-1
Patrick Henderson,2006-08-31,1,Oregon State,,Eastern Washington,W,2,0,2,0.0,0.0,patrick-henderson-1
Thomas Hennessey,2006-08-31,1,Minnesota,@,Kent State,W,1,0,1,0.0,0.0,thomas-hennessey-1
Tyrrell Herbert,2006-08-31,1,Toledo,@,Iowa State,L,2,0,2,0.0,0.0,tyrrell-herbert-1
Michael Hernishin,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,2,8,10,1.5,0.0,michael-hernishin-1
Johnnie Lee Higgins Jr.,2006-08-31,1,Texas-El Paso,@,San Diego State,W,1,0,1,0.0,0.0,johnnie-lee-higgins-jr-1
Deon Hightower,2006-08-31,1,Minnesota,@,Kent State,W,1,0,1,0.0,0.0,deon-hightower-1
Ronald Hilaire,2006-08-31,1,Buffalo,,Temple,W,2,4,6,0.0,0.0,ronald-hilaire-1
Adam Hill,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,0,1,1,0.0,0.0,adam-hill-1
Jordan Hill,2006-08-31,1,Arizona State,,Northern Arizona,W,3,0,3,1.0,0.0,jordan-hill-1
Calvin Hissong,2006-08-31,1,Central Michigan,,Boston College,L,3,3,6,0.0,0.0,calvin-hissong-1
Wes Hofacker,2006-08-31,1,Middle Tennessee State,,Florida International,W,2,0,2,1.0,0.0,wes-hofacker-1
Daniel Holtzclaw,2006-08-31,1,Eastern Michigan,@,Ball State,L,1,6,7,0.0,0.0,daniel-holtzclaw-1
Moton Hopkins,2006-08-31,1,Tulsa,,Stephen F. Austin,W,2,6,8,0.5,0.5,moton-hopkins-1
Pacino Horne,2006-08-31,1,Central Michigan,,Boston College,L,7,3,10,0.0,0.0,pacino-horne-1
David Hubbard,2006-08-31,1,Buffalo,,Temple,W,0,3,3,0.0,0.0,david-hubbard-1
