School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
South Florida,9,2000-09-16,3,,James Madison,155,W,26,7,19,7,16,43.8,60,0,0,44,169,3.8,1,0,0,3,19,41,46.3,180,0,30,55,1.8,1,1,2,3,1
Southern Miss,60,2000-09-16,2,@,Alabama,107,W,21,0,21,14,23,60.9,159,1,1,37,51,1.4,0,0,1,3,19,35,54.3,122,0,33,95,2.9,0,2,2,4,0
Stanford,101,2000-09-16,3,,Texas,48,W,27,24,3,15,37,40.5,255,3,0,37,60,1.6,0,0,0,4,21,46,45.7,330,3,28,13,0.5,0,0,2,2,3
Temple,10,2000-09-16,3,,Bowling Green,73,W,31,14,17,24,34,70.6,272,2,2,38,127,3.3,2,0,2,4,14,28,50.0,164,2,29,26,0.9,0,0,0,0,2
Tennessee,118,2000-09-16,2,,Florida,110,L,23,27,-4,17,29,58.6,140,0,1,49,203,4.1,1,1,2,1,20,43,46.5,290,1,21,39,1.9,1,0,1,1,3
Texas,48,2000-09-16,2,@,Stanford,101,L,24,27,-3,21,46,45.7,330,3,2,28,13,0.5,0,0,2,3,15,37,40.5,255,3,37,60,1.6,0,0,0,0,4
Texas A&M,119,2000-09-16,3,,UTEP,62,W,45,17,28,18,29,62.1,178,1,1,40,236,5.9,5,0,1,6,19,31,61.3,218,2,37,82,2.2,0,0,1,1,2
TCU,47,2000-09-16,2,,Northwestern,35,W,41,14,27,8,12,66.7,101,2,1,69,387,5.6,3,0,1,5,13,23,56.5,145,1,29,113,3.9,1,1,3,4,2
Texas Tech,49,2000-09-16,4,,Louisiana,126,W,26,0,26,24,37,64.9,240,1,2,31,101,3.3,1,0,2,3,11,22,50.0,85,0,34,94,2.8,0,0,3,3,0
Toledo,81,2000-09-16,3,,Eastern Illinois,202,W,31,26,5,11,28,39.3,103,1,1,45,258,5.7,0,0,1,2,25,46,54.3,414,2,29,108,3.7,1,2,3,5,3
Tulane,11,2000-09-16,2,@,East Carolina,4,L,17,37,-20,20,35,57.1,299,2,0,53,188,3.5,0,2,2,2,13,33,39.4,258,3,44,247,5.6,2,0,0,0,5
Tulsa,12,2000-09-16,3,@,Rice,59,W,23,16,7,10,27,37.0,194,0,1,36,73,2.0,1,1,2,2,6,21,28.6,82,1,62,335,5.4,0,3,1,4,1
UAB,61,2000-09-16,2,@,Kansas,43,L,20,23,-3,10,24,41.7,45,0,1,51,193,3.8,1,0,1,2,10,23,43.5,152,1,44,209,4.8,2,2,2,4,3
Central Florida,1,2000-09-16,3,@,Akron,71,L,24,35,-11,25,43,58.1,306,1,4,32,126,3.9,2,0,4,3,15,25,60.0,228,2,50,279,5.6,3,1,1,2,5
UCLA,102,2000-09-16,3,,Michigan,31,W,23,20,3,22,41,53.7,268,2,0,39,126,3.2,1,3,3,3,8,28,28.6,111,1,46,263,5.7,2,1,1,2,3
UNLV,92,2000-09-16,2,,North Texas,57,W,38,0,38,7,15,46.7,133,2,0,44,314,7.1,3,1,1,5,17,34,50.0,163,0,42,108,2.6,0,3,0,3,0
Utah,104,2000-09-16,3,,Washington St.,106,L,21,38,-17,20,43,46.5,282,2,1,28,136,4.9,0,1,2,3,11,18,61.1,211,4,51,213,4.2,1,1,0,1,5
UTEP,62,2000-09-16,3,@,Texas A&M,119,L,17,45,-28,19,31,61.3,218,2,1,37,82,2.2,0,0,1,2,18,29,62.1,178,1,40,236,5.9,5,0,1,1,6
Vanderbilt,120,2000-09-16,3,,Ole Miss,116,L,7,12,-5,20,45,44.4,278,1,2,32,90,2.8,0,2,4,1,14,23,60.9,133,0,37,201,5.4,1,0,1,1,1
Virginia,24,2000-09-16,3,@,Duke,15,W,26,10,16,20,30,66.7,333,3,0,45,119,2.6,0,0,0,3,18,36,50.0,198,0,34,133,3.9,1,0,1,1,1
Virginia Tech,25,2000-09-16,3,,Rutgers,39,W,49,0,49,15,28,53.6,179,1,0,58,348,6.0,6,3,3,7,17,49,34.7,184,0,24,57,2.4,0,0,4,4,0
Wake Forest,26,2000-09-16,3,@,Clemson,14,L,7,55,-48,7,17,41.2,57,1,0,35,102,2.9,0,2,2,1,10,21,47.6,187,2,66,436,6.6,5,0,0,0,7
Washington,105,2000-09-16,3,@,Colorado,98,W,17,14,3,15,29,51.7,200,1,2,49,205,4.2,1,2,4,2,15,27,55.6,174,1,35,69,2.0,0,2,0,2,2
Washington St.,106,2000-09-16,2,@,Utah,104,W,38,21,17,11,18,61.1,211,4,0,51,213,4.2,1,1,1,5,20,43,46.5,282,2,28,136,4.9,0,1,1,2,3
West Virginia,50,2000-09-16,2,,Maryland,30,W,30,17,13,14,22,63.6,165,1,0,45,276,6.1,3,3,3,4,19,30,63.3,215,0,30,71,2.4,1,0,1,1,2
Western Michigan,82,2000-09-16,3,,Indiana State,183,W,56,0,56,14,27,51.9,194,3,0,52,295,5.7,4,0,0,8,6,13,46.2,64,0,41,77,1.9,0,2,0,2,0
Wisconsin,40,2000-09-16,3,,Cincinnati,2,W,28,25,3,11,21,52.4,107,0,0,47,198,4.2,3,0,0,3,19,37,51.4,238,2,37,113,3.1,0,0,1,1,2
Wyoming,94,2000-09-16,3,,Central Michigan,75,W,31,10,21,5,17,29.4,47,0,1,55,321,5.8,3,0,1,3,18,36,50.0,240,1,31,43,1.4,0,2,0,2,1
Georgia Tech,17,2000-09-21,4,@,NC State,20,L,23,30,-7,24,43,55.8,226,1,1,42,141,3.4,1,2,3,2,21,36,58.3,262,3,31,66,2.1,0,0,2,2,4
NC State,20,2000-09-21,4,,Georgia Tech,17,W,30,23,7,21,36,58.3,262,3,2,31,66,2.1,0,0,2,4,24,43,55.8,226,1,42,141,3.4,1,2,1,3,2
Air Force,83,2000-09-23,3,@,Utah,104,W,23,14,9,5,11,45.5,149,2,0,54,242,4.5,1,1,1,3,16,28,57.1,195,0,41,136,3.3,1,0,0,0,2
Akron,71,2000-09-23,4,@,Ohio,80,W,23,20,3,20,33,60.6,258,0,0,48,133,2.8,2,0,0,2,4,15,26.7,92,0,46,284,6.2,2,1,2,3,2
Alabama,107,2000-09-23,4,@,Arkansas,108,L,21,28,-7,8,20,40.0,117,1,0,57,226,4.0,2,1,1,3,20,33,60.6,173,2,29,151,5.2,2,1,1,2,4
Arizona St.,96,2000-09-23,3,,Utah St.,93,W,44,20,24,12,21,57.1,374,5,0,48,131,2.7,0,2,2,6,17,38,44.7,240,1,32,103,3.2,1,1,3,4,2
Arkansas,108,2000-09-23,3,,Alabama,107,W,28,21,7,20,33,60.6,173,2,1,29,151,5.2,2,1,2,4,8,20,40.0,117,1,57,226,4.0,2,1,0,1,3
Arkansas St.,122,2000-09-23,4,@,TCU,47,L,3,52,-49,8,18,44.4,65,0,2,43,86,2.0,0,2,4,0,13,18,72.2,211,3,44,265,6.0,4,0,1,1,7
Army,65,2000-09-23,4,,Memphis,6,L,16,26,-10,31,45,68.9,269,0,3,30,38,1.3,0,1,4,2,21,32,65.6,208,1,40,130,3.3,2,1,1,2,4
Auburn,109,2000-09-23,4,,Northern Illinois,79,W,31,14,17,21,29,72.4,222,3,1,35,189,5.4,1,1,2,4,17,35,48.6,239,1,42,129,3.1,1,1,2,3,2
Baylor,41,2000-09-23,3,,South Florida,9,W,28,13,15,20,29,69.0,223,3,0,39,147,3.8,1,1,1,4,22,42,52.4,236,1,27,173,6.4,0,4,0,4,1
Boise St.,84,2000-09-23,4,@,Central Michigan,75,W,47,10,37,18,31,58.1,245,3,0,45,270,6.0,4,0,0,7,19,33,57.6,188,1,31,80,2.6,0,1,1,2,1
Boston College,13,2000-09-23,3,,Navy,7,W,48,7,41,24,33,72.7,414,3,1,47,211,4.5,3,0,1,6,11,24,45.8,111,0,44,112,2.5,1,2,0,2,1
Bowling Green,73,2000-09-23,4,@,Buffalo,74,L,17,20,-3,5,20,25.0,63,0,0,50,112,2.2,2,0,0,2,24,38,63.2,183,2,31,64,2.1,1,1,2,3,3
BYU,66,2000-09-23,5,,UNLV,92,W,10,7,3,15,29,51.7,157,0,1,47,196,4.2,1,0,1,1,11,17,64.7,202,0,33,41,1.2,1,1,1,2,1
Buffalo,74,2000-09-23,4,,Bowling Green,73,W,20,17,3,24,38,63.2,183,2,2,31,64,2.1,1,1,3,3,5,20,25.0,63,0,50,112,2.2,2,0,0,0,2
California,97,2000-09-23,3,@,Fresno St.,86,L,3,17,-14,16,36,44.4,197,0,2,35,108,3.1,0,0,2,0,24,41,58.5,325,2,30,64,2.1,0,1,1,2,2
Central Michigan,75,2000-09-23,4,,Boise St.,84,L,10,47,-37,19,33,57.6,188,1,1,31,80,2.6,0,1,2,1,18,31,58.1,245,3,45,270,6.0,4,0,0,0,7
Cincinnati,2,2000-09-23,4,@,Indiana,28,L,6,42,-36,22,45,48.9,239,0,0,35,114,3.3,0,1,1,0,10,21,47.6,221,1,46,295,6.4,5,1,1,2,6
Clemson,14,2000-09-23,4,@,Virginia,24,W,31,10,21,15,25,60.0,154,1,1,43,327,7.6,2,3,4,4,17,39,43.6,170,0,36,111,3.1,1,0,1,1,1
Connecticut,3,2000-09-23,4,,Northeastern,369,L,27,35,-8,22,39,56.4,321,4,2,22,84,3.8,0,0,2,4,22,30,73.3,235,3,52,220,4.2,1,0,1,1,5
Duke,15,2000-09-23,4,@,Vanderbilt,120,L,7,26,-19,18,36,50.0,163,1,2,27,66,2.4,0,1,3,1,23,40,57.5,266,2,34,174,5.1,0,1,1,2,2
East Carolina,4,2000-09-23,4,,Syracuse,23,W,34,17,17,8,17,47.1,201,3,0,39,177,4.5,0,0,0,4,12,22,54.5,179,0,48,247,5.1,2,0,2,2,2
Eastern Michigan,76,2000-09-23,4,@,Temple,10,L,40,49,-9,34,50,68.0,364,3,1,36,132,3.7,2,1,2,5,10,16,62.5,163,3,39,298,7.6,4,1,0,1,7
Florida,110,2000-09-23,4,,Kentucky,112,W,59,31,28,15,27,55.6,262,2,0,35,190,5.4,6,0,0,8,35,60,58.3,363,2,29,141,4.9,2,2,2,4,4
Florida St.,16,2000-09-23,4,,Louisville,18,W,31,0,31,23,34,67.6,274,1,3,48,235,4.9,2,2,5,4,24,45,53.3,207,0,21,3,0.1,0,1,1,2,0
Fresno St.,86,2000-09-23,3,,California,97,W,17,3,14,24,41,58.5,325,2,1,30,64,2.1,0,1,2,2,16,36,44.4,197,0,35,108,3.1,0,0,2,2,0
Georgia,111,2000-09-23,3,,New Mexico State,69,W,37,0,37,13,25,52.0,191,1,1,42,237,5.6,4,0,1,5,9,21,42.9,82,0,41,102,2.5,0,0,0,0,0
Hawaii,87,2000-09-23,2,@,UTEP,62,L,7,39,-32,15,50,30.0,211,0,2,25,53,2.1,0,1,3,1,18,34,52.9,265,4,47,140,3.0,0,3,1,4,4
Houston,5,2000-09-23,4,@,Texas,48,L,0,48,-48,17,38,44.7,185,0,2,32,13,0.4,0,3,5,0,22,37,59.5,253,1,32,96,3.0,2,1,3,4,6
Idaho,133,2000-09-23,4,@,Washington St.,106,W,38,34,4,22,36,61.1,246,2,3,44,216,4.9,3,1,4,5,16,32,50.0,292,3,36,183,5.1,1,2,0,2,5
Illinois,27,2000-09-23,4,,Michigan,31,L,31,35,-4,27,38,71.1,352,2,0,32,95,3.0,2,2,2,4,12,28,42.9,172,1,55,341,6.2,4,0,0,0,5
Indiana,28,2000-09-23,3,,Cincinnati,2,W,42,6,36,10,21,47.6,221,1,1,46,295,6.4,5,1,2,6,22,45,48.9,239,0,35,114,3.3,0,1,0,1,0
Iowa,29,2000-09-23,4,@,Nebraska,34,L,13,42,-29,19,40,47.5,252,1,2,31,47,1.5,0,0,2,1,10,13,76.9,159,5,51,331,6.5,0,1,0,1,6
Kansas,43,2000-09-23,3,,Southern Illinois,189,W,42,0,42,9,20,45.0,124,3,0,47,206,4.4,3,2,2,6,6,11,54.5,43,0,45,122,2.7,0,4,1,5,0
Kansas St.,44,2000-09-23,4,,North Texas,57,W,55,10,45,15,22,68.2,217,0,1,58,260,4.5,7,2,3,7,7,17,41.2,35,0,28,103,3.7,1,2,0,2,1
Kent State,77,2000-09-23,4,@,Miami (OH),78,L,14,45,-31,14,28,50.0,110,1,1,37,193,5.2,1,2,3,2,24,37,64.9,301,2,36,195,5.4,4,1,1,2,6
Kentucky,112,2000-09-23,4,@,Florida,110,L,31,59,-28,35,60,58.3,363,2,2,29,141,4.9,2,2,4,4,15,27,55.6,262,2,35,190,5.4,6,0,0,0,8
Louisiana,126,2000-09-23,4,,Northwestern State,243,L,21,23,-2,10,21,47.6,123,0,0,41,204,5.0,3,0,0,3,13,33,39.4,117,2,41,188,4.6,0,0,0,0,3
Louisiana Tech,54,2000-09-23,5,@,Tulsa,12,L,10,22,-12,14,24,58.3,141,1,2,42,196,4.7,0,2,4,1,14,28,50.0,141,1,45,177,3.9,1,1,0,1,2
UL Monroe,130,2000-09-23,4,@,Tennessee,118,L,3,70,-67,21,37,56.8,146,0,1,26,33,1.3,0,1,2,0,20,31,64.5,274,4,42,234,5.6,5,1,1,2,10
Louisville,18,2000-09-23,3,@,Florida St.,16,L,0,31,-31,24,45,53.3,207,0,1,21,3,0.1,0,1,2,0,23,34,67.6,274,1,48,235,4.9,2,2,3,5,4
LSU,113,2000-09-23,4,,UAB,61,L,10,13,-3,15,38,39.5,156,0,4,36,107,3.0,1,2,6,1,8,22,36.4,65,1,38,113,3.0,0,2,1,3,1
Marshall,55,2000-09-23,3,@,North Carolina,21,L,15,20,-5,19,35,54.3,215,1,0,23,90,3.9,1,0,0,2,24,39,61.5,292,2,37,142,3.8,0,0,2,2,2
Maryland,30,2000-09-23,3,,Middle Tennessee,56,W,45,27,18,21,31,67.7,357,2,1,38,171,4.5,4,1,2,6,30,52,57.7,342,3,31,129,4.2,1,0,1,1,4
Memphis,6,2000-09-23,4,@,Army,65,W,26,16,10,21,32,65.6,208,1,1,40,130,3.3,2,1,2,4,31,45,68.9,269,0,30,38,1.3,0,1,3,4,2
Miami (FL),19,2000-09-23,3,@,West Virginia,50,W,47,10,37,22,33,66.7,291,2,0,36,96,2.7,1,2,2,6,15,36,41.7,162,0,40,155,3.9,1,2,2,4,1
Miami (OH),78,2000-09-23,4,,Kent State,77,W,45,14,31,24,37,64.9,301,2,1,36,195,5.4,4,1,2,6,14,28,50.0,110,1,37,193,5.2,1,2,1,3,2
Michigan,31,2000-09-23,4,@,Illinois,27,W,35,31,4,12,28,42.9,172,1,0,55,341,6.2,4,0,0,5,27,38,71.1,352,2,32,95,3.0,2,2,0,2,4
Michigan St.,32,2000-09-23,3,,Notre Dame,70,W,27,21,6,12,24,50.0,181,2,1,50,167,3.3,1,1,2,3,5,16,31.3,63,1,37,149,4.0,2,0,1,1,3
Middle Tennessee,56,2000-09-23,4,@,Maryland,30,L,27,45,-18,30,52,57.7,342,3,1,31,129,4.2,1,0,1,4,21,31,67.7,357,2,38,171,4.5,4,1,1,2,6
Minnesota,33,2000-09-23,4,@,Purdue,38,L,24,38,-14,22,39,56.4,214,2,1,28,55,2.0,1,0,1,3,33,50,66.0,409,2,39,122,3.1,3,2,0,2,5
Mississippi St.,114,2000-09-23,3,@,South Carolina,117,L,19,23,-4,17,36,47.2,224,0,1,37,94,2.5,1,2,3,2,20,41,48.8,330,2,32,30,0.9,0,2,0,2,2
Navy,7,2000-09-23,3,@,Boston College,13,L,7,48,-41,11,24,45.8,111,0,0,44,112,2.5,1,2,2,1,24,33,72.7,414,3,47,211,4.5,3,0,1,1,6
Nebraska,34,2000-09-23,3,,Iowa,29,W,42,13,29,10,13,76.9,159,5,0,51,331,6.5,0,1,1,6,19,40,47.5,252,1,31,47,1.5,0,0,2,2,1
Nevada,88,2000-09-23,3,@,Wyoming,94,W,35,28,7,16,28,57.1,195,1,0,34,169,5.0,3,0,0,4,26,45,57.8,259,3,34,176,5.2,1,1,2,3,4
New Mexico,89,2000-09-23,5,,Northern Arizona,137,W,35,28,7,12,15,80.0,162,2,1,55,186,3.4,3,1,2,5,19,39,48.7,268,3,27,113,4.2,1,0,3,3,4
New Mexico State,69,2000-09-23,3,@,Georgia,111,L,0,37,-37,9,21,42.9,82,0,0,41,102,2.5,0,0,0,0,13,25,52.0,191,1,42,237,5.6,4,0,1,1,5
North Carolina,21,2000-09-23,4,,Marshall,55,W,20,15,5,24,39,61.5,292,2,2,37,142,3.8,0,0,2,2,19,35,54.3,215,1,23,90,3.9,1,0,0,0,2
North Texas,57,2000-09-23,4,@,Kansas St.,44,L,10,55,-45,7,17,41.2,35,0,0,28,103,3.7,1,2,2,1,15,22,68.2,217,0,58,260,4.5,7,2,1,3,7
Northern Illinois,79,2000-09-23,3,@,Auburn,109,L,14,31,-17,17,35,48.6,239,1,2,42,129,3.1,1,1,3,2,21,29,72.4,222,3,35,189,5.4,1,1,1,2,4
Northwestern,35,2000-09-23,4,@,Wisconsin,40,W,47,44,3,21,41,51.2,278,2,0,38,266,7.0,3,0,0,6,12,24,50.0,153,3,60,352,5.9,2,2,0,2,5
Notre Dame,70,2000-09-23,4,@,Michigan St.,32,L,21,27,-6,5,16,31.3,63,1,1,37,149,4.0,2,0,1,3,12,24,50.0,181,2,50,167,3.3,1,1,1,2,3
Ohio,80,2000-09-23,4,,Akron,71,L,20,23,-3,4,15,26.7,92,0,2,46,284,6.2,2,1,3,2,20,33,60.6,258,0,48,133,2.8,2,0,0,0,2
Ohio St.,36,2000-09-23,4,,Penn State,37,W,45,6,39,13,22,59.1,239,1,1,47,158,3.4,4,0,1,6,11,23,47.8,120,0,38,93,2.4,1,2,1,3,1
Oklahoma,45,2000-09-23,3,,Rice,59,W,42,14,28,28,36,77.8,343,2,2,33,189,5.7,4,1,3,6,6,12,50.0,117,1,51,145,2.8,1,1,1,2,2
Oklahoma St.,46,2000-09-23,3,,Southern Miss,60,L,6,28,-22,16,35,45.7,146,0,3,38,157,4.1,0,1,4,0,20,37,54.1,257,2,32,-7,-0.2,1,2,0,2,4
Oregon,99,2000-09-23,4,,UCLA,102,W,29,10,19,15,34,44.1,153,0,0,52,208,4.0,3,0,0,3,14,34,41.2,206,1,26,-9,-0.3,0,2,1,3,1
Oregon St.,100,2000-09-23,3,,San Diego St.,90,W,35,3,32,15,30,50.0,183,1,0,46,153,3.3,3,0,0,5,15,30,50.0,156,0,38,71,1.9,0,3,4,7,0
Penn State,37,2000-09-23,5,@,Ohio St.,36,L,6,45,-39,11,23,47.8,120,0,1,38,93,2.4,1,2,3,1,13,22,59.1,239,1,47,158,3.4,4,0,1,1,6
Pittsburgh,22,2000-09-23,4,,Rutgers,39,W,29,17,12,19,27,70.4,218,0,2,55,212,3.9,3,5,7,4,20,37,54.1,225,1,21,-13,-0.6,0,1,1,2,2
Purdue,38,2000-09-23,4,,Minnesota,33,W,38,24,14,33,50,66.0,409,2,0,39,122,3.1,3,2,2,5,22,39,56.4,214,2,28,55,2.0,1,0,1,1,3
Rice,59,2000-09-23,4,@,Oklahoma,45,L,14,42,-28,6,12,50.0,117,1,1,51,145,2.8,1,1,2,2,28,36,77.8,343,2,33,189,5.7,4,1,2,3,6
Rutgers,39,2000-09-23,4,@,Pittsburgh,22,L,17,29,-12,20,37,54.1,225,1,1,21,-13,-0.6,0,1,2,2,19,27,70.4,218,0,55,212,3.9,3,5,2,7,4
San Diego St.,90,2000-09-23,4,@,Oregon St.,100,L,3,35,-32,15,30,50.0,156,0,4,38,71,1.9,0,3,7,0,15,30,50.0,183,1,46,153,3.3,3,0,0,0,5
San Jose St.,91,2000-09-23,4,@,USC,103,L,24,34,-10,20,41,48.8,256,0,1,29,110,3.8,2,0,1,3,22,38,57.9,338,2,46,234,5.1,3,4,0,4,5
SMU,8,2000-09-23,4,,Tulane,11,L,17,29,-12,27,49,55.1,264,0,0,28,116,4.1,2,1,1,2,35,53,66.0,392,3,26,104,4.0,0,0,0,0,3
South Carolina,117,2000-09-23,4,,Mississippi St.,114,W,23,19,4,20,41,48.8,330,2,0,32,30,0.9,0,2,2,2,17,36,47.2,224,0,37,94,2.5,1,2,1,3,2
South Florida,9,2000-09-23,4,@,Baylor,41,L,13,28,-15,22,42,52.4,236,1,0,27,173,6.4,0,4,4,1,20,29,69.0,223,3,39,147,3.8,1,1,0,1,4
Southern Miss,60,2000-09-23,3,@,Oklahoma St.,46,W,28,6,22,20,37,54.1,257,2,0,32,-7,-0.2,1,2,2,4,16,35,45.7,146,0,38,157,4.1,0,1,3,4,0
Syracuse,23,2000-09-23,3,@,East Carolina,4,L,17,34,-17,12,22,54.5,179,0,2,48,247,5.1,2,0,2,2,8,17,47.1,201,3,39,177,4.5,0,0,0,0,4
Temple,10,2000-09-23,4,,Eastern Michigan,76,W,49,40,9,10,16,62.5,163,3,0,39,298,7.6,4,1,1,7,34,50,68.0,364,3,36,132,3.7,2,1,1,2,5
Tennessee,118,2000-09-23,3,,UL Monroe,130,W,70,3,67,20,31,64.5,274,4,1,42,234,5.6,5,1,2,10,21,37,56.8,146,0,26,33,1.3,0,1,1,2,0
Texas,48,2000-09-23,3,,Houston,5,W,48,0,48,22,37,59.5,253,1,3,32,96,3.0,2,1,4,6,17,38,44.7,185,0,32,13,0.4,0,3,2,5,0
TCU,47,2000-09-23,3,,Arkansas St.,122,W,52,3,49,13,18,72.2,211,3,1,44,265,6.0,4,0,1,7,8,18,44.4,65,0,43,86,2.0,0,2,2,4,0
Toledo,81,2000-09-23,4,@,Western Michigan,82,L,14,21,-7,23,50,46.0,188,0,1,29,124,4.3,1,0,1,2,18,37,48.6,231,0,40,132,3.3,2,2,0,2,3
Tulane,11,2000-09-23,3,@,SMU,8,W,29,17,12,35,53,66.0,392,3,0,26,104,4.0,0,0,0,3,27,49,55.1,264,0,28,116,4.1,2,1,0,1,2
Tulsa,12,2000-09-23,4,,Louisiana Tech,54,W,22,10,12,14,28,50.0,141,1,0,45,177,3.9,1,1,1,2,14,24,58.3,141,1,42,196,4.7,0,2,2,4,1
UAB,61,2000-09-23,3,@,LSU,113,W,13,10,3,8,22,36.4,65,1,1,38,113,3.0,0,2,3,1,15,38,39.5,156,0,36,107,3.0,1,2,4,6,1
Central Florida,1,2000-09-23,4,,William & Mary,163,W,52,7,45,19,35,54.3,278,5,1,37,112,3.0,2,1,2,7,7,19,36.8,71,0,38,66,1.7,1,2,1,3,1
UCLA,102,2000-09-23,4,@,Oregon,99,L,10,29,-19,14,34,41.2,206,1,1,26,-9,-0.3,0,2,3,1,15,34,44.1,153,0,52,208,4.0,3,0,0,0,3
UNLV,92,2000-09-23,3,@,BYU,66,L,7,10,-3,11,17,64.7,202,0,1,33,41,1.2,1,1,2,1,15,29,51.7,157,0,47,196,4.2,1,0,1,1,1
USC,103,2000-09-23,3,,San Jose St.,91,W,34,24,10,22,38,57.9,338,2,0,46,234,5.1,3,4,4,5,20,41,48.8,256,0,29,110,3.8,2,0,1,1,3
Utah,104,2000-09-23,4,,Air Force,83,L,14,23,-9,16,28,57.1,195,0,0,41,136,3.3,1,0,0,2,5,11,45.5,149,2,54,242,4.5,1,1,0,1,3
Utah St.,93,2000-09-23,3,@,Arizona St.,96,L,20,44,-24,17,38,44.7,240,1,3,32,103,3.2,1,1,4,2,12,21,57.1,374,5,48,131,2.7,0,2,0,2,6
UTEP,62,2000-09-23,4,,Hawaii,87,W,39,7,32,18,34,52.9,265,4,1,47,140,3.0,0,3,4,4,15,50,30.0,211,0,25,53,2.1,0,1,2,3,1
Vanderbilt,120,2000-09-23,4,,Duke,15,W,26,7,19,23,40,57.5,266,2,1,34,174,5.1,0,1,2,2,18,36,50.0,163,1,27,66,2.4,0,1,2,3,1
Virginia,24,2000-09-23,4,,Clemson,14,L,10,31,-21,17,39,43.6,170,0,1,36,111,3.1,1,0,1,1,15,25,60.0,154,1,43,327,7.6,2,3,1,4,4
Washington St.,106,2000-09-23,3,,Idaho,133,L,34,38,-4,16,32,50.0,292,3,0,36,183,5.1,1,2,2,5,22,36,61.1,246,2,44,216,4.9,3,1,3,4,5
West Virginia,50,2000-09-23,3,,Miami (FL),19,L,10,47,-37,15,36,41.7,162,0,2,40,155,3.9,1,2,4,1,22,33,66.7,291,2,36,96,2.7,1,2,0,2,6
Western Michigan,82,2000-09-23,4,,Toledo,81,W,21,14,7,18,37,48.6,231,0,0,40,132,3.3,2,2,2,3,23,50,46.0,188,0,29,124,4.3,1,0,1,1,2
Wisconsin,40,2000-09-23,4,,Northwestern,35,L,44,47,-3,12,24,50.0,153,3,0,60,352,5.9,2,2,2,5,21,41,51.2,278,2,38,266,7.0,3,0,0,0,6
Wyoming,94,2000-09-23,4,,Nevada,88,L,28,35,-7,26,45,57.8,259,3,2,34,176,5.2,1,1,3,4,16,28,57.1,195,1,34,169,5.0,3,0,0,0,4
Florida St.,16,2000-09-28,5,@,Maryland,30,W,59,7,52,18,27,66.7,353,4,1,63,260,4.1,4,0,1,8,10,27,37.0,100,0,26,124,4.8,1,1,1,2,1
Maryland,30,2000-09-28,4,,Florida St.,16,L,7,59,-52,10,27,37.0,100,0,1,26,124,4.8,1,1,2,1,18,27,66.7,353,4,63,260,4.1,4,0,1,1,8
Temple,10,2000-09-28,5,,West Virginia,50,L,24,29,-5,18,32,56.3,154,2,1,25,143,5.7,1,0,1,3,18,32,56.3,242,2,40,152,3.8,2,2,1,3,4
West Virginia,50,2000-09-28,4,@,Temple,10,W,29,24,5,18,32,56.3,242,2,1,40,152,3.8,2,2,3,4,18,32,56.3,154,2,25,143,5.7,1,0,1,1,3
Air Force,83,2000-09-30,4,@,UNLV,92,L,13,34,-21,9,21,42.9,133,1,1,51,219,4.3,1,0,1,2,16,22,72.7,259,1,46,224,4.9,3,1,0,1,4
Akron,71,2000-09-30,5,,Miami (OH),78,W,37,20,17,9,19,47.4,214,1,1,43,243,5.7,3,1,2,4,20,49,40.8,174,0,43,256,6.0,2,1,2,3,2
Alabama,107,2000-09-30,5,,South Carolina,117,W,27,17,10,19,32,59.4,204,0,2,33,146,4.4,3,0,2,3,20,44,45.5,264,2,32,85,2.7,0,1,3,4,2
Arizona,95,2000-09-30,4,@,Stanford,101,W,27,3,24,12,23,52.2,198,1,1,46,192,4.2,1,2,3,3,14,32,43.8,177,0,30,68,2.3,0,4,2,6,0
Arizona St.,96,2000-09-30,4,@,UCLA,102,L,31,38,-7,24,49,49.0,365,2,2,24,98,4.1,2,2,4,4,17,31,54.8,267,2,48,233,4.9,3,3,1,4,5
Arkansas,108,2000-09-30,4,,Georgia,111,L,7,38,-31,19,38,50.0,162,1,2,26,52,2.0,0,1,3,1,13,25,52.0,168,1,46,175,3.8,3,0,0,0,5
Arkansas St.,122,2000-09-30,5,,Richmond,159,L,27,30,-3,12,21,57.1,242,2,0,35,141,4.0,1,1,1,4,3,14,21.4,35,0,66,382,5.8,4,0,0,0,4
Auburn,109,2000-09-30,5,,Vanderbilt,120,W,33,0,33,16,33,48.5,227,3,1,33,154,4.7,0,0,1,4,15,34,44.1,87,0,29,65,2.2,0,0,0,0,0
Ball St.,72,2000-09-30,4,,Northern Illinois,79,L,14,43,-29,17,24,70.8,170,2,0,42,66,1.6,0,3,3,2,9,16,56.3,236,3,50,192,3.8,3,1,0,1,6
Baylor,41,2000-09-30,4,,Iowa St.,42,L,17,31,-14,8,27,29.6,161,1,1,37,108,2.9,1,2,3,2,12,23,52.2,167,1,53,308,5.8,3,2,0,2,4
