School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Idaho,133,2015-09-03,1,,Ohio,80,L,28,45,-17,36,48,75.0,297,1,2,28,100,3.6,2,3,2.0,1,3,3,20,25,80.0,284,3,38,205,5.4,2,1,0,1,6
Michigan,31,2015-09-03,1,@,Utah,104,L,17,24,-7,27,43,62.8,279,2,3,29,76,2.6,0,9,1.0,0,3,2,24,33,72.7,208,0,37,129,3.5,2,0,1,1,3
Minnesota,33,2015-09-03,1,,TCU,47,L,17,23,-6,19,35,54.3,197,1,0,39,144,3.7,1,6,1.0,2,2,2,26,42,61.9,246,1,44,203,4.6,1,1,1,2,2
Nevada,88,2015-09-03,1,,UC Davis,142,W,31,17,14,13,23,56.5,163,1,0,39,232,5.9,3,5,1.0,0,0,4,32,47,68.1,238,0,27,89,3.3,0,0,0,0,0
North Carolina,21,2015-09-03,1,N,South Carolina,117,L,13,17,-4,19,31,61.3,232,1,3,32,208,6.5,0,3,1.0,0,3,1,12,27,44.4,140,1,47,254,5.4,1,0,0,0,2
Ohio,80,2015-09-03,1,@,Idaho,133,W,45,28,17,20,25,80.0,284,3,0,38,205,5.4,2,3,3.0,1,1,6,36,48,75.0,297,1,28,100,3.6,2,1,2,3,3
Oklahoma St.,46,2015-09-03,1,@,Central Michigan,75,W,24,13,11,22,32,68.8,266,1,0,35,153,4.4,2,8,4.0,0,0,3,29,42,69.0,265,0,28,78,2.8,1,0,1,1,1
San Jose St.,91,2015-09-03,1,,New Hampshire,157,W,43,13,30,30,35,85.7,422,1,0,53,285,5.4,5,4,1.0,0,0,6,10,25,40.0,60,0,26,126,4.8,0,0,0,0,0
South Carolina,117,2015-09-03,1,N,North Carolina,21,W,17,13,4,12,27,44.4,140,1,0,47,254,5.4,1,5,4.0,0,0,2,19,31,61.3,232,1,32,208,6.5,0,0,3,3,1
TCU,47,2015-09-03,1,@,Minnesota,33,W,23,17,6,26,42,61.9,246,1,1,44,203,4.6,1,3,2.0,1,2,2,19,35,54.3,197,1,39,144,3.7,1,2,0,2,2
Tulane,11,2015-09-03,1,,Duke,15,L,7,37,-30,24,42,57.1,246,1,1,23,25,1.1,0,4,,0,1,1,29,44,65.9,324,2,49,206,4.2,1,2,0,2,4
Central Florida,1,2015-09-03,1,,Florida Intl,53,L,14,15,-1,23,34,67.6,249,2,0,29,46,1.6,0,2,,0,0,2,29,38,76.3,260,1,31,131,4.2,1,1,0,1,2
Utah,104,2015-09-03,1,,Michigan,31,W,24,17,7,24,33,72.7,208,0,1,37,129,3.5,2,3,,0,1,3,27,43,62.8,279,2,29,76,2.6,0,0,3,3,2
Utah St.,93,2015-09-03,1,,Southern Utah,141,W,12,9,3,16,33,48.5,110,0,1,35,140,4.0,0,10,5.0,0,1,1,17,34,50.0,111,0,30,52,1.7,0,0,0,0,0
UTSA,63,2015-09-03,1,@,Arizona,95,L,32,42,-10,25,45,55.6,332,2,1,50,193,3.9,2,5,1.0,1,2,4,22,36,61.1,229,4,38,163,4.3,0,1,0,1,6
Vanderbilt,120,2015-09-03,1,,Western Kentucky,64,L,12,14,-2,18,34,52.9,217,1,2,42,176,4.2,0,5,2.0,1,3,1,19,30,63.3,209,1,23,37,1.6,1,0,0,0,2
Wake Forest,26,2015-09-03,1,,Elon,154,W,41,3,38,29,40,72.5,388,3,0,42,203,4.8,2,3,,0,0,5,15,28,53.6,100,0,19,51,2.7,0,0,0,0,0
Western Kentucky,64,2015-09-03,1,@,Vanderbilt,120,W,14,12,2,19,30,63.3,209,1,0,23,37,1.6,1,6,1.0,0,0,2,18,34,52.9,217,1,42,176,4.2,0,1,2,3,1
Army,65,2015-09-04,1,,Fordham,212,L,35,37,-2,7,16,43.8,133,2,1,42,256,6.1,3,6,3.0,1,2,5,15,23,65.2,322,0,37,123,3.3,0,1,0,1,0
Baylor,41,2015-09-04,1,@,SMU,8,W,56,21,35,17,32,53.1,423,6,1,37,300,8.1,2,11,3.0,0,1,8,16,24,66.7,166,2,54,203,3.8,1,0,2,2,3
Boise St.,84,2015-09-04,1,,Washington,105,W,16,13,3,17,27,63.0,152,0,1,53,185,3.5,2,7,2.0,1,2,2,20,35,57.1,150,0,22,29,1.3,0,0,1,1,1
Charlotte,51,2015-09-04,1,@,Georgia St.,125,W,23,20,3,19,32,59.4,244,1,2,54,164,3.0,0,9,2.0,2,4,2,25,43,58.1,299,2,26,93,3.6,0,2,1,3,2
Georgia St.,125,2015-09-04,1,,Charlotte,51,L,20,23,-3,25,43,58.1,299,2,1,26,93,3.6,0,9,4.0,2,3,2,19,32,59.4,244,1,54,164,3.0,0,2,2,4,2
Michigan St.,32,2015-09-04,1,@,Western Michigan,82,W,37,24,13,15,31,48.4,256,2,0,40,196,4.9,3,11,7.0,1,1,5,33,50,66.0,365,2,23,18,0.8,0,0,2,2,3
Oregon St.,100,2015-09-04,1,,Weber State,143,W,26,7,19,12,22,54.5,110,2,1,56,281,5.0,0,5,3.0,0,1,2,19,36,52.8,120,0,18,58,3.2,0,0,1,1,1
SMU,8,2015-09-04,1,,Baylor,41,L,21,56,-35,16,24,66.7,166,2,2,54,203,3.8,1,3,1.0,0,2,3,17,32,53.1,423,6,37,300,8.1,2,0,1,1,8
Syracuse,23,2015-09-04,1,,Rhode Island,158,W,47,0,47,10,20,50.0,114,2,1,58,312,5.4,2,9,1.0,0,1,6,10,20,50.0,60,0,20,4,0.2,0,3,1,4,0
Washington,105,2015-09-04,1,@,Boise St.,84,L,13,16,-3,20,35,57.1,150,0,1,22,29,1.3,0,5,2.0,0,1,1,17,27,63.0,152,0,53,185,3.5,2,1,1,2,2
Western Michigan,82,2015-09-04,1,,Michigan St.,32,L,24,37,-13,33,50,66.0,365,2,2,23,18,0.8,0,3,,0,2,3,15,31,48.4,256,2,40,196,4.9,3,1,0,1,5
Air Force,83,2015-09-05,1,,Morgan State,177,W,63,7,56,4,7,57.1,119,2,0,63,394,6.3,5,7,5.0,0,0,9,13,25,52.0,142,0,34,53,1.6,0,1,1,2,0
Akron,71,2015-09-05,1,@,Oklahoma,45,L,3,41,-38,6,26,23.1,88,0,0,44,138,3.1,0,4,1.0,1,1,0,28,42,66.7,439,3,33,100,3.0,2,1,1,2,5
Alabama,107,2015-09-05,1,N,Wisconsin,40,W,35,17,18,22,29,75.9,264,1,0,37,238,6.4,4,4,3.0,0,0,5,26,39,66.7,228,2,21,40,1.9,0,0,1,1,2
Appalachian St.,121,2015-09-05,1,,Howard,176,W,49,0,49,21,28,75.0,287,4,0,56,376,6.7,3,7,2.0,1,1,7,14,22,63.6,136,0,30,36,1.2,0,0,1,1,0
Arizona St.,96,2015-09-05,1,N,Texas A&M,119,L,17,38,-21,25,41,61.0,199,1,0,41,92,2.2,1,8,3.0,2,2,2,19,35,54.3,247,2,45,178,4.0,2,1,2,3,5
Arkansas,108,2015-09-05,1,,UTEP,62,W,48,13,35,14,20,70.0,308,4,0,34,182,5.4,2,11,1.0,0,0,6,14,19,73.7,146,0,34,58,1.7,1,2,1,3,1
Arkansas St.,122,2015-09-05,1,@,USC,103,L,6,55,-49,17,37,45.9,193,0,2,50,208,4.2,1,6,5.0,2,4,1,23,32,71.9,324,4,32,185,5.8,3,0,0,0,8
Auburn,109,2015-09-05,1,N,Louisville,18,W,31,24,7,11,21,52.4,137,1,3,41,190,4.6,2,9,4.0,0,3,4,0,0,,0,0,0,0,,0,0,0,0,0
Boston College,13,2015-09-05,1,,Maine,156,W,24,3,21,14,25,56.0,155,1,0,49,204,4.2,2,8,5.0,0,0,3,12,29,41.4,84,0,20,7,0.4,0,0,1,1,0
Bowling Green,73,2015-09-05,1,N,Tennessee,118,L,30,59,-29,29,51,56.9,433,2,0,34,124,3.6,1,5,1.0,1,1,3,15,23,65.2,205,2,64,399,6.2,6,0,0,0,8
BYU,66,2015-09-05,1,@,Nebraska,34,W,33,28,5,28,46,60.9,379,2,1,26,132,5.1,2,9,3.0,0,1,4,24,41,58.5,319,3,37,126,3.4,1,1,1,2,4
Buffalo,74,2015-09-05,1,,Albany,152,W,51,14,37,22,29,75.9,255,2,0,43,212,4.9,4,2,2.0,0,0,7,13,25,52.0,128,0,35,141,4.0,0,1,2,3,0
California,97,2015-09-05,1,,Grambling,251,W,73,14,59,34,49,69.4,471,4,2,39,185,4.7,4,8,3.0,1,3,10,11,30,36.7,170,0,33,127,3.8,0,1,4,5,0
Cincinnati,2,2015-09-05,1,,Alabama A&M,247,W,52,10,42,26,38,68.4,340,3,0,51,296,5.8,4,4,3.0,2,2,7,10,26,38.5,148,0,37,98,2.6,0,0,1,1,0
Clemson,14,2015-09-05,1,,Wofford,235,W,49,10,39,30,37,81.1,311,2,0,43,222,5.2,5,10,1.0,2,2,7,6,18,33.3,90,0,45,123,2.7,0,0,0,0,0
Colorado St.,85,2015-09-05,1,,Savannah State,383,W,65,13,52,27,36,75.0,381,6,1,33,217,6.6,2,16,6.0,4,5,9,10,23,43.5,100,0,49,83,1.7,0,1,1,2,0
East Carolina,4,2015-09-05,1,,Towson,161,W,28,20,8,29,37,78.4,230,0,0,34,210,6.2,4,8,2.0,0,0,4,17,33,51.5,237,0,44,179,4.1,0,1,1,2,0
Eastern Michigan,76,2015-09-05,1,,Old Dominion,58,L,34,38,-4,22,36,61.1,192,2,2,47,252,5.4,2,9,2.0,1,3,4,18,32,56.3,184,1,41,229,5.6,4,0,0,0,5
Florida,110,2015-09-05,1,,New Mexico State,69,W,61,13,48,30,37,81.1,382,4,0,42,224,5.3,4,4,3.0,1,1,8,14,28,50.0,128,1,23,72,3.1,1,0,1,1,2
Florida Atlantic,52,2015-09-05,1,@,Tulsa,12,L,44,47,-3,23,35,65.7,263,2,0,61,300,4.9,3,5,3.0,0,0,5,21,35,60.0,424,2,51,194,3.8,4,2,2,4,6
Florida St.,16,2015-09-05,1,,Texas St.,128,W,59,16,43,25,32,78.1,370,5,0,41,266,6.5,3,6,1.0,1,1,8,26,42,61.9,168,1,33,132,4.0,1,1,0,1,2
Georgia,111,2015-09-05,1,,UL Monroe,130,W,51,14,37,10,14,71.4,192,3,0,38,243,6.4,4,6,3.0,0,0,7,23,29,79.3,206,2,26,45,1.7,0,0,1,1,2
Georgia Southern,124,2015-09-05,1,@,West Virginia,50,L,0,44,-44,2,13,15.4,29,0,4,57,195,3.4,0,4,2.0,1,5,0,16,26,61.5,359,2,40,185,4.6,3,0,0,0,5
Houston,5,2015-09-05,1,,Tennessee Tech,208,W,52,24,28,27,38,71.1,355,1,0,44,272,6.2,6,8,2.0,1,1,7,16,26,61.5,312,0,33,29,0.9,0,0,1,1,0
Illinois,27,2015-09-05,1,,Kent State,77,W,52,3,49,14,29,48.3,208,5,1,36,134,3.7,2,14,1.0,0,1,7,19,40,47.5,186,0,39,59,1.5,0,1,3,4,0
Indiana,28,2015-09-05,1,,Southern Illinois,189,W,48,47,1,19,32,59.4,349,1,0,42,246,5.9,5,2,1.0,0,0,6,24,32,75.0,411,0,46,248,5.4,0,2,0,2,1
Iowa,29,2015-09-05,1,,Illinois State,182,W,31,14,17,16,25,64.0,221,1,0,44,210,4.8,3,10,5.0,1,1,4,16,27,59.3,196,0,28,35,1.3,0,0,0,0,0
Iowa St.,42,2015-09-05,1,,Northern Iowa,186,W,31,7,24,21,29,72.4,233,2,0,32,77,2.4,1,13,6.0,2,2,4,20,34,58.8,176,0,41,126,3.1,0,1,1,2,0
Kansas,43,2015-09-05,1,,South Dakota State,188,L,38,41,-3,25,40,62.5,291,1,1,51,285,5.6,3,3,3.0,1,2,4,17,33,51.5,293,0,39,170,4.4,0,0,0,0,0
Kansas St.,44,2015-09-05,1,,South Dakota,187,W,34,0,34,9,18,50.0,147,1,0,40,185,4.6,2,5,2.0,1,1,4,18,30,60.0,205,0,36,61,1.7,0,1,0,1,0
Kent State,77,2015-09-05,1,@,Illinois,27,L,3,52,-49,19,40,47.5,186,0,3,39,59,1.5,0,4,1.0,1,4,0,14,29,48.3,208,5,36,134,3.7,2,0,1,1,7
Kentucky,112,2015-09-05,1,,Louisiana,126,W,40,33,7,16,34,47.1,257,3,1,26,178,6.8,2,5,2.0,0,1,5,26,41,63.4,232,0,47,247,5.3,4,2,2,4,4
Louisiana,126,2015-09-05,1,@,Kentucky,112,L,33,40,-7,26,41,63.4,232,0,2,47,247,5.3,4,8,3.0,2,4,4,16,34,47.1,257,3,26,178,6.8,2,0,1,1,5
Louisiana Tech,54,2015-09-05,1,,Southern,255,W,62,15,47,21,29,72.4,380,5,2,32,207,6.5,2,6,2.0,0,2,8,19,36,52.8,187,0,32,113,3.5,0,1,2,3,0
UL Monroe,130,2015-09-05,1,@,Georgia,111,L,14,51,-37,23,29,79.3,206,2,1,26,45,1.7,0,3,1.0,0,1,2,10,14,71.4,192,3,38,243,6.4,4,0,0,0,7
Louisville,18,2015-09-05,1,N,Auburn,109,L,24,31,-7,17,33,51.5,167,0,1,48,238,5.0,3,3,,1,2,3,11,21,52.4,137,1,41,190,4.6,2,0,3,3,4
Maryland,30,2015-09-05,1,,Richmond,159,W,50,21,29,12,22,54.5,138,2,1,45,341,7.6,3,6,4.0,0,1,6,18,30,60.0,220,0,27,56,2.1,0,0,0,0,0
Memphis,6,2015-09-05,1,,Missouri State,184,W,63,7,56,16,21,76.2,202,3,0,60,317,5.3,5,4,1.0,0,0,9,15,25,60.0,107,0,30,18,0.6,0,3,0,3,0
Miami (FL),19,2015-09-05,1,,Bethune-Cookman,173,W,45,0,45,17,31,54.8,184,2,0,26,195,7.5,3,10,5.0,1,1,6,4,11,36.4,26,0,35,53,1.5,0,0,2,2,0
Miami (OH),78,2015-09-05,1,,Presbyterian,151,W,26,7,19,17,23,73.9,261,2,0,40,205,5.1,2,5,1.0,2,2,4,14,27,51.9,163,0,41,155,3.8,0,1,1,2,0
Middle Tennessee,56,2015-09-05,1,,Jackson State,252,W,70,14,56,25,32,78.1,351,4,1,63,282,4.5,4,6,4.0,1,2,10,23,40,57.5,271,0,20,33,1.7,0,0,1,1,0
Mississippi St.,114,2015-09-05,1,@,Southern Miss,60,W,34,16,18,22,38,57.9,237,2,0,28,205,7.3,1,3,3.0,2,2,4,30,44,68.2,311,1,36,102,2.8,0,0,2,2,1
Missouri,115,2015-09-05,1,,Southeast Missouri,206,W,34,3,31,18,32,56.3,319,3,1,33,98,3.0,0,10,2.0,0,1,4,12,22,54.5,56,0,42,145,3.5,0,1,0,1,0
Navy,7,2015-09-05,1,,Colgate,211,W,48,10,38,3,6,50.0,67,0,0,47,371,7.9,5,2,,1,1,6,14,27,51.9,127,0,48,198,4.1,0,2,0,2,0
Nebraska,34,2015-09-05,1,,BYU,66,L,28,33,-5,24,41,58.5,319,3,1,37,126,3.4,1,9,3.0,1,2,4,28,46,60.9,379,2,26,132,5.1,2,0,1,1,4
New Mexico,89,2015-09-05,1,,Mississippi Valley State,253,W,66,0,66,11,18,61.1,151,0,0,51,370,7.3,8,13,6.0,0,0,10,6,16,37.5,48,0,40,26,0.7,0,2,1,3,0
New Mexico State,69,2015-09-05,1,@,Florida,110,L,13,61,-48,14,28,50.0,128,1,1,23,72,3.1,1,4,1.0,0,1,2,30,37,81.1,382,4,42,224,5.3,4,1,0,1,8
NC State,20,2015-09-05,1,,Troy,129,W,49,21,28,22,26,84.6,199,2,0,58,251,4.3,5,4,1.0,0,0,7,14,21,66.7,184,1,25,121,4.8,2,1,1,2,3
Northern Illinois,79,2015-09-05,1,,UNLV,92,W,38,30,8,21,26,80.8,360,2,0,42,185,4.4,3,6,4.0,0,0,5,22,40,55.0,329,2,47,164,3.5,1,0,1,1,3
Northwestern,35,2015-09-05,1,,Stanford,101,W,16,6,10,12,25,48.0,105,0,0,54,225,4.2,1,8,3.0,0,0,1,20,35,57.1,155,0,27,85,3.1,0,1,1,2,0
Notre Dame,70,2015-09-05,1,,Texas,48,W,38,3,35,19,23,82.6,313,3,0,52,214,4.1,2,7,4.0,0,0,5,8,23,34.8,103,0,29,60,2.1,0,0,0,0,0
Oklahoma,45,2015-09-05,1,,Akron,71,W,41,3,38,28,42,66.7,439,3,1,33,100,3.0,2,7,1.0,1,2,5,6,26,23.1,88,0,44,138,3.1,0,1,0,1,0
Old Dominion,58,2015-09-05,1,@,Eastern Michigan,76,W,38,34,4,18,32,56.3,184,1,0,41,229,5.6,4,8,2.0,0,0,5,22,36,61.1,192,2,47,252,5.4,2,1,2,3,4
Ole Miss,116,2015-09-05,1,,Tennessee-Martin,209,W,76,3,73,19,28,67.9,324,5,1,36,338,9.4,5,4,1.0,0,1,11,16,29,55.2,174,0,39,116,3.0,0,0,0,0,0
Oregon,99,2015-09-05,1,,Eastern Washington,132,W,61,42,19,19,25,76.0,246,2,0,57,485,8.5,6,4,1.0,1,1,8,37,55,67.3,438,0,31,111,3.6,0,0,2,2,0
Penn State,37,2015-09-05,1,@,Temple,10,L,10,27,-17,11,25,44.0,103,0,1,27,77,2.9,1,15,2.0,0,1,1,16,21,76.2,168,0,43,149,3.5,3,1,0,1,3
Pittsburgh,22,2015-09-05,1,,Youngstown State,191,W,45,37,8,11,18,61.1,133,1,2,43,325,7.6,4,10,6.0,1,3,6,20,40,50.0,278,0,30,129,4.3,0,0,0,0,1
Rice,59,2015-09-05,1,,Wagner,200,W,56,16,40,12,21,57.1,142,1,1,54,401,7.4,7,9,2.0,1,2,8,10,22,45.5,199,0,37,86,2.3,0,1,1,2,0
Rutgers,39,2015-09-05,1,,Norfolk State,178,W,63,13,50,13,15,86.7,248,4,0,47,291,6.2,4,9,4.0,1,1,9,18,29,62.1,199,0,23,-3,-0.1,0,0,1,1,0
San Diego St.,90,2015-09-05,1,,San Diego,224,W,37,3,34,11,23,47.8,139,0,1,36,166,4.6,1,7,1.0,0,1,4,13,27,48.1,109,0,38,79,2.1,0,1,5,6,0
South Alabama,127,2015-09-05,1,,Gardner-Webb,146,W,33,23,10,14,25,56.0,184,2,2,31,224,7.2,2,8,,1,3,4,11,23,47.8,132,0,53,177,3.3,0,1,2,3,1
South Florida,9,2015-09-05,1,,Florida A&M,175,W,51,3,48,20,26,76.9,281,3,1,46,275,6.0,4,15,4.0,0,1,7,20,38,52.6,170,0,34,12,0.4,0,0,2,2,0
Southern Miss,60,2015-09-05,1,,Mississippi St.,114,L,16,34,-18,30,44,68.2,311,1,2,36,102,2.8,0,5,1.0,0,2,1,22,38,57.9,237,2,28,205,7.3,1,2,0,2,4
Stanford,101,2015-09-05,1,@,Northwestern,35,L,6,16,-10,20,35,57.1,155,0,1,27,85,3.1,0,5,,1,2,0,12,25,48.0,105,0,54,225,4.2,1,0,0,0,1
Temple,10,2015-09-05,1,,Penn State,37,W,27,10,17,16,21,76.2,168,0,0,43,149,3.5,3,11,10.0,1,1,3,11,25,44.0,103,0,27,77,2.9,1,0,1,1,1
Tennessee,118,2015-09-05,1,N,Bowling Green,73,W,59,30,29,15,23,65.2,205,2,0,64,399,6.2,6,8,3.0,0,0,8,29,51,56.9,433,2,34,124,3.6,1,1,0,1,3
Texas,48,2015-09-05,1,@,Notre Dame,70,L,3,38,-35,8,23,34.8,103,0,0,29,60,2.1,0,9,1.0,0,0,0,19,23,82.6,313,3,52,214,4.1,2,0,0,0,5
Texas A&M,119,2015-09-05,1,N,Arizona St.,96,W,38,17,21,19,35,54.3,247,2,2,45,178,4.0,2,14,9.0,1,3,5,25,41,61.0,199,1,41,92,2.2,1,2,0,2,2
Texas St.,128,2015-09-05,1,@,Florida St.,16,L,16,59,-43,26,42,61.9,168,1,0,33,132,4.0,1,4,2.0,1,1,2,25,32,78.1,370,5,41,266,6.5,3,1,0,1,8
Texas Tech,49,2015-09-05,1,,Sam Houston State,244,W,59,45,14,34,57,59.6,437,4,1,31,174,5.6,2,5,2.0,0,1,8,36,52,69.2,320,0,46,317,6.9,0,2,2,4,0
Troy,129,2015-09-05,1,@,NC State,20,L,21,49,-28,14,21,66.7,184,1,1,25,121,4.8,2,7,3.0,1,2,3,22,26,84.6,199,2,58,251,4.3,5,0,0,0,7
Tulsa,12,2015-09-05,1,,Florida Atlantic,52,W,47,44,3,21,35,60.0,424,2,2,51,194,3.8,4,11,2.0,2,4,6,23,35,65.7,263,2,61,300,4.9,3,0,0,0,5
UCLA,102,2015-09-05,1,,Virginia,24,W,34,16,18,28,37,75.7,351,3,0,34,152,4.5,1,4,1.0,0,0,4,21,35,60.0,238,1,34,98,2.9,0,0,1,1,1
UNLV,92,2015-09-05,1,@,Northern Illinois,79,L,30,38,-8,22,40,55.0,329,2,1,47,164,3.5,1,7,3.0,0,1,3,21,26,80.8,360,2,42,185,4.4,3,0,0,0,5
USC,103,2015-09-05,1,,Arkansas St.,122,W,55,6,49,23,32,71.9,324,4,0,32,185,5.8,3,4,1.0,0,0,8,17,37,45.9,193,0,50,208,4.2,1,2,2,4,1
UTEP,62,2015-09-05,1,@,Arkansas,108,L,13,48,-35,14,19,73.7,146,0,1,34,58,1.7,1,5,,2,3,1,14,20,70.0,308,4,34,182,5.4,2,0,0,0,6
Virginia,24,2015-09-05,1,@,UCLA,102,L,16,34,-18,21,35,60.0,238,1,1,34,98,2.9,0,6,1.0,0,1,1,28,37,75.7,351,3,34,152,4.5,1,0,0,0,4
Washington St.,106,2015-09-05,1,,Portland State,139,L,17,24,-7,28,45,62.2,307,2,1,30,104,3.5,0,6,3.0,1,2,2,7,12,58.3,61,0,48,233,4.9,0,0,0,0,0
West Virginia,50,2015-09-05,1,,Georgia Southern,124,W,44,0,44,16,26,61.5,359,2,0,40,185,4.6,3,8,1.0,0,0,5,2,13,15.4,29,0,57,195,3.4,0,1,4,5,0
Wisconsin,40,2015-09-05,1,N,Alabama,107,L,17,35,-18,26,39,66.7,228,2,1,21,40,1.9,0,9,3.0,0,1,2,22,29,75.9,264,1,37,238,6.4,4,0,0,0,5
Wyoming,94,2015-09-05,1,,North Dakota,164,L,13,24,-11,20,39,51.3,289,2,0,19,41,2.2,0,5,1.0,0,0,2,13,23,56.5,153,0,54,276,5.1,0,0,0,0,0
Marshall,55,2015-09-06,1,,Purdue,38,W,41,31,10,23,36,63.9,234,2,1,29,163,5.6,1,6,2.0,2,3,5,31,48,64.6,270,1,47,184,3.9,3,0,4,4,4
Purdue,38,2015-09-06,1,@,Marshall,55,L,31,41,-10,31,48,64.6,270,1,4,47,184,3.9,3,8,2.0,0,4,4,23,36,63.9,234,2,29,163,5.6,1,2,1,3,5
Ohio St.,36,2015-09-07,1,@,Virginia Tech,25,W,42,24,18,10,19,52.6,212,3,1,37,360,9.7,3,8,4.0,2,3,6,15,25,60.0,192,3,44,128,2.9,0,1,1,2,3
Virginia Tech,25,2015-09-07,1,,Ohio St.,36,L,24,42,-18,15,25,60.0,192,3,1,44,128,2.9,0,4,,1,2,3,10,19,52.6,212,3,37,360,9.7,3,2,1,3,6
Louisiana Tech,54,2015-09-10,2,@,Western Kentucky,64,L,38,41,-3,28,49,57.1,357,2,1,31,223,7.2,3,6,1.0,1,2,5,28,38,73.7,441,1,33,149,4.5,2,1,0,1,4
Western Kentucky,64,2015-09-10,2,,Louisiana Tech,54,W,41,38,3,28,38,73.7,441,1,0,33,149,4.5,2,4,1.0,1,1,4,28,49,57.1,357,2,31,223,7.2,3,1,1,2,5
Florida Atlantic,52,2015-09-11,2,,Miami (FL),19,L,20,44,-24,19,34,55.9,166,1,2,33,223,6.8,1,2,1.0,3,5,2,22,34,64.7,300,1,44,226,5.1,4,0,0,0,5
Miami (FL),19,2015-09-11,2,@,Florida Atlantic,52,W,44,20,24,22,34,64.7,300,1,0,44,226,5.1,4,3,2.0,0,0,5,19,34,55.9,166,1,33,223,6.8,1,3,2,5,2
Utah,104,2015-09-11,2,,Utah St.,93,W,24,14,10,17,22,77.3,132,0,0,44,195,4.4,3,4,2.0,0,0,3,22,35,62.9,256,2,32,117,3.7,0,1,2,3,2
Utah St.,93,2015-09-11,2,@,Utah,104,L,14,24,-10,22,35,62.9,256,2,2,32,117,3.7,0,2,,1,3,2,17,22,77.3,132,0,44,195,4.4,3,0,0,0,3
Air Force,83,2015-09-12,2,,San Jose St.,91,W,37,16,21,3,11,27.3,24,0,1,69,428,6.2,5,6,3.0,0,1,5,18,33,54.5,140,1,20,150,7.5,1,0,2,2,2
Akron,71,2015-09-12,2,,Pittsburgh,22,L,7,24,-17,7,22,31.8,63,0,0,24,47,2.0,1,11,5.0,1,1,1,18,25,72.0,180,1,46,127,2.8,2,0,0,0,3
Alabama,107,2015-09-12,2,,Middle Tennessee,56,W,37,10,27,26,43,60.5,312,2,2,39,220,5.6,3,3,,0,2,5,23,43,53.5,189,1,31,86,2.8,0,3,1,4,1
Appalachian St.,121,2015-09-12,2,@,Clemson,14,L,10,41,-31,9,28,32.1,95,1,3,45,203,4.5,0,6,3.0,1,4,1,21,31,67.7,252,3,44,140,3.2,1,0,2,2,5
