School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
Air Force,83,2005-09-17,3,,Wyoming,94,L,4,12,33.3,53,1,63,286,4.5,3,75,339,4.5,4,28,-1
Akron,71,2005-09-17,2,@,Middle Tennessee,56,W,23,43,53.5,319,2,39,102,2.6,0,82,421,5.1,2,17,10
Alabama,107,2005-09-17,3,@,South Carolina,117,W,13,22,59.1,151,2,52,338,6.5,2,74,489,6.6,4,37,23
Arizona,95,2005-09-17,3,,Purdue,38,L,23,40,57.5,283,3,24,13,0.5,0,64,296,4.6,3,24,-7
Arizona St.,96,2005-09-17,3,,Northwestern,35,W,27,39,69.2,483,5,45,290,6.4,2,84,773,9.2,7,52,31
Arkansas,108,2005-09-17,3,@,USC,103,L,12,26,46.2,129,2,52,197,3.8,0,78,326,4.2,2,17,-53
Arkansas St.,122,2005-09-17,3,@,Oklahoma St.,46,L,11,24,45.8,122,0,47,200,4.3,1,71,322,4.5,1,10,-10
Army,65,2005-09-17,2,,Baylor,41,L,19,37,51.4,228,1,40,56,1.4,0,77,284,3.7,1,10,-10
Auburn,109,2005-09-17,3,,Ball St.,72,W,17,22,77.3,182,1,35,390,11.1,7,57,572,10.0,9,63,60
Ball St.,72,2005-09-17,3,@,Auburn,109,L,14,26,53.8,127,0,29,93,3.2,0,55,220,4.0,0,3,-60
Baylor,41,2005-09-17,3,@,Army,65,W,20,30,66.7,205,1,37,146,3.9,1,67,351,5.2,2,20,10
Boston College,13,2005-09-17,3,,Florida St.,16,L,27,42,64.3,240,1,48,140,2.9,1,90,380,4.2,2,17,-11
Buffalo,74,2005-09-17,3,,Rutgers,39,L,25,41,61.0,228,0,44,121,2.8,0,85,349,4.1,0,3,-14
California,97,2005-09-17,3,,Illinois,27,W,8,18,44.4,121,1,35,294,8.4,3,53,415,7.8,5,35,15
Central Michigan,75,2005-09-17,3,@,Penn State,37,L,25,38,65.8,158,0,39,14,0.4,0,77,172,2.2,0,3,-37
Cincinnati,2,2005-09-17,3,,Western Carolina,234,W,10,24,41.7,88,0,41,185,4.5,1,65,273,4.2,1,7,4
Clemson,14,2005-09-17,3,,Miami (FL),19,L,31,55,56.4,288,2,22,90,4.1,1,77,378,4.9,3,30,-6
Connecticut,3,2005-09-17,3,@,Georgia Tech,17,L,7,25,28.0,67,0,33,129,3.9,1,58,196,3.4,1,13,-15
Duke,15,2005-09-17,3,,VMI,233,W,13,23,56.5,116,1,45,235,5.2,4,68,351,5.2,5,40,26
East Carolina,4,2005-09-17,2,@,Wake Forest,26,L,20,45,44.4,292,3,26,118,4.5,1,71,410,5.8,4,34,-10
Eastern Michigan,76,2005-09-17,3,@,Michigan,31,L,15,30,50.0,119,0,24,15,0.6,0,54,134,2.5,0,0,-55
Florida,110,2005-09-17,3,,Tennessee,118,W,17,26,65.4,179,0,37,68,1.8,1,63,247,3.9,1,16,9
Florida Atlantic,52,2005-09-17,3,@,Minnesota,33,L,13,30,43.3,154,0,39,92,2.4,1,69,246,3.6,1,7,-39
Florida St.,16,2005-09-17,3,@,Boston College,13,W,20,38,52.6,231,2,19,13,0.7,1,57,244,4.3,4,28,11
Fresno St.,86,2005-09-17,2,@,Oregon,99,L,33,43,76.7,418,3,28,112,4.0,1,71,530,7.5,4,34,-3
Georgia,111,2005-09-17,3,,UL Monroe,130,W,16,24,66.7,263,1,29,280,9.7,3,53,543,10.2,5,44,37
Georgia Tech,17,2005-09-17,3,,Connecticut,3,W,11,30,36.7,142,1,54,165,3.1,2,84,307,3.7,4,28,15
Idaho,133,2005-09-17,3,@,Washington,105,L,20,30,66.7,190,0,31,-4,-0.1,0,61,186,3.0,0,6,-28
Illinois,27,2005-09-17,3,@,California,97,L,21,37,56.8,228,0,43,109,2.5,2,80,337,4.2,2,20,-15
Indiana,28,2005-09-17,3,,Kentucky,112,W,17,22,77.3,135,4,60,305,5.1,1,82,440,5.4,5,38,24
Iowa,29,2005-09-17,3,,Northern Iowa,186,W,18,23,78.3,265,2,39,231,5.9,3,62,496,8.0,6,45,24
Kansas,43,2005-09-17,3,,Louisiana Tech,54,W,19,31,61.3,236,3,32,41,1.3,1,63,277,4.4,4,34,20
Kent State,77,2005-09-17,3,,Miami (OH),78,L,31,58,53.4,338,1,16,31,1.9,0,74,369,5.0,1,10,-17
Kentucky,112,2005-09-17,3,@,Indiana,28,L,11,20,55.0,140,1,25,77,3.1,1,45,217,4.8,2,14,-24
Louisiana,126,2005-09-17,3,,Northwestern State,243,W,18,28,64.3,222,3,42,322,7.7,4,70,544,7.8,7,49,21
Louisiana Tech,54,2005-09-17,2,@,Kansas,43,L,26,46,56.5,257,2,30,38,1.3,0,76,295,3.9,2,14,-20
UL Monroe,130,2005-09-17,3,@,Georgia,111,L,18,34,52.9,123,0,38,88,2.3,1,72,211,2.9,1,7,-37
Louisville,18,2005-09-17,2,,Oregon St.,100,W,21,25,84.0,428,6,25,125,5.0,2,50,553,11.1,9,63,36
Maryland,30,2005-09-17,3,,West Virginia,50,L,20,31,64.5,291,2,29,50,1.7,0,60,341,5.7,2,19,-12
Memphis,6,2005-09-17,2,,Chattanooga,227,W,17,23,73.9,194,3,54,398,7.4,5,77,592,7.7,8,59,45
Miami (FL),19,2005-09-17,2,@,Clemson,14,W,16,26,61.5,152,1,52,195,3.8,3,78,347,4.4,4,36,6
Miami (OH),78,2005-09-17,3,@,Kent State,77,W,22,37,59.5,251,2,51,176,3.5,1,88,427,4.9,3,27,17
Michigan,31,2005-09-17,3,,Eastern Michigan,76,W,20,28,71.4,233,3,56,232,4.1,4,84,465,5.5,7,55,55
Michigan St.,32,2005-09-17,3,@,Notre Dame,70,W,16,27,59.3,327,3,36,161,4.5,2,63,488,7.7,6,44,3
Middle Tennessee,56,2005-09-17,3,,Akron,71,L,23,40,57.5,157,1,23,54,2.3,0,63,211,3.3,1,7,-10
Minnesota,33,2005-09-17,3,,Florida Atlantic,52,W,10,21,47.6,230,2,48,349,7.3,4,69,579,8.4,6,46,39
Mississippi St.,114,2005-09-17,3,N,Tulane,11,W,13,26,50.0,108,2,30,117,3.9,1,56,225,4.0,3,21,7
Missouri,115,2005-09-17,3,,Troy,129,W,26,37,70.3,211,1,49,303,6.2,4,86,514,6.0,6,52,31
Nebraska,34,2005-09-17,3,,Pittsburgh,22,W,10,20,50.0,93,0,48,174,3.6,1,68,267,3.9,1,7,1
Nevada,88,2005-09-17,2,,UNLV,92,W,21,33,63.6,265,0,49,131,2.7,2,82,396,4.8,2,22,8
New Mexico,89,2005-09-17,3,,New Mexico State,69,W,14,22,63.6,170,2,52,314,6.0,3,74,484,6.5,5,38,17
New Mexico State,69,2005-09-17,3,@,New Mexico,89,L,14,32,43.8,263,1,34,98,2.9,2,66,361,5.5,3,21,-17
North Carolina,21,2005-09-17,2,,Wisconsin,40,L,16,37,43.2,281,0,25,57,2.3,0,62,338,5.5,0,5,-9
NC State,20,2005-09-17,2,,Eastern Kentucky,203,W,18,28,64.3,286,4,42,189,4.5,3,70,475,6.8,7,54,44
North Texas,57,2005-09-17,2,,Tulsa,12,L,10,22,45.5,59,0,36,70,1.9,0,58,129,2.2,0,2,-52
Northern Illinois,79,2005-09-17,3,,Tennessee Tech,208,W,15,24,62.5,265,4,40,326,8.2,2,64,591,9.2,6,42,39
Northwestern,35,2005-09-17,3,@,Arizona St.,96,L,25,38,65.8,236,3,32,180,5.6,0,70,416,5.9,3,21,-31
Notre Dame,70,2005-09-17,3,,Michigan St.,32,L,33,60,55.0,487,5,38,107,2.8,0,98,594,6.1,5,41,-3
Ohio,80,2005-09-17,3,@,Virginia Tech,25,L,10,23,43.5,102,0,32,87,2.7,0,55,189,3.4,0,0,-45
Ohio St.,36,2005-09-17,3,,San Diego St.,90,W,23,36,63.9,196,0,46,179,3.9,3,82,375,4.6,3,27,21
Oklahoma,45,2005-09-17,3,@,UCLA,102,L,20,29,69.0,241,0,45,157,3.5,3,74,398,5.4,3,24,-17
Oklahoma St.,46,2005-09-17,3,,Arkansas St.,122,W,8,21,38.1,148,1,31,125,4.0,1,52,273,5.3,2,20,10
Ole Miss,116,2005-09-17,2,@,Vanderbilt,120,L,17,35,48.6,276,1,28,124,4.4,1,63,400,6.3,3,23,-8
Oregon,99,2005-09-17,3,,Fresno St.,86,W,28,39,71.8,332,4,37,160,4.3,1,76,492,6.5,5,37,3
Oregon St.,100,2005-09-17,3,@,Louisville,18,L,33,59,55.9,377,1,35,42,1.2,2,94,419,4.5,3,27,-36
Penn State,37,2005-09-17,3,,Central Michigan,75,W,22,36,61.1,381,4,31,138,4.5,1,67,519,7.7,5,40,37
Pittsburgh,22,2005-09-17,3,@,Nebraska,34,L,11,28,39.3,190,0,36,114,3.2,0,64,304,4.8,0,6,-1
Purdue,38,2005-09-17,2,@,Arizona,95,W,7,18,38.9,140,0,45,239,5.3,4,63,379,6.0,4,31,7
Rice,59,2005-09-17,2,@,Texas,48,L,4,15,26.7,99,0,46,110,2.4,1,61,209,3.4,1,10,-41
Rutgers,39,2005-09-17,3,@,Buffalo,74,W,14,29,48.3,150,2,32,138,4.3,0,61,288,4.7,2,17,14
San Diego St.,90,2005-09-17,3,@,Ohio St.,36,L,14,22,63.6,166,1,19,13,0.7,0,41,179,4.4,1,6,-21
SMU,8,2005-09-17,3,@,Texas A&M,119,L,23,45,51.1,309,1,26,39,1.5,0,71,348,4.9,1,8,-58
South Carolina,117,2005-09-17,3,,Alabama,107,L,21,39,53.8,185,1,19,71,3.7,1,58,256,4.4,2,14,-23
South Florida,9,2005-09-17,3,,Central Florida,1,W,11,17,64.7,100,1,66,326,4.9,3,83,426,5.1,4,31,17
Southern Miss,60,2005-09-17,2,,McNeese State,241,W,20,32,62.5,259,2,50,197,3.9,4,82,456,5.6,6,48,28
Stanford,101,2005-09-17,2,,UC Davis,142,L,8,21,38.1,118,0,30,74,2.5,0,51,192,3.8,2,17,-3
Syracuse,23,2005-09-17,3,,Virginia,24,L,17,26,65.4,172,1,36,80,2.2,2,62,252,4.1,3,24,-3
Temple,10,2005-09-17,3,,Toledo,81,L,18,38,47.4,245,1,34,136,4.0,1,72,381,5.3,2,17,-25
Tennessee,118,2005-09-17,2,@,Florida,110,L,16,35,45.7,147,1,25,66,2.6,0,60,213,3.6,1,7,-9
Texas,48,2005-09-17,3,,Rice,59,W,11,18,61.1,122,0,47,361,7.7,5,65,483,7.4,7,51,41
Texas A&M,119,2005-09-17,2,,SMU,8,W,18,27,66.7,405,5,44,309,7.0,3,71,714,10.1,9,66,58
Texas Tech,49,2005-09-17,2,,Sam Houston State,244,W,41,55,74.5,650,6,26,120,4.6,5,81,770,9.5,11,80,59
Toledo,81,2005-09-17,3,@,Temple,10,W,23,32,71.9,197,4,33,196,5.9,1,65,393,6.0,6,42,25
Troy,129,2005-09-17,3,@,Missouri,115,L,22,42,52.4,260,2,30,74,2.5,1,72,334,4.6,3,21,-31
Tulane,11,2005-09-17,1,N,Mississippi St.,114,L,27,48,56.3,206,1,35,87,2.5,1,83,293,3.5,2,14,-7
Tulsa,12,2005-09-17,3,@,North Texas,57,W,13,22,59.1,193,2,41,213,5.2,4,63,406,6.4,7,54,52
UAB,61,2005-09-17,3,,Jacksonville State,204,W,16,24,66.7,231,2,40,151,3.8,3,64,382,6.0,5,35,7
Central Florida,1,2005-09-17,2,@,South Florida,9,L,19,40,47.5,208,1,20,45,2.3,1,60,253,4.2,2,14,-17
UCLA,102,2005-09-17,3,,Oklahoma,45,W,28,38,73.7,314,3,30,83,2.8,1,68,397,5.8,5,41,17
UNLV,92,2005-09-17,3,@,Nevada,88,L,7,26,26.9,58,1,34,205,6.0,1,60,263,4.4,2,14,-8
USC,103,2005-09-17,2,,Arkansas,108,W,23,34,67.6,445,6,33,291,8.8,4,67,736,11.0,10,70,53
Vanderbilt,120,2005-09-17,3,,Ole Miss,116,W,24,41,58.5,314,0,49,209,4.3,4,90,523,5.8,4,31,8
Virginia,24,2005-09-17,2,@,Syracuse,23,W,16,26,61.5,145,1,44,271,6.2,2,70,416,5.9,3,27,3
Virginia Tech,25,2005-09-17,3,,Ohio,80,W,14,19,73.7,257,3,53,218,4.1,3,72,475,6.6,6,45,45
Wake Forest,26,2005-09-17,3,,East Carolina,4,W,10,17,58.8,69,1,65,407,6.3,4,82,476,5.8,5,44,10
Washington,105,2005-09-17,3,,Idaho,133,W,10,18,55.6,148,1,39,192,4.9,3,57,340,6.0,4,34,28
Washington St.,106,2005-09-17,3,,Grambling,251,W,22,35,62.9,311,3,48,204,4.3,3,83,515,6.2,6,48,41
West Virginia,50,2005-09-17,3,@,Maryland,30,W,8,11,72.7,86,0,64,301,4.7,4,75,387,5.2,4,31,12
Western Michigan,82,2005-09-17,3,,Southern Illinois,189,W,27,46,58.7,268,3,36,172,4.8,1,82,440,5.4,4,34,6
Wisconsin,40,2005-09-17,3,@,North Carolina,21,W,14,23,60.9,138,0,52,166,3.2,2,75,304,4.1,2,14,9
