School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
Stanford,101,2005-11-26,11,,Notre Dame,70,L,23,36,63.9,347,3,25,-11,-0.4,0,61,336,5.5,4,31,-7
Syracuse,23,2005-11-26,11,@,Louisville,18,L,19,41,46.3,259,1,28,43,1.5,1,69,302,4.4,2,17,-24
Tennessee,118,2005-11-26,11,@,Kentucky,112,W,17,25,68.0,221,2,38,150,3.9,0,63,371,5.9,3,27,19
Troy,129,2005-11-26,11,,Middle Tennessee,56,L,18,32,56.3,230,1,29,74,2.6,0,61,304,5.0,1,7,-10
Tulane,11,2005-11-26,11,@,Southern Miss,60,L,11,27,40.7,155,1,32,111,3.5,0,59,266,4.5,1,7,-19
UAB,61,2005-11-26,11,@,East Carolina,4,L,23,43,53.5,278,0,31,130,4.2,2,74,408,5.5,2,23,-8
Utah St.,93,2005-11-26,11,@,New Mexico State,69,W,14,20,70.0,182,2,50,213,4.3,1,70,395,5.6,3,24,3
UTEP,62,2005-11-26,11,@,SMU,8,L,27,46,58.7,360,3,32,95,3.0,1,78,455,5.8,4,27,-13
Virginia,24,2005-11-26,11,@,Miami (FL),19,L,16,29,55.2,296,2,41,111,2.7,0,70,407,5.8,2,17,-8
Virginia Tech,25,2005-11-26,11,,North Carolina,21,W,8,15,53.3,61,1,53,277,5.2,3,68,338,5.0,4,30,27
Akron,71,2005-12-01,12,N,Northern Illinois,79,W,30,52,57.7,413,1,32,105,3.3,3,84,518,6.2,4,31,1
Northern Illinois,79,2005-12-01,12,N,Akron,71,L,7,17,41.2,110,1,52,250,4.8,2,69,360,5.2,3,30,-1
Fresno St.,86,2005-12-02,12,,Louisiana Tech,54,L,33,54,61.1,358,3,24,86,3.6,0,78,444,5.7,4,28,-12
Louisiana Tech,54,2005-12-02,11,@,Fresno St.,86,W,13,22,59.1,251,3,53,147,2.8,2,75,398,5.3,5,40,12
Army,65,2005-12-03,11,N,Navy,7,L,23,35,65.7,255,3,34,82,2.4,0,69,337,4.9,3,23,-19
Colorado,98,2005-12-03,12,N,Texas,48,L,15,32,46.9,109,0,26,82,3.2,0,58,191,3.3,0,3,-67
Connecticut,3,2005-12-03,11,,Louisville,18,L,18,32,56.3,255,3,38,87,2.3,0,70,342,4.9,3,20,-10
Florida Intl,53,2005-12-03,11,,Middle Tennessee,56,W,22,32,68.8,314,2,24,124,5.2,3,56,438,7.8,5,35,4
Florida St.,16,2005-12-03,12,N,Virginia Tech,25,W,21,35,60.0,225,1,24,47,2.0,1,59,272,4.6,3,27,5
Georgia,111,2005-12-03,12,N,LSU,113,W,6,12,50.0,112,2,42,138,3.3,1,54,250,4.6,4,34,20
Hawaii,87,2005-12-03,12,,San Diego St.,90,W,25,39,64.1,326,5,39,262,6.7,2,78,588,7.5,7,49,11
Louisville,18,2005-12-03,11,@,Connecticut,3,W,16,25,64.0,271,1,51,200,3.9,3,76,471,6.2,4,30,10
LSU,113,2005-12-03,12,N,Georgia,111,L,14,30,46.7,156,1,36,74,2.1,1,66,230,3.5,2,14,-20
Middle Tennessee,56,2005-12-03,11,@,Florida Intl,53,L,27,38,71.1,316,3,38,107,2.8,1,76,423,5.6,4,31,-4
Navy,7,2005-12-03,11,N,Army,65,W,3,6,50.0,41,0,58,490,8.4,6,64,531,8.3,6,42,19
San Diego St.,90,2005-12-03,12,@,Hawaii,87,L,33,51,64.7,421,3,37,133,3.6,2,88,554,6.3,5,38,-11
South Florida,9,2005-12-03,11,,West Virginia,50,L,19,38,50.0,221,0,43,149,3.5,1,81,370,4.6,1,13,-15
Texas,48,2005-12-03,12,N,Colorado,98,W,16,19,84.2,218,3,57,268,4.7,6,76,486,6.4,10,70,67
Tulsa,12,2005-12-03,12,@,Central Florida,1,W,13,20,65.0,205,2,48,196,4.1,3,68,401,5.9,5,44,17
Central Florida,1,2005-12-03,12,,Tulsa,12,L,13,27,48.1,190,1,35,149,4.3,1,62,339,5.5,3,27,-17
UCLA,102,2005-12-03,11,@,USC,103,L,14,32,43.8,146,1,33,129,3.9,1,65,275,4.2,2,19,-47
USC,103,2005-12-03,12,,UCLA,102,W,23,44,52.3,249,3,51,430,8.4,5,95,679,7.1,9,66,47
Virginia Tech,25,2005-12-03,12,N,Florida St.,16,L,26,52,50.0,335,1,31,41,1.3,2,83,376,4.5,3,22,-5
West Virginia,50,2005-12-03,11,@,South Florida,9,W,5,10,50.0,89,1,44,305,6.9,3,54,394,7.3,4,28,15
Arkansas St.,122,2005-12-20,12,N,Southern Miss,60,L,10,19,52.6,213,1,40,119,3.0,1,59,332,5.6,2,19,-12
Southern Miss,60,2005-12-20,12,N,Arkansas St.,122,W,17,32,53.1,253,2,50,192,3.8,2,82,445,5.4,4,31,12
Toledo,81,2005-12-21,12,N,UTEP,62,W,19,32,59.4,304,5,39,164,4.2,0,71,468,6.6,6,45,32
UTEP,62,2005-12-21,12,N,Toledo,81,L,17,41,41.5,192,1,28,63,2.3,0,69,255,3.7,1,13,-32
BYU,66,2005-12-22,12,N,California,97,L,35,53,66.0,352,3,27,94,3.5,1,80,446,5.6,4,28,-7
California,97,2005-12-22,12,N,BYU,66,W,16,23,69.6,228,2,43,241,5.6,3,66,469,7.1,5,35,7
Colorado St.,85,2005-12-22,12,N,Navy,7,L,28,39,71.8,431,3,34,141,4.1,1,73,572,7.8,4,30,-21
Navy,7,2005-12-22,12,N,Colorado St.,85,W,5,11,45.5,144,2,69,467,6.8,5,80,611,7.6,7,51,21
Houston,5,2005-12-23,12,N,Kansas,43,L,20,44,45.5,214,0,24,30,1.3,1,68,244,3.6,1,13,-29
Kansas,43,2005-12-23,12,N,Houston,5,W,21,32,65.6,340,4,39,198,5.1,0,71,538,7.6,6,42,29
Nevada,88,2005-12-24,12,N,Central Florida,1,W,22,32,68.8,254,1,51,369,7.2,6,83,623,7.5,7,49,1
Central Florida,1,2005-12-24,13,N,Nevada,88,L,19,36,52.8,301,3,44,254,5.8,3,80,555,6.9,6,48,-1
Akron,71,2005-12-26,13,N,Memphis,6,L,34,59,57.6,455,4,23,47,2.0,0,82,502,6.1,4,31,-7
Memphis,6,2005-12-26,12,N,Akron,71,W,7,14,50.0,170,0,58,346,6.0,4,72,516,7.2,4,38,7
Arizona St.,96,2005-12-27,12,,Rutgers,39,W,23,35,65.7,467,4,45,212,4.7,2,80,679,8.5,6,45,5
Clemson,14,2005-12-27,12,N,Colorado,98,W,21,29,72.4,205,0,38,160,4.2,2,67,365,5.4,2,19,9
Colorado,98,2005-12-27,13,N,Clemson,14,L,11,24,45.8,107,1,29,17,0.6,0,53,124,2.3,1,10,-9
Rutgers,39,2005-12-27,12,@,Arizona St.,96,L,24,38,63.2,374,3,32,158,4.9,1,70,532,7.6,4,40,-5
Boise St.,84,2005-12-28,13,,Boston College,13,L,23,41,56.1,317,1,27,43,1.6,1,68,360,5.3,3,21,-6
Boston College,13,2005-12-28,12,@,Boise St.,84,W,19,36,52.8,256,3,43,127,3.0,0,79,383,4.8,3,27,6
Michigan,31,2005-12-28,12,N,Nebraska,34,L,21,43,48.8,270,3,42,130,3.1,1,85,400,4.7,4,28,-4
Nebraska,34,2005-12-28,12,N,Michigan,31,W,14,31,45.2,167,3,37,151,4.1,1,68,318,4.7,4,32,4
Georgia Tech,17,2005-12-29,12,N,Utah,104,L,18,38,47.4,258,1,37,127,3.4,0,75,385,5.1,1,10,-28
Oklahoma,45,2005-12-29,12,N,Oregon,99,W,17,30,56.7,229,1,40,132,3.3,1,70,361,5.2,2,17,3
Oregon,99,2005-12-29,12,N,Oklahoma,45,L,25,44,56.8,243,1,32,84,2.6,1,76,327,4.3,2,14,-3
Utah,104,2005-12-29,12,N,Georgia Tech,17,W,30,42,71.4,381,4,35,169,4.8,1,77,550,7.1,5,38,28
LSU,113,2005-12-30,13,N,Miami (FL),19,W,13,22,59.1,196,2,56,272,4.9,2,78,468,6.0,4,40,37
Miami (FL),19,2005-12-30,12,N,LSU,113,L,10,23,43.5,100,0,23,53,2.3,0,46,153,3.3,0,3,-37
Minnesota,33,2005-12-30,12,N,Virginia,24,L,18,28,64.3,263,4,51,198,3.9,0,79,461,5.8,4,31,-3
Missouri,115,2005-12-30,12,N,South Carolina,117,W,23,43,53.5,301,1,40,203,5.1,3,83,504,6.1,5,38,7
Northwestern,35,2005-12-30,12,N,UCLA,102,L,38,70,54.3,416,2,32,168,5.3,1,102,584,5.7,5,38,-12
South Carolina,117,2005-12-30,12,N,Missouri,115,L,20,38,52.6,266,2,32,142,4.4,2,70,408,5.8,4,31,-7
UCLA,102,2005-12-30,12,N,Northwestern,35,W,10,24,41.7,143,3,50,310,6.2,2,74,453,6.1,7,50,12
Virginia,24,2005-12-30,12,N,Minnesota,33,W,26,33,78.8,365,2,30,103,3.4,2,63,468,7.4,4,34,3
Fresno St.,86,2005-12-31,13,N,Tulsa,12,L,19,30,63.3,213,1,47,208,4.4,2,77,421,5.5,3,24,-7
Iowa St.,42,2005-12-31,12,N,TCU,47,L,20,33,60.6,254,3,25,34,1.4,0,58,288,5.0,3,24,-3
NC State,20,2005-12-31,12,N,South Florida,9,W,9,19,47.4,127,1,47,173,3.7,1,66,300,4.5,2,14,14
South Florida,9,2005-12-31,12,N,NC State,20,L,10,30,33.3,159,0,44,136,3.1,0,74,295,4.0,0,0,-14
TCU,47,2005-12-31,12,N,Iowa St.,42,W,21,33,63.6,275,1,46,135,2.9,2,79,410,5.2,3,27,3
Tulsa,12,2005-12-31,13,N,Fresno St.,86,W,18,27,66.7,234,1,28,196,7.0,3,55,430,7.8,4,31,7
Alabama,107,2006-01-02,12,N,Texas Tech,49,W,19,31,61.3,275,1,44,145,3.3,0,75,420,5.6,1,13,3
Auburn,109,2006-01-02,12,N,Wisconsin,40,L,15,33,45.5,137,1,35,99,2.8,0,68,236,3.5,1,10,-14
Florida,110,2006-01-02,12,N,Iowa,29,W,25,40,62.5,278,2,42,169,4.0,0,82,447,5.5,4,31,7
Georgia,111,2006-01-02,13,N,West Virginia,50,L,20,33,60.6,277,3,28,224,8.0,2,61,501,8.2,5,35,-3
Iowa,29,2006-01-02,12,N,Florida,110,L,32,55,58.2,346,3,20,64,3.2,0,75,410,5.5,3,24,-7
Louisville,18,2006-01-02,12,N,Virginia Tech,25,L,15,37,40.5,216,3,30,127,4.2,0,67,343,5.1,3,24,-11
Notre Dame,70,2006-01-02,12,N,Ohio St.,36,L,29,45,64.4,286,0,28,62,2.2,3,73,348,4.8,3,20,-14
Ohio St.,36,2006-01-02,12,N,Notre Dame,70,W,19,28,67.9,342,2,36,275,7.6,2,64,617,9.6,4,34,14
Texas Tech,49,2006-01-02,12,N,Alabama,107,L,16,36,44.4,226,1,24,103,4.3,0,60,329,5.5,1,10,-3
Virginia Tech,25,2006-01-02,13,N,Louisville,18,W,11,21,52.4,203,2,48,187,3.9,1,69,390,5.7,4,35,11
West Virginia,50,2006-01-02,12,N,Georgia,111,W,11,14,78.6,120,1,63,382,6.1,4,77,502,6.5,5,38,3
Wisconsin,40,2006-01-02,13,N,Auburn,109,W,15,27,55.6,301,2,42,247,5.9,1,69,548,7.9,3,24,14
Florida St.,16,2006-01-03,13,N,Penn State,37,L,24,43,55.8,258,1,26,26,1.0,1,69,284,4.1,3,23,-3
Penn State,37,2006-01-03,12,N,Florida St.,16,W,21,39,53.8,253,1,48,138,2.9,2,87,391,4.5,3,26,3
Texas,48,2006-01-04,13,@,USC,103,W,30,40,75.0,267,0,36,289,8.0,5,76,556,7.3,5,41,3
USC,103,2006-01-04,13,,Texas,48,L,29,41,70.7,365,1,41,209,5.1,4,82,574,7.0,5,38,-3
