School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Tulsa,12,2009-09-04,1,@,Tulane,11,W,37,13,24,15,20,75.0,211,1,0,43,201,4.7,2,13,5,1,1,4,19,32,59.4,325,1,34,39,1.1,0,0,2,2,1
Air Force,83,2009-09-05,1,,Nicholls State,242,W,72,0,72,5,7,71.4,102,1,0,68,474,7.0,8,6,3,0,0,10,7,13,53.8,61,0,44,90,2.0,0,4,0,4,0
Akron,71,2009-09-05,1,@,Penn State,37,L,7,31,-24,13,24,54.2,158,1,1,30,28,0.9,0,5,1,0,1,1,32,44,72.7,379,3,30,136,4.5,1,1,1,2,4
Alabama,107,2009-09-05,1,N,Virginia Tech,25,W,34,24,10,15,30,50.0,230,1,1,49,268,5.5,2,9,5,1,2,3,9,20,45.0,91,0,31,64,2.1,2,2,0,2,3
Arizona,95,2009-09-05,1,,Central Michigan,75,W,19,6,13,19,30,63.3,202,0,1,46,246,5.3,1,3,2,1,2,1,18,31,58.1,108,0,20,74,3.7,1,1,1,2,1
Arizona St.,96,2009-09-05,1,,Idaho State,134,W,50,3,47,17,30,56.7,208,1,0,39,199,5.1,3,10,2,0,0,5,9,20,45.0,42,0,27,-5,-0.2,0,1,4,5,0
Arkansas,108,2009-09-05,1,,Missouri State,184,W,48,10,38,30,41,73.2,447,3,1,30,144,4.8,2,8,3,0,1,6,13,22,59.1,123,0,36,82,2.3,1,0,2,2,1
Arkansas St.,122,2009-09-05,1,,Mississippi Valley State,253,W,61,0,61,9,14,64.3,138,1,0,53,358,6.8,8,9,4,1,1,9,6,16,37.5,39,0,28,30,1.1,0,2,0,2,0
Army,65,2009-09-05,1,@,Eastern Michigan,76,W,27,14,13,2,5,40.0,8,0,0,49,300,6.1,4,9,6,1,1,4,18,31,58.1,183,1,29,40,1.4,1,1,2,3,2
Auburn,109,2009-09-05,1,,Louisiana Tech,54,W,37,13,24,17,27,63.0,255,2,0,52,301,5.8,2,7,3,2,2,4,18,33,54.5,149,1,37,96,2.6,0,1,1,2,1
Baylor,41,2009-09-05,1,@,Wake Forest,26,W,24,21,3,16,25,64.0,169,2,0,37,197,5.3,1,5,3,1,1,3,20,31,64.5,143,2,34,126,3.7,1,1,3,4,3
Boston College,13,2009-09-05,1,,Northeastern,369,W,54,0,54,15,22,68.2,205,2,0,38,236,6.2,4,9,0,0,0,7,8,14,57.1,49,0,40,82,2.1,0,0,0,0,0
BYU,66,2009-09-05,1,N,Oklahoma,45,W,14,13,1,26,38,68.4,329,2,2,33,28,0.8,0,4,1,2,4,2,16,26,61.5,147,1,31,118,3.8,0,2,0,2,1
Buffalo,74,2009-09-05,1,@,UTEP,62,W,23,17,6,12,19,63.2,159,1,0,42,150,3.6,2,2,1,0,0,3,27,46,58.7,233,0,29,139,4.8,2,0,0,0,2
California,97,2009-09-05,1,,Maryland,30,W,52,13,39,17,27,63.0,298,4,0,36,246,6.8,3,11,6,0,0,7,17,30,56.7,176,0,44,139,3.2,1,2,0,2,1
Central Michigan,75,2009-09-05,1,@,Arizona,95,L,6,19,-13,18,31,58.1,108,0,1,20,74,3.7,1,4,1,1,2,1,19,30,63.3,202,0,46,246,5.3,1,1,1,2,1
Clemson,14,2009-09-05,1,,Middle Tennessee,56,W,37,14,23,9,21,42.9,159,2,1,47,202,4.3,0,6,3,1,2,4,21,44,47.7,207,1,37,92,2.5,0,0,3,3,2
Connecticut,3,2009-09-05,1,@,Ohio,80,W,23,16,7,11,24,45.8,127,2,3,49,259,5.3,1,5,3,1,4,3,15,28,53.6,186,2,32,61,1.9,0,1,1,2,2
Duke,15,2009-09-05,1,,Richmond,159,L,16,24,-8,34,55,61.8,350,2,0,16,19,1.2,0,1,0,0,0,2,13,24,54.2,157,0,40,125,3.1,2,0,0,0,3
East Carolina,4,2009-09-05,1,,Appalachian St.,121,W,29,24,5,12,27,44.4,131,1,2,35,189,5.4,2,11,3,0,2,3,14,25,56.0,144,0,48,102,2.1,3,0,1,1,3
Eastern Michigan,76,2009-09-05,1,,Army,65,L,14,27,-13,18,31,58.1,183,1,2,29,40,1.4,1,5,2,1,3,2,2,5,40.0,8,0,49,300,6.1,4,1,0,1,4
Florida,110,2009-09-05,1,,Charleston Southern,145,W,62,3,59,18,27,66.7,255,3,0,33,369,11.2,5,4,0,0,0,9,28,49,57.1,228,0,27,95,3.5,0,0,1,1,0
Florida Atlantic,52,2009-09-05,1,@,Nebraska,34,L,3,49,-46,20,41,48.8,236,0,2,35,132,3.8,0,2,0,1,3,0,17,25,68.0,231,2,32,259,8.1,5,0,1,1,7
Fresno St.,86,2009-09-05,1,,UC Davis,142,W,51,0,51,8,13,61.5,201,1,1,52,310,6.0,5,3,0,1,2,7,19,42,45.2,188,0,20,43,2.2,0,0,1,1,0
Georgia,111,2009-09-05,1,@,Oklahoma St.,46,L,10,24,-14,15,30,50.0,162,1,1,30,95,3.2,0,2,0,2,3,1,11,22,50.0,135,2,46,172,3.7,1,0,0,0,3
Georgia Tech,17,2009-09-05,1,,Jacksonville State,204,W,37,17,20,7,12,58.3,162,1,0,50,335,6.7,3,6,3,3,3,5,23,38,60.5,193,2,33,98,3.0,0,1,1,2,2
Houston,5,2009-09-05,1,,Northwestern State,243,W,55,7,48,32,44,72.7,447,5,0,27,91,3.4,3,4,1,1,1,8,22,36,61.1,106,1,40,157,3.9,0,3,0,3,1
Idaho,133,2009-09-05,1,@,New Mexico State,69,W,21,6,15,11,22,50.0,179,2,1,32,171,5.3,1,3,1,0,1,3,22,34,64.7,235,0,33,104,3.2,1,2,1,3,1
Illinois,27,2009-09-05,1,N,Missouri,115,L,9,37,-28,22,37,59.5,215,0,1,35,110,3.1,1,10,2,1,2,1,26,35,74.3,325,3,37,117,3.2,1,0,0,0,4
Iowa,29,2009-09-05,1,,Northern Iowa,186,W,17,16,1,22,34,64.7,242,1,0,31,87,2.8,1,5,2,2,2,2,23,38,60.5,270,1,32,84,2.6,0,1,0,1,1
Kansas,43,2009-09-05,1,,Northern Colorado,138,W,49,3,46,15,22,68.2,219,2,0,47,328,7.0,5,7,3,0,0,7,20,31,64.5,172,0,25,74,3.0,0,2,0,2,0
Kansas St.,44,2009-09-05,1,,Massachusetts,68,W,21,17,4,14,27,51.9,182,2,1,48,225,4.7,1,2,1,2,3,3,10,34,29.4,102,1,26,110,4.2,0,0,2,2,2
Kentucky,112,2009-09-05,1,N,Miami (OH),78,W,42,0,42,20,31,64.5,243,2,0,49,245,5.0,3,3,2,0,0,6,13,34,38.2,126,0,22,62,2.8,0,0,2,2,0
Louisiana,126,2009-09-05,1,,Southern,255,W,42,19,23,19,25,76.0,325,3,0,39,208,5.3,3,3,0,2,2,6,20,34,58.8,265,2,36,115,3.2,1,0,3,3,3
Louisiana Tech,54,2009-09-05,1,@,Auburn,109,L,13,37,-24,18,33,54.5,149,1,1,37,96,2.6,0,3,0,1,2,1,17,27,63.0,255,2,52,301,5.8,2,2,0,2,4
UL Monroe,130,2009-09-05,1,@,Texas,48,L,20,59,-39,14,30,46.7,197,1,1,35,101,2.9,1,4,1,2,3,2,25,35,71.4,363,2,49,199,4.1,5,2,1,3,8
Louisville,18,2009-09-05,1,,Indiana State,183,W,30,10,20,20,35,57.1,243,0,2,30,176,5.9,3,6,0,0,2,3,10,21,47.6,82,0,31,19,0.6,1,1,3,4,1
LSU,113,2009-09-05,1,@,Washington,105,W,31,23,8,11,19,57.9,172,3,0,29,149,5.1,0,8,2,1,1,4,25,45,55.6,321,2,38,157,4.1,0,1,1,2,2
Marshall,55,2009-09-05,1,,Southern Illinois,189,W,31,28,3,27,36,75.0,316,3,1,36,72,2.0,1,4,2,1,2,4,22,38,57.9,206,2,28,105,3.8,2,2,1,3,4
Maryland,30,2009-09-05,1,@,California,97,L,13,52,-39,17,30,56.7,176,0,0,44,139,3.2,1,3,2,2,2,1,17,27,63.0,298,4,36,246,6.8,3,0,0,0,7
Miami (OH),78,2009-09-05,1,N,Kentucky,112,L,0,42,-42,13,34,38.2,126,0,2,22,62,2.8,0,3,0,0,2,0,20,31,64.5,243,2,49,245,5.0,3,0,0,0,6
Michigan,31,2009-09-05,1,,Western Michigan,82,W,31,7,24,15,28,53.6,197,3,1,50,242,4.8,1,6,2,0,1,4,23,39,59.0,263,1,24,38,1.6,0,1,2,3,1
Michigan St.,32,2009-09-05,1,,Montana State,136,W,44,3,41,19,35,54.3,318,5,0,40,175,4.4,0,4,3,0,0,5,13,26,50.0,98,0,28,62,2.2,0,0,0,0,0
Middle Tennessee,56,2009-09-05,1,@,Clemson,14,L,14,37,-23,21,44,47.7,207,1,3,37,92,2.5,0,4,1,0,3,2,9,21,42.9,159,2,47,202,4.3,0,1,1,2,4
Minnesota,33,2009-09-05,1,@,Syracuse,23,W,23,20,3,19,42,45.2,248,1,1,32,112,3.5,1,7,3,1,2,2,19,31,61.3,167,1,34,90,2.6,1,1,1,2,2
Mississippi St.,114,2009-09-05,1,,Jackson State,252,W,45,7,38,16,25,64.0,172,3,0,45,238,5.3,2,8,1,2,2,6,8,20,40.0,132,0,34,62,1.8,1,3,2,5,1
Missouri,115,2009-09-05,1,N,Illinois,27,W,37,9,28,26,35,74.3,325,3,0,37,117,3.2,1,7,3,0,0,4,22,37,59.5,215,0,35,110,3.1,1,1,1,2,1
Navy,7,2009-09-05,1,@,Ohio St.,36,L,27,31,-4,9,13,69.2,156,2,1,44,186,4.2,2,1,1,2,3,4,17,26,65.4,210,1,38,153,4.0,2,0,1,1,3
Nebraska,34,2009-09-05,1,,Florida Atlantic,52,W,49,3,46,17,25,68.0,231,2,1,32,259,8.1,5,3,0,0,1,7,20,41,48.8,236,0,35,132,3.8,0,1,2,3,0
Nevada,88,2009-09-05,1,@,Notre Dame,70,L,0,35,-35,13,27,48.1,154,0,2,29,153,5.3,0,7,0,1,3,0,17,20,85.0,332,4,41,178,4.3,1,0,0,0,5
New Mexico,89,2009-09-05,1,@,Texas A&M,119,L,6,41,-35,29,40,72.5,210,0,0,24,21,0.9,0,7,2,2,2,0,32,43,74.4,361,2,47,245,5.2,3,0,0,0,5
New Mexico State,69,2009-09-05,1,,Idaho,133,L,6,21,-15,22,34,64.7,235,0,1,33,104,3.2,1,3,1,2,3,1,11,22,50.0,179,2,32,171,5.3,1,0,1,1,3
North Carolina,21,2009-09-05,1,,Citadel,228,W,40,6,34,9,22,40.9,114,2,2,44,261,5.9,2,10,2,2,4,5,22,39,56.4,123,0,20,30,1.5,0,1,3,4,0
Northern Illinois,79,2009-09-05,1,@,Wisconsin,40,L,20,28,-8,15,24,62.5,174,0,0,35,100,2.9,2,3,0,1,1,2,18,25,72.0,281,1,38,152,4.0,3,1,2,3,4
Northwestern,35,2009-09-05,1,,Towson,161,W,47,14,33,16,22,72.7,264,1,1,54,221,4.1,5,6,2,0,1,6,15,27,55.6,140,1,30,65,2.2,1,0,2,2,2
Notre Dame,70,2009-09-05,1,,Nevada,88,W,35,0,35,17,20,85.0,332,4,0,41,178,4.3,1,4,2,0,0,5,13,27,48.1,154,0,29,153,5.3,0,1,2,3,0
Ohio,80,2009-09-05,1,,Connecticut,3,L,16,23,-7,15,28,53.6,186,2,1,32,61,1.9,0,6,1,1,2,2,11,24,45.8,127,2,49,259,5.3,1,1,3,4,3
Ohio St.,36,2009-09-05,1,,Navy,7,W,31,27,4,17,26,65.4,210,1,1,38,153,4.0,2,6,2,0,1,3,9,13,69.2,156,2,44,186,4.2,2,2,1,3,4
Oklahoma,45,2009-09-05,1,N,BYU,66,L,13,14,-1,16,26,61.5,147,1,0,31,118,3.8,0,10,4,2,2,1,26,38,68.4,329,2,33,28,0.8,0,2,2,4,2
Oklahoma St.,46,2009-09-05,1,,Georgia,111,W,24,10,14,11,22,50.0,135,2,0,46,172,3.7,1,4,2,0,0,3,15,30,50.0,162,1,30,95,3.2,0,2,1,3,1
Oregon St.,100,2009-09-05,1,,Portland State,139,W,34,7,27,15,23,65.2,282,1,0,36,151,4.2,3,2,0,0,0,4,22,41,53.7,274,0,25,77,3.1,1,1,0,1,1
Penn State,37,2009-09-05,1,,Akron,71,W,31,7,24,32,44,72.7,379,3,1,30,136,4.5,1,13,4,1,2,4,13,24,54.2,158,1,30,28,0.9,0,0,1,1,1
Pittsburgh,22,2009-09-05,1,,Youngstown State,191,W,38,3,35,16,24,66.7,203,3,1,33,187,5.7,2,7,5,0,1,5,11,22,50.0,113,0,35,46,1.3,0,0,2,2,0
Purdue,38,2009-09-05,1,,Toledo,81,W,52,31,21,17,28,60.7,220,3,3,39,315,8.1,4,3,0,0,3,7,41,69,59.4,423,3,22,70,3.2,1,1,2,3,4
Rice,59,2009-09-05,1,@,UAB,61,L,24,44,-20,22,42,52.4,235,1,1,34,156,4.6,2,3,2,1,2,3,12,16,75.0,221,2,39,295,7.6,4,2,0,2,6
San Diego St.,90,2009-09-05,1,@,UCLA,102,L,14,33,-19,18,45,40.0,238,2,3,18,39,2.2,0,11,3,0,3,2,20,31,64.5,215,1,38,144,3.8,2,1,2,3,4
San Jose St.,91,2009-09-05,1,@,USC,103,L,3,56,-53,15,30,50.0,112,0,0,31,9,0.3,0,4,2,2,2,0,19,23,82.6,278,2,45,342,7.6,6,2,0,2,8
SMU,8,2009-09-05,1,,Stephen F. Austin,246,W,31,23,8,23,45,51.1,202,1,2,27,153,5.7,2,6,1,0,2,4,31,52,59.6,391,2,28,69,2.5,0,1,5,6,2
South Florida,9,2009-09-05,1,,Wofford,235,W,40,7,33,21,25,84.0,185,2,1,32,174,5.4,3,8,2,1,2,5,4,11,36.4,34,0,50,177,3.5,1,2,0,2,1
Southern Miss,60,2009-09-05,1,,Alcorn State,249,W,52,0,52,21,29,72.4,233,3,0,60,398,6.6,4,4,2,1,1,7,11,25,44.0,109,0,27,62,2.3,0,1,2,3,0
Stanford,101,2009-09-05,1,@,Washington St.,106,W,39,13,26,11,24,45.8,193,1,0,42,288,6.9,3,8,3,0,0,5,19,30,63.3,247,1,34,102,3.0,0,0,0,0,1
Syracuse,23,2009-09-05,1,,Minnesota,33,L,20,23,-3,19,31,61.3,167,1,1,34,90,2.6,1,7,2,1,2,2,19,42,45.2,248,1,32,112,3.5,1,1,1,2,2
Tennessee,118,2009-09-05,1,,Western Kentucky,64,W,63,7,56,25,32,78.1,277,5,2,44,380,8.6,4,12,5,1,3,9,9,16,56.3,49,0,30,34,1.1,1,2,1,3,1
Texas,48,2009-09-05,1,,UL Monroe,130,W,59,20,39,25,35,71.4,363,2,1,49,199,4.1,5,5,0,2,3,8,14,30,46.7,197,1,35,101,2.9,1,2,1,3,2
Texas A&M,119,2009-09-05,1,,New Mexico,89,W,41,6,35,32,43,74.4,361,2,0,47,245,5.2,3,9,5,0,0,5,29,40,72.5,210,0,24,21,0.9,0,2,0,2,0
Texas Tech,49,2009-09-05,1,,North Dakota,164,W,38,13,25,34,48,70.8,405,2,3,19,40,2.1,3,6,2,0,3,5,20,28,71.4,134,0,29,73,2.5,1,1,0,1,1
Toledo,81,2009-09-05,1,@,Purdue,38,L,31,52,-21,41,69,59.4,423,3,2,22,70,3.2,1,2,1,1,3,4,17,28,60.7,220,3,39,315,8.1,4,0,3,3,7
UAB,61,2009-09-05,1,,Rice,59,W,44,24,20,12,16,75.0,221,2,0,39,295,7.6,4,6,1,2,2,6,22,42,52.4,235,1,34,156,4.6,2,1,1,2,3
Central Florida,1,2009-09-05,1,,Samford,232,W,28,24,4,13,24,54.2,157,1,1,41,125,3.0,2,9,1,1,2,4,21,35,60.0,208,2,30,78,2.6,0,0,0,0,3
UCLA,102,2009-09-05,1,,San Diego St.,90,W,33,14,19,20,31,64.5,215,1,2,38,144,3.8,2,5,0,1,3,4,18,45,40.0,238,2,18,39,2.2,0,0,3,3,2
UNLV,92,2009-09-05,1,,Sacramento State,140,W,38,3,35,17,21,81.0,250,1,0,41,216,5.3,4,5,1,0,0,5,9,19,47.4,99,0,36,129,3.6,0,0,1,1,0
USC,103,2009-09-05,1,,San Jose St.,91,W,56,3,53,19,23,82.6,278,2,0,45,342,7.6,6,16,5,2,2,8,15,30,50.0,112,0,31,9,0.3,0,2,0,2,0
UTEP,62,2009-09-05,1,,Buffalo,74,L,17,23,-6,27,46,58.7,233,0,0,29,139,4.8,2,7,1,0,0,2,12,19,63.2,159,1,42,150,3.6,2,0,0,0,3
Vanderbilt,120,2009-09-05,1,,Western Carolina,234,W,45,0,45,13,25,52.0,187,1,0,70,433,6.2,5,5,3,1,1,6,13,26,50.0,74,0,24,41,1.7,0,3,1,4,0
Virginia,24,2009-09-05,1,,William & Mary,163,L,14,26,-12,18,33,54.5,137,0,3,39,131,3.4,2,4,1,4,7,2,23,43,53.5,184,1,37,125,3.4,0,0,1,1,2
Virginia Tech,25,2009-09-05,1,N,Alabama,107,L,24,34,-10,9,20,45.0,91,0,0,31,64,2.1,2,8,2,2,2,3,15,30,50.0,230,1,49,268,5.5,2,1,1,2,3
Wake Forest,26,2009-09-05,1,,Baylor,41,L,21,24,-3,20,31,64.5,143,2,3,34,126,3.7,1,5,3,1,4,3,16,25,64.0,169,2,37,197,5.3,1,1,0,1,3
Washington,105,2009-09-05,1,,LSU,113,L,23,31,-8,25,45,55.6,321,2,1,38,157,4.1,0,1,1,1,2,2,11,19,57.9,172,3,29,149,5.1,0,1,0,1,4
Washington St.,106,2009-09-05,1,,Stanford,101,L,13,39,-26,19,30,63.3,247,1,0,34,102,3.0,0,3,1,0,0,1,11,24,45.8,193,1,42,288,6.9,3,0,0,0,5
West Virginia,50,2009-09-05,1,,Liberty,67,W,33,20,13,19,26,73.1,243,0,0,34,195,5.7,3,8,3,0,0,3,22,33,66.7,210,1,26,89,3.4,1,0,1,1,2
Western Kentucky,64,2009-09-05,1,@,Tennessee,118,L,7,63,-56,9,16,56.3,49,0,1,30,34,1.1,1,3,0,2,3,1,25,32,78.1,277,5,44,380,8.6,4,1,2,3,9
Western Michigan,82,2009-09-05,1,@,Michigan,31,L,7,31,-24,23,39,59.0,263,1,2,24,38,1.6,0,3,0,1,3,1,15,28,53.6,197,3,50,242,4.8,1,0,1,1,4
Wisconsin,40,2009-09-05,1,,Northern Illinois,79,W,28,20,8,18,25,72.0,281,1,2,38,152,4.0,3,8,3,1,3,4,15,24,62.5,174,0,35,100,2.9,2,1,0,1,2
Wyoming,94,2009-09-05,1,,Weber State,143,W,29,22,7,16,32,50.0,188,0,0,48,246,5.1,3,10,2,1,1,3,32,51,62.7,322,3,21,89,4.2,0,0,5,5,3
Colorado,98,2009-09-06,1,,Colorado St.,85,L,17,23,-6,24,40,60.0,222,1,1,21,29,1.4,1,6,2,1,2,2,10,17,58.8,208,1,45,168,3.7,1,0,2,2,2
Colorado St.,85,2009-09-06,1,@,Colorado,98,W,23,17,6,10,17,58.8,208,1,2,45,168,3.7,1,5,4,0,2,2,24,40,60.0,222,1,21,29,1.4,1,1,1,2,2
Memphis,6,2009-09-06,1,,Ole Miss,116,L,14,45,-31,17,35,48.6,134,0,2,43,135,3.1,2,8,2,1,3,2,12,22,54.5,175,2,39,174,4.5,3,1,2,3,6
Ole Miss,116,2009-09-06,1,@,Memphis,6,W,45,14,31,12,22,54.5,175,2,2,39,174,4.5,3,10,2,1,3,6,17,35,48.6,134,0,43,135,3.1,2,1,2,3,2
Cincinnati,2,2009-09-07,1,@,Rutgers,39,W,47,15,32,29,36,80.6,396,3,1,34,168,4.9,3,11,5,0,1,6,23,37,62.2,243,1,33,50,1.5,1,0,3,3,2
Florida St.,16,2009-09-07,1,,Miami (FL),19,L,34,38,-4,24,41,58.5,294,2,1,30,110,3.7,1,3,1,1,2,4,21,34,61.8,386,2,30,90,3.0,3,0,2,2,5
Miami (FL),19,2009-09-07,1,@,Florida St.,16,W,38,34,4,21,34,61.8,386,2,2,30,90,3.0,3,8,2,0,2,5,24,41,58.5,294,2,30,110,3.7,1,1,1,2,4
Rutgers,39,2009-09-07,1,,Cincinnati,2,L,15,47,-32,23,37,62.2,243,1,3,33,50,1.5,1,4,1,0,3,2,29,36,80.6,396,3,34,168,4.9,3,0,1,1,6
Clemson,14,2009-09-10,2,@,Georgia Tech,17,L,27,30,-3,15,32,46.9,261,3,2,36,125,3.5,0,3,0,0,2,3,4,15,26.7,117,1,49,301,6.1,1,0,2,2,3
Georgia Tech,17,2009-09-10,2,,Clemson,14,W,30,27,3,4,15,26.7,117,1,2,49,301,6.1,1,7,3,0,2,3,15,32,46.9,261,3,36,125,3.5,0,0,2,2,3
Colorado,98,2009-09-11,2,@,Toledo,81,L,38,54,-16,30,64,46.9,356,4,3,23,95,4.1,1,2,1,1,4,5,15,23,65.2,319,4,43,305,7.1,3,2,0,2,7
Toledo,81,2009-09-11,2,,Colorado,98,W,54,38,16,15,23,65.2,319,4,0,43,305,7.1,3,4,3,2,2,7,30,64,46.9,356,4,23,95,4.1,1,1,3,4,5
Air Force,83,2009-09-12,2,@,Minnesota,33,L,13,20,-7,10,17,58.8,125,1,0,66,261,4.0,0,3,1,1,1,1,20,29,69.0,219,0,24,108,4.5,1,1,0,1,2
Akron,71,2009-09-12,2,,Morgan State,177,W,41,0,41,16,28,57.1,186,3,0,49,250,5.1,1,8,1,0,0,5,11,20,55.0,86,0,23,41,1.8,0,0,2,2,0
Alabama,107,2009-09-12,2,,Florida Intl,53,W,40,14,26,18,24,75.0,241,1,0,42,275,6.5,4,11,5,0,0,5,18,38,47.4,213,1,26,1,0.0,0,0,1,1,2
Arizona,95,2009-09-12,2,,Northern Arizona,137,W,34,17,17,20,28,71.4,194,2,1,47,365,7.8,3,2,1,1,2,5,20,30,66.7,159,2,19,67,3.5,0,0,2,2,2
Arkansas St.,122,2009-09-12,2,@,Nebraska,34,L,9,38,-29,11,20,55.0,131,0,0,38,143,3.8,1,3,2,1,1,1,30,41,73.2,358,4,28,136,4.9,1,0,0,0,5
Army,65,2009-09-12,2,,Duke,15,L,19,35,-16,10,24,41.7,119,1,2,57,266,4.7,1,4,1,2,4,2,12,24,50.0,166,3,32,70,2.2,0,2,0,2,5
Auburn,109,2009-09-12,2,,Mississippi St.,114,W,49,24,25,11,24,45.8,199,1,0,59,390,6.6,5,4,1,0,0,7,11,21,52.4,130,1,38,167,4.4,1,0,2,2,3
Ball St.,72,2009-09-12,2,,New Hampshire,157,L,16,23,-7,15,34,44.1,114,1,1,26,13,0.5,0,11,4,2,3,1,21,35,60.0,212,1,40,110,2.8,2,0,0,0,3
Boise St.,84,2009-09-12,2,,Miami (OH),78,W,48,0,48,18,30,60.0,314,4,1,29,127,4.4,3,8,1,0,1,7,23,39,59.0,156,0,26,38,1.5,0,0,4,4,0
Boston College,13,2009-09-12,2,,Kent State,77,W,34,7,27,15,29,51.7,223,3,1,37,126,3.4,1,7,1,0,1,4,21,37,56.8,119,1,29,60,2.1,0,1,2,3,1
Bowling Green,73,2009-09-12,2,@,Missouri,115,L,20,27,-7,29,46,63.0,206,1,0,29,114,3.9,1,4,1,0,0,2,20,33,60.6,172,2,44,181,4.1,1,2,0,2,3
BYU,66,2009-09-12,2,@,Tulane,11,W,54,3,51,26,34,76.5,321,2,1,45,206,4.6,4,6,2,0,1,7,20,28,71.4,125,0,24,37,1.5,0,2,2,4,0
Buffalo,74,2009-09-12,2,,Pittsburgh,22,L,27,54,-27,26,39,66.7,433,4,1,30,67,2.2,0,2,0,3,4,4,21,30,70.0,172,3,28,209,7.5,4,0,0,0,8
California,97,2009-09-12,2,,Eastern Washington,132,W,59,7,52,14,21,66.7,165,1,0,46,342,7.4,7,8,4,0,0,8,28,37,75.7,221,1,28,14,0.5,0,1,0,1,1
Central Michigan,75,2009-09-12,2,@,Michigan St.,32,W,29,27,2,34,47,72.3,352,3,1,29,66,2.3,0,3,1,0,1,3,16,26,61.5,215,2,30,101,3.4,1,0,0,0,3
