School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
UCLA,102,2014-11-01,9,,Arizona,95,W,19,26,73.1,189,1,59,271,4.6,1,85,460,5.4,2,17,10
UNLV,92,2014-11-01,9,,New Mexico,89,L,28,44,63.6,271,0,37,214,5.8,4,81,485,6.0,4,28,-3
USC,103,2014-11-01,9,@,Washington St.,106,W,21,32,65.6,400,5,32,127,4.0,0,64,527,8.2,6,44,27
Utah,104,2014-11-01,8,@,Arizona St.,96,L,12,22,54.5,57,1,52,184,3.5,0,74,241,3.3,1,16,-3
Utah St.,93,2014-11-01,9,@,Hawaii,87,W,15,16,93.8,230,4,50,235,4.7,0,66,465,7.0,5,35,21
UTEP,62,2014-11-01,8,,Southern Miss,60,W,10,23,43.5,127,1,42,107,2.5,1,65,234,3.6,5,35,21
Vanderbilt,120,2014-11-01,9,,Old Dominion,58,W,20,29,69.0,281,5,56,243,4.3,1,85,524,6.2,6,42,14
Virginia,24,2014-11-01,9,@,Georgia Tech,17,L,23,41,56.1,262,1,16,22,1.4,0,57,284,5.0,1,10,-25
Virginia Tech,25,2014-11-01,9,,Boston College,13,L,31,49,63.3,345,2,29,69,2.4,2,78,414,5.3,4,31,-2
Washington,105,2014-11-01,9,@,Colorado,98,W,13,19,68.4,206,2,40,236,5.9,1,59,442,7.5,5,38,15
Washington St.,106,2014-11-01,9,,USC,103,L,44,66,66.7,386,2,26,34,1.3,0,92,420,4.6,2,17,-27
West Virginia,50,2014-11-01,9,,TCU,47,L,15,26,57.7,162,1,54,195,3.6,1,80,357,4.5,3,30,-1
Western Kentucky,64,2014-11-01,8,@,Louisiana Tech,54,L,16,39,41.0,145,1,33,152,4.6,0,72,297,4.1,1,10,-49
Western Michigan,82,2014-11-01,9,@,Miami (OH),78,W,18,23,78.3,217,1,47,282,6.0,4,70,499,7.1,5,41,31
Wisconsin,40,2014-11-01,8,@,Rutgers,39,W,8,20,40.0,87,0,46,298,6.5,4,66,385,5.8,4,37,37
Wyoming,94,2014-11-01,9,@,Fresno St.,86,W,19,28,67.9,320,2,43,374,8.7,4,71,694,9.8,6,45,28
Akron,71,2014-11-04,9,,Bowling Green,73,L,31,63,49.2,304,0,27,94,3.5,1,90,398,4.4,1,10,-17
Bowling Green,73,2014-11-04,9,@,Akron,71,W,17,34,50.0,170,1,51,219,4.3,1,85,389,4.6,3,27,17
Kent State,77,2014-11-04,9,,Toledo,81,L,19,41,46.3,163,2,19,171,9.0,1,60,334,5.6,3,20,-10
Toledo,81,2014-11-04,9,@,Kent State,77,W,18,32,56.3,201,3,47,221,4.7,0,79,422,5.3,3,30,10
Ball St.,72,2014-11-05,9,,Northern Illinois,79,L,16,39,41.0,174,1,31,133,4.3,2,70,307,4.4,3,21,-14
Buffalo,74,2014-11-05,9,@,Ohio,80,L,12,25,48.0,106,1,25,28,1.1,0,50,134,2.7,2,14,-23
Northern Illinois,79,2014-11-05,9,@,Ball St.,72,W,18,31,58.1,149,0,62,236,3.8,4,93,385,4.1,5,35,14
Ohio,80,2014-11-05,10,,Buffalo,74,W,8,19,42.1,156,0,55,233,4.2,4,74,389,5.3,4,37,23
Clemson,14,2014-11-06,9,@,Wake Forest,26,W,27,42,64.3,282,3,37,145,3.9,1,79,427,5.4,4,34,14
Wake Forest,26,2014-11-06,9,,Clemson,14,L,12,30,40.0,112,2,34,7,0.2,0,64,119,1.9,2,20,-14
Memphis,6,2014-11-07,9,@,Temple,10,W,21,28,75.0,230,1,40,82,2.1,0,68,312,4.6,1,16,3
Temple,10,2014-11-07,9,,Memphis,6,L,16,37,43.2,140,0,32,158,4.9,1,69,298,4.3,1,13,-3
Utah St.,93,2014-11-07,10,@,Wyoming,94,W,13,17,76.5,150,0,33,206,6.2,1,50,356,7.1,2,20,17
Wyoming,94,2014-11-07,10,,Utah St.,93,L,20,40,50.0,212,0,35,151,4.3,0,75,363,4.8,0,3,-17
Air Force,83,2014-11-08,9,@,UNLV,92,W,6,7,85.7,156,1,78,386,4.9,5,85,542,6.4,6,48,27
Alabama,107,2014-11-08,9,@,LSU,113,W,20,46,43.5,209,2,29,106,3.7,0,75,315,4.2,2,20,7
Appalachian St.,121,2014-11-08,9,,UL Monroe,130,W,25,35,71.4,276,2,36,104,2.9,2,71,380,5.4,4,31,2
Arizona,95,2014-11-08,9,,Colorado,98,W,21,38,55.3,211,4,47,288,6.1,0,85,499,5.9,5,38,18
Arizona St.,96,2014-11-08,9,,Notre Dame,70,W,17,28,60.7,224,3,45,188,4.2,2,73,412,5.6,7,55,24
Arkansas St.,122,2014-11-08,9,,South Alabama,127,W,17,34,50.0,186,2,49,214,4.4,3,83,400,4.8,6,45,35
Army,65,2014-11-08,9,N,Connecticut,3,W,2,3,66.7,38,0,59,325,5.5,4,62,363,5.9,5,35,14
Auburn,109,2014-11-08,9,,Texas A&M,119,L,15,21,71.4,219,1,59,363,6.2,4,80,582,7.3,5,38,-3
Baylor,41,2014-11-08,9,@,Oklahoma,45,W,33,43,76.7,396,1,52,148,2.8,5,95,544,5.7,6,48,34
Boise St.,84,2014-11-08,9,@,New Mexico,89,W,21,32,65.6,367,4,48,291,6.1,4,80,658,8.2,8,60,11
Boston College,13,2014-11-08,10,,Louisville,18,L,9,20,45.0,166,1,43,166,3.9,2,63,332,5.3,3,19,-19
Colorado,98,2014-11-08,10,@,Arizona,95,L,25,39,64.1,259,2,36,94,2.6,0,75,353,4.7,2,20,-18
Colorado St.,85,2014-11-08,10,,Hawaii,87,W,16,28,57.1,287,4,43,293,6.8,3,71,580,8.2,7,49,27
Connecticut,3,2014-11-08,9,N,Army,65,L,23,37,62.2,190,2,24,169,7.0,1,61,359,5.9,3,21,-14
Duke,15,2014-11-08,9,@,Syracuse,23,W,15,33,45.5,161,2,33,98,3.0,0,66,259,3.9,3,27,17
Florida,110,2014-11-08,9,@,Vanderbilt,120,W,13,22,59.1,215,0,50,214,4.3,4,72,429,6.0,4,34,24
Florida Atlantic,52,2014-11-08,10,@,North Texas,57,L,15,31,48.4,102,1,32,95,3.0,0,63,197,3.1,1,10,-21
Florida Intl,53,2014-11-08,10,@,Old Dominion,58,L,8,13,61.5,132,2,55,256,4.7,2,68,388,5.7,4,35,-3
Florida St.,16,2014-11-08,9,,Virginia,24,W,22,35,62.9,261,1,39,115,2.9,3,74,376,5.1,4,34,14
Fresno St.,86,2014-11-08,10,,San Jose St.,91,W,20,26,76.9,207,3,53,232,4.4,1,79,439,5.6,5,38,14
Georgia,111,2014-11-08,9,@,Kentucky,112,W,18,21,85.7,254,5,39,305,7.8,2,60,559,9.3,9,63,32
Georgia Southern,124,2014-11-08,10,@,Texas St.,128,W,6,9,66.7,41,0,40,227,5.7,3,49,268,5.5,4,28,3
Georgia St.,125,2014-11-08,10,@,Troy,129,L,23,37,62.2,293,3,34,101,3.0,0,71,394,5.5,3,21,-24
Georgia Tech,17,2014-11-08,10,@,NC State,20,W,7,8,87.5,70,1,64,479,7.5,5,72,549,7.6,8,56,33
Hawaii,87,2014-11-08,10,@,Colorado St.,85,L,17,49,34.7,211,1,36,141,3.9,1,85,352,4.1,2,22,-27
Houston,5,2014-11-08,9,,Tulane,11,L,30,49,61.2,336,2,32,90,2.8,0,81,426,5.3,3,24,-7
Idaho,133,2014-11-08,10,@,San Diego St.,90,L,17,33,51.5,186,1,49,193,3.9,2,82,379,4.6,3,21,-14
Indiana,28,2014-11-08,9,,Penn State,37,L,13,28,46.4,68,0,40,153,3.8,0,68,221,3.3,1,7,-6
Iowa,29,2014-11-08,9,@,Minnesota,33,L,13,26,50.0,121,1,30,84,2.8,1,56,205,3.7,2,14,-37
Iowa St.,42,2014-11-08,9,@,Kansas,43,L,25,50,50.0,275,2,25,98,3.9,0,75,373,5.0,2,14,-20
Kansas,43,2014-11-08,9,,Iowa St.,42,W,26,43,60.5,286,1,48,228,4.8,3,91,514,5.6,4,34,20
Kansas St.,44,2014-11-08,9,@,TCU,47,L,22,40,55.0,376,2,19,34,1.8,1,59,410,6.9,3,20,-21
Kentucky,112,2014-11-08,10,,Georgia,111,L,16,31,51.6,139,1,47,214,4.6,3,78,353,4.5,4,31,-32
Louisiana,126,2014-11-08,9,@,New Mexico State,69,W,12,23,52.2,158,3,54,244,4.5,3,77,402,5.2,6,44,28
Louisiana Tech,54,2014-11-08,10,@,UAB,61,W,19,34,55.9,200,2,46,228,5.0,3,80,428,5.4,5,40,16
UL Monroe,130,2014-11-08,9,@,Appalachian St.,121,L,20,41,48.8,244,2,30,55,1.8,1,71,299,4.2,3,29,-2
Louisville,18,2014-11-08,10,@,Boston College,13,W,17,24,70.8,257,2,40,166,4.2,3,64,423,6.6,5,38,19
LSU,113,2014-11-08,10,,Alabama,107,L,8,26,30.8,76,1,56,183,3.3,0,82,259,3.2,1,13,-7
Marshall,55,2014-11-08,9,@,Southern Miss,60,W,13,19,68.4,186,2,38,335,8.8,7,57,521,9.1,9,63,46
Michigan,31,2014-11-08,10,@,Northwestern,35,W,11,24,45.8,109,0,35,147,4.2,1,59,256,4.3,1,10,1
Michigan St.,32,2014-11-08,9,,Ohio St.,36,L,25,45,55.6,358,2,34,178,5.2,3,79,536,6.8,5,37,-12
Minnesota,33,2014-11-08,9,,Iowa,29,W,10,14,71.4,138,4,59,291,4.9,3,73,429,5.9,7,51,37
Mississippi St.,114,2014-11-08,9,,Tennessee-Martin,209,W,17,27,63.0,266,3,32,254,7.9,3,59,520,8.8,6,45,29
New Mexico,89,2014-11-08,9,,Boise St.,84,L,9,16,56.3,122,0,49,505,10.3,6,65,627,9.6,7,49,-11
New Mexico State,69,2014-11-08,10,,Louisiana,126,L,19,34,55.9,204,1,33,103,3.1,1,67,307,4.6,2,16,-28
NC State,20,2014-11-08,10,,Georgia Tech,17,L,18,35,51.4,213,1,28,155,5.5,2,63,368,5.8,3,23,-33
North Texas,57,2014-11-08,9,,Florida Atlantic,52,W,13,17,76.5,107,1,52,235,4.5,3,69,342,5.0,4,31,21
Northwestern,35,2014-11-08,9,,Michigan,31,L,32,49,65.3,273,1,35,-9,-0.3,0,84,264,3.1,1,9,-1
Notre Dame,70,2014-11-08,9,@,Arizona St.,96,L,22,41,53.7,446,2,38,41,1.1,2,79,487,6.2,4,31,-24
Ohio St.,36,2014-11-08,9,@,Michigan St.,32,W,16,26,61.5,300,3,41,268,6.5,4,67,568,8.5,7,49,12
Oklahoma,45,2014-11-08,9,,Baylor,41,L,13,29,44.8,148,2,33,171,5.2,0,62,319,5.1,2,14,-34
Old Dominion,58,2014-11-08,10,,Florida Intl,53,W,20,35,57.1,315,2,35,210,6.0,3,70,525,7.5,5,38,3
Ole Miss,116,2014-11-08,10,,Presbyterian,151,W,24,30,80.0,238,3,36,402,11.2,4,66,640,9.7,7,48,48
Oregon,99,2014-11-08,10,@,Utah,104,W,17,29,58.6,239,3,50,269,5.4,2,79,508,6.4,6,51,24
Oregon St.,100,2014-11-08,9,,Washington St.,106,L,31,41,75.6,419,1,24,37,1.5,2,65,456,7.0,3,32,-7
Penn State,37,2014-11-08,9,@,Indiana,28,W,12,29,41.4,168,0,37,162,4.4,1,66,330,5.0,1,13,6
Purdue,38,2014-11-08,10,,Wisconsin,40,L,17,37,45.9,204,1,26,26,1.0,0,63,230,3.7,1,16,-18
Rice,59,2014-11-08,9,,UTSA,63,W,18,28,64.3,213,1,56,200,3.6,1,84,413,4.9,2,17,10
San Diego St.,90,2014-11-08,9,,Idaho,133,W,14,22,63.6,249,3,39,156,4.0,2,61,405,6.6,5,35,14
San Jose St.,91,2014-11-08,9,@,Fresno St.,86,L,26,44,59.1,350,2,23,86,3.7,1,67,436,6.5,3,24,-14
SMU,8,2014-11-08,8,@,Tulsa,12,L,21,32,65.6,212,1,43,252,5.9,3,75,464,6.2,4,28,-10
South Alabama,127,2014-11-08,9,@,Arkansas St.,122,L,9,25,36.0,90,0,36,111,3.1,1,61,201,3.3,1,10,-35
Southern Miss,60,2014-11-08,10,,Marshall,55,L,11,20,55.0,114,0,54,186,3.4,2,74,300,4.1,2,17,-46
Syracuse,23,2014-11-08,10,,Duke,15,L,17,32,53.1,105,0,37,119,3.2,1,69,224,3.2,1,10,-17
Texas,48,2014-11-08,10,,West Virginia,50,W,11,29,37.9,124,1,39,227,5.8,3,68,351,5.2,4,33,17
Texas A&M,119,2014-11-08,10,@,Auburn,109,W,19,29,65.5,277,4,35,176,5.0,0,64,453,7.1,5,41,3
TCU,47,2014-11-08,9,,Kansas St.,44,W,23,34,67.6,219,1,48,334,7.0,4,82,553,6.7,5,41,21
Texas St.,128,2014-11-08,9,,Georgia Southern,124,L,30,51,58.8,302,2,42,137,3.3,1,93,439,4.7,3,25,-3
Troy,129,2014-11-08,10,,Georgia St.,125,W,18,22,81.8,116,1,45,324,7.2,5,67,440,6.6,6,45,24
Tulane,11,2014-11-08,9,@,Houston,5,W,24,35,68.6,237,3,36,124,3.4,1,71,361,5.1,4,31,7
Tulsa,12,2014-11-08,9,,SMU,8,W,16,25,64.0,286,5,47,215,4.6,0,72,501,7.0,5,38,10
UAB,61,2014-11-08,10,,Louisiana Tech,54,L,23,37,62.2,198,0,38,128,3.4,1,75,326,4.3,3,24,-16
UCLA,102,2014-11-08,10,@,Washington,105,W,29,37,78.4,302,2,40,174,4.4,3,77,476,6.2,5,44,14
UNLV,92,2014-11-08,10,,Air Force,83,L,22,45,48.9,306,1,30,33,1.1,2,75,339,4.5,3,21,-27
Utah,104,2014-11-08,9,,Oregon,99,L,22,33,66.7,320,2,35,120,3.4,1,68,440,6.5,3,27,-24
UTEP,62,2014-11-08,9,@,Western Kentucky,64,L,9,22,40.9,158,0,46,236,5.1,2,68,394,5.8,3,27,-8
UTSA,63,2014-11-08,9,@,Rice,59,L,17,32,53.1,153,1,23,104,4.5,0,55,257,4.7,1,7,-10
Vanderbilt,120,2014-11-08,10,,Florida,110,L,21,45,46.7,225,1,24,83,3.5,0,69,308,4.5,1,10,-24
Virginia,24,2014-11-08,10,@,Florida St.,16,L,20,35,57.1,220,3,32,37,1.2,0,67,257,3.8,3,20,-14
Washington,105,2014-11-08,10,,UCLA,102,L,14,24,58.3,155,0,48,211,4.4,2,72,366,5.1,3,30,-14
Washington St.,106,2014-11-08,10,@,Oregon St.,100,W,44,61,72.1,471,5,22,35,1.6,0,83,506,6.1,5,39,7
West Virginia,50,2014-11-08,10,@,Texas,48,L,36,49,73.5,248,0,41,200,4.9,2,90,448,5.0,2,16,-17
Western Kentucky,64,2014-11-08,9,,UTEP,62,W,23,34,67.6,324,3,21,34,1.6,1,55,358,6.5,5,35,8
Wisconsin,40,2014-11-08,9,@,Purdue,38,W,20,30,66.7,225,2,42,264,6.3,2,72,489,6.8,4,34,18
Akron,71,2014-11-11,10,@,Buffalo,74,L,19,35,54.3,161,0,30,68,2.3,2,65,229,3.5,3,24,-31
Buffalo,74,2014-11-11,10,,Akron,71,W,17,23,73.9,226,5,54,310,5.7,3,77,536,7.0,8,55,31
Northern Illinois,79,2014-11-11,10,,Toledo,81,W,14,22,63.6,190,1,46,226,4.9,2,68,416,6.1,3,27,3
Toledo,81,2014-11-11,10,@,Northern Illinois,79,L,12,23,52.2,209,1,49,263,5.4,2,72,472,6.6,3,24,-3
Ball St.,72,2014-11-12,10,@,Massachusetts,68,L,24,38,63.2,217,1,30,69,2.3,0,68,286,4.2,1,10,-14
Bowling Green,73,2014-11-12,10,,Kent State,77,W,22,36,61.1,315,1,60,207,3.5,2,96,522,5.4,3,30,10
Kent State,77,2014-11-12,10,@,Bowling Green,73,L,27,47,57.4,306,3,14,22,1.6,0,61,328,5.4,3,20,-10
Massachusetts,68,2014-11-12,10,,Ball St.,72,W,28,44,63.6,424,0,40,145,3.6,3,84,569,6.8,3,24,14
California,97,2014-11-13,10,@,USC,103,L,29,47,61.7,279,3,31,105,3.4,1,78,384,4.9,4,30,-8
Cincinnati,2,2014-11-13,9,N,East Carolina,4,W,29,45,64.4,436,4,33,150,4.5,2,78,586,7.5,7,54,8
East Carolina,4,2014-11-13,9,N,Cincinnati,2,L,35,62,56.5,425,2,32,154,4.8,4,94,579,6.2,6,46,-8
Southern Miss,60,2014-11-13,11,@,UTSA,63,L,21,34,61.8,257,1,25,57,2.3,0,59,314,5.3,1,10,-2
USC,103,2014-11-13,10,,California,97,W,31,42,73.8,371,4,35,79,2.3,1,77,450,5.8,5,38,8
UTSA,63,2014-11-13,10,,Southern Miss,60,W,27,44,61.4,175,0,37,169,4.6,0,81,344,4.2,0,12,2
Tulsa,12,2014-11-14,10,@,Central Florida,1,L,10,29,34.5,72,1,27,129,4.8,0,56,201,3.6,1,7,-24
Central Florida,1,2014-11-14,9,,Tulsa,12,W,16,29,55.2,291,3,53,215,4.1,1,82,506,6.2,4,31,24
Air Force,83,2014-11-15,10,,Nevada,88,W,11,15,73.3,129,3,65,342,5.3,3,80,471,5.9,6,45,7
Alabama,107,2014-11-15,10,,Mississippi St.,114,W,19,31,61.3,211,1,32,124,3.9,2,63,335,5.3,3,25,5
Appalachian St.,121,2014-11-15,10,@,Arkansas St.,122,W,14,22,63.6,255,2,63,294,4.7,3,85,549,6.5,5,37,5
Arizona,95,2014-11-15,10,,Washington,105,W,17,40,42.5,242,0,40,133,3.3,3,80,375,4.7,3,27,1
Arizona St.,96,2014-11-15,10,@,Oregon St.,100,L,22,44,50.0,264,2,31,103,3.3,0,75,367,4.9,3,27,-8
Arkansas,108,2014-11-15,10,,LSU,113,W,16,27,59.3,169,0,38,95,2.5,2,65,264,4.1,2,17,17
Arkansas St.,122,2014-11-15,10,,Appalachian St.,121,L,14,29,48.3,147,3,30,167,5.6,1,59,314,5.3,5,32,-5
Army,65,2014-11-15,10,@,Western Kentucky,64,L,3,6,50.0,40,0,57,293,5.1,3,63,333,5.3,3,24,-28
Auburn,109,2014-11-15,10,@,Georgia,111,L,15,28,53.6,142,0,35,150,4.3,1,63,292,4.6,1,7,-27
Boise St.,84,2014-11-15,10,,San Diego St.,90,W,19,28,67.9,187,1,47,212,4.5,4,75,399,5.3,5,38,9
BYU,66,2014-11-15,10,,UNLV,92,W,18,32,56.3,325,3,41,267,6.5,3,73,592,8.1,6,42,19
Central Michigan,75,2014-11-15,11,,Miami (OH),78,W,16,23,69.6,218,3,40,209,5.2,2,63,427,6.8,5,34,7
Clemson,14,2014-11-15,10,@,Georgia Tech,17,L,11,21,52.4,59,0,33,131,4.0,0,54,190,3.5,0,6,-22
Duke,15,2014-11-15,10,,Virginia Tech,25,L,19,41,46.3,185,0,41,141,3.4,1,82,326,4.0,1,16,-1
Eastern Michigan,76,2014-11-15,10,@,Western Michigan,82,L,14,22,63.6,283,1,37,87,2.4,0,59,370,6.3,1,7,-44
Florida,110,2014-11-15,10,,South Carolina,117,L,5,11,45.5,60,1,49,218,4.4,1,60,278,4.6,2,20,-3
Florida Intl,53,2014-11-15,11,,Middle Tennessee,56,W,17,24,70.8,231,3,40,144,3.6,1,64,375,5.9,5,38,10
Florida St.,16,2014-11-15,10,@,Miami (FL),19,W,25,42,59.5,304,1,19,114,6.0,2,61,418,6.9,3,30,4
Georgia,111,2014-11-15,10,,Auburn,109,W,10,19,52.6,123,1,52,289,5.6,3,71,412,5.8,4,34,27
Georgia Southern,124,2014-11-15,11,@,Navy,7,L,10,16,62.5,73,0,47,375,8.0,3,63,448,7.1,3,19,-33
Georgia Tech,17,2014-11-15,11,,Clemson,14,W,8,11,72.7,102,1,50,251,5.0,0,61,353,5.8,3,28,22
Hawaii,87,2014-11-15,11,@,San Jose St.,91,W,9,16,56.3,150,0,40,90,2.3,1,56,240,4.3,1,13,13
Idaho,133,2014-11-15,11,,Troy,129,L,14,36,38.9,269,1,27,117,4.3,1,63,386,6.1,2,17,-17
Illinois,27,2014-11-15,10,,Iowa,29,L,17,31,54.8,147,2,25,88,3.5,0,56,235,4.2,2,14,-16
Indiana,28,2014-11-15,10,@,Rutgers,39,L,15,31,48.4,179,1,53,294,5.5,1,84,473,5.6,2,23,-22
Iowa,29,2014-11-15,10,@,Illinois,27,W,17,24,70.8,283,3,55,304,5.5,1,79,587,7.4,4,30,16
Kansas,43,2014-11-15,10,,TCU,47,L,20,38,52.6,342,2,36,76,2.1,2,74,418,5.6,4,30,-4
Kentucky,112,2014-11-15,11,@,Tennessee,118,L,13,29,44.8,168,0,34,94,2.8,1,63,262,4.2,1,16,-34
Louisiana,126,2014-11-15,10,@,UL Monroe,130,W,11,14,78.6,174,2,47,282,6.0,2,61,456,7.5,4,34,7
UL Monroe,130,2014-11-15,10,,Louisiana,126,L,39,56,69.6,483,2,21,-39,-1.9,1,77,444,5.8,3,27,-7
LSU,113,2014-11-15,11,@,Arkansas,108,L,12,22,54.5,87,0,32,36,1.1,0,54,123,2.3,0,0,-17
Marshall,55,2014-11-15,10,,Rice,59,W,23,37,62.2,297,4,44,284,6.5,1,81,581,7.2,5,41,27
Maryland,30,2014-11-15,10,,Michigan St.,32,L,20,43,46.5,246,2,17,6,0.4,0,60,252,4.2,2,15,-22
Memphis,6,2014-11-15,10,@,Tulane,11,W,14,25,56.0,178,1,40,156,3.9,2,65,334,5.1,5,38,31
Miami (FL),19,2014-11-15,10,,Florida St.,16,L,16,34,47.1,316,2,40,176,4.4,1,74,492,6.6,3,26,-4
Miami (OH),78,2014-11-15,11,@,Central Michigan,75,L,24,41,58.5,369,2,27,102,3.8,1,68,471,6.9,3,27,-7
Michigan St.,32,2014-11-15,10,@,Maryland,30,W,14,31,45.2,240,0,47,242,5.1,3,78,482,6.2,4,37,22
Middle Tennessee,56,2014-11-15,10,@,Florida Intl,53,L,21,33,63.6,286,3,45,142,3.2,1,78,428,5.5,4,28,-10
Minnesota,33,2014-11-15,10,,Ohio St.,36,L,7,20,35.0,85,0,44,218,5.0,3,64,303,4.7,3,24,-7
Mississippi St.,114,2014-11-15,10,@,Alabama,107,L,27,48,56.3,290,2,40,138,3.5,0,88,428,4.9,2,20,-5
Missouri,115,2014-11-15,10,@,Texas A&M,119,W,23,40,57.5,252,1,49,335,6.8,3,89,587,6.6,4,34,7
Navy,7,2014-11-15,10,,Georgia Southern,124,W,5,8,62.5,71,1,50,394,7.9,6,58,465,8.0,7,52,33
Nebraska,34,2014-11-15,10,@,Wisconsin,40,L,6,18,33.3,62,1,46,118,2.6,2,64,180,2.8,3,24,-35
Nevada,88,2014-11-15,10,@,Air Force,83,L,24,36,66.7,275,2,45,223,5.0,3,81,498,6.1,5,38,-7
New Mexico,89,2014-11-15,10,@,Utah St.,93,L,8,18,44.4,154,1,49,246,5.0,2,67,400,6.0,3,21,-7
North Carolina,21,2014-11-15,10,,Pittsburgh,22,W,23,40,57.5,276,1,43,226,5.3,5,83,502,6.0,7,40,5
NC State,20,2014-11-15,11,,Wake Forest,26,W,8,19,42.1,83,1,46,362,7.9,5,65,445,6.8,6,42,29
North Texas,57,2014-11-15,10,@,UTEP,62,L,15,27,55.6,101,1,30,100,3.3,1,57,201,3.5,2,17,-18
Northwestern,35,2014-11-15,10,@,Notre Dame,70,W,30,48,62.5,284,1,48,263,5.5,3,96,547,5.7,4,43,3
Notre Dame,70,2014-11-15,10,,Northwestern,35,L,21,40,52.5,287,3,40,211,5.3,2,80,498,6.2,6,40,-3
Ohio St.,36,2014-11-15,10,@,Minnesota,33,W,15,25,60.0,200,3,38,289,7.6,1,63,489,7.8,4,31,7
Oklahoma,45,2014-11-15,10,@,Texas Tech,49,W,10,20,50.0,133,1,51,384,7.5,5,71,517,7.3,6,42,12
Oklahoma St.,46,2014-11-15,10,,Texas,48,L,17,29,58.6,158,1,23,34,1.5,0,52,192,3.7,1,7,-21
Oregon St.,100,2014-11-15,10,,Arizona St.,96,W,19,33,57.6,251,2,37,247,6.7,2,70,498,7.1,5,35,8
Penn State,37,2014-11-15,10,,Temple,10,W,12,26,46.2,112,0,47,254,5.4,2,73,366,5.0,3,30,17
Pittsburgh,22,2014-11-15,10,@,North Carolina,21,L,11,16,68.8,218,1,53,305,5.8,4,69,523,7.6,5,35,-5
Rice,59,2014-11-15,10,@,Marshall,55,L,11,23,47.8,99,0,35,81,2.3,2,58,180,3.1,2,14,-27
Rutgers,39,2014-11-15,10,,Indiana,28,W,16,27,59.3,217,2,40,212,5.3,4,67,429,6.4,6,45,22
San Diego St.,90,2014-11-15,10,@,Boise St.,84,L,18,30,60.0,188,1,36,169,4.7,2,66,357,5.4,3,29,-9
San Jose St.,91,2014-11-15,10,,Hawaii,87,L,25,45,55.6,305,0,41,157,3.8,0,86,462,5.4,0,0,-13
SMU,8,2014-11-15,9,,South Florida,9,L,22,31,71.0,189,1,22,68,3.1,0,53,257,4.8,1,13,-1
South Alabama,127,2014-11-15,10,,Texas St.,128,W,21,29,72.4,210,2,35,174,5.0,1,64,384,6.0,3,24,4
South Carolina,117,2014-11-15,10,@,Florida,110,W,22,42,52.4,206,0,38,95,2.5,3,80,301,3.8,3,23,3
South Florida,9,2014-11-15,10,@,SMU,8,W,15,31,48.4,211,2,40,167,4.2,0,71,378,5.3,2,14,1
Stanford,101,2014-11-15,10,,Utah,104,L,17,28,60.7,104,2,38,190,5.0,0,66,294,4.5,2,17,-3
Temple,10,2014-11-15,10,@,Penn State,37,L,17,38,44.7,187,1,20,61,3.1,0,58,248,4.3,1,13,-17
Tennessee,118,2014-11-15,10,,Kentucky,112,W,19,29,65.5,297,3,51,214,4.2,2,80,511,6.4,6,50,34
Texas,48,2014-11-15,11,@,Oklahoma St.,46,W,24,33,72.7,305,2,43,125,2.9,1,76,430,5.7,3,28,21
Texas A&M,119,2014-11-15,11,,Missouri,115,L,24,36,66.7,237,3,27,104,3.9,0,63,341,5.4,3,27,-7
TCU,47,2014-11-15,10,@,Kansas,43,W,26,36,72.2,330,1,36,133,3.7,2,72,463,6.4,4,34,4
Texas St.,128,2014-11-15,10,@,South Alabama,127,L,25,44,56.8,300,1,40,106,2.7,1,84,406,4.8,2,20,-4
Texas Tech,49,2014-11-15,10,,Oklahoma,45,L,27,50,54.0,393,4,24,93,3.9,0,74,486,6.6,4,30,-12
Troy,129,2014-11-15,11,@,Idaho,133,W,19,26,73.1,231,2,57,293,5.1,1,83,524,6.3,4,34,17
Tulane,11,2014-11-15,10,,Memphis,6,L,26,48,54.2,196,0,39,155,4.0,1,87,351,4.0,1,7,-31
UNLV,92,2014-11-15,11,@,BYU,66,L,20,45,44.4,204,1,45,199,4.4,1,90,403,4.5,2,23,-19
Utah,104,2014-11-15,10,@,Stanford,101,W,21,28,75.0,177,2,32,70,2.2,1,60,247,4.1,3,20,3
Utah St.,93,2014-11-15,11,,New Mexico,89,W,13,21,61.9,150,1,36,272,7.6,3,57,422,7.4,4,28,7
UTEP,62,2014-11-15,10,,North Texas,57,W,8,11,72.7,87,0,46,351,7.6,5,57,438,7.7,5,35,18
Virginia Tech,25,2014-11-15,10,@,Duke,15,W,13,24,54.2,148,2,49,145,3.0,0,73,293,4.0,2,17,1
Wake Forest,26,2014-11-15,10,@,NC State,20,L,15,32,46.9,161,0,35,58,1.7,1,67,219,3.3,1,13,-29
Washington,105,2014-11-15,11,@,Arizona,95,L,21,30,70.0,259,1,60,245,4.1,2,90,504,5.6,3,26,-1
Western Kentucky,64,2014-11-15,10,,Army,65,W,16,25,64.0,178,3,41,383,9.3,4,66,561,8.5,7,52,28
Western Michigan,82,2014-11-15,10,,Eastern Michigan,76,W,18,20,90.0,360,4,42,137,3.3,2,62,497,8.0,7,51,44
Wisconsin,40,2014-11-15,10,,Nebraska,34,W,7,11,63.6,46,1,53,581,11.0,7,64,627,9.8,8,59,35
