School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Rice,59,2008-08-29,1,,SMU,8,W,56,27,29,24,37,64.9,258,6,0,44,208,4.7,1,8,2,2,2,8,30,49,61.2,326,4,14,11,0.8,0,2,3,5,4
SMU,8,2008-08-29,1,@,Rice,59,L,27,56,-29,30,49,61.2,326,4,3,14,11,0.8,0,7,2,2,5,4,24,37,64.9,258,6,44,208,4.7,1,2,0,2,8
Temple,10,2008-08-29,1,@,Army,65,W,35,7,28,16,23,69.6,166,2,1,30,84,2.8,1,1,0,1,2,5,6,15,40.0,74,0,58,210,3.6,1,2,1,3,1
Air Force,83,2008-08-30,1,,Southern Utah,141,W,41,7,34,8,12,66.7,75,1,0,76,433,5.7,3,8,4,2,2,4,15,25,60.0,123,1,23,7,0.3,0,2,0,2,1
Akron,71,2008-08-30,1,@,Wisconsin,40,L,17,38,-21,22,37,59.5,227,2,0,22,70,3.2,0,2,0,1,1,2,7,10,70.0,75,1,63,404,6.4,4,2,1,3,5
Alabama,107,2008-08-30,1,N,Clemson,14,W,34,10,24,22,30,73.3,180,2,0,50,239,4.8,1,6,3,0,0,3,20,34,58.8,188,0,14,0,0.0,0,1,1,2,1
Arizona,95,2008-08-30,1,,Idaho,133,W,70,0,70,23,31,74.2,256,4,0,49,265,5.4,5,6,0,0,0,10,10,27,37.0,48,0,25,64,2.6,0,1,4,5,0
Arizona St.,96,2008-08-30,1,,Northern Arizona,137,W,30,13,17,23,36,63.9,387,1,0,23,94,4.1,2,9,2,1,1,3,19,36,52.8,169,1,42,139,3.3,0,0,0,0,1
Arkansas,108,2008-08-30,1,,Western Illinois,190,W,28,24,4,25,41,61.0,318,2,1,21,76,3.6,2,8,1,2,3,4,10,26,38.5,105,1,46,157,3.4,2,0,0,0,3
Arkansas St.,122,2008-08-30,1,@,Texas A&M,119,W,18,14,4,15,28,53.6,160,1,0,45,255,5.7,0,9,4,1,1,1,19,27,70.4,170,0,36,133,3.7,2,2,2,4,2
Auburn,109,2008-08-30,1,,UL Monroe,130,W,34,0,34,13,27,48.1,85,1,1,46,321,7.0,1,9,2,0,1,4,20,38,52.6,136,0,30,84,2.8,0,2,0,2,0
Boise St.,84,2008-08-30,1,,Idaho State,134,W,49,7,42,19,29,65.5,352,3,0,37,230,6.2,4,6,4,2,2,7,16,23,69.6,92,0,45,115,2.6,1,1,0,1,1
Boston College,13,2008-08-30,1,@,Kent State,77,W,21,0,21,12,18,66.7,106,0,0,47,230,4.9,3,6,3,0,0,3,13,21,61.9,134,0,36,126,3.5,0,1,2,3,0
Bowling Green,73,2008-08-30,1,@,Pittsburgh,22,W,27,17,10,26,42,61.9,190,2,1,28,64,2.3,2,7,3,0,1,4,29,51,56.9,264,1,35,129,3.7,1,3,1,4,2
BYU,66,2008-08-30,1,,Northern Iowa,186,W,41,17,24,34,41,82.9,486,2,0,27,82,3.0,4,12,1,4,4,6,17,25,68.0,213,1,40,149,3.7,0,2,0,2,2
California,97,2008-08-30,1,,Michigan St.,32,W,38,31,7,20,30,66.7,264,2,2,36,203,5.6,2,3,0,0,2,5,20,48,41.7,321,1,31,81,2.6,2,0,1,1,4
Clemson,14,2008-08-30,1,N,Alabama,107,L,10,34,-24,20,34,58.8,188,0,1,14,0,0.0,0,2,0,1,2,1,22,30,73.3,180,2,50,239,4.8,1,0,0,0,3
Duke,15,2008-08-30,1,,James Madison,155,W,31,7,24,18,31,58.1,146,2,0,48,218,4.5,2,7,2,2,2,4,4,11,36.4,51,0,37,188,5.1,1,2,1,3,1
East Carolina,4,2008-08-30,1,N,Virginia Tech,25,W,27,22,5,19,25,76.0,211,1,0,41,158,3.9,2,5,2,2,2,4,14,23,60.9,139,0,35,104,3.0,2,0,2,2,3
Florida,110,2008-08-30,1,,Hawaii,87,W,56,10,46,10,17,58.8,151,1,0,38,255,6.7,4,6,4,0,0,8,21,39,53.8,181,1,24,60,2.5,0,2,4,6,1
Florida Atlantic,52,2008-08-30,1,@,Texas,48,L,10,52,-42,17,39,43.6,255,1,1,23,37,1.6,0,4,0,1,2,1,28,35,80.0,271,4,46,232,5.0,3,0,0,0,7
Florida Intl,53,2008-08-30,1,@,Kansas,43,L,10,40,-30,10,29,34.5,73,0,2,26,66,2.5,0,9,1,1,3,1,37,52,71.2,256,3,36,128,3.6,1,1,1,2,5
Georgia,111,2008-08-30,1,,Georgia Southern,124,W,45,21,24,17,27,63.0,323,3,0,32,212,6.6,3,8,3,1,1,6,19,36,52.8,188,1,35,102,2.9,2,0,1,1,3
Hawaii,87,2008-08-30,1,@,Florida,110,L,10,56,-46,21,39,53.8,181,1,4,24,60,2.5,0,3,1,2,6,1,10,17,58.8,151,1,38,255,6.7,4,0,0,0,8
Houston,5,2008-08-30,1,,Southern,255,W,55,3,52,39,49,79.6,467,6,0,33,148,4.5,1,7,3,1,1,7,25,39,64.1,217,0,23,35,1.5,0,2,1,3,0
Idaho,133,2008-08-30,1,@,Arizona,95,L,0,70,-70,10,27,37.0,48,0,4,25,64,2.6,0,1,0,1,5,0,23,31,74.2,256,4,49,265,5.4,5,0,0,0,10
Illinois,27,2008-08-30,1,N,Missouri,115,L,42,52,-10,26,42,61.9,451,5,2,35,81,2.3,0,7,1,0,2,6,26,45,57.8,323,3,37,226,6.1,2,1,1,2,7
Indiana,28,2008-08-30,1,,Western Kentucky,64,W,31,13,18,18,30,60.0,153,2,1,41,297,7.2,2,8,3,0,1,4,19,31,61.3,219,1,31,63,2.0,0,1,0,1,1
Iowa,29,2008-08-30,1,,Maine,156,W,46,3,43,18,29,62.1,212,1,1,44,245,5.6,4,7,1,0,1,5,9,23,39.1,83,0,35,137,3.9,0,0,2,2,0
Kansas,43,2008-08-30,1,,Florida Intl,53,W,40,10,30,37,52,71.2,256,3,1,36,128,3.6,1,7,4,1,2,5,10,29,34.5,73,0,26,66,2.5,0,1,2,3,1
Kansas St.,44,2008-08-30,1,,North Texas,57,W,45,6,39,27,42,64.3,306,3,1,36,165,4.6,3,4,2,1,2,6,16,29,55.2,100,1,26,105,4.0,0,0,0,0,1
Kent State,77,2008-08-30,1,,Boston College,13,L,0,21,-21,13,21,61.9,134,0,2,36,126,3.5,0,2,0,1,3,0,12,18,66.7,106,0,47,230,4.9,3,0,0,0,3
Louisiana,126,2008-08-30,1,@,Southern Miss,60,L,21,51,-30,11,24,45.8,131,1,2,43,263,6.1,2,6,1,2,4,3,14,22,63.6,206,2,61,427,7.0,5,0,2,2,7
Louisiana Tech,54,2008-08-30,1,,Mississippi St.,114,W,22,14,8,14,41,34.1,175,1,2,32,94,2.9,1,8,4,1,3,2,22,40,55.0,257,1,31,91,2.9,1,2,3,5,2
UL Monroe,130,2008-08-30,1,@,Auburn,109,L,0,34,-34,20,38,52.6,136,0,0,30,84,2.8,0,3,1,2,2,0,13,27,48.1,85,1,46,321,7.0,1,0,1,1,4
LSU,113,2008-08-30,1,,Appalachian St.,121,W,41,13,28,13,24,54.2,193,3,1,40,266,6.7,2,6,3,0,1,5,14,33,42.4,187,1,28,52,1.9,0,0,0,0,1
Marshall,55,2008-08-30,1,,Illinois State,182,W,35,10,25,11,22,50.0,161,2,1,32,229,7.2,3,5,2,1,2,5,24,43,55.8,229,1,40,98,2.5,0,0,1,1,1
Maryland,30,2008-08-30,1,,Delaware,153,W,14,7,7,11,21,52.4,126,0,2,45,271,6.0,2,2,0,0,2,2,14,23,60.9,128,0,34,121,3.6,1,0,2,2,1
Memphis,6,2008-08-30,1,@,Ole Miss,116,L,24,41,-17,24,44,54.5,265,2,2,40,188,4.7,1,6,1,0,2,3,11,23,47.8,222,2,36,216,6.0,3,0,0,0,5
Michigan,31,2008-08-30,1,,Utah,104,L,23,25,-2,19,38,50.0,167,2,1,25,36,1.4,1,11,6,2,3,3,21,34,61.8,305,1,43,36,0.8,1,2,1,3,2
Michigan St.,32,2008-08-30,1,@,California,97,L,31,38,-7,20,48,41.7,321,1,1,31,81,2.6,2,7,1,0,1,4,20,30,66.7,264,2,36,203,5.6,2,0,2,2,5
Minnesota,33,2008-08-30,1,,Northern Illinois,79,W,31,27,4,24,37,64.9,298,2,0,31,127,4.1,2,8,2,1,1,4,17,30,56.7,326,2,31,72,2.3,1,1,0,1,3
Mississippi St.,114,2008-08-30,1,@,Louisiana Tech,54,L,14,22,-8,22,40,55.0,257,1,3,31,91,2.9,1,5,0,2,5,2,14,41,34.1,175,1,32,94,2.9,1,1,2,3,2
Missouri,115,2008-08-30,1,N,Illinois,27,W,52,42,10,26,45,57.8,323,3,1,37,226,6.1,2,12,5,1,2,7,26,42,61.9,451,5,35,81,2.3,0,0,2,2,6
Navy,7,2008-08-30,1,,Towson,161,W,41,13,28,2,5,40.0,44,1,0,58,558,9.6,4,5,3,1,1,5,29,47,61.7,330,2,26,30,1.2,0,0,1,1,2
Nebraska,34,2008-08-30,1,,Western Michigan,82,W,47,24,23,20,36,55.6,345,4,2,31,138,4.5,1,7,4,0,2,5,30,49,61.2,342,2,25,8,0.3,1,1,1,2,3
Nevada,88,2008-08-30,1,,Grambling,251,W,49,13,36,18,32,56.3,203,0,1,53,426,8.0,7,17,6,2,3,7,13,27,48.1,225,1,40,5,0.1,0,0,2,2,2
New Mexico,89,2008-08-30,1,,TCU,47,L,3,26,-23,7,24,29.2,130,0,2,32,56,1.8,0,6,2,1,3,0,16,26,61.5,120,0,48,171,3.6,3,0,1,1,3
North Carolina,21,2008-08-30,1,,McNeese State,241,W,35,27,8,15,26,57.7,221,2,1,29,163,5.6,2,7,0,1,2,5,18,32,56.3,239,1,46,152,3.3,2,1,1,2,4
North Texas,57,2008-08-30,1,@,Kansas St.,44,L,6,45,-39,16,29,55.2,100,1,0,26,105,4.0,0,2,0,0,0,1,27,42,64.3,306,3,36,165,4.6,3,1,1,2,6
Northern Illinois,79,2008-08-30,1,@,Minnesota,33,L,27,31,-4,17,30,56.7,326,2,0,31,72,2.3,1,6,2,1,1,3,24,37,64.9,298,2,31,127,4.1,2,1,0,1,4
Northwestern,35,2008-08-30,1,,Syracuse,23,W,30,10,20,23,35,65.7,215,3,1,42,269,6.4,0,5,2,1,2,4,14,28,50.0,103,0,30,122,4.1,1,0,1,1,1
Ohio,80,2008-08-30,1,@,Wyoming,94,L,20,21,-1,29,41,70.7,248,1,1,21,39,1.9,0,2,0,1,2,2,14,22,63.6,111,2,40,160,4.0,1,0,2,2,3
Ohio St.,36,2008-08-30,1,,Youngstown State,191,W,43,0,43,21,31,67.7,244,2,0,43,251,5.8,2,7,2,1,1,4,12,18,66.7,85,0,21,-11,-0.5,0,1,0,1,0
Oklahoma,45,2008-08-30,1,,Chattanooga,227,W,57,2,55,31,38,81.6,305,3,1,46,182,4.0,5,12,5,0,1,8,3,17,17.6,20,0,36,16,0.4,0,0,0,0,0
Oklahoma St.,46,2008-08-30,1,@,Washington St.,106,W,39,13,26,20,27,74.1,193,0,1,42,174,4.1,3,7,2,0,1,4,12,25,48.0,82,1,34,114,3.4,1,0,1,1,2
Ole Miss,116,2008-08-30,1,,Memphis,6,W,41,24,17,11,23,47.8,222,2,0,36,216,6.0,3,4,1,0,0,5,24,44,54.5,265,2,40,188,4.7,1,0,2,2,3
Oregon,99,2008-08-30,1,,Washington,105,W,44,10,34,16,28,57.1,240,3,1,44,256,5.8,3,6,3,0,1,6,17,35,48.6,147,0,43,95,2.2,1,1,0,1,1
Penn State,37,2008-08-30,1,,Coastal Carolina,123,W,66,10,56,19,26,73.1,260,1,0,43,334,7.8,7,4,4,0,0,9,18,31,58.1,198,1,32,52,1.6,0,0,1,1,1
Pittsburgh,22,2008-08-30,1,,Bowling Green,73,L,17,27,-10,29,51,56.9,264,1,1,35,129,3.7,1,8,2,3,4,2,26,42,61.9,190,2,28,64,2.3,2,0,1,1,4
San Diego St.,90,2008-08-30,1,,Cal Poly,131,L,27,29,-2,27,45,60.0,352,3,2,23,27,1.2,1,5,3,3,5,4,12,21,57.1,220,1,51,263,5.2,2,1,0,1,3
San Jose St.,91,2008-08-30,1,,UC Davis,142,W,13,10,3,26,34,76.5,231,2,2,24,42,1.8,0,4,1,1,3,2,21,34,61.8,193,1,30,61,2.0,0,1,2,3,1
South Florida,9,2008-08-30,1,,Tennessee-Martin,209,W,56,7,49,14,19,73.7,220,2,1,52,300,5.8,5,8,1,3,4,8,9,26,34.6,38,0,28,59,2.1,0,0,1,1,1
Southern Miss,60,2008-08-30,1,,Louisiana,126,W,51,21,30,14,22,63.6,206,2,2,61,427,7.0,5,1,0,0,2,7,11,24,45.8,131,1,43,263,6.1,2,2,2,4,3
Syracuse,23,2008-08-30,1,@,Northwestern,35,L,10,30,-20,14,28,50.0,103,0,1,30,122,4.1,1,5,1,0,1,1,23,35,65.7,215,3,42,269,6.4,0,1,1,2,4
Texas,48,2008-08-30,1,,Florida Atlantic,52,W,52,10,42,28,35,80.0,271,4,0,46,232,5.0,3,7,0,0,0,7,17,39,43.6,255,1,23,37,1.6,0,1,1,2,1
Texas A&M,119,2008-08-30,1,,Arkansas St.,122,L,14,18,-4,19,27,70.4,170,0,2,36,133,3.7,2,4,2,2,4,2,15,28,53.6,160,1,45,255,5.7,0,1,0,1,1
TCU,47,2008-08-30,1,@,New Mexico,89,W,26,3,23,16,26,61.5,120,0,1,48,171,3.6,3,10,5,0,1,3,7,24,29.2,130,0,32,56,1.8,0,1,2,3,0
Texas Tech,49,2008-08-30,1,,Eastern Washington,132,W,49,24,25,43,58,74.1,536,2,1,25,103,4.1,5,6,3,1,2,7,38,63,60.3,341,1,22,23,1.0,2,0,3,3,3
Tulsa,12,2008-08-30,1,@,UAB,61,W,45,22,23,21,25,84.0,361,3,0,38,240,6.3,3,2,1,0,0,6,17,31,54.8,169,2,36,245,6.8,0,2,1,3,3
UAB,61,2008-08-30,1,,Tulsa,12,L,22,45,-23,17,31,54.8,169,2,1,36,245,6.8,0,5,1,2,3,3,21,25,84.0,361,3,38,240,6.3,3,0,0,0,6
Central Florida,1,2008-08-30,1,,South Carolina State,181,W,17,0,17,9,16,56.3,90,0,0,59,228,3.9,2,4,1,1,1,2,11,21,52.4,74,0,23,52,2.3,0,1,1,2,0
UNLV,92,2008-08-30,1,,Utah St.,93,W,27,17,10,19,32,59.4,221,3,0,30,132,4.4,0,2,1,0,0,3,18,33,54.5,203,1,37,111,3.0,1,1,1,2,2
USC,103,2008-08-30,1,@,Virginia,24,W,52,7,45,28,38,73.7,350,4,1,40,208,5.2,3,7,2,1,2,7,18,35,51.4,155,0,21,32,1.5,1,3,1,4,1
Utah,104,2008-08-30,1,@,Michigan,31,W,25,23,2,21,34,61.8,305,1,1,43,36,0.8,1,10,3,2,3,2,19,38,50.0,167,2,25,36,1.4,1,2,1,3,3
Utah St.,93,2008-08-30,1,@,UNLV,92,L,17,27,-10,18,33,54.5,203,1,1,37,111,3.0,1,6,1,1,2,2,19,32,59.4,221,3,30,132,4.4,0,0,0,0,3
Virginia,24,2008-08-30,1,,USC,103,L,7,52,-45,18,35,51.4,155,0,1,21,32,1.5,1,1,0,3,4,1,28,38,73.7,350,4,40,208,5.2,3,1,1,2,7
Virginia Tech,25,2008-08-30,1,N,East Carolina,4,L,22,27,-5,14,23,60.9,139,0,2,35,104,3.0,2,2,1,0,2,3,19,25,76.0,211,1,41,158,3.9,2,2,0,2,4
Washington,105,2008-08-30,1,@,Oregon,99,L,10,44,-34,17,35,48.6,147,0,0,43,95,2.2,1,3,0,1,1,1,16,28,57.1,240,3,44,256,5.8,3,0,1,1,6
Washington St.,106,2008-08-30,1,,Oklahoma St.,46,L,13,39,-26,12,25,48.0,82,1,1,34,114,3.4,1,6,1,0,1,2,20,27,74.1,193,0,42,174,4.1,3,0,1,1,4
West Virginia,50,2008-08-30,1,,Villanova,162,W,48,21,27,26,34,76.5,205,5,1,22,149,6.8,0,7,6,0,1,6,21,37,56.8,266,0,50,133,2.7,3,1,2,3,3
Western Kentucky,64,2008-08-30,1,@,Indiana,28,L,13,31,-18,19,31,61.3,219,1,0,31,63,2.0,0,9,2,1,1,1,18,30,60.0,153,2,41,297,7.2,2,0,1,1,4
Western Michigan,82,2008-08-30,1,@,Nebraska,34,L,24,47,-23,30,49,61.2,342,2,1,25,8,0.3,1,7,0,1,2,3,20,36,55.6,345,4,31,138,4.5,1,0,2,2,5
Wisconsin,40,2008-08-30,1,,Akron,71,W,38,17,21,7,10,70.0,75,1,1,63,404,6.4,4,4,2,2,3,5,22,37,59.5,227,2,22,70,3.2,0,1,0,1,2
Wyoming,94,2008-08-30,1,,Ohio,80,W,21,20,1,14,22,63.6,111,2,2,40,160,4.0,1,2,1,0,2,3,29,41,70.7,248,1,21,39,1.9,0,1,1,2,2
Colorado,98,2008-08-31,1,N,Colorado St.,85,W,38,17,21,20,29,69.0,214,1,1,36,153,4.3,3,11,4,1,2,5,27,38,71.1,187,1,26,71,2.7,0,0,2,2,2
Colorado St.,85,2008-08-31,1,N,Colorado,98,L,17,38,-21,27,38,71.1,187,1,2,26,71,2.7,0,1,0,0,2,2,20,29,69.0,214,1,36,153,4.3,3,1,1,2,5
Kentucky,112,2008-08-31,1,@,Louisville,18,W,27,2,25,16,31,51.6,147,0,0,33,63,1.9,1,7,2,1,1,3,20,43,46.5,152,0,29,53,1.8,0,2,3,5,0
Louisville,18,2008-08-31,1,,Kentucky,112,L,2,27,-25,20,43,46.5,152,0,3,29,53,1.8,0,4,1,2,5,0,16,31,51.6,147,0,33,63,1.9,1,1,0,1,3
Fresno St.,86,2008-09-01,1,@,Rutgers,39,W,24,7,17,11,24,45.8,216,0,0,39,206,5.3,3,7,1,0,0,3,20,39,51.3,263,0,34,106,3.1,1,0,2,2,1
Rutgers,39,2008-09-01,1,,Fresno St.,86,L,7,24,-17,20,39,51.3,263,0,2,34,106,3.1,1,5,2,0,2,1,11,24,45.8,216,0,39,206,5.3,3,0,0,0,3
Tennessee,118,2008-09-01,1,@,UCLA,102,L,24,27,-3,19,42,45.2,189,0,1,34,177,5.2,2,9,1,1,2,3,25,43,58.1,259,1,31,29,0.9,1,0,4,4,3
UCLA,102,2008-09-01,1,,Tennessee,118,W,27,24,3,25,43,58.1,259,1,4,31,29,0.9,1,6,1,0,4,3,19,42,45.2,189,0,34,177,5.2,2,1,1,2,3
South Carolina,117,2008-09-04,2,@,Vanderbilt,120,L,17,24,-7,23,39,59.0,233,2,2,29,92,3.2,0,5,2,1,3,2,8,13,61.5,90,1,41,135,3.3,2,1,0,1,3
Vanderbilt,120,2008-09-04,2,,South Carolina,117,W,24,17,7,8,13,61.5,90,1,0,41,135,3.3,2,8,4,1,1,3,23,39,59.0,233,2,29,92,3.2,0,1,2,3,2
Ball St.,72,2008-09-05,2,,Navy,7,W,35,23,12,21,28,75.0,326,4,2,29,162,5.6,1,5,2,0,2,5,6,11,54.5,67,0,59,346,5.9,2,0,1,1,2
Navy,7,2008-09-05,2,@,Ball St.,72,L,23,35,-12,6,11,54.5,67,0,1,59,346,5.9,2,1,0,0,1,2,21,28,75.0,326,4,29,162,5.6,1,0,2,2,5
Air Force,83,2008-09-06,2,@,Wyoming,94,W,23,3,20,3,4,75.0,15,0,1,63,261,4.1,2,5,4,0,1,2,8,22,36.4,76,0,33,140,4.2,0,4,1,5,0
Akron,71,2008-09-06,2,@,Syracuse,23,W,42,28,14,20,26,76.9,260,3,1,46,218,4.7,3,3,2,0,1,6,13,20,65.0,135,3,43,218,5.1,1,1,1,2,4
Alabama,107,2008-09-06,2,,Tulane,11,W,20,6,14,11,23,47.8,73,0,0,26,99,3.8,1,7,1,1,1,3,29,50,58.0,232,0,32,86,2.7,0,0,0,0,0
Arizona,95,2008-09-06,2,,Toledo,81,W,41,16,25,26,34,76.5,299,2,0,33,153,4.6,3,7,1,1,1,5,21,31,67.7,170,1,24,74,3.1,0,0,0,0,1
Arizona St.,96,2008-09-06,2,,Stanford,101,W,41,17,24,27,36,75.0,345,3,1,36,127,3.5,2,4,2,1,2,5,14,31,45.2,120,0,30,113,3.8,2,0,3,3,2
Arkansas,108,2008-09-06,2,,UL Monroe,130,W,28,27,1,22,34,64.7,323,2,0,36,183,5.1,2,4,2,0,0,4,23,40,57.5,270,2,26,71,2.7,1,0,0,0,3
Arkansas St.,122,2008-09-06,2,,Texas Southern,256,W,83,10,73,9,10,90.0,229,4,0,44,441,10.0,5,12,2,1,1,11,10,31,32.3,128,1,39,95,2.4,0,3,2,5,1
Army,65,2008-09-06,2,,New Hampshire,157,L,10,28,-18,7,11,63.6,95,1,0,55,169,3.1,0,4,2,4,4,1,12,17,70.6,138,0,38,184,4.8,2,1,1,2,4
Auburn,109,2008-09-06,2,,Southern Miss,60,W,27,13,14,21,34,61.8,248,0,1,41,132,3.2,3,7,3,3,4,3,33,50,66.0,268,2,27,37,1.4,0,1,2,3,2
Baylor,41,2008-09-06,2,,Northwestern State,243,W,51,6,45,20,26,76.9,330,4,0,39,207,5.3,3,5,3,1,1,7,18,33,54.5,138,0,37,52,1.4,0,1,1,2,0
Boston College,13,2008-09-06,2,,Georgia Tech,17,L,16,19,-3,18,36,50.0,142,1,2,41,120,2.9,0,5,2,1,3,1,6,13,46.2,73,0,40,162,4.1,2,3,0,3,2
Bowling Green,73,2008-09-06,2,,Minnesota,33,L,17,42,-25,29,45,64.4,261,1,1,26,128,4.9,1,8,3,4,5,2,21,25,84.0,233,3,45,164,3.6,3,0,0,0,6
BYU,66,2008-09-06,2,@,Washington,105,W,28,27,1,30,41,73.2,338,3,1,28,137,4.9,1,7,4,1,2,4,17,32,53.1,204,1,35,133,3.8,3,0,0,0,4
Buffalo,74,2008-09-06,2,@,Pittsburgh,22,L,16,27,-11,21,34,61.8,223,1,1,32,125,3.9,1,6,2,0,1,2,22,34,64.7,241,0,31,111,3.6,3,0,1,1,3
California,97,2008-09-06,2,@,Washington St.,106,W,66,3,63,14,24,58.3,114,1,0,40,391,9.8,7,9,2,1,1,9,13,30,43.3,110,0,35,57,1.6,0,0,4,4,0
Central Michigan,75,2008-09-06,2,@,Georgia,111,L,17,56,-39,23,44,52.3,250,2,1,22,59,2.7,0,4,0,0,1,2,23,33,69.7,289,2,36,263,7.3,5,1,0,1,8
Cincinnati,2,2008-09-06,2,@,Oklahoma,45,L,26,52,-26,22,42,52.4,239,1,2,29,87,3.0,2,3,0,0,2,4,29,38,76.3,395,5,44,197,4.5,2,0,2,2,7
Clemson,14,2008-09-06,2,,Citadel,228,W,45,17,28,21,29,72.4,273,1,0,34,252,7.4,5,3,1,2,2,6,25,41,61.0,338,2,26,89,3.4,0,0,3,3,2
Colorado,98,2008-09-06,2,,Eastern Washington,132,W,31,24,7,28,39,71.8,261,3,1,33,90,2.7,0,3,1,1,2,4,32,51,62.7,303,1,22,47,2.1,1,1,2,3,3
