School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Temple,10,2011-09-01,1,,Villanova,162,W,42,7,35,14.0,20.0,70.0,235.0,2.0,0.0,45.0,240.0,5.3,4.0,8.0,4.0,0.0,0.0,6,12,26,46.2,153,0,35,122,3.5,1,1,3,4,1
Toledo,81,2011-09-01,1,,New Hampshire,157,W,58,22,36,27.0,36.0,75.0,304.0,5.0,0.0,47.0,278.0,5.9,2.0,8.0,2.0,0.0,0.0,7,24,33,72.7,180,1,33,152,4.6,2,3,2,5,3
UNLV,92,2011-09-01,1,@,Wisconsin,40,L,17,51,-34,18.0,27.0,66.7,146.0,2.0,0.0,38.0,146.0,3.8,0.0,2.0,1.0,0.0,0.0,2,11,15,73.3,258,2,38,241,6.3,5,0,0,0,7
Utah,104,2011-09-01,1,,Montana State,136,W,27,10,17,15.0,23.0,65.2,101.0,2.0,0.0,38.0,191.0,5.0,1.0,3.0,2.0,0.0,0.0,3,16,29,55.2,183,1,29,75,2.6,0,0,2,2,1
Wake Forest,26,2011-09-01,1,@,Syracuse,23,L,29,36,-7,24.0,41.0,58.5,326.0,3.0,1.0,43.0,80.0,1.9,0.0,6.0,1.0,0.0,1.0,3,20,28,71.4,178,3,30,121,4.0,2,1,0,1,5
Western Kentucky,64,2011-09-01,1,N,Kentucky,112,L,3,14,-11,9.0,27.0,33.3,93.0,0.0,4.0,42.0,141.0,3.4,0.0,6.0,3.0,0.0,4.0,0,7,18,38.9,97,1,33,93,2.8,1,0,3,3,2
Wisconsin,40,2011-09-01,1,,UNLV,92,W,51,17,34,11.0,15.0,73.3,258.0,2.0,0.0,38.0,241.0,6.3,5.0,6.0,3.0,0.0,0.0,7,18,27,66.7,146,2,38,146,3.8,0,0,0,0,2
Baylor,41,2011-09-02,1,,TCU,47,W,50,48,2,23.0,29.0,79.3,414.0,6.0,0.0,36.0,150.0,4.2,1.0,3.0,0.0,1.0,1.0,7,25,40,62.5,251,4,38,215,5.7,2,0,1,1,6
Michigan St.,32,2011-09-02,1,,Youngstown State,191,W,28,6,22,19.0,23.0,82.6,237.0,1.0,0.0,35.0,159.0,4.5,3.0,6.0,0.0,1.0,1.0,4,17,35,48.6,126,1,34,128,3.8,0,0,1,1,1
TCU,47,2011-09-02,1,@,Baylor,41,L,48,50,-2,25.0,40.0,62.5,251.0,4.0,1.0,38.0,215.0,5.7,2.0,3.0,1.0,0.0,1.0,6,23,29,79.3,414,6,36,150,4.2,1,1,0,1,7
Air Force,83,2011-09-03,1,,South Dakota,187,W,37,20,17,4.0,9.0,44.4,96.0,1.0,2.0,61.0,391.0,6.4,4.0,6.0,6.0,1.0,3.0,5,15,26,57.7,184,2,44,184,4.2,1,0,3,3,3
Akron,71,2011-09-03,1,@,Ohio St.,36,L,0,42,-42,7.0,19.0,36.8,55.0,0.0,1.0,27.0,35.0,1.3,0.0,0.0,0.0,0.0,1.0,0,20,28,71.4,293,4,51,224,4.4,2,1,0,1,6
Alabama,107,2011-09-03,1,,Kent State,77,W,48,7,41,21.0,37.0,56.8,299.0,1.0,4.0,35.0,183.0,5.2,5.0,7.0,4.0,1.0,5.0,6,20,47,42.6,99,1,23,-9,-0.4,0,0,1,1,1
Arizona,95,2011-09-03,1,,Northern Arizona,137,W,41,10,31,34.0,42.0,81.0,417.0,5.0,0.0,20.0,75.0,3.8,1.0,9.0,2.0,0.0,0.0,6,20,26,76.9,179,1,33,80,2.4,0,0,1,1,1
Arkansas,108,2011-09-03,1,,Missouri State,184,W,51,7,44,28.0,35.0,80.0,364.0,3.0,0.0,33.0,102.0,3.1,2.0,6.0,2.0,1.0,1.0,7,9,18,50.0,79,1,31,84,2.7,0,0,1,1,1
Arkansas St.,122,2011-09-03,1,@,Illinois,27,L,15,33,-18,20.0,32.0,62.5,290.0,0.0,1.0,32.0,60.0,1.9,1.0,8.0,3.0,2.0,3.0,1,17,25,68.0,271,2,50,202,4.0,2,1,0,1,4
Army,65,2011-09-03,1,@,Northern Illinois,79,L,26,49,-23,7.0,16.0,43.8,106.0,1.0,1.0,63.0,303.0,4.8,3.0,7.0,1.0,2.0,3.0,4,15,24,62.5,220,5,47,289,6.1,1,1,1,2,7
Auburn,109,2011-09-03,1,,Utah St.,93,W,42,38,4,18.0,24.0,75.0,286.0,3.0,0.0,30.0,78.0,2.6,2.0,9.0,1.0,0.0,0.0,6,22,31,71.0,221,0,53,227,4.3,5,0,0,0,5
Ball St.,72,2011-09-03,1,N,Indiana,28,W,27,20,7,23.0,29.0,79.3,173.0,2.0,0.0,46.0,210.0,4.6,1.0,9.0,4.0,0.0,0.0,3,20,32,62.5,272,1,32,103,3.2,1,0,0,0,2
Boise St.,84,2011-09-03,1,@,Georgia,111,W,35,21,14,28.0,34.0,82.4,261.0,3.0,1.0,37.0,129.0,3.5,2.0,7.0,6.0,0.0,1.0,5,16,29,55.2,236,2,31,137,4.4,1,0,1,1,3
Boston College,13,2011-09-03,1,,Northwestern,35,L,17,24,-7,24.0,44.0,54.5,351.0,0.0,1.0,30.0,104.0,3.5,2.0,8.0,2.0,0.0,1.0,2,17,24,70.8,197,0,54,227,4.2,3,0,1,1,3
BYU,66,2011-09-03,1,@,Ole Miss,116,W,14,13,1,24.0,38.0,63.2,225.0,1.0,1.0,31.0,91.0,2.9,0.0,5.0,1.0,0.0,1.0,2,16,29,55.2,145,0,28,69,2.5,0,2,0,2,1
Buffalo,74,2011-09-03,1,@,Pittsburgh,22,L,16,35,-19,32.0,49.0,65.3,276.0,0.0,1.0,44.0,127.0,2.9,2.0,6.0,2.0,0.0,1.0,2,16,28,57.1,179,1,38,231,6.1,4,1,0,1,5
California,97,2011-09-03,1,N,Fresno St.,86,W,36,21,15,16.0,35.0,45.7,266.0,2.0,1.0,35.0,151.0,4.3,2.0,12.0,6.0,1.0,2.0,5,21,33,63.6,150,1,25,68,2.7,1,1,1,2,3
Cincinnati,2,2011-09-03,1,,Austin Peay,201,W,72,10,62,14.0,22.0,63.6,174.0,4.0,0.0,49.0,387.0,7.9,6.0,8.0,2.0,0.0,0.0,10,16,23,69.6,150,0,35,127,3.6,1,3,2,5,1
Clemson,14,2011-09-03,1,,Troy,129,W,43,19,24,21.0,31.0,67.7,271.0,3.0,1.0,38.0,197.0,5.2,2.0,3.0,1.0,0.0,1.0,5,24,42,57.1,258,1,36,165,4.6,1,2,1,3,2
Colorado,98,2011-09-03,1,@,Hawaii,87,L,17,34,-17,16.0,30.0,53.3,223.0,2.0,1.0,28.0,17.0,0.6,0.0,6.0,5.0,0.0,1.0,2,20,33,60.6,178,1,32,165,5.2,3,1,0,1,4
Colorado St.,85,2011-09-03,1,@,New Mexico,89,W,14,10,4,22.0,26.0,84.6,178.0,1.0,0.0,28.0,92.0,3.3,1.0,13.0,9.0,1.0,1.0,2,20,31,64.5,179,1,48,150,3.1,0,3,0,3,1
Connecticut,3,2011-09-03,1,,Fordham,212,W,35,3,32,12.0,21.0,57.1,228.0,1.0,1.0,42.0,206.0,4.9,4.0,6.0,1.0,0.0,1.0,5,12,26,46.2,149,0,30,20,0.7,0,0,1,1,0
Duke,15,2011-09-03,1,,Richmond,159,L,21,23,-2,23.0,34.0,67.6,201.0,0.0,0.0,35.0,178.0,5.1,3.0,3.0,0.0,2.0,2.0,3,14,31,45.2,193,1,31,95,3.1,2,0,1,1,3
East Carolina,4,2011-09-03,1,N,South Carolina,117,L,37,56,-19,37.0,56.0,66.1,260.0,4.0,1.0,28.0,85.0,3.0,1.0,1.0,1.0,4.0,5.0,5,10,25,40.0,131,1,40,220,5.5,5,4,0,4,8
Florida,110,2011-09-03,1,,Florida Atlantic,52,W,41,3,38,25.0,36.0,69.4,271.0,1.0,3.0,33.0,197.0,6.0,3.0,10.0,2.0,0.0,3.0,5,14,27,51.9,107,0,30,30,1.0,0,0,0,0,0
Florida Atlantic,52,2011-09-03,1,@,Florida,110,L,3,41,-38,14.0,27.0,51.9,107.0,0.0,0.0,30.0,30.0,1.0,0.0,7.0,0.0,0.0,0.0,0,25,36,69.4,271,1,33,197,6.0,3,0,3,3,5
Florida St.,16,2011-09-03,1,,UL Monroe,130,W,34,0,34,23.0,35.0,65.7,280.0,3.0,1.0,28.0,92.0,3.3,1.0,10.0,4.0,0.0,1.0,4,12,22,54.5,92,0,39,99,2.5,0,0,1,1,0
Fresno St.,86,2011-09-03,1,N,California,97,L,21,36,-15,21.0,33.0,63.6,150.0,1.0,1.0,25.0,68.0,2.7,1.0,8.0,2.0,1.0,2.0,3,16,35,45.7,266,2,35,151,4.3,2,1,1,2,5
Georgia,111,2011-09-03,1,,Boise St.,84,L,21,35,-14,16.0,29.0,55.2,236.0,2.0,1.0,31.0,137.0,4.4,1.0,6.0,0.0,0.0,1.0,3,28,34,82.4,261,3,37,129,3.5,2,0,1,1,5
Hawaii,87,2011-09-03,1,,Colorado,98,W,34,17,17,20.0,33.0,60.6,178.0,1.0,0.0,32.0,165.0,5.2,3.0,10.0,7.0,1.0,1.0,4,16,30,53.3,223,2,28,17,0.6,0,0,1,1,2
Houston,5,2011-09-03,1,,UCLA,102,W,38,34,4,30.0,40.0,75.0,310.0,2.0,0.0,31.0,159.0,5.1,3.0,6.0,0.0,1.0,1.0,5,20,29,69.0,322,2,42,232,5.5,3,1,0,1,5
Illinois,27,2011-09-03,1,,Arkansas St.,122,W,33,15,18,17.0,25.0,68.0,271.0,2.0,0.0,50.0,202.0,4.0,2.0,7.0,2.0,1.0,1.0,4,20,32,62.5,290,0,32,60,1.9,1,2,1,3,1
Indiana,28,2011-09-03,1,N,Ball St.,72,L,20,27,-7,20.0,32.0,62.5,272.0,1.0,0.0,32.0,103.0,3.2,1.0,2.0,0.0,0.0,0.0,2,23,29,79.3,173,2,46,210,4.6,1,0,0,0,3
Iowa,29,2011-09-03,1,,Tennessee Tech,208,W,34,7,27,15.0,26.0,57.7,246.0,2.0,0.0,33.0,148.0,4.5,1.0,5.0,1.0,1.0,1.0,4,17,28,60.7,156,0,45,140,3.1,1,0,2,2,1
Iowa St.,42,2011-09-03,1,,Northern Iowa,186,W,20,19,1,18.0,40.0,45.0,187.0,1.0,3.0,39.0,141.0,3.6,2.0,4.0,0.0,1.0,4.0,3,15,32,46.9,181,1,42,204,4.9,1,1,0,1,2
Kansas,43,2011-09-03,1,,McNeese State,241,W,42,24,18,7.0,10.0,70.0,146.0,3.0,0.0,55.0,301.0,5.5,3.0,10.0,3.0,0.0,0.0,6,31,41,75.6,325,2,34,95,2.8,1,1,0,1,3
Kansas St.,44,2011-09-03,1,,Eastern Kentucky,203,W,10,7,3,13.0,21.0,61.9,128.0,1.0,1.0,56.0,175.0,3.1,0.0,10.0,4.0,4.0,5.0,1,9,26,34.6,119,0,27,10,0.4,1,0,2,2,1
Kent State,77,2011-09-03,1,@,Alabama,107,L,7,48,-41,20.0,47.0,42.6,99.0,1.0,1.0,23.0,-9.0,-0.4,0.0,7.0,2.0,0.0,1.0,1,21,37,56.8,299,1,35,183,5.2,5,1,4,5,6
Louisiana,126,2011-09-03,1,@,Oklahoma St.,46,L,34,61,-27,20.0,37.0,54.1,212.0,0.0,1.0,37.0,108.0,2.9,2.0,7.0,1.0,1.0,2.0,4,28,43,65.1,458,4,44,208,4.7,3,0,3,3,7
Louisiana Tech,54,2011-09-03,1,@,Southern Miss,60,L,17,19,-2,20.0,36.0,55.6,176.0,0.0,0.0,33.0,68.0,2.1,1.0,4.0,1.0,0.0,0.0,2,21,38,55.3,226,0,38,153,4.0,1,1,1,2,1
UL Monroe,130,2011-09-03,1,@,Florida St.,16,L,0,34,-34,12.0,22.0,54.5,92.0,0.0,1.0,39.0,99.0,2.5,0.0,4.0,2.0,0.0,1.0,0,23,35,65.7,280,3,28,92,3.3,1,0,1,1,4
LSU,113,2011-09-03,1,N,Oregon,99,W,40,27,13,10.0,22.0,45.5,98.0,1.0,0.0,48.0,175.0,3.6,3.0,6.0,0.0,1.0,1.0,5,31,54,57.4,240,1,28,95,3.4,2,3,1,4,3
Miami (OH),78,2011-09-03,1,@,Missouri,115,L,6,17,-11,26.0,39.0,66.7,194.0,0.0,1.0,36.0,76.0,2.1,1.0,7.0,1.0,1.0,2.0,1,17,26,65.4,129,1,37,162,4.4,1,0,1,1,2
Michigan,31,2011-09-03,1,,Western Michigan,82,W,34,10,24,9.0,13.0,69.2,98.0,0.0,0.0,26.0,190.0,7.3,3.0,4.0,2.0,0.0,0.0,5,22,31,71.0,183,0,25,96,3.8,1,2,1,3,1
Middle Tennessee,56,2011-09-03,1,@,Purdue,38,L,24,27,-3,27.0,47.0,57.4,330.0,2.0,1.0,33.0,130.0,3.9,1.0,9.0,4.0,0.0,1.0,3,19,35,54.3,220,2,46,200,4.3,1,1,1,2,3
Minnesota,33,2011-09-03,1,@,USC,103,L,17,19,-2,14.0,26.0,53.8,192.0,1.0,1.0,34.0,110.0,3.2,1.0,6.0,0.0,0.0,1.0,2,34,45,75.6,304,3,28,67,2.4,0,1,0,1,3
Missouri,115,2011-09-03,1,,Miami (OH),78,W,17,6,11,17.0,26.0,65.4,129.0,1.0,1.0,37.0,162.0,4.4,1.0,5.0,3.0,0.0,1.0,2,26,39,66.7,194,0,36,76,2.1,1,1,1,2,1
Navy,7,2011-09-03,1,,Delaware,153,W,40,17,23,4.0,7.0,57.1,46.0,1.0,1.0,59.0,391.0,6.6,4.0,3.0,0.0,0.0,1.0,5,17,29,58.6,143,0,37,220,5.9,2,1,1,2,2
Nebraska,34,2011-09-03,1,,Chattanooga,227,W,40,7,33,12.0,25.0,48.0,135.0,0.0,0.0,43.0,229.0,5.3,4.0,10.0,3.0,2.0,2.0,4,22,36,61.1,170,1,31,60,1.9,0,0,1,1,1
New Mexico,89,2011-09-03,1,,Colorado St.,85,L,10,14,-4,20.0,31.0,64.5,179.0,1.0,0.0,48.0,150.0,3.1,0.0,5.0,2.0,3.0,3.0,1,22,26,84.6,178,1,28,92,3.3,1,1,0,1,2
New Mexico State,69,2011-09-03,1,,Ohio,80,L,24,44,-20,22.0,41.0,53.7,362.0,2.0,1.0,23.0,6.0,0.3,0.0,2.0,1.0,0.0,1.0,3,17,30,56.7,211,2,47,241,5.1,3,1,1,2,6
North Carolina,21,2011-09-03,1,,James Madison,155,W,42,10,32,22.0,23.0,95.7,277.0,2.0,1.0,35.0,184.0,5.3,4.0,9.0,5.0,0.0,1.0,6,11,16,68.8,152,1,39,59,1.5,0,0,0,0,1
NC State,20,2011-09-03,1,,Liberty,67,W,43,21,22,18.0,31.0,58.1,156.0,1.0,0.0,35.0,162.0,4.6,3.0,8.0,6.0,2.0,2.0,6,24,42,57.1,295,1,32,111,3.5,0,3,4,7,2
Northern Illinois,79,2011-09-03,1,,Army,65,W,49,26,23,15.0,24.0,62.5,220.0,5.0,1.0,47.0,289.0,6.1,1.0,8.0,1.0,1.0,2.0,7,7,16,43.8,106,1,63,303,4.8,3,2,1,3,4
Northwestern,35,2011-09-03,1,@,Boston College,13,W,24,17,7,17.0,24.0,70.8,197.0,0.0,1.0,54.0,227.0,4.2,3.0,8.0,3.0,0.0,1.0,3,24,44,54.5,351,0,30,104,3.5,2,0,1,1,2
Notre Dame,70,2011-09-03,1,,South Florida,9,L,20,23,-3,31.0,49.0,63.3,391.0,2.0,3.0,29.0,117.0,4.0,1.0,6.0,2.0,2.0,5.0,3,18,30,60.0,128,1,42,126,3.0,0,0,0,0,2
Ohio,80,2011-09-03,1,@,New Mexico State,69,W,44,24,20,17.0,30.0,56.7,211.0,2.0,1.0,47.0,241.0,5.1,3.0,10.0,5.0,1.0,2.0,6,22,41,53.7,362,2,23,6,0.3,0,0,1,1,3
Ohio St.,36,2011-09-03,1,,Akron,71,W,42,0,42,20.0,28.0,71.4,293.0,4.0,0.0,51.0,224.0,4.4,2.0,10.0,5.0,1.0,1.0,6,7,19,36.8,55,0,27,35,1.3,0,0,1,1,0
Oklahoma,45,2011-09-03,1,,Tulsa,12,W,47,14,33,39.0,54.0,72.2,417.0,1.0,0.0,46.0,246.0,5.3,5.0,6.0,3.0,1.0,1.0,6,18,33,54.5,271,2,31,129,4.2,0,2,1,3,2
Oklahoma St.,46,2011-09-03,1,,Louisiana,126,W,61,34,27,28.0,43.0,65.1,458.0,4.0,3.0,44.0,208.0,4.7,3.0,7.0,5.0,0.0,3.0,7,20,37,54.1,212,0,37,108,2.9,2,1,1,2,4
Ole Miss,116,2011-09-03,1,,BYU,66,L,13,14,-1,16.0,29.0,55.2,145.0,0.0,0.0,28.0,69.0,2.5,0.0,3.0,1.0,2.0,2.0,1,24,38,63.2,225,1,31,91,2.9,0,0,1,1,2
Oregon,99,2011-09-03,1,N,LSU,113,L,27,40,-13,31.0,54.0,57.4,240.0,1.0,1.0,28.0,95.0,3.4,2.0,5.0,1.0,3.0,4.0,3,10,22,45.5,98,1,48,175,3.6,3,1,0,1,5
Oregon St.,100,2011-09-03,1,,Sacramento State,140,L,28,29,-1,19.0,36.0,52.8,230.0,0.0,1.0,43.0,266.0,6.2,3.0,6.0,2.0,1.0,2.0,3,23,36,63.9,296,4,32,71,2.2,0,2,0,2,4
Penn State,37,2011-09-03,1,,Indiana State,183,W,41,7,34,12.0,20.0,60.0,114.0,0.0,0.0,48.0,245.0,5.1,5.0,7.0,2.0,0.0,0.0,6,11,23,47.8,105,1,30,65,2.2,0,1,2,3,1
Pittsburgh,22,2011-09-03,1,,Buffalo,74,W,35,16,19,16.0,28.0,57.1,179.0,1.0,0.0,38.0,231.0,6.1,4.0,6.0,1.0,1.0,1.0,5,32,49,65.3,276,0,44,127,2.9,2,0,1,1,2
Purdue,38,2011-09-03,1,,Middle Tennessee,56,W,27,24,3,19.0,35.0,54.3,220.0,2.0,1.0,46.0,200.0,4.3,1.0,3.0,0.0,1.0,2.0,3,27,47,57.4,330,2,33,130,3.9,1,0,1,1,3
Rice,59,2011-09-03,1,@,Texas,48,L,9,34,-25,15.0,30.0,50.0,94.0,0.0,0.0,30.0,130.0,4.3,0.0,3.0,2.0,2.0,2.0,0,15,27,55.6,277,2,48,229,4.8,2,1,0,1,4
San Diego St.,90,2011-09-03,1,,Cal Poly,131,W,49,21,28,15.0,28.0,53.6,203.0,4.0,0.0,49.0,289.0,5.9,2.0,9.0,2.0,0.0,0.0,7,7,14,50.0,147,0,46,137,3.0,3,1,0,1,3
San Jose St.,91,2011-09-03,1,@,Stanford,101,L,3,57,-54,17.0,33.0,51.5,210.0,0.0,0.0,32.0,27.0,0.8,0.0,5.0,0.0,3.0,3.0,0,22,31,71.0,232,3,40,141,3.5,4,0,0,0,7
South Carolina,117,2011-09-03,1,N,East Carolina,4,W,56,37,19,10.0,25.0,40.0,131.0,1.0,0.0,40.0,220.0,5.5,5.0,3.0,0.0,4.0,4.0,8,37,56,66.1,260,4,28,85,3.0,1,4,1,5,5
South Florida,9,2011-09-03,1,@,Notre Dame,70,W,23,20,3,18.0,30.0,60.0,128.0,1.0,0.0,42.0,126.0,3.0,0.0,5.0,2.0,0.0,0.0,2,31,49,63.3,391,2,29,117,4.0,1,2,3,5,3
Southern Miss,60,2011-09-03,1,,Louisiana Tech,54,W,19,17,2,21.0,38.0,55.3,226.0,0.0,1.0,38.0,153.0,4.0,1.0,12.0,3.0,1.0,2.0,1,20,36,55.6,176,0,33,68,2.1,1,0,0,0,2
Stanford,101,2011-09-03,1,,San Jose St.,91,W,57,3,54,22.0,31.0,71.0,232.0,3.0,0.0,40.0,141.0,3.5,4.0,7.0,2.0,0.0,0.0,7,17,33,51.5,210,0,32,27,0.8,0,3,0,3,0
Tennessee,118,2011-09-03,1,,Montana,135,W,42,16,26,18.0,25.0,72.0,311.0,3.0,0.0,46.0,128.0,2.8,2.0,6.0,0.0,0.0,0.0,6,20,38,52.6,235,1,30,111,3.7,1,2,1,3,2
Texas,48,2011-09-03,1,,Rice,59,W,34,9,25,15.0,27.0,55.6,277.0,2.0,0.0,48.0,229.0,4.8,2.0,3.0,0.0,1.0,1.0,4,15,30,50.0,94,0,30,130,4.3,0,2,0,2,0
Texas Tech,49,2011-09-03,1,,Texas St.,128,W,50,10,40,26.0,38.0,68.4,353.0,4.0,0.0,32.0,152.0,4.8,3.0,6.0,1.0,1.0,1.0,7,10,21,47.6,75,0,50,256,5.1,1,4,0,4,1
Troy,129,2011-09-03,1,@,Clemson,14,L,19,43,-24,24.0,42.0,57.1,258.0,1.0,1.0,36.0,165.0,4.6,1.0,8.0,3.0,2.0,3.0,2,21,31,67.7,271,3,38,197,5.2,2,0,1,1,5
Tulane,11,2011-09-03,1,,Southeastern Louisiana,245,W,47,33,14,14.0,25.0,56.0,267.0,3.0,0.0,37.0,126.0,3.4,3.0,8.0,7.0,0.0,0.0,6,25,45,55.6,295,0,44,124,2.8,4,0,1,1,4
Tulsa,12,2011-09-03,1,@,Oklahoma,45,L,14,47,-33,18.0,33.0,54.5,271.0,2.0,1.0,31.0,129.0,4.2,0.0,2.0,0.0,2.0,3.0,2,39,54,72.2,417,1,46,246,5.3,5,1,0,1,6
Central Florida,1,2011-09-03,1,,Charleston Southern,145,W,62,0,62,14.0,20.0,70.0,244.0,0.0,0.0,48.0,316.0,6.6,8.0,8.0,1.0,1.0,1.0,9,9,18,50.0,70,0,33,49,1.5,0,1,1,2,0
UCLA,102,2011-09-03,1,@,Houston,5,L,34,38,-4,20.0,29.0,69.0,322.0,2.0,0.0,42.0,232.0,5.5,3.0,4.0,1.0,1.0,1.0,5,30,40,75.0,310,2,31,159,5.1,3,1,0,1,5
USC,103,2011-09-03,1,,Minnesota,33,W,19,17,2,34.0,45.0,75.6,304.0,3.0,0.0,28.0,67.0,2.4,0.0,8.0,3.0,1.0,1.0,3,14,26,53.8,192,1,34,110,3.2,1,0,1,1,2
Utah St.,93,2011-09-03,1,@,Auburn,109,L,38,42,-4,22.0,31.0,71.0,221.0,0.0,0.0,53.0,227.0,4.3,5.0,5.0,2.0,0.0,0.0,5,18,24,75.0,286,3,30,78,2.6,2,0,0,0,6
UTEP,62,2011-09-03,1,,Stony Brook,160,W,31,24,7,24.0,38.0,63.2,365.0,3.0,2.0,23.0,36.0,1.6,1.0,7.0,2.0,2.0,4.0,4,16,29,55.2,179,0,43,231,5.4,2,0,1,1,3
Vanderbilt,120,2011-09-03,1,,Elon,154,W,45,14,31,16.0,31.0,51.6,177.0,3.0,0.0,24.0,132.0,5.5,2.0,5.0,2.0,0.0,0.0,6,18,31,58.1,240,1,37,83,2.2,1,1,2,3,2
Virginia,24,2011-09-03,1,,William & Mary,163,W,40,3,37,26.0,36.0,72.2,256.0,0.0,0.0,47.0,240.0,5.1,4.0,6.0,1.0,0.0,0.0,4,11,34,32.4,121,0,20,48,2.4,0,1,1,2,0
Virginia Tech,25,2011-09-03,1,,Appalachian St.,121,W,66,13,53,15.0,28.0,53.6,262.0,4.0,0.0,45.0,256.0,5.7,4.0,8.0,1.0,0.0,0.0,9,9,26,34.6,176,1,36,117,3.3,1,1,3,4,2
Washington,105,2011-09-03,1,,Eastern Washington,132,W,30,27,3,17.0,25.0,68.0,102.0,3.0,0.0,38.0,148.0,3.9,0.0,5.0,1.0,0.0,0.0,3,39,69,56.5,473,3,17,31,1.8,0,2,2,4,3
Washington St.,106,2011-09-03,1,,Idaho State,134,W,64,21,43,21.0,35.0,60.0,301.0,3.0,0.0,36.0,289.0,8.0,4.0,8.0,6.0,0.0,0.0,8,38,54,70.4,430,1,25,23,0.9,2,1,1,2,3
Western Michigan,82,2011-09-03,1,@,Michigan,31,L,10,34,-24,22.0,31.0,71.0,183.0,0.0,1.0,25.0,96.0,3.8,1.0,2.0,0.0,2.0,3.0,1,9,13,69.2,98,0,26,190,7.3,3,0,0,0,5
